gisco_id,name,registered,turnout,invalid,blank,EESTI KESKERAKOND,RAHVAERAKOND MÕÕDUKAD,EESTIMAA RAHVALIIT,ERAKOND ISAMAALIIT,EESTI SOTSIAALDEMOKRAATLIK TÖÖPARTEI,EESTIMAA ÜHENDATUD RAHVAPARTEI,EESTI REFORMIERAKOND,ÜHENDUS VABARIIGI EEST - RES PUBLICA,EESTI KRISTLIK RAHVAPARTEI,EESTI ISESEISVUSPARTEI,VENE ERAKOND EESTIS,ASTRID KOPPEL,VÄINO KARO,AINO VÄRBU,AADO LUIK,ALEKSANDER RAAG,JAANUS RAIDAL,EDGAR-JULIUS PRUKS,ENN OJA,KAAREL JAAK ROOSAARE,KALJU MÄTIK,MART RIISENBERG,REIN HAGGI,HASSO NURM,EINO PAJU,IVAN TSVETKOV,ALEKSEI KOLPAKOV
EE_0349,Kuressaare,0,0,0,0,1628,139,1028,438,50,0,1273,1624,237,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
EE_0373,Kärla,0,0,0,0,192,10,152,37,3,0,56,119,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0386,Laimjala,0,0,0,0,56,12,139,13,2,0,20,65,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EE_0403,Leisi,0,0,0,0,204,30,355,35,4,0,45,143,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0440,Lümanda,0,0,0,0,112,13,145,18,0,0,27,76,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
EE_0478,Muhu,0,0,0,0,227,43,214,64,1,0,75,317,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
EE_0483,Mustjala,0,0,0,0,136,8,85,8,2,0,16,45,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EE_0550,Orissaare,0,0,0,0,222,29,362,38,3,0,63,186,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
EE_0592,Pihtla,0,0,0,0,182,19,215,31,2,2,47,109,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
EE_0634,Pöide,0,0,0,0,131,48,147,15,0,0,31,69,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
EE_0689,Ruhnu,0,0,0,0,8,4,9,2,0,0,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_MA11,Saare maakond,28895,15646,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0721,Salme,0,0,0,0,141,17,122,33,5,0,65,138,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
EE_0807,Torgu,0,0,0,0,71,11,39,12,1,0,22,49,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0858,Valjala,0,0,0,0,139,18,208,63,5,0,49,98,27,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0784,Tallinn,219946,140368,1295,0,41216,7324,4910,9709,785,4436,30513,36972,1675,801,448,0,0,0,82,23,0,0,59,62,58,0,0,0,0,0,0
EE_0795,Tartu linn,72380,41712,429,0,6426,3559,3331,4720,228,573,11634,10254,209,181,73,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0126,Alatskivi,0,0,0,0,93,6,356,20,2,21,64,64,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0170,Elva,0,0,0,0,579,281,533,200,10,6,569,691,43,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0185,Haaslava,0,0,0,0,90,34,380,32,6,1,71,120,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0279,Kallaste,0,0,0,0,264,2,42,15,0,121,7,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0282,Kambja,0,0,0,0,158,43,547,38,1,2,107,219,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0331,Konguta,0,0,0,0,101,13,352,32,4,2,55,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0383,Laeva,0,0,0,0,75,15,145,7,0,0,39,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0432,Luunja,0,0,0,0,154,31,383,45,8,1,127,220,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0454,Meeksi,0,0,0,0,111,9,124,3,0,1,16,35,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0501,Mäksa,0,0,0,0,132,20,280,24,2,2,71,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0528,Nõo,0,0,0,0,264,89,622,125,1,1,226,380,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0587,Peipsiääre,0,0,0,0,19,1,382,3,1,40,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0595,Piirissaare,0,0,0,0,2,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0605,Puhja,0,0,0,0,221,27,394,35,6,4,76,183,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0666,Rannu,0,0,0,0,108,24,353,23,3,0,61,269,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0694,Rõngu,0,0,0,0,291,67,450,33,11,2,199,199,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_MA12,Tartu maakond,36217,21152,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0794,Tartu vald,0,0,0,0,294,90,695,81,8,0,227,551,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0831,Tähtvere,0,0,0,0,207,53,315,72,5,3,198,383,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0861,Vara,0,0,0,0,161,81,456,24,4,21,92,125,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0915,Võnnu,0,0,0,0,152,18,161,23,2,0,25,107,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0949,Ülenurme,0,0,0,0,261,122,554,118,5,0,406,483,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0203,Helme,0,0,0,0,372,112,173,25,3,1,61,185,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
