gisco_id,name,registered,turnout,invalid,blank,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,MI HAZÁNK MOZGALOM,MAGYAR KÉTFARKÚ KUTYA PÁRT,NORMÁLIS ÉLET PÁRTJA,MEGOLDÁS MOZGALOM,ORSZÁGOS LENGYEL ÖNKORMÁNYZAT,ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT,MAGYARORSZÁGI GÖRÖGÖK ORSZÁGOS ÖNKORMÁNYZATA,MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA,ORSZÁGOS HORVÁT ÖNKORMÁNYZAT,BOLGÁR ORSZÁGOS ÖNKORMÁNYZAT,ORSZÁGOS RUSZIN ÖNKORMÁNYZAT,UKRÁN ORSZÁGOS ÖNKORMÁNYZAT,ORSZÁGOS SZLOVÁK ÖNKORMÁNYZAT,SZERB ORSZÁGOS ÖNKORMÁNYZAT,MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA,ORSZÁGOS SZLOVÉN ÖNKORMÁNYZAT
HU_17659,Egyházasdengeleg,347,248,1,0,138,73,24,3,3,2,0,0,0,0,0,0,0,0,4,0,0,0
HU_05980,Egyházasgerge,526,356,12,0,261,59,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25496,Endrefalva,860,492,4,0,422,53,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_22655,Erdőkürt,436,320,1,0,192,83,23,8,2,5,0,0,0,0,0,0,0,0,6,0,0,0
HU_21795,Erdőtarcsa,413,274,4,0,191,44,27,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0
HU_15370,Etes,1007,563,7,0,357,135,45,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_21582,Érsekvadkert,2801,1848,19,0,1191,422,158,32,15,11,0,0,0,0,0,0,0,0,0,0,0,0
HU_24323,Felsőpetény,461,355,1,0,261,54,29,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_33312,Felsőtold,113,83,0,0,40,37,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_25663,Galgaguta,494,340,2,0,208,84,30,5,5,4,0,0,0,0,0,0,0,0,2,0,0,0
HU_18494,Garáb,31,26,1,0,17,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05324,Herencsény,448,302,1,0,213,49,36,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_03993,Héhalom,823,548,5,0,389,101,28,15,4,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_33242,Hollókő,274,214,1,0,135,58,15,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
HU_13204,Hont,395,269,2,0,208,32,17,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_13718,Horpács,146,103,1,0,65,19,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_16878,Hugyag,630,410,6,0,328,63,7,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_26833,Iliny,128,99,0,0,73,10,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_03328,Ipolytarnóc,327,210,3,0,158,33,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29319,Ipolyvece,651,428,4,0,314,65,36,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0
HU_08712,Jobbágyi,1536,908,15,0,532,284,46,17,7,7,0,0,0,0,0,0,0,0,0,0,0,0
HU_18625,Karancsalja,1199,756,5,0,399,231,85,23,9,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_25548,Karancsberény,675,440,2,0,263,123,29,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_08855,Karancskeszi,1358,817,8,0,543,169,63,13,12,9,0,0,0,0,0,0,0,0,0,0,0,0
HU_21041,Karancslapujtő,1994,1298,12,0,837,321,86,28,9,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_26897,Karancsság,908,530,3,0,424,72,18,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0
HU_28389,Kazár,1386,795,15,0,492,200,45,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0
HU_08642,Kálló,1078,658,10,0,481,133,26,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_31413,Keszeg,577,428,0,0,294,86,32,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_11846,Kétbodony,384,293,1,0,191,66,24,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_27243,Kisbágyon,328,219,4,0,134,56,13,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_26295,Kisbárkány,130,107,1,0,88,8,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_33206,Kisecset,154,103,0,0,74,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33400,Kishartyán,447,322,7,0,199,83,22,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_13842,Kozárd,142,114,2,0,81,19,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19451,Kutasó,81,54,1,0,31,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30395,Legénd,377,243,4,0,177,40,14,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_04871,Litke,582,383,6,0,293,58,18,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_20190,Lucfalva,467,325,4,0,250,50,15,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0
HU_02778,Ludányhalászi,1011,516,4,0,349,117,23,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_26967,Magyargéc,599,420,2,0,307,76,22,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_32407,Magyarnándor,896,642,4,0,384,157,81,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_14641,Márkháza,183,151,2,0,121,21,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_20075,Mátramindszent,603,408,2,0,257,117,23,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19372,Mátranovák,1324,848,6,0,524,236,60,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_24332,Mátraszele,740,485,8,0,297,131,34,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_04330,Mátraszőlős,1178,781,9,0,430,242,66,16,11,7,0,0,0,0,0,0,0,0,0,0,0,0
HU_33525,Mátraterenye,1377,830,4,0,516,220,64,15,7,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_30100,Mátraverebély,1430,837,13,0,574,198,36,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_13222,Mihálygerge,445,305,0,0,169,102,25,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_27915,Mohora,709,425,4,0,267,87,57,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_16391,Nagybárkány,478,369,2,0,308,45,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34281,Nagykeresztúr,211,149,0,0,106,36,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21102,Nagylóc,1109,770,4,0,547,123,77,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_23986,Nagyoroszi,1523,900,14,0,528,241,96,12,3,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_27580,Nemti,580,388,5,0,212,127,20,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_09797,Nézsa,975,678,6,0,464,122,54,22,4,5,0,0,0,0,0,0,0,0,1,0,0,0
HU_04358,Nógrád,1254,918,6,0,535,246,83,33,5,8,0,0,0,2,0,0,0,0,0,0,0,0
HU_32300,Nógrádkövesd,478,311,3,0,182,85,34,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_29832,Nógrádmarcal,356,260,2,0,175,51,27,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_12131,Nógrádmegyer,1230,756,9,0,603,100,21,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0
HU_08387,Nógrádsáp,748,523,2,0,347,108,41,12,5,3,0,0,0,0,0,0,0,0,5,0,0,0
HU_19497,Nógrádsipek,575,379,3,0,250,74,39,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_27340,Nógrádszakál,427,261,3,0,210,42,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_29425,Nőtincs,958,745,9,0,464,204,41,20,4,2,0,0,0,1,0,0,0,0,0,0,0,0
HU_03249,Őrhalom,806,533,2,0,310,131,75,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_19318,Ősagárd,261,184,3,0,131,28,11,8,0,1,0,0,0,0,0,0,0,0,2,0,0,0
HU_05883,Palotás,1292,891,7,0,528,264,61,20,5,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_07199,Patak,704,515,5,0,352,91,51,6,3,6,0,0,1,0,0,0,0,0,0,0,0,0
HU_33880,Patvarc,592,409,4,0,232,106,59,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_07409,Pásztó,7214,5219,59,0,2986,1612,358,112,49,42,0,0,0,1,0,0,0,0,0,0,0,0
HU_11590,Piliny,439,310,6,0,217,59,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17862,Pusztaberki,144,121,2,0,65,34,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23825,Rétság,2128,1494,13,0,806,468,129,39,8,26,0,0,0,2,0,0,1,0,2,0,0,0
HU_28884,Rimóc,1222,799,6,0,568,137,71,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_12195,Romhány,1782,1144,14,0,686,309,85,29,6,15,0,0,0,0,0,0,0,0,0,0,0,0
HU_25788,Salgótarján,28834,18857,276,0,9164,7547,1125,469,129,143,0,0,0,1,0,0,0,0,3,0,0,0
HU_12520,Ságújfalu,740,409,0,0,263,91,41,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
HU_24572,Sámsonháza,211,166,7,0,90,37,16,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0
HU_14881,Sóshartyán,635,373,8,0,308,38,8,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_19798,Szalmatercs,358,259,6,0,192,37,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_13754,Szanda,469,344,4,0,216,91,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_10199,Szarvasgede,334,242,3,0,165,52,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15325,Szátok,355,198,4,0,171,11,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_04507,Szendehely,1293,973,18,0,402,182,47,26,4,13,0,0,0,281,0,0,0,0,0,0,0,0
HU_09043,Szente,254,194,3,0,136,29,20,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_23047,Szécsénke,170,121,2,0,84,18,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06628,Szécsény,4444,3087,48,0,1821,870,237,59,17,35,0,0,0,0,0,0,0,0,0,0,0,0
HU_33011,Szécsényfelfalu,317,215,3,0,164,33,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07959,Szilaspogony,211,137,1,0,110,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21634,Szirák,783,452,6,0,339,76,17,5,4,2,0,1,0,0,0,0,2,0,0,0,0,0
HU_28194,Szuha,443,334,8,0,162,125,22,11,2,3,0,0,0,0,0,0,0,0,1,0,0,0
HU_19044,Szurdokpüspöki,1483,1012,3,0,586,289,99,17,12,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_18786,Szügy,1110,831,7,0,386,279,132,19,1,7,0,0,0,0,0,0,0,0,0,0,0,0
HU_32896,Tar,1494,909,7,0,537,264,62,25,5,9,0,0,0,0,0,0,0,0,0,0,0,0
HU_24174,Tereske,536,364,3,0,255,75,13,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_04844,Terény,273,212,1,0,151,36,15,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0
HU_06381,Tolmács,612,421,1,0,243,120,36,12,2,6,0,0,0,1,0,0,0,0,0,0,0,0
HU_30915,Vanyarc,958,608,6,0,400,133,54,9,1,3,0,0,0,0,0,0,0,0,2,0,0,0
HU_29498,Varsány,1235,865,3,0,648,144,51,6,4,8,0,0,1,0,0,0,0,0,0,0,0,0
HU_10320,Vizslás,1019,636,3,0,362,181,62,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_21661,Zabar,322,189,1,0,154,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34360,Rákóczibánya,485,286,3,0,168,87,19,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_01508,Ipolyszög,475,338,2,0,219,64,42,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_01526,Somoskőújfalu,1782,1161,10,0,626,352,121,37,9,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_27872,Abony,11415,7316,55,0,4561,1823,610,141,64,59,0,0,0,0,0,0,0,0,0,1,2,0
HU_18573,Acsa,1107,747,11,0,471,175,36,17,0,4,0,0,0,0,0,0,0,0,33,0,0,0
HU_31653,Albertirsa,10509,7042,50,0,3882,2230,499,245,55,73,0,0,0,5,0,0,0,0,3,0,0,0
HU_23199,Alsónémedi,4103,3046,25,0,1895,768,238,67,28,23,0,0,0,2,0,0,0,0,0,0,0,0
HU_33561,Apaj,912,563,5,0,319,175,41,19,2,1,0,0,0,1,0,0,0,0,0,0,0,0
HU_16188,Aszód,4811,3524,31,0,1835,1266,219,102,23,42,0,1,0,2,0,0,3,0,0,0,0,0
HU_10108,Áporka,977,652,6,0,374,201,48,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_09131,Bag,2997,2099,18,0,1230,632,125,65,12,17,0,0,0,0,0,0,0,0,0,0,0,0
HU_18777,Bernecebaráti,641,441,1,0,301,84,39,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_25098,Bénye,997,727,8,0,436,184,61,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0
HU_08891,Biatorbágy,10563,8227,99,0,3882,3138,419,410,35,112,0,0,0,132,0,0,0,0,0,0,0,0
HU_03407,Budajenő,1619,1342,12,0,640,502,58,57,5,17,0,0,0,50,1,0,0,0,0,0,0,0
HU_23463,Budakalász,8847,7132,65,0,3333,2745,395,383,43,88,0,0,0,63,0,0,0,0,0,17,0,0
HU_12052,Budakeszi,14699,12328,105,0,5048,5570,448,783,55,84,0,1,1,232,0,1,0,0,0,0,0,0
HU_23278,Budaörs,21800,17242,200,0,6566,8196,749,770,62,251,2,0,4,440,0,0,0,2,0,0,0,0
HU_32027,Bugyi,4153,2804,27,0,1837,615,216,54,21,30,0,0,0,3,0,1,0,0,0,0,0,0
HU_11341,Cegléd,29802,20424,173,0,11043,6714,1431,654,203,201,0,0,0,4,0,0,0,1,0,0,0,0
HU_20640,Ceglédbercel,3538,2390,60,0,1291,674,153,60,16,23,0,0,0,113,0,0,0,0,0,0,0,0
HU_05184,Csemő,3394,1900,23,0,1197,453,158,40,19,9,0,0,0,0,0,0,0,1,0,0,0,0
HU_18476,Csévharaszt,1635,1068,20,0,663,255,91,21,6,12,0,0,0,0,0,0,0,0,0,0,0,0
HU_06822,Csobánka,2722,1989,72,0,987,679,77,115,10,13,0,0,1,29,0,0,0,0,5,1,0,0
HU_33118,Csomád,1333,997,10,0,497,351,68,37,5,25,0,0,0,1,0,0,0,0,3,0,0,0
HU_22804,Csömör,7533,5881,51,0,2533,2529,306,273,31,106,0,1,0,40,0,0,0,0,11,0,0,0
HU_26985,Csővár,512,383,5,0,242,89,31,8,1,0,0,0,0,0,0,0,0,0,7,0,0,0
HU_09247,Dabas,15296,11509,102,0,6553,3540,724,366,79,116,0,0,1,20,0,0,0,0,6,2,0,0
HU_31811,Dánszentmiklós,2203,1383,13,0,860,373,84,39,7,6,0,0,0,1,0,0,0,0,0,0,0,0
HU_18397,Dány,3541,2462,18,0,1702,530,126,57,11,18,0,0,0,0,0,0,0,0,0,0,0,0
HU_09973,Délegyháza,4294,2948,20,0,1519,1036,183,113,37,32,0,0,0,8,0,0,0,0,0,0,0,0
HU_24013,Diósd,8032,6524,52,0,2806,2879,324,300,45,91,0,1,0,26,0,0,0,0,0,0,0,0
HU_04808,Domony,1721,1234,8,0,791,297,81,38,8,10,0,0,0,1,0,0,0,0,0,0,0,0
HU_29647,Dömsöd,4824,3005,26,0,1946,718,194,71,15,30,3,0,0,2,0,0,0,0,0,0,0,0
HU_25362,Dunabogdány,2553,1954,28,0,1149,429,88,63,8,25,0,0,0,163,0,0,0,0,0,1,0,0
HU_09584,Dunaharaszti,17655,13180,196,0,5978,5238,677,556,87,206,1,0,0,228,0,11,0,1,1,0,0,0
HU_18616,Dunakeszi,34751,27092,223,0,11307,12172,1292,1395,144,408,0,1,1,143,0,0,0,1,2,3,0,0
HU_20534,Dunavarsány,6650,4645,52,0,2193,1779,303,157,32,60,0,0,0,69,0,0,0,0,0,0,0,0
HU_24518,Ecser,3198,2449,23,0,1160,964,149,78,16,56,0,0,0,0,0,0,0,0,3,0,0,0
HU_13480,Erdőkertes,7082,4787,43,0,2432,1731,298,178,48,55,0,0,0,0,0,0,0,0,0,2,0,0
HU_30988,Érd,56581,42721,269,0,19809,17631,2264,1744,257,514,4,0,3,203,8,0,4,8,2,0,1,0
HU_09122,Farmos,2824,1730,14,0,1013,486,140,47,9,21,0,0,0,0,0,0,0,0,0,0,0,0
HU_06035,Felsőpakony,2925,2087,22,0,1151,647,152,69,14,29,0,0,0,3,0,0,0,0,0,0,0,0
HU_32610,Fót,15998,11982,116,0,5660,4763,678,466,118,170,0,0,1,8,1,1,0,0,0,0,0,0
HU_13295,Galgagyörk,755,530,5,0,354,121,25,9,3,7,0,0,0,3,0,0,0,0,3,0,0,0
HU_19503,Galgahévíz,2108,1487,14,0,926,393,85,45,12,12,0,0,0,0,0,0,0,0,0,0,0,0
HU_27128,Galgamácsa,1503,1023,9,0,592,290,80,32,6,13,0,0,0,1,0,0,0,0,0,0,0,0
HU_09441,Gomba,2501,1635,21,0,954,422,133,68,11,25,0,0,0,1,0,0,0,0,0,0,0,0
HU_23649,Göd,16147,12895,109,0,5656,5379,660,796,88,197,0,0,0,3,0,0,0,2,0,2,1,2
HU_32559,Gödöllő,26354,20715,176,0,9248,8712,1064,1044,113,291,0,0,0,63,0,0,2,2,0,0,0,0
HU_25627,Gyál,19094,12840,108,0,6313,4749,865,511,104,178,0,0,0,10,1,1,0,0,0,0,0,0
HU_29735,Gyömrő,14881,10773,74,0,5040,4178,683,494,83,215,0,0,0,3,0,0,1,2,0,0,0,0
HU_09690,Halásztelek,8946,6604,51,0,3072,2689,407,253,40,79,0,1,0,4,1,7,0,0,0,0,0,0
HU_33552,Herceghalom,1936,1563,8,0,709,685,53,74,5,27,0,0,0,2,0,0,0,0,0,0,0,0
HU_09849,Hernád,3296,2066,23,0,1150,656,126,83,11,17,0,0,0,0,0,0,0,0,0,0,0,0
HU_13949,Hévízgyörk,2621,2009,11,0,1106,655,130,65,10,30,0,0,0,1,0,0,1,0,0,0,0,0
HU_03300,Iklad,1610,1219,17,0,535,399,66,34,6,16,0,0,0,146,0,0,0,0,0,0,0,0
HU_32106,Inárcs,3652,2631,37,0,1472,830,166,67,18,32,0,0,0,7,0,0,0,2,0,0,0,0
HU_28097,Ipolydamásd,324,239,2,0,154,49,22,6,0,5,0,0,0,1,0,0,0,0,0,0,0,0
HU_04978,Ipolytölgyes,205,138,0,0,78,45,8,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
HU_07807,Isaszeg,9150,6445,56,0,3484,2115,429,236,42,74,0,2,0,5,0,1,0,0,0,0,0,1
HU_11004,Jászkarajenő,2042,1281,23,0,875,251,90,28,8,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_32230,Kakucs,2342,1606,7,0,964,459,100,38,17,17,0,0,0,4,0,0,0,0,0,0,0,0
HU_30696,Kartal,4728,3223,27,0,2005,854,205,82,17,32,0,0,0,1,0,0,0,0,0,0,0,0
HU_27827,Káva,516,375,6,0,212,110,33,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_22345,Kemence,747,534,11,0,355,124,26,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_34166,Kerepes,8473,6319,57,0,3027,2428,379,248,42,89,0,0,0,47,0,0,0,0,2,0,0,0
HU_10816,Kiskunlacháza,7242,4806,52,0,2708,1494,329,126,37,59,0,0,0,1,0,0,0,0,0,0,0,0
HU_33738,Kismaros,1955,1600,21,0,761,530,97,85,19,10,0,0,0,77,0,0,0,0,0,0,0,0
HU_05227,Kisnémedi,566,401,7,0,226,111,29,18,5,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_29850,Kisoroszi,787,630,7,0,342,212,36,25,2,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_34157,Kistarcsa,10213,7872,55,0,3814,3091,405,314,52,134,0,0,0,4,0,1,0,0,2,0,0,0
HU_32771,Kocsér,1434,960,13,0,701,174,47,16,1,8,0,0,0,0,0,0,0,0,0,0,0,0
HU_27687,Kosd,1989,1459,7,0,932,352,101,51,5,9,0,0,0,2,0,0,0,0,0,0,0,0
HU_31361,Kóka,3563,2256,24,0,1403,538,192,57,18,24,0,0,0,0,0,0,0,0,0,0,0,0
HU_24679,Kóspallag,593,436,3,0,256,100,56,13,1,3,0,0,0,2,0,0,0,0,2,0,0,0
HU_32975,Kőröstetétlen,632,442,6,0,309,84,36,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_30809,Leányfalu,3037,2423,21,0,1162,921,114,156,13,33,0,0,0,2,1,0,0,0,0,0,0,0
HU_22682,Letkés,876,657,4,0,429,134,67,12,6,4,0,0,0,1,0,0,0,0,0,0,0,0
HU_09140,Lórév,245,178,15,0,75,43,5,0,0,3,0,0,0,0,0,0,0,0,0,37,0,0
HU_10922,Maglód,9777,7236,75,0,3498,2703,471,309,42,133,0,0,0,3,0,0,0,0,2,0,0,0
HU_10755,Majosháza,1356,965,14,0,559,306,39,16,13,13,0,0,0,4,0,0,0,1,0,0,0,0
HU_04394,Makád,1031,662,4,0,478,125,35,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_04570,Márianosztra,631,466,12,0,279,114,41,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_03692,Mende,3332,2305,30,0,1209,762,155,93,13,43,0,0,0,0,0,0,0,0,0,0,0,0
HU_24466,Mikebuda,581,354,3,0,240,62,22,17,2,8,0,0,0,0,0,0,0,0,0,0,0,0
HU_17783,Mogyoród,5831,4346,26,0,2237,1545,275,170,30,61,0,0,0,1,0,0,0,0,0,0,1,0
HU_10551,Monor,16012,11411,94,0,6376,3518,817,399,69,127,0,0,0,10,0,0,0,0,1,0,0,0
HU_14775,Nagybörzsöny,485,304,8,0,162,68,14,3,0,0,0,0,0,49,0,0,0,0,0,0,0,0
HU_13435,Nagykáta,11284,7866,69,0,4406,2484,541,224,58,83,0,0,0,1,0,0,0,0,0,0,0,0
HU_09991,Nagykovácsi,5994,4972,63,0,2109,2168,191,320,22,39,2,1,0,57,0,0,0,0,0,0,0,0
HU_19716,Nagykőrös,18474,11873,113,0,7029,3474,760,272,92,132,0,0,0,1,0,0,0,0,0,0,0,0
HU_31732,Nagymaros,3923,2978,25,0,1689,819,180,172,18,36,0,0,0,39,0,0,0,0,0,0,0,0
HU_23409,Nagytarcsa,4247,3408,16,0,1686,1237,222,136,21,76,0,0,1,3,0,0,0,0,10,0,0,0
HU_23038,Nyáregyháza,3051,1917,23,0,1128,478,205,45,10,26,0,0,0,2,0,0,0,0,0,0,0,0
HU_20066,Nyársapát,1545,910,11,0,556,249,65,14,3,12,0,0,0,0,0,0,0,0,0,0,0,0
HU_04075,Ócsa,7603,5276,41,0,3126,1431,374,174,39,88,0,0,0,3,0,0,0,0,0,0,0,0
HU_05281,Örkény,3721,2230,34,0,1415,572,111,52,10,32,0,0,0,1,0,0,0,3,0,0,0,0
HU_08545,Őrbottyán,6120,4499,34,0,2344,1520,315,210,31,41,0,0,0,3,0,0,0,1,0,0,0,0
HU_22248,Pánd,1499,826,9,0,485,232,59,13,5,23,0,0,0,0,0,0,0,0,0,0,0,0
HU_15024,Páty,6070,4558,59,0,2282,1675,211,227,16,53,0,0,0,34,0,1,0,0,0,0,0,0
HU_18689,Penc,1179,885,7,0,541,217,68,32,11,8,0,0,0,0,0,0,0,0,1,0,0,0
HU_28185,Perbál,1619,1232,11,0,700,351,41,60,10,22,0,0,0,36,0,0,0,0,1,0,0,0
HU_04181,Perőcsény,276,200,2,0,117,56,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04057,Pécel,12802,9527,82,0,4718,3563,556,357,79,165,0,0,0,4,0,0,0,1,1,0,1,0
HU_21847,Péteri,2047,1398,24,0,689,476,111,43,15,27,0,0,0,8,0,0,0,0,5,0,0,0
HU_09821,Pilis,9389,5794,61,0,3387,1677,384,172,36,73,0,0,0,4,0,0,0,0,0,0,0,0
HU_29601,Pilisborosjenő,3105,2467,15,0,1034,1056,102,153,14,22,1,0,4,66,0,0,0,0,0,0,0,0
HU_07144,Piliscsaba,6232,4764,79,0,2239,1684,229,305,13,26,0,0,0,185,0,0,0,1,3,0,0,0
HU_34148,Pilisjászfalu,1401,1053,9,0,467,434,49,71,5,10,0,0,0,8,0,0,0,0,0,0,0,0
HU_05290,Pilisszántó,2146,1567,19,0,818,514,108,59,7,15,0,0,0,11,0,0,0,0,16,0,0,0
HU_11396,Pilisszentiván,3418,2698,37,0,1372,849,146,108,11,30,0,0,0,145,0,0,0,0,0,0,0,0
HU_18731,Pilisszentkereszt,1701,1323,13,0,717,411,75,54,7,14,0,0,0,13,0,0,0,0,17,2,0,0
HU_08457,Pilisszentlászló,926,676,5,0,345,229,35,40,8,9,0,0,0,3,0,0,0,0,2,0,0,0
HU_14340,Pilisvörösvár,11271,8381,137,0,4231,2515,355,293,48,104,0,0,0,697,0,0,0,0,0,1,0,0
HU_06372,Pomáz,13978,10562,96,0,4993,4082,496,597,71,126,2,0,0,76,1,0,0,1,1,20,0,0
HU_04905,Pócsmegyer,2157,1539,13,0,821,501,79,84,15,24,0,0,0,1,0,0,0,1,0,0,0,0
HU_23083,Pusztavacs,1056,640,3,0,405,156,52,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_15583,Pusztazámor,948,682,5,0,307,290,40,21,4,13,0,0,0,2,0,0,0,0,0,0,0,0
HU_21388,Püspökhatvan,1077,862,9,0,615,168,42,16,2,3,0,0,0,0,0,0,0,0,7,0,0,0
HU_04303,Püspökszilágy,574,403,3,0,234,102,38,12,5,9,0,0,0,0,0,0,0,0,0,0,0,0
HU_17260,Ráckeve,8411,5733,73,0,3215,1725,368,177,33,91,1,0,0,43,0,0,0,0,0,7,0,0
HU_02370,Rád,1515,1149,11,0,729,287,58,43,11,10,0,0,0,0,0,0,0,0,0,0,0,0
HU_07384,Solymár,8460,6865,106,0,3252,2505,255,344,27,59,0,0,0,317,0,0,0,0,0,0,0,0
HU_06840,Sóskút,2820,2036,22,0,1019,693,150,99,8,23,0,0,0,14,0,0,0,0,8,0,0,0
