gisco_id,name,registered,turnout,invalid,blank,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,MI HAZÁNK MOZGALOM,MAGYAR KÉTFARKÚ KUTYA PÁRT,NORMÁLIS ÉLET PÁRTJA,MEGOLDÁS MOZGALOM,ORSZÁGOS LENGYEL ÖNKORMÁNYZAT,ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT,MAGYARORSZÁGI GÖRÖGÖK ORSZÁGOS ÖNKORMÁNYZATA,MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA,ORSZÁGOS HORVÁT ÖNKORMÁNYZAT,BOLGÁR ORSZÁGOS ÖNKORMÁNYZAT,ORSZÁGOS RUSZIN ÖNKORMÁNYZAT,UKRÁN ORSZÁGOS ÖNKORMÁNYZAT,ORSZÁGOS SZLOVÁK ÖNKORMÁNYZAT,SZERB ORSZÁGOS ÖNKORMÁNYZAT,MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA,ORSZÁGOS SZLOVÉN ÖNKORMÁNYZAT
HU_13578,Budapest,1274341,958755,8016,0,388310,454840,39103,49364,5016,11934,91,89,100,1307,92,79,89,115,79,82,47,2
HU_12548,Abaliget,510,369,3,0,178,140,19,21,4,1,0,0,0,3,0,0,0,0,0,0,0,0
HU_06868,Adorjás,134,85,3,0,69,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13329,Almamellék,308,192,5,0,114,55,5,1,2,1,0,0,0,9,0,0,0,0,0,0,0,0
HU_20376,Almáskeresztúr,58,45,0,0,24,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17385,Alsómocsolád,242,151,1,0,108,19,7,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_33279,Alsószentmárton,821,525,4,0,485,32,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_27298,Apátvarasd,102,66,0,0,42,16,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_06886,Aranyosgadány,295,173,0,0,107,22,21,11,3,4,0,0,0,5,0,0,0,0,0,0,0,0
HU_25812,Ág,131,99,1,0,70,24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_28583,Áta,144,93,5,0,56,16,5,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0
HU_05403,Babarc,567,350,12,0,168,52,19,9,0,1,0,0,0,89,0,0,0,0,0,0,0,0
HU_09663,Babarcszőlős,85,56,0,0,42,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08299,Bakonya,277,177,0,0,84,62,15,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_22275,Bakóca,221,107,0,0,91,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_03975,Baksa,617,410,4,0,240,123,25,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0
HU_20464,Baranyahídvég,145,85,4,0,69,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24749,Baranyajenő,359,193,1,0,127,49,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_05485,Baranyaszentgyörgy,86,63,0,0,54,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15495,Basal,152,105,0,0,59,33,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_07603,Bánfa,132,79,0,0,52,22,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24378,Bár,450,309,3,0,150,84,22,5,4,1,0,0,0,40,0,0,0,0,0,0,0,0
HU_19008,Belvárdgyula,313,197,1,0,133,39,15,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0
HU_31927,Beremend,1912,1263,24,0,666,470,50,24,3,19,0,0,0,3,3,0,0,0,0,1,0,0
HU_16461,Berkesd,636,429,12,0,251,109,19,15,1,4,0,0,0,18,0,0,0,0,0,0,0,0
HU_30049,Besence,87,50,0,0,37,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14119,Bezedek,172,135,37,0,74,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
HU_13310,Bicsérd,812,531,4,0,314,158,30,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_04899,Bikal,561,384,11,0,148,155,26,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0
HU_05139,Birján,424,302,4,0,137,98,18,7,2,5,0,0,0,26,5,0,0,0,0,0,0,0
HU_24925,Bisse,193,117,2,0,78,29,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_20899,Boda,327,239,2,0,140,66,20,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_33002,Bodolyabér,174,101,0,0,69,25,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_32151,Bogád,877,598,1,0,298,221,33,36,2,4,0,0,0,3,0,0,0,0,0,0,0,0
HU_21892,Bogádmindszent,330,216,6,0,144,40,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10694,Bogdása,202,124,2,0,95,14,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13116,Boldogasszonyfa,299,221,9,0,155,31,18,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0
HU_06725,Borjád,316,203,3,0,111,27,23,2,1,0,0,1,0,35,0,0,0,0,0,0,0,0
HU_14368,Bosta,113,75,1,0,55,12,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_13365,Botykapeterd,250,158,1,0,109,23,15,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_33154,Bóly,2728,1969,16,0,930,584,116,55,11,18,0,0,0,238,1,0,0,0,0,0,0,0
HU_23162,Bükkösd,865,490,8,0,283,115,31,14,4,1,0,0,0,34,0,0,0,0,0,0,0,0
HU_07533,Bürüs,63,39,0,0,30,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_30614,Csarnóta,105,62,0,0,30,21,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19901,Csányoszró,500,294,1,0,191,78,9,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_21591,Csebény,72,51,0,0,31,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26082,Cserdi,288,154,3,0,99,39,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03896,Cserkút,520,383,0,0,153,169,34,17,3,6,0,0,0,1,0,0,0,0,0,0,0,0
HU_13851,Csertő,317,195,1,0,133,48,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_22576,Csonkamindszent,127,98,0,0,76,12,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_11086,Cún,165,94,1,0,82,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07773,Dencsháza,446,247,3,0,181,46,12,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_11952,Dinnyeberki,56,31,0,0,23,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32373,Diósviszló,546,325,3,0,232,63,14,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_28617,Drávacsehi,126,85,2,0,51,23,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_28121,Drávacsepely,175,116,1,0,81,22,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17419,Drávafok,387,214,6,0,132,43,6,6,2,2,0,0,0,0,17,0,0,0,0,0,0,0
HU_32391,Drávaiványi,124,88,0,0,80,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09159,Drávakeresztúr,86,45,1,0,19,6,1,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0
HU_22734,Drávapalkonya,215,122,1,0,78,29,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_12380,Drávapiski,66,35,1,0,29,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28608,Drávaszabolcs,541,340,1,0,225,86,14,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_30030,Drávaszerdahely,140,96,1,0,55,29,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_21698,Drávasztára,306,179,4,0,120,31,4,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0
HU_09186,Dunaszekcső,1494,854,21,0,485,190,40,8,9,2,0,0,0,99,0,0,0,0,0,0,0,0
HU_28918,Egerág,763,541,1,0,275,180,44,27,6,5,0,0,0,3,0,0,0,0,0,0,0,0
HU_16498,Egyházasharaszti,235,153,1,0,129,18,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_27401,Egyházaskozár,578,372,6,0,152,138,52,8,5,2,0,0,0,9,0,0,0,0,0,0,0,0
HU_06099,Ellend,172,108,1,0,59,34,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_28273,Endrőc,287,174,6,0,126,34,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_25821,Erdősmárok,54,43,1,0,34,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18704,Erdősmecske,278,176,1,0,121,27,6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
HU_13499,Erzsébet,230,143,2,0,79,31,22,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0
HU_17835,Fazekasboda,152,103,5,0,44,17,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
HU_04543,Feked,151,128,5,0,40,29,7,1,0,2,0,0,0,44,0,0,0,0,0,0,0,0
HU_13286,Felsőegerszeg,108,72,4,0,49,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08819,Felsőszentmárton,670,431,12,0,208,75,22,8,10,1,0,0,0,0,95,0,0,0,0,0,0,0
HU_07560,Garé,228,154,0,0,83,54,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_12751,Gerde,397,219,0,0,154,49,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_02857,Geresdlak,596,393,6,0,229,83,15,9,0,1,0,0,0,50,0,0,0,0,0,0,0,0
HU_13347,Gerényes,149,80,0,0,70,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_18333,Gilvánfa,249,132,0,0,121,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_33084,Gordisa,227,127,1,0,88,25,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33233,Gödre,616,403,11,0,288,53,18,6,4,3,0,0,0,20,0,0,0,0,0,0,0,0
HU_30438,Görcsöny,1264,812,42,0,426,230,59,33,5,3,0,0,0,14,0,0,0,0,0,0,0,0
HU_09636,Görcsönydoboka,298,177,8,0,62,47,19,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0
HU_18315,Gyód,592,410,5,0,231,116,22,19,4,2,0,0,0,11,0,0,0,0,0,0,0,0
HU_28404,Gyöngyfa,105,76,3,0,59,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22664,Gyöngyösmellék,218,112,1,0,87,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21528,Harkány,3952,2656,21,0,1499,767,180,61,20,21,0,0,0,67,20,0,0,0,0,0,0,0
HU_27881,Hásságy,253,189,9,0,75,31,6,10,1,0,0,0,0,57,0,0,0,0,0,0,0,0
HU_30951,Hegyhátmaróc,111,72,0,0,37,24,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_21023,Hegyszentmárton,339,212,2,0,134,50,15,2,1,6,0,0,0,2,0,0,0,0,0,0,0,0
HU_17190,Helesfa,289,154,5,0,93,36,13,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_07126,Hetvehely,359,246,6,0,144,49,15,8,2,0,0,0,0,22,0,0,0,0,0,0,0,0
HU_06798,Hidas,1655,1083,12,0,616,282,85,22,13,6,0,0,0,47,0,0,0,0,0,0,0,0
HU_27933,Himesháza,809,565,16,0,226,124,26,11,1,1,0,0,0,160,0,0,0,0,0,0,0,0
HU_03285,Hirics,171,88,2,0,79,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33932,Hobol,773,498,3,0,267,180,36,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0
HU_29966,Homorúd,459,282,4,0,203,32,33,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_23074,Horváthertelend,42,28,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30836,Hosszúhetény,2694,1902,14,0,869,696,139,77,23,26,0,0,0,57,0,0,0,0,0,0,1,0
HU_31431,Husztót,38,32,0,0,24,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33066,Ibafa,152,93,0,0,70,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31936,Illocska,198,117,3,0,82,22,5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
HU_29948,Ipacsfa,174,125,2,0,83,23,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03337,Ivánbattyán,88,65,2,0,32,10,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0
HU_03346,Ivándárda,178,127,1,0,61,39,11,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0
HU_04297,Kacsóta,209,135,1,0,92,33,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06965,Katádfa,118,71,2,0,53,10,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_06415,Kákics,160,94,4,0,75,7,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_05999,Kárász,256,177,1,0,92,58,17,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0
HU_17464,Kásád,225,148,2,0,100,31,9,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
HU_19132,Kátoly,243,165,2,0,79,32,11,1,1,3,0,0,0,15,21,0,0,0,0,0,0,0
HU_06789,Kemse,48,38,2,0,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03832,Keszü,1096,818,11,0,320,339,63,36,8,7,0,0,0,32,0,0,1,1,0,0,0,0
HU_16805,Kékesd,141,98,0,0,60,17,12,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_10542,Kémes,367,253,1,0,148,81,12,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_08572,Kétújfalu,532,329,1,0,203,100,12,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0
HU_20552,Királyegyháza,697,402,11,0,269,90,23,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18908,Kisasszonyfa,156,106,3,0,75,21,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05722,Kisbeszterce,56,42,0,0,28,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22868,Kisbudmér,78,49,2,0,38,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11183,Kisdér,90,62,0,0,44,10,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_33905,Kisdobsza,184,118,1,0,88,19,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_06831,Kishajmás,140,84,2,0,60,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27021,Kisharsány,388,235,2,0,149,65,11,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_16975,Kisherend,162,113,0,0,82,22,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_12849,Kisjakabfalva,92,58,10,0,36,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
HU_19910,Kiskassa,188,129,1,0,63,36,7,1,0,1,1,0,0,19,0,0,0,0,0,0,0,0
HU_21616,Kislippó,236,145,2,0,79,54,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_33215,Kisnyárád,141,87,5,0,30,11,2,1,0,1,0,0,0,37,0,0,0,0,0,0,0,0
HU_08651,Kisszentmárton,205,114,2,0,95,13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_12353,Kistamási,102,48,4,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03151,Kistapolca,161,98,1,0,67,22,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_10746,Kistótfalu,251,156,2,0,87,44,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09548,Kisvaszar,237,121,2,0,99,13,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26408,Komló,20778,12413,204,0,5863,4886,769,359,172,108,0,0,1,48,3,0,0,0,0,0,0,0
HU_24226,Kovácshida,197,132,2,0,92,29,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14517,Kovácsszénája,50,43,3,0,26,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06336,Kozármisleny,4950,3785,32,0,1678,1502,222,175,29,59,0,0,0,58,30,0,0,0,0,0,0,0
HU_08110,Kórós,157,87,1,0,75,6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_25247,Köblény,168,99,3,0,63,23,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_03540,Kökény,538,387,1,0,159,142,30,21,5,3,0,0,0,1,24,0,0,0,0,1,0,0
HU_17899,Kölked,776,442,3,0,322,73,22,4,3,4,0,0,0,11,0,0,0,0,0,0,0,0
HU_15538,Kővágószőlős,1340,861,21,0,493,272,29,34,6,3,1,0,0,2,0,0,0,0,0,0,0,0
HU_06479,Lapáncsa,136,96,0,0,84,7,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_33330,Lánycsók,1988,1354,15,0,770,311,123,18,13,16,0,0,0,83,5,0,0,0,0,0,0,0
HU_17604,Liget,299,193,1,0,98,62,16,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_22974,Lippó,397,258,4,0,103,55,14,5,1,1,0,0,0,75,0,0,0,0,0,0,0,0
HU_10038,Liptód,145,92,3,0,37,9,6,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
HU_31389,Lothárd,196,132,1,0,63,45,10,7,1,1,0,0,0,1,3,0,0,0,0,0,0,0
HU_24624,Lovászhetény,224,128,0,0,79,33,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_18865,Lúzsok,156,89,1,0,77,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25177,Magyarbóly,735,464,4,0,318,81,27,12,1,1,0,0,0,18,0,0,0,0,0,2,0,0
HU_29753,Magyaregregy,568,391,6,0,188,114,36,11,2,10,0,0,0,24,0,0,0,0,0,0,0,0
HU_05430,Magyarhertelend,500,349,0,0,157,130,17,6,0,7,0,0,0,32,0,0,0,0,0,0,0,0
HU_23542,Magyarlukafa,65,45,0,0,32,7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_05412,Magyarmecske,230,158,0,0,122,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27067,Magyarsarlós,243,178,2,0,109,35,25,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0
HU_22600,Magyarszék,814,571,10,0,282,184,43,15,4,3,0,0,0,30,0,0,0,0,0,0,0,0
HU_04385,Magyartelek,152,103,0,0,73,19,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27863,Majs,741,484,11,0,263,118,50,5,7,7,0,0,0,23,0,0,0,0,0,0,0,0
HU_29920,Maráza,153,89,5,0,34,17,4,2,1,1,0,0,0,25,0,0,0,0,0,0,0,0
HU_16443,Markóc,45,33,1,0,24,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15219,Marócsa,63,47,0,0,41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02228,Martonfa,191,152,3,0,65,49,21,9,3,1,0,0,0,1,0,0,0,0,0,0,0,0
HU_15051,Matty,245,163,0,0,129,20,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06813,Mágocs,1816,1165,11,0,620,399,60,27,13,8,0,0,0,27,0,0,0,0,0,0,0,0
HU_33923,Mánfa,636,425,4,0,193,175,28,19,2,3,0,0,0,1,0,0,0,0,0,0,0,0
HU_09450,Márfa,149,107,0,0,65,28,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_14483,Máriakéménd,408,221,0,0,124,55,12,9,1,2,0,0,0,18,0,0,0,0,0,0,0,0
HU_20659,Márok,350,253,3,0,144,30,6,1,1,2,0,0,0,66,0,0,0,0,0,0,0,0
HU_33756,Máza,947,598,16,0,257,200,41,6,5,2,0,0,0,70,1,0,0,0,0,0,0,0
HU_13444,Mecseknádasd,1282,883,27,0,360,213,51,14,7,5,0,0,0,206,0,0,0,0,0,0,0,0
HU_11402,Mecsekpölöske,335,210,1,0,117,65,10,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_30492,Mekényes,221,136,6,0,69,45,9,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_07737,Merenye,184,136,2,0,102,24,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_03470,Meződ,101,59,0,0,32,17,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16285,Mindszentgodisa,604,383,8,0,251,88,7,1,2,3,0,0,0,23,0,0,0,0,0,0,0,0
HU_23959,Mohács,16118,10988,178,0,5893,3303,855,257,59,116,0,1,0,281,40,0,0,0,0,5,0,0
HU_29522,Molvány,142,91,1,0,56,22,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_16027,Monyoród,140,101,2,0,47,28,10,9,1,1,0,0,0,3,0,0,0,0,0,0,0,0
HU_29540,Mozsgó,689,401,6,0,250,93,39,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_03984,Nagybudmér,142,109,1,0,70,8,2,2,0,4,0,0,0,22,0,0,0,0,0,0,0,0
HU_18111,Nagycsány,103,73,2,0,33,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33899,Nagydobsza,442,229,0,0,154,50,9,3,3,0,0,0,0,2,8,0,0,0,0,0,0,0
HU_12858,Nagyhajmás,230,145,10,0,74,25,7,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0
HU_02653,Nagyharsány,1147,699,8,0,451,177,36,13,2,9,0,0,0,3,0,0,0,0,0,0,0,0
HU_10940,Nagykozár,1547,1198,15,0,508,423,79,63,15,21,0,0,0,60,14,0,0,0,0,0,0,0
HU_14650,Nagynyárád,554,414,4,0,253,69,22,8,2,4,0,0,0,51,1,0,0,0,0,0,0,0
HU_19877,Nagypall,293,198,3,0,126,34,15,3,1,2,0,0,0,14,0,0,0,0,0,0,0,0
HU_27164,Nagypeterd,527,347,4,0,159,137,21,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_28927,Nagytótfalu,255,177,1,0,127,42,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14191,Nagyváty,237,184,2,0,142,27,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_18236,Nemeske,188,131,3,0,89,31,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_26329,Nyugotszenterzsébet,178,105,3,0,53,40,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_20686,Okorág,114,61,0,0,49,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08341,Okorvölgy,63,44,0,0,32,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18555,Olasz,478,338,5,0,159,103,24,2,2,5,0,0,0,34,4,0,0,0,0,0,0,0
HU_21704,Old,230,151,6,0,134,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11730,Orfű,860,622,12,0,266,270,27,32,5,6,0,0,0,2,2,0,0,0,0,0,0,0
HU_04482,Oroszló,235,155,0,0,87,50,13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_12645,Óbánya,99,82,9,0,24,19,4,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0
HU_03780,Ócsárd,311,205,2,0,116,60,17,3,1,2,0,0,0,4,0,0,0,0,0,0,0,0
HU_19646,Ófalu,275,220,4,0,90,29,7,4,0,2,0,0,0,84,0,0,0,0,0,0,0,0
HU_18661,Ózdfalu,118,79,2,0,50,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23764,Palé,66,48,0,0,31,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07153,Palkonya,210,145,5,0,63,33,4,4,1,1,0,0,0,34,0,0,0,0,0,0,0,0
HU_10135,Palotabozsok,661,491,5,0,307,88,41,8,4,4,0,0,0,33,1,0,0,0,0,0,0,0
HU_17792,Patapoklosi,256,160,9,0,119,27,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07010,Páprád,135,108,0,0,72,17,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16115,Pellérd,1871,1337,9,0,566,573,109,48,16,14,0,0,0,1,1,0,0,0,0,0,0,0
HU_12867,Pereked,131,104,6,0,46,11,11,4,0,1,0,0,0,25,0,0,0,0,0,0,0,0
HU_32425,Peterd,173,119,0,0,79,29,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_29762,Pettend,106,69,1,0,58,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19415,Pécs,114678,80600,930,0,33445,35635,4424,3858,769,784,3,0,4,474,219,0,22,14,2,11,6,0
HU_21519,Pécsbagota,83,51,0,0,33,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15389,Pécsdevecser,80,48,0,0,9,12,2,2,1,1,0,0,0,21,0,0,0,0,0,0,0,0
HU_21096,Pécsudvard,622,474,22,0,203,165,23,14,6,6,0,0,0,0,35,0,0,0,0,0,0,0
HU_10825,Pécsvárad,3183,2234,19,0,1208,623,145,82,17,22,0,0,0,117,1,0,0,0,0,0,0,0
HU_23506,Piskó,177,141,5,0,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_17242,Pogány,1038,753,11,0,309,284,47,44,9,10,0,0,0,30,9,0,0,0,0,0,0,0
HU_22266,Pócsa,141,91,4,0,22,10,2,1,1,1,0,0,0,50,0,0,0,0,0,0,0,0
HU_11518,Rádfalva,160,116,1,0,83,18,7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_25292,Regenye,140,71,2,0,40,19,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24855,Romonya,433,329,4,0,142,90,34,17,2,6,0,0,0,33,0,0,0,1,0,0,0,0
HU_04516,Rózsafa,258,155,1,0,92,50,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_18050,Sámod,156,118,2,0,93,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20862,Sárok,91,62,5,0,27,11,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
HU_32160,Sásd,2432,1546,13,0,869,503,98,31,9,13,0,0,0,10,0,0,0,0,0,0,0,0
HU_33482,Sátorhely,513,359,15,0,210,85,31,6,1,8,0,0,0,3,0,0,0,0,0,0,0,0
