gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,JOBBIK,MSZP-EGYÜTT-DK-PM-MLP,LMP,ZÖLDEK PÁRTJA,SEM,KTI,MUNKÁSPÁRT,SZOCIÁLDEMOKRATÁK,FÜGGETLEN KISGAZDAPÁRT,JESZ,EGYÜTT 2014,A HAZA NEM ELADÓ MOZGALOM PÁRT,SERES MÁRIA SZÖVETSÉGESEI,ÖSSZEFOGÁS,ÚDP,MCP,ÚMP
HU_18351,Uppony,291,180,2,0,61,60,44,2,0,0,0,1,1,7,0,1,1,0,0,0,0,0
HU_12487,Újcsanálos,664,326,4,0,155,121,26,6,0,1,0,2,2,0,1,0,2,2,1,0,3,0
HU_07223,Vadna,508,293,5,0,97,98,73,2,0,0,2,6,1,1,0,2,0,5,0,0,1,0
HU_30003,Vajdácska,991,487,1,0,274,136,56,5,1,0,0,2,1,0,0,0,3,0,1,0,7,0
HU_21810,Varbó,939,649,5,0,215,228,165,12,4,1,0,10,0,0,2,1,1,3,2,0,0,0
HU_10144,Varbóc,58,41,0,0,19,13,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
HU_30076,Vatta,722,470,3,0,255,137,54,8,4,0,1,2,0,2,0,0,2,1,1,0,0,0
HU_29151,Vágáshuta,73,54,1,0,22,11,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_15149,Vámosújfalu,658,438,5,0,183,153,53,5,0,0,0,2,2,1,1,0,0,1,11,1,3,0
HU_11581,Vilmány,934,483,26,0,127,63,161,6,1,0,1,2,47,0,39,0,0,0,1,0,8,1
HU_12982,Vilyvitány,219,137,1,0,88,27,10,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_05096,Viss,503,186,5,0,73,40,57,4,0,1,1,2,0,0,0,1,0,1,0,0,0,1
HU_03957,Viszló,60,47,0,0,33,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21087,Vizsoly,637,312,5,0,130,111,63,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
HU_15617,Zalkod,195,134,1,0,81,14,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_03063,Zádorfalva,345,210,1,0,103,41,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_31608,Zemplénagárd,592,268,4,0,147,63,27,5,1,0,0,1,0,1,0,1,0,1,0,1,1,0
HU_19275,Ziliz,292,168,1,0,49,76,28,9,0,0,0,1,0,2,0,0,0,2,0,0,0,0
HU_11022,Zsujta,142,84,1,0,46,16,11,1,1,0,0,1,2,2,0,0,1,2,0,0,0,0
HU_19105,Zubogy,475,297,4,0,124,75,76,9,1,1,1,3,1,0,0,1,0,0,1,0,0,0
HU_20969,Gibárt,287,189,5,0,87,65,25,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0
HU_34245,Algyő,4329,2456,20,0,923,552,642,210,8,4,7,27,5,13,5,6,12,14,3,1,2,2
HU_16197,Ambrózfalva,403,236,15,0,95,69,40,5,2,0,0,4,0,1,0,0,3,1,0,0,0,0
HU_14252,Apátfalva,2524,1312,15,0,692,349,193,30,8,0,1,11,3,4,0,1,3,0,0,0,2,0
HU_19062,Árpádhalom,442,266,3,0,147,41,59,6,0,0,1,2,1,1,0,1,0,0,1,1,2,0
HU_10339,Ásotthalom,3290,1604,17,0,792,432,271,46,5,2,1,7,3,7,0,3,9,2,1,4,1,1
HU_29106,Baks,1622,825,13,0,329,315,126,17,5,0,1,3,2,0,0,2,5,5,0,0,2,0
HU_23676,Balástya,2779,1419,20,0,786,271,210,70,10,3,2,8,2,3,4,8,8,8,3,3,0,0
HU_08192,Bordány,2627,1379,11,0,681,302,266,69,9,2,2,8,1,4,3,2,4,9,2,1,2,1
HU_02121,Csanádalberti,376,235,4,0,136,35,38,6,1,0,0,10,0,0,0,2,2,1,0,0,0,0
HU_05379,Csanádpalota,2428,1284,22,0,591,326,231,39,5,5,3,19,6,4,0,2,9,2,1,2,5,2
HU_22293,Csanytelek,2254,1072,6,0,541,282,192,21,3,1,2,4,4,2,0,6,4,0,2,0,1,1
HU_32285,Csengele,1551,886,10,0,611,158,74,17,4,1,3,2,0,0,1,1,0,4,0,0,0,0
HU_05111,Csongrád,13848,8322,57,0,3846,2173,1591,327,47,19,8,56,15,12,5,15,31,92,10,9,5,3
HU_07834,Derekegyház,1241,739,13,0,320,185,137,41,9,0,0,7,2,2,1,1,14,7,0,0,0,0
HU_24077,Deszk,2890,1724,11,0,612,338,543,143,6,3,3,14,3,8,2,10,8,9,3,0,1,0
HU_13383,Domaszék,3831,2177,14,0,1132,386,422,133,7,6,4,14,5,8,1,4,14,20,3,3,1,0
HU_30535,Dóc,606,344,7,0,189,95,37,7,1,0,0,0,1,2,3,0,2,0,0,0,0,0
HU_22992,Eperjes,466,252,2,0,136,72,33,3,0,0,0,1,0,3,0,0,2,0,0,0,0,0
HU_19974,Fábiánsebestyén,1714,958,15,0,450,266,154,28,8,0,1,9,2,1,2,3,13,4,0,0,1,1
HU_22646,Felgyő,1041,608,2,0,321,146,105,18,2,3,1,3,0,0,0,1,2,3,0,1,0,0
HU_18999,Ferencszállás,560,319,4,0,130,62,92,17,0,1,0,1,0,1,0,4,6,0,1,0,0,0
HU_33020,Forráskút,1711,943,5,0,584,158,137,32,4,5,0,3,1,1,8,2,2,1,0,0,0,0
HU_09210,Földeák,2553,1330,14,0,586,358,263,54,4,4,2,19,6,2,1,4,8,2,1,2,0,0
HU_08314,Hódmezővásárhely,37948,23477,240,0,9859,5639,4997,1595,166,81,85,257,95,46,33,46,137,143,21,9,19,8
HU_13666,Királyhegyes,529,330,3,0,221,62,30,7,2,0,0,3,0,1,0,0,0,0,0,0,1,0
HU_31024,Kistelek,6004,3271,49,0,1698,705,565,126,19,2,7,28,8,5,3,6,18,29,0,1,2,0
HU_26666,Kiszombor,3244,1658,12,0,725,432,328,82,6,1,0,21,10,5,4,1,18,3,2,0,8,0
HU_08253,Klárafalva,435,200,0,0,98,39,36,15,2,0,0,2,2,2,0,0,2,1,0,1,0,0
HU_09955,Kövegy,339,177,3,0,93,44,22,1,0,0,1,6,1,1,0,0,5,0,0,0,0,0
HU_14410,Kübekháza,1227,647,8,0,194,169,208,29,9,2,0,10,3,4,0,3,5,2,0,0,1,0
HU_05962,Magyarcsanád,1158,586,7,0,329,130,82,11,3,1,1,13,0,0,0,0,1,3,0,0,1,1
HU_07357,Makó,19461,11190,108,0,4738,2895,2447,491,51,22,23,125,30,22,11,24,97,74,9,2,7,3
HU_10515,Maroslele,1682,837,7,0,389,234,133,28,1,1,3,14,9,1,3,0,3,4,1,1,3,2
HU_25733,Mártély,1052,660,5,0,302,200,102,25,2,0,4,4,1,2,0,4,5,4,0,0,0,0
HU_21555,Mindszent,5655,3119,27,0,1383,975,456,101,17,6,4,47,12,4,3,6,62,10,0,1,5,0
HU_04349,Mórahalom,4908,3135,41,0,1719,512,590,156,19,4,4,13,13,4,7,7,19,14,5,0,2,3
HU_20914,Nagyér,420,214,5,0,92,57,48,4,1,0,1,4,0,0,0,0,2,0,0,0,0,0
HU_12779,Nagylak,450,271,6,0,114,57,49,7,1,1,1,8,0,1,1,0,1,0,0,0,0,0
HU_17233,Nagymágocs,2482,1229,22,0,559,305,221,41,13,5,5,19,7,3,3,2,13,9,2,0,0,0
HU_29179,Nagytőke,370,182,2,0,94,58,13,7,3,0,0,1,2,1,0,0,1,0,0,0,0,0
HU_07755,Óföldeák,412,225,7,0,122,25,41,9,0,2,0,8,2,2,1,1,2,2,1,0,0,0
HU_12797,Ópusztaszer,1610,833,10,0,360,274,129,31,4,3,1,9,2,1,0,3,2,2,0,1,1,0
HU_31079,Öttömös,571,362,7,0,179,60,77,19,3,0,4,3,0,2,0,0,7,0,0,1,0,0
HU_06284,Pitvaros,1206,706,6,0,308,176,148,22,4,2,0,16,7,0,1,0,2,4,1,0,0,0
HU_06354,Pusztamérges,944,455,2,0,224,80,101,25,4,4,0,3,3,3,2,1,3,0,0,0,0,0
HU_28592,Pusztaszer,1211,680,8,0,371,137,124,19,4,0,2,1,0,1,4,1,4,4,0,0,0,0
HU_13161,Röszke,2756,1525,16,0,758,303,294,89,8,6,3,9,5,1,5,2,7,12,1,2,4,0
HU_03966,Ruzsa,2081,1154,19,0,643,229,153,67,4,1,3,9,2,2,3,4,6,6,1,0,0,2
HU_31705,Sándorfalva,6645,3650,26,0,1331,869,1046,217,21,8,4,19,12,13,8,11,39,17,4,2,3,0
HU_12007,Szatymaz,3894,1971,24,0,850,446,469,89,10,3,4,17,3,8,4,8,12,16,4,3,1,0
HU_33367,Szeged,134195,83479,860,0,29495,12166,30151,7296,439,264,199,499,292,194,106,306,538,380,86,60,54,30
HU_32489,Szegvár,3789,2160,21,0,1234,489,284,65,8,4,5,12,2,7,3,0,8,6,2,1,9,0
HU_14456,Szentes,24345,14867,126,0,6253,3508,3390,872,95,32,34,92,43,42,20,46,156,122,12,7,11,4
HU_12265,Székkutas,1901,1185,7,0,508,329,200,66,6,4,7,27,3,8,0,3,11,4,1,0,1,0
HU_16966,Tiszasziget,1488,899,10,0,431,207,158,42,9,0,2,6,0,3,0,7,1,6,0,0,17,0
HU_25900,Tömörkény,1494,845,9,0,406,222,164,20,2,1,0,5,3,1,1,3,1,4,1,1,1,0
HU_14924,Újszentiván,1512,884,12,0,365,144,244,63,7,3,2,8,3,3,1,6,7,9,2,1,0,0
HU_21412,Üllés,2563,1336,16,0,665,312,217,79,6,3,4,3,4,1,4,6,11,2,0,1,2,0
HU_05546,Zákányszék,2266,1288,23,0,834,180,146,58,10,5,0,7,4,2,3,3,6,7,0,0,0,0
HU_17765,Zsombó,2779,1674,23,0,732,350,372,143,4,2,4,10,4,3,3,5,6,10,3,0,0,0
HU_17376,Aba,3568,1778,29,0,929,451,243,58,2,2,4,26,3,3,1,4,10,10,0,0,1,2
HU_08925,Adony,3052,1710,7,0,678,415,436,79,9,5,9,11,8,9,1,3,8,22,2,2,0,2
HU_26824,Alap,1545,777,7,0,437,181,113,15,0,0,3,7,1,1,5,2,2,0,1,0,1,1
HU_15176,Alcsútdoboz,1143,744,4,0,490,114,88,28,1,3,0,1,2,3,1,3,4,1,0,0,1,0
HU_25283,Alsószentiván,506,285,0,0,139,71,62,6,1,1,0,3,1,0,0,0,1,0,0,0,0,0
HU_08730,Bakonycsernye,2529,1577,22,0,870,337,226,50,13,0,3,4,2,5,2,10,2,11,1,0,1,0
HU_23153,Bakonykúti,113,89,3,0,40,13,29,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_31103,Balinka,764,464,9,0,242,93,72,11,0,1,0,5,1,1,2,1,3,2,0,0,0,0
HU_07047,Baracs,2848,1648,9,0,633,413,454,67,13,5,5,12,2,7,3,2,11,8,2,0,1,1
HU_08581,Baracska,2150,1193,8,0,594,228,258,58,4,2,3,6,4,3,5,9,5,3,1,0,0,1
HU_08466,Beloiannisz,895,507,5,0,206,94,129,19,1,1,0,24,2,1,1,2,3,1,0,0,0,2
HU_16346,Besnyő,1427,798,6,0,363,154,190,42,1,1,1,11,7,3,1,6,8,2,0,1,1,0
HU_10481,Bicske,9935,6666,72,0,3242,1321,1402,401,21,9,10,26,16,14,16,21,17,46,5,1,13,1
HU_18254,Bodajk,3284,2129,16,0,1095,534,336,97,10,2,6,10,3,2,1,3,6,6,2,0,0,0
HU_11624,Bodmér,205,137,0,0,49,41,37,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0
HU_13152,Cece,2107,1238,5,0,741,329,124,19,1,0,1,3,2,4,0,1,2,3,0,1,2,0
HU_30544,Csabdi,956,630,7,0,371,112,91,19,3,0,1,7,1,2,1,4,8,3,0,0,0,0
HU_05360,Csákberény,976,668,3,0,378,152,85,25,3,2,3,0,4,1,0,0,4,7,0,0,0,1
HU_20002,Csákvár,4247,2650,20,0,1442,516,489,99,3,9,4,18,0,6,5,7,17,9,3,0,1,1
HU_21908,Csókakő,1133,774,4,0,430,160,129,32,4,3,0,4,1,1,0,2,0,2,1,0,1,0
HU_09779,Csór,1479,872,6,0,449,202,151,33,2,4,0,4,2,4,1,6,3,4,1,0,0,0
HU_06734,Csősz,810,438,1,0,207,166,39,11,1,0,1,2,3,1,0,0,1,2,2,1,0,0
HU_32753,Dég,1790,870,7,0,435,257,115,25,6,1,2,12,0,2,1,1,1,2,1,1,1,0
HU_03115,Dunaújváros,40626,25544,579,0,8491,5822,8117,1351,75,76,52,123,110,67,29,121,137,321,16,4,11,8
HU_20358,Előszállás,1916,1053,5,0,486,316,180,37,2,5,1,5,0,3,0,2,6,4,1,0,0,0
HU_02802,Enying,5605,3071,29,0,1216,1189,490,60,9,5,7,28,8,0,9,5,7,5,2,1,1,0
HU_23603,Ercsi,6594,3635,40,0,1455,946,957,123,7,6,11,23,8,7,3,12,12,16,0,1,5,1
HU_02316,Etyek,3178,1965,31,0,909,253,527,139,9,5,4,12,4,3,6,14,11,4,0,0,2,0
HU_32203,Fehérvárcsurgó,1618,1029,10,0,579,229,133,35,5,2,1,8,6,1,1,4,3,8,2,1,0,1
HU_29939,Felcsút,1470,1125,9,0,722,125,154,87,4,3,1,6,0,3,1,0,2,3,1,2,1,1
HU_06114,Füle,716,427,3,0,233,88,69,17,5,1,0,2,2,0,1,1,4,1,0,0,0,0
HU_15750,Gánt,504,323,5,0,169,57,36,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HU_10296,Gárdony,8236,5259,36,0,2378,818,1507,293,16,23,8,29,15,12,21,16,31,41,9,0,5,1
HU_15918,Gyúró,970,645,1,0,359,140,88,34,1,3,3,1,1,2,3,1,1,6,0,0,0,0
HU_23427,Hantos,793,436,8,0,176,153,59,20,3,1,1,1,1,2,2,1,7,1,0,0,0,0
HU_17738,Igar,797,376,2,0,189,94,74,7,1,0,0,4,1,0,1,1,0,1,0,1,0,0
HU_32018,Iszkaszentgyörgy,1632,1009,14,0,410,273,209,50,7,1,2,8,3,2,6,8,2,14,0,0,0,0
HU_02200,Isztimér,769,475,6,0,220,120,66,23,1,0,4,3,1,3,2,4,3,1,1,0,0,0
HU_13462,Iváncsa,2255,1143,7,0,515,258,286,31,3,5,4,4,0,8,1,6,5,7,2,0,0,0
HU_15972,Jenő,1046,541,3,0,313,126,63,21,0,1,0,2,0,0,2,1,3,5,0,0,1,0
HU_21342,Kajászó,851,538,5,0,281,118,89,19,2,4,2,4,0,3,0,2,5,1,1,0,0,1
HU_16683,Káloz,1947,1015,11,0,508,324,123,18,4,0,0,21,0,0,0,0,0,5,0,0,1,0
HU_21926,Kápolnásnyék,2936,1872,9,0,889,309,455,108,9,8,21,13,5,5,2,17,8,11,2,1,0,0
HU_02343,Kincsesbánya,1270,781,3,0,369,190,159,37,5,3,3,5,3,0,0,2,2,0,0,0,0,0
HU_12636,Kisapostag,1196,797,4,0,351,191,174,42,4,4,1,2,1,1,4,3,2,12,0,1,0,0
HU_28990,Kisláng,1997,840,10,0,435,250,100,22,2,1,1,4,4,0,3,1,2,5,0,0,0,0
HU_30650,Kőszárhegy,1278,765,9,0,319,224,137,50,2,2,2,5,2,2,1,2,1,4,1,0,0,2
HU_34209,Kulcs,2299,1391,5,0,488,394,334,70,3,6,3,13,12,15,1,7,14,23,1,1,0,0
HU_07506,Lajoskomárom,1862,1037,11,0,525,248,190,33,3,2,2,5,6,1,3,3,1,3,0,1,0,0
HU_07269,Lepsény,2523,1293,9,0,621,402,174,36,4,4,4,13,4,4,7,2,3,5,0,0,0,1
HU_19114,Lovasberény,2207,1396,9,0,724,335,218,65,8,4,2,9,4,4,3,5,1,4,0,1,0,0
HU_27678,Magyaralmás,1305,884,3,0,540,167,114,34,2,1,3,4,7,1,1,2,1,3,1,0,0,0
HU_04659,Martonvásár,4407,2901,28,0,1412,420,762,172,11,15,10,10,7,5,6,9,11,14,5,0,0,3
HU_23490,Mány,1867,1037,7,0,529,192,137,47,2,2,2,3,2,1,5,0,2,7,1,1,2,1
HU_16948,Mátyásdomb,584,298,1,0,132,79,64,6,0,0,2,9,0,0,1,1,3,0,0,0,0,0
HU_17552,Mezőfalva,3844,2045,21,0,713,823,338,59,4,3,6,14,5,4,3,3,14,8,6,1,2,0
HU_05689,Mezőkomárom,786,434,3,0,279,81,54,6,1,0,0,3,0,2,0,2,2,0,1,0,0,0
HU_06576,Mezőszentgyörgy,1010,463,5,0,263,102,74,11,1,0,1,4,0,0,0,0,0,1,0,0,1,0
HU_29036,Mezőszilas,1756,771,5,0,396,203,105,16,12,3,2,7,3,3,6,2,1,4,1,1,1,0
HU_25715,Moha,439,306,2,0,163,72,45,16,1,0,1,1,0,0,0,0,0,3,0,0,2,0
HU_18485,Mór,11786,7748,73,0,3979,1637,1388,388,68,13,15,33,14,5,11,23,13,32,4,4,3,3
HU_27599,Nadap,411,303,1,0,146,52,73,18,0,0,4,0,2,4,1,0,2,0,0,0,0,0
HU_07001,Nagykarácsony,1162,662,14,0,336,196,84,17,1,0,1,2,0,1,1,3,3,1,1,0,0,1
HU_32364,Nagylók,883,454,4,0,207,145,67,18,0,1,1,4,1,1,0,1,0,2,2,0,0,0
HU_23588,Nagyveleg,521,321,3,0,190,73,36,11,2,0,0,2,1,0,1,1,1,0,0,0,0,0
HU_26134,Nagyvenyim,3376,2200,14,0,775,624,569,119,8,8,4,7,6,4,1,11,10,34,0,2,2,1
HU_13903,Nádasdladány,1457,786,6,0,339,248,131,35,2,3,3,4,0,0,4,2,7,1,0,0,0,1
HU_34306,Óbarok,642,399,3,0,191,84,76,23,0,1,1,5,4,1,1,4,2,2,0,0,0,0
HU_25751,Pákozd,2512,1625,11,0,851,283,305,113,14,7,1,7,4,1,3,11,3,3,3,2,1,0
HU_28848,Pátka,1360,822,8,0,427,216,110,24,5,2,1,15,2,1,1,2,2,4,1,1,0,0
HU_21786,Pázmánd,1660,1100,7,0,542,221,222,62,3,3,2,10,3,9,5,2,1,5,1,2,0,0
HU_19354,Perkáta,3164,1600,18,0,760,407,304,47,7,2,4,10,2,7,4,6,10,8,2,2,0,0
HU_17525,Polgárdi,5250,2704,28,0,1551,539,424,84,18,7,4,13,8,4,6,5,4,5,1,1,2,0
HU_29018,Pusztaszabolcs,4891,2469,16,0,1045,650,583,90,3,4,12,14,9,7,1,7,10,12,2,0,3,0
HU_17774,Pusztavám,1924,1276,14,0,722,230,196,28,4,2,1,11,2,5,2,2,2,8,1,0,0,0
HU_09900,Rácalmás,3708,2412,11,0,913,644,603,105,15,15,4,13,9,6,3,2,13,52,1,1,2,0
HU_02015,Ráckeresztúr,2607,1360,11,0,578,349,305,51,4,3,0,35,0,0,3,6,10,5,0,0,0,0
HU_23694,Sárbogárd,10807,6635,71,0,3040,1961,1216,176,23,12,8,31,7,6,11,18,4,13,7,5,23,2
HU_02723,Sáregres,582,373,4,0,184,133,44,1,1,0,2,0,0,1,0,1,1,1,0,0,0,0
HU_31802,Sárkeresztes,1288,884,10,0,421,173,172,71,8,3,2,3,8,1,4,1,4,1,2,0,0,0
HU_25344,Sárkeresztúr,1734,672,10,0,359,178,98,11,1,0,0,4,2,1,0,1,1,0,0,0,6,0
HU_02699,Sárkeszi,478,253,3,0,110,76,45,9,2,1,0,1,1,0,2,1,0,2,0,0,0,0
HU_25140,Sárosd,2623,1300,21,0,626,348,219,28,3,2,2,1,0,3,7,11,2,6,1,0,19,1
HU_31538,Sárszentágota,1135,645,5,0,406,147,55,20,1,0,0,6,0,1,1,0,3,0,0,0,0,0
HU_11776,Sárszentmihály,2563,1491,16,0,729,338,290,55,14,7,5,6,3,2,4,2,10,7,0,1,0,1
HU_20206,Seregélyes,3657,1889,15,0,1003,472,279,65,4,4,3,10,6,4,2,8,5,5,2,1,0,1
HU_33321,Soponya,1549,837,4,0,437,287,69,25,4,0,3,3,0,0,1,0,1,0,1,1,0,1
HU_02893,Söréd,405,307,9,0,188,48,32,21,1,0,2,1,1,1,0,1,0,1,1,0,0,0
HU_14951,Sukoró,1050,754,4,0,385,106,215,24,4,3,1,0,1,1,1,3,2,2,2,0,0,0
HU_28705,Szabadbattyán,3787,2250,19,0,1145,453,419,103,17,4,3,14,4,3,7,8,9,38,2,1,0,0
HU_13259,Szabadegyháza,1777,902,5,0,458,173,206,30,2,1,0,9,2,2,2,4,2,2,2,2,0,0
HU_18740,Szabadhídvég,658,347,5,0,202,78,46,6,1,1,1,3,0,1,0,1,0,1,0,0,1,0
HU_19549,Szár,1292,838,8,0,394,141,141,37,2,4,2,3,1,2,3,2,4,3,1,0,0,0
HU_14827,Székesfehérvár,82806,56441,545,0,24453,9818,15697,3769,255,168,196,259,203,77,140,155,220,288,52,16,71,10
HU_14465,Tabajd,738,474,2,0,306,67,67,17,0,1,1,3,1,2,1,1,0,4,0,1,0,0
HU_29267,Tác,1354,763,4,0,426,181,92,41,1,0,0,1,3,0,4,1,2,4,2,0,0,0
HU_21005,Tordas,1376,926,5,0,446,145,214,58,6,1,7,11,5,2,8,4,7,6,0,0,0,1
HU_17482,Újbarok,325,233,2,0,122,25,41,9,0,0,0,0,0,1,0,0,1,2,0,0,0,0
HU_17622,Úrhida,1846,1131,5,0,516,264,220,66,4,2,9,4,3,2,4,10,3,14,3,2,0,0
HU_02459,Vajta,704,402,3,0,176,120,78,12,3,1,0,2,0,3,0,2,0,1,0,0,1,0
HU_05829,Vál,1927,1198,9,0,732,215,148,54,6,1,3,8,5,4,0,5,4,1,1,1,1,0
HU_25016,Velence,4544,3003,13,0,1413,401,870,172,15,12,8,24,8,7,11,12,8,22,2,2,1,0
HU_03498,Vereb,645,368,2,0,193,62,69,19,0,2,0,5,3,3,5,1,1,3,0,0,0,0
HU_02750,Vértesacsa,1427,789,11,0,427,120,163,26,1,1,2,5,3,1,3,3,2,2,0,0,0,1
HU_13897,Vértesboglár,738,464,8,0,248,65,57,31,0,0,1,0,1,0,0,0,1,0,0,2,1,0
HU_30243,Zámoly,1852,1046,8,0,510,243,195,32,14,4,1,7,1,2,5,3,4,13,1,1,1,0
HU_34263,Zichyújfalu,775,409,4,0,218,73,79,17,1,0,2,11,0,0,0,1,1,1,0,1,0,0
HU_34342,Daruszentmiklós,994,554,7,0,283,124,92,11,4,1,1,12,1,1,1,3,8,3,1,0,0,1
HU_11882,Abda,2563,1629,12,0,762,298,354,124,5,10,3,10,6,1,3,6,7,19,3,3,2,1
HU_33385,Acsalag,391,295,4,0,225,24,31,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0
HU_29407,Agyagosszergény,714,503,4,0,320,77,76,12,1,2,0,3,2,0,2,0,1,2,0,1,0,0
HU_04880,Ágfalva,1595,944,8,0,509,168,184,40,4,0,1,3,6,1,0,1,1,7,0,0,1,0
HU_32249,Árpás,228,163,2,0,100,23,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_26921,Ásványráró,1570,947,11,0,539,178,159,32,2,3,0,8,2,0,5,0,1,4,3,0,0,0
HU_15042,Babót,950,600,7,0,339,131,99,13,0,0,0,3,0,3,1,0,0,4,0,0,0,0
HU_28936,Bakonygyirót,119,86,0,0,52,13,17,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
HU_22062,Bakonypéterd,219,157,7,0,102,29,16,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
HU_05944,Bakonyszentlászló,1500,823,7,0,430,212,119,22,7,1,1,8,4,2,1,4,2,1,0,0,2,0
HU_06196,Barbacs,578,300,4,0,196,48,38,9,1,0,1,0,0,0,0,0,2,0,0,0,1,0
HU_28769,Bágyogszovát,1085,647,7,0,430,92,86,17,2,1,1,1,2,0,3,1,1,2,0,1,0,0
HU_10588,Beled,2261,1424,10,0,776,244,316,47,4,0,0,7,2,0,3,3,4,6,0,1,1,0
HU_29805,Bezenye,1048,634,4,0,381,86,104,30,1,2,0,9,2,2,0,2,2,3,0,0,0,0
HU_10560,Bezi,420,215,4,0,138,35,18,8,1,0,0,2,0,0,2,0,1,0,0,0,0,0
HU_06220,Bodonhely,264,154,3,0,92,39,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04367,Bogyoszló,538,334,4,0,164,80,64,15,1,0,0,1,0,0,1,1,0,3,0,0,0,0
HU_06619,Börcs,979,552,1,0,258,104,118,40,6,3,1,2,1,2,3,2,5,2,2,1,0,1
HU_33950,Bőny,1783,879,10,0,444,186,184,35,1,0,0,0,0,4,3,3,4,3,1,0,1,0
HU_15501,Bősárkány,1742,996,3,0,678,134,140,24,0,1,0,4,0,4,2,0,1,5,0,0,0,0
HU_27085,Cakóháza,42,34,1,0,22,6,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HU_15954,Cirák,466,291,1,0,204,47,31,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
HU_08563,Csapod,442,272,4,0,168,56,33,3,0,0,2,2,0,1,1,1,0,0,1,0,0,0
HU_10047,Csáfordjánosfa,172,122,0,0,64,30,23,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
HU_30191,Csér,26,18,0,0,11,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_13505,Csikvánd,402,271,2,0,208,26,29,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0
HU_04039,Csorna,9290,6430,31,0,3819,976,1184,306,14,9,5,16,6,3,9,11,8,20,4,3,2,3
HU_21865,Darnózseli,1250,807,12,0,422,152,175,24,1,0,0,2,6,2,0,3,1,3,1,0,2,1
HU_32595,Dénesfa,319,193,1,0,116,27,37,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_21917,Dör,498,326,2,0,215,49,37,13,1,0,0,5,0,1,0,2,0,1,0,0,0,0
HU_27739,Dunakiliti,1426,822,9,0,387,147,187,59,9,3,1,7,0,3,1,4,1,2,2,0,0,0
HU_02079,Dunaremete,197,128,2,0,74,24,16,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0
HU_21078,Dunaszeg,1588,1039,7,0,596,198,143,55,0,7,2,12,5,1,2,2,3,5,1,0,0,0
HU_15875,Dunaszentpál,578,358,3,0,172,85,63,16,1,2,0,2,2,0,1,1,4,6,0,0,0,0
HU_10454,Dunasziget,1144,721,6,0,370,201,95,23,1,1,1,12,1,2,2,2,1,2,0,0,1,0
HU_26347,Ebergőc,118,100,1,0,59,12,21,2,0,0,0,0,1,1,0,0,1,0,1,0,1,0
HU_22442,Edve,106,86,2,0,43,26,11,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
HU_20288,Egyed,448,279,4,0,147,62,44,7,3,0,1,2,0,3,2,2,1,1,0,0,0,0
HU_15237,Egyházasfalu,701,465,2,0,314,86,45,11,1,1,0,1,1,0,1,2,0,0,0,0,0,0
HU_15033,Enese,1432,838,7,0,477,181,126,27,4,1,2,6,0,0,2,1,2,1,0,0,1,0
HU_16708,Écs,1516,1001,3,0,601,202,119,43,6,6,2,1,1,2,5,0,0,7,0,2,0,1
HU_33996,Farád,1599,999,5,0,637,188,134,19,0,1,0,3,2,1,1,2,0,2,0,2,2,0
HU_06956,Fehértó,393,248,1,0,137,63,27,11,1,1,0,3,0,0,0,0,3,1,0,0,0,0
HU_32717,Feketeerdő,411,263,3,0,121,74,53,7,1,1,0,1,0,0,1,0,0,1,0,0,0,0
HU_33251,Felpéc,707,429,4,0,236,110,44,14,1,0,0,3,5,0,4,1,1,4,0,1,1,0
HU_30678,Fenyőfő,104,63,4,0,37,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_11253,Fertőboz,231,151,0,0,78,37,22,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0
HU_09885,Fertőd,2719,1803,15,0,979,383,316,64,8,3,2,6,4,1,0,5,3,5,1,1,0,2
HU_09487,Fertőendréd,505,323,9,0,172,97,29,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0
