gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,JOBBIK,MSZP-EGYÜTT-DK-PM-MLP,LMP,ZÖLDEK PÁRTJA,SEM,KTI,MUNKÁSPÁRT,SZOCIÁLDEMOKRATÁK,FÜGGETLEN KISGAZDAPÁRT,JESZ,EGYÜTT 2014,A HAZA NEM ELADÓ MOZGALOM PÁRT,SERES MÁRIA SZÖVETSÉGESEI,ÖSSZEFOGÁS,ÚDP,MCP,ÚMP
HU_09566,Budapest 01. ker.,20240,15140,92,0,7064,971,4875,1705,52,55,36,51,42,16,11,34,22,73,18,2,10,2
HU_03179,Budapest 02. ker.,67913,52112,284,0,23029,3134,18836,5531,145,149,96,109,131,57,68,143,69,164,94,9,15,2
HU_13578,Budapest 03. ker.,100146,71139,564,0,26541,8275,26519,6463,446,229,113,314,326,75,146,334,224,307,152,24,26,14
HU_05467,Budapest 04. ker.,79954,53169,326,0,18521,7243,20253,4444,229,252,143,375,286,87,98,188,212,289,110,17,51,9
HU_13392,Budapest 05. ker.,22292,16539,101,0,7344,1211,5668,1739,60,37,22,56,52,15,8,50,36,69,20,4,16,3
HU_16586,Budapest 06. ker.,27502,17431,143,0,6583,1635,6570,1944,69,52,29,59,64,23,43,54,30,62,29,6,18,4
HU_29744,Budapest 07. ker.,43957,27710,280,0,10105,2948,10236,3134,117,63,46,94,96,30,78,128,70,151,31,12,51,4
HU_25405,Budapest 08. ker.,56032,31656,287,0,12371,3765,10944,3066,147,74,60,168,129,27,69,109,89,142,35,17,122,12
HU_29586,Budapest 09. ker.,42901,26917,204,0,10254,3183,9484,2795,111,73,67,134,128,35,58,95,51,115,33,18,47,6
HU_10700,Budapest 10. ker.,59114,37242,260,0,13106,5465,13986,2763,159,113,101,281,188,66,105,172,93,226,68,14,27,15
HU_14216,Budapest 11. ker.,106934,79119,749,0,32861,6882,28352,7580,346,312,183,327,286,97,162,248,145,352,89,21,22,11
HU_24697,Budapest 12. ker.,46970,36471,226,0,16888,2196,12164,4047,104,117,80,79,98,62,38,114,49,107,34,4,17,3
HU_24299,Budapest 13. ker.,90860,60755,471,0,18759,6023,27448,5884,206,265,133,275,270,65,103,188,119,337,99,8,45,8
HU_16337,Budapest 14. ker.,92517,64879,641,0,23601,6726,25274,6287,234,179,247,355,256,55,146,211,151,280,97,19,41,25
HU_11314,Budapest 15. ker.,65373,43022,408,0,15670,6545,15523,3076,226,121,136,209,225,63,110,146,179,251,51,15,33,8
HU_08208,Budapest 16. ker.,56899,42164,309,0,17273,5234,14296,3486,154,137,88,148,193,53,112,136,119,241,108,9,14,13
HU_02112,Budapest 17. ker.,70369,48706,274,0,19451,7359,15915,3638,219,180,211,220,208,81,117,237,181,241,71,16,26,18
HU_29285,Budapest 18. ker.,80517,55316,349,0,20306,8842,19586,3983,251,196,193,251,214,94,126,231,210,289,72,17,33,22
HU_04011,Budapest 19. ker.,47643,32172,207,0,11455,4653,11996,2535,130,99,117,165,164,36,66,139,104,175,49,21,30,15
HU_06026,Budapest 20. ker.,52653,33649,249,0,12235,5550,11905,2292,139,86,114,196,183,42,62,110,90,201,61,12,47,14
HU_13189,Budapest 21. ker.,61877,40057,247,0,13551,7009,14769,2672,140,127,123,375,196,63,87,165,115,253,76,15,25,15
HU_10214,Budapest 22. ker.,43383,31164,182,0,13233,4051,10194,2319,193,95,86,127,139,54,44,99,79,153,53,8,18,9
HU_34139,Budapest 23. ker.,17331,11418,98,0,4207,2229,3638,767,42,23,37,79,46,19,18,48,31,55,24,3,7,7
HU_12548,Abaliget,539,318,3,0,127,74,77,22,1,0,3,6,1,0,0,1,2,0,0,0,1,0
HU_06868,Adorjás,148,82,4,0,29,3,36,3,0,1,0,4,0,0,0,0,1,0,0,0,1,0
HU_13329,Almamellék,343,218,0,0,124,31,48,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0
HU_20376,Almáskeresztúr,63,42,0,0,21,11,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
HU_17385,Alsómocsolád,286,140,3,0,78,31,10,14,0,0,1,1,1,0,0,0,0,0,1,0,0,0
HU_33279,Alsószentmárton,769,561,7,0,358,0,132,3,1,0,0,2,1,0,0,0,1,4,0,0,48,0
HU_27298,Apátvarasd,109,63,1,0,33,18,3,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0
HU_06886,Aranyosgadány,295,159,5,0,77,22,20,12,2,0,1,2,0,0,7,2,0,0,0,0,0,0
HU_25812,Ág,142,80,2,0,45,13,14,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0
HU_28583,Áta,164,94,0,0,42,25,19,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0
HU_05403,Babarc,600,336,2,0,149,70,53,10,0,1,0,3,2,0,0,0,3,0,0,0,0,0
HU_09663,Babarcszőlős,93,50,0,0,30,3,8,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0
HU_08299,Bakonya,290,160,0,0,59,46,39,10,0,0,0,0,2,1,0,0,0,0,0,0,2,0
HU_22275,Bakóca,256,109,1,0,65,14,23,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0
HU_03975,Baksa,642,366,9,0,87,83,143,9,1,1,1,5,0,1,0,1,4,5,0,0,1,0
HU_20464,Baranyahídvég,164,106,11,0,55,23,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_24749,Baranyajenő,360,148,0,0,52,44,42,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0
HU_05485,Baranyaszentgyörgy,108,72,0,0,56,10,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_15495,Basal,162,85,1,0,42,18,20,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HU_07603,Bánfa,135,68,0,0,32,5,24,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0
HU_24378,Bár,464,262,1,0,125,46,37,13,0,1,1,0,0,0,1,0,1,0,0,0,0,0
HU_19008,Belvárdgyula,340,181,2,0,74,42,35,9,0,0,6,1,0,5,0,2,1,0,0,0,0,0
HU_31927,Beremend,2124,1115,9,0,452,260,298,44,3,3,2,15,2,3,2,5,5,6,2,1,0,2
HU_16461,Berkesd,733,322,35,0,132,64,61,7,0,1,1,0,1,0,1,0,1,0,0,0,0,1
HU_30049,Besence,94,52,0,0,26,7,14,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_14119,Bezedek,212,126,3,0,71,12,11,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
HU_13310,Bicsérd,829,488,4,0,229,82,116,31,2,1,3,1,5,1,3,2,3,4,0,0,0,0
HU_04899,Bikal,636,380,3,0,113,69,121,23,0,1,0,1,2,0,1,6,2,1,0,0,0,0
HU_05139,Birján,417,254,2,0,117,52,56,13,0,1,0,3,1,0,2,1,3,2,0,0,0,0
HU_24925,Bisse,209,118,1,0,63,27,17,5,1,0,1,1,0,0,0,1,1,0,0,0,0,0
HU_20899,Boda,353,191,3,0,88,38,38,12,0,1,1,2,0,0,1,1,2,1,0,0,0,3
HU_33002,Bodolyabér,195,103,4,0,44,16,22,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HU_32151,Bogád,837,476,20,0,192,116,92,34,3,1,3,3,1,2,0,5,1,1,1,0,0,0
HU_21892,Bogádmindszent,342,193,0,0,113,19,52,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0
HU_10694,Bogdása,238,131,3,0,75,25,24,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
HU_13116,Boldogasszonyfa,322,192,1,0,104,54,19,3,0,0,0,1,0,0,1,1,0,2,0,0,2,0
HU_06725,Borjád,337,170,7,0,90,33,14,3,1,1,2,2,0,0,0,1,0,2,0,0,0,0
HU_14368,Bosta,114,65,1,0,19,9,29,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0
HU_13365,Botykapeterd,271,124,2,0,68,35,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_33154,Bóly,2975,1847,12,0,909,266,398,92,12,6,4,3,4,0,2,5,9,5,2,0,0,2
HU_23162,Bükkösd,923,448,8,0,189,93,86,22,4,0,2,2,2,1,1,1,8,2,1,1,1,0
HU_07533,Bürüs,70,24,0,0,18,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_30614,Csarnóta,132,79,1,0,31,15,13,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0
HU_19901,Csányoszró,572,272,8,0,127,76,36,6,1,3,0,0,1,3,0,1,1,0,0,0,0,0
HU_21591,Csebény,72,32,0,0,14,10,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_26082,Cserdi,284,125,6,0,71,14,31,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
HU_03896,Cserkút,477,286,0,0,89,78,73,22,2,1,0,0,3,2,0,1,13,1,0,0,0,0
HU_13851,Csertő,329,168,0,0,102,33,24,3,1,0,1,1,0,0,1,1,1,0,0,0,0,0
HU_22576,Csonkamindszent,136,81,1,0,50,21,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_11086,Cún,178,101,0,0,59,12,20,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0
HU_07773,Dencsháza,483,176,3,0,91,31,27,13,1,1,0,2,2,2,0,0,1,2,0,0,0,0
HU_11952,Dinnyeberki,68,39,0,0,22,8,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
HU_32373,Diósviszló,554,307,7,0,186,45,32,10,0,1,2,2,1,0,3,0,3,0,0,0,15,0
HU_28617,Drávacsehi,172,96,3,0,42,14,25,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_28121,Drávacsepely,184,89,2,0,53,9,13,3,1,1,0,2,0,0,1,0,3,1,0,0,0,0
HU_17419,Drávafok,412,210,9,0,79,39,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
HU_32391,Drávaiványi,142,89,3,0,43,16,22,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0
HU_09159,Drávakeresztúr,100,52,3,0,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22734,Drávapalkonya,208,98,4,0,23,28,27,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
HU_12380,Drávapiski,80,48,1,0,36,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_28608,Drávaszabolcs,556,308,1,0,137,78,67,10,1,0,2,3,0,2,2,0,2,1,0,0,2,0
HU_30030,Drávaszerdahely,164,98,0,0,50,19,24,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
HU_21698,Drávasztára,364,212,10,0,81,53,34,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0
HU_09186,Dunaszekcső,1638,851,15,0,417,143,156,26,2,1,7,7,0,0,1,1,3,1,1,1,4,0
HU_28918,Egerág,839,506,0,0,185,166,99,28,1,2,3,6,2,1,0,3,7,0,0,0,1,0
HU_16498,Egyházasharaszti,256,115,3,0,70,23,10,0,1,0,1,1,3,0,0,0,0,0,0,0,3,0
HU_27401,Egyházaskozár,676,401,1,0,116,90,148,16,0,2,3,5,2,3,1,2,0,2,0,0,0,0
HU_06099,Ellend,187,122,2,0,54,21,31,6,0,1,3,1,0,2,0,0,0,0,0,1,0,0
HU_28273,Endrőc,322,159,14,0,66,25,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_25821,Erdősmárok,66,46,0,0,22,15,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_18704,Erdősmecske,311,171,4,0,80,31,7,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
HU_13499,Erzsébet,240,123,0,0,50,49,14,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HU_17835,Fazekasboda,174,106,2,0,36,28,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04543,Feked,172,120,4,0,34,17,15,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_13286,Felsőegerszeg,117,56,0,0,23,9,18,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0
HU_08819,Felsőszentmárton,817,490,8,0,152,43,141,13,1,1,1,1,0,0,0,4,2,0,0,0,0,1
HU_07560,Garé,235,139,4,0,41,34,30,6,1,0,1,3,0,15,0,0,4,0,0,0,0,0
HU_12751,Gerde,418,201,6,0,100,45,39,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HU_02857,Geresdlak,646,369,3,0,168,55,74,13,1,0,3,4,1,0,0,2,3,2,0,1,0,0
HU_13347,Gerényes,185,87,1,0,57,6,16,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
HU_18333,Gilvánfa,250,168,14,0,83,3,18,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HU_33084,Gordisa,225,109,4,0,47,11,27,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
HU_33233,Gödre,712,369,10,0,181,86,43,3,3,1,2,0,0,0,4,1,0,0,0,0,0,0
HU_30438,Görcsöny,1363,702,6,0,256,140,197,37,3,2,3,4,4,2,3,1,25,2,1,2,2,0
HU_09636,Görcsönydoboka,346,183,5,0,66,24,29,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0
HU_18315,Gyód,538,303,5,0,142,54,55,20,4,1,4,1,0,0,7,5,1,0,2,0,0,0
HU_28404,Gyöngyfa,118,55,0,0,32,7,11,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
HU_22664,Gyöngyösmellék,230,123,3,0,51,17,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_21528,Harkány,3271,2050,13,0,1100,382,406,59,5,1,4,5,4,4,4,5,30,2,2,0,2,0
HU_27881,Hásságy,254,183,6,0,93,24,34,2,1,0,1,0,0,0,0,1,0,5,0,0,0,0
HU_30951,Hegyhátmaróc,136,78,0,0,21,24,22,5,0,0,0,0,3,1,1,0,0,0,0,1,0,0
HU_21023,Hegyszentmárton,348,187,1,0,107,46,26,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0
HU_17190,Helesfa,290,140,2,0,49,32,51,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0
HU_07126,Hetvehely,383,229,4,0,98,33,43,5,0,1,5,3,1,2,1,0,2,0,3,0,0,0
HU_06798,Hidas,1763,987,5,0,476,199,208,37,6,2,6,7,3,4,4,5,3,0,0,1,1,1
HU_27933,Himesháza,917,553,8,0,190,128,72,19,2,0,2,2,2,0,0,1,0,2,0,0,0,0
HU_03285,Hirics,167,82,5,0,25,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
HU_33932,Hobol,788,419,2,0,167,130,97,11,2,1,0,2,2,0,1,1,2,0,1,0,0,0
HU_29966,Homorúd,524,293,2,0,172,65,37,6,2,1,2,2,0,0,0,0,2,2,0,0,0,0
HU_23074,Horváthertelend,58,44,2,0,27,4,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
HU_30836,Hosszúhetény,2688,1618,108,0,630,336,374,123,5,1,3,6,2,3,1,2,9,0,0,0,0,0
HU_31431,Husztót,46,30,0,0,13,7,6,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
HU_33066,Ibafa,185,97,0,0,38,32,18,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0
HU_31936,Illocska,198,87,0,0,39,6,27,3,0,2,0,2,2,2,0,0,1,1,0,0,1,0
HU_29948,Ipacsfa,186,117,0,0,68,29,11,4,0,0,1,0,1,1,1,0,1,0,0,0,0,0
HU_03337,Ivánbattyán,111,68,1,0,30,4,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_03346,Ivándárda,202,127,3,0,51,27,40,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0
HU_04297,Kacsóta,213,108,1,0,50,30,16,3,2,0,0,4,1,0,0,0,0,0,1,0,0,0
HU_06965,Katádfa,133,63,2,0,43,5,7,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0
HU_06415,Kákics,179,99,0,0,67,15,12,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0
HU_05999,Kárász,285,169,2,0,74,32,36,20,0,1,0,0,0,0,0,1,2,0,0,0,0,0
HU_17464,Kásád,282,160,2,0,89,33,25,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HU_19132,Kátoly,287,171,5,0,66,19,48,9,0,0,2,0,0,0,0,1,2,0,0,0,0,0
HU_06789,Kemse,52,34,0,0,23,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03832,Keszü,993,676,7,0,227,152,175,47,5,3,2,4,2,2,5,2,10,4,1,1,0,0
HU_16805,Kékesd,141,94,1,0,53,22,13,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0
HU_10542,Kémes,384,249,2,0,119,46,57,14,0,0,1,0,1,2,2,1,2,2,0,0,0,0
HU_08572,Kétújfalu,550,338,7,0,117,63,98,15,1,0,4,1,6,2,3,0,0,1,0,0,1,0
HU_20552,Királyegyháza,794,368,4,0,184,72,89,3,2,2,0,4,0,1,0,1,2,1,3,0,0,0
HU_18908,Kisasszonyfa,154,102,20,0,38,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05722,Kisbeszterce,69,35,0,0,13,9,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
HU_22868,Kisbudmér,88,47,1,0,25,9,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_11183,Kisdér,106,67,1,0,27,15,16,1,0,1,1,0,2,1,0,1,0,0,0,1,0,0
HU_33905,Kisdobsza,195,101,2,0,64,27,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_06831,Kishajmás,162,78,2,0,27,5,35,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0
HU_27021,Kisharsány,430,218,2,0,120,35,33,15,1,0,0,5,1,0,0,0,1,1,1,0,3,0
HU_16975,Kisherend,178,98,3,0,41,33,10,3,0,0,0,1,0,2,1,1,3,0,0,0,0,0
HU_12849,Kisjakabfalva,130,76,15,0,43,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19910,Kiskassa,207,133,2,0,61,33,23,4,0,0,0,2,0,0,0,1,2,0,0,0,0,0
HU_21616,Kislippó,241,114,2,0,45,19,36,5,0,1,1,2,0,0,0,1,1,0,0,0,0,0
HU_33215,Kisnyárád,166,109,5,0,10,8,11,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
HU_08651,Kisszentmárton,190,120,11,0,45,17,15,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
HU_12353,Kistamási,100,52,1,0,37,3,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HU_03151,Kistapolca,177,104,2,0,55,33,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_10746,Kistótfalu,280,162,0,0,74,19,54,9,0,0,0,2,3,0,1,0,0,0,0,0,0,0
HU_09548,Kisvaszar,249,111,0,0,73,13,20,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
HU_26408,Komló,22446,12417,112,0,3997,2715,4494,615,28,29,23,81,42,12,39,39,74,28,17,5,9,7
HU_24226,Kovácshida,201,121,2,0,72,22,15,6,0,0,0,2,0,0,1,0,0,0,0,0,1,0
HU_14517,Kovácsszénája,55,40,2,0,14,7,13,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
HU_06336,Kozármisleny,4624,2952,7,0,1110,610,765,263,19,11,7,18,9,5,5,8,15,20,8,0,0,0
HU_08110,Kórós,164,86,13,0,59,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25247,Köblény,206,103,1,0,35,35,28,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
HU_03540,Kökény,548,330,2,0,125,70,90,18,0,1,0,1,0,0,1,0,2,2,0,0,0,0
HU_17899,Kölked,823,375,6,0,215,44,88,9,0,1,0,7,1,0,0,0,1,0,0,0,1,1
HU_15538,Kővágószőlős,1320,681,7,0,316,126,168,33,3,3,4,5,1,1,1,1,5,1,1,0,1,0
HU_06479,Lapáncsa,160,95,1,0,70,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33330,Lánycsók,2071,1191,7,0,580,251,197,38,1,2,4,2,1,3,0,6,9,6,0,0,0,0
HU_17604,Liget,323,175,5,0,43,65,38,8,0,0,1,2,1,0,0,1,0,1,0,1,0,0
HU_22974,Lippó,432,248,5,0,84,51,48,7,1,3,0,1,1,1,0,3,2,0,0,1,0,0
HU_10038,Liptód,183,127,62,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31389,Lothárd,215,118,1,0,41,36,23,8,1,0,1,3,1,0,1,0,1,0,0,0,0,1
HU_24624,Lovászhetény,227,123,1,0,43,50,23,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
HU_18865,Lúzsok,174,85,22,0,29,8,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HU_25177,Magyarbóly,821,470,5,0,234,93,90,14,1,4,3,3,1,1,0,0,4,1,0,0,0,0
HU_29753,Magyaregregy,643,363,13,0,126,82,94,12,0,2,2,3,1,0,1,2,1,2,0,0,0,0
HU_05430,Magyarhertelend,555,325,5,0,118,54,75,26,0,2,2,0,1,0,1,0,2,0,0,0,0,0
HU_23542,Magyarlukafa,65,31,0,0,17,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05412,Magyarmecske,251,130,1,0,54,18,26,1,0,0,2,0,0,0,1,1,0,2,0,0,0,0
HU_27067,Magyarsarlós,271,168,0,0,82,41,27,9,1,0,0,1,1,0,1,0,3,0,0,0,0,0
HU_22600,Magyarszék,891,551,6,0,188,127,167,29,3,1,2,8,0,1,0,2,5,2,0,0,1,2
HU_04385,Magyartelek,172,116,5,0,35,33,17,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0
HU_27863,Majs,790,394,1,0,168,103,76,23,3,1,1,2,1,0,0,2,3,2,0,0,0,0
HU_29920,Maráza,163,82,1,0,23,7,20,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
HU_16443,Markóc,51,33,1,0,21,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15219,Marócsa,85,45,1,0,29,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
HU_02228,Martonfa,183,121,0,0,31,46,28,8,1,1,0,0,1,2,0,1,1,0,0,0,1,0
HU_15051,Matty,284,181,2,0,123,31,21,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
HU_06813,Mágocs,1998,1134,9,0,441,286,300,30,2,3,6,2,2,1,0,6,1,1,2,0,4,0
HU_33923,Mánfa,691,401,7,0,120,89,121,28,0,2,1,9,2,0,1,3,2,2,0,0,0,0
HU_09450,Márfa,175,120,0,0,61,31,22,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
HU_14483,Máriakéménd,416,228,0,0,115,37,57,7,1,2,0,5,0,0,0,0,1,1,0,0,2,0
HU_20659,Márok,381,256,12,0,107,29,17,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_33756,Máza,1016,582,4,0,194,117,190,24,1,2,2,5,1,2,1,2,1,1,2,0,0,0
HU_13444,Mecseknádasd,1339,782,4,0,295,131,162,30,2,2,3,5,1,1,1,3,0,4,2,0,0,0
HU_11402,Mecsekpölöske,358,212,2,0,88,61,43,9,2,1,0,2,0,0,1,0,0,1,1,1,0,0
HU_30492,Mekényes,251,143,3,0,60,27,41,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0
HU_07737,Merenye,227,111,2,0,72,28,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03470,Meződ,112,65,1,0,27,11,20,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0
HU_16285,Mindszentgodisa,680,370,6,0,176,59,85,12,1,0,1,3,0,2,2,2,1,4,0,0,4,0
HU_23959,Mohács,16668,9764,103,0,4513,1810,2323,493,32,24,19,75,20,6,17,38,57,37,10,8,21,4
HU_29522,Molvány,161,100,1,0,48,25,22,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
HU_16027,Monyoród,129,80,1,0,38,9,17,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0
HU_29540,Mozsgó,725,366,1,0,178,102,65,9,1,0,4,0,0,0,0,2,3,1,0,0,0,0
HU_03984,Nagybudmér,165,91,1,0,61,21,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
HU_18111,Nagycsány,126,78,3,0,41,14,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
HU_33899,Nagydobsza,513,260,4,0,147,33,51,1,0,0,1,2,0,0,0,1,0,0,2,0,2,0
HU_12858,Nagyhajmás,280,131,2,0,59,37,18,3,0,1,0,1,1,0,0,1,0,0,0,0,1,0
HU_02653,Nagyharsány,1222,623,1,0,380,83,124,14,0,1,1,9,1,1,0,1,5,0,0,0,2,0
HU_10940,Nagykozár,1484,979,69,0,408,214,181,56,0,1,2,2,5,1,1,1,3,5,0,1,1,0
HU_14650,Nagynyárád,581,419,2,0,288,62,30,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0
HU_19877,Nagypall,343,198,1,0,108,35,23,7,0,0,5,0,0,0,0,0,2,0,0,1,1,0
HU_27164,Nagypeterd,540,298,5,0,100,90,82,12,1,0,0,0,0,0,1,1,5,0,0,0,0,0
HU_28927,Nagytótfalu,300,174,0,0,108,37,20,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0
HU_14191,Nagyváty,293,185,2,0,98,36,33,3,0,0,0,0,0,1,0,0,3,0,0,0,0,1
HU_18236,Nemeske,212,121,1,0,60,24,29,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0
HU_26329,Nyugotszenterzsébet,190,80,0,0,23,23,25,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0
HU_20686,Okorág,139,89,2,0,49,6,24,0,1,0,0,2,0,0,0,1,1,0,0,0,3,0
HU_08341,Okorvölgy,68,36,1,0,16,8,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_18555,Olasz,491,332,4,0,131,58,84,14,2,2,4,2,0,0,1,2,3,5,0,0,0,0
HU_21704,Old,255,145,8,0,75,24,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
HU_11730,Orfű,814,499,7,0,185,80,149,46,2,1,5,3,2,8,0,0,9,1,0,0,0,0
HU_04482,Oroszló,253,137,8,0,47,44,27,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
HU_12645,Óbánya,127,82,1,0,26,8,14,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HU_03780,Ócsárd,352,206,6,0,95,37,47,2,4,3,0,2,4,3,0,0,2,0,0,0,0,1
HU_19646,Ófalu,276,167,6,0,72,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18661,Ózdfalu,123,81,3,0,43,2,28,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0
HU_23764,Palé,85,53,0,0,24,11,8,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0
HU_07153,Palkonya,250,149,0,0,81,24,14,7,0,2,0,3,1,0,0,2,0,0,1,0,0,0
HU_10135,Palotabozsok,772,480,4,0,306,70,48,8,3,4,3,3,0,0,3,0,2,0,1,0,0,0
HU_17792,Patapoklosi,295,111,12,0,36,19,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HU_07010,Páprád,145,91,1,0,45,33,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
HU_16115,Pellérd,1797,1095,8,0,382,284,307,70,2,2,2,6,6,3,0,3,13,4,1,0,1,0
HU_12867,Pereked,133,77,6,0,19,10,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_32425,Peterd,162,81,1,0,46,18,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
