gisco_id,name,registered,turnout,invalid,blank,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,MAGYAR KÉTFARKÚ KUTYA PÁRT,MI HAZÁNK MOZGALOM,NORMÁLIS ÉLET PÁRTJA,MEGOLDÁS MOZGALOM,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,Független jelölt,VALÓDI DEMOKRATA PÁRT,A MI PÁRTUNK - IMA,ZÖLDEK PÁRTJA,MAGYAR LIBERÁLIS PÁRT - LIBERÁLISOK,MAGYAR SZEGÉNYEK ÉS DOLGOZÓK DEMOKRATIKUS SZERVEZETE,POLGÁRI VÁLASZ MOZGALOM
HU_05245,Nemesbikk,690,466,33,0,288,106,0,32,0,6,0,0,0,0,0,0,0,0
HU_24156,Négyes,234,157,4,0,96,40,4,8,0,1,3,0,0,0,0,0,0,0
HU_27191,Novajidrány,957,543,9,0,401,97,4,22,2,5,1,0,0,0,0,0,0,0
HU_12885,Nyékládháza,4073,2769,33,0,1342,983,66,209,19,53,10,10,0,0,0,0,0,0
HU_04419,Nyésta,32,23,0,0,20,1,1,0,0,0,0,0,0,1,0,0,0,0
HU_26435,Nyíri,289,208,5,0,151,37,1,12,1,0,0,0,0,0,0,0,0,0
HU_04215,Nyomár,222,165,3,0,124,27,0,9,1,0,1,0,0,0,0,0,0,0
HU_31778,Olaszliszka,1166,673,11,0,411,180,7,53,4,3,0,1,0,0,0,0,0,0
HU_22558,Onga,3589,2395,28,0,1350,895,0,0,25,27,19,51,0,0,0,0,0,0
HU_34069,Ormosbánya,1182,675,16,0,411,129,13,28,4,6,7,61,0,0,0,0,0,0
HU_02866,Oszlár,280,205,2,0,118,73,0,0,1,3,2,6,0,0,0,0,0,0
HU_22628,Ónod,1754,977,14,0,621,215,17,82,10,7,2,1,0,0,0,0,0,0
HU_14492,Ózd,26749,14823,201,0,7687,5158,252,954,80,95,100,296,0,0,0,0,0,0
HU_12371,Pamlény,34,25,0,0,18,5,1,1,0,0,0,0,0,0,0,0,0,0
HU_26745,Parasznya,904,538,9,0,304,176,13,26,4,4,2,0,0,0,0,0,0,0
HU_15893,Pácin,1076,591,13,0,396,146,3,26,1,2,1,1,0,0,0,0,0,0
HU_12362,Pálháza,835,609,7,0,325,195,14,56,3,2,0,1,0,0,0,0,0,0
HU_24730,Pányok,41,25,0,0,21,1,0,3,0,0,0,0,0,0,0,0,0,0
HU_24420,Pere,234,140,1,0,93,36,3,5,2,0,0,0,0,0,0,0,0,0
HU_32683,Perecse,18,13,0,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0
HU_33419,Perkupa,580,371,5,0,286,48,4,13,0,2,0,13,0,0,0,0,0,0
HU_21272,Prügy,1811,1166,11,0,910,231,0,0,2,3,5,4,0,0,0,0,0,0
HU_17048,Pusztafalu,185,129,5,0,87,22,0,13,0,0,0,1,0,0,0,0,0,0
HU_15413,Pusztaradvány,139,91,2,0,80,6,0,0,1,1,0,0,0,0,0,0,0,0
HU_27410,Putnok,4798,2889,86,0,1610,766,27,175,14,9,7,195,0,0,0,0,0,0
HU_21193,Radostyán,471,313,8,0,178,92,5,23,5,2,0,0,0,0,0,0,0,0
HU_06053,Ragály,492,319,6,0,218,61,1,9,1,0,0,23,0,0,0,0,0,0
HU_29717,Rakaca,553,284,6,0,248,19,3,3,0,3,0,0,0,2,0,0,0,0
HU_16133,Rakacaszend,226,144,2,0,132,6,0,4,0,0,0,0,0,0,0,0,0,0
HU_31909,Rásonysápberencs,395,252,4,0,158,63,8,16,0,0,1,0,0,0,2,0,0,0
HU_12469,Rátka,759,550,5,0,306,178,14,35,5,0,0,3,0,0,0,0,0,0
HU_08402,Regéc,60,46,0,0,39,5,0,2,0,0,0,0,0,0,0,0,0,0
HU_31884,Répáshuta,374,270,5,0,159,60,13,24,2,1,1,0,0,0,0,0,0,0
HU_09317,Révleányvár,345,201,5,0,154,29,1,8,1,1,0,1,0,0,0,0,0,0
HU_19220,Ricse,1205,596,14,0,324,211,5,30,3,2,2,2,0,0,0,0,0,0
HU_23029,Rudabánya,1854,1009,19,0,618,198,17,48,3,2,5,99,0,0,0,0,0,0
HU_34120,Rudolftelep,578,269,10,0,127,103,10,18,1,0,0,0,0,0,0,0,0,0
HU_03504,Sajóbábony,2052,1212,20,0,624,412,36,91,14,12,3,0,0,0,0,0,0,0
HU_27331,Sajóecseg,842,610,5,0,331,170,10,71,11,4,1,0,0,1,6,0,0,0
HU_10171,Sajógalgóc,264,158,2,0,98,33,3,6,1,0,0,15,0,0,0,0,0,0
HU_03081,Sajóhídvég,716,396,7,0,316,57,1,12,0,1,1,0,0,0,0,0,0,0
HU_03212,Sajóivánka,494,356,8,0,121,171,23,29,1,1,0,0,0,0,2,0,0,0
HU_14313,Sajókaza,2132,1217,41,0,735,249,11,78,19,7,8,69,0,0,0,0,0,0
HU_21670,Sajókápolna,335,236,1,0,138,72,6,13,1,1,3,0,0,0,1,0,0,0
HU_26949,Sajókeresztúr,1218,871,9,0,443,317,19,65,5,10,3,0,0,0,0,0,0,0
HU_27173,Sajólád,2252,1289,12,0,779,316,35,107,9,15,1,3,0,0,0,0,0,0
HU_22479,Sajólászlófalva,340,217,2,0,105,73,5,25,4,2,1,0,0,0,0,0,0,0
HU_15945,Sajómercse,158,100,2,0,63,21,0,10,0,0,0,4,0,0,0,0,0,0
HU_11332,Sajónémeti,332,204,3,0,155,34,0,5,2,1,0,4,0,0,0,0,0,0
HU_08129,Sajóörös,1198,902,6,0,396,468,0,0,10,9,6,7,0,0,0,0,0,0
HU_18537,Sajópálfala,591,424,12,0,252,121,5,28,2,3,0,0,0,0,1,0,0,0
HU_16638,Sajópetri,1131,602,22,0,361,150,6,39,4,11,2,2,0,0,0,0,0,0
HU_23782,Sajópüspöki,409,259,9,0,139,69,4,14,0,4,2,18,0,0,0,0,0,0
HU_08970,Sajósenye,306,226,1,0,137,60,5,19,2,1,0,0,0,0,1,0,0,0
HU_16054,Sajószentpéter,9318,4930,76,0,2262,2079,74,286,41,35,9,0,0,12,56,0,0,0
HU_30340,Sajószöged,1846,1311,14,0,551,658,0,0,18,18,14,38,0,0,0,0,0,0
HU_20738,Sajóvámos,1650,1129,9,0,689,300,21,86,7,11,3,0,0,0,3,0,0,0
HU_27757,Sajóvelezd,595,362,1,0,196,102,4,28,0,2,0,29,0,0,0,0,0,0
HU_04729,Sály,1167,715,18,0,525,88,4,68,4,6,0,0,0,0,0,0,0,0
HU_20516,Sárazsadány,170,119,6,0,72,33,1,5,1,1,0,0,0,0,0,0,0,0
HU_27474,Sárospatak,9197,6065,64,0,3093,2219,158,392,28,42,6,21,0,0,0,0,0,0
HU_02875,Sáta,842,492,10,0,311,115,8,25,4,1,1,17,0,0,0,0,0,0
HU_05120,Sátoraljaújhely,13373,9128,110,0,4467,3531,229,649,40,55,8,14,0,0,0,0,0,0
HU_25380,Selyeb,323,202,0,0,182,13,0,7,0,0,0,0,0,0,0,0,0,0
HU_23755,Semjén,369,161,4,0,119,29,1,4,1,0,1,1,0,0,0,0,0,0
HU_32531,Serényfalva,777,449,8,0,184,130,6,48,1,4,1,67,0,0,0,0,0,0
HU_23418,Sima,30,22,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0
HU_13268,Sóstófalva,164,121,0,0,95,24,0,0,1,0,1,0,0,0,0,0,0,0
HU_32258,Szakácsi,103,63,1,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0
HU_03805,Szakáld,355,236,4,0,141,52,3,22,6,5,1,0,0,0,0,0,0,0
HU_31015,Szalaszend,730,404,8,0,271,102,1,13,2,2,1,1,0,0,0,0,0,0
HU_16753,Szalonna,697,383,9,0,233,96,4,24,2,2,0,13,0,0,0,0,0,0
HU_08147,Szászfa,83,55,0,0,35,12,1,6,0,1,0,0,0,0,0,0,0,0
HU_33817,Szegi,242,168,2,0,97,52,3,12,0,1,0,0,0,0,0,0,0,0
HU_31510,Szegilong,187,131,0,0,82,32,1,7,2,5,0,0,0,0,0,0,0,0
HU_09830,Szemere,258,143,3,0,109,21,1,8,0,1,0,0,0,0,0,0,0,0
HU_08077,Szendrő,2844,1693,30,0,1112,331,18,126,4,5,2,65,0,0,0,0,0,0
HU_27456,Szendrőlád,1347,656,19,0,566,56,5,5,2,0,1,0,0,2,0,0,0,0
HU_22169,Szentistván,1900,1314,28,0,758,382,27,89,7,13,1,1,0,0,0,0,0,0
HU_08484,Szentistvánbaksa,228,156,4,0,109,38,0,0,2,1,2,0,0,0,0,0,0,0
HU_30739,Szerencs,7138,5105,48,0,2926,1952,0,0,47,48,26,58,0,0,0,0,0,0
HU_21351,Szikszó,4333,2870,22,0,1778,958,0,0,28,32,13,39,0,0,0,0,0,0
HU_20871,Szin,517,359,5,0,325,18,1,7,1,0,0,2,0,0,0,0,0,0
HU_11493,Szinpetri,161,118,3,0,84,22,2,4,1,0,1,1,0,0,0,0,0,0
HU_09496,Szirmabesenyő,3445,2558,19,0,1140,1080,74,187,11,43,4,0,0,0,0,0,0,0
HU_18892,Szomolya,1204,788,16,0,510,170,12,58,6,8,1,1,0,0,0,0,0,0
HU_16179,Szögliget,492,337,9,0,215,55,7,30,3,5,1,12,0,0,0,0,0,0
HU_07889,Szőlősardó,96,73,0,0,45,17,2,1,0,1,1,6,0,0,0,0,0,0
HU_03160,Szuhafő,103,80,0,0,47,11,0,4,1,0,0,17,0,0,0,0,0,0
HU_11110,Szuhakálló,766,479,7,0,265,151,10,38,2,0,1,0,0,1,4,0,0,0
HU_24606,Szuhogy,806,483,10,0,317,83,4,42,1,3,0,23,0,0,0,0,0,0
HU_03708,Taktabáj,404,277,2,0,243,28,0,0,1,1,1,1,0,0,0,0,0,0
HU_18245,Taktaharkány,2689,1668,30,0,1147,437,0,0,14,11,8,21,0,0,0,0,0,0
HU_28787,Taktakenéz,826,520,5,0,443,68,0,0,1,2,0,1,0,0,0,0,0,0
HU_03133,Taktaszada,1362,776,6,0,615,140,0,0,4,3,0,8,0,0,0,0,0,0
HU_21740,Tarcal,2162,1366,28,0,860,446,0,0,6,13,1,12,0,0,0,0,0,0
HU_08165,Tard,925,680,7,0,456,141,14,44,4,10,0,0,0,0,0,0,0,0
HU_14784,Tardona,810,539,8,0,268,200,15,45,1,1,0,0,0,0,1,0,0,0
HU_12210,Tállya,1370,842,22,0,402,315,11,60,12,6,3,3,0,0,0,0,0,0
HU_13763,Telkibánya,447,312,6,0,218,74,1,7,0,3,1,1,0,0,0,0,0,0
HU_28635,Teresztenye,19,15,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0
HU_30447,Tibolddaróc,1048,653,4,0,372,179,12,65,3,11,1,0,0,0,0,0,0,0
HU_02291,Tiszabábolna,252,169,0,0,128,27,2,7,1,0,2,0,0,0,0,0,0,0
HU_29133,Tiszacsermely,349,177,5,0,138,25,0,6,0,0,2,0,0,0,0,0,0,0
HU_03717,Tiszadorogma,308,220,7,0,154,34,3,17,2,1,0,0,0,0,0,0,0,0
HU_13976,Tiszakarád,1720,785,16,0,619,112,5,29,1,0,2,0,0,0,0,0,0,0
HU_13888,Tiszakeszi,1925,1179,30,0,774,250,19,73,9,9,4,0,0,0,0,0,0,0
HU_19381,Tiszaladány,470,350,6,0,272,67,0,0,1,1,0,3,0,0,0,0,0,0
HU_28398,Tiszalúc,3828,2059,41,0,1356,571,0,0,21,32,8,30,0,0,0,0,0,0
HU_08633,Tiszapalkonya,1127,705,7,0,437,247,0,0,7,3,0,4,0,0,0,0,0,0
HU_30298,Tiszatardos,167,126,2,0,96,24,0,0,2,1,0,1,0,0,0,0,0,0
HU_30377,Tiszatarján,1032,635,14,0,465,86,10,40,11,4,2,0,0,0,0,0,0,0
HU_28352,Tiszaújváros,13970,10192,93,0,3750,5845,0,0,154,139,57,154,0,0,0,0,0,0
HU_10977,Tiszavalk,250,205,10,0,121,49,1,14,2,3,1,0,0,0,0,0,0,0
HU_18306,Tokaj,2939,2068,25,0,1232,732,0,0,25,21,5,28,0,0,0,0,0,0
HU_28051,Tolcsva,1313,823,12,0,457,256,8,72,1,4,1,4,0,0,0,0,0,0
HU_14890,Tomor,180,139,1,0,121,15,0,2,0,0,0,0,0,0,0,0,0,0
HU_16902,Tornabarakony,16,14,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
HU_10375,Tornakápolna,20,17,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0
HU_18801,Tornanádaska,393,270,6,0,255,3,4,2,0,0,0,0,0,0,0,0,0,0
HU_27836,Tornaszentandrás,139,90,1,0,66,18,1,3,0,0,0,1,0,0,0,0,0,0
HU_30517,Tornaszentjakab,127,91,3,0,65,20,0,3,0,0,0,0,0,0,0,0,0,0
HU_29054,Tornyosnémeti,311,218,5,0,163,29,3,12,2,2,1,0,0,0,0,0,0,0
HU_04914,Trizs,162,116,2,0,61,31,0,10,0,1,1,10,0,0,0,0,0,0
HU_18351,Uppony,241,154,1,0,85,46,2,17,1,0,0,2,0,0,0,0,0,0
HU_12487,Újcsanálos,662,403,6,0,282,88,0,0,4,6,5,12,0,0,0,0,0,0
HU_07223,Vadna,493,323,5,0,152,129,6,26,4,0,0,0,0,1,0,0,0,0
HU_30003,Vajdácska,946,531,4,0,354,131,6,27,3,3,1,0,0,0,0,0,0,0
HU_21810,Varbó,904,670,12,0,293,277,14,64,7,3,0,0,0,0,0,0,0,0
HU_10144,Varbóc,52,43,0,0,28,7,0,4,0,1,0,3,0,0,0,0,0,0
HU_30076,Vatta,686,493,6,0,301,112,8,57,2,2,0,1,0,0,0,0,0,0
HU_29151,Vágáshuta,80,52,0,0,38,12,1,0,0,1,0,0,0,0,0,0,0,0
HU_15149,Vámosújfalu,577,413,13,0,243,116,4,29,2,3,0,1,0,0,0,0,0,0
HU_11581,Vilmány,943,486,36,0,368,57,3,8,0,0,1,5,0,0,0,0,0,0
HU_12982,Vilyvitány,207,133,1,0,92,23,3,7,1,1,1,1,0,0,0,0,0,0
HU_05096,Viss,417,171,6,0,118,37,3,2,1,2,0,0,0,0,0,0,0,0
HU_03957,Viszló,52,43,0,0,37,5,0,1,0,0,0,0,0,0,0,0,0,0
HU_21087,Vizsoly,599,374,15,0,243,82,4,21,3,2,0,1,0,0,0,0,0,0
HU_15617,Zalkod,166,109,6,0,69,33,1,0,0,0,0,0,0,0,0,0,0,0
HU_03063,Zádorfalva,316,175,7,0,118,24,2,1,1,0,0,22,0,0,0,0,0,0
HU_31608,Zemplénagárd,503,256,3,0,186,56,0,8,2,0,1,0,0,0,0,0,0,0
HU_19275,Ziliz,296,191,7,0,104,56,1,20,1,1,0,0,0,0,1,0,0,0
HU_11022,Zsujta,143,100,2,0,76,19,2,0,0,0,0,0,0,0,0,0,0,0
HU_19105,Zubogy,400,276,5,0,97,94,1,15,0,3,1,60,0,0,0,0,0,0
HU_20969,Gibárt,288,200,4,0,120,53,3,17,0,2,1,0,0,0,0,0,0,0
HU_34245,Algyő,4303,3081,38,0,1379,1309,85,204,0,54,12,0,0,0,0,0,0,0
HU_16197,Ambrózfalva,359,230,5,0,118,89,0,16,0,2,0,0,0,0,0,0,0,0
HU_14252,Apátfalva,2328,1450,27,0,906,401,16,93,0,7,0,0,0,0,0,0,0,0
HU_19062,Árpádhalom,355,255,0,0,157,62,0,19,0,10,0,7,0,0,0,0,0,0
HU_10339,Ásotthalom,3109,1943,51,0,687,341,18,828,4,14,0,0,0,0,0,0,0,0
HU_29106,Baks,1517,853,13,0,510,256,0,53,0,15,0,6,0,0,0,0,0,0
HU_23676,Balástya,2662,1730,20,0,1047,449,0,146,0,28,0,40,0,0,0,0,0,0
HU_08192,Bordány,2602,1747,29,0,980,465,33,203,13,24,0,0,0,0,0,0,0,0
HU_02121,Csanádalberti,348,225,0,0,157,53,6,7,0,2,0,0,0,0,0,0,0,0
HU_05379,Csanádpalota,2220,1444,21,0,896,397,18,103,0,8,1,0,0,0,0,0,0,0
HU_22293,Csanytelek,2094,1253,11,0,762,388,0,69,0,9,0,14,0,0,0,0,0,0
HU_32285,Csengele,1472,1057,18,0,729,193,0,97,0,6,0,14,0,0,0,0,0,0
HU_05111,Csongrád,12792,8919,124,0,4830,2337,0,1369,0,95,0,164,0,0,0,0,0,0
HU_07834,Derekegyház,1149,783,12,0,414,229,0,90,0,14,0,24,0,0,0,0,0,0
HU_24077,Deszk,3063,2210,24,0,967,889,64,140,15,61,0,50,0,0,0,0,0,0
HU_13383,Domaszék,3948,2741,31,0,1471,820,81,286,14,38,0,0,0,0,0,0,0,0
HU_30535,Dóc,580,385,6,0,258,87,0,25,0,5,0,4,0,0,0,0,0,0
HU_22992,Eperjes,368,258,7,0,173,52,0,18,0,3,0,5,0,0,0,0,0,0
HU_19974,Fábiánsebestyén,1548,1095,19,0,605,321,0,107,0,14,0,29,0,0,0,0,0,0
HU_22646,Felgyő,942,652,7,0,390,146,0,92,0,5,0,12,0,0,0,0,0,0
HU_18999,Ferencszállás,525,356,8,0,164,130,15,20,1,14,0,4,0,0,0,0,0,0
HU_33020,Forráskút,1625,1137,15,0,687,279,26,110,12,8,0,0,0,0,0,0,0,0
HU_09210,Földeák,2452,1735,30,0,1042,532,23,100,0,8,0,0,0,0,0,0,0,0
HU_08314,Hódmezővásárhely,35874,27342,296,0,12517,12715,456,1104,0,207,47,0,0,0,0,0,0,0
HU_13666,Királyhegyes,473,347,5,0,244,73,1,22,0,1,1,0,0,0,0,0,0,0
HU_31024,Kistelek,5861,3907,56,0,2070,1324,0,335,0,40,0,82,0,0,0,0,0,0
HU_26666,Kiszombor,3071,2034,15,0,1120,711,37,134,0,14,3,0,0,0,0,0,0,0
HU_08253,Klárafalva,417,257,1,0,140,86,6,13,1,2,0,8,0,0,0,0,0,0
HU_09955,Kövegy,295,208,3,0,138,53,3,10,0,1,0,0,0,0,0,0,0,0
HU_14410,Kübekháza,1217,743,11,0,346,261,31,63,5,13,0,13,0,0,0,0,0,0
HU_05962,Magyarcsanád,1019,635,10,0,462,112,0,40,0,7,4,0,0,0,0,0,0,0
HU_07357,Makó,18157,12758,168,0,6958,4386,217,868,0,123,38,0,0,0,0,0,0,0
HU_10515,Maroslele,1660,1159,15,0,747,305,19,61,0,11,1,0,0,0,0,0,0,0
HU_25733,Mártély,1009,791,14,0,449,262,21,42,0,2,1,0,0,0,0,0,0,0
HU_21555,Mindszent,5315,3425,37,0,1954,932,0,360,0,52,0,90,0,0,0,0,0,0
HU_04349,Mórahalom,5034,3684,64,0,2042,863,75,580,25,35,0,0,0,0,0,0,0,0
HU_20914,Nagyér,382,223,0,0,142,69,2,10,0,0,0,0,0,0,0,0,0,0
HU_12779,Nagylak,349,258,3,0,191,44,3,12,0,1,4,0,0,0,0,0,0,0
HU_17233,Nagymágocs,2253,1380,27,0,763,360,0,156,0,50,0,24,0,0,0,0,0,0
HU_29179,Nagytőke,317,211,2,0,158,28,0,20,0,2,0,1,0,0,0,0,0,0
HU_07755,Óföldeák,364,260,10,0,167,66,1,15,0,0,1,0,0,0,0,0,0,0
HU_12797,Ópusztaszer,1534,929,9,0,505,277,0,98,0,19,0,21,0,0,0,0,0,0
HU_31079,Öttömös,534,377,4,0,192,114,6,57,1,3,0,0,0,0,0,0,0,0
HU_06284,Pitvaros,1061,759,10,0,419,287,11,26,0,4,2,0,0,0,0,0,0,0
HU_06354,Pusztamérges,863,568,10,0,362,137,9,41,6,3,0,0,0,0,0,0,0,0
HU_28592,Pusztaszer,1149,746,12,0,429,226,0,46,0,11,0,22,0,0,0,0,0,0
HU_13161,Röszke,2906,1882,26,0,1053,485,45,243,12,18,0,0,0,0,0,0,0,0
HU_03966,Ruzsa,1972,1336,32,0,796,252,23,214,9,10,0,0,0,0,0,0,0,0
HU_31705,Sándorfalva,6678,4544,38,0,2161,1780,0,387,0,68,0,110,0,0,0,0,0,0
HU_12007,Szatymaz,4103,2646,31,0,1354,885,0,246,0,46,0,84,0,0,0,0,0,0
HU_33367,Szeged,128700,91217,989,0,33871,44590,3363,5382,644,1399,0,979,0,0,0,0,0,0
HU_32489,Szegvár,3448,2499,23,0,1554,633,0,216,0,25,0,48,0,0,0,0,0,0
HU_14456,Szentes,22662,16332,190,0,8201,5787,0,1288,0,231,0,635,0,0,0,0,0,0
HU_12265,Székkutas,1691,1300,24,0,701,464,25,71,0,11,4,0,0,0,0,0,0,0
HU_16966,Tiszasziget,1466,1018,11,0,539,292,41,71,9,26,0,29,0,0,0,0,0,0
HU_25900,Tömörkény,1371,850,7,0,558,195,0,76,0,7,0,7,0,0,0,0,0,0
HU_14924,Újszentiván,1534,1077,14,0,468,383,46,99,7,20,0,40,0,0,0,0,0,0
HU_21412,Üllés,2544,1693,20,0,955,475,45,155,24,19,0,0,0,0,0,0,0,0
HU_05546,Zákányszék,2252,1538,23,0,963,296,29,193,13,21,0,0,0,0,0,0,0,0
HU_17765,Zsombó,2774,2045,15,0,992,728,52,232,14,12,0,0,0,0,0,0,0,0
HU_17376,Aba,3607,2317,20,0,1571,493,52,145,23,13,0,0,0,0,0,0,0,0
HU_08925,Adony,3242,2138,20,0,1147,707,64,130,29,33,8,0,0,0,0,0,0,0
HU_26824,Alap,1477,938,12,0,650,190,16,54,13,3,0,0,0,0,0,0,0,0
HU_15176,Alcsútdoboz,1150,878,6,0,648,146,27,37,0,14,0,0,0,0,0,0,0,0
HU_25283,Alsószentiván,468,298,2,0,203,68,5,17,2,1,0,0,0,0,0,0,0,0
HU_08730,Bakonycsernye,2462,1766,12,0,1158,380,39,145,20,10,2,0,0,0,0,0,0,0
HU_23153,Bakonykúti,124,96,1,0,37,46,5,6,0,1,0,0,0,0,0,0,0,0
HU_31103,Balinka,743,480,6,0,290,106,15,52,5,6,0,0,0,0,0,0,0,0
HU_07047,Baracs,2909,1928,17,0,924,789,46,114,26,12,0,0,0,0,0,0,0,0
HU_08581,Baracska,2258,1551,13,0,916,457,39,95,0,30,1,0,0,0,0,0,0,0
HU_08466,Beloiannisz,870,589,11,0,351,160,19,28,0,17,3,0,0,0,0,0,0,0
HU_16346,Besnyő,1462,992,14,0,572,268,42,64,0,27,5,0,0,0,0,0,0,0
HU_10481,Bicske,10908,8208,70,0,4312,2969,310,437,0,88,22,0,0,0,0,0,0,0
HU_18254,Bodajk,3129,2296,20,0,1256,656,71,250,20,12,11,0,0,0,0,0,0,0
HU_11624,Bodmér,205,166,0,0,93,56,2,14,0,1,0,0,0,0,0,0,0,0
HU_13152,Cece,2025,1345,21,0,1032,199,14,62,12,5,0,0,0,0,0,0,0,0
HU_30544,Csabdi,980,765,12,0,509,149,36,49,0,8,2,0,0,0,0,0,0,0
HU_05360,Csákberény,929,727,14,0,490,129,23,63,7,1,0,0,0,0,0,0,0,0
HU_20002,Csákvár,4300,3047,41,0,1891,776,86,213,0,28,12,0,0,0,0,0,0,0
HU_21908,Csókakő,1219,920,9,0,550,246,34,68,9,4,0,0,0,0,0,0,0,0
HU_09779,Csór,1512,1044,14,0,628,269,27,89,9,8,0,0,0,0,0,0,0,0
HU_06734,Csősz,785,500,11,0,325,100,22,38,4,0,0,0,0,0,0,0,0,0
HU_32753,Dég,1678,983,11,0,680,181,19,78,11,3,0,0,0,0,0,0,0,0
HU_03115,Dunaújváros,36173,25153,274,0,9977,12555,626,1131,159,377,54,0,0,0,0,0,0,0
HU_20358,Előszállás,1841,1164,15,0,747,251,31,101,14,5,0,0,0,0,0,0,0,0
HU_02802,Enying,5204,3204,35,0,1913,800,66,339,29,22,0,0,0,0,0,0,0,0
HU_23603,Ercsi,6455,4198,61,0,2485,1257,114,233,16,24,8,0,0,0,0,0,0,0
HU_02316,Etyek,3415,2597,25,0,1491,873,81,105,0,19,3,0,0,0,0,0,0,0
HU_32203,Fehérvárcsurgó,1698,1212,12,0,709,322,35,106,14,12,2,0,0,0,0,0,0,0
HU_29939,Felcsút,1440,1159,13,0,813,230,40,44,0,18,1,0,0,0,0,0,0,0
HU_06114,Füle,717,522,1,0,308,140,22,42,7,2,0,0,0,0,0,0,0,0
HU_15750,Gánt,501,381,6,0,238,99,10,24,0,4,0,0,0,0,0,0,0,0
HU_10296,Gárdony,9518,7101,61,0,3353,2836,282,419,0,134,16,0,0,0,0,0,0,0
HU_15918,Gyúró,1020,796,2,0,501,218,20,43,0,9,3,0,0,0,0,0,0,0
HU_23427,Hantos,726,457,8,0,268,125,11,29,11,5,0,0,0,0,0,0,0,0
HU_17738,Igar,714,427,4,0,325,79,1,14,3,1,0,0,0,0,0,0,0,0
HU_32018,Iszkaszentgyörgy,1730,1264,13,0,608,425,58,127,13,16,4,0,0,0,0,0,0,0
HU_02200,Isztimér,732,496,5,0,312,121,14,38,0,6,0,0,0,0,0,0,0,0
HU_13462,Iváncsa,2232,1466,23,0,851,452,39,67,8,21,5,0,0,0,0,0,0,0
HU_15972,Jenő,1047,670,5,0,462,137,15,40,2,8,1,0,0,0,0,0,0,0
HU_21342,Kajászó,949,712,2,0,459,178,18,37,0,13,5,0,0,0,0,0,0,0
HU_16683,Káloz,1864,1230,15,0,829,251,22,103,7,3,0,0,0,0,0,0,0,0
HU_21926,Kápolnásnyék,3149,2423,21,0,1274,861,83,126,0,49,9,0,0,0,0,0,0,0
HU_02343,Kincsesbánya,1228,889,4,0,516,236,34,78,11,6,4,0,0,0,0,0,0,0
HU_12636,Kisapostag,1229,936,2,0,479,339,28,67,8,13,0,0,0,0,0,0,0,0
HU_28990,Kisláng,1962,1067,10,0,801,142,21,80,7,6,0,0,0,0,0,0,0,0
HU_30650,Kőszárhegy,1306,926,7,0,498,284,33,76,13,12,3,0,0,0,0,0,0,0
HU_34209,Kulcs,2749,1901,15,0,897,750,63,121,15,38,2,0,0,0,0,0,0,0
HU_07506,Lajoskomárom,1760,1150,13,0,689,301,33,104,8,2,0,0,0,0,0,0,0,0
HU_07269,Lepsény,2468,1564,19,0,964,318,34,210,11,8,0,0,0,0,0,0,0,0
HU_19114,Lovasberény,2145,1541,15,0,939,384,42,137,0,23,1,0,0,0,0,0,0,0
HU_27678,Magyaralmás,1273,1025,15,0,624,270,32,63,8,11,2,0,0,0,0,0,0,0
HU_04659,Martonvásár,4346,3292,31,0,1790,1148,112,153,0,44,14,0,0,0,0,0,0,0
HU_23490,Mány,1904,1328,22,0,901,296,32,57,0,17,3,0,0,0,0,0,0,0
HU_16948,Mátyásdomb,582,375,8,0,258,73,5,21,4,6,0,0,0,0,0,0,0,0
HU_17552,Mezőfalva,3713,2236,30,0,1163,734,56,198,31,24,0,0,0,0,0,0,0,0
HU_05689,Mezőkomárom,709,451,5,0,308,86,9,34,7,2,0,0,0,0,0,0,0,0
HU_06576,Mezőszentgyörgy,1018,549,17,0,362,100,12,49,4,5,0,0,0,0,0,0,0,0
HU_29036,Mezőszilas,1649,960,13,0,684,175,28,44,7,9,0,0,0,0,0,0,0,0
HU_25715,Moha,436,330,2,0,159,96,20,40,5,7,1,0,0,0,0,0,0,0
HU_18485,Mór,10759,8117,101,0,4460,2288,210,905,79,51,23,0,0,0,0,0,0,0
HU_27599,Nadap,529,432,12,0,236,133,24,21,0,6,0,0,0,0,0,0,0,0
HU_07001,Nagykarácsony,1105,720,10,0,470,160,16,49,9,6,0,0,0,0,0,0,0,0
HU_32364,Nagylók,823,490,7,0,282,144,12,33,11,1,0,0,0,0,0,0,0,0
HU_23588,Nagyveleg,509,388,2,0,285,52,7,32,6,2,2,0,0,0,0,0,0,0
