gisco_id,name,registered,turnout,invalid,blank,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,MAGYAR KÉTFARKÚ KUTYA PÁRT,MI HAZÁNK MOZGALOM,NORMÁLIS ÉLET PÁRTJA,MEGOLDÁS MOZGALOM,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,Független jelölt,VALÓDI DEMOKRATA PÁRT,A MI PÁRTUNK - IMA,ZÖLDEK PÁRTJA,MAGYAR LIBERÁLIS PÁRT - LIBERÁLISOK,MAGYAR SZEGÉNYEK ÉS DOLGOZÓK DEMOKRATIKUS SZERVEZETE,POLGÁRI VÁLASZ MOZGALOM
HU_28608,Drávaszabolcs,541,340,8,0,218,93,8,11,0,1,0,1,0,0,0,0,0,0
HU_30030,Drávaszerdahely,140,96,2,0,52,29,1,10,0,1,0,1,0,0,0,0,0,0
HU_21698,Drávasztára,306,177,5,0,136,29,2,5,0,0,0,0,0,0,0,0,0,0
HU_09186,Dunaszekcső,1494,854,5,0,571,200,0,58,0,15,5,0,0,0,0,0,0,0
HU_28918,Egerág,763,542,5,0,288,185,0,47,0,14,3,0,0,0,0,0,0,0
HU_16498,Egyházasharaszti,235,153,7,0,122,17,0,3,0,3,1,0,0,0,0,0,0,0
HU_27401,Egyházaskozár,578,372,7,0,156,152,0,45,0,8,4,0,0,0,0,0,0,0
HU_06099,Ellend,172,108,4,0,59,30,3,8,1,1,0,2,0,0,0,0,0,0
HU_28273,Endrőc,287,173,6,0,127,30,1,8,0,1,0,0,0,0,0,0,0,0
HU_25821,Erdősmárok,54,43,1,0,35,5,0,1,0,1,0,0,0,0,0,0,0,0
HU_18704,Erdősmecske,278,174,0,0,137,26,0,9,0,0,2,0,0,0,0,0,0,0
HU_13499,Erzsébet,230,140,2,0,83,34,0,18,0,3,0,0,0,0,0,0,0,0
HU_17835,Fazekasboda,152,103,4,0,74,18,0,6,0,1,0,0,0,0,0,0,0,0
HU_04543,Feked,151,128,1,0,73,46,0,5,0,3,0,0,0,0,0,0,0,0
HU_13286,Felsőegerszeg,108,72,3,0,51,13,2,2,0,0,0,1,0,0,0,0,0,0
HU_08819,Felsőszentmárton,670,431,8,0,295,87,11,19,0,3,0,8,0,0,0,0,0,0
HU_07560,Garé,228,153,3,0,84,54,3,6,0,3,0,0,0,0,0,0,0,0
HU_12751,Gerde,397,219,5,0,148,40,5,7,0,2,0,12,0,0,0,0,0,0
HU_02857,Geresdlak,596,393,4,0,265,102,0,18,0,3,1,0,0,0,0,0,0,0
HU_13347,Gerényes,149,80,1,0,69,9,0,1,0,0,0,0,0,0,0,0,0,0
HU_18333,Gilvánfa,249,132,1,0,118,7,4,0,0,2,0,0,0,0,0,0,0,0
HU_33084,Gordisa,227,128,1,0,89,24,3,8,0,1,0,2,0,0,0,0,0,0
HU_33233,Gödre,616,403,4,0,318,53,1,23,0,2,0,2,0,0,0,0,0,0
HU_30438,Görcsöny,1264,798,11,0,448,220,32,62,0,6,0,19,0,0,0,0,0,0
HU_09636,Görcsönydoboka,298,177,3,0,96,54,0,22,0,2,0,0,0,0,0,0,0,0
HU_18315,Gyód,592,410,3,0,236,111,21,24,3,2,0,10,0,0,0,0,0,0
HU_28404,Gyöngyfa,105,75,1,0,60,11,0,3,0,0,0,0,0,0,0,0,0,0
HU_22664,Gyöngyösmellék,218,112,3,0,85,20,2,0,0,2,0,0,0,0,0,0,0,0
HU_21528,Harkány,3952,2657,20,0,1587,768,70,166,0,14,0,32,0,0,0,0,0,0
HU_27881,Hásságy,253,189,1,0,127,38,11,5,1,0,3,3,0,0,0,0,0,0
HU_30951,Hegyhátmaróc,111,72,2,0,34,24,0,8,0,2,2,0,0,0,0,0,0,0
HU_21023,Hegyszentmárton,339,212,2,0,136,49,3,15,0,6,0,1,0,0,0,0,0,0
HU_17190,Helesfa,289,154,6,0,91,32,7,10,0,3,0,5,0,0,0,0,0,0
HU_07126,Hetvehely,359,246,4,0,159,53,13,9,0,4,0,4,0,0,0,0,0,0
HU_06798,Hidas,1655,1083,21,0,632,312,0,90,0,19,9,0,0,0,0,0,0,0
HU_27933,Himesháza,809,565,6,0,340,182,0,33,0,3,1,0,0,0,0,0,0,0
HU_03285,Hirics,171,88,2,0,74,8,0,1,0,2,0,1,0,0,0,0,0,0
HU_33932,Hobol,773,498,8,0,266,172,10,33,0,1,0,8,0,0,0,0,0,0
HU_29966,Homorúd,459,282,7,0,197,33,0,41,0,3,1,0,0,0,0,0,0,0
HU_23074,Horváthertelend,42,28,0,0,22,5,0,1,0,0,0,0,0,0,0,0,0,0
HU_30836,Hosszúhetény,2694,1899,29,0,928,741,0,149,0,40,12,0,0,0,0,0,0,0
HU_31431,Husztót,38,32,0,0,24,5,1,2,0,0,0,0,0,0,0,0,0,0
HU_33066,Ibafa,152,93,0,0,70,17,2,2,0,2,0,0,0,0,0,0,0,0
HU_31936,Illocska,198,117,3,0,83,27,0,1,0,2,1,0,0,0,0,0,0,0
HU_29948,Ipacsfa,174,125,2,0,83,26,4,10,0,0,0,0,0,0,0,0,0,0
HU_03337,Ivánbattyán,88,63,2,0,45,15,0,1,0,0,0,0,0,0,0,0,0,0
HU_03346,Ivándárda,178,127,1,0,67,43,0,13,0,2,1,0,0,0,0,0,0,0
HU_04297,Kacsóta,209,135,4,0,92,34,0,4,0,0,0,1,0,0,0,0,0,0
HU_06965,Katádfa,118,71,2,0,55,12,0,0,0,2,0,0,0,0,0,0,0,0
HU_06415,Kákics,160,94,6,0,74,7,0,6,0,1,0,0,0,0,0,0,0,0
HU_05999,Kárász,256,176,0,0,90,61,0,14,0,10,1,0,0,0,0,0,0,0
HU_17464,Kásád,225,148,0,0,103,35,0,8,0,1,1,0,0,0,0,0,0,0
HU_19132,Kátoly,243,165,0,0,101,41,0,16,0,6,1,0,0,0,0,0,0,0
HU_06789,Kemse,48,38,3,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0
HU_03832,Keszü,1096,817,11,0,331,356,24,63,5,10,2,15,0,0,0,0,0,0
HU_16805,Kékesd,141,98,1,0,62,20,0,12,0,3,0,0,0,0,0,0,0,0
HU_10542,Kémes,367,253,3,0,148,80,5,10,0,2,0,5,0,0,0,0,0,0
HU_08572,Kétújfalu,532,328,4,0,209,83,12,13,0,4,0,3,0,0,0,0,0,0
HU_20552,Királyegyháza,697,401,5,0,263,85,7,16,0,1,0,24,0,0,0,0,0,0
HU_18908,Kisasszonyfa,156,106,4,0,72,19,1,5,0,0,0,5,0,0,0,0,0,0
HU_05722,Kisbeszterce,56,42,0,0,29,12,0,1,0,0,0,0,0,0,0,0,0,0
HU_22868,Kisbudmér,78,49,2,0,38,5,0,3,0,0,1,0,0,0,0,0,0,0
HU_11183,Kisdér,90,62,0,0,44,9,0,6,0,2,0,1,0,0,0,0,0,0
HU_33905,Kisdobsza,184,118,5,0,87,19,2,4,0,0,0,1,0,0,0,0,0,0
HU_06831,Kishajmás,140,84,2,0,59,21,2,0,0,0,0,0,0,0,0,0,0,0
HU_27021,Kisharsány,388,235,2,0,147,66,0,11,0,8,1,0,0,0,0,0,0,0
HU_16975,Kisherend,162,113,2,0,79,19,0,9,0,3,1,0,0,0,0,0,0,0
HU_12849,Kisjakabfalva,92,50,0,0,38,11,0,0,0,1,0,0,0,0,0,0,0,0
HU_19910,Kiskassa,188,129,1,0,81,34,0,10,0,3,0,0,0,0,0,0,0,0
HU_21616,Kislippó,236,145,3,0,74,59,0,6,0,3,0,0,0,0,0,0,0,0
HU_33215,Kisnyárád,141,87,1,0,61,16,0,5,0,2,2,0,0,0,0,0,0,0
HU_08651,Kisszentmárton,205,114,5,0,88,13,1,5,0,1,0,1,0,0,0,0,0,0
HU_12353,Kistamási,102,47,1,0,40,4,0,1,0,1,0,0,0,0,0,0,0,0
HU_03151,Kistapolca,161,98,2,0,67,22,0,6,0,1,0,0,0,0,0,0,0,0
HU_10746,Kistótfalu,251,156,5,0,83,45,7,12,0,1,0,3,0,0,0,0,0,0
HU_09548,Kisvaszar,237,121,2,0,103,8,0,4,0,0,0,4,0,0,0,0,0,0
HU_26408,Komló,20778,12401,232,0,5827,4983,323,633,155,110,91,47,0,0,0,0,0,0
HU_24226,Kovácshida,197,132,2,0,92,28,4,4,0,0,0,2,0,0,0,0,0,0
HU_14517,Kovácsszénája,50,43,2,0,25,11,2,3,0,0,0,0,0,0,0,0,0,0
HU_06336,Kozármisleny,4950,3777,40,0,1707,1499,143,200,30,66,28,64,0,0,0,0,0,0
HU_08110,Kórós,157,86,2,0,76,6,0,2,0,0,0,0,0,0,0,0,0,0
HU_25247,Köblény,168,99,4,0,64,18,0,7,0,5,1,0,0,0,0,0,0,0
HU_03540,Kökény,539,387,1,0,176,133,26,26,5,3,0,17,0,0,0,0,0,0
HU_17899,Kölked,776,442,8,0,320,86,0,22,0,3,3,0,0,0,0,0,0,0
HU_15538,Kővágószőlős,1340,857,12,0,481,274,32,35,3,7,8,5,0,0,0,0,0,0
HU_06479,Lapáncsa,136,95,1,0,84,7,0,2,0,1,0,0,0,0,0,0,0,0
HU_33330,Lánycsók,1988,1354,18,0,825,343,0,133,0,30,5,0,0,0,0,0,0,0
HU_17604,Liget,299,193,4,0,96,65,10,13,0,3,0,2,0,0,0,0,0,0
HU_22974,Lippó,397,258,3,0,157,64,0,25,0,7,2,0,0,0,0,0,0,0
HU_10038,Liptód,145,92,3,0,60,15,0,11,0,3,0,0,0,0,0,0,0,0
HU_31389,Lothárd,196,132,1,0,71,40,8,7,0,2,2,1,0,0,0,0,0,0
HU_24624,Lovászhetény,224,128,1,0,81,33,0,11,0,1,1,0,0,0,0,0,0,0
HU_18865,Lúzsok,156,89,2,0,75,10,0,1,0,0,0,1,0,0,0,0,0,0
HU_25177,Magyarbóly,735,464,2,0,338,93,0,27,0,3,1,0,0,0,0,0,0,0
HU_29753,Magyaregregy,568,391,6,0,204,124,0,33,0,22,2,0,0,0,0,0,0,0
HU_05430,Magyarhertelend,500,349,3,0,164,146,3,24,0,5,0,4,0,0,0,0,0,0
HU_23542,Magyarlukafa,65,45,0,0,32,7,3,2,0,1,0,0,0,0,0,0,0,0
HU_05412,Magyarmecske,230,158,1,0,120,31,0,4,0,0,0,2,0,0,0,0,0,0
HU_27067,Magyarsarlós,243,178,2,0,110,33,3,24,0,1,1,4,0,0,0,0,0,0
HU_22600,Magyarszék,814,570,12,0,286,193,14,49,0,6,0,10,0,0,0,0,0,0
HU_04385,Magyartelek,152,103,1,0,69,16,6,3,0,1,0,7,0,0,0,0,0,0
HU_27863,Majs,741,482,3,0,279,138,0,48,0,13,1,0,0,0,0,0,0,0
HU_29920,Maráza,153,89,2,0,58,21,0,2,0,5,1,0,0,0,0,0,0,0
HU_16443,Markóc,45,33,0,0,29,3,0,1,0,0,0,0,0,0,0,0,0,0
HU_15219,Marócsa,63,47,1,0,41,3,0,1,0,0,0,1,0,0,0,0,0,0
HU_02228,Martonfa,191,152,2,0,70,53,0,23,0,3,1,0,0,0,0,0,0,0
HU_15051,Matty,245,163,1,0,132,21,3,4,0,1,0,1,0,0,0,0,0,0
HU_06813,Mágocs,1816,1165,13,0,640,432,0,57,0,19,4,0,0,0,0,0,0,0
HU_33923,Mánfa,636,425,6,0,189,170,22,22,2,1,5,8,0,0,0,0,0,0
HU_09450,Márfa,149,107,1,0,68,27,2,7,0,1,0,1,0,0,0,0,0,0
HU_14483,Máriakéménd,408,219,4,0,138,58,0,13,0,6,0,0,0,0,0,0,0,0
HU_20659,Márok,350,253,2,0,202,36,0,10,0,2,1,0,0,0,0,0,0,0
HU_33756,Máza,947,596,9,0,288,225,0,56,0,16,2,0,0,0,0,0,0,0
HU_13444,Mecseknádasd,1282,881,8,0,507,307,0,49,0,9,1,0,0,0,0,0,0,0
HU_11402,Mecsekpölöske,335,210,2,0,121,60,14,8,0,3,0,2,0,0,0,0,0,0
HU_30492,Mekényes,221,136,7,0,66,49,0,8,0,6,0,0,0,0,0,0,0,0
HU_07737,Merenye,184,136,3,0,107,24,0,2,0,0,0,0,0,0,0,0,0,0
HU_03470,Meződ,101,59,2,0,33,14,1,8,0,1,0,0,0,0,0,0,0,0
HU_16285,Mindszentgodisa,604,383,7,0,261,95,2,11,0,3,0,4,0,0,0,0,0,0
HU_23959,Mohács,16118,10967,146,0,6090,3543,0,980,0,173,35,0,0,0,0,0,0,0
HU_29522,Molvány,142,91,0,0,56,21,0,10,0,1,0,3,0,0,0,0,0,0
HU_16027,Monyoród,140,101,2,0,54,37,0,7,0,0,1,0,0,0,0,0,0,0
HU_29540,Mozsgó,689,401,11,0,251,90,9,32,0,3,0,5,0,0,0,0,0,0
HU_03984,Nagybudmér,142,109,0,0,85,15,0,6,0,3,0,0,0,0,0,0,0,0
HU_18111,Nagycsány,103,73,2,0,32,35,0,3,0,0,0,1,0,0,0,0,0,0
HU_33899,Nagydobsza,442,222,9,0,151,40,5,11,0,0,0,6,0,0,0,0,0,0
HU_12858,Nagyhajmás,230,138,8,0,81,32,0,14,0,3,0,0,0,0,0,0,0,0
HU_02653,Nagyharsány,1147,700,11,0,448,178,0,36,0,25,2,0,0,0,0,0,0,0
HU_10940,Nagykozár,1547,1193,10,0,544,420,61,75,23,36,10,14,0,0,0,0,0,0
HU_14650,Nagynyárád,554,415,3,0,315,67,0,19,0,10,1,0,0,0,0,0,0,0
HU_19877,Nagypall,293,197,4,0,143,32,0,13,0,3,2,0,0,0,0,0,0,0
HU_27164,Nagypeterd,527,347,2,0,166,138,13,21,0,3,0,4,0,0,0,0,0,0
HU_28927,Nagytótfalu,255,177,5,0,125,44,0,3,0,0,0,0,0,0,0,0,0,0
HU_14191,Nagyváty,237,182,7,0,134,26,3,8,0,1,0,3,0,0,0,0,0,0
HU_18236,Nemeske,188,131,7,0,85,29,4,4,0,1,0,1,0,0,0,0,0,0
HU_26329,Nyugotszenterzsébet,178,105,2,0,55,37,3,4,0,2,0,2,0,0,0,0,0,0
HU_20686,Okorág,114,61,1,0,47,10,1,1,0,0,0,1,0,0,0,0,0,0
HU_08341,Okorvölgy,63,44,0,0,31,8,1,1,0,1,0,2,0,0,0,0,0,0
HU_18555,Olasz,478,338,2,0,191,111,0,27,0,6,1,0,0,0,0,0,0,0
HU_21704,Old,230,151,9,0,132,8,0,2,0,0,0,0,0,0,0,0,0,0
HU_11730,Orfű,860,620,8,0,269,260,33,21,5,10,7,7,0,0,0,0,0,0
HU_04482,Oroszló,235,153,5,0,88,39,3,13,0,2,0,3,0,0,0,0,0,0
HU_12645,Óbánya,99,80,2,0,42,28,0,8,0,0,0,0,0,0,0,0,0,0
HU_03780,Ócsárd,311,201,1,0,115,52,4,20,0,3,0,6,0,0,0,0,0,0
HU_19646,Ófalu,275,220,3,0,148,46,0,19,0,4,0,0,0,0,0,0,0,0
HU_18661,Ózdfalu,118,79,4,0,44,20,1,6,0,0,0,4,0,0,0,0,0,0
HU_23764,Palé,66,48,0,0,33,11,1,2,0,0,0,1,0,0,0,0,0,0
HU_07153,Palkonya,210,145,0,0,92,44,0,6,0,3,0,0,0,0,0,0,0,0
HU_10135,Palotabozsok,661,491,3,0,336,105,0,43,0,4,0,0,0,0,0,0,0,0
HU_17792,Patapoklosi,256,160,7,0,123,23,3,4,0,0,0,0,0,0,0,0,0,0
HU_07010,Páprád,135,108,2,0,66,17,1,22,0,0,0,0,0,0,0,0,0,0
HU_16115,Pellérd,1871,1333,11,0,572,555,49,107,0,13,0,26,0,0,0,0,0,0
HU_12867,Pereked,131,104,2,0,71,15,4,10,1,0,0,1,0,0,0,0,0,0
HU_32425,Peterd,173,119,1,0,80,28,0,9,0,1,0,0,0,0,0,0,0,0
HU_29762,Pettend,106,68,1,0,49,12,3,2,0,0,0,1,0,0,0,0,0,0
HU_19415,Pécs,114678,80483,954,0,33342,34623,3330,4259,677,774,423,2101,0,0,0,0,0,0
HU_21519,Pécsbagota,83,51,0,0,29,10,0,5,0,0,0,7,0,0,0,0,0,0
HU_15389,Pécsdevecser,80,48,0,0,25,19,0,2,0,2,0,0,0,0,0,0,0,0
HU_21096,Pécsudvard,622,466,11,0,218,164,16,32,5,7,2,11,0,0,0,0,0,0
HU_10825,Pécsvárad,3183,2235,32,0,1298,712,0,149,0,32,12,0,0,0,0,0,0,0
HU_23506,Piskó,177,141,0,0,139,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_17242,Pogány,1038,752,19,0,329,270,47,41,6,9,4,27,0,0,0,0,0,0
HU_22266,Pócsa,141,91,3,0,64,19,0,1,0,3,1,0,0,0,0,0,0,0
HU_11518,Rádfalva,160,116,7,0,76,15,4,8,0,4,0,2,0,0,0,0,0,0
HU_25292,Regenye,140,71,1,0,39,20,6,5,0,0,0,0,0,0,0,0,0,0
HU_24855,Romonya,433,329,1,0,163,103,16,36,1,2,0,7,0,0,0,0,0,0
HU_04516,Rózsafa,258,155,5,0,91,37,4,5,0,3,0,10,0,0,0,0,0,0
HU_18050,Sámod,156,118,6,0,86,17,0,4,0,0,0,5,0,0,0,0,0,0
HU_20862,Sárok,91,62,3,0,44,14,0,0,0,1,0,0,0,0,0,0,0,0
HU_32160,Sásd,2432,1546,18,0,922,482,25,75,0,9,0,15,0,0,0,0,0,0
HU_33482,Sátorhely,513,355,1,0,220,83,0,35,0,9,7,0,0,0,0,0,0,0
HU_28741,Sellye,2143,1325,16,0,725,462,31,63,0,5,0,23,0,0,0,0,0,0
HU_05519,Siklós,7499,4819,83,0,2616,1694,102,243,0,39,0,42,0,0,0,0,0,0
HU_23205,Siklósbodony,103,67,2,0,61,2,1,1,0,0,0,0,0,0,0,0,0,0
HU_08800,Siklósnagyfalu,302,169,1,0,156,7,0,2,0,3,0,0,0,0,0,0,0,0
HU_23472,Somberek,1202,835,14,0,493,220,0,81,0,11,16,0,0,0,0,0,0,0
HU_23807,Somogyapáti,362,225,4,0,123,81,5,10,0,0,0,2,0,0,0,0,0,0
HU_25070,Somogyhatvan,246,138,2,0,85,47,2,1,0,0,0,1,0,0,0,0,0,0
HU_29142,Somogyhárságy,303,195,7,0,126,42,5,12,0,2,0,1,0,0,0,0,0,0
HU_21281,Somogyviszló,166,95,1,0,70,20,1,3,0,0,0,0,0,0,0,0,0,0
HU_31714,Sósvertike,121,91,6,0,68,14,0,2,0,1,0,0,0,0,0,0,0,0
HU_02547,Sumony,330,200,3,0,171,19,3,2,0,0,0,2,0,0,0,0,0,0
HU_15079,Szabadszentkirály,644,423,7,0,239,90,5,19,0,2,0,61,0,0,0,0,0,0
HU_08475,Szajk,622,473,4,0,328,113,0,25,0,3,0,0,0,0,0,0,0,0
HU_09007,Szalatnak,244,150,5,0,88,44,0,8,0,4,1,0,0,0,0,0,0,0
HU_22257,Szalánta,926,644,7,0,379,166,28,46,0,6,0,12,0,0,0,0,0,0
HU_34032,Szaporca,175,123,2,0,92,21,4,3,0,0,0,1,0,0,0,0,0,0
HU_31060,Szava,254,144,1,0,115,14,3,8,0,1,0,2,0,0,0,0,0,0
HU_27508,Szágy,93,67,1,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_07366,Szárász,37,24,0,0,6,12,0,4,0,2,0,0,0,0,0,0,0,0
HU_33765,Szászvár,1885,1196,17,0,550,518,0,84,0,22,5,0,0,0,0,0,0,0
HU_03018,Szebény,270,174,4,0,122,36,0,11,0,1,0,0,0,0,0,0,0,0
HU_05607,Szederkény,1429,933,43,0,562,250,0,64,0,12,2,0,0,0,0,0,0,0
HU_16984,Szellő,110,57,2,0,39,10,0,4,0,2,0,0,0,0,0,0,0,0
HU_09308,Szemely,392,256,4,0,130,74,13,23,3,4,4,1,0,0,0,0,0,0
HU_32009,Szentdénes,241,145,2,0,116,22,0,4,0,0,0,1,0,0,0,0,0,0
HU_33613,Szentegát,268,179,11,0,116,42,6,4,0,0,0,0,0,0,0,0,0,0
HU_09803,Szentkatalin,75,49,0,0,34,9,0,6,0,0,0,0,0,0,0,0,0,0
HU_16355,Szentlászló,606,391,5,0,224,117,9,25,0,4,0,7,0,0,0,0,0,0
HU_15866,Szentlőrinc,5063,3401,40,0,1902,1029,101,220,0,21,0,88,0,0,0,0,0,0
HU_16771,Székelyszabar,433,280,3,0,190,60,0,18,0,7,2,0,0,0,0,0,0,0
HU_26578,Szigetvár,9724,6670,64,0,3207,2709,203,342,0,49,0,96,0,0,0,0,0,0
