gisco_id,name,registered,turnout,invalid,blank,SZDSZ-A MAGYAR LIBERÁLIS PÁRT,MIÉP-Jobbik,"FIDESZ,KDNP",MDF,MSZP,MUNKÁSPÁRT,CENTRUM,ZÖLDEK PÁRTJA,Független jelölt,SZOCIÁLDEMOKRATA PÁRT,MCF ROMA ÖSSZEFOGÁS PÁRT,ZÖLDEK SZÖVETSÉGE,MVPP,KERESZTÉNYDEMOKRATAPÁRT,MUNKÁSPÁRT 2006,FÜGGETLEN KISGAZDA NEMZETI E.P,FÜGGETLEN KISGAZDAPÁRT,"MSZP,SZDSZ-A MAGYAR LIBERÁLIS PÁRT","SZDSZ-A MAGYAR LIBERÁLIS PÁRT,MSZP",M NY P,"MDF,M NY P",LÉTALAP PÁRT,ÉLÕLÁNC,"MDF,FIDESZ,KDNP",SOMOGYÉRT,"MDF,ÖSSZEFOGÁS MEGYÉNKÉRT",MESZ
HU_1528,Vértessomló,1110,793,4,0,52,20,345,0,367,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3126,Vértesszõlõs,2338,1621,20,0,123,42,605,0,819,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2962,Vértestolna,432,295,1,0,11,6,151,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2385,Ászár,1320,821,7,0,26,0,374,25,383,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1642,Alsópetény,547,391,3,0,3,6,154,7,208,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0762,Alsótold,254,193,5,0,4,26,73,6,56,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1365,Balassagyarmat,14094,10195,71,0,595,169,4114,399,4426,251,0,0,0,0,134,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2434,Bánk,611,463,3,0,12,11,226,20,185,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2004,Bárna,918,617,8,0,19,0,217,7,293,58,6,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3353,Bátonyterenye,11296,6893,62,0,129,146,0,0,3940,45,117,0,204,0,84,0,0,45,274,0,0,0,0,0,0,0,0,1847,0,0,0
HU_1201,Becske,516,361,3,0,11,10,190,9,125,2,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0238,Bercel,1628,1028,11,0,10,92,487,28,349,5,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0903,Berkenye,513,402,6,0,11,11,261,14,96,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3291,Bér,357,237,4,0,109,2,0,0,33,0,1,0,2,0,15,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,0
HU_0384,Bokor,116,103,1,0,1,4,52,2,40,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0989,Borsosberény,784,463,7,0,3,3,212,23,193,6,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1423,Buják,1793,962,13,0,100,26,0,0,383,5,2,0,1,0,2,0,0,2,9,0,0,0,0,0,0,0,0,419,0,0,0
HU_0366,Cered,1043,631,9,0,28,0,239,25,310,6,1,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2193,Cserháthaláp,315,219,0,0,6,5,107,9,87,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2259,Cserhátsurány,690,521,5,0,10,9,338,18,116,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3231,Cserhátszentiván,143,117,2,0,1,10,67,5,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2014,Csesztve,275,194,2,0,9,14,102,5,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3027,Csécse,803,453,3,0,7,14,0,0,283,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138,0,0,0
HU_0505,Csitár,387,270,4,0,4,7,141,8,90,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0732,Debercsény,83,63,0,0,3,3,38,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1251,Dejtár,1152,813,6,0,31,10,438,17,279,12,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0674,Diósjenõ,2329,1519,12,0,37,53,823,63,489,9,0,0,0,0,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2443,Dorogháza,1003,684,3,0,12,8,0,0,371,5,5,0,30,0,4,0,0,3,7,0,0,0,0,0,0,0,0,236,0,0,0
HU_0815,Drégelypalánk,1230,860,5,0,13,14,558,24,151,21,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0425,Ecseg,950,574,15,0,6,10,0,0,283,4,1,0,0,0,48,0,0,3,3,0,0,0,0,0,0,0,0,201,0,0,0
HU_1765,Egyházasdengeleg,422,221,4,0,43,1,0,0,75,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,0,0,0
HU_0598,Egyházasgerge,625,427,5,0,8,24,170,13,189,7,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2549,Endrefalva,917,567,9,0,11,7,267,9,218,11,0,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2265,Erdõkürt,478,331,3,0,32,9,0,0,114,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,168,0,0,0
HU_2179,Erdõtarcsa,484,277,7,0,13,10,0,0,131,2,5,0,0,0,13,0,0,2,1,0,0,0,0,0,0,0,0,93,0,0,0
HU_1537,Etes,1174,738,14,0,32,12,259,23,370,18,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2158,Érsekvadkert,3043,2131,14,0,30,29,1335,51,582,14,0,0,0,0,74,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2432,Felsõpetény,544,373,2,0,8,9,211,20,109,5,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3331,Felsõtold,188,155,7,0,1,2,51,2,59,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2566,Galgaguta,613,403,4,0,12,10,236,14,123,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1849,Garáb,61,53,1,0,0,0,34,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0532,Herencsény,573,407,9,0,3,7,239,13,112,8,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0399,Héhalom,857,495,7,0,26,4,0,0,221,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0
HU_3324,Hollókõ,390,329,11,0,6,10,150,8,104,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1320,Hont,451,287,4,0,8,6,168,10,69,18,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1371,Horpács,159,128,2,0,2,2,49,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1687,Hugyag,692,504,9,0,6,1,296,7,172,5,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2683,Iliny,167,119,1,0,1,0,108,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0332,Ipolytarnóc,391,287,4,0,4,5,189,3,74,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2931,Ipolyvece,699,498,8,0,8,9,316,17,111,8,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0871,Jobbágyi,1698,1040,11,0,26,19,0,0,591,6,11,0,5,0,3,0,0,6,13,0,0,0,0,0,0,0,0,349,0,0,0
HU_1862,Karancsalja,1303,885,7,0,44,18,330,36,422,18,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2554,Karancsberény,779,508,3,0,4,11,246,9,224,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0885,Karancskeszi,1562,988,11,0,18,26,439,43,414,21,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2104,Karancslapujtõ,2324,1605,10,0,63,36,676,50,589,66,0,104,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2689,Karancsság,898,484,7,0,11,5,227,11,193,5,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2838,Kazár,1711,1020,20,0,50,0,290,29,521,91,4,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0864,Kálló,1128,600,22,0,9,28,0,0,211,3,1,0,2,0,35,0,0,3,1,0,0,0,0,0,0,0,0,285,0,0,0
HU_3141,Keszeg,577,380,6,0,6,3,211,9,142,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1184,Kétbodony,443,343,3,0,14,4,187,5,125,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2724,Kisbágyon,377,241,3,0,31,3,0,0,137,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63,0,0,0
HU_2629,Kisbárkány,183,126,1,0,0,0,99,8,8,4,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3320,Kisecset,182,128,3,0,6,6,67,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3340,Kishartyán,489,343,4,0,2,5,138,16,167,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1384,Kozárd,162,136,4,0,3,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
HU_1945,Kutasó,93,76,1,0,3,0,38,3,24,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3039,Legénd,408,246,2,0,0,12,120,8,82,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0487,Litke,669,419,10,0,9,10,163,12,185,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2019,Lucfalva,480,319,7,0,4,0,153,14,131,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0277,Ludányhalászi,1008,580,10,0,9,19,295,27,193,9,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2696,Magyargéc,626,486,22,0,4,5,203,14,219,8,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3240,Magyarnándor,994,649,11,0,17,9,273,22,304,7,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1464,Márkháza,191,145,2,0,4,0,94,8,31,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2007,Mátramindszent,751,532,9,0,3,5,0,0,265,1,1,0,2,0,22,0,0,1,8,0,0,0,0,0,0,0,0,215,0,0,0
HU_1937,Mátranovák,1662,1040,9,0,23,25,0,0,567,20,11,0,15,0,21,0,0,2,23,0,0,0,0,0,0,0,0,324,0,0,0
HU_2433,Mátraszele,856,558,13,0,21,0,201,21,244,17,12,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0433,Mátraszõlõs,1310,836,12,0,6,17,0,0,551,0,2,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,240,0,0,0
HU_3352,Mátraterenye,1566,1061,12,0,13,21,0,0,588,22,11,0,9,0,17,0,0,3,30,0,0,0,0,0,0,0,0,335,0,0,0
HU_3010,Mátraverebély,1607,986,23,0,13,14,0,0,464,13,3,0,10,0,94,0,0,1,18,0,0,0,0,0,0,0,0,333,0,0,0
HU_1322,Mihálygerge,571,406,3,0,9,5,203,7,172,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2791,Mohora,771,476,9,0,14,8,208,8,189,14,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1639,Nagybárkány,519,309,6,0,4,0,163,17,98,2,4,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3428,Nagykeresztúr,230,175,2,0,7,0,87,5,66,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2110,Nagylóc,1344,868,14,0,10,38,428,31,333,7,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2398,Nagyoroszi,1696,1070,10,0,36,29,499,25,402,33,0,0,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2758,Nemti,654,442,14,0,6,11,0,0,208,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,188,0,0,0
HU_0979,Nézsa,931,596,13,0,26,11,342,46,150,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0435,Nógrád,1249,907,7,0,23,38,436,48,349,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3230,Nógrádkövesd,603,390,3,0,6,10,160,15,190,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2983,Nógrádmarcal,443,274,2,0,5,2,154,11,83,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1213,Nógrádmegyer,1272,850,21,0,12,9,385,11,389,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0838,Nógrádsáp,776,596,4,0,8,18,383,10,167,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1949,Nógrádsipek,610,390,3,0,2,23,229,20,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2734,Nógrádszakál,496,352,3,0,5,6,154,4,156,1,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2942,Nõtincs,917,651,5,0,11,15,360,35,218,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0324,Õrhalom,912,670,2,0,17,12,362,20,242,7,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1931,Õsagárd,277,213,5,0,3,1,128,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0588,Palotás,1376,929,10,0,137,20,0,0,453,5,5,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,293,0,0,0
HU_0719,Patak,791,600,4,0,9,12,382,19,158,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3388,Patvarc,551,430,4,0,13,0,233,14,150,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0740,Pásztó,8055,5713,37,0,107,122,0,0,2050,74,31,0,12,0,3,0,0,10,14,0,0,0,0,0,0,0,0,3253,0,0,0
HU_1159,Piliny,495,332,8,0,10,9,143,12,133,8,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1786,Pusztaberki,119,96,6,0,1,0,50,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2382,Rétság,2337,1718,13,0,59,114,769,66,657,25,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2888,Rimóc,1431,854,13,0,10,19,478,46,218,11,0,52,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1219,Romhány,1899,1285,12,0,48,34,616,50,509,12,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2578,Salgótarján,35293,23962,221,0,2530,0,8242,1428,10321,634,395,0,0,0,122,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1252,Ságújfalu,784,468,6,0,10,5,180,12,235,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2457,Sámsonháza,216,156,2,0,3,0,105,4,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1488,Sóshartyán,646,403,4,0,2,5,222,13,139,6,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1979,Szalmatercs,383,254,8,0,5,10,135,9,80,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1375,Szanda,564,392,4,0,3,20,187,8,149,2,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1019,Szarvasgede,388,257,4,0,9,5,0,0,155,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0
HU_1532,Szátok,396,287,9,0,6,16,184,6,56,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0450,Szendehely,1206,847,7,0,30,30,462,43,268,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0904,Szente,303,228,2,0,3,5,151,6,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2304,Szécsénke,211,170,8,0,0,3,123,4,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0662,Szécsény,5215,3679,20,0,67,58,1728,286,1486,23,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3301,Szécsényfelfalu,382,254,6,0,7,10,115,4,95,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0795,Szilaspogony,280,220,8,0,6,0,91,1,104,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2163,Szirák,870,519,6,0,127,10,0,0,151,1,4,0,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,157,0,0,0
HU_2819,Szuha,592,436,9,0,17,8,0,0,244,7,5,0,8,0,0,0,0,5,8,0,0,0,0,0,0,0,0,125,0,0,0
HU_1904,Szurdokpüspöki,1694,1050,11,0,20,19,0,0,463,4,7,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,515,0,0,0
HU_1878,Szügy,1186,800,11,0,35,14,304,35,376,21,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3289,Tar,1632,1044,3,0,15,10,0,0,467,5,6,0,2,0,7,0,0,0,4,0,0,0,0,0,0,0,0,525,0,0,0
HU_2417,Tereske,576,365,12,0,5,11,175,15,120,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0484,Terény,360,261,14,0,3,13,149,8,68,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0638,Tolmács,631,452,7,0,15,17,219,13,166,12,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3091,Vanyarc,1067,592,6,0,101,6,0,0,207,2,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,262,0,0,0
HU_2949,Varsány,1374,894,8,0,6,53,464,27,308,6,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1032,Vizslás,1117,711,10,0,51,0,234,29,327,36,4,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2166,Zabar,441,242,3,0,13,0,92,10,110,2,4,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3436,Rákóczibánya,532,342,2,0,7,2,0,0,252,2,2,0,2,0,10,0,0,0,3,0,0,0,0,0,0,0,0,60,0,0,0
HU_2787,Abony,12031,7246,57,0,171,215,3184,232,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0
HU_1857,Acsa,1161,629,9,0,11,15,341,27,213,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3165,Albertirsa,9420,5952,67,0,202,133,2264,516,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2319,Alsónémedi,3750,2505,32,0,122,148,1285,127,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3356,Apaj,951,535,2,0,38,10,183,23,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1618,Aszód,4671,3241,22,0,113,83,1284,168,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
HU_1010,Áporka,916,622,1,0,28,76,226,13,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0913,Bag,3036,2115,16,0,52,59,1056,83,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
HU_1877,Bernecebaráti,749,522,4,0,7,8,365,14,119,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2509,Bénye,971,607,4,0,16,11,287,14,274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0889,Biatorbágy,7824,5864,88,0,470,120,2320,934,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0340,Budajenõ,1145,928,4,0,107,22,459,35,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2346,Budakalász,7941,6031,55,0,476,223,2659,395,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1205,Budakeszi,10402,8268,59,0,868,191,3647,565,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2327,Budaörs,20221,15531,136,0,3467,471,5630,633,5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3202,Bugyi,4025,2491,23,0,96,61,1240,144,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1134,Cegléd,30071,20381,177,0,1030,843,8307,2055,7969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2064,Ceglédbercel,3648,2453,19,0,68,98,883,216,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0518,Csemõ,3103,1744,16,0,63,57,779,142,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1847,Csévharaszt,1424,800,10,0,21,47,385,0,323,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0682,Csobánka,2280,1592,12,0,201,60,706,64,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3311,Csomád,829,556,6,0,54,16,233,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2280,Csömör,6141,4502,39,0,290,173,0,0,1855,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,0,0,0
HU_2698,Csõvár,540,360,2,0,14,5,193,21,116,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0924,Dabas,12787,8243,66,0,179,121,4236,0,3599,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3181,Dánszentmiklós,2169,1330,8,0,39,35,493,67,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1839,Dány,3398,2197,21,0,64,52,1229,105,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
HU_0997,Délegyháza,2139,1284,10,0,91,31,489,68,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2401,Diósd,5555,4431,14,0,441,95,1780,251,1835,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0480,Domony,1523,1019,10,0,85,51,457,41,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
HU_2964,Dömsöd,4720,2833,32,0,104,87,1549,176,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2536,Dunabogdány,2456,1855,18,0,83,40,1137,134,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0958,Dunaharaszti,14154,9995,67,0,1720,271,3509,551,3756,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1861,Dunakeszi,25724,19115,173,0,2002,605,7642,0,8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2053,Dunavarsány,5136,3440,38,0,533,61,1195,136,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2451,Ecser,2785,2076,18,0,128,116,821,93,863,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1348,Erdõkertes,5170,3215,28,0,374,137,1038,124,1450,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3098,Érd,47825,34128,233,0,3892,738,13352,1397,14306,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0912,Farmos,2900,1658,17,0,78,54,788,43,662,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0603,Felsõpakony,2407,1460,13,0,85,35,560,62,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3261,Fót,13841,9912,75,0,843,425,3949,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1329,Galgagyörk,824,507,1,0,15,23,266,12,188,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1950,Galgahévíz,2037,1352,10,0,28,123,593,51,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
HU_2712,Galgamácsa,1530,1025,13,0,60,37,374,69,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
HU_0944,Gomba,2272,1363,14,0,65,16,593,47,624,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
