gisco_id,name,registered,turnout,invalid,blank,SZDSZ-A MAGYAR LIBERÁLIS PÁRT,MIÉP-Jobbik,"FIDESZ,KDNP",MDF,MSZP,MUNKÁSPÁRT,CENTRUM,ZÖLDEK PÁRTJA,Független jelölt,SZOCIÁLDEMOKRATA PÁRT,MCF ROMA ÖSSZEFOGÁS PÁRT,ZÖLDEK SZÖVETSÉGE,MVPP,KERESZTÉNYDEMOKRATAPÁRT,MUNKÁSPÁRT 2006,FÜGGETLEN KISGAZDA NEMZETI E.P,FÜGGETLEN KISGAZDAPÁRT,"MSZP,SZDSZ-A MAGYAR LIBERÁLIS PÁRT","SZDSZ-A MAGYAR LIBERÁLIS PÁRT,MSZP",M NY P,"MDF,M NY P",LÉTALAP PÁRT,ÉLÕLÁNC,"MDF,FIDESZ,KDNP",SOMOGYÉRT,"MDF,ÖSSZEFOGÁS MEGYÉNKÉRT",MESZ
HU_0983,Szemere,274,150,3,0,0,0,60,0,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0807,Szendrõ,3111,1803,18,0,34,0,804,75,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2745,Szendrõlád,1119,693,8,0,29,0,255,9,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2216,Szentistván,2202,1508,18,0,22,25,677,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0848,Szentistvánbaksa,232,152,0,0,2,0,85,0,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3073,Szerencs,8189,5869,29,0,98,99,2476,114,3033,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2135,Szikszó,4748,3365,19,0,45,0,1990,0,1270,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2087,Szin,514,290,3,0,8,0,187,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1149,Szinpetri,202,120,0,0,7,0,54,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0949,Szirmabesenyõ,3847,2628,26,0,79,0,863,117,1522,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1889,Szomolya,1324,903,18,0,17,20,514,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1617,Szögliget,675,386,4,0,9,0,222,17,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0788,Szõlõsardó,129,101,1,0,1,0,35,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0316,Szuhafõ,141,125,1,0,4,0,44,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1111,Szuhakálló,826,529,6,0,13,7,162,14,320,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2460,Szuhogy,955,637,6,0,16,0,398,17,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0370,Taktabáj,431,266,2,0,5,5,110,2,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1824,Taktaharkány,3022,1891,14,0,24,22,744,16,1068,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2878,Taktakenéz,839,519,15,0,5,9,255,4,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0313,Taktaszada,1525,794,16,0,8,15,260,8,486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2174,Tarcal,2485,1479,12,0,39,45,671,36,673,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0816,Tard,1213,826,7,0,14,26,602,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1478,Tardona,918,569,10,0,27,3,227,18,275,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1221,Tállya,1736,1125,8,0,28,12,315,12,748,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1376,Telkibánya,526,383,7,0,2,0,207,0,157,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2863,Teresztenye,30,27,0,0,1,0,9,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3044,Tibolddaróc,1211,712,12,0,296,7,254,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0229,Tiszabábolna,399,277,5,0,4,8,160,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2913,Tiszacsermely,446,230,3,0,4,4,109,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0371,Tiszadorogma,399,224,2,0,8,8,48,0,116,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1397,Tiszakarád,1880,1043,17,0,4,19,551,10,439,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1388,Tiszakeszi,2079,1087,29,0,35,17,450,0,534,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1938,Tiszaladány,577,425,6,0,2,12,256,3,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2839,Tiszalúc,4179,2031,23,0,91,43,757,0,1072,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0863,Tiszapalkonya,1196,712,3,0,50,10,209,0,418,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3029,Tiszatardos,213,152,0,0,1,2,75,7,63,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3037,Tiszatarján,1038,497,7,0,17,9,207,0,233,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2835,Tiszaújváros,14243,9916,39,0,1226,168,2332,0,5528,267,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1097,Tiszavalk,313,233,3,0,5,9,111,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1830,Tokaj,3396,2340,29,0,58,277,936,35,998,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2805,Tolcsva,1532,1031,12,0,27,15,578,46,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1489,Tomor,227,166,7,0,4,0,108,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1690,Tornabarakony,29,23,1,0,0,0,13,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1037,Tornakápolna,23,19,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1880,Tornanádaska,343,142,1,0,3,0,87,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2783,Tornaszentandrás,228,168,1,0,3,0,67,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3051,Tornaszentjakab,210,147,4,0,0,0,84,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2905,Tornyosnémeti,472,320,7,0,7,0,206,0,95,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0491,Trizs,220,176,1,0,5,0,73,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1835,Uppony,318,186,0,0,6,4,64,3,106,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1248,Újcsanálos,656,372,2,0,7,7,159,11,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0722,Vadna,501,336,3,0,15,0,91,13,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3000,Vajdácska,1002,575,7,0,4,26,356,29,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2181,Varbó,933,599,5,0,30,7,184,27,335,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1014,Varbóc,57,46,0,0,1,0,25,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3007,Vatta,780,460,5,0,17,8,239,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2915,Vágáshuta,82,65,5,0,0,6,37,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1514,Vámosújfalu,682,513,3,0,8,12,307,8,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1158,Vilmány,934,642,9,0,2,0,273,0,354,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1298,Vilyvitány,227,169,2,0,0,4,143,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0509,Viss,572,254,5,0,4,6,69,6,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0395,Viszló,78,62,1,0,2,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2108,Vizsoly,669,460,4,0,3,0,291,0,154,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1561,Zalkod,256,210,16,0,1,5,83,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0306,Zádorfalva,367,233,2,0,1,0,83,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3160,Zemplénagárd,665,342,8,0,2,27,177,4,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1927,Ziliz,318,210,7,0,11,7,80,10,93,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1102,Zsujta,162,105,0,0,3,0,57,0,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1910,Zubogy,481,310,3,0,1,0,117,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3424,Algyõ,4332,2704,32,0,0,0,916,163,0,0,0,43,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0
HU_1619,Ambrózfalva,412,260,4,0,5,0,103,0,124,4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1425,Apátfalva,2652,1433,26,0,23,0,752,0,594,9,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1906,Árpádhalom,475,284,1,0,14,0,154,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1033,Ásotthalom,3352,1961,32,0,0,15,1195,81,0,0,17,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0
HU_2910,Baks,1809,833,24,0,13,0,306,40,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2367,Balástya,2762,1617,17,0,57,0,1020,88,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0819,Bordány,2489,1476,18,0,0,0,637,55,0,0,0,12,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0
HU_0212,Csanádalberti,401,261,6,0,15,0,127,0,107,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0537,Csanádpalota,2591,1403,28,0,51,0,702,0,544,19,47,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2229,Csanytelek,2376,1221,16,0,35,0,575,52,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3228,Csengele,1603,898,14,0,19,0,655,43,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0511,Csongrád,14783,9598,143,0,329,0,4747,331,4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0783,Derekegyház,1356,878,10,0,56,0,337,0,457,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2407,Deszk,2640,1859,16,0,0,0,630,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0
HU_1338,Domaszék,3467,2326,36,0,0,28,1318,100,0,0,21,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0
HU_3053,Dóc,588,337,8,0,12,0,164,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2299,Eperjes,531,331,4,0,22,0,164,0,129,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1997,Fábiánsebestyén,1870,1125,8,0,61,0,455,0,581,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2264,Felgyõ,1081,652,5,0,17,0,383,7,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1899,Ferencszállás,543,339,5,0,4,0,118,0,204,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3302,Forráskút,1715,1060,12,0,13,0,547,245,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0921,Földeák,2670,1544,20,0,29,0,572,0,850,19,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0831,Hódmezõvásárhely,38021,26243,215,0,799,512,12383,1029,4222,310,100,270,6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1366,Királyhegyes,528,333,4,0,1,0,197,0,115,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3102,Kistelek,6185,3900,56,0,67,0,2279,168,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2666,Kiszombor,3403,1856,27,0,49,0,799,0,902,16,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0825,Klárafalva,393,232,6,0,3,0,111,0,103,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0995,Kövegy,365,164,3,0,4,0,64,0,79,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1441,Kübekháza,1264,793,5,0,0,0,246,0,0,0,0,24,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0
HU_0596,Magyarcsanád,1186,641,10,0,12,0,299,0,289,19,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0735,Makó,20439,12719,132,0,346,0,5005,0,6699,152,283,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1051,Maroslele,1734,1005,19,0,25,0,493,0,410,10,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2573,Mártély,1011,744,7,0,6,5,184,9,56,5,2,1,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2155,Mindszent,5976,3748,43,0,55,59,1963,53,725,25,175,15,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0434,Mórahalom,4616,3308,39,0,0,46,2169,125,0,0,33,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0
HU_2091,Nagyér,466,260,3,0,8,0,143,0,99,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1277,Nagylak,494,317,2,0,5,0,95,0,200,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1723,Nagymágocs,2706,1469,18,0,108,0,613,0,714,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2917,Nagytõke,390,231,6,0,21,0,103,0,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0775,Óföldeák,443,244,6,0,3,0,89,0,143,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1279,Ópusztaszer,1580,826,21,0,29,0,316,51,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3107,Öttömös,639,432,9,0,0,14,213,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0
HU_0628,Pitvaros,1273,796,11,0,20,0,310,0,416,19,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0635,Pusztamérges,997,621,10,0,0,22,296,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0
HU_2859,Pusztaszer,1255,735,17,0,10,0,355,38,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1316,Röszke,2603,1506,22,0,0,22,698,80,0,0,27,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0
HU_0396,Ruzsa,2169,1365,34,0,0,6,805,68,0,0,11,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0
HU_3170,Sándorfalva,6424,3988,41,0,131,0,1531,197,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1200,Szatymaz,3565,2132,23,0,61,0,914,173,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3336,Szeged,129387,91103,997,0,0,437,32542,3019,0,0,503,1843,0,0,0,0,0,0,0,0,0,37270,14492,0,0,0,0,0,0,0,0
HU_3248,Szegvár,3954,2574,36,0,141,0,1515,0,843,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1445,Szentes,24343,16131,148,0,953,0,6298,0,8515,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1226,Székkutas,2006,1396,26,0,21,17,730,25,331,19,4,6,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1696,Tiszasziget,1372,981,7,0,0,0,628,0,0,0,0,13,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0
HU_2590,Tömörkény,1585,921,16,0,39,0,438,36,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1492,Újszentiván,1224,910,6,0,0,0,436,0,0,0,0,16,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0
HU_2141,Üllés,2612,1527,23,0,0,0,758,80,0,0,0,18,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0
HU_0554,Zákányszék,2252,1562,20,0,0,24,1055,72,0,0,13,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0
HU_1776,Zsombó,2532,1655,9,0,0,0,745,100,0,0,0,29,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0
HU_1737,Aba,3422,1953,21,0,42,20,1038,91,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0892,Adony,3032,2058,9,0,51,0,744,64,1163,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
HU_2682,Alap,1579,911,9,0,30,8,518,44,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1517,Alcsútdoboz,1157,815,8,0,12,13,580,30,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_2528,Alsószentiván,506,327,2,0,11,3,167,8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0873,Bakonycsernye,2509,1609,9,0,55,18,853,118,542,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2315,Bakonykúti,108,92,1,0,5,1,28,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3110,Balinka,772,501,4,0,14,6,310,18,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0704,Baracs,2777,1730,15,0,83,0,592,77,907,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
HU_0858,Baracska,2125,1301,9,0,62,28,620,52,528,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_0846,Beloiannisz,911,606,9,0,25,0,146,16,362,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
HU_1634,Besnyõ,1429,881,18,0,24,0,261,29,480,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HU_1048,Bicske,8711,6044,34,0,159,74,2778,159,2831,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
HU_1825,Bodajk,3273,2253,29,0,129,55,1207,108,701,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1162,Bodmér,192,147,2,0,22,1,60,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1315,Cece,2155,1313,12,0,64,21,818,131,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3054,Csabdi,913,620,15,0,15,11,374,16,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0536,Csákberény,986,743,4,0,22,12,420,46,236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2000,Csákvár,4217,2881,23,0,93,24,1417,387,916,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2190,Csókakõ,981,723,11,0,36,19,442,20,192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0977,Csór,1387,879,10,0,38,16,441,42,324,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0673,Csõsz,788,374,2,0,9,10,183,16,148,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3275,Dég,1843,970,9,0,34,27,356,55,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0311,Dunaújváros,42242,28611,298,0,4080,0,9150,1763,13320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2035,Elõszállás,2026,1184,8,0,47,0,521,41,512,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
HU_0280,Enying,5793,3409,35,0,110,111,1367,129,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2360,Ercsi,6721,4084,32,0,171,101,1491,150,2132,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_0231,Etyek,3088,2157,21,0,115,31,1066,97,826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_3220,Fehérvárcsurgó,1490,980,15,0,39,22,594,62,242,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2993,Felcsút,1324,1032,3,0,16,13,719,22,252,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_0611,Füle,720,463,2,0,34,13,201,30,177,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1575,Gánt,496,363,2,0,13,10,223,17,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1029,Gárdony,7355,5233,29,0,347,0,2193,317,2291,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
HU_1591,Gyúró,931,681,2,0,24,16,416,22,197,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HU_2342,Hantos,798,445,9,0,18,5,159,34,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1773,Igar,867,479,4,0,15,7,155,18,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3201,Iszkaszentgyörgy,1466,983,12,0,60,27,398,68,406,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0220,Isztimér,765,483,6,0,20,6,237,30,180,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1346,Iváncsa,2259,1345,17,0,30,0,632,34,606,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
HU_1597,Jenõ,987,538,5,0,19,13,275,16,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2134,Kajászó,807,563,5,0,19,24,340,21,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1668,Káloz,1960,1091,12,0,25,23,648,47,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2192,Kápolnásnyék,2757,1990,13,0,140,0,889,110,814,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
HU_0234,Kincsesbánya,1224,800,3,0,34,18,297,48,393,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1263,Kisapostag,1112,810,11,0,48,0,374,51,315,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
HU_2899,Kisláng,2010,903,10,0,24,16,438,47,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3065,Kõszárhegy,1152,706,6,0,42,16,304,54,275,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3420,Kulcs,1810,1193,8,0,74,0,416,55,617,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
HU_0750,Lajoskomárom,1926,1268,8,0,27,20,568,69,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
