gisco_id,name,registered,turnout,invalid,blank,MIÉP,CENTRUM,MSZP,MUNKÁSPÁRT,SZDSZ,FIDESZ-MDF,FÜGGETLEN KISGAZDAPÁRT,MAGYAR SZOCIALISTA MUNKÁSPÁRT,ÚJ BALOLDAL,ÖSSZEFOGÁS A FENNMARADÁSÉRT,KISGAZDAPÁRT,REFORM KISGAZDAPÁRT,Ind.,MAVEP,M.NY.P,ZÖLDEK,FMDP,SZDP,DRP,KPDP,PEST1601,MSZDP-MSZP,MRP,MSZP-SZDSZ
HU_1097,Tiszavalk,308,254,1,0,42,0,115,1,0,92,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1830,Tokaj,3441,2401,38,0,600,408,711,33,43,559,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2805,Tolcsva,1555,1037,12,0,25,37,385,10,43,474,2,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0
HU_1489,Tomor,223,167,2,0,58,1,33,0,6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1690,Tornabarakony,30,25,0,0,0,6,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1037,Tornakápolna,13,11,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1880,Tornanádaska,322,201,11,0,1,9,47,4,37,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2783,Tornaszentandrás,251,184,4,0,2,38,79,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3051,Tornaszentjakab,219,186,3,0,30,1,44,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2905,Tornyosnémeti,485,321,7,0,10,2,68,0,5,208,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HU_0491,Trizs,243,208,2,0,12,8,71,3,2,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1835,Uppony,356,257,3,0,7,2,140,12,7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1248,Újcsanálos,629,406,3,0,10,160,107,10,1,112,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0722,Vadna,462,343,2,0,4,9,198,17,21,74,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
HU_3000,Vajdácska,984,642,7,0,9,10,236,48,6,304,10,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
HU_2181,Varbó,952,717,1,0,10,27,280,14,130,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1014,Varbóc,66,54,1,0,1,4,9,2,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3007,Vatta,794,499,7,0,13,10,206,13,8,239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2915,Vágáshuta,86,65,1,0,4,1,13,1,1,25,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
HU_1514,Vámosújfalu,693,500,6,0,23,37,167,4,5,255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1158,Vilmány,916,521,9,0,17,6,287,8,16,148,18,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
HU_1298,Vilyvitány,245,177,2,0,0,1,17,1,1,131,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0
HU_0509,Viss,624,351,8,0,10,51,159,15,9,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0395,Viszló,85,73,1,0,3,5,8,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2108,Vizsoly,677,382,3,0,12,4,64,13,17,252,3,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
HU_1561,Zalkod,271,193,5,0,6,28,55,5,5,72,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0306,Zádorfalva,375,243,1,0,9,3,154,1,2,66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3160,Zemplénagárd,712,360,8,0,48,11,135,2,2,142,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
HU_1927,Ziliz,323,230,3,0,18,21,87,4,2,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1102,Zsujta,152,112,0,0,10,1,19,3,9,64,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_1910,Zubogy,475,337,3,0,2,5,127,22,2,173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3424,Algyõ,4250,2732,32,0,83,130,1250,34,42,1131,21,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
HU_1619,Ambrózfalva,409,271,1,0,18,0,126,9,4,104,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1425,Apátfalva,2725,1610,42,0,67,0,612,25,21,717,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1906,Árpádhalom,493,297,2,0,9,8,100,5,17,150,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_1033,Ásotthalom,3339,1702,28,0,26,0,530,55,30,1011,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HU_2910,Baks,1832,959,10,0,27,17,453,34,11,393,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HU_2367,Balástya,2826,1587,17,0,72,69,405,17,24,910,47,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
HU_0819,Bordány,2402,1507,27,0,30,66,658,42,17,638,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
HU_0212,Csanádalberti,401,270,4,0,4,0,105,4,16,103,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0537,Csanádpalota,2560,1485,23,0,53,0,527,61,106,582,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2229,Csanytelek,2465,1303,17,0,49,31,534,35,37,578,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
HU_3228,Csengele,1668,774,15,0,33,12,150,10,11,527,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_0511,Csongrád,15195,10264,106,0,477,233,4067,282,403,4583,52,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
HU_0783,Derekegyház,1386,937,12,0,21,22,386,20,81,375,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
HU_2407,Deszk,2500,1826,11,0,42,88,981,84,68,507,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
HU_1338,Domaszék,3227,2030,26,0,94,0,600,32,54,1152,59,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
HU_3053,Dóc,606,349,9,0,26,7,127,2,9,146,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
HU_2299,Eperjes,604,355,8,0,7,6,129,25,19,126,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
HU_1997,Fábiánsebestyén,1946,1148,15,0,33,36,402,62,96,483,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
HU_2264,Felgyõ,1120,703,9,0,21,15,225,27,33,366,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_1899,Ferencszállás,558,364,5,0,10,0,177,7,10,124,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3302,Forráskút,1716,976,6,0,16,30,280,7,12,591,23,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
HU_0921,Földeák,2669,1606,20,0,32,0,716,84,29,571,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0831,Hódmezõvásárhely,38458,27305,242,0,1531,972,7181,872,583,15256,127,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0
HU_1366,Királyhegyes,555,356,6,0,4,0,135,17,0,162,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3102,Kistelek,6126,3551,46,0,148,102,1258,54,79,1794,31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
HU_2666,Kiszombor,3404,1998,30,0,78,0,879,37,57,791,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0825,Klárafalva,381,250,3,0,3,0,73,6,4,106,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0995,Kövegy,401,187,5,0,4,0,65,9,9,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1441,Kübekháza,1210,768,9,0,10,29,381,20,19,288,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
HU_0596,Magyarcsanád,1241,696,13,0,12,0,297,29,9,306,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0735,Makó,20729,13510,194,0,484,0,6057,412,556,4155,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1051,Maroslele,1727,988,16,0,30,0,406,21,32,419,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2573,Mártély,1044,743,17,0,38,18,196,8,13,433,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
HU_2155,Mindszent,6072,3835,39,0,206,146,1112,85,107,2088,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
HU_0434,Mórahalom,4464,2835,7,0,75,0,948,45,38,1678,29,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
HU_2091,Nagyér,478,300,7,0,18,0,104,5,7,130,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1277,Nagylak,536,377,2,0,6,0,211,15,6,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1723,Nagymágocs,2808,1544,27,0,51,40,610,31,170,596,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_2917,Nagytõke,407,222,6,0,7,5,64,3,17,117,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_0775,Óföldeák,471,306,9,0,6,0,143,6,1,118,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1279,Ópusztaszer,1570,800,16,0,28,8,344,13,25,292,67,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_3107,Öttömös,666,451,12,0,8,0,224,6,12,184,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HU_0628,Pitvaros,1277,854,17,0,11,0,377,33,31,320,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0635,Pusztamérges,987,575,11,0,20,0,276,8,6,234,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HU_2859,Pusztaszer,1319,771,13,0,29,17,290,8,12,368,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
HU_1316,Röszke,2587,1462,18,0,41,0,559,18,31,757,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
HU_0396,Ruzsa,2269,1301,26,0,31,0,516,18,28,652,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
HU_3170,Sándorfalva,6200,3825,50,0,58,85,1144,89,62,794,12,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0
HU_1200,Szatymaz,3393,2033,21,0,73,279,666,33,52,828,34,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
HU_3336,Szeged,128995,93346,828,0,3297,4297,43783,1497,5401,33251,414,0,0,0,0,0,0,474,0,0,0,104,0,0,0,0,0,0
HU_3248,Szegvár,3986,2493,21,0,124,83,647,67,170,1301,63,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
HU_1445,Szentes,24798,16617,148,0,497,623,5716,645,1716,6860,159,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0
HU_1226,Székkutas,2049,1399,14,0,55,36,512,75,23,644,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
HU_1696,Tiszasziget,1367,950,8,0,17,37,359,26,20,449,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
HU_2590,Tömörkény,1664,958,20,0,98,5,443,56,29,290,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
HU_1492,Újszentiván,1195,828,0,0,17,39,416,19,23,301,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_2141,Üllés,2534,1496,16,0,40,49,509,27,23,810,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
HU_0554,Zákányszék,2217,1411,18,0,34,0,390,18,21,885,34,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
HU_1776,Zsombó,2386,1569,15,0,53,95,598,24,28,716,31,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
HU_1737,Aba,3292,1950,26,0,36,0,828,19,60,963,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0892,Adony,2984,2064,28,0,43,34,1331,13,55,553,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2682,Alap,1634,956,12,0,11,0,373,8,23,514,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_1517,Alcsútdoboz,1150,775,8,0,48,23,211,0,10,473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2528,Alsószentiván,532,337,6,0,3,0,154,3,7,158,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_0873,Bakonycsernye,2493,1628,15,0,37,56,519,26,45,926,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2315,Bakonykúti,100,92,2,0,2,3,51,1,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3110,Balinka,784,518,9,0,16,6,160,14,16,291,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0704,Baracs,2624,1781,20,0,43,89,866,25,81,640,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0858,Baracska,2091,1325,7,0,43,40,643,0,55,529,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0846,Beloiannisz,888,625,8,0,20,5,364,57,24,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1634,Besnyõ,1479,1018,10,0,22,11,512,27,39,390,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1048,Bicske,8523,5924,37,0,265,214,2056,0,324,2985,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1825,Bodajk,3184,2273,28,0,72,85,791,42,72,1153,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1162,Bodmér,186,152,1,0,1,2,69,1,2,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1315,Cece,2173,1218,18,0,41,0,313,5,27,777,15,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
HU_3054,Csabdi,869,581,8,0,23,9,152,0,12,374,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0536,Csákberény,987,757,3,0,12,23,252,5,16,444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2000,Csákvár,4077,2788,30,0,63,80,1181,76,38,1309,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2190,Csókakõ,906,683,6,0,30,19,179,11,44,391,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0977,Csór,1295,851,13,0,47,34,307,13,38,395,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0673,Csõsz,782,384,4,0,24,17,138,10,20,162,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_3275,Dég,1859,996,22,0,29,0,506,32,56,340,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_0311,Dunaújváros,43432,31372,210,0,910,1617,15848,803,2476,9508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2035,Elõszállás,3048,1852,15,0,43,39,705,18,272,750,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0280,Enying,5765,3628,65,0,165,0,1710,131,129,1394,22,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
HU_2360,Ercsi,6520,4222,29,0,195,157,2172,0,187,1442,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0231,Etyek,2823,1965,17,0,90,88,755,0,89,920,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3220,Fehérvárcsurgó,1498,1010,11,0,54,36,277,9,31,587,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2993,Felcsút,1317,1016,18,0,41,36,230,0,14,669,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0611,Füle,705,514,2,0,45,20,189,6,22,223,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HU_1575,Gánt,488,332,4,0,7,7,116,8,8,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1029,Gárdony,6710,4882,80,0,225,236,2096,49,246,1927,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1591,Gyúró,896,633,3,0,21,21,177,0,27,378,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2342,Hantos,782,494,5,0,18,0,246,7,18,196,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_1773,Igar,875,554,4,0,19,0,303,13,10,198,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HU_3201,Iszkaszentgyörgy,1355,961,14,0,50,41,392,21,28,409,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0220,Isztimér,740,505,4,0,2,5,189,12,16,273,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1346,Iváncsa,2151,1285,14,0,31,21,638,52,43,483,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1597,Jenõ,960,555,9,0,17,12,181,15,7,309,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2134,Kajászó,776,510,3,0,29,18,140,0,13,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1668,Káloz,1946,1144,11,0,51,0,383,21,15,655,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_2192,Kápolnásnyék,2600,1870,15,0,242,64,790,31,101,624,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0234,Kincsesbánya,1224,880,4,0,22,16,445,17,23,351,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1263,Kisapostag,1009,763,5,0,25,182,232,10,18,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2899,Kisláng,1981,940,22,0,20,0,418,13,47,410,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3065,Kõszárhegy,991,652,5,0,23,17,269,10,28,296,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3420,Kulcs,1458,1009,6,0,36,44,527,19,39,336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0750,Lajoskomárom,1929,1341,3,0,43,0,678,12,49,541,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0726,Lepsény,2447,1505,10,0,54,0,670,40,57,665,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_1911,Lovasberény,2119,1489,7,0,41,65,569,0,43,753,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2767,Magyaralmás,1186,895,5,0,26,28,238,24,19,549,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0465,Martonvásár,3936,2966,20,0,130,137,1291,0,187,1187,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2349,Mány,1659,1057,5,0,60,26,333,0,40,578,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1694,Mátyásdomb,625,419,8,0,5,0,307,3,6,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1755,Mezõfalva,3830,2328,16,0,96,63,1206,41,80,812,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0568,Mezõkomárom,836,511,3,0,23,0,207,17,9,246,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_0657,Mezõszentgyörgy,1007,579,13,0,20,0,270,77,11,176,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HU_2903,Mezõszilas,1840,1049,8,0,13,0,538,21,16,425,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
HU_2571,Moha,319,252,6,0,4,12,95,6,5,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1848,Mór,11591,8454,59,0,265,224,3190,202,258,4235,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2759,Nadap,363,266,2,0,20,8,147,3,10,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0700,Nagykarácsony,1218,787,17,0,9,18,332,7,32,367,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3236,Nagylók,898,570,7,0,6,0,254,17,28,252,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_2358,Nagyveleg,539,370,2,0,19,5,113,8,9,212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2613,Nagyvenyim,3228,2328,23,0,70,95,1177,57,114,783,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1390,Nádasdladány,1437,862,9,0,10,34,400,27,22,356,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3430,Óbarok,592,405,5,0,11,8,206,0,17,156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2575,Pákozd,2040,1465,18,0,39,80,520,25,77,700,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2884,Pátka,1292,874,9,0,24,38,335,0,26,415,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2178,Pázmánd,1609,1091,15,0,29,37,386,0,53,563,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1935,Perkáta,3216,1748,12,0,43,55,797,47,72,709,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1752,Polgárdi,4728,2604,19,0,51,73,983,87,117,1237,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
HU_2901,Pusztaszabolcs,4935,2912,35,0,101,74,1587,35,109,954,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1777,Pusztavám,1938,1406,14,0,43,48,437,117,31,711,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0990,Rácalmás,3132,2288,12,0,54,86,1196,46,100,771,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0201,Ráckeresztúr,2430,1501,14,0,46,38,623,0,59,555,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2369,Sárbogárd,10261,6791,54,0,179,0,2855,80,398,2990,162,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
HU_0272,Sáregres,632,446,13,0,6,0,131,1,4,279,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_3180,Sárkeresztes,1142,859,7,0,19,54,313,12,47,402,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2534,Sárkeresztúr,1648,836,16,0,55,0,338,16,17,372,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
HU_0269,Sárkeszi,433,266,6,0,6,5,93,2,2,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2514,Sárosd,2631,1423,20,0,47,0,658,25,49,600,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
HU_3153,Sárszentágota,1055,657,10,0,9,0,208,7,15,382,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HU_1177,Sárszentmihály,2178,1430,31,0,46,38,657,50,38,566,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2020,Seregélyes,3535,2085,29,0,112,95,741,130,96,852,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
HU_3332,Soponya,1500,876,12,0,56,15,251,15,36,487,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_0289,Söréd,340,265,5,0,6,8,61,0,7,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1495,Sukoró,770,632,4,0,40,20,252,10,37,263,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2870,Szabadbattyán,3522,2201,11,0,79,97,819,41,78,1050,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1325,Szabadegyháza,1692,1008,13,0,12,35,511,10,32,388,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1874,Szabadhídvég,741,492,13,0,12,0,231,17,2,214,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_1954,Szár,1345,969,11,0,46,26,383,0,37,462,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1482,Székesfehérvár,84169,64708,355,0,2462,1738,28463,854,4424,25828,348,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0
HU_1446,Tabajd,744,514,6,0,51,28,114,0,4,309,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2926,Tác,1184,759,10,0,21,16,177,6,93,433,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_2100,Tordas,1219,834,7,0,48,34,350,0,50,341,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1748,Újbarok,274,224,3,0,4,7,72,0,8,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1762,Úrhida,1186,766,21,0,28,27,237,15,28,405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0245,Vajta,757,503,4,0,8,0,177,8,27,271,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HU_0582,Vál,1745,1242,12,0,38,182,270,0,24,708,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2501,Velence,3632,2780,21,0,163,112,1223,67,176,1009,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0349,Vereb,624,388,2,0,1,3,173,0,17,188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0275,Vértesacsa,1347,934,11,0,17,42,302,0,29,517,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
