gisco_id,id,name_or,level,start_date,end_date,predecessors,parent,names,type
DE_01054917,DE_01054917,Briefwahl Amt Eiderstedt,,,,,DEF07,,Postal Vote
DE_01054939,DE_01054939,Briefwahl Amt Landschaft Sylt,,,,,DEF07,,Postal Vote
DE_01054953,DE_01054953,Briefwahl Amt Viöl,,,,,DEF07,,Postal Vote
DE_01054959,DE_01054959,Briefwahl Amt Pellworm,,,,,DEF07,,Postal Vote
DE_01054988,DE_01054988,Briefwahl Amt Föhr-Amrum (Gemeinden Insel Föhr),,,,,DEF07,,Postal Vote
DE_01054989,DE_01054989,Briefwahl Amt Südtondern ohne Stadt Niebüll,,,,,DEF07,,Postal Vote
DE_01054992,DE_01054992,Briefwahl Amt Nordsee-Treene und Stadt Friedrichstadt,,,,,DEF07,,Postal Vote
DE_01054994,DE_01054994,Briefwahl Amt Mittleres Nordfriesland und Gemeinde Reußenköge,,,,,DEF07,,Postal Vote
DE_01054998,DE_01054998,Briefwahl Amt Föhr-Amrum (Gemeinden Insel Amrum),,,,,DEF07,,Postal Vote
DE_01054999,DE_01054999,Briefwahl für mehrere Gemeinden,,,,,DEF07,,Postal Vote
DE_01055924,DE_01055924,"Briefwahl Gemeinden Dahme, Grube und Kellenhusen (Ostsee)",,,,,DEF08,,Postal Vote
DE_01055943,DE_01055943,Briefwahl Amt Oldenburg-Land,,,,,DEF08,,Postal Vote
DE_01055946,DE_01055946,Briefwahl Amt Lensahn,,,,,DEF08,,Postal Vote
DE_01055991,DE_01055991,Briefwahl Amt Ostholstein-Mitte,,,,,DEF08,,Postal Vote
DE_01055999,DE_01055999,Briefwahl für mehrere Gemeinden,,,,,DEF08,,Postal Vote
DE_01056916,DE_01056916,Briefwahl Amt Elmshorn-Land,,,,,DEF09,,Postal Vote
DE_01056936,DE_01056936,Briefwahl Amt Hörnerkirchen,,,,,DEF09,,Postal Vote
DE_01056960,DE_01056960,Briefwahl Amt Rantzau,,,,,DEF09,,Postal Vote
DE_01056987,DE_01056987,Briefwahl Amt Pinnau,,,,,DEF09,,Postal Vote
DE_01056990,DE_01056990,Briefwahl Amt Geest und Marsch Südholstein,,,,,DEF09,,Postal Vote
DE_01056999,DE_01056999,Briefwahl für mehrere Gemeinden,,,,,DEF09,,Postal Vote
DE_01057927,DE_01057927,Briefwahl Amt Lütjenburg,,,,,DEF0A,,Postal Vote
DE_01057939,DE_01057939,Briefwahl Amt Großer Plöner See,,,,,DEF0A,,Postal Vote
DE_01057943,DE_01057943,Briefwahl,,,,,DEF0A,,Postal Vote
DE_01057947,DE_01057947,Briefwahl Amt Preetz-Land,,,,,DEF0A,,Postal Vote
DE_01057955,DE_01057955,Briefwahl Amt Probstei,,,,,DEF0A,,Postal Vote
DE_01057975,DE_01057975,Briefwahl Amt Selent/ Schlesen,,,,,DEF0A,,Postal Vote
DE_01057982,DE_01057982,Briefwahl Amt Schrevenborn,,,,,DEF0A,,Postal Vote
DE_01057985,DE_01057985,Briefwahl Amt Bokhorst-Wankendorf,,,,,DEF0A,,Postal Vote
DE_01057999,DE_01057999,Briefwahl für mehrere Gemeinden,,,,,DEF0A,,Postal Vote
DE_01058903,DE_01058903,Briefwahl Amt Achterwehr,,,,,DEF0B,,Postal Vote
DE_01058922,DE_01058922,Briefwahl Amt Dänischenhagen ohne Gemeinde Dänischenhagen,,,,,DEF0B,,Postal Vote
DE_01058924,DE_01058924,Briefwahl Amt Dänischer Wohld ohne Gemeinde Gettorf,,,,,DEF0B,,Postal Vote
DE_01058930,DE_01058930,Briefwahl Amt Flintbek,,,,,DEF0B,,Postal Vote
DE_01058933,DE_01058933,Briefwahl Amt Fockbek,,,,,DEF0B,,Postal Vote
DE_01058947,DE_01058947,Briefwahl Amt Hohner Harde,,,,,DEF0B,,Postal Vote
DE_01058953,DE_01058953,Briefwahl Amt Jevenstedt,,,,,DEF0B,,Postal Vote
DE_01058959,DE_01058959,Briefwahl Amt Molfsee ohne Gemeinde Molfsee,,,,,DEF0B,,Postal Vote
DE_01058964,DE_01058964,Briefwahl Amt Nortorfer  Land,,,,,DEF0B,,Postal Vote
DE_01058988,DE_01058988,Briefwahl Amt Eiderkanal ohne Gemeinden Osterrönfeld und Schacht-Audorf,,,,,DEF0B,,Postal Vote
DE_01058989,DE_01058989,Briefwahl Amt Bordesholm,,,,,DEF0B,,Postal Vote
DE_01058990,DE_01058990,Briefwahl Amt Hüttener Berge,,,,,DEF0B,,Postal Vote
DE_01058993,DE_01058993,Briefwahl Amt Schlei-Ostsee,,,,,DEF0B,,Postal Vote
DE_01058995,DE_01058995,Briefwahl Amt Mittelholstein,,,,,DEF0B,,Postal Vote
DE_01058996,DE_01058996,Briefwahl Amt Eidertal,,,,,DEF0B,,Postal Vote
DE_01058999,DE_01058999,Briefwahl für mehrere Gemeinden,,,,,DEF0B,,Postal Vote
DE_01059912,DE_01059912,Briefwahl Amt Eggebek,,,,,DEF0C,,Postal Vote
DE_01059915,DE_01059915,Briefwahl Amt Haddeby,,,,,DEF0C,,Postal Vote
DE_01059919,DE_01059919,Briefwahl Amt Hürup,,,,,DEF0C,,Postal Vote
DE_01059920,DE_01059920,Briefwahl Amt Kappeln-Land,,,,,DEF0C,,Postal Vote
DE_01059937,DE_01059937,Briefwahl Amt Langballig,,,,,DEF0C,,Postal Vote
DE_01059940,DE_01059940,Briefwahl Gemeinden Sieverstedt und Oeversee,,,,,DEF0C,,Postal Vote
DE_01059949,DE_01059949,Briefwahl Gemeinden Schnarup-Thumby und Sörup,,,,,DEF0C,,Postal Vote
DE_01059952,DE_01059952,Briefwahl Amt Schafflund,,,,,DEF0C,,Postal Vote
DE_01059974,DE_01059974,Briefwahl Amt Süderbrarup,,,,,DEF0C,,Postal Vote
DE_01059987,DE_01059987,Briefwahl Amt Südangeln,,,,,DEF0C,,Postal Vote
DE_01059990,DE_01059990,Briefwahl Amt Geltinger Bucht,,,,,DEF0C,,Postal Vote
DE_01059993,DE_01059993,Briefwahl Amt Arensharde,,,,,DEF0C,,Postal Vote
DE_01059996,DE_01059996,Briefwahl Amt Kropp-Stapelholm,,,,,DEF0C,,Postal Vote
DE_01059999,DE_01059999,Briefwahl für mehrere Gemeinden,,,,,DEF0C,,Postal Vote
DE_01060905,DE_01060905,Briefwahl Amt Bad Bramstedt-Land,,,,,DEF0D,,Postal Vote
DE_01060924,DE_01060924,Briefwahl Amt Bornhöved,,,,,DEF0D,,Postal Vote
DE_01060934,DE_01060934,Briefwahl Amt Itzstedt,,,,,DEF0D,,Postal Vote
DE_01060943,DE_01060943,Briefwahl Amt Kaltenkirchen-Land,,,,,DEF0D,,Postal Vote
DE_01060948,DE_01060948,"Briefwahl Gemeinden Kisdorf, Wakendorf II und Winsen",,,,,DEF0D,,Postal Vote
DE_01060953,DE_01060953,Briefwahl Amt Leezen,,,,,DEF0D,,Postal Vote
DE_01060963,DE_01060963,Briefwahl Amt Boostedt-Rickling ohne Gemeinde Boostedt,,,,,DEF0D,,Postal Vote
DE_01060968,DE_01060968,"Briefwahl Amt Kisdorf ohne Gemeinden Kisdorf, Wakendorf II und Winsen",,,,,DEF0D,,Postal Vote
DE_01060986,DE_01060986,Briefwahl Amt Trave-Land,,,,,DEF0D,,Postal Vote
DE_01060999,DE_01060999,Briefwahl für mehrere Gemeinden,,,,,DEF0D,,Postal Vote
DE_01061904,DE_01061904,Briefwahl Amt Breitenburg,,,,,DEF0E,,Postal Vote
DE_01061934,DE_01061934,Briefwahl Amt Horst-Herzhorn ohne Gemeinde Horst (Holstein),,,,,DEF0E,,Postal Vote
DE_01061938,DE_01061938,Briefwahl Amt Itzehoe-Land,,,,,DEF0E,,Postal Vote
DE_01061953,DE_01061953,Briefwahl Amt Krempermarsch,,,,,DEF0E,,Postal Vote
DE_01061968,DE_01061968,Briefwahl Amt Schenefeld,,,,,DEF0E,,Postal Vote
DE_01061979,DE_01061979,Briefwahl Amt Wilstermarsch,,,,,DEF0E,,Postal Vote
DE_01061989,DE_01061989,Briefwahl Amt Kellinghusen ohne Stadt Kellinghusen,,,,,DEF0E,,Postal Vote
DE_01061999,DE_01061999,Briefwahl für mehrere Gemeinden,,,,,DEF0E,,Postal Vote
DE_01062907,DE_01062907,Briefwahl Amt Bad Oldesloe-Land,,,,,DEF0F,,Postal Vote
DE_01062918,DE_01062918,Briefwahl Amt Bargteheide-Land,,,,,DEF0F,,Postal Vote
DE_01062944,DE_01062944,Briefwahl Amt Nordstormarn,,,,,DEF0F,,Postal Vote
DE_01062962,DE_01062962,Briefwahl Amt Siek,,,,,DEF0F,,Postal Vote
DE_01062970,DE_01062970,Briefwahl Amt Trittau ohne Gemeinde Trittau,,,,,DEF0F,,Postal Vote
DE_01062999,DE_01062999,Briefwahl für mehrere Gemeinden,,,,,DEF0F,,Postal Vote
DE_02000000,DE_02000000,Briefwahl für mehrere Gemeinden,,,,,DE600,,Postal Vote
DE_03101999,DE_03101999,Briefwahl für mehrere Gemeinden,,,,,DE911,,Postal Vote
DE_03102999,DE_03102999,Briefwahl für mehrere Gemeinden,,,,,DE912,,Postal Vote
DE_03103999,DE_03103999,Briefwahl für mehrere Gemeinden,,,,,DE913,,Postal Vote
DE_03151901,DE_03151901,Briefwahl SG Boldecker Land ohne Gemeinde Weyhausen,,,,,DE914,,Postal Vote
DE_03151902,DE_03151902,Briefwahl Gemeinde Bergfeld und Flecken Brome,,,,,DE914,,Postal Vote
DE_03151903,DE_03151903,Briefwahl SG Hankensbüttel ohne Gemeinde Hankensbüttel,,,,,DE914,,Postal Vote
DE_03151904,DE_03151904,Briefwahl SG Isenbüttel,,,,,DE914,,Postal Vote
DE_03151905,DE_03151905,Briefwahl SG Meinersen,,,,,DE914,,Postal Vote
DE_03151906,DE_03151906,Briefwahl Gemeinden Adenbüttel und Rötgesbüttel,,,,,DE914,,Postal Vote
DE_03151907,DE_03151907,Briefwahl SG Wesendorf,,,,,DE914,,Postal Vote
DE_03151922,DE_03151922,"Briefwahl Gemeinden Ehra-Lessien, Parsau, Tiddische und Tülau",,,,,DE914,,Postal Vote
DE_03151925,DE_03151925,Briefwahl,,,,,DE914,,Postal Vote
DE_03151926,DE_03151926,Briefwahl Gemeinden Vordorf und Didderse,,,,,DE914,,Postal Vote
DE_03151932,DE_03151932,Briefwahl,,,,,DE914,,Postal Vote
DE_03151937,DE_03151937,Briefwahl,,,,,DE914,,Postal Vote
DE_03151940,DE_03151940,Briefwahl,,,,,DE914,,Postal Vote
DE_03151999,DE_03151999,Briefwahl für mehrere Gemeinden,,,,,DE914,,Postal Vote
DE_03152999,DE_03152999,Briefwahl für mehrere Gemeinden,,,,,DE915,,Postal Vote
DE_03153019,DE_03153019,Briefwahl,,,,,DE916,,Postal Vote
DE_03153901,DE_03153901,Briefwahl,,,,,DE916,,Postal Vote
DE_03153999,DE_03153999,Briefwahl für mehrere Gemeinden,,,,,DE916,,Postal Vote
DE_03154901,DE_03154901,Briefwahl SG Grasleben,,,,,DE917,,Postal Vote
DE_03154902,DE_03154902,Briefwahl SG Heeseberg,,,,,DE917,,Postal Vote
DE_03154903,DE_03154903,"Briefwahl Gemeinden Frellstedt, Räbke und Süpplingen",,,,,DE917,,Postal Vote
DE_03154904,DE_03154904,Briefwahl Gemeinden Bahrdorf und Danndorf,,,,,DE917,,Postal Vote
DE_03154923,DE_03154923,"Briefwahl Gemeinden Süpplingenburg, Warberg und Wolsdorf",,,,,DE917,,Postal Vote
DE_03154924,DE_03154924,Briefwahl Gemeinden Grafhorst und Groß Twülpstedt,,,,,DE917,,Postal Vote
DE_03154999,DE_03154999,Briefwahl für mehrere Gemeinden,,,,,DE917,,Postal Vote
DE_03155999,DE_03155999,Briefwahl für mehrere Gemeinden,,,,,DE918,,Postal Vote
DE_03156999,DE_03156999,Briefwahl für mehrere Gemeinden,,,,,DE919,,Postal Vote
DE_03157999,DE_03157999,Briefwahl für mehrere Gemeinden,,,,,DE91A,,Postal Vote
DE_03158902,DE_03158902,Briefwahl SG Baddeckenstedt,,,,,DE91B,,Postal Vote
DE_03158903,DE_03158903,Briefwahl SG Oderwald,,,,,DE91B,,Postal Vote
DE_03158906,DE_03158906,Briefwahl SG Sickte ohne Gemeinde Sickte,,,,,DE91B,,Postal Vote
DE_03158907,DE_03158907,"Briefwahl Gemeinden Dahlum, Kissenbrück und Winnigstedt",,,,,DE91B,,Postal Vote
DE_03158927,DE_03158927,Briefwahl Gemeinden Denkte und Uehrde,,,,,DE91B,,Postal Vote
DE_03158947,DE_03158947,"Briefwahl Gemeinden Hedeper, Kneitlingen, Vahlberg und Wittmar",,,,,DE91B,,Postal Vote
DE_03158967,DE_03158967,Briefwahl Gemeinden Roklum und Remlingen-Semmenstedt,,,,,DE91B,,Postal Vote
DE_03158999,DE_03158999,Briefwahl für mehrere Gemeinden,,,,,DE91B,,Postal Vote
DE_03159901,DE_03159901,Briefwahl SG Dransfeld,,,,,DE915,,Postal Vote
DE_03159902,DE_03159902,Briefwahl SG Gieboldehausen ohne Gemeinde Gieboldehausen,,,,,DE915,,Postal Vote
DE_03159903,DE_03159903,Briefwahl SG Hattorf am Harz ohne Gemeinde Hattorf am Harz,,,,,DE915,,Postal Vote
DE_03159904,DE_03159904,Briefwahl SG Radolfshausen,,,,,DE915,,Postal Vote
DE_03159999,DE_03159999,Briefwahl für mehrere Gemeinden,,,,,DE915,,Postal Vote
DE_03241999,DE_03241999,Briefwahl für mehrere Gemeinden,,,,,DE929,,Postal Vote
DE_03251901,DE_03251901,Briefwahl SG Altes Amt Lemförde ohne Flecken Lemförde,,,,,DE922,,Postal Vote
DE_03251902,DE_03251902,Briefwahl SG Barnstorf,,,,,DE922,,Postal Vote
DE_03251903,DE_03251903,Briefwahl SG Bruchhausen-Vilsen,,,,,DE922,,Postal Vote
DE_03251904,DE_03251904,Briefwahl SG Kirchdorf,,,,,DE922,,Postal Vote
DE_03251905,DE_03251905,Briefwahl SG Rehden,,,,,DE922,,Postal Vote
DE_03251906,DE_03251906,Briefwahl SG Schwaförden,,,,,DE922,,Postal Vote
DE_03251907,DE_03251907,Briefwahl SG Siedenburg,,,,,DE922,,Postal Vote
DE_03251999,DE_03251999,Briefwahl für mehrere Gemeinden,,,,,DE922,,Postal Vote
DE_03252999,DE_03252999,Briefwahl für mehrere Gemeinden,,,,,DE923,,Postal Vote
DE_03254906,DE_03254906,Briefwahl SG Leinebergland,,,,,DE925,,Postal Vote
DE_03254999,DE_03254999,Briefwahl für mehrere Gemeinden,,,,,DE925,,Postal Vote
DE_03255901,DE_03255901,Briefwahl SG Bevern,,,,,DE926,,Postal Vote
DE_03255903,DE_03255903,Briefwahl SG Boffzen,,,,,DE926,,Postal Vote
DE_03255908,DE_03255908,Briefwahl SG Bodenwerder-Polle,,,,,DE926,,Postal Vote
DE_03255909,DE_03255909,Briefwahl SG Eschershausen-Stadtoldendorf,,,,,DE926,,Postal Vote
DE_03255999,DE_03255999,Briefwahl für mehrere Gemeinden,,,,,DE926,,Postal Vote
DE_03256902,DE_03256902,Briefwahl SG Heemsen,,,,,DE927,,Postal Vote
DE_03256905,DE_03256905,Briefwahl,,,,,DE927,,Postal Vote
DE_03256906,DE_03256906,Briefwahl,,,,,DE927,,Postal Vote
DE_03256907,DE_03256907,Briefwahl SG Steimbke,,,,,DE927,,Postal Vote
DE_03256908,DE_03256908,Briefwahl SG Uchte,,,,,DE927,,Postal Vote
DE_03256909,DE_03256909,Briefwahl SG Grafschaft Hoya,,,,,DE927,,Postal Vote
DE_03256910,DE_03256910,Briefwahl SG Mittelweser ohne Gemeinde Stolzenau,,,,,DE927,,Postal Vote
DE_03256911,DE_03256911,Briefwahl SG Weser-Aue ohne Gemeinde Marklohe,,,,,DE927,,Postal Vote
DE_03256928,DE_03256928,Briefwahl,,,,,DE927,,Postal Vote
DE_03256943,DE_03256943,Briefwahl,,,,,DE927,,Postal Vote
DE_03256999,DE_03256999,Briefwahl für mehrere Gemeinden,,,,,DE927,,Postal Vote
DE_03257901,DE_03257901,Briefwahl SG Eilsen,,,,,DE928,,Postal Vote
DE_03257902,DE_03257902,Briefwahl SG Lindhorst,,,,,DE928,,Postal Vote
DE_03257903,DE_03257903,Briefwahl SG Nenndorf,,,,,DE928,,Postal Vote
DE_03257904,DE_03257904,Briefwahl SG Niedernwöhren,,,,,DE928,,Postal Vote
DE_03257905,DE_03257905,Briefwahl SG Nienstädt,,,,,DE928,,Postal Vote
DE_03257906,DE_03257906,Briefwahl SG Rodenberg,,,,,DE928,,Postal Vote
DE_03257907,DE_03257907,Briefwahl SG Sachsenhagen,,,,,DE928,,Postal Vote
DE_03257999,DE_03257999,Briefwahl für mehrere Gemeinden,,,,,DE928,,Postal Vote
DE_03351902,DE_03351902,Briefwahl,,,,,DE931,,Postal Vote
DE_03351903,DE_03351903,Briefwahl SG Lachendorf,,,,,DE931,,Postal Vote
DE_03351904,DE_03351904,Briefwahl Gemeinden Nienhagen und Wathlingen,,,,,DE931,,Postal Vote
DE_03351999,DE_03351999,Briefwahl für mehrere Gemeinden,,,,,DE931,,Postal Vote
DE_03352904,DE_03352904,Briefwahl SG Börde Lamstedt ohne Gemeinde Lamstedt,,,,,DE932,,Postal Vote
DE_03352907,DE_03352907,Briefwahl SG Hemmoor,,,,,DE932,,Postal Vote
DE_03352911,DE_03352911,Briefwahl SG Land Hadeln,,,,,DE932,,Postal Vote
DE_03352949,DE_03352949,Briefwahl,,,,,DE932,,Postal Vote
DE_03352950,DE_03352950,Briefwahl,,,,,DE932,,Postal Vote
DE_03352951,DE_03352951,Briefwahl,,,,,DE932,,Postal Vote
DE_03352999,DE_03352999,Briefwahl für mehrere Gemeinden,,,,,DE932,,Postal Vote
DE_03353901,DE_03353901,Briefwahl SG Elbmarsch,,,,,DE933,,Postal Vote
DE_03353902,DE_03353902,Briefwahl SG Hanstedt,,,,,DE933,,Postal Vote
DE_03353903,DE_03353903,Briefwahl SG Hollenstedt,,,,,DE933,,Postal Vote
DE_03353904,DE_03353904,Briefwahl SG Jesteburg,,,,,DE933,,Postal Vote
DE_03353905,DE_03353905,Briefwahl SG Salzhausen,,,,,DE933,,Postal Vote
DE_03353906,DE_03353906,Briefwahl SG Tostedt,,,,,DE933,,Postal Vote
DE_03353999,DE_03353999,Briefwahl für mehrere Gemeinden,,,,,DE933,,Postal Vote
DE_03354903,DE_03354903,Briefwahl SG Gartow,,,,,DE934,,Postal Vote
DE_03354906,DE_03354906,Briefwahl SG Elbtalaue,,,,,DE934,,Postal Vote
DE_03354907,DE_03354907,Briefwahl SG Lüchow (Wendland) ohne Stadt Lüchow (Wendland),,,,,DE934,,Postal Vote
DE_03354926,DE_03354926,Briefwahl,,,,,DE934,,Postal Vote
DE_03354927,DE_03354927,Briefwahl,,,,,DE934,,Postal Vote
DE_03354953,DE_03354953,Briefwahl,,,,,DE934,,Postal Vote
DE_03354955,DE_03354955,Briefwahl,,,,,DE934,,Postal Vote
DE_03354956,DE_03354956,Briefwahl,,,,,DE934,,Postal Vote
DE_03354999,DE_03354999,Briefwahl für mehrere Gemeinden,,,,,DE934,,Postal Vote
DE_03355901,DE_03355901,Briefwahl SG Amelinghausen,,,,,DE935,,Postal Vote
DE_03355902,DE_03355902,Briefwahl SG Bardowick,,,,,DE935,,Postal Vote
DE_03355903,DE_03355903,Briefwahl SG Dahlenburg ohne Flecken Dahlenburg,,,,,DE935,,Postal Vote
DE_03355904,DE_03355904,Briefwahl SG Gellersen ohne Gemeinde Reppenstedt,,,,,DE935,,Postal Vote
DE_03355905,DE_03355905,Briefwahl SG Ilmenau,,,,,DE935,,Postal Vote
DE_03355906,DE_03355906,Briefwahl SG Ostheide,,,,,DE935,,Postal Vote
DE_03355907,DE_03355907,Briefwahl SG Scharnebeck,,,,,DE935,,Postal Vote
DE_03355959,DE_03355959,Briefwahl,,,,,DE935,,Postal Vote
DE_03355960,DE_03355960,Briefwahl,,,,,DE935,,Postal Vote
DE_03355961,DE_03355961,Briefwahl,,,,,DE935,,Postal Vote
DE_03355962,DE_03355962,Briefwahl,,,,,DE935,,Postal Vote
DE_03355999,DE_03355999,Briefwahl für mehrere Gemeinden,,,,,DE935,,Postal Vote
DE_03356901,DE_03356901,Briefwahl SG Hambergen,,,,,DE936,,Postal Vote
DE_03356999,DE_03356999,Briefwahl für mehrere Gemeinden,,,,,DE936,,Postal Vote
DE_03357901,DE_03357901,Briefwahl SG Bothel,,,,,DE937,,Postal Vote
DE_03357902,DE_03357902,Briefwahl SG Fintel,,,,,DE937,,Postal Vote
DE_03357903,DE_03357903,Briefwahl SG Geestequelle,,,,,DE937,,Postal Vote
DE_03357904,DE_03357904,Briefwahl SG Selsingen,,,,,DE937,,Postal Vote
DE_03357905,DE_03357905,Briefwahl SG Sittensen,,,,,DE937,,Postal Vote
DE_03357906,DE_03357906,Briefwahl SG Sottrum,,,,,DE937,,Postal Vote
DE_03357907,DE_03357907,Briefwahl SG Tarmstedt,,,,,DE937,,Postal Vote
DE_03357908,DE_03357908,Briefwahl SG Zeven,,,,,DE937,,Postal Vote
DE_03357999,DE_03357999,Briefwahl für mehrere Gemeinden,,,,,DE937,,Postal Vote
DE_03358901,DE_03358901,Briefwahl SG Ahlden,,,,,DE938,,Postal Vote
DE_03358902,DE_03358902,"Briefwahl SG Rethem (Aller), Stadt",,,,,DE938,,Postal Vote
DE_03358903,DE_03358903,Briefwahl SG Schwarmstedt ohne Gemeinde Scharmtstedt,,,,,DE938,,Postal Vote
DE_03358921,DE_03358921,Briefwahl Gemeinde Wietzendorf und gemfr. Bezirk Osterheide,,,,,DE938,,Postal Vote
DE_03358922,DE_03358922,Briefwahl,,,,,DE938,,Postal Vote
DE_03358999,DE_03358999,Briefwahl für mehrere Gemeinden,,,,,DE938,,Postal Vote
DE_03359901,DE_03359901,Briefwahl SG Apensen,,,,,DE939,,Postal Vote
DE_03359902,DE_03359902,Briefwahl SG Fredenbeck,,,,,DE939,,Postal Vote
DE_03359903,DE_03359903,Briefwahl SG Harsefeld,,,,,DE939,,Postal Vote
DE_03359905,DE_03359905,Briefwahl SG Horneburg,,,,,DE939,,Postal Vote
DE_03359906,DE_03359906,Briefwahl SG Lühe,,,,,DE939,,Postal Vote
DE_03359907,DE_03359907,Briefwahl SG Nordkehdingen,,,,,DE939,,Postal Vote
DE_03359909,DE_03359909,Briefwahl SG Oldendorf-Himmelpforten ohne Gemeinde Himmelpforten,,,,,DE939,,Postal Vote
DE_03359999,DE_03359999,Briefwahl für mehrere Gemeinden,,,,,DE939,,Postal Vote
DE_03360904,DE_03360904,Briefwahl SG Rosche,,,,,DE93A,,Postal Vote
DE_03360905,DE_03360905,Briefwahl SG Suderburg,,,,,DE93A,,Postal Vote
DE_03360907,DE_03360907,Briefwahl SG Bevensen-Ebstorf,,,,,DE93A,,Postal Vote
DE_03360908,DE_03360908,Briefwahl SG Aue,,,,,DE93A,,Postal Vote
DE_03360999,DE_03360999,Briefwahl für mehrere Gemeinden,,,,,DE93A,,Postal Vote
DE_03361901,DE_03361901,Briefwahl SG Thedinghausen,,,,,DE93B,,Postal Vote
DE_03361999,DE_03361999,Briefwahl für mehrere Gemeinden,,,,,DE93B,,Postal Vote
DE_03401999,DE_03401999,Briefwahl für mehrere Gemeinden,,,,,DE941,,Postal Vote
DE_03402999,DE_03402999,Briefwahl für mehrere Gemeinden,,,,,DE942,,Postal Vote
DE_03403999,DE_03403999,Briefwahl für mehrere Gemeinden,,,,,DE943,,Postal Vote
DE_03404999,DE_03404999,Briefwahl für mehrere Gemeinden,,,,,DE944,,Postal Vote
DE_03405999,DE_03405999,Briefwahl für mehrere Gemeinden,,,,,DE945,,Postal Vote
DE_03451999,DE_03451999,Briefwahl für mehrere Gemeinden,,,,,DE946,,Postal Vote
DE_03452903,DE_03452903,Briefwahl,,,,,DE947,,Postal Vote
DE_03452999,DE_03452999,Briefwahl für mehrere Gemeinden,,,,,DE947,,Postal Vote
DE_03453999,DE_03453999,Briefwahl für mehrere Gemeinden,,,,,DE948,,Postal Vote
DE_03454901,DE_03454901,Briefwahl SG Dörpen,,,,,DE949,,Postal Vote
DE_03454902,DE_03454902,Briefwahl SG Freren ohne Stadt Freren,,,,,DE949,,Postal Vote
DE_03454903,DE_03454903,Briefwahl Gemeinden Dohren und Herzlake,,,,,DE949,,Postal Vote
DE_03454904,DE_03454904,Briefwahl SG Lathen,,,,,DE949,,Postal Vote
DE_03454905,DE_03454905,Briefwahl SG Lengerich,,,,,DE949,,Postal Vote
DE_03454906,DE_03454906,Briefwahl SG Nordhümmling,,,,,DE949,,Postal Vote
DE_03454907,DE_03454907,Briefwahl SG Sögel ohne Gemeinde Sögel,,,,,DE949,,Postal Vote
DE_03454908,DE_03454908,Briefwahl SG Spelle ohne Gemeinde Spelle,,,,,DE949,,Postal Vote
DE_03454909,DE_03454909,Briefwahl SG Werlte,,,,,DE949,,Postal Vote
DE_03454999,DE_03454999,Briefwahl für mehrere Gemeinden,,,,,DE949,,Postal Vote
DE_03455999,DE_03455999,Briefwahl für mehrere Gemeinden,,,,,DE94A,,Postal Vote
DE_03456901,DE_03456901,Briefwahl SG Emlichheim ohne Gemeinde Emlichheim,,,,,DE94B,,Postal Vote
DE_03456902,DE_03456902,Briefwahl SG Neuenhaus ohne Stadt Neuenhaus,,,,,DE94B,,Postal Vote
DE_03456903,DE_03456903,Briefwahl SG Schüttorf,,,,,DE94B,,Postal Vote
DE_03456904,DE_03456904,Briefwahl SG Uelsen ohne Gemeinde Uelsen,,,,,DE94B,,Postal Vote
DE_03456999,DE_03456999,Briefwahl für mehrere Gemeinden,,,,,DE94B,,Postal Vote
DE_03457902,DE_03457902,Briefwahl SG Hesel,,,,,DE94C,,Postal Vote
DE_03457903,DE_03457903,Briefwahl SG Jümme,,,,,DE94C,,Postal Vote
DE_03457999,DE_03457999,Briefwahl für mehrere Gemeinden,,,,,DE94C,,Postal Vote
DE_03458901,DE_03458901,Briefwahl SG Harpstedt,,,,,DE94D,,Postal Vote
DE_03458999,DE_03458999,Briefwahl für mehrere Gemeinden,,,,,DE94D,,Postal Vote
DE_03459901,DE_03459901,Briefwahl SG Artland,,,,,DE94E,,Postal Vote
DE_03459902,DE_03459902,Briefwahl SG Bersenbrück,,,,,DE94E,,Postal Vote
DE_03459903,DE_03459903,Briefwahl SG Fürstenau,,,,,DE94E,,Postal Vote
DE_03459904,DE_03459904,Briefwahl SG Neuenkirchen,,,,,DE94E,,Postal Vote
DE_03459999,DE_03459999,Briefwahl für mehrere Gemeinden,,,,,DE94E,,Postal Vote
DE_03460999,DE_03460999,Briefwahl für mehrere Gemeinden,,,,,DE94F,,Postal Vote
DE_03461999,DE_03461999,Briefwahl für mehrere Gemeinden,,,,,DE94G,,Postal Vote
DE_03462901,DE_03462901,Briefwahl SG Esens ohne Stadt Esens,,,,,DE94H,,Postal Vote
DE_03462902,DE_03462902,Briefwahl SG Holtriem,,,,,DE94H,,Postal Vote
DE_03462999,DE_03462999,Briefwahl für mehrere Gemeinden,,,,,DE94H,,Postal Vote
DE_04011999,DE_04011999,Briefwahl für mehrere Gemeinden,,,,,DE501,,Postal Vote
DE_04012999,DE_04012999,Briefwahl für mehrere Gemeinden,,,,,DE502,,Postal Vote
DE_05111999,DE_05111999,Briefwahl für mehrere Gemeinden,,,,,DEA11,,Postal Vote
DE_05112999,DE_05112999,Briefwahl für mehrere Gemeinden,,,,,DEA12,,Postal Vote
DE_05113999,DE_05113999,Briefwahl für mehrere Gemeinden,,,,,DEA13,,Postal Vote
DE_05114999,DE_05114999,Briefwahl für mehrere Gemeinden,,,,,DEA14,,Postal Vote
DE_05116999,DE_05116999,Briefwahl für mehrere Gemeinden,,,,,DEA15,,Postal Vote
