gisco_id,id,name_or,level,start_date,end_date,predecessors,parent,names,type
IT_ITZZNA,IT_ITZZNA,Citizens of Italy living in Namibia,,,,,IT,,Voters Abroad
IT_ITZZNE,IT_ITZZNE,Citizens of Italy living in Niger,,,,,IT,,Voters Abroad
IT_ITZZNG,IT_ITZZNG,Citizens of Italy living in Nigeria,,,,,IT,,Voters Abroad
IT_ITZZNI,IT_ITZZNI,Citizens of Italy living in Nicaragua,,,,,IT,,Voters Abroad
IT_ITZZNL,IT_ITZZNL,Citizens of Italy living in Netherlands,,,,,IT,,Voters Abroad
IT_ITZZNO,IT_ITZZNO,Citizens of Italy living in Norway,,,,,IT,,Voters Abroad
IT_ITZZNP,IT_ITZZNP,Citizens of Italy living in Nepal,,,,,IT,,Voters Abroad
IT_ITZZNZ,IT_ITZZNZ,Citizens of Italy living in New Zealand,,,,,IT,,Voters Abroad
IT_ITZZOM,IT_ITZZOM,Citizens of Italy living in Oman,,,,,IT,,Voters Abroad
IT_ITZZPA,IT_ITZZPA,Citizens of Italy living in Panama,,,,,IT,,Voters Abroad
IT_ITZZPE,IT_ITZZPE,Citizens of Italy living in Peru,,,,,IT,,Voters Abroad
IT_ITZZPG,IT_ITZZPG,Citizens of Italy living in Papua New Guinea,,,,,IT,,Voters Abroad
IT_ITZZPH,IT_ITZZPH,Citizens of Italy living in Philippines,,,,,IT,,Voters Abroad
IT_ITZZPK,IT_ITZZPK,Citizens of Italy living in Pakistan,,,,,IT,,Voters Abroad
IT_ITZZPL,IT_ITZZPL,Citizens of Italy living in Poland,,,,,IT,,Voters Abroad
IT_ITZZPT,IT_ITZZPT,Citizens of Italy living in Portugal,,,,,IT,,Voters Abroad
IT_ITZZPW,IT_ITZZPW,Citizens of Italy living in Palau,,,,,IT,,Voters Abroad
IT_ITZZPY,IT_ITZZPY,Citizens of Italy living in Paraguay,,,,,IT,,Voters Abroad
IT_ITZZQA,IT_ITZZQA,Citizens of Italy living in Qatar,,,,,IT,,Voters Abroad
IT_ITZZRO,IT_ITZZRO,Citizens of Italy living in Romania,,,,,IT,,Voters Abroad
IT_ITZZRS,IT_ITZZRS,Citizens of Italy living in Serbia,,,,,IT,,Voters Abroad
IT_ITZZRU,IT_ITZZRU,Citizens of Italy living in Russian Federation,,,,,IT,,Voters Abroad
IT_ITZZRW,IT_ITZZRW,Citizens of Italy living in Rwanda,,,,,IT,,Voters Abroad
IT_ITZZSA,IT_ITZZSA,Citizens of Italy living in Saudi Arabia,,,,,IT,,Voters Abroad
IT_ITZZSB,IT_ITZZSB,Citizens of Italy living in Solomon Islands,,,,,IT,,Voters Abroad
IT_ITZZSC,IT_ITZZSC,Citizens of Italy living in Seychelles,,,,,IT,,Voters Abroad
IT_ITZZSD,IT_ITZZSD,Citizens of Italy living in Sudan,,,,,IT,,Voters Abroad
IT_ITZZSE,IT_ITZZSE,Citizens of Italy living in Sweden,,,,,IT,,Voters Abroad
IT_ITZZSG,IT_ITZZSG,Citizens of Italy living in Singapore,,,,,IT,,Voters Abroad
IT_ITZZSI,IT_ITZZSI,Citizens of Italy living in Slovenia,,,,,IT,,Voters Abroad
IT_ITZZSK,IT_ITZZSK,Citizens of Italy living in Slovakia,,,,,IT,,Voters Abroad
IT_ITZZSL,IT_ITZZSL,Citizens of Italy living in Sierra Leone,,,,,IT,,Voters Abroad
IT_ITZZSM,IT_ITZZSM,Citizens of Italy living in San Marino,,,,,IT,,Voters Abroad
IT_ITZZSN,IT_ITZZSN,Citizens of Italy living in Senegal,,,,,IT,,Voters Abroad
IT_ITZZSO,IT_ITZZSO,Citizens of Italy living in Somalia,,,,,IT,,Voters Abroad
IT_ITZZSR,IT_ITZZSR,Citizens of Italy living in Suriname,,,,,IT,,Voters Abroad
IT_ITZZST,IT_ITZZST,Citizens of Italy living in Sao Tome and Principe,,,,,IT,,Voters Abroad
IT_ITZZSV,IT_ITZZSV,Citizens of Italy living in El Salvador,,,,,IT,,Voters Abroad
IT_ITZZSY,IT_ITZZSY,Citizens of Italy living in Syrian Arab Republic,,,,,IT,,Voters Abroad
IT_ITZZSZ,IT_ITZZSZ,Citizens of Italy living in Eswatini,,,,,IT,,Voters Abroad
IT_ITZZTD,IT_ITZZTD,Citizens of Italy living in Chad,,,,,IT,,Voters Abroad
IT_ITZZTG,IT_ITZZTG,Citizens of Italy living in Togo,,,,,IT,,Voters Abroad
IT_ITZZTH,IT_ITZZTH,Citizens of Italy living in Thailand,,,,,IT,,Voters Abroad
IT_ITZZTJ,IT_ITZZTJ,Citizens of Italy living in Tajikistan,,,,,IT,,Voters Abroad
IT_ITZZTL,IT_ITZZTL,Citizens of Italy living in Timor-Leste,,,,,IT,,Voters Abroad
IT_ITZZTM,IT_ITZZTM,Citizens of Italy living in Turkmenistan,,,,,IT,,Voters Abroad
IT_ITZZTN,IT_ITZZTN,Citizens of Italy living in Tunisia,,,,,IT,,Voters Abroad
IT_ITZZTO,IT_ITZZTO,Citizens of Italy living in Tonga,,,,,IT,,Voters Abroad
IT_ITZZTR,IT_ITZZTR,Citizens of Italy living in Türkiye,,,,,IT,,Voters Abroad
IT_ITZZTT,IT_ITZZTT,Citizens of Italy living in Trinidad and Tobago,,,,,IT,,Voters Abroad
IT_ITZZTW,IT_ITZZTW,"Citizens of Italy living in Taiwan, Province of China",,,,,IT,,Voters Abroad
IT_ITZZTZ,IT_ITZZTZ,"Citizens of Italy living in Tanzania, United Republic of",,,,,IT,,Voters Abroad
IT_ITZZUA,IT_ITZZUA,Citizens of Italy living in Ukraine,,,,,IT,,Voters Abroad
IT_ITZZUG,IT_ITZZUG,Citizens of Italy living in Uganda,,,,,IT,,Voters Abroad
IT_ITZZUS,IT_ITZZUS,Citizens of Italy living in United States,,,,,IT,,Voters Abroad
IT_ITZZUY,IT_ITZZUY,Citizens of Italy living in Uruguay,,,,,IT,,Voters Abroad
IT_ITZZUZ,IT_ITZZUZ,Citizens of Italy living in Uzbekistan,,,,,IT,,Voters Abroad
IT_ITZZVA,IT_ITZZVA,Citizens of Italy living in Holy See (Vatican City State),,,,,IT,,Voters Abroad
IT_ITZZVC,IT_ITZZVC,Citizens of Italy living in Saint Vincent and the Grenadines,,,,,IT,,Voters Abroad
IT_ITZZVE,IT_ITZZVE,"Citizens of Italy living in Venezuela, Bolivarian Republic of",,,,,IT,,Voters Abroad
IT_ITZZVN,IT_ITZZVN,Citizens of Italy living in Viet Nam,,,,,IT,,Voters Abroad
IT_ITZZVU,IT_ITZZVU,Citizens of Italy living in Vanuatu,,,,,IT,,Voters Abroad
IT_ITZZWS,IT_ITZZWS,Citizens of Italy living in Samoa,,,,,IT,,Voters Abroad
IT_ITZZXK,IT_ITZZXK,Citizens of Italy living in Kosovo,,,,,IT,,Voters Abroad
IT_ITZZZA,IT_ITZZZA,Citizens of Italy living in South Africa,,,,,IT,,Voters Abroad
IT_ITZZZM,IT_ITZZZM,Citizens of Italy living in Zambia,,,,,IT,,Voters Abroad
IT_ITZZZW,IT_ITZZZW,Citizens of Italy living in Zimbabwe,,,,,IT,,Voters Abroad
LT_LTYY98,LT_LTYY98,"/Balsai, suskaičiuoti Vyriausiojoje rinkimų komisijoje",,,,,LT,,Electoral Constituency
LT_LTYY99,LT_LTYY99,/Silales - Silutes/Voting by mail (region district),,,,,LT,,Postal Vote
LT_LTZZ99,LT_LTZZ99,/Vilniaus m./Balsavimas LR diplomatinėse atstovybėse,,,,,LT,,Voters Abroad
LT_LTZZAE,LT_LTZZAE,Citizens of Lithuania living in United Arab Emirates,,,,,LT,,Voters Abroad
LT_LTZZAM,LT_LTZZAM,Citizens of Lithuania living in Armenia,,,,,LT,,Voters Abroad
LT_LTZZAR,LT_LTZZAR,Citizens of Lithuania living in Argentina,,,,,LT,,Voters Abroad
LT_LTZZAT,LT_LTZZAT,Citizens of Lithuania living in Austria,,,,,LT,,Voters Abroad
LT_LTZZAU,LT_LTZZAU,Citizens of Lithuania living in Australia,,,,,LT,,Voters Abroad
LT_LTZZAZ,LT_LTZZAZ,Citizens of Lithuania living in Azerbaijan,,,,,LT,,Voters Abroad
LT_LTZZBE,LT_LTZZBE,Citizens of Lithuania living in Belgium,,,,,LT,,Voters Abroad
LT_LTZZBG,LT_LTZZBG,Citizens of Lithuania living in Bulgaria,,,,,LT,,Voters Abroad
LT_LTZZBR,LT_LTZZBR,Citizens of Lithuania living in Brazil,,,,,LT,,Voters Abroad
LT_LTZZBY,LT_LTZZBY,Citizens of Lithuania living in Belarus,,,,,LT,,Voters Abroad
LT_LTZZCA,LT_LTZZCA,Citizens of Lithuania living in Canada,,,,,LT,,Voters Abroad
LT_LTZZCH,LT_LTZZCH,Citizens of Lithuania living in Switzerland,,,,,LT,,Voters Abroad
LT_LTZZCN,LT_LTZZCN,Citizens of Lithuania living in China,,,,,LT,,Voters Abroad
LT_LTZZCO,LT_LTZZCO,Citizens of Lithuania living in Colombia,,,,,LT,,Voters Abroad
LT_LTZZCZ,LT_LTZZCZ,Citizens of Lithuania living in Czechia,,,,,LT,,Voters Abroad
LT_LTZZDE,LT_LTZZDE,Citizens of Lithuania living in Germany,,,,,LT,,Voters Abroad
LT_LTZZDK,LT_LTZZDK,Citizens of Lithuania living in Denmark,,,,,LT,,Voters Abroad
LT_LTZZEE,LT_LTZZEE,Citizens of Lithuania living in Estonia,,,,,LT,,Voters Abroad
LT_LTZZEG,LT_LTZZEG,Citizens of Lithuania living in Egypt,,,,,LT,,Voters Abroad
LT_LTZZEL,LT_LTZZEL,Citizens of Lithuania living in Greece,,,,,LT,,Voters Abroad
LT_LTZZES,LT_LTZZES,Citizens of Lithuania living in Spain,,,,,LT,,Voters Abroad
LT_LTZZFI,LT_LTZZFI,Citizens of Lithuania living in Finland,,,,,LT,,Voters Abroad
LT_LTZZFR,LT_LTZZFR,Citizens of Lithuania living in France,,,,,LT,,Voters Abroad
LT_LTZZGB,LT_LTZZGB,Citizens of Lithuania living in United Kingdom,,,,,LT,,Voters Abroad
LT_LTZZGE,LT_LTZZGE,Citizens of Lithuania living in Georgia,,,,,LT,,Voters Abroad
LT_LTZZHR,LT_LTZZHR,Citizens of Lithuania living in Croatia,,,,,LT,,Voters Abroad
LT_LTZZHU,LT_LTZZHU,Citizens of Lithuania living in Hungary,,,,,LT,,Voters Abroad
LT_LTZZIE,LT_LTZZIE,Citizens of Lithuania living in Ireland,,,,,LT,,Voters Abroad
LT_LTZZIL,LT_LTZZIL,Citizens of Lithuania living in Israel,,,,,LT,,Voters Abroad
LT_LTZZIN,LT_LTZZIN,Citizens of Lithuania living in India,,,,,LT,,Voters Abroad
LT_LTZZIT,LT_LTZZIT,Citizens of Lithuania living in Italy,,,,,LT,,Voters Abroad
LT_LTZZJP,LT_LTZZJP,Citizens of Lithuania living in Japan,,,,,LT,,Voters Abroad
LT_LTZZKR,LT_LTZZKR,"Citizens of Lithuania living in Korea, Republic of",,,,,LT,,Voters Abroad
LT_LTZZKZ,LT_LTZZKZ,Citizens of Lithuania living in Kazakhstan,,,,,LT,,Voters Abroad
LT_LTZZLV,LT_LTZZLV,Citizens of Lithuania living in Latvia,,,,,LT,,Voters Abroad
LT_LTZZMD,LT_LTZZMD,"Citizens of Lithuania living in Moldova, Republic of",,,,,LT,,Voters Abroad
LT_LTZZNL,LT_LTZZNL,Citizens of Lithuania living in Netherlands,,,,,LT,,Voters Abroad
LT_LTZZNO,LT_LTZZNO,Citizens of Lithuania living in Norway,,,,,LT,,Voters Abroad
LT_LTZZPL,LT_LTZZPL,Citizens of Lithuania living in Poland,,,,,LT,,Voters Abroad
LT_LTZZPT,LT_LTZZPT,Citizens of Lithuania living in Portugal,,,,,LT,,Voters Abroad
LT_LTZZRO,LT_LTZZRO,Citizens of Lithuania living in Romania,,,,,LT,,Voters Abroad
LT_LTZZRU,LT_LTZZRU,Citizens of Lithuania living in Russian Federation,,,,,LT,,Voters Abroad
LT_LTZZSE,LT_LTZZSE,Citizens of Lithuania living in Sweden,,,,,LT,,Voters Abroad
LT_LTZZSG,LT_LTZZSG,Citizens of Lithuania living in Singapore,,,,,LT,,Voters Abroad
LT_LTZZSI,LT_LTZZSI,Citizens of Lithuania living in Slovenia,,,,,LT,,Voters Abroad
LT_LTZZTR,LT_LTZZTR,Citizens of Lithuania living in Türkiye,,,,,LT,,Voters Abroad
LT_LTZZUA,LT_LTZZUA,Citizens of Lithuania living in Ukraine,,,,,LT,,Voters Abroad
LT_LTZZUS,LT_LTZZUS,Citizens of Lithuania living in United States,,,,,LT,,Voters Abroad
LT_LTZZUY,LT_LTZZUY,Citizens of Lithuania living in Uruguay,,,,,LT,,Voters Abroad
LT_LTZZVE,LT_LTZZVE,"Citizens of Lithuania living in Venezuela, Bolivarian Republic of",,,,,LT,,Voters Abroad
LT_LTZZZA,LT_LTZZZA,Citizens of Lithuania living in South Africa,,,,,LT,,Voters Abroad
LV_LVYY99,LV_LVYY99,Pasta balsošana,,,,,LV,,Postal Vote
LV_LVZZ99,LV_LVZZ99,Ārzemes,,,,,LV,,Voters Abroad
LV_LVZZAE,LV_LVZZAE,Citizens of Latvia living in United Arab Emirates,,,,,LV,,Voters Abroad
LV_LVZZAT,LV_LVZZAT,Citizens of Latvia living in Austria,,,,,LV,,Voters Abroad
LV_LVZZAU,LV_LVZZAU,Citizens of Latvia living in Australia,,,,,LV,,Voters Abroad
LV_LVZZAZ,LV_LVZZAZ,Citizens of Latvia living in Azerbaijan,,,,,LV,,Voters Abroad
LV_LVZZBE,LV_LVZZBE,Citizens of Latvia living in Belgium,,,,,LV,,Voters Abroad
LV_LVZZBR,LV_LVZZBR,Citizens of Latvia living in Brazil,,,,,LV,,Voters Abroad
LV_LVZZBY,LV_LVZZBY,Citizens of Latvia living in Belarus,,,,,LV,,Voters Abroad
LV_LVZZCA,LV_LVZZCA,Citizens of Latvia living in Canada,,,,,LV,,Voters Abroad
LV_LVZZCF,LV_LVZZCF,Citizens of Latvia living in Central African Republic,,,,,LV,,Voters Abroad
LV_LVZZCH,LV_LVZZCH,Citizens of Latvia living in Switzerland,,,,,LV,,Voters Abroad
LV_LVZZCL,LV_LVZZCL,Citizens of Latvia living in Chile,,,,,LV,,Voters Abroad
LV_LVZZCN,LV_LVZZCN,Citizens of Latvia living in China,,,,,LV,,Voters Abroad
LV_LVZZCZ,LV_LVZZCZ,Citizens of Latvia living in Czechia,,,,,LV,,Voters Abroad
LV_LVZZDE,LV_LVZZDE,Citizens of Latvia living in Germany,,,,,LV,,Voters Abroad
LV_LVZZDK,LV_LVZZDK,Citizens of Latvia living in Denmark,,,,,LV,,Voters Abroad
LV_LVZZEE,LV_LVZZEE,Citizens of Latvia living in Estonia,,,,,LV,,Voters Abroad
LV_LVZZEG,LV_LVZZEG,Citizens of Latvia living in Egypt,,,,,LV,,Voters Abroad
LV_LVZZEL,LV_LVZZEL,Citizens of Latvia living in Greece,,,,,LV,,Voters Abroad
LV_LVZZES,LV_LVZZES,Citizens of Latvia living in Spain,,,,,LV,,Voters Abroad
LV_LVZZFI,LV_LVZZFI,Citizens of Latvia living in Finland,,,,,LV,,Voters Abroad
LV_LVZZFR,LV_LVZZFR,Citizens of Latvia living in France,,,,,LV,,Voters Abroad
LV_LVZZGB,LV_LVZZGB,Citizens of Latvia living in United Kingdom,,,,,LV,,Voters Abroad
LV_LVZZGE,LV_LVZZGE,Citizens of Latvia living in Georgia,,,,,LV,,Voters Abroad
LV_LVZZHU,LV_LVZZHU,Citizens of Latvia living in Hungary,,,,,LV,,Voters Abroad
LV_LVZZIE,LV_LVZZIE,Citizens of Latvia living in Ireland,,,,,LV,,Voters Abroad
LV_LVZZIL,LV_LVZZIL,Citizens of Latvia living in Israel,,,,,LV,,Voters Abroad
LV_LVZZIN,LV_LVZZIN,Citizens of Latvia living in India,,,,,LV,,Voters Abroad
LV_LVZZIS,LV_LVZZIS,Citizens of Latvia living in Iceland,,,,,LV,,Voters Abroad
LV_LVZZIT,LV_LVZZIT,Citizens of Latvia living in Italy,,,,,LV,,Voters Abroad
LV_LVZZJP,LV_LVZZJP,Citizens of Latvia living in Japan,,,,,LV,,Voters Abroad
LV_LVZZKR,LV_LVZZKR,"Citizens of Latvia living in Korea, Republic of",,,,,LV,,Voters Abroad
LV_LVZZKZ,LV_LVZZKZ,Citizens of Latvia living in Kazakhstan,,,,,LV,,Voters Abroad
LV_LVZZLT,LV_LVZZLT,Citizens of Latvia living in Lithuania,,,,,LV,,Voters Abroad
LV_LVZZLU,LV_LVZZLU,Citizens of Latvia living in Luxembourg,,,,,LV,,Voters Abroad
LV_LVZZMD,LV_LVZZMD,"Citizens of Latvia living in Moldova, Republic of",,,,,LV,,Voters Abroad
LV_LVZZML,LV_LVZZML,Citizens of Latvia living in Mali,,,,,LV,,Voters Abroad
LV_LVZZMX,LV_LVZZMX,Citizens of Latvia living in Mexico,,,,,LV,,Voters Abroad
LV_LVZZNL,LV_LVZZNL,Citizens of Latvia living in Netherlands,,,,,LV,,Voters Abroad
LV_LVZZNO,LV_LVZZNO,Citizens of Latvia living in Norway,,,,,LV,,Voters Abroad
LV_LVZZNZ,LV_LVZZNZ,Citizens of Latvia living in New Zealand,,,,,LV,,Voters Abroad
LV_LVZZPL,LV_LVZZPL,Citizens of Latvia living in Poland,,,,,LV,,Voters Abroad
LV_LVZZPT,LV_LVZZPT,Citizens of Latvia living in Portugal,,,,,LV,,Voters Abroad
LV_LVZZRU,LV_LVZZRU,Citizens of Latvia living in Russian Federation,,,,,LV,,Voters Abroad
LV_LVZZSE,LV_LVZZSE,Citizens of Latvia living in Sweden,,,,,LV,,Voters Abroad
LV_LVZZTR,LV_LVZZTR,Citizens of Latvia living in Türkiye,,,,,LV,,Voters Abroad
LV_LVZZUA,LV_LVZZUA,Citizens of Latvia living in Ukraine,,,,,LV,,Voters Abroad
LV_LVZZUS,LV_LVZZUS,Citizens of Latvia living in United States,,,,,LV,,Voters Abroad
LV_LVZZUZ,LV_LVZZUZ,Citizens of Latvia living in Uzbekistan,,,,,LV,,Voters Abroad
LV_LVZZXK,LV_LVZZXK,Citizens of Latvia living in Kosovo,,,,,LV,,Voters Abroad
MT_(MEP),MT_(MEP),NATIONAL (MEP),,,,,MT000,,Electoral Constituency
MT_01,MT_01,DISTRICT 1,,,,,MT000,,Electoral Constituency
MT_02,MT_02,DISTRICT 2,,,,,MT000,,Electoral Constituency
MT_03,MT_03,DISTRICT 3,,,,,MT000,,Electoral Constituency
MT_04,MT_04,DISTRICT 4,,,,,MT000,,Electoral Constituency
MT_05,MT_05,DISTRICT 5,,,,,MT000,,Electoral Constituency
MT_06,MT_06,DISTRICT 6,,,,,MT000,,Electoral Constituency
MT_07,MT_07,DISTRICT 7,,,,,MT000,,Electoral Constituency
MT_08,MT_08,DISTRICT 8,,,,,MT000,,Electoral Constituency
MT_09,MT_09,DISTRICT 9,,,,,MT000,,Electoral Constituency
MT_10,MT_10,DISTRICT 10,,,,,MT000,,Electoral Constituency
MT_11,MT_11,DISTRICT 11,,,,,MT000,,Electoral Constituency
MT_12,MT_12,DISTRICT 12,,,,,MT000,,Electoral Constituency
MT_13,MT_13,DISTRICT 13,,,,,MT000,,Electoral Constituency
MT_MT,MT_MT,Malta,,,,,MT000,,Electoral Constituency
NL9,NL9,Caribisch Nederland,,,,,NL,,Overseas Country or Territory
NL90,NL90,Caribisch Nederland,,,,,NL9,,Overseas Country or Territory
NL901,NL901,Bonaire,,,,,NL90,,Overseas Country or Territory
NL902,NL902,Sint Eustatius,,,,,NL90,,Overseas Country or Territory
NL903,NL903,Saba,,,,,NL90,,Overseas Country or Territory
NL_NLYY98,NL_NLYY98,NBSB,,,,,NL,,Postal Vote
NL_NLYY99,NL_NLYY99,Briefstemmen,,,,,NL,,Postal Vote
NL_NLZZBO,NL_NLZZBO,Bonaire,,,,,NL901,,Overseas Country or Territory
NL_NLZZSA,NL_NLZZSA,Saba,,,,,NL903,,Overseas Country or Territory
NL_NLZZSE,NL_NLZZSE,Sint Eustatius,,,,,NL902,,Overseas Country or Territory
PL_PLZZ98,PL_PLZZ98,Statki,,,,,PL,,Ships at Sea
PL_PLZZ99,PL_PLZZ99,Zagranica,,,,,PL,,Voters Abroad
PL_PLZZAE,PL_PLZZAE,Citizens of Poland living in United Arab Emirates,,,,,PL,,Voters Abroad
PL_PLZZAF,PL_PLZZAF,Citizens of Poland living in Afghanistan,,,,,PL,,Voters Abroad
PL_PLZZAL,PL_PLZZAL,Citizens of Poland living in Albania,,,,,PL,,Voters Abroad
PL_PLZZAM,PL_PLZZAM,Citizens of Poland living in Armenia,,,,,PL,,Voters Abroad
PL_PLZZAO,PL_PLZZAO,Citizens of Poland living in Angola,,,,,PL,,Voters Abroad
PL_PLZZAR,PL_PLZZAR,Citizens of Poland living in Argentina,,,,,PL,,Voters Abroad
PL_PLZZAT,PL_PLZZAT,Citizens of Poland living in Austria,,,,,PL,,Voters Abroad
PL_PLZZAU,PL_PLZZAU,Citizens of Poland living in Australia,,,,,PL,,Voters Abroad
PL_PLZZAZ,PL_PLZZAZ,Citizens of Poland living in Azerbaijan,,,,,PL,,Voters Abroad
PL_PLZZBA,PL_PLZZBA,Citizens of Poland living in Bosnia and Herzegovina,,,,,PL,,Voters Abroad
PL_PLZZBE,PL_PLZZBE,Citizens of Poland living in Belgium,,,,,PL,,Voters Abroad
PL_PLZZBG,PL_PLZZBG,Citizens of Poland living in Bulgaria,,,,,PL,,Voters Abroad
PL_PLZZBR,PL_PLZZBR,Citizens of Poland living in Brazil,,,,,PL,,Voters Abroad
PL_PLZZBY,PL_PLZZBY,Citizens of Poland living in Belarus,,,,,PL,,Voters Abroad
PL_PLZZCA,PL_PLZZCA,Citizens of Poland living in Canada,,,,,PL,,Voters Abroad
PL_PLZZCD,PL_PLZZCD,"Citizens of Poland living in Congo, The Democratic Republic of the",,,,,PL,,Voters Abroad
PL_PLZZCH,PL_PLZZCH,Citizens of Poland living in Switzerland,,,,,PL,,Voters Abroad
PL_PLZZCL,PL_PLZZCL,Citizens of Poland living in Chile,,,,,PL,,Voters Abroad
PL_PLZZCN,PL_PLZZCN,Citizens of Poland living in China,,,,,PL,,Voters Abroad
PL_PLZZCO,PL_PLZZCO,Citizens of Poland living in Colombia,,,,,PL,,Voters Abroad
PL_PLZZCR,PL_PLZZCR,Citizens of Poland living in Costa Rica,,,,,PL,,Voters Abroad
PL_PLZZCS,PL_PLZZCS,Citizens of Poland living in Serbia and Montenegro,,,,,PL,,Voters Abroad
PL_PLZZCU,PL_PLZZCU,Citizens of Poland living in Cuba,,,,,PL,,Voters Abroad
PL_PLZZCY,PL_PLZZCY,Citizens of Poland living in Cyprus,,,,,PL,,Voters Abroad
PL_PLZZCZ,PL_PLZZCZ,Citizens of Poland living in Czechia,,,,,PL,,Voters Abroad
PL_PLZZDE,PL_PLZZDE,Citizens of Poland living in Germany,,,,,PL,,Voters Abroad
PL_PLZZDK,PL_PLZZDK,Citizens of Poland living in Denmark,,,,,PL,,Voters Abroad
PL_PLZZDO,PL_PLZZDO,Citizens of Poland living in Dominican Republic,,,,,PL,,Voters Abroad
PL_PLZZDZ,PL_PLZZDZ,Citizens of Poland living in Algeria,,,,,PL,,Voters Abroad
PL_PLZZEC,PL_PLZZEC,Citizens of Poland living in Ecuador,,,,,PL,,Voters Abroad
PL_PLZZEE,PL_PLZZEE,Citizens of Poland living in Estonia,,,,,PL,,Voters Abroad
PL_PLZZEG,PL_PLZZEG,Citizens of Poland living in Egypt,,,,,PL,,Voters Abroad
PL_PLZZEL,PL_PLZZEL,Citizens of Poland living in Greece,,,,,PL,,Voters Abroad
PL_PLZZES,PL_PLZZES,Citizens of Poland living in Spain,,,,,PL,,Voters Abroad
PL_PLZZET,PL_PLZZET,Citizens of Poland living in Ethiopia,,,,,PL,,Voters Abroad
PL_PLZZFI,PL_PLZZFI,Citizens of Poland living in Finland,,,,,PL,,Voters Abroad
PL_PLZZFR,PL_PLZZFR,Citizens of Poland living in France,,,,,PL,,Voters Abroad
PL_PLZZGB,PL_PLZZGB,Citizens of Poland living in United Kingdom,,,,,PL,,Voters Abroad
PL_PLZZGE,PL_PLZZGE,Citizens of Poland living in Georgia,,,,,PL,,Voters Abroad
PL_PLZZHK,PL_PLZZHK,Citizens of Poland living in Hong Kong,,,,,PL,,Voters Abroad
PL_PLZZHR,PL_PLZZHR,Citizens of Poland living in Croatia,,,,,PL,,Voters Abroad
PL_PLZZHU,PL_PLZZHU,Citizens of Poland living in Hungary,,,,,PL,,Voters Abroad
PL_PLZZID,PL_PLZZID,Citizens of Poland living in Indonesia,,,,,PL,,Voters Abroad
PL_PLZZIE,PL_PLZZIE,Citizens of Poland living in Ireland,,,,,PL,,Voters Abroad
PL_PLZZIL,PL_PLZZIL,Citizens of Poland living in Israel,,,,,PL,,Voters Abroad
PL_PLZZIN,PL_PLZZIN,Citizens of Poland living in India,,,,,PL,,Voters Abroad
PL_PLZZIQ,PL_PLZZIQ,Citizens of Poland living in Iraq,,,,,PL,,Voters Abroad
PL_PLZZIR,PL_PLZZIR,"Citizens of Poland living in Iran, Islamic Republic of",,,,,PL,,Voters Abroad
PL_PLZZIS,PL_PLZZIS,Citizens of Poland living in Iceland,,,,,PL,,Voters Abroad
PL_PLZZIT,PL_PLZZIT,Citizens of Poland living in Italy,,,,,PL,,Voters Abroad
PL_PLZZJE,PL_PLZZJE,Citizens of Poland living in Jersey,,,,,PL,,Voters Abroad
PL_PLZZJO,PL_PLZZJO,Citizens of Poland living in Jordan,,,,,PL,,Voters Abroad
PL_PLZZJP,PL_PLZZJP,Citizens of Poland living in Japan,,,,,PL,,Voters Abroad
PL_PLZZKE,PL_PLZZKE,Citizens of Poland living in Kenya,,,,,PL,,Voters Abroad
PL_PLZZKP,PL_PLZZKP,"Citizens of Poland living in Korea, Democratic People's Republic of",,,,,PL,,Voters Abroad
PL_PLZZKR,PL_PLZZKR,"Citizens of Poland living in Korea, Republic of",,,,,PL,,Voters Abroad
PL_PLZZKW,PL_PLZZKW,Citizens of Poland living in Kuwait,,,,,PL,,Voters Abroad
PL_PLZZKZ,PL_PLZZKZ,Citizens of Poland living in Kazakhstan,,,,,PL,,Voters Abroad
PL_PLZZLB,PL_PLZZLB,Citizens of Poland living in Lebanon,,,,,PL,,Voters Abroad
PL_PLZZLT,PL_PLZZLT,Citizens of Poland living in Lithuania,,,,,PL,,Voters Abroad
PL_PLZZLU,PL_PLZZLU,Citizens of Poland living in Luxembourg,,,,,PL,,Voters Abroad
PL_PLZZLV,PL_PLZZLV,Citizens of Poland living in Latvia,,,,,PL,,Voters Abroad
PL_PLZZLY,PL_PLZZLY,Citizens of Poland living in Libya,,,,,PL,,Voters Abroad
PL_PLZZMA,PL_PLZZMA,Citizens of Poland living in Morocco,,,,,PL,,Voters Abroad
PL_PLZZMD,PL_PLZZMD,"Citizens of Poland living in Moldova, Republic of",,,,,PL,,Voters Abroad
PL_PLZZME,PL_PLZZME,Citizens of Poland living in Montenegro,,,,,PL,,Voters Abroad
PL_PLZZMK,PL_PLZZMK,Citizens of Poland living in North Macedonia,,,,,PL,,Voters Abroad
PL_PLZZMN,PL_PLZZMN,Citizens of Poland living in Mongolia,,,,,PL,,Voters Abroad
PL_PLZZMT,PL_PLZZMT,Citizens of Poland living in Malta,,,,,PL,,Voters Abroad
PL_PLZZMX,PL_PLZZMX,Citizens of Poland living in Mexico,,,,,PL,,Voters Abroad
PL_PLZZMY,PL_PLZZMY,Citizens of Poland living in Malaysia,,,,,PL,,Voters Abroad
PL_PLZZNG,PL_PLZZNG,Citizens of Poland living in Nigeria,,,,,PL,,Voters Abroad
PL_PLZZNL,PL_PLZZNL,Citizens of Poland living in Netherlands,,,,,PL,,Voters Abroad
