gisco_id,name,registered,turnout,invalid,blank,Abeceda,AMD-HSM,AM,ASH-SUH-SSU,A-HSS,A-HSP,BUZ-PGS-HRS,DLS,DSŽ,GR,HDZ-HGS,HDS-JH,HSS-ZS-SP,HSLS,HSP,HSP-HČSP,HL,HRAST,HKDU,NL [Neovisna lista],NH,OS,SDP-HNS-IDS-HSU,SPH,SRP,SHZ,VH,ZL,SP-A-HSS,DSRS,HDSS,HDZ,HSS,HSP-HS,HDSSB,JH,ZS (2004),Zeleni HR,HSZ,SDSS,ABH-JH,HES,HSLS-ZDS,MDS,Bešić,Bratić,Hodžić [Nedžad Hodžić],KLJUČ,Prljaskaj,Malići,Mitrevski,Prekpalaj [Nikolle Prekpalaj],Ružnić,Sulejmani,Tabaković,Tanković,DSBSB,UZARH,UAZŽ,UGANMP,SDA,HDZ-DC,H21,ZNL,ZZ,SNS-DPS,Cvetanović,Parić,Mikić,Milošević [Slobodan Milošević],Pupovac,Resan,Simić,Stanimirović,Tekić,Vuković,Ajduković,Džakula,USOBŽ,Rodić,SP-A-HSS-DPS,HDS,SDP-HNS-IDS,ČBK-MSJ,Danjek,Komak,Vojta,ČBK-MSJ-ČBS,SSRH,Jankovics,Šoja,SMU,ZDS,Bajrić,Balog [Bojan Balog],Balog [Željko Balog],Bogdan,ASH-SUH,Dedić,Filima,Gušani,Hasanović,Ignac,Ivanišević,Jelenić,Kajtazi,Kostelnik,Memedi [Nazif Memedi],Mešić [Alija Mešić],Metzinger,UZRIBŽR,Petter,Šajtoš,Tolj,Trischler,Zavacki,UZBRM,UROBŽ,UZRH,MRUHSB,KRUH,URH,HRDS,CPI EU,URZZŽ,Bejahad,UZRIBŽR-RUU,PKUFC,NNZ/DG,PKUMK,Radin,ASH-SUH-SSU-RI,RI-ASH-SUH,ISDNS,Ladonja,DSZ,AM-RI-SUH
HR_00019,Andrijasevci,3328,1958,32,0,1,0,4,4,0,6,30,0,8,0,0,11,0,51,54,41,46,13,5,0,0,0,581,0,3,3,0,1,7,5,0,683,35,0,328,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00027,Antunovac,3368,2170,39,0,0,2,3,19,0,19,34,0,8,0,0,0,0,16,0,34,78,21,0,15,0,0,521,0,4,0,2,5,4,10,3,655,48,294,302,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00035,Babina Greda,3559,1835,16,0,9,0,2,9,0,8,21,0,1,0,0,17,0,17,28,74,12,8,1,0,0,0,614,0,2,8,0,3,7,14,0,584,113,0,261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00043,Bakar,7412,4666,96,0,5,18,102,0,0,26,245,0,28,0,3,0,85,69,139,89,274,17,5,119,0,0,2091,0,17,1,0,37,0,0,0,977,0,0,0,0,0,0,0,0,33,4,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,21,3,2,0,1,0,5,0,0,4,1,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,0
HR_00051,Bale / Valle,1113,727,13,0,2,2,0,0,0,0,5,0,2,0,0,0,4,2,7,3,14,2,1,2,0,0,221,0,0,0,1,2,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,7,358,2,0
HR_00060,Barban,2388,1766,29,0,4,5,0,0,0,1,28,0,12,0,0,0,26,11,8,8,64,7,0,22,0,0,1175,0,10,1,6,13,8,0,0,118,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,21,126,13,0
HR_00078,Barilovic,3169,1781,27,0,3,6,7,0,0,5,24,0,9,0,0,0,163,54,82,28,53,5,2,11,0,0,461,0,4,2,0,2,0,0,0,709,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,18,4,3,2,2,51,2,2,52,2,45,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
HR_00086,Baška,1851,990,15,0,2,7,0,0,0,4,218,0,3,0,0,0,20,11,57,12,42,11,0,24,0,0,389,0,1,2,1,1,3,0,0,112,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,5,0
HR_00094,Baska Voda,3459,1575,33,0,3,3,10,6,11,4,22,3,6,2,522,13,35,14,28,66,37,6,2,20,0,1,542,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00108,Bebrina,2826,1620,52,0,4,0,10,6,0,9,22,0,11,0,0,6,0,19,81,83,17,3,9,0,0,0,389,0,7,2,0,2,6,14,0,534,119,0,198,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00116,Bedekovcina,6863,4055,85,0,9,7,24,56,38,16,91,0,19,0,0,0,0,0,81,24,237,46,13,25,5,0,2136,0,15,3,0,11,0,0,8,575,126,0,0,0,91,0,8,0,22,4,172,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00124,Bednja,4193,2007,37,0,1,1,3,9,5,1,25,0,4,0,0,0,0,0,22,9,70,11,5,5,1,0,1147,0,7,1,0,0,0,0,10,487,46,0,0,0,13,0,3,0,12,4,52,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00132,Beli Manastir,10862,5465,83,0,16,8,15,29,0,18,92,0,10,0,1,0,0,54,0,42,175,3,6,19,0,0,1689,0,19,0,6,6,53,22,13,1148,13,163,747,1,2,8,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,7,7,10,16,405,7,6,422,6,368,1,2,0,0,0,0,0,0,0,0,0,0,0,165,168,0,0,21,0,0,0,0,0,0,0,0,0,1,0,73,0,0,3,1,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00159,Belica,2853,1724,19,0,1,2,2,7,11,1,26,0,5,0,0,0,0,0,19,11,298,12,8,6,2,0,952,0,1,0,0,1,0,0,13,188,80,0,0,0,2,0,4,0,5,1,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00167,Belisce,9775,6065,74,0,6,10,14,39,0,15,214,0,16,0,0,0,0,80,0,37,226,10,1,33,0,0,1950,0,5,0,2,11,9,55,18,971,14,179,1855,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,64,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00175,Benkovac,17206,5876,151,0,13,0,13,12,34,4,81,0,30,0,2687,78,0,174,103,200,92,46,0,64,0,5,962,0,6,20,0,16,0,0,0,0,74,0,0,0,6,0,26,666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8,1,1,4,51,1,3,23,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00183,Berek,1311,774,10,0,2,2,2,8,0,4,22,0,2,1,0,0,0,32,21,11,32,5,1,5,1,2,268,0,0,0,0,0,0,1,2,253,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00191,Beretinec,1849,1252,29,0,1,1,3,6,13,1,45,0,2,0,0,0,0,0,12,9,80,36,7,5,1,0,615,0,1,0,0,3,0,0,14,194,106,0,0,0,3,0,3,0,14,2,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00205,Bibinje,3552,1975,52,0,5,0,12,6,4,5,28,0,9,0,970,29,0,50,208,92,49,17,0,36,0,3,291,0,0,0,0,9,0,0,0,0,12,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00213,Bilje,5519,3279,43,0,8,12,8,7,0,5,76,0,8,0,0,0,0,34,0,20,99,12,2,24,0,0,729,0,2,0,7,3,4,7,11,432,6,128,575,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,4,7,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,580,378,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00221,Biograd na Moru,5544,3184,75,0,4,0,14,8,13,9,85,0,18,0,1003,28,0,119,71,110,119,31,0,103,0,4,1076,0,7,2,0,9,0,0,0,0,37,0,0,0,8,0,18,22,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00230,Bizovac,4109,2675,34,0,3,3,6,22,0,4,50,0,11,0,0,0,0,23,0,82,53,6,0,23,0,0,601,0,4,0,3,2,7,44,12,648,50,100,850,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HR_00248,Bjelovar,36098,22468,327,0,11,109,83,165,0,29,641,0,68,22,1,0,0,1505,792,387,1275,112,7,198,6,23,10128,0,43,0,35,47,0,16,67,4306,1009,1,0,0,26,0,1,0,183,13,0,0,0,0,0,0,16,1,0,1,0,0,0,1,0,0,0,0,0,2,24,7,38,39,5,8,2,4,49,1,5,33,0,23,0,0,0,0,105,80,15,7,11,0,1,0,0,0,10,0,0,11,0,2,1,0,0,0,0,1,0,0,0,11,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HR_00256,Blato,3624,2216,51,0,5,5,9,10,6,2,26,5,10,7,1044,13,16,17,11,93,40,16,0,5,1,2,707,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00264,Bogdanovci,2128,1112,19,0,2,0,1,5,0,6,9,0,4,0,0,4,0,0,37,95,7,5,2,0,0,0,280,0,1,2,0,0,4,4,0,372,33,0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,2,3,10,1,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,35,0,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00272,Bol,1713,926,17,0,1,0,4,1,6,3,14,1,4,0,214,6,9,47,12,41,26,8,0,6,1,3,388,2,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00299,Borovo,5126,2269,88,0,4,0,1,5,0,0,8,0,1,0,0,4,0,20,2,8,2,0,0,0,0,0,347,0,4,2,0,2,1,3,0,37,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,21,14,33,18,1031,10,30,1199,36,1263,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00302,Bosiljevo,1372,754,20,0,1,2,4,0,0,4,16,0,8,0,0,0,72,11,54,11,17,4,0,6,0,0,174,0,0,0,0,3,0,0,0,318,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
HR_00329,Bosnjaci,3832,1904,43,0,5,0,5,3,0,7,36,0,11,0,0,19,0,14,30,45,30,11,5,0,0,0,523,0,3,3,0,2,23,9,0,620,172,0,282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00337,Brckovljani,6005,3183,56,0,3,11,15,45,0,10,110,0,16,8,0,0,0,140,90,50,173,49,4,138,3,4,1130,0,7,0,2,21,0,5,9,813,150,0,0,0,2,0,0,0,16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00345,Brdovec,10375,6465,88,0,7,11,30,42,0,9,176,0,27,6,0,0,272,166,207,124,458,141,14,29,5,6,2951,0,21,2,7,28,43,8,0,1239,0,0,0,0,15,0,38,0,14,9,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,11,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00353,Brestovac,4299,2197,27,0,5,0,5,10,0,4,56,0,12,0,0,6,0,24,28,42,31,14,10,0,0,0,688,0,5,6,0,4,2,13,0,791,49,0,312,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,2,3,6,12,2,4,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00361,Breznica,1864,1109,25,0,1,2,4,5,11,2,18,0,7,0,0,0,0,0,33,7,80,9,9,0,0,0,497,0,2,2,0,2,0,0,6,212,101,0,0,0,9,0,6,0,8,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00370,Brinje,3439,1770,40,0,5,0,8,10,26,8,40,0,14,0,919,19,0,35,56,54,23,3,0,12,0,0,369,0,3,0,0,7,0,0,0,0,79,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,2,6,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00388,Brod Moravice,828,539,8,0,1,1,4,0,0,1,34,0,1,0,0,0,14,4,28,12,33,2,0,7,0,0,200,0,1,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
HR_00396,Brodski Stupnik,2870,1633,32,0,2,0,9,5,0,3,35,0,2,0,0,10,0,51,131,155,35,12,5,0,0,0,412,0,4,4,0,2,4,6,0,404,126,0,178,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00400,Brtonigla / Verteneglio,1655,874,20,0,1,4,0,0,0,3,14,0,4,0,0,0,2,6,2,3,26,0,2,10,0,0,459,0,5,1,3,5,6,0,0,81,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,8,15,78,4,0
HR_00418,Budinscina,2041,1030,32,0,1,0,3,9,12,4,24,0,4,0,0,0,0,0,15,4,36,9,1,3,3,0,469,0,1,2,0,3,0,0,11,217,115,0,0,0,18,0,4,0,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00426,Buje / Buie,5275,2806,74,0,10,13,0,0,0,6,24,0,12,0,0,0,21,46,16,23,115,9,6,32,0,0,1407,0,16,5,5,17,33,0,0,275,0,0,0,0,0,0,0,0,8,0,0,0,2,0,12,0,5,0,1,0,1,1,0,4,0,0,0,0,0,0,7,0,0,5,1,1,0,2,13,0,1,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,21,40,175,32,0
HR_00434,Buzet,5351,3723,81,0,7,15,0,0,0,5,57,0,19,0,0,0,23,43,20,20,143,27,1,57,0,0,2554,0,13,5,3,18,20,0,0,130,0,0,0,0,0,0,0,0,19,0,0,0,3,1,2,0,0,0,1,0,3,1,0,15,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,28,75,273,20,0
HR_00442,Cerna,4041,2463,32,0,3,0,5,12,0,4,55,0,17,0,0,13,0,51,30,55,40,6,7,0,0,0,847,0,4,5,0,11,5,19,0,864,45,0,316,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00469,Cernik,3594,2156,50,0,3,0,9,15,0,5,47,0,13,0,0,5,0,46,70,42,45,11,2,0,0,0,620,0,4,1,0,0,9,4,0,563,144,0,445,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00477,Cerovlje,1485,961,39,0,2,5,0,0,0,2,18,0,6,0,0,0,9,10,6,5,16,10,0,26,0,0,600,0,1,0,0,6,7,0,0,72,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,25,76,6,0
HR_00485,Cestica,4846,3040,61,0,1,9,10,9,24,6,51,0,10,0,0,0,0,0,29,11,141,62,18,6,5,0,1881,0,5,4,0,8,0,0,25,352,147,0,0,0,18,0,15,0,14,5,41,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
