gisco_id,name,registered,turnout,invalid,blank,Abeceda,AMD-HSM,AM,ASH-SUH-SSU,A-HSS,A-HSP,BUZ-PGS-HRS,DLS,DSŽ,GR,HDZ-HGS,HDS-JH,HSS-ZS-SP,HSLS,HSP,HSP-HČSP,HL,HRAST,HKDU,NL [Neovisna lista],NH,OS,SDP-HNS-IDS-HSU,SPH,SRP,SHZ,VH,ZL,SP-A-HSS,DSRS,HDSS,HDZ,HSS,HSP-HS,HDSSB,JH,ZS (2004),Zeleni HR,HSZ,SDSS,ABH-JH,HES,HSLS-ZDS,MDS,Bešić,Bratić,Hodžić [Nedžad Hodžić],KLJUČ,Prljaskaj,Malići,Mitrevski,Prekpalaj [Nikolle Prekpalaj],Ružnić,Sulejmani,Tabaković,Tanković,DSBSB,UZARH,UAZŽ,UGANMP,SDA,HDZ-DC,H21,ZNL,ZZ,SNS-DPS,Cvetanović,Parić,Mikić,Milošević [Slobodan Milošević],Pupovac,Resan,Simić,Stanimirović,Tekić,Vuković,Ajduković,Džakula,USOBŽ,Rodić,SP-A-HSS-DPS,HDS,SDP-HNS-IDS,ČBK-MSJ,Danjek,Komak,Vojta,ČBK-MSJ-ČBS,SSRH,Jankovics,Šoja,SMU,ZDS,Bajrić,Balog [Bojan Balog],Balog [Željko Balog],Bogdan,ASH-SUH,Dedić,Filima,Gušani,Hasanović,Ignac,Ivanišević,Jelenić,Kajtazi,Kostelnik,Memedi [Nazif Memedi],Mešić [Alija Mešić],Metzinger,UZRIBŽR,Petter,Šajtoš,Tolj,Trischler,Zavacki,UZBRM,UROBŽ,UZRH,MRUHSB,KRUH,URH,HRDS,CPI EU,URZZŽ,Bejahad,UZRIBŽR-RUU,PKUFC,NNZ/DG,PKUMK,Radin,ASH-SUH-SSU-RI,RI-ASH-SUH,ISDNS,Ladonja,DSZ,AM-RI-SUH
HR_01643,Jaksic,3807,2309,32,0,5,0,9,12,0,2,44,0,12,0,0,7,0,14,81,48,42,25,13,0,0,0,617,0,2,6,0,5,4,31,0,753,79,0,436,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,0,0,4,1,0,5,2,1,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01651,Jalzabet,2723,1767,48,0,3,4,2,8,11,2,20,0,6,0,0,0,0,0,21,4,104,25,10,15,4,0,841,0,5,0,0,4,0,0,12,320,71,0,0,0,7,0,1,0,183,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01660,Jarmina,2107,1235,21,0,3,0,3,6,0,2,14,0,3,0,0,8,0,67,45,29,23,2,3,0,0,0,297,0,2,3,0,3,2,9,0,521,11,0,153,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01678,Jasenice,1595,798,21,0,2,0,6,2,1,2,11,0,0,0,431,5,0,64,11,24,10,7,0,7,0,2,145,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01686,Jasenovac,2189,1283,34,0,9,5,2,13,8,6,23,0,6,4,0,0,0,67,87,28,19,3,0,10,0,0,306,0,1,0,0,2,0,0,5,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,536,1,0,3,8,0,1,1,0,10,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01694,Jastrebarsko,14627,9620,209,0,14,29,28,0,0,29,275,0,47,0,0,0,893,266,436,353,479,81,9,140,0,0,3816,0,11,7,0,52,0,0,0,1979,0,0,0,0,0,0,0,0,84,5,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,37,3,0,0,0,0,6,0,0,6,0,6,0,0,0,0,106,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
HR_01708,Jelenje,4602,2934,61,0,2,12,89,0,0,16,239,0,26,0,0,0,75,53,96,71,218,17,2,84,0,0,1290,0,10,3,0,26,0,0,0,347,0,0,0,0,0,0,0,0,47,3,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,21,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0
HR_01716,Jelsa,3678,2253,52,0,4,6,8,6,13,5,31,5,9,6,640,13,55,50,36,77,72,7,2,17,1,6,847,3,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01724,Josipdol,3542,2086,35,0,7,1,10,0,0,7,62,0,14,0,0,0,59,28,121,73,51,47,2,16,0,0,612,0,2,0,0,6,0,0,0,806,0,0,0,0,0,0,0,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,11,0,0,0,0,7,1,1,5,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
HR_01732,Kali,1801,1107,15,0,2,0,24,20,6,2,46,0,9,0,221,13,0,58,17,31,53,38,0,24,0,7,446,0,4,0,0,4,0,0,0,0,14,0,0,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01759,Kanfanar,1347,935,17,0,1,5,0,0,0,1,11,0,5,0,0,0,4,69,6,4,27,43,1,15,0,0,499,0,4,2,0,6,6,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,24,93,4,0
HR_01767,Kapela,2819,1639,29,0,0,3,2,13,0,6,22,0,7,3,0,0,0,159,46,22,52,10,1,17,1,3,567,0,1,0,3,1,0,3,13,476,136,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01775,Kaptol,3185,1926,37,0,2,0,10,12,0,5,34,0,10,0,0,9,0,17,26,37,22,13,5,0,0,0,543,0,3,4,0,7,16,12,0,566,94,0,425,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01783,Karlobag,1049,549,11,0,1,0,3,3,5,4,8,0,2,0,294,7,0,7,10,18,4,2,0,4,0,2,127,0,0,0,0,1,0,0,0,0,18,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01791,Karlovac,55709,34092,634,0,65,170,127,0,0,74,920,0,162,0,10,0,1262,886,1060,1037,1748,207,9,522,0,0,14163,0,74,41,0,159,1,0,0,8964,2,0,6,0,0,0,1,0,372,30,2,0,10,0,3,2,42,0,1,2,1,2,3,9,0,0,0,0,1,0,50,15,123,172,18,15,9,13,219,9,5,174,9,142,1,1,1,1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,166,0,0,0,0,1
HR_01805,Kastav,9213,5787,79,0,8,33,114,0,0,6,336,0,33,0,0,0,59,141,128,118,398,35,1,156,0,0,2942,0,21,2,0,27,0,0,0,810,0,0,0,0,0,0,0,0,32,4,0,0,2,0,19,0,25,0,1,0,3,0,0,3,0,0,0,0,0,0,31,2,34,33,3,4,2,1,30,0,3,22,1,16,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,0,0,0,0,0
HR_01813,Kastela,35102,19375,373,0,60,0,71,96,61,28,382,0,68,0,6635,152,0,746,552,988,565,227,0,330,0,89,4989,0,33,3,0,46,0,0,0,0,106,0,0,0,27,0,43,34,0,0,0,0,3,0,2,0,7,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,10,0,1,0,2,8,0,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01830,Kijevo,551,227,7,0,0,0,0,1,2,2,2,0,1,0,129,0,0,9,10,3,2,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01848,Kistanje,5077,1568,42,0,2,0,4,2,0,2,2,0,3,0,346,7,0,11,10,2,1,13,0,23,0,5,421,0,4,1,0,1,0,0,0,0,5,0,0,0,0,0,2,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,5,3,2,17,1,6,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01856,Klakar,2000,1292,22,0,3,0,2,1,0,2,30,0,4,0,0,8,0,19,261,29,18,5,4,0,0,0,219,0,0,2,0,1,3,3,0,431,56,0,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01864,Klana,1751,1193,29,0,1,9,19,0,0,5,57,0,12,0,0,0,37,13,36,31,79,3,1,15,0,0,600,0,1,1,0,5,0,0,0,175,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
HR_01872,Klanjec,2594,1577,50,0,5,6,9,17,14,2,35,0,8,0,0,0,0,0,18,17,70,19,7,13,1,0,747,0,5,3,0,5,0,0,15,265,30,0,0,0,27,0,12,0,10,4,145,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01899,Klenovnik,1805,1069,20,0,1,3,4,9,10,0,14,0,3,0,0,0,0,0,24,4,43,11,1,4,0,0,561,0,1,0,0,1,0,0,10,210,80,0,0,0,10,0,2,0,6,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01902,Klinca Sela,4401,2914,56,0,9,9,21,0,0,11,114,0,13,0,0,0,243,100,90,139,137,35,1,28,0,0,1110,0,8,1,0,14,0,0,0,576,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
HR_01929,Klis,3605,2397,72,0,6,0,15,9,8,4,40,0,7,0,873,27,0,111,69,122,62,36,0,36,0,7,570,0,5,3,0,6,0,0,0,0,22,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01937,Klostar Ivanic,5408,3093,66,0,3,7,13,24,82,11,74,0,13,2,0,0,0,99,84,90,185,34,2,38,0,0,1266,0,23,0,6,10,0,0,20,0,205,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01945,Klostar Podravski,2760,1635,40,0,3,3,6,17,0,10,48,0,6,3,0,0,0,36,21,12,48,11,0,7,1,6,604,0,2,0,3,3,0,12,7,422,200,0,0,0,1,0,0,0,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01953,Knezevi Vinogradi,4999,2371,39,0,6,3,3,5,0,1,10,0,8,0,0,0,0,28,0,15,32,0,0,7,0,0,398,0,5,0,1,1,6,16,6,253,7,19,186,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,2,1,1,7,222,4,4,212,4,200,0,0,0,0,0,0,0,0,0,2,0,0,0,317,640,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01961,Knin,20134,7706,133,0,10,0,17,19,11,19,80,0,19,0,3378,37,0,270,175,211,102,24,0,152,0,3,1520,0,6,3,0,10,0,0,0,0,108,0,0,0,8,0,13,1101,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,5,3,4,38,3,10,45,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01970,Komiža,1740,883,28,0,1,2,7,7,6,2,13,2,1,2,180,4,49,8,6,30,25,4,1,3,0,2,379,0,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01988,Konavle,7825,4830,110,0,5,6,16,15,32,9,66,6,21,12,1744,55,134,57,90,442,110,24,3,79,3,12,1321,6,6,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01996,Koncanica,2268,1300,20,0,2,4,1,14,0,4,13,0,4,2,0,0,0,64,28,5,36,0,2,7,1,3,388,0,4,0,1,1,0,2,7,239,52,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,1,5,2,1,8,1,3,0,0,0,0,17,1,216,120,4,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02003,Konjscina,3237,2121,51,0,4,3,7,17,13,13,56,0,11,0,0,0,0,0,37,19,129,37,0,18,3,0,973,0,7,1,0,3,0,0,11,440,153,0,0,0,27,0,11,0,2,3,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HR_02011,Koprivnica,27276,18638,227,0,9,26,57,80,0,72,608,0,59,23,0,0,0,601,284,177,1198,218,7,76,9,28,11224,0,23,0,27,37,2,6,42,2381,627,0,0,0,29,0,0,0,46,2,0,0,2,0,0,2,8,0,0,3,0,3,0,1,0,0,0,0,0,0,9,5,41,11,1,0,2,0,7,0,0,5,0,2,0,0,0,0,73,78,0,1,0,0,0,0,0,1,5,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02020,Koprivnicki Bregi,2090,1205,25,0,2,1,4,4,0,8,32,0,4,2,0,0,0,20,34,13,54,9,2,12,1,1,565,0,3,0,1,3,0,1,5,221,138,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02038,Koprivnicki Ivanec,1904,1219,29,0,1,1,2,2,0,4,18,0,1,1,0,0,0,11,19,6,51,10,2,5,1,0,423,0,2,0,0,3,0,1,4,269,331,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02046,Korčula,5506,3329,68,0,5,2,4,12,6,6,45,7,7,2,988,11,46,95,132,203,68,20,3,15,2,4,1336,4,8,0,2,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02054,Koska,3947,2168,35,0,5,2,8,13,0,7,29,0,8,0,0,0,0,56,0,18,31,6,0,10,0,0,439,0,4,0,1,2,3,36,9,621,11,76,675,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,1,1,9,1,1,3,2,3,0,0,0,0,0,0,0,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02062,Kotoriba,2733,1704,19,0,3,2,2,13,17,5,19,0,9,0,0,0,0,0,29,8,220,46,8,11,2,0,783,0,1,1,0,1,0,0,12,274,21,0,0,0,2,0,6,0,3,2,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02089,Kraljevec na Sutli,1491,917,21,0,0,0,3,6,12,6,16,0,4,0,0,0,0,0,16,7,28,15,4,4,1,0,329,0,2,0,0,4,0,0,8,293,67,0,0,0,11,0,2,0,7,2,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02097,Kraljevica,4253,2615,38,0,2,16,0,0,0,10,188,0,10,0,0,0,22,41,96,84,156,10,2,76,0,0,1265,0,5,0,11,14,8,0,0,426,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,49,3,27,14,0
HR_02119,Krapina,10742,7003,200,0,5,15,24,65,49,26,182,0,39,0,0,0,0,0,133,32,463,63,15,62,5,0,3471,0,16,7,0,21,0,0,23,1432,106,0,1,0,108,0,26,0,34,6,268,12,0,0,0,0,7,0,0,3,0,0,0,1,0,2,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02127,Krapinske Toplice,4801,2654,68,0,4,5,8,23,35,9,56,0,25,0,0,0,0,0,63,25,159,19,9,10,4,0,1254,0,7,3,0,7,0,0,20,500,99,0,0,0,57,0,18,0,27,2,104,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
