gisco_id,name,registered,turnout,invalid,blank,Abeceda,AM,ASH-JS-DSŽ-ZS-HRS,A-HSS,DLS,DC,GS,HČSP,HDZ,HKDS-KSU,HNS,HSLS-HSS,HSM,HSP,HSU,HP (2005),JH,LH-ISDF-SRP-HSD,NL [Neovisna lista],SDP,ZL,Zeleni HR,ASH-HRS-ZS,DSRS,DSŽ,HKDS,HDSSB,SBHS,SDSS,ASH-DSŽ-ZS-HRS,DSŽ-ZS,HKDU,HRS-ASH-ZS,HSLS-HSS-ZDS,HSN,HSZ,ZBOR,3M,Bratić,Daka,Hamzić,Hodžić [Nedžad Hodžić],Imširević,Krasnić,UBBDRH,Mitrevski,Prekpalaj [Frok Prekpalaj],Ružnić,Shehu,Tabaković,Tanković,ZS-ZA-DC,HES,HSU-DSU,Atanacković,Crnković,Čanak,Dejanović,Dubaić,Džakula,Gajica,Hinić,Jandrić,Javorina-Šolaja,Kosić,Leskovac,Livada,Lubovac,Lukić,Marić,Medaković,Pupovac,Stanimirović,Šušak,HDSS,Bilek,Vlado Cabrnoh,Čuhnil,Fofonja,Kopecky,Kuric,Malina,Miler,Vaniček-Fila,Jankovics,Ruksinski,Sekereš,Šoja,Varga,DGS,HSS-HSLS-ZS-ZDS,PGS-SBHS-MDS-DLS,SDP-SDA,Bajić,Bajrić,Balog [Bojan Balog],Balog [Željko Balog],Bogdan,Burda,Filima,SBHS-MDS,Hasanović,Ignac,Kalanjoš,Kostelnik,Kostić,Memedi [Nazif Memedi],Momirović-Dedić,Neugebauer,NSNAH,Rac,Seferović,Trischler,Zavacki,Radin,Slama,Stefan,HSLS-HSS-PGS,Lončar,Alijansa,HDS,ISDNS-SU,IDS,ZA-SPOT,ZS-ASH-HRS-JS,SHB
HR_03441,Polaca,1839,707,17,0,1,1,3,4,1,9,0,4,472,6,9,18,4,33,10,1,4,1,0,65,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,4,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03450,Policnik,4372,2365,49,0,5,8,5,7,6,13,7,11,1611,14,51,92,22,91,78,5,18,6,2,240,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03468,Popovac,2500,1110,14,0,2,0,0,2,0,6,0,0,358,0,62,13,3,83,52,2,0,2,2,182,0,3,2,12,3,3,142,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,1,6,92,5,2,3,0,10,1,1,1,0,3,107,105,0,0,0,0,0,0,0,0,0,0,0,21,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03476,Popovaca,10501,6322,98,0,8,9,0,26,0,0,0,6,1763,0,137,1461,32,263,80,2,171,7,4,1790,16,0,10,0,0,0,1,0,0,0,11,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,36,5,199,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
HR_03484,Poreč,16534,8943,104,0,4,24,0,12,0,0,0,0,1643,0,325,0,43,100,360,3,21,51,0,2755,0,0,0,0,0,0,0,0,0,0,31,21,0,0,11,0,1,0,0,43,1,86,0,1,4,2,3,2,1,1,0,42,0,0,1,1,1,1,2,0,1,0,0,1,2,3,2,1,2,0,1,6,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,116,8,9,55,0,3,31,56,2887,7,12,0
HR_03492,Posedarje,3361,2123,48,0,5,9,4,6,2,20,1,7,1278,17,72,75,23,60,121,3,10,6,3,333,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03506,Postira,1496,978,18,0,2,1,3,6,3,1,0,9,418,8,27,38,4,53,39,2,3,2,1,276,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03514,Pozega,24614,15551,180,0,8,0,0,41,0,153,10,29,4547,0,495,414,156,360,691,11,129,45,2,6976,0,0,46,0,0,0,951,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,9,3,4,0,0,5,5,2,1,3,6,18,11,0,4,2,2,41,28,4,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03522,Pregrada,5767,3354,75,0,5,0,0,70,0,18,6,7,1221,0,166,0,21,37,172,0,4,6,0,1070,9,0,0,0,0,16,0,0,0,0,16,6,13,392,4,13,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03549,Preko,4074,2417,24,0,6,19,12,7,15,16,4,6,1049,24,156,88,32,42,184,0,16,9,9,663,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_03557,Prelog,6698,4637,68,0,4,0,0,23,0,12,4,10,1110,0,1078,0,19,82,141,1,10,16,0,1620,12,0,0,0,0,16,0,0,0,0,17,5,5,350,8,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03565,Preseka,1257,927,12,0,2,0,0,11,0,0,0,2,225,1,70,269,7,13,49,2,1,2,0,235,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03573,Primošten,2765,1734,40,0,0,8,12,1,10,9,2,11,722,5,339,26,11,36,71,7,6,7,7,372,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03581,Pucisca,1999,1356,33,0,1,6,3,5,2,5,1,5,511,3,57,35,11,49,57,2,9,3,4,466,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03590,Pula,54784,33538,451,0,22,115,0,29,0,0,0,3,4913,0,1758,0,153,273,2380,14,41,436,5,11791,1,0,1,0,0,0,3,0,0,0,125,46,0,0,76,0,6,0,2,25,4,62,1,2,5,6,1,10,25,11,95,309,0,0,17,11,10,3,2,15,21,13,3,3,4,44,37,3,10,4,6,98,47,10,0,2,0,2,0,0,3,0,0,2,13,0,6,1,1,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,41,1,1,1,0,7,0,1,630,16,27,238,0,9,54,334,8225,27,80,0
HR_03603,Punat,2053,1108,13,0,0,5,0,3,0,0,0,0,194,0,85,0,9,27,59,1,3,11,0,505,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0,1,7,4,9,0,2,0
HR_03611,Punitovci,1563,946,13,0,1,0,0,8,0,2,0,0,229,0,9,58,3,28,26,2,1,0,3,101,0,0,1,7,2,0,403,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03620,Pusca,2236,1346,29,0,1,4,0,16,0,8,0,3,348,3,38,0,14,21,97,0,2,0,3,562,7,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03638,Rab,7453,4939,85,0,5,26,0,22,0,0,0,0,1553,0,270,0,37,233,185,1,5,56,1,2025,0,0,0,0,0,0,0,0,0,0,23,18,0,0,21,0,4,0,0,0,1,0,0,0,0,1,0,2,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,241,0,4,7,12,19,10,12,0
HR_03646,Radoboj,2946,2166,39,0,3,0,0,17,0,10,2,2,829,0,519,0,6,16,92,2,2,4,0,527,3,0,0,0,0,1,0,0,0,0,5,0,4,72,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03654,Rakovica,2730,1355,28,0,2,4,0,6,0,9,2,6,731,0,27,0,6,84,28,1,17,2,4,256,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
HR_03662,Rasinja,3083,1837,14,0,2,0,0,4,0,0,0,3,352,1,249,428,8,23,142,2,5,7,4,524,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7,1,1,1,3,5,6,1,1,0,14,6,1,2,2,2,29,14,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03689,Raša,3387,1975,47,0,1,9,0,2,0,0,0,0,162,0,74,0,6,17,125,2,2,19,0,778,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,2,0,1,1,1,35,0,0,3,0,0,1,2,0,27,10,0,0,1,2,1,1,0,2,2,1,1,0,2,0,1,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,16,0,2,1,20,556,5,6,0
HR_03697,Ravna Gora,2359,1626,23,0,1,4,0,4,0,3,2,7,538,0,67,0,13,53,120,3,2,8,8,596,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
HR_03719,Razanac,3082,1820,30,0,4,10,3,13,4,15,7,12,1085,10,44,98,17,56,60,0,14,4,1,308,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HR_03727,Resetari,4383,2483,44,0,1,0,0,13,0,37,2,9,828,0,271,471,11,70,105,0,2,6,0,431,0,0,5,0,0,0,155,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
HR_03735,Rijeka,128157,75808,909,0,63,685,0,91,0,3,0,0,19253,0,3954,0,403,1634,4205,66,204,912,8,35288,0,0,0,0,0,0,2,0,0,0,322,221,0,0,151,0,47,0,2,8,4,151,6,3,40,12,2,57,34,7,74,371,0,0,22,41,17,16,6,50,111,34,10,23,15,111,98,8,15,11,12,250,126,47,0,0,1,22,2,1,7,0,0,2,20,0,2,5,4,0,0,0,12,1,2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0,5,1,9,397,87,81,2790,2,48,101,249,1363,248,223,0
HR_03743,Rovinj,14328,7821,76,0,6,23,0,3,0,0,0,0,1049,0,359,0,41,79,223,8,8,43,0,2586,0,0,0,0,0,0,0,0,0,0,24,19,0,0,10,0,2,0,0,36,0,17,0,0,0,0,0,0,5,6,22,28,0,0,0,2,1,1,0,0,3,0,0,0,1,5,5,0,0,0,1,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,394,9,28,59,0,1,6,43,2545,6,15,0
HR_03751,Rovisce,4417,2645,42,0,6,0,0,13,0,0,3,4,1077,6,65,623,13,192,58,2,10,3,3,479,3,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03760,Rugvica,6784,3862,71,0,2,13,0,41,0,0,0,12,1261,0,85,560,40,108,40,1,76,9,6,1319,15,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,27,7,110,4,1,1,0,1,1,1,2,1,0,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03778,Ruzic,1797,955,20,0,3,4,4,3,1,5,3,14,682,2,3,25,8,40,30,1,42,2,0,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03786,Saborsko,947,383,8,0,0,0,0,0,0,0,1,2,230,0,12,0,2,3,38,1,19,1,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,7,7,3,1,3,3,13,3,1,1,6,1,20,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
HR_03794,Sali,2185,1312,20,0,2,11,7,15,3,12,0,7,482,6,61,148,12,29,101,0,4,7,1,363,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03808,Samobor,33018,21366,364,0,29,84,0,104,0,445,23,48,5810,0,1566,0,220,511,1429,27,69,81,113,7967,136,0,0,0,0,0,0,0,0,0,131,0,87,0,0,0,0,0,0,0,1,2,1,1,1,1,1,3,0,1,2,0,25,0,5,1,0,0,0,2,0,2,1,1,0,2,2,1,2,0,1,6,3,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1912,0,0,0,0,0,0,0,0
HR_03816,Satnica Đakovačka,2110,1163,21,0,1,0,0,2,0,20,1,0,371,0,54,65,5,31,40,0,4,4,1,278,0,5,2,5,3,2,212,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03824,Seget,4568,2853,101,0,8,7,10,8,9,3,4,30,1492,7,66,67,20,88,78,11,25,6,11,740,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03832,Selca,1967,1217,28,0,0,4,3,9,1,5,0,8,337,3,80,126,7,31,120,4,7,7,1,385,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03859,Selnica,2783,1516,24,0,2,0,0,1,0,2,3,7,271,0,346,0,9,19,87,0,18,4,0,516,1,0,0,0,0,3,0,0,0,0,1,4,4,185,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03867,Semeljci,3821,2172,32,0,1,0,0,25,0,16,2,0,639,0,78,178,13,164,144,3,7,2,10,442,0,14,5,12,7,5,335,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03875,Senj,7448,4585,58,0,7,19,8,14,1,12,5,19,2129,10,188,83,30,279,295,5,26,22,10,1315,0,23,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03883,Sibinj,6441,3685,75,0,11,0,0,10,0,74,2,8,1418,0,145,131,27,422,160,1,2,14,0,697,0,0,11,0,0,0,438,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03891,Sinj,20671,12860,231,0,8,27,26,29,14,98,13,149,6730,37,281,273,71,268,531,24,102,45,52,3689,0,58,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,3,3,0,0,1,1,5,3,2,0,0,1,6,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03905,Sirac,2647,1269,17,0,1,0,0,13,0,0,1,2,413,3,25,222,12,54,72,1,4,3,1,287,5,0,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,1,2,1,13,5,2,0,1,1,11,4,2,2,3,0,11,13,1,8,17,0,8,4,1,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03913,Sisak,46318,28789,514,0,76,70,0,74,0,1,0,48,9412,0,1138,2169,133,1398,299,43,493,105,69,9928,97,0,82,0,0,0,1,0,0,0,87,0,0,0,0,0,11,0,6,3,4,103,1,3,59,0,5,9,4,5,66,291,28,1328,23,33,15,18,12,56,65,20,9,10,7,56,52,12,7,13,11,185,131,22,0,8,0,27,4,0,0,2,0,5,2,0,0,0,0,0,0,0,16,0,1,0,8,0,0,1,0,4,0,0,2,0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03930,Skrad,1115,794,15,0,1,3,0,0,0,2,1,2,269,0,16,0,5,26,73,2,0,1,8,287,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
HR_03948,Skradin,5534,2262,52,0,2,6,4,10,1,22,5,21,1300,5,36,63,13,39,95,1,24,7,4,247,0,3,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,14,30,4,3,2,3,12,6,1,2,5,3,36,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03956,Slatina,14429,7963,116,0,16,0,0,34,0,33,10,0,3214,0,270,360,44,259,307,7,10,18,28,2327,0,13,15,24,25,18,662,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,9,2,2,15,26,3,2,3,1,23,12,4,3,4,2,45,35,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
