gisco_id,name,registered,turnout,invalid,blank,Abeceda,AM,ASH-JS-DSŽ-ZS-HRS,A-HSS,DLS,DC,GS,HČSP,HDZ,HKDS-KSU,HNS,HSLS-HSS,HSM,HSP,HSU,HP (2005),JH,LH-ISDF-SRP-HSD,NL [Neovisna lista],SDP,ZL,Zeleni HR,ASH-HRS-ZS,DSRS,DSŽ,HKDS,HDSSB,SBHS,SDSS,ASH-DSŽ-ZS-HRS,DSŽ-ZS,HKDU,HRS-ASH-ZS,HSLS-HSS-ZDS,HSN,HSZ,ZBOR,3M,Bratić,Daka,Hamzić,Hodžić [Nedžad Hodžić],Imširević,Krasnić,UBBDRH,Mitrevski,Prekpalaj [Frok Prekpalaj],Ružnić,Shehu,Tabaković,Tanković,ZS-ZA-DC,HES,HSU-DSU,Atanacković,Crnković,Čanak,Dejanović,Dubaić,Džakula,Gajica,Hinić,Jandrić,Javorina-Šolaja,Kosić,Leskovac,Livada,Lubovac,Lukić,Marić,Medaković,Pupovac,Stanimirović,Šušak,HDSS,Bilek,Vlado Cabrnoh,Čuhnil,Fofonja,Kopecky,Kuric,Malina,Miler,Vaniček-Fila,Jankovics,Ruksinski,Sekereš,Šoja,Varga,DGS,HSS-HSLS-ZS-ZDS,PGS-SBHS-MDS-DLS,SDP-SDA,Bajić,Bajrić,Balog [Bojan Balog],Balog [Željko Balog],Bogdan,Burda,Filima,SBHS-MDS,Hasanović,Ignac,Kalanjoš,Kostelnik,Kostić,Memedi [Nazif Memedi],Momirović-Dedić,Neugebauer,NSNAH,Rac,Seferović,Trischler,Zavacki,Radin,Slama,Stefan,HSLS-HSS-PGS,Lončar,Alijansa,HDS,ISDNS-SU,IDS,ZA-SPOT,ZS-ASH-HRS-JS,SHB
HR_01686,Jasenovac,2250,1360,22,0,3,4,0,2,0,0,0,5,760,0,30,143,7,80,12,2,13,4,2,197,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,48,0,1,0,0,0,3,4,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01694,Jastrebarsko,14624,10096,192,0,14,27,0,46,0,625,20,24,3285,0,323,0,62,260,499,26,33,28,65,2970,54,0,0,0,0,0,0,0,0,0,39,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0
HR_01708,Jelenje,4458,2955,71,0,4,33,0,13,0,30,4,8,698,0,150,0,51,113,227,6,8,44,23,1149,19,0,0,0,0,0,0,0,0,0,31,0,13,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,230,0,0,0,0,0,0,0,0
HR_01716,Jelsa,3582,2297,49,0,1,5,6,10,4,4,2,7,762,9,410,92,8,26,75,6,12,8,4,646,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01724,Josipdol,3552,2219,44,0,2,5,0,7,0,5,1,4,1173,0,87,0,16,131,140,8,15,8,19,407,10,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,1,0,2,3,1,1,3,1,5,1,0,0,1,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
HR_01732,Kali,1776,1142,13,0,1,7,7,4,4,1,1,2,391,5,92,76,18,34,119,2,4,6,3,341,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01759,Kanfanar,1346,953,23,0,1,3,0,1,0,0,0,0,147,0,19,0,5,14,30,0,2,4,0,203,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,106,0,1,2,17,348,0,4,0
HR_01767,Kapela,2957,1866,28,0,5,0,0,17,0,0,2,5,492,1,39,738,7,68,59,4,5,6,1,344,2,0,7,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,3,1,0,1,1,0,9,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01775,Kaptol,3135,1947,39,0,2,0,0,12,0,15,0,4,715,0,26,185,17,72,109,1,4,8,0,477,0,0,6,0,0,0,226,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01783,Karlobag,1031,597,9,0,2,0,1,4,0,4,0,4,367,1,11,83,1,4,19,1,3,2,2,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01791,Karlovac,56568,34982,556,0,65,103,0,63,0,224,45,127,13439,0,1806,0,186,1303,1933,46,257,143,232,11778,151,0,0,0,0,0,3,0,0,0,120,0,104,0,0,0,0,0,0,6,0,8,0,0,2,0,7,1,3,0,12,0,27,0,15,32,7,13,6,67,69,14,5,8,6,89,80,23,11,11,11,203,102,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,1,0,0,0,0,0,0,0
HR_01805,Kastav,8830,5483,87,0,3,36,0,6,0,60,3,16,1384,0,342,0,51,89,325,6,10,70,16,2540,30,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,0,20,0,1,0,0,0,12,4,0,8,0,4,0,2,2,2,1,1,3,20,4,0,2,3,7,5,1,0,8,1,25,15,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,252,0,0,0,0,0,0,0,0
HR_01813,Kastela,32857,18912,328,0,17,68,44,56,25,53,22,285,9777,68,546,378,147,727,901,57,228,79,88,4709,0,124,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,4,0,0,0,1,1,0,0,0,2,2,1,0,0,0,6,3,1,1,0,2,12,7,3,0,0,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HR_01830,Kijevo,653,328,1,0,1,0,2,0,0,0,0,3,280,2,2,7,1,5,5,0,0,0,4,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01848,Kistanje,5130,1902,42,0,4,2,3,1,1,6,0,3,387,3,16,33,6,5,16,1,36,12,4,94,0,2,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,4,2,10,22,2,2,0,0,20,9,3,1,0,0,21,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01856,Klakar,1944,1215,21,0,6,0,0,6,0,11,2,2,497,0,55,119,11,169,22,1,3,1,0,180,0,0,2,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01864,Klana,1724,1141,27,0,4,15,0,2,0,5,0,4,259,0,33,0,13,34,116,1,3,19,7,478,10,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
HR_01872,Klanjec,2674,1711,47,0,0,0,0,9,0,5,7,6,490,0,36,0,17,15,99,3,1,2,0,593,1,0,0,0,0,2,0,0,0,0,5,3,2,348,3,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01899,Klenovnik,1847,1117,19,0,2,0,0,6,0,0,2,0,216,0,463,0,2,39,44,1,2,2,0,147,0,0,0,0,0,1,0,0,0,0,4,2,6,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01902,Klinca Sela,4338,2874,72,0,3,15,0,11,0,31,5,11,935,0,74,0,31,120,221,1,15,7,22,856,17,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0
HR_01929,Klis,3305,2458,75,0,2,5,8,5,8,5,2,40,1476,9,48,65,13,72,75,5,36,10,5,461,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01937,Klostar Ivanic,5303,3152,60,0,2,10,0,32,0,0,0,8,1045,0,145,304,17,148,36,2,78,10,3,1039,11,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01945,Klostar Podravski,2802,1700,25,0,0,0,0,15,0,0,3,3,604,5,34,434,21,34,71,1,4,0,1,379,7,0,6,0,0,0,0,0,0,0,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01953,Knezevi Vinogradi,5115,2465,41,0,5,0,0,2,0,3,1,0,324,0,75,71,1,87,40,1,4,3,10,272,0,8,5,3,7,3,126,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,5,2,0,2,2,179,5,2,4,7,13,5,3,2,5,5,202,220,6,0,0,0,1,0,0,0,0,0,0,407,2,3,622,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01961,Knin,20494,8822,92,0,19,16,14,6,2,21,5,18,4699,14,208,131,27,191,143,2,128,18,15,882,0,15,0,0,0,0,0,0,1753,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,3,26,95,12,3,5,9,74,31,17,4,9,6,150,79,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01970,Komiža,1670,966,24,0,0,1,4,8,3,4,0,11,261,4,54,91,6,10,66,0,2,7,0,365,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01988,Konavle,7701,5203,84,0,10,13,12,21,8,12,1,32,2691,16,336,538,31,199,169,4,17,7,2,837,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01996,Koncanica,2399,1379,32,0,2,0,0,2,0,0,0,3,322,1,37,178,9,11,89,4,1,1,1,289,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,1,1,1,0,1,2,1,0,0,0,1,0,0,1,1,0,3,1,0,3,122,51,104,43,2,1,8,1,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02003,Konjscina,3352,2240,49,0,4,0,0,38,0,8,3,0,603,0,238,0,17,15,182,7,1,7,0,726,8,0,0,0,0,3,0,0,0,0,10,1,6,306,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02011,Koprivnica,26996,18658,201,0,14,0,0,31,0,0,15,14,4184,29,690,2637,92,338,937,36,28,57,16,8964,47,0,27,0,0,0,0,0,0,0,44,16,0,0,0,0,6,0,0,2,0,0,0,0,0,0,6,0,0,0,2,60,0,0,1,1,1,0,0,5,5,0,0,0,0,5,2,1,0,0,0,13,6,2,49,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02020,Koprivnicki Bregi,2134,1283,20,0,1,0,0,6,0,0,3,1,341,6,43,300,7,17,65,4,8,3,5,431,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02038,Koprivnicki Ivanec,1953,1320,16,0,2,0,0,4,0,0,1,2,375,0,20,604,5,15,27,2,2,2,1,228,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02046,Korčula,5554,3317,56,0,6,7,7,6,6,24,2,13,1309,14,85,176,14,162,98,2,4,13,0,1186,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02054,Koska,3989,2255,40,0,1,0,0,5,0,6,2,0,663,0,57,47,2,123,98,4,5,6,7,354,0,8,1,13,4,4,738,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,3,5,4,3,0,1,0,7,0,2,0,2,4,11,8,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02062,Kotoriba,2758,1838,30,0,0,0,0,11,0,8,2,1,538,0,245,0,12,29,84,1,0,5,0,639,2,0,0,0,0,3,0,0,0,0,5,1,8,184,14,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02089,Kraljevec na Sutli,1506,1015,24,0,2,0,0,10,0,4,2,4,443,0,31,0,10,15,140,1,2,2,0,230,2,0,0,0,0,2,0,0,0,0,5,0,2,77,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02097,Kraljevica,4197,2567,44,0,2,17,0,5,0,0,0,0,720,0,163,0,11,93,145,0,8,34,0,1124,0,0,0,0,0,0,0,0,0,0,16,4,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,5,7,35,4,5,0
HR_02119,Krapina,10763,7417,160,0,11,0,0,67,0,27,7,14,2556,0,1051,0,43,69,434,8,8,23,0,2316,20,0,0,0,0,14,1,0,0,0,29,11,22,442,19,20,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02127,Krapinske Toplice,4857,2905,55,0,5,0,0,47,0,24,6,9,942,0,157,0,45,47,193,2,2,10,0,1074,10,0,0,0,0,1,0,0,0,0,12,1,7,232,7,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02135,Kriz,6247,4119,64,0,7,9,0,19,0,0,0,5,1032,0,245,607,27,97,41,2,141,13,5,1528,23,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,41,6,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02143,Krizevci,18479,11886,179,0,13,0,0,124,0,0,11,17,2545,26,449,2891,62,242,584,15,15,33,12,4118,45,0,27,0,0,0,0,0,0,0,38,19,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,0,0,0,1,77,0,0,1,12,0,0,0,3,7,3,0,2,1,2,7,1,2,0,0,10,8,2,205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02151,Krk,5964,3419,36,0,3,22,0,11,0,0,0,0,758,0,318,0,31,104,152,6,5,24,0,1346,0,0,0,0,0,0,0,0,0,0,23,25,0,0,12,0,3,0,0,1,0,0,0,0,0,0,0,1,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,397,0,2,6,6,42,8,8,0
HR_02160,Krnjak,2649,969,22,0,2,1,0,1,0,4,0,2,215,0,50,0,0,14,12,1,0,5,1,305,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,13,6,2,3,11,213,7,4,5,7,32,19,5,3,4,21,266,230,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
HR_02178,Krsan,2936,1969,33,0,2,4,0,7,0,0,0,0,306,0,28,0,2,28,130,2,3,13,0,473,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,63,0,0,0,0,0,0,0,2,15,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,149,0,2,0,12,629,4,3,0
HR_02194,Kula Norinska,1563,1159,29,0,0,2,0,6,2,1,15,2,615,2,4,285,0,35,28,1,0,0,0,120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02208,Kutina,21267,12766,169,0,11,34,0,37,0,0,0,12,3408,0,453,2640,63,429,144,12,204,39,5,4118,35,0,28,0,0,0,0,0,0,0,36,0,0,0,0,0,7,0,0,4,0,4,0,0,0,1,1,0,3,0,11,106,11,465,4,3,4,2,1,16,10,4,0,3,4,16,15,4,1,2,1,38,20,5,0,1,2,39,7,9,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
HR_02216,Kutjevo,6280,3667,62,0,10,0,0,21,0,62,7,7,1165,0,109,242,15,322,156,6,34,7,0,919,0,0,9,0,0,0,451,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,1,1,1,1,2,0,0,0,0,5,0,0,0,1,1,6,3,0,0,2,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
