gisco_id,name,registered,turnout,invalid,blank,DZMH,Kučera,HSS,SMU,ASH,LH,DSU-SN,HČSP-HKDU,HDRS,HDSS-HDC-DPS,HDZ,HGSS-HKDS,HNS-SBHS,HPS,HRZ,HSLS-DC,HSP,HSP1861,HSU,HB-HIP,HDS,HP (2005),HR,NL [Neovisna lista],Zec,POL-INS,SDP,SRP,DSRS,SHB,ZS-Zeleni-SND-SNA,Zeleni HR,Kuzhnini,ZAOBŽ,Reçica,SSDRH,Tabaković,SDA,Alijansa,HRS,HDS-HKDS-HGSS,HND,Levaković,SDP-LIBRA,DGS,HDSS,HNS,HPSS-1904,HSP-ZDS-MS,SDU,HES,HNS-PGS,HDS-HDRS,Pavlek,ZS-SNA-PGSU-Zeleni-SND,HDRS-HDS-JHS,HGSS,HKDS,HDD,HP (2000),KSU,Antić,Živković,Maslina,RUSNAK,RiU-Z,RiU-O,LS,TB-SU,NNZ/DG,Memedi [Nazif Memedi],KUD-V,NSNH,SRURH,Ukrajina-SB,SSRH,SBHS-PGS,LIBRA,DSU,HPS-HP,Adamović,SDP-LS,Bakula,SDSS,SNS,HSP-ZDS,ASH-JS,SDP-LIBRA-LS,SHP,DSZ,HGSS-HDS,Petter,PPS,ZSR,U.P.D.K.,Bognolo,FDI,Poropat,Radin,DAN,HČSP-HKDU-HDSS,Ciganović,SDP-IDS
HR_00442,Cerna,3939,2221,92,0,0,0,269,0,8,5,10,13,7,19,936,8,48,18,4,134,147,34,43,12,12,1,0,47,16,3,276,6,1,8,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00469,Cernik,3480,2368,92,0,1,0,226,0,12,8,7,13,8,41,949,11,99,8,7,70,124,23,77,9,11,1,1,6,164,0,324,7,4,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
HR_00477,Cerovlje,1476,1006,78,0,0,0,40,0,4,11,5,0,0,0,136,4,0,2,0,13,15,3,20,7,9,6,0,5,0,8,0,13,0,0,0,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,28,1,6,1,10,6,510
HR_00485,Cestica,4650,3185,123,0,0,0,345,0,0,4,9,26,0,0,649,18,0,5,0,169,0,17,63,3,5,4,2,6,0,2,0,3,0,3,12,0,0,0,0,1,1,0,3,6,0,2,0,396,1,209,1029,20,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00493,Cetingrad,3015,1193,14,0,0,0,83,0,0,3,2,10,0,3,825,1,0,2,0,34,73,10,9,2,0,2,4,3,0,1,40,6,0,5,0,0,0,0,0,0,2,22,0,1,0,0,0,0,0,0,0,0,0,0,4,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
HR_00507,Cista Provo,3422,1760,22,0,0,0,90,0,0,0,0,50,0,0,1358,2,0,0,0,19,78,7,9,62,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00515,Civljane,684,156,4,0,0,0,2,0,1,12,1,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,16,0,0,0,0,0,0,0,16,4,2,0,0,0,0,0,0,0,0
HR_00523,Cres,2768,1833,62,0,0,0,125,0,9,30,12,0,0,0,360,22,0,5,0,40,51,10,109,8,22,2,1,7,0,6,0,18,0,1,0,9,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,219,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,11,0,0,0,2,0,2,31,2,31,4,19,12,561
HR_00531,Crikvenica,11620,6221,115,0,1,1,314,0,19,159,37,0,0,0,1466,15,0,12,0,223,343,40,333,19,19,14,7,43,0,13,0,81,0,18,0,46,1,0,2,0,0,3,19,0,0,0,0,0,8,0,0,0,0,7,0,879,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,27,25,0,0,0,0,39,0,0,5,3,0,0,29,0,2,2,30,37,1700
HR_00540,Crnac,1601,937,35,0,0,0,86,0,0,12,2,4,0,20,431,0,27,1,1,15,78,12,33,1,0,1,1,2,0,1,0,3,24,0,0,2,0,0,0,0,0,0,2,1,6,2,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,0,0,0,0,0,0,0,12,3,2,0,0,0,0,0,0,0,0
HR_00558,Cabar,4427,2680,76,0,0,0,214,0,5,54,8,15,0,22,732,4,0,3,0,76,87,30,139,8,0,6,2,11,0,8,746,23,0,9,0,18,0,0,0,0,0,0,3,6,0,5,0,0,3,0,0,0,0,2,7,287,8,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00566,Cacinci,3353,1778,43,0,0,0,255,0,0,20,3,14,0,27,902,0,61,7,1,26,76,18,53,3,0,2,1,3,0,1,0,4,4,1,0,16,0,0,0,0,0,0,5,5,17,3,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0
HR_00574,Cadjavica,2207,1349,51,0,0,0,216,0,0,5,7,4,0,31,637,0,22,3,5,86,67,16,44,5,0,0,4,3,0,1,0,3,6,0,0,2,0,0,0,0,0,0,3,1,3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
HR_00582,Caglin,2635,1762,48,0,0,0,305,0,10,21,2,8,5,31,634,12,114,32,5,79,33,6,41,27,8,2,2,4,111,1,124,11,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,0,0,0,0,0,0,0,18,10,2,0,0,0,0,0,0,0,0
HR_00604,Cakovec,23338,16272,309,0,2,0,740,0,0,122,60,73,0,0,2659,48,0,20,0,797,0,135,814,23,122,5,6,18,0,19,0,63,0,17,255,0,0,0,0,3,0,0,61,28,0,24,0,5816,8,767,2717,21,368,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
HR_00612,Cavle,5866,3702,121,0,0,0,146,0,17,118,38,16,0,10,806,6,0,6,0,110,209,48,150,12,0,1,3,27,0,5,1074,34,0,13,0,49,0,0,1,0,0,7,33,6,0,9,0,0,2,0,0,0,0,3,1,448,26,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,6,7,1,0,0,0,4,0,0,0,0
HR_00639,Cazma,7543,5404,180,0,1,0,1249,0,28,28,15,34,0,68,1456,0,0,16,13,250,228,75,266,61,0,8,1,7,0,8,0,20,0,8,30,27,0,0,0,0,1,0,8,9,0,11,0,957,12,0,196,24,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,32,29,13,3,0,0,0,0,0,0,0,0,0,0
HR_00647,Ceminac,3048,1988,40,0,3,2,61,7,0,9,3,3,0,17,678,0,40,5,2,230,604,16,36,10,0,2,3,15,0,4,0,9,2,4,0,5,0,0,0,0,0,0,2,5,8,3,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,82,19,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0
HR_00655,Cepin,10869,6218,152,0,2,1,593,0,0,25,33,44,0,76,1980,0,298,24,4,350,820,38,213,63,0,3,9,25,0,15,0,15,23,12,0,92,0,2,0,0,0,0,18,13,69,10,9,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,62,42,0,0,0,0,0,0,0,18,5,5,0,0,0,0,0,0,0,0
HR_00663,Darda,7091,3480,74,0,111,10,147,19,0,94,15,6,0,26,1050,0,150,41,3,154,284,18,99,12,0,1,1,29,0,5,0,17,7,11,0,20,0,1,1,2,2,1,5,3,4,5,5,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8,26,4,14,2,1,0,0,0,0,0,0,0,0,0,0,0,944,167,0,0,0,0,0,0,0,151,27,10,0,0,0,0,0,0,0,0
HR_00671,Daruvar,11675,6931,222,0,4,5,706,11,15,97,24,26,0,57,1918,0,0,32,7,310,423,64,255,24,0,7,2,5,0,6,0,174,0,10,34,30,2,0,0,1,0,0,10,10,0,5,0,1356,8,0,386,13,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,1,0,1,0,0,11,30,161,0,0,0,0,0,206,157,0,0,0,0,33,18,8,74,27,12,1,1,1,1,0,0,0,0
HR_00680,Davor,2470,1601,46,0,0,0,285,0,2,5,4,5,4,13,703,11,27,7,3,107,53,13,55,19,68,1,0,4,14,1,119,3,1,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00698,Delnice,5514,3758,86,0,0,0,191,0,14,38,21,15,0,18,807,12,0,4,0,140,348,29,147,11,0,5,6,9,0,9,1044,36,0,14,0,28,1,0,0,0,0,0,8,4,0,4,0,0,3,0,0,0,0,5,12,575,18,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00701,Desinic,2602,1571,86,0,0,0,342,0,0,3,9,2,0,0,632,18,0,5,0,19,0,3,38,4,4,1,1,2,0,2,0,9,0,0,9,0,0,0,0,0,0,0,3,3,0,6,0,176,3,69,33,9,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00710,Dezanovac,2723,1819,54,0,4,3,411,11,7,15,1,5,0,51,687,0,0,12,2,51,38,15,21,4,0,0,2,0,0,4,0,28,0,1,5,2,0,0,0,0,0,0,1,5,0,3,0,195,2,0,22,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,39,52,0,0,0,0,6,6,3,17,6,1,0,1,1,0,0,0,0,0
HR_00728,Dicmo,2053,1439,30,0,0,0,48,0,5,10,5,168,0,0,862,0,0,3,1,41,61,3,15,37,0,1,1,18,0,2,69,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,12,3,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
HR_00744,Dobrinj,2006,1232,21,0,2,0,89,0,4,25,5,0,0,0,310,6,0,2,0,46,39,6,69,2,9,1,0,5,0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,286,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,12,7,243
HR_00752,Domasinec,2082,1178,21,0,0,0,166,0,0,5,4,4,0,0,226,9,0,0,0,25,0,9,22,4,6,0,0,3,0,2,0,1,0,1,6,0,0,0,0,0,0,0,3,5,0,3,0,364,1,117,128,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00779,Brela,1639,1071,26,0,0,0,114,0,0,0,2,22,0,0,380,1,0,1,0,23,69,2,16,12,0,0,0,0,0,1,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00787,Donja Dubrava,1977,1244,29,0,0,0,113,0,0,3,2,1,0,0,213,3,0,6,0,245,0,8,67,0,3,0,3,1,0,3,0,3,0,0,14,0,0,0,0,0,0,0,9,4,0,1,0,257,2,99,96,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00795,Donja Stubica,4666,3089,75,0,0,0,315,0,0,9,12,14,0,0,967,8,0,6,0,85,0,23,251,9,5,2,3,5,0,0,0,8,0,8,43,0,0,0,0,0,0,0,6,17,0,13,0,558,3,260,152,11,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00809,Donja Voca,2442,1182,44,0,0,0,186,0,0,6,2,5,0,0,449,8,0,1,0,54,0,2,73,3,7,1,0,1,0,1,0,2,0,1,5,0,0,0,0,0,0,0,0,3,0,2,0,86,0,80,129,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00817,Donji Andrijevci,3513,2051,61,0,0,0,232,0,4,9,13,16,6,26,730,5,24,19,6,73,172,11,60,32,14,1,0,10,7,2,182,6,1,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,0,0,0
HR_00825,Donji Kraljevec,4221,2773,80,0,0,0,303,0,0,13,17,9,0,0,534,19,0,6,0,104,0,34,186,9,23,4,1,6,0,4,0,13,0,1,28,0,0,0,0,0,0,0,3,14,0,1,0,861,1,225,194,3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_00833,Donji Kukuruzari,2226,1073,23,0,0,0,9,0,2,16,1,6,0,0,582,3,0,0,0,12,51,7,10,19,0,0,1,2,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,168,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,62,44,0,0,0,0,0,0,0,13,14,77,0,0,0,0,0,0,0,0
HR_00841,Donji Lapac,3120,1192,63,0,0,0,2,0,1,106,3,1,0,0,183,0,0,1,0,0,15,0,0,7,0,1,1,1,0,5,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1439,0,0,0,0,0,0,0,132,36,17,0,0,0,0,0,0,0,0
HR_00850,Donji Martijanec,3558,2352,83,0,0,0,344,0,0,4,11,2,0,0,569,5,0,1,0,138,0,25,114,5,7,1,1,0,0,3,0,8,0,4,9,0,0,0,0,0,0,0,3,9,0,5,0,435,2,264,213,4,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00868,Donji Miholjac,8565,5363,165,0,2,1,646,2,0,14,21,21,0,102,1442,0,403,18,6,221,500,49,356,21,0,4,3,29,0,8,0,28,119,15,0,48,0,0,0,1,0,0,28,14,39,6,9,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0
HR_00876,Muc,3457,2357,64,0,0,0,184,0,10,28,5,140,0,0,1206,0,0,8,3,46,94,33,136,15,0,5,1,22,0,2,174,7,0,7,3,10,0,0,0,0,0,1,0,5,0,0,0,0,6,0,47,0,0,0,0,0,0,0,0,32,11,4,3,2,0,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00884,Prolozac,4105,2730,30,0,0,0,50,0,0,0,3,152,0,0,1704,1,0,6,0,209,113,5,38,269,0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00892,Donji Vidovec,1385,846,30,0,0,0,55,0,0,5,5,4,0,0,135,3,0,1,0,113,0,5,74,0,11,2,3,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,2,3,0,1,0,158,0,89,106,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00906,Draganic,2630,1633,46,0,0,0,214,0,6,6,7,15,0,26,592,11,0,7,0,77,140,21,67,14,0,1,1,8,0,2,207,5,0,6,0,11,0,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,1,44,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_00914,Draz,3316,2033,71,0,137,46,224,123,0,5,4,1,0,32,466,0,41,3,4,90,112,5,30,3,0,1,1,358,0,6,0,4,2,1,0,8,0,0,0,0,0,0,7,0,9,4,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_00922,Drenovci,6041,2936,76,0,0,0,454,0,14,17,8,9,5,53,1262,14,49,18,7,189,81,31,77,10,17,3,3,49,6,6,314,7,1,8,12,5,0,0,2,0,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
HR_00949,Drenje,2566,1620,61,0,0,0,263,0,0,7,8,13,0,85,536,0,51,41,6,50,57,13,71,15,0,1,0,8,0,6,0,4,5,5,0,12,0,0,0,0,0,0,5,11,14,2,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
HR_00957,Drnis,8594,5198,153,0,0,0,142,0,10,23,9,135,0,0,2933,0,0,10,11,283,290,21,110,243,0,4,3,15,0,6,291,25,0,11,20,9,0,0,0,0,0,0,0,4,0,0,0,0,3,0,143,0,0,0,0,0,0,0,0,24,12,13,4,9,3,8,10,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,78,0,0,0,0,0,0,0,32,11,4,0,0,0,0,0,0,0,0
HR_00965,Drnje,1772,1185,45,0,0,0,275,0,7,7,9,3,0,28,279,0,0,2,4,30,74,27,45,3,0,1,0,1,0,2,0,3,0,1,5,6,0,0,0,0,0,0,2,10,0,4,0,228,4,0,47,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,0,0,0,0,0,0,0,0,0,0
HR_00973,Dubrava,4547,3274,89,0,0,0,510,0,8,11,20,11,0,114,1078,0,0,12,5,144,144,46,107,17,0,23,0,4,0,1,0,12,0,7,25,14,0,1,0,0,0,0,4,9,0,2,0,671,1,0,104,17,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,10,0,0,0,0,9,17,4,1,0,0,0,0,0,0,0,0,0,0
HR_00981,Dubrovnik,39289,23693,529,0,4,0,1262,0,0,23,66,190,0,0,7508,42,0,30,0,688,1769,157,860,372,0,32,7,6,0,44,0,164,0,85,0,232,5,0,1,15,8,325,0,0,0,27,0,0,0,0,1370,0,0,0,0,0,0,0,0,394,0,0,0,29,38,0,0,54,0,0,0,1,354,0,0,0,0,2,0,1,0,0,0,0,0,0,0,67,64,0,46,6580,2,0,0,0,21,15,1,0,0,0,1,0,0,0,0
HR_00990,Duga Resa,10788,7842,231,0,0,0,837,0,15,44,42,46,0,51,2751,25,0,30,0,334,698,85,345,43,0,10,9,19,0,10,1075,23,0,25,0,66,0,0,0,0,0,2,20,19,0,13,0,0,8,0,0,0,0,10,10,289,40,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0
HR_01007,Dugi Rat,6218,3935,95,0,0,0,142,0,0,0,7,140,0,0,1585,13,0,7,0,138,273,25,94,120,0,6,3,2,0,5,0,12,0,17,0,23,1,0,0,0,0,0,0,0,0,8,0,0,0,0,392,0,0,0,0,0,0,0,0,83,0,0,0,8,12,0,0,14,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,546,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01015,Dugo Selo,12986,7895,152,0,0,0,638,0,27,28,58,51,0,60,2571,0,0,20,8,184,863,92,286,173,0,6,0,6,0,14,0,44,0,14,49,52,0,0,0,2,0,3,17,13,0,19,0,1861,6,0,411,20,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,37,53,7,3,2,2,0,0,0,0,0,0,0,0
HR_01023,Dvor,7659,2686,98,0,0,0,67,0,3,141,3,1,0,0,593,4,0,0,0,14,127,7,18,29,0,0,0,6,0,1,0,54,0,0,4,5,0,0,0,0,0,0,2,3,0,2,0,0,3,0,124,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,14,7,0,398,0,1837,357,0,0,0,0,0,0,0,200,86,105,0,0,0,0,0,0,0,0
HR_01031,Djakovo,24453,14470,366,0,8,3,856,4,0,53,69,62,0,240,4961,0,745,162,22,545,1455,110,704,208,0,5,11,36,0,26,0,43,67,70,0,147,0,1,1,0,0,1,34,34,143,24,30,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,4,0,1,1,3,1,2,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,0
HR_01040,Djelekovec,1510,976,28,0,0,0,297,0,1,7,5,3,0,33,228,0,0,1,2,24,30,9,23,4,0,1,3,1,0,1,0,1,0,1,6,3,0,0,0,0,0,0,3,1,0,3,0,199,2,0,19,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1,0,0,0,0,0,0,0,0,0,0,0
HR_01058,Djulovac,3161,1641,27,0,0,0,275,0,3,16,0,8,0,20,929,0,0,3,1,41,44,2,20,5,0,1,0,1,0,0,0,49,0,0,3,1,0,0,0,0,0,0,1,3,0,0,0,86,3,0,31,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,65,0,0,0,0,2,1,1,22,9,11,0,0,0,0,0,0,0,0
HR_01066,Djurdjenovac,6608,4067,151,0,0,0,332,1,0,22,7,17,0,61,1559,0,190,16,7,93,244,21,352,35,0,1,4,11,0,2,0,8,281,12,0,25,0,0,1,0,0,0,13,9,18,8,4,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
HR_01074,Djurdjevac,7331,5122,145,0,1,1,795,0,14,33,16,8,0,53,1221,0,0,9,12,322,333,68,293,15,0,3,2,5,0,6,0,23,0,9,20,26,1,0,0,0,0,0,6,9,0,13,0,1243,11,0,283,11,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,45,3,0,0,1,0,0,0,0,0,0,0,0
