gisco_id,name,registered,turnout,invalid,blank,Radin,Zennaro,Akšamija,Avdić,Hodžić [Nedžad Hodžić],Prljaskaj,Mešić [Mirza Mešić],Morina,Srebreniković,Sulejmani,A-HSP,BM365-NS-R-NV-HSS-BUZ,HSP-HČSP-ABH-OS,HSP-HKDU-HDS-USP-DESNO,MOST,Pametno-Za grad,DSŽ,HDZ,HDSSB-HKS,HL,Dukić,NLSP-SH-PZ-ORaH,SDP-HNS-HSS-HSU,HSU,ŽZ-PH-AM,B-DH,BDSH,HBPS,HDZ-HSLS,HRS,HB,SMS,SRP,ŽZ-PH-AM-Abeceda,AM,HNS-HSU,HSR,Glasnović,IDS-PGS-RI,SHV,SRNA,DI,Zeleni,MDS,Knapić,ZS-SU,ŽZ-PH-AM-Abeceda-HDSS-MS,Ajduković,Horvat [Mile Horvat],Ljubojević,Milaković,Milošević [Boris Milošević],Pupovac,Radmanović,Jankovics,Juhas,ŽZ-PH-AM-HDSS-Abeceda,NLSP-SH-PZ-ORaH-SHZ-SU,ABUH,Bilek,Komak,HDZ-HDS,HSP1861,NLSP-SH-PZ-ORaH-SU,Ahmedi,Avdagić,Bosak [Robert Bosak],Hasanović,Ismailovski,Kajtazi,Kostić,Memedi [Orhan Memedi]
HR_01635,Jakovlje,3220,1506,24,0,0,0,0,0,0,0,0,0,0,0,4,128,15,3,100,13,0,0,0,18,0,3,621,7,0,6,3,0,432,7,5,9,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01643,Jaksic,3383,1864,42,0,0,0,0,0,0,0,0,0,0,0,10,45,7,63,191,11,8,808,118,1,7,2,438,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
HR_01651,Jalzabet,2715,1507,44,0,0,0,0,0,0,0,0,0,0,0,8,78,35,7,42,7,0,734,0,0,0,12,432,0,1,1,7,1,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,4,2,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01660,Jarmina,2005,1023,23,0,0,0,0,0,0,0,0,0,0,0,1,20,0,2,86,4,3,647,51,1,0,2,153,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01678,Jasenice,1513,806,16,0,0,0,0,0,0,0,0,0,0,0,2,8,4,6,66,5,0,588,0,0,0,0,74,0,24,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01686,Jasenovac,1813,980,38,0,0,0,0,0,0,0,0,0,0,2,9,59,16,9,55,6,2,564,0,0,0,2,159,3,42,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01694,Jastrebarsko,13918,7877,178,0,0,0,0,0,0,0,1,0,0,0,29,333,57,46,565,87,34,2953,0,10,0,24,2850,40,0,0,0,11,6,14,0,0,1,602,0,0,0,0,11,6,9,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
HR_01708,Jelenje,4579,2156,46,0,2,0,0,0,4,0,0,0,0,2,9,52,17,4,184,22,16,550,0,6,0,20,716,26,0,0,0,6,0,2,0,0,0,297,0,0,0,0,164,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HR_01716,Jelsa,3473,2203,81,0,0,0,0,0,0,1,0,1,0,1,7,7,13,2,235,32,0,0,0,0,0,0,709,0,0,6,0,1,0,0,0,0,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,6,16,0,0,0,0,0,0,0,0
HR_01724,Josipdol,3140,1662,31,0,0,0,0,0,0,0,0,0,0,0,11,73,21,9,187,12,6,868,0,2,0,4,289,7,0,0,0,7,0,5,0,0,0,108,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,8,2,2,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_01732,Kali,1738,794,9,0,0,0,0,0,0,0,0,0,0,0,3,11,5,5,94,9,0,270,0,0,0,0,317,0,63,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01759,Kanfanar,1341,660,13,0,3,1,0,0,0,0,1,0,0,5,3,8,3,2,33,4,0,100,0,1,0,3,122,5,44,0,0,0,0,0,0,0,1,0,0,0,0,0,281,0,0,21,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01767,Kapela,2545,1181,30,0,0,0,0,0,0,0,0,0,0,0,9,69,8,10,69,3,0,0,0,5,0,3,461,6,0,0,0,2,446,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01775,Kaptol,2885,1409,33,0,0,0,0,0,0,0,0,0,0,0,12,80,30,13,97,4,2,624,119,17,2,4,277,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
HR_01783,Karlobag,1002,570,10,0,0,0,0,0,0,0,0,0,0,1,3,9,0,10,35,1,0,371,0,0,0,0,112,0,13,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01791,Karlovac,48747,27284,421,0,1,0,6,0,0,29,4,0,1,8,95,867,188,76,1632,385,111,10727,1,64,0,50,9265,112,5,0,1,30,4,34,0,0,0,2856,0,0,0,0,43,17,20,0,0,0,0,0,0,15,98,65,52,92,153,53,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
HR_01805,Kastav,9018,4587,59,0,6,0,0,0,13,28,5,0,4,0,6,89,17,13,328,90,8,1093,0,12,0,22,1824,22,0,0,0,3,0,5,0,0,0,508,0,0,0,0,388,2,3,0,0,0,0,0,0,5,17,8,10,18,28,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_01813,Kastela,35188,17427,272,0,0,0,0,0,0,8,1,0,0,1,51,221,170,121,2855,368,0,8712,0,0,0,0,3333,0,824,39,22,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,2,2,0,354,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HR_01830,Kijevo,353,194,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,30,0,0,146,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01848,Kistanje,2957,1393,43,0,0,0,0,0,0,0,0,0,0,0,7,29,4,7,22,0,0,355,0,0,0,0,216,0,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,548,35,26,578,616,26,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01856,Klakar,1916,934,22,0,0,0,0,0,0,0,0,0,0,0,6,33,3,14,113,1,5,508,39,1,2,1,140,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01864,Klana,1637,840,27,0,0,0,0,0,0,0,0,0,0,0,8,17,13,5,57,13,13,181,0,5,0,1,350,3,0,0,0,1,0,1,0,0,0,85,0,0,0,0,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01872,Klanjec,2454,1177,17,0,0,0,0,0,0,0,0,0,0,0,5,44,8,2,85,3,0,304,0,6,0,3,621,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01899,Klenovnik,1661,706,19,0,0,0,0,0,0,0,0,0,0,0,2,72,3,1,41,3,0,205,0,4,0,6,293,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01902,Klinca Sela,4391,2392,54,0,0,0,0,0,0,0,1,0,0,0,6,121,26,14,201,28,14,893,0,9,0,12,801,20,0,0,0,5,0,5,0,0,0,174,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01929,Klis,4042,2426,57,0,0,0,0,0,2,0,0,0,0,0,8,28,22,29,468,34,0,1196,0,0,0,0,421,0,107,5,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01937,Klostar Ivanic,5300,2402,64,0,0,0,0,0,0,3,1,0,0,0,14,172,13,14,215,14,9,770,0,33,0,6,839,7,194,3,0,3,0,9,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_01945,Klostar Podravski,2565,1221,27,0,0,0,0,0,0,2,2,0,0,0,8,169,4,8,51,6,0,0,0,0,0,1,324,6,0,0,0,5,535,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01953,Knezevi Vinogradi,3903,1885,44,0,0,0,0,0,0,0,0,0,0,0,8,17,12,8,37,1,0,310,56,2,0,4,226,4,0,0,4,0,0,0,0,0,0,59,0,0,1,0,0,2,0,0,0,0,0,0,0,10,158,9,7,133,158,5,377,520,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0
HR_01961,Knin,13135,5972,124,0,0,0,0,0,0,8,0,0,0,0,32,208,34,26,589,50,0,2891,0,0,0,0,949,0,192,31,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,560,40,32,549,646,24,0,0,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_01970,Komiža,1616,730,29,0,0,0,0,0,0,2,0,0,0,0,2,7,7,2,63,17,0,0,0,0,0,0,331,0,0,4,0,1,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,5,6,0,0,0,0,0,0,0,0
HR_01988,Konavle,7316,4313,96,0,0,0,0,0,0,2,0,0,1,2,14,150,33,6,824,62,0,0,0,0,0,0,1010,0,0,10,0,7,0,0,0,0,16,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1896,14,22,0,0,0,0,0,0,0,0
HR_01996,Koncanica,1961,857,26,0,0,0,0,0,0,0,0,0,0,0,2,31,21,3,39,5,0,0,0,2,0,1,278,5,0,0,0,1,185,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,5,1,0,3,43,0,0,196,3,0,0,0,0,0,0,0,0,1,0,0
HR_02003,Konjscina,3078,1792,23,0,1,0,0,0,0,0,0,0,0,0,3,45,3,5,108,6,0,673,0,7,0,1,793,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,9,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_02011,Koprivnica,26688,14496,265,0,0,0,0,0,0,5,0,1,0,1,60,696,33,62,1124,229,0,11,2,85,1,41,6760,101,1,0,0,23,3697,0,0,0,44,1,0,0,18,0,0,0,0,0,0,0,0,0,0,1,4,4,4,7,8,4,1,7,1161,1,0,1,0,2,0,0,0,0,0,0,0,49,0,0
HR_02020,Koprivnicki Bregi,1929,886,35,0,0,0,0,0,0,0,0,0,0,0,2,46,3,6,46,2,0,2,0,4,0,2,361,8,0,0,0,2,303,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02038,Koprivnicki Ivanec,1801,845,19,0,0,0,0,0,0,0,0,0,0,0,5,50,3,0,51,8,0,0,0,4,0,1,337,4,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02046,Korčula,5405,3162,70,0,0,0,0,0,0,4,0,0,0,0,18,31,66,62,291,82,0,33,0,0,0,1,1175,2,1,6,0,6,39,0,0,0,22,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1113,13,8,0,0,0,0,0,0,0,0
HR_02054,Koska,3287,1593,20,0,0,0,0,0,0,0,0,0,0,0,9,27,12,16,131,4,0,770,213,3,0,2,278,13,0,0,3,0,0,0,0,0,0,75,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0
HR_02062,Kotoriba,2579,1381,18,0,0,0,0,0,0,0,0,0,0,0,2,23,10,4,62,2,1,320,1,4,0,5,669,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,58,0,0,61,0,0
HR_02089,Kraljevec na Sutli,1393,661,23,0,0,0,0,0,0,0,0,0,0,0,3,27,13,5,35,2,0,236,0,2,0,3,266,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02097,Kraljevica,3993,2037,36,0,2,0,1,0,0,7,0,0,0,1,10,42,15,7,138,43,0,616,0,1,0,11,811,13,159,6,0,0,0,0,0,0,3,0,0,0,0,0,103,0,0,4,5,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02119,Krapina,10508,6004,133,0,0,0,0,0,0,3,0,0,0,0,11,194,25,10,402,49,1,2090,0,51,0,25,2594,0,2,16,3,1,3,0,0,0,0,2,0,0,6,0,1,0,0,0,0,2,6,40,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HR_02127,Krapinske Toplice,4669,2173,42,0,0,0,0,0,0,0,0,0,0,0,9,66,12,27,134,18,0,616,0,18,0,10,1008,0,0,11,1,2,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,27,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02135,Kriz,5867,2953,70,0,0,0,0,1,0,0,1,0,0,0,12,193,21,18,253,28,6,692,0,196,0,11,1129,22,266,9,0,2,0,6,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02143,Krizevci,17521,8692,155,0,1,0,0,0,0,2,0,3,0,0,23,414,21,37,557,100,0,5,0,31,0,60,3587,45,0,0,1,21,2980,0,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,8,0,3,6,12,4,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02151,Krk,6893,3327,54,0,1,0,0,0,2,9,1,7,0,4,10,40,15,16,253,54,0,765,2,11,0,10,1085,19,183,7,0,0,95,0,0,1,10,6,0,0,0,0,626,0,0,14,7,0,0,0,1,0,0,2,1,0,3,1,6,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HR_02160,Krnjak,1791,680,9,0,0,0,0,0,0,0,0,0,0,0,2,12,6,1,13,1,3,169,0,0,0,0,110,2,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,17,237,46,35,246,290,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02178,Krsan,2689,1319,46,0,3,0,0,1,18,0,2,0,9,0,1,10,6,2,48,8,0,203,0,1,0,0,296,8,77,2,0,0,0,0,0,0,6,0,0,0,0,0,548,0,0,22,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02194,Kula Norinska,1454,908,20,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,251,7,0,0,0,0,0,0,208,0,0,8,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,4,4,0,0,0,0,0,0,0,0
HR_02208,Kutina,19401,9846,187,0,5,0,1,0,0,11,0,0,10,3,32,501,148,25,968,112,23,3326,0,31,0,28,3476,52,618,27,0,8,9,13,0,0,33,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,10,10,6,11,28,3,6,19,0,0,0,36,7,0,0,0,2,0,11,0,0,55,0,0
HR_02216,Kutjevo,5405,2600,60,0,0,0,0,0,0,4,0,0,0,0,14,289,29,15,225,1,9,1007,293,1,14,7,522,8,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
HR_02224,Labin,10567,5368,133,0,31,8,0,4,13,4,13,0,15,8,8,25,13,7,234,36,0,398,0,11,0,7,1602,16,299,6,0,0,1,0,0,0,16,0,0,0,0,0,2359,0,0,73,21,0,0,0,0,1,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02232,Lanisce,307,144,7,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,6,0,0,40,0,1,0,0,31,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02259,Lasinja,1487,719,10,0,0,0,0,0,0,0,0,0,0,0,1,40,11,1,52,1,1,379,0,0,0,3,171,3,0,0,0,1,0,1,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,3,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02267,Lastovo,883,475,12,0,0,0,0,0,0,0,0,0,0,0,2,9,3,6,51,8,1,5,1,0,0,0,182,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,4,0,0,0,0,0,0,0,0
HR_02275,Legrad,1979,985,23,0,0,0,0,0,0,0,0,0,0,0,8,48,6,3,54,5,0,0,0,2,0,1,474,5,0,0,0,2,276,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
HR_02283,Lekenik,5018,2456,52,0,0,0,0,0,0,0,0,0,0,0,19,218,22,18,197,29,3,844,0,2,0,5,823,15,188,6,0,2,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02291,Lepoglava,6790,3180,85,0,0,0,0,0,0,2,0,0,0,0,12,232,19,20,143,14,1,950,6,5,0,66,1380,2,3,7,7,0,16,0,0,0,0,8,0,0,1,0,1,0,0,0,0,4,5,16,163,2,2,0,1,1,2,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0
HR_02305,Levanjska Varos,830,370,3,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1,41,0,0,141,53,0,0,2,88,2,0,0,1,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02313,Lipik,5494,2597,68,0,3,7,1,0,0,0,0,0,1,2,17,79,15,18,186,10,9,1123,53,10,6,10,653,19,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91,10,13,91,116,5,12,21,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HR_02321,Lipovljani,2836,1370,32,0,0,0,0,0,0,0,0,0,0,3,8,137,14,2,108,7,5,395,0,0,0,3,554,9,63,2,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,2,0,0
HR_02348,Lisane Ostrovicke,783,371,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,21,1,0,274,0,0,0,0,28,0,11,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,9,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02356,Ližnjan - Lisignano,3533,1805,39,0,15,5,0,0,0,0,0,1,6,1,2,10,1,13,67,11,0,271,0,12,0,6,445,12,119,11,0,0,0,0,0,0,7,0,0,0,0,0,713,0,0,28,4,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_02364,Lobor,2389,1231,18,0,0,0,0,0,0,0,0,0,1,0,9,77,10,1,46,4,0,422,0,19,0,2,553,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,9,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02372,Lokve,857,451,18,0,0,0,0,0,0,0,0,0,0,0,3,11,1,4,28,1,0,128,0,2,0,1,182,1,0,0,0,1,0,1,0,0,0,35,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02399,Lovas,1033,594,8,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,72,1,2,383,19,0,1,1,51,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02402,Lovinac,1019,554,6,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,24,1,0,266,0,0,0,0,209,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,1,18,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02429,Lovran,3707,1751,30,0,8,0,0,0,0,4,0,3,0,0,3,21,5,3,97,15,0,259,0,2,0,9,858,10,137,4,0,0,0,0,0,0,6,0,0,0,0,0,236,0,0,27,10,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02437,Lovrec,1642,1023,11,0,0,0,0,0,0,0,0,0,0,0,2,5,13,2,91,4,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,1,0,0,0,0,0,0,0,0,0
HR_02445,Ludbreg,7746,4076,102,0,0,0,0,0,0,3,0,0,0,0,13,210,23,33,217,25,0,906,0,9,0,33,2179,0,0,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,7,255,0,6,0,0,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0
HR_02453,Lukac,3116,1574,41,0,0,0,0,0,0,0,0,0,0,0,8,41,12,4,74,3,0,762,36,1,0,3,462,14,0,0,1,0,0,0,0,0,0,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,1,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02461,Lupoglav,775,370,15,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,20,7,0,55,0,2,0,1,55,3,14,0,0,0,0,0,0,0,2,0,0,0,0,0,175,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_02470,Ljubescica,1585,1011,20,0,0,0,1,0,0,0,0,0,0,0,8,16,8,0,39,3,0,628,0,2,0,2,217,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HR_02488,Mace,2067,952,28,0,0,0,0,0,0,0,0,0,0,0,5,49,4,2,36,3,0,278,0,4,0,0,473,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02496,Makarska,15469,7604,96,0,0,0,0,0,1,4,2,0,0,5,8,79,56,9,712,165,1,78,0,1,0,0,2668,0,1,22,0,8,87,0,0,0,45,347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3159,12,34,0,0,0,0,0,0,0,0
HR_02500,Mala Subotica,3811,1903,32,0,0,0,0,0,0,0,0,0,0,0,8,36,21,2,78,15,0,326,0,10,0,4,1038,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,6,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,20,0,0
HR_02518,Mali Bukovec,1766,882,31,0,0,0,0,0,0,0,0,0,0,0,4,52,9,44,57,4,0,205,0,1,0,17,412,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02526,Mali Lošinj,8144,4147,92,0,14,4,0,0,0,19,0,0,0,25,18,62,12,6,319,57,0,1241,0,21,0,21,1545,29,276,8,0,0,36,0,0,0,13,3,0,0,0,0,274,0,0,16,15,0,0,0,0,3,3,2,3,5,13,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
HR_02534,Malinska-Dubasnica,3828,1590,28,0,2,0,1,0,0,2,0,1,0,3,2,31,8,10,126,14,0,552,0,2,0,4,493,9,105,4,0,0,0,0,0,0,6,0,0,0,0,0,181,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
