gisco_id,name,registered,turnout,invalid,blank,Radin,Zennaro,Akšamija,Avdić,Hodžić [Nedžad Hodžić],Prljaskaj,Mešić [Mirza Mešić],Morina,Srebreniković,Sulejmani,A-HSP,BM365-NS-R-NV-HSS-BUZ,HSP-HČSP-ABH-OS,HSP-HKDU-HDS-USP-DESNO,MOST,Pametno-Za grad,DSŽ,HDZ,HDSSB-HKS,HL,Dukić,NLSP-SH-PZ-ORaH,SDP-HNS-HSS-HSU,HSU,ŽZ-PH-AM,B-DH,BDSH,HBPS,HDZ-HSLS,HRS,HB,SMS,SRP,ŽZ-PH-AM-Abeceda,AM,HNS-HSU,HSR,Glasnović,IDS-PGS-RI,SHV,SRNA,DI,Zeleni,MDS,Knapić,ZS-SU,ŽZ-PH-AM-Abeceda-HDSS-MS,Ajduković,Horvat [Mile Horvat],Ljubojević,Milaković,Milošević [Boris Milošević],Pupovac,Radmanović,Jankovics,Juhas,ŽZ-PH-AM-HDSS-Abeceda,NLSP-SH-PZ-ORaH-SHZ-SU,ABUH,Bilek,Komak,HDZ-HDS,HSP1861,NLSP-SH-PZ-ORaH-SU,Ahmedi,Avdagić,Bosak [Robert Bosak],Hasanović,Ismailovski,Kajtazi,Kostić,Memedi [Orhan Memedi]
HR_00710,Dezanovac,2238,991,26,0,0,0,0,0,0,0,0,0,0,0,10,58,7,7,57,3,0,0,0,1,0,3,325,4,0,0,0,2,309,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,2,2,6,21,2,8,28,41,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0
HR_00728,Dicmo,2190,1391,25,0,0,0,0,0,0,0,0,0,0,0,3,19,31,12,267,2,0,870,0,0,0,0,108,0,35,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00744,Dobrinj,2326,1051,17,0,0,0,0,0,2,0,0,4,0,5,3,12,5,1,77,6,0,245,0,0,0,1,426,10,78,0,0,0,0,0,0,0,3,0,0,0,0,0,149,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HR_00752,Domasinec,1944,873,20,0,0,0,0,0,0,0,0,0,0,0,6,27,7,4,26,3,0,170,0,3,0,1,533,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
HR_00779,Brela,1672,957,29,0,0,0,0,0,0,0,0,0,0,0,1,17,7,3,133,37,0,0,0,0,0,0,259,0,0,1,0,2,0,0,0,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,9,8,0,0,0,0,0,0,0,0
HR_00787,Donja Dubrava,1760,924,11,0,0,0,0,0,0,0,0,0,0,0,3,20,9,2,37,2,0,294,0,7,0,2,461,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
HR_00795,Donja Stubica,4693,2406,37,0,0,0,0,0,0,0,0,0,0,0,3,80,12,21,148,33,0,620,0,85,0,11,1097,1,1,6,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,2,19,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00809,Donja Voca,2157,696,16,0,0,0,0,0,0,0,0,0,0,0,4,37,3,2,33,1,0,193,0,4,0,8,339,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00817,Donji Andrijevci,3201,1437,48,0,0,0,0,0,0,0,0,0,0,4,6,45,12,33,135,5,4,650,91,3,5,4,281,10,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00825,Donji Kraljevec,3812,1969,37,0,0,0,0,0,0,0,0,0,0,0,8,40,12,10,85,8,0,477,0,8,0,8,1119,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
HR_00833,Donji Kukuruzari,1450,703,25,0,0,0,0,1,0,0,0,0,0,0,8,25,4,1,24,5,3,342,0,1,0,1,166,5,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,47,5,4,47,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00841,Donji Lapac,1959,672,26,0,0,0,0,0,0,0,0,0,0,0,8,7,3,3,19,3,0,115,0,0,0,0,230,0,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,164,11,15,171,218,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00850,Martijanec,2598,1093,19,0,0,0,0,0,0,0,0,0,0,0,5,65,8,8,42,2,0,332,0,2,0,8,518,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HR_00868,Donji Miholjac,7915,3600,61,0,0,0,0,0,0,0,0,0,0,3,15,61,29,25,280,70,0,1143,442,9,0,21,1096,22,0,0,4,0,1,0,0,0,0,284,0,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,3,0,5,5,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_00876,Muc,3130,1448,32,0,0,0,0,0,0,0,0,0,0,0,10,26,19,11,248,18,0,734,0,0,0,0,252,0,52,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00884,Prolozac,3282,2049,25,0,0,0,0,0,0,0,0,0,0,0,3,34,22,4,231,9,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,4,0,0,0,0,0,0,0,0,0
HR_00892,Donji Vidovec,1225,473,15,0,0,0,0,0,0,0,0,0,0,0,2,13,6,0,29,0,0,102,0,1,0,1,246,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
HR_00906,Draganic,2415,1267,18,0,0,0,0,0,0,0,0,0,0,0,13,98,6,9,71,7,9,583,0,1,0,6,311,5,0,0,0,3,0,1,0,0,0,123,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00914,Draz,2545,1289,30,0,0,0,0,0,0,0,0,0,0,0,2,8,3,4,51,10,0,431,84,3,0,3,205,7,0,0,2,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,204,178,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_00922,Drenovci,4765,2023,27,0,0,0,0,1,61,0,11,0,4,0,25,131,13,7,90,3,7,949,122,5,2,5,469,10,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
HR_00949,Drenje,2149,900,24,0,0,0,0,0,0,0,0,0,0,0,5,35,13,15,44,1,0,292,179,1,0,4,192,7,0,0,4,0,0,0,0,0,0,75,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_00957,Drnis,7217,4052,67,0,0,0,0,0,0,0,0,0,0,0,18,142,16,79,381,30,0,2478,0,0,0,0,496,0,83,38,8,0,31,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,59,5,8,56,75,3,0,0,0,63,0,0,0,29,1,0,0,0,0,0,0,0,0,0
HR_00965,Drnje,1527,752,13,0,0,0,0,0,0,0,0,0,0,0,8,28,2,4,42,7,0,0,0,4,0,6,401,7,0,0,0,2,157,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
HR_00973,Dubrava,3902,1795,35,0,0,0,0,0,0,1,0,0,0,0,6,168,5,8,101,8,0,0,0,4,0,5,733,15,0,0,0,8,539,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HR_00981,Dubrovnik,39220,20082,381,0,0,1,3,2,24,2,29,7,58,1,46,808,134,109,2731,406,0,61,4,0,0,1,6611,0,10,50,0,20,50,0,0,0,65,949,0,0,0,0,2,0,0,0,0,0,0,0,1,4,9,1,0,8,19,3,1,2,2,1,0,1,0,7351,58,79,0,0,0,0,1,0,0,0
HR_00990,Duga Resa,9552,5462,98,0,0,0,0,0,0,2,0,4,0,0,16,177,38,21,469,46,22,2212,0,15,0,21,1598,24,0,0,0,6,0,12,0,0,0,667,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01007,Dugi Rat,6450,3346,57,0,0,0,0,0,0,0,0,1,0,0,8,35,53,10,763,169,0,0,0,0,0,0,584,0,0,6,0,11,0,0,0,0,13,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,15,18,0,0,0,0,0,0,0,0
HR_01015,Dugo Selo,16134,7802,102,0,0,0,0,0,0,11,10,0,0,0,21,823,49,33,763,93,0,11,0,13,0,33,2215,23,1,0,0,7,3036,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,1,0,0,534,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0
HR_01023,Dvor,4741,1786,58,0,0,0,0,0,0,0,0,0,0,0,12,243,10,7,48,4,4,315,0,0,0,1,367,14,40,5,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31,468,76,109,436,530,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01031,Đakovo,24143,11788,229,0,0,0,0,0,0,5,0,4,0,2,28,240,62,91,1180,113,0,4687,1290,27,1,54,2812,58,0,0,17,1,5,0,0,1,0,822,0,0,11,0,0,15,0,0,0,0,0,0,0,1,1,1,1,0,2,0,7,3,1,0,14,1,0,1,0,1,0,2,1,0,0,0,0,0
HR_01040,Đelekovec,1293,625,11,0,0,0,0,0,0,0,0,0,0,0,7,31,1,1,43,1,0,0,0,1,0,3,272,5,0,0,0,1,204,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HR_01058,Đulovac,2615,1119,25,0,0,0,0,0,0,0,0,0,0,0,8,45,9,2,56,6,0,0,0,4,0,0,162,7,0,0,0,1,688,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,46,1,5,45,63,0,0,3,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HR_01066,Đurđenovac,5576,2790,54,0,0,0,0,0,0,0,0,0,0,0,18,37,25,14,126,7,0,1153,389,0,0,5,743,10,0,0,5,0,0,0,0,0,0,172,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01074,Đurđevac,6735,3861,43,0,0,0,0,0,0,0,0,0,0,0,11,2010,13,2,70,20,0,0,0,1,0,2,923,13,0,0,0,4,558,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,1,0,0,0,1,0,0,0,59,0,0
HR_01082,Đurmanec,3464,1829,57,0,0,0,0,0,0,0,0,0,0,0,9,32,7,4,85,7,0,648,0,8,0,4,845,0,0,4,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01104,Erdut,6428,2368,67,0,0,0,0,0,0,0,0,0,0,0,3,14,10,15,83,2,0,512,217,2,0,1,335,7,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,56,608,64,56,529,735,33,150,11,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_01112,Ernestinovo,1904,1074,12,0,0,0,0,0,0,0,0,0,0,1,1,10,7,28,57,5,0,350,75,0,0,4,219,4,0,0,3,0,0,0,0,0,0,61,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1,3,4,0,158,69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HR_01139,Ervenik,907,460,16,0,0,0,0,0,0,0,0,0,0,0,1,28,1,2,1,1,0,1,0,0,0,0,19,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,322,27,23,313,351,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01147,Farkasevac,1429,616,8,0,1,0,0,0,0,0,0,0,0,0,4,32,6,3,43,1,0,0,0,2,0,1,227,4,0,0,0,1,249,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01155,Ferdinandovac,1416,632,7,0,0,0,0,0,0,0,0,0,0,0,4,152,2,3,21,3,0,0,0,0,0,2,180,4,0,0,0,2,209,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01163,Fericanci,1808,906,17,0,0,0,0,0,0,0,0,0,0,0,2,14,11,9,65,6,0,312,112,1,0,11,265,7,0,0,2,0,0,0,0,0,0,65,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01171,Fuzine,1423,660,12,0,0,0,0,0,0,0,0,0,0,0,1,22,4,2,22,2,6,151,0,8,0,4,321,3,0,0,0,0,0,1,0,0,0,46,0,0,0,0,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01180,Garcin,4040,1898,52,0,0,0,0,0,0,0,0,0,0,0,10,53,5,31,212,4,5,968,87,2,4,2,344,14,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01198,Garesnica,8798,4091,86,0,0,0,0,0,0,1,0,0,0,0,30,220,35,26,337,22,0,4,0,8,0,14,1466,35,0,0,0,6,1429,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,38,3,3,37,58,5,1,11,273,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
HR_01201,Generalski Stol,2330,1111,26,0,0,0,0,0,0,0,0,0,0,0,13,43,15,14,75,3,9,632,0,0,0,2,193,2,0,0,0,2,0,2,0,0,0,78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01210,Glina,8447,3229,75,0,0,0,0,0,0,0,0,0,0,0,18,171,24,23,182,15,3,1605,3,1,0,16,606,14,137,6,0,4,4,8,0,0,3,5,0,0,0,0,4,0,0,0,4,0,0,0,1,12,136,52,71,126,224,49,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0
HR_01228,Gola,1878,775,16,0,0,0,0,0,0,0,0,0,0,0,10,73,1,9,51,1,0,0,0,11,0,0,178,1,0,0,0,0,377,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01236,Gorican,2434,1205,22,0,0,0,0,0,0,0,0,0,0,0,6,32,11,5,70,7,0,320,0,2,0,6,555,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,23,0,5,116,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,11,0,0,1,0,0
HR_01244,Gorjani,1357,658,19,0,0,0,0,0,0,0,0,0,0,0,4,11,4,2,29,1,0,198,171,2,0,2,170,10,0,0,3,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HR_01252,Gornja Stubica,4443,2150,47,0,0,0,0,0,0,0,0,0,0,0,10,69,6,2,159,14,0,557,0,22,0,22,1033,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,23,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01279,Gornji Bogicevci,1818,701,22,0,0,0,0,0,0,0,0,0,0,0,10,32,5,4,70,1,1,360,42,1,1,1,114,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_01295,Gornji Kneginec,4741,2590,64,0,0,0,0,0,0,0,0,0,0,0,8,97,39,12,179,19,0,753,0,7,0,43,1172,0,0,5,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,7,13,154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01309,Gospic,11522,6722,131,0,0,0,0,0,0,0,0,0,0,0,29,93,20,66,517,35,0,4177,0,0,0,0,1324,0,177,15,15,0,44,1,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,1,0,6,15,3,0,0,0,31,0,1,0,8,0,0,0,0,0,0,0,0,0,0
HR_01317,Gracac,4870,1475,63,0,0,0,0,0,0,0,0,0,0,0,21,42,4,7,99,6,0,570,0,0,0,0,209,0,27,1,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,266,89,72,262,325,73,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01325,Gracisce,1189,568,27,0,1,1,0,0,0,0,0,0,0,0,1,5,2,2,46,6,0,44,0,0,0,3,100,3,48,0,0,0,0,0,0,0,3,0,0,0,0,0,251,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01333,Grad Zagreb,698664,388681,6013,0,15,3,10,10,69,250,609,117,134,114,709,24429,1870,1390,40858,16023,423,42834,31,886,1,1674,139238,1690,3791,500,114,240,78847,340,230,1176,678,16216,0,0,59,0,141,54,105,3,198,0,0,2,17,49,207,62,51,210,451,71,52,34,5225,25,0,74,6,245,2,3,7,9,9,16,219,85,1,25
HR_01341,Gradac,3318,1642,47,0,0,0,0,0,0,0,0,0,0,0,8,10,8,2,238,17,0,0,0,0,0,0,565,0,0,5,0,5,0,0,0,0,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,670,2,6,0,0,0,0,0,0,0,0
HR_01350,Gradec,3000,1482,39,0,0,0,0,0,0,0,0,0,0,0,9,98,4,5,312,12,0,0,0,4,0,1,477,6,0,0,0,5,400,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01368,Gradina,3137,1433,35,0,0,0,0,0,0,0,0,0,0,0,7,32,10,12,111,2,0,680,78,1,0,3,327,3,0,0,2,0,0,0,0,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,4,2,14,21,1,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01376,Gradiste,2418,974,19,0,0,0,0,0,0,0,1,1,0,0,4,12,4,4,80,37,3,467,76,3,3,0,204,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01384,Grožnjan - Grisignana,688,324,11,0,27,7,0,0,0,0,0,0,0,0,2,2,1,2,9,2,0,6,0,0,0,2,69,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,148,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01392,Grubisno Polje,5536,2696,69,0,0,0,0,0,0,0,0,0,0,5,16,135,24,14,310,13,0,2,0,3,0,11,631,31,0,1,0,3,1048,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,26,1,2,20,29,1,12,64,114,0,0,109,3,0,0,0,0,0,7,0,0,32,0,0
HR_01406,Gundinci,1576,795,32,0,0,0,0,0,0,0,0,0,0,0,8,8,12,20,51,0,1,337,51,0,1,4,246,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01414,Gunja,3532,1481,28,0,0,0,0,1,121,0,24,0,41,3,2,315,9,4,66,4,6,441,37,3,0,3,332,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01449,Hercegovac,1995,836,16,0,1,0,0,0,0,0,0,0,0,0,8,52,7,5,68,2,0,0,0,1,0,3,324,5,0,0,0,1,247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,72,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
HR_01457,Hlebine,1046,526,12,0,0,0,0,0,0,0,0,0,0,0,2,44,4,4,11,3,0,0,0,0,0,1,179,3,0,0,0,0,210,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0
HR_01465,Hrascina,1289,538,12,0,0,0,0,0,0,0,0,0,0,0,2,51,3,2,17,2,0,149,0,1,0,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01481,Hrvace,3289,1876,26,0,0,0,0,0,0,0,0,0,0,0,8,14,10,12,330,8,0,1253,0,0,0,0,159,0,33,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01490,Hrvatska Dubica,1873,882,15,0,0,0,0,0,0,0,0,0,0,0,4,38,21,5,66,1,4,453,0,0,0,0,165,4,35,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,30,2,5,23,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01503,Hrvatska Kostajnica,2420,1121,26,0,0,0,0,2,3,3,0,0,3,0,2,56,6,2,76,5,4,433,0,1,0,1,291,4,70,3,0,3,3,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,70,10,11,72,96,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01511,Breznicki Hum,1115,531,11,0,0,0,0,0,0,0,0,0,0,0,1,44,4,0,40,3,0,184,0,0,0,3,206,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01520,Hum na Sutli,4175,1756,50,0,0,0,0,1,0,0,0,0,0,0,7,39,8,7,81,8,0,379,0,3,0,5,1028,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,21,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01538,Hvar,4449,2356,46,0,0,0,0,0,0,0,2,1,0,6,4,17,15,6,305,67,0,67,0,0,0,0,802,0,2,6,0,2,84,0,0,0,11,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,767,5,13,1,0,0,0,0,0,0,0
HR_01546,Ilok,5884,2892,51,0,0,0,0,0,0,0,0,0,0,0,8,49,17,100,276,10,13,1300,166,7,3,5,557,20,142,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,1,2,19,34,3,2,1,2,0,1,51,69,0,0,0,0,0,0,0,0,1,0,0
HR_01554,Imotski,9307,5030,57,0,0,0,0,0,0,0,0,0,0,1,5,122,118,10,667,33,1,139,1,0,0,2,412,0,0,5,0,4,162,0,0,0,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,0,2,0,0,0,0,0,0,3159,14,6,0,0,0,0,0,0,0,0
HR_01562,Ivanec,11478,6168,141,0,0,0,0,0,0,0,0,0,0,4,15,225,35,22,283,47,0,1166,0,9,0,158,3640,0,0,11,13,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,5,27,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01589,Ivanic-Grad,12402,6356,113,0,0,0,0,0,0,1,0,18,0,6,19,275,24,35,652,93,22,1799,0,29,0,20,2513,60,561,24,0,11,11,12,0,0,24,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,2,0,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
HR_01597,Ivankovo,6506,3155,53,0,0,0,0,0,0,0,0,0,0,0,13,60,6,18,338,18,14,1822,160,0,2,5,477,7,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01619,Ivanska,2340,1042,21,0,0,0,0,0,0,2,0,0,0,0,6,89,14,7,61,2,0,0,0,1,0,5,319,8,0,0,0,4,427,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
