gisco_id,name,registered,turnout,invalid,blank,Abeceda,AM,A-HSP,DPS [Demokratska Prigorsko-Zagrebačka Stranka],DSŽ-HSN-ASBU,HDZ-HSS-HSP-BUZ-ZDS-HDS,HRS,HSR,HDSSB-ABH-A-HSS-HRAST-HSP-HZ-OS-ZZH,HL,MDS,NF-HSLS-PGS-RI,NS-NSS,Ðapić,ORaH,PS,HB,KLJUČ,SRH,SDP-HNS-IDS-HSU,SPH,SRP,SHZ,HSU,ZH-AMD-ZS
HR_04456,Škabrnja,1525,361,9,0,1,1,1,0,0,291,1,1,16,0,0,7,0,2,2,0,0,0,0,29,0,0,0,0,0
HR_04472,Šolta,2107,719,27,0,2,23,3,1,6,180,4,2,43,18,2,19,0,5,86,3,8,1,2,266,2,1,2,10,3
HR_04499,Spisic Bukovica,3483,806,28,0,6,9,4,3,5,465,3,0,55,16,1,5,0,2,40,0,1,2,0,156,1,0,0,3,1
HR_04502,Stefanje,1667,409,7,0,2,11,4,0,4,225,4,2,22,12,0,8,1,1,20,0,0,0,5,68,2,1,1,6,3
HR_04529,Strigova,2479,351,12,0,4,2,3,3,3,93,4,1,4,49,20,7,1,3,27,0,0,1,0,104,0,1,3,4,2
HR_04537,Tinjan,1400,301,16,0,3,8,1,1,0,52,1,0,5,10,0,7,0,2,21,0,0,2,2,164,0,2,2,1,1
HR_04545,Tisno,3065,954,23,0,6,12,15,3,6,357,5,0,46,29,1,23,2,2,62,1,3,4,2,339,3,2,0,5,3
HR_04553,Plitvicka jezera,4124,859,32,0,3,3,2,1,4,355,3,3,31,15,2,7,3,2,41,0,2,1,3,330,5,3,1,6,1
HR_04561,Tompojevci,1461,463,25,0,4,7,8,0,4,257,1,0,34,4,1,9,0,2,32,0,3,2,2,58,1,2,2,4,1
HR_04570,Topusko,3055,491,13,0,5,2,1,1,3,261,2,2,9,18,0,1,3,0,31,2,1,0,1,131,0,0,2,1,1
HR_04588,Tordinci,1752,552,22,0,10,5,2,0,5,325,1,1,24,8,0,18,5,2,11,0,2,1,0,105,1,0,0,3,1
HR_04596,Tovarnik,2537,688,16,0,1,10,2,0,1,453,4,2,43,14,0,16,1,7,30,1,2,1,0,72,1,3,0,5,3
HR_04600,Trilj,7925,2254,74,0,15,24,14,4,16,1352,15,5,261,30,3,38,1,6,70,4,5,5,2,255,0,2,21,24,8
HR_04618,Trnava,1408,339,15,0,2,5,1,1,7,155,2,1,57,13,0,4,0,1,13,1,0,0,1,45,0,1,0,6,8
HR_04626,Trnovec Bartolovecki,5803,1047,41,0,5,10,4,3,10,363,4,2,38,79,2,9,0,1,97,3,1,3,3,357,1,2,0,4,5
HR_04634,Trogir,12428,2949,102,0,9,13,9,5,9,1205,7,1,255,48,0,63,2,14,161,2,8,11,4,992,3,6,3,12,5
HR_04642,Trpinja,4920,1106,39,0,1,0,1,1,2,45,1,0,8,3,1,5,41,0,12,0,0,2,0,935,2,2,2,0,3
HR_04669,Tuhelj,1769,522,21,0,0,6,2,0,8,232,1,3,17,26,0,5,0,2,39,2,0,5,2,143,0,1,0,5,2
HR_04677,Udbina,1878,594,27,0,2,3,6,1,3,110,2,0,5,1,2,8,0,1,11,1,0,0,1,407,1,0,0,1,1
HR_04685,Umag / Umago,12853,2244,88,0,8,27,4,19,29,327,8,2,24,99,2,25,3,4,226,7,12,19,3,1246,7,12,5,27,11
HR_04693,Unesic,1416,757,12,0,5,1,4,1,3,638,2,1,30,0,0,4,0,0,11,0,0,1,0,35,1,1,1,4,2
HR_04715,Valpovo,9616,2814,91,0,12,20,7,2,12,1271,11,1,503,74,0,32,3,8,178,12,7,19,4,507,1,2,3,25,9
HR_04723,Varazdin,39615,10511,302,0,21,73,24,19,26,2248,33,14,646,515,17,273,7,12,1470,62,19,77,30,4469,16,14,6,79,39
HR_04731,Varazdinske Toplice,5413,1425,71,0,2,16,9,0,12,445,3,2,51,121,3,57,1,6,135,8,3,10,7,444,4,1,0,10,4
HR_04740,Vela Luka,3639,1082,37,0,5,13,2,1,0,435,3,0,8,16,1,49,1,3,40,0,4,3,3,445,3,5,3,0,2
HR_04758,Velika,4684,1184,38,0,9,10,4,5,12,593,1,4,81,43,4,26,2,3,93,5,4,5,4,216,2,7,1,9,3
HR_04766,Velika Kopanica,2994,652,35,0,1,8,5,2,3,334,2,0,96,8,1,8,2,7,41,1,3,3,0,82,0,1,0,9,0
HR_04774,Velika Ludina,2108,576,20,0,0,8,7,1,10,339,2,1,10,28,0,10,1,2,59,0,2,3,0,69,1,0,1,2,0
HR_04782,Velika Pisanica,1473,364,10,0,1,4,0,0,4,215,0,0,6,6,1,8,1,1,21,2,0,3,0,75,1,1,0,4,0
HR_04804,Veliki Grđevac,2494,547,18,0,3,6,8,1,6,227,1,2,44,21,0,23,2,5,44,4,1,4,0,109,1,0,0,11,6
HR_04812,Veliko Trgovisce,4016,773,28,0,0,3,1,2,4,317,2,2,31,144,1,18,0,1,51,3,3,2,2,150,0,1,2,5,0
HR_04839,Veliko Trojstvo,2323,538,15,0,0,4,1,0,6,269,4,0,14,60,0,21,0,0,40,2,1,2,2,90,0,1,1,3,2
HR_04847,Vidovec,4348,551,26,0,4,8,1,3,5,209,2,1,18,35,0,8,2,0,58,4,2,2,0,153,0,0,2,7,1
HR_04855,Viljevo,1667,347,21,0,4,7,1,2,7,161,3,3,55,8,0,2,2,1,20,1,0,4,1,39,0,2,0,2,1
HR_04863,Vinica,2827,663,31,0,2,6,3,3,9,250,3,1,22,30,5,15,0,1,56,1,5,3,2,199,1,3,0,6,6
HR_04871,Vinkovci,29706,9227,280,0,30,53,27,16,41,4522,35,9,663,211,14,184,8,25,641,40,18,31,20,2231,13,15,4,74,22
HR_04880,Vinodolska opcina,3338,683,22,0,2,5,1,2,0,226,2,1,18,18,0,26,0,0,73,1,4,2,1,269,1,1,0,4,4
HR_04898,Vir,3961,965,24,0,6,13,3,3,12,380,2,0,64,17,2,43,2,5,77,1,3,1,0,294,0,0,5,7,1
HR_04901,Virje,3636,647,28,0,4,4,14,1,3,268,3,4,26,29,0,13,2,2,63,2,2,2,1,165,1,0,1,9,0
HR_04910,Virovitica,18477,5198,149,0,20,30,17,9,28,2491,12,18,320,142,3,96,2,12,442,20,5,41,7,1287,1,4,4,32,6
HR_04928,Vis,1924,528,23,0,2,4,3,2,2,171,0,0,17,20,0,17,0,0,42,0,3,0,2,206,3,3,0,6,2
HR_04936,Visoko,1194,376,11,0,5,4,1,1,4,246,4,0,9,11,0,2,1,0,14,2,0,2,1,50,1,1,0,5,1
HR_04944,Viskovci,1530,396,5,0,4,2,2,0,7,200,1,0,59,4,1,4,0,1,9,1,2,0,0,88,1,2,1,2,0
HR_04952,Viskovo,12843,2383,63,0,4,35,5,1,5,758,6,5,101,91,1,89,5,4,284,8,2,13,0,870,3,4,2,12,12
HR_04979,Višnjan / Visignano,1978,360,22,0,0,4,5,4,3,28,5,0,2,13,1,10,2,0,43,1,1,2,0,200,1,0,2,8,3
HR_04987,Vižinada / Visinada,990,196,16,0,3,5,1,5,3,7,0,0,5,6,0,1,0,0,10,1,1,0,3,126,0,1,0,2,0
HR_04995,Vocin,2017,536,22,0,9,3,2,1,1,302,2,0,36,4,1,7,0,1,16,1,1,0,0,125,0,0,1,1,0
HR_05002,Vodice,9471,2673,84,0,11,11,5,5,13,1343,8,6,228,26,0,52,3,4,166,5,12,6,2,659,5,5,2,8,4
HR_05029,Vodnjan / Dignano,5384,1247,85,0,10,7,2,16,4,122,5,1,24,49,4,16,3,1,95,2,1,11,21,740,1,6,2,15,4
HR_05037,Vojnic,4812,990,55,0,15,5,4,4,2,365,6,3,25,17,1,22,11,5,27,1,3,4,0,399,1,4,2,6,3
HR_05045,Vratisinec,1720,381,22,0,7,5,3,1,3,62,5,0,9,51,15,4,2,1,34,0,1,3,1,139,2,0,0,8,3
HR_05053,Vrbanja,3615,432,17,0,0,2,7,1,1,310,2,0,17,10,0,7,1,1,16,0,0,2,1,33,0,0,0,3,1
HR_05061,Vrbje,2030,545,16,0,2,9,0,0,7,409,5,5,30,7,0,2,0,0,12,0,1,0,2,36,0,0,0,2,0
HR_05070,Vrbnik,1231,369,12,0,0,8,2,1,1,115,4,2,35,15,0,14,0,0,37,3,2,1,0,106,0,0,3,8,0
HR_05088,Vrbovec,12139,3035,84,0,12,33,11,14,12,1214,19,7,119,193,3,67,1,9,379,13,6,12,6,757,6,8,2,27,21
HR_05096,Vrbovsko,4634,1144,52,0,8,11,2,0,7,365,2,2,21,27,6,22,6,2,71,3,5,4,2,507,1,5,0,11,2
HR_05100,Gvozd,3362,523,17,0,6,3,0,2,0,157,1,1,28,5,2,1,6,4,8,1,2,2,2,268,2,1,0,3,1
HR_05118,Vrgorac,6092,1611,55,0,7,19,11,1,13,819,5,3,59,9,0,18,0,5,82,1,2,1,4,471,2,2,5,10,7
HR_05126,Vrhovine,1117,274,7,0,3,4,16,1,2,35,3,1,1,1,0,0,9,1,10,0,0,1,0,177,1,1,0,0,0
HR_05134,Vrlika,2100,738,14,0,11,3,0,1,5,474,3,2,41,7,0,8,1,3,16,0,4,2,0,137,1,2,0,0,3
HR_05142,Vrpolje,2992,722,35,0,6,9,6,2,0,423,2,2,59,24,0,14,2,4,42,0,0,3,2,76,0,1,3,5,2
HR_05169,Vrsar / Orsera,2054,487,10,0,2,6,0,5,1,72,1,1,9,5,0,4,2,1,34,0,1,5,0,317,0,2,0,7,2
HR_05177,Vuka,1014,213,12,0,1,3,1,1,1,113,1,0,38,5,0,0,0,2,8,0,0,0,1,21,0,0,0,3,2
HR_05185,Vukovar,27135,7881,179,0,21,24,28,11,20,3801,14,8,269,93,18,89,87,21,270,12,11,18,9,2809,12,13,5,26,13
HR_05193,Zabok,7546,1851,65,0,7,10,5,3,10,519,9,6,81,199,3,23,2,3,256,8,4,9,4,598,0,5,0,13,9
HR_05207,Zadar,65213,15003,396,0,36,212,40,19,49,6597,26,20,775,287,16,226,16,34,1293,52,35,58,24,4552,10,24,60,85,61
HR_05215,Zagorska Sela,867,194,12,0,0,5,0,0,7,66,1,1,10,14,0,9,0,1,24,0,0,1,0,42,1,0,0,0,0
HR_05223,Zagvozd,1102,277,9,0,1,1,3,0,1,178,0,0,47,1,0,1,0,0,8,1,1,0,0,21,1,0,0,2,1
HR_05231,Zazablje,675,224,21,0,2,1,1,1,0,152,2,0,7,0,0,21,0,1,4,0,1,0,0,5,1,0,0,3,1
HR_05240,Zdenci,1592,514,15,0,8,2,6,2,6,190,3,1,116,5,0,5,1,2,14,1,0,5,1,111,1,1,1,16,1
HR_05258,Zemunik Donji,2146,686,51,0,6,6,3,0,6,426,4,3,20,11,1,7,0,1,19,2,2,1,0,106,2,2,2,1,4
HR_05266,Zlatar,5021,857,38,0,1,9,2,4,9,363,4,2,48,49,0,7,0,0,72,4,1,1,1,222,1,2,0,12,5
HR_05274,Zlatar-Bistrica,2132,455,18,0,0,2,1,1,1,150,5,2,8,34,0,5,0,0,38,2,2,2,1,173,1,0,0,4,5
HR_05282,Zmijavci,1746,593,6,0,1,1,0,0,1,319,1,2,195,2,0,2,0,0,8,1,4,2,1,47,0,0,0,0,0
HR_05304,Zakanje,1759,552,23,0,5,15,5,0,5,278,6,0,12,31,2,10,2,3,54,2,2,5,0,73,3,3,2,2,9
HR_05312,Zminj,2899,445,21,0,4,3,0,1,5,59,2,0,17,16,3,12,0,0,43,0,2,3,1,239,2,2,0,9,1
HR_05339,Krasic,2226,634,19,0,7,3,3,2,9,455,4,1,15,17,0,10,0,0,31,3,1,2,2,40,0,0,2,4,4
HR_05347,Zupanja,11476,2590,88,0,9,17,7,8,12,1355,11,7,144,118,0,50,0,8,150,5,9,11,2,547,2,4,4,16,6
HR_05355,Otok,5500,1238,55,0,10,12,4,3,6,722,9,4,81,21,1,16,1,1,45,2,1,10,0,213,4,0,2,15,0
HR_05363,Rakovec,967,617,11,0,1,3,1,2,0,446,3,1,3,7,0,3,0,4,45,2,0,2,0,78,0,0,0,5,0
HR_05380,Kostrena,3722,918,24,0,3,8,1,0,1,273,2,1,7,25,1,23,1,5,132,2,3,3,0,388,0,0,1,9,5
HR_05398,Marija Gorica,1871,455,14,0,1,6,1,2,3,199,1,0,39,20,1,8,0,1,57,2,1,1,1,88,1,0,2,3,3
HR_05401,Zumberak,890,265,17,0,4,7,0,4,6,126,4,6,10,10,0,7,1,1,10,1,0,1,2,44,0,1,1,0,2
HR_05410,Velika Gorica,54772,13800,392,0,29,112,38,29,49,5711,47,17,925,498,23,311,14,29,1428,74,33,67,23,3753,16,23,14,104,41
HR_05428,Orle,1676,349,12,0,4,5,2,0,4,131,4,1,15,9,0,1,1,0,42,2,0,3,1,100,0,3,2,6,1
HR_05436,Zapresic,21724,5237,101,0,10,37,12,10,10,1942,10,6,536,198,7,102,5,11,697,41,6,27,7,1395,7,10,4,27,19
HR_05444,Pokupsko,1845,477,20,0,4,10,2,3,7,248,17,0,25,13,0,3,0,0,38,0,1,0,2,71,0,1,1,9,2
HR_05452,Kravarsko,1618,418,17,0,4,10,2,0,3,202,4,0,22,11,0,10,0,0,39,0,0,0,1,85,0,0,0,5,3
HR_05479,Bistra,5563,1005,39,0,5,9,2,4,6,412,6,1,74,131,0,13,0,1,94,6,3,3,4,181,0,0,0,9,2
HR_05487,Luka,1146,193,8,0,0,0,0,0,1,113,0,0,11,3,0,2,1,1,19,1,0,1,0,29,0,1,0,2,0
HR_05495,Dubravica,1199,340,7,0,4,7,0,0,1,220,1,0,11,7,0,1,0,0,29,0,0,0,0,45,0,1,1,3,2
HR_05509,Bedenica,1124,254,9,0,1,5,3,27,2,95,1,1,10,12,1,3,0,1,31,0,0,2,0,41,0,1,0,6,2
HR_05517,Stupnik,3144,599,20,0,2,3,3,12,4,225,5,1,61,20,0,16,0,1,88,3,2,5,1,119,1,0,1,5,1
HR_05525,Jesenje,1261,421,19,0,4,2,2,2,3,177,2,0,10,14,1,3,1,1,20,0,2,0,1,151,0,0,0,5,1
HR_05533,Kumrovec,1378,343,18,0,2,3,2,1,5,109,1,1,9,25,1,9,0,0,33,0,3,3,0,116,0,0,1,1,0
HR_05541,Novi Golubovec,811,233,9,0,2,1,0,0,0,166,0,1,2,6,0,0,0,0,7,1,0,1,0,34,1,0,1,1,0
HR_05550,Majur,1173,428,14,0,3,1,0,1,7,255,1,1,15,11,0,1,2,3,11,1,1,0,0,92,2,2,2,1,1
HR_05568,Ribnik,461,139,7,0,0,3,0,0,3,73,0,0,3,7,0,4,0,1,13,1,1,1,1,18,0,1,0,1,1
HR_05576,Tounj,970,263,8,0,6,2,4,2,3,179,1,1,11,6,0,2,0,2,13,0,0,0,0,20,0,0,0,0,3
HR_05584,Veliki Bukovec,1164,280,13,0,0,4,1,0,8,134,1,0,10,10,1,6,0,1,22,1,0,0,1,60,1,0,0,4,2
HR_05592,Kalinovac,1291,351,11,0,2,2,3,0,4,212,1,2,7,14,0,5,0,1,25,0,0,0,0,55,1,2,1,2,1
HR_05606,Kalnik,1116,405,7,0,1,4,1,2,3,254,0,1,5,7,0,2,1,0,8,1,0,1,0,105,0,0,0,2,0
HR_05614,Novo Virje,965,154,10,0,1,0,1,0,3,91,0,5,4,4,0,3,1,0,4,1,2,0,0,23,0,0,0,1,0
HR_05622,Severin,756,158,10,0,0,0,0,0,3,79,2,0,9,6,1,2,0,1,6,0,0,1,1,33,0,0,1,3,0
HR_05649,Sandrovac,1415,294,10,0,6,5,0,0,1,162,0,0,12,10,0,7,1,1,14,0,1,1,0,62,0,0,0,1,0
HR_05657,Velika Trnovitica,1167,303,12,0,1,1,2,0,3,156,3,1,26,12,1,7,1,0,17,1,1,3,1,47,1,0,0,3,3
HR_05665,Zrinski Topolovac,664,150,3,0,0,1,1,0,1,85,1,1,13,2,0,30,0,0,3,0,0,0,0,7,0,0,0,2,0
HR_05673,Bukovlje,2842,687,24,0,2,4,7,3,3,357,1,0,36,4,1,11,0,0,44,0,2,2,1,176,1,2,0,5,1
HR_05681,Dragalic,1292,390,18,0,3,3,0,1,7,221,1,1,21,7,0,2,0,1,11,0,0,2,0,90,1,0,0,0,0
HR_05690,Gornja Vrba,2198,533,17,0,3,2,3,1,2,327,0,1,28,10,0,21,1,0,43,0,0,3,0,65,1,0,0,2,3
HR_05703,Sikirevci,2090,516,26,0,1,2,4,2,1,280,1,2,73,5,0,5,1,2,10,1,0,0,4,59,0,1,2,32,2
HR_05711,Galovac,1050,158,7,0,1,3,0,0,2,92,0,0,13,1,0,1,0,2,5,2,0,1,0,28,0,0,0,0,0
HR_05720,Kukljica,955,242,12,0,2,6,2,1,1,78,1,2,4,8,1,5,0,0,14,0,0,1,0,99,0,0,0,4,1
HR_05738,Povljana,671,152,6,0,4,5,1,1,0,78,0,1,2,3,0,4,0,0,9,0,0,2,0,33,1,0,1,1,0
HR_05746,Privlaka,2384,361,7,0,0,7,0,0,1,196,0,0,20,3,0,3,0,1,22,1,0,2,1,91,0,1,2,2,1
HR_05754,Tkon,675,186,10,0,1,4,2,0,1,77,1,1,5,2,0,1,0,0,15,0,1,2,0,58,0,3,1,0,1
HR_05762,Donja Moticina,1377,382,21,0,3,3,0,2,3,142,1,0,128,7,0,4,1,1,13,0,1,1,0,48,1,0,0,1,1
HR_05789,Magadenovac,1552,443,23,0,0,4,0,0,6,168,2,0,51,7,0,3,1,1,30,0,3,4,4,127,3,0,0,5,1
HR_05797,Vladislavci,1681,352,22,0,4,1,2,2,9,133,2,1,75,3,2,6,1,0,23,0,1,4,0,55,0,0,0,5,1
HR_05819,Pirovac,1894,563,36,0,1,4,5,1,7,256,0,2,19,11,1,12,2,3,33,2,5,0,0,155,2,1,1,3,1
HR_05827,Rogoznica,2645,819,21,0,3,7,6,0,3,473,0,1,33,14,0,11,4,0,59,2,4,1,0,169,1,0,0,4,3
HR_05835,Privlaka,2498,608,19,0,4,3,1,0,4,399,3,0,37,6,0,7,0,2,23,1,0,2,1,90,1,1,0,1,3
HR_05843,Vođinci,1554,397,8,0,0,6,0,2,7,274,0,0,18,4,0,17,0,1,12,0,0,0,1,44,1,0,0,0,2
HR_05851,Dugopolje,2959,834,41,0,8,16,3,1,3,558,1,2,41,14,0,20,2,4,20,3,1,1,3,86,0,0,0,4,2
HR_05860,Lecevica,584,306,1,0,1,6,0,0,0,284,0,0,4,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0
HR_05878,Lokvicici,862,241,4,0,2,1,0,0,0,169,1,0,35,0,0,12,0,2,1,0,0,1,1,10,0,0,0,1,1
HR_05886,Okrug,4057,846,10,0,1,7,2,0,7,356,1,0,47,11,0,7,1,3,46,0,1,2,1,335,2,0,1,2,3
HR_05894,Prgomet,581,153,7,0,0,2,4,0,3,105,0,0,10,3,0,4,0,0,2,0,2,0,1,9,0,0,0,1,0
HR_05908,Primorski Dolac,637,131,3,0,0,1,0,0,0,107,1,0,7,0,0,3,0,0,1,0,0,0,0,6,1,0,0,1,0
HR_05916,Runovici,2162,733,13,0,3,5,3,0,1,412,3,0,168,3,0,6,0,3,4,1,8,0,1,91,0,0,1,5,2
HR_05924,Sutivan,988,281,5,0,1,3,0,0,2,120,1,1,8,8,0,3,0,0,18,0,0,1,0,108,0,1,0,0,1
HR_05932,Tucepi,1692,455,6,0,1,6,0,1,1,206,1,1,22,8,0,5,0,1,29,2,0,3,1,157,0,2,0,1,1
HR_05959,Zadvarje,255,114,2,0,2,1,0,0,2,37,0,0,8,0,0,2,0,0,5,0,1,0,0,53,0,0,0,0,1
HR_05967,Karojba,1196,249,12,0,0,3,0,7,3,74,0,0,14,7,0,4,0,1,20,2,2,3,0,93,0,0,0,4,0
HR_05975,Kaštelir-Labinci / Castelliere-S. Domenica,1306,222,13,0,0,4,1,3,2,40,1,0,6,6,0,2,0,0,22,1,2,1,0,112,0,0,0,6,0
HR_05983,Dubrovacko primorje,2000,779,34,0,2,3,7,3,2,544,3,1,12,3,0,14,0,2,41,0,0,0,2,99,2,2,0,3,0
HR_05991,Janjina,586,191,4,0,0,0,1,1,2,87,2,2,5,10,0,6,0,0,7,0,0,1,0,58,0,1,3,0,1
HR_06009,Lumbarda,1094,359,6,0,0,3,0,0,0,210,0,0,17,4,0,9,0,3,34,1,0,1,0,68,1,0,0,1,1
HR_06017,Trpanj,799,242,9,0,6,1,1,0,0,102,0,1,13,5,0,3,1,0,13,0,0,0,0,80,2,0,0,4,1
HR_06025,Župa dubrovačka,7356,1276,39,0,7,7,7,1,4,729,5,2,56,29,2,31,3,4,90,3,7,6,2,227,1,1,1,7,5
HR_06033,Dekanovec,665,153,8,0,0,2,0,3,2,74,0,1,10,10,2,8,0,0,4,0,0,0,0,29,0,0,0,0,0
HR_06041,Gornji Mihaljevec,1658,275,4,0,1,4,2,1,3,90,1,0,11,37,10,11,0,1,21,1,0,4,0,69,0,1,0,2,1
HR_06050,Orehovica,2120,540,17,0,2,6,0,3,6,104,2,0,6,46,15,8,1,1,29,5,1,0,109,167,0,0,0,9,3
HR_06068,Strahoninec,2305,512,14,0,3,1,1,0,4,105,3,1,17,42,9,23,1,1,68,5,3,1,1,205,0,0,1,3,0
HR_06076,Sveta Marija,1966,352,11,0,3,4,0,1,2,100,4,1,7,27,63,3,0,0,39,1,1,0,0,75,1,1,0,4,4
HR_06084,Senkovec,2472,533,14,0,0,2,0,0,3,105,0,2,32,38,11,8,0,0,61,4,1,1,1,238,0,0,0,8,4
HR_06092,Jagodnjak,1769,239,16,0,0,0,0,0,1,43,1,0,4,1,2,1,6,0,7,0,1,1,3,150,1,0,1,0,0
HR_06106,Markusica,2266,256,17,0,2,2,0,0,0,3,0,1,2,9,1,2,12,0,9,0,1,0,0,194,0,1,0,0,0
HR_06122,Negoslavci,1173,237,8,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,3,0,0,1,0,213,1,0,0,2,0
HR_06149,Sodolovci,1561,260,16,0,2,1,1,0,1,18,0,0,12,1,0,0,23,1,3,0,0,0,0,179,0,0,1,1,0
HR_06165,Podravske Sesvete,1359,245,7,0,1,1,0,1,4,107,2,2,10,9,0,3,0,0,29,1,0,0,1,59,1,1,0,5,1
HR_06173,Murter - Kornati,1924,521,9,0,1,3,3,1,3,230,0,0,35,8,0,8,0,0,42,1,3,1,1,163,1,1,0,5,2
HR_06181,Gornja Rijeka,1344,444,9,0,2,2,0,0,6,314,1,1,16,9,0,4,1,1,13,0,0,2,1,59,0,0,0,3,0
HR_06190,Fažana / Fasana,3449,1070,45,0,2,8,1,9,10,133,3,1,15,23,1,14,2,1,99,4,2,6,8,662,1,2,1,12,5
HR_06203,Pribislavec,2403,455,16,0,3,1,3,2,1,39,1,1,7,50,11,12,1,0,26,1,0,1,111,162,0,2,0,2,2
HR_06211,Bilice,2132,422,13,0,6,2,0,0,4,246,1,0,24,4,0,13,0,0,26,0,0,3,0,73,0,1,2,2,2
HR_06220,Kolan,744,272,3,0,0,0,1,0,1,198,0,0,9,2,0,4,0,0,9,0,0,1,0,44,0,0,0,0,0
HR_06238,Kamanje,818,223,10,0,2,3,0,1,1,69,0,1,5,11,0,8,0,0,26,4,1,2,0,73,0,0,0,3,3
HR_06246,Lopar,1117,436,26,0,7,1,2,0,5,213,1,1,30,13,0,4,0,0,20,2,0,0,2,103,0,0,0,3,3
HR_06254,Vrsi,2038,458,10,0,2,5,2,0,3,279,1,0,12,5,0,9,0,0,18,1,0,1,2,103,0,0,0,4,1
HR_06262,Tribunj,1569,495,18,0,3,5,13,1,7,220,1,5,21,9,0,5,0,1,31,1,2,3,2,132,0,1,0,12,2
HR_06289,Štitar,1978,272,9,0,0,3,3,0,2,173,0,0,15,5,0,4,1,0,9,1,2,0,0,38,0,0,1,6,0
HR_06297,Funtana / Fontane,840,303,14,0,1,6,0,3,1,57,0,1,9,9,2,6,1,0,17,2,2,1,1,167,0,1,0,0,2
HR_06319,Tar-Vabriga / Torre-Abrega,1864,434,26,0,2,4,2,3,5,43,8,0,11,16,1,5,1,0,35,2,2,4,0,245,0,1,0,10,8
HR_HRZZAF,Citizens of Croatia living in Afghanistan,0,63,4,0,0,2,0,0,0,26,0,0,8,4,1,2,0,0,8,0,0,0,5,2,0,0,0,1,0
HR_HRZZAL,Citizens of Croatia living in Albania,0,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
HR_HRZZAR,Citizens of Croatia living in Argentina,0,92,0,0,0,0,0,4,1,77,1,0,3,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0
HR_HRZZAT,Citizens of Croatia living in Austria,0,170,1,0,0,0,3,0,2,122,0,1,9,1,0,1,0,1,7,0,0,0,0,18,0,1,0,0,3
HR_HRZZAU,Citizens of Croatia living in Australia,0,255,1,0,0,2,3,2,1,221,1,1,14,1,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0
HR_HRZZBA,Citizens of Croatia living in Bosnia and Herzegovina,0,2792,23,0,12,17,7,2,5,2361,3,6,112,12,2,19,0,3,39,4,3,2,1,141,4,1,0,8,5
HR_HRZZBE,Citizens of Croatia living in Belgium,0,251,1,0,0,0,0,1,0,82,0,0,10,15,1,6,0,0,52,3,0,0,0,77,0,0,0,0,3
HR_HRZZBG,Citizens of Croatia living in Bulgaria,0,15,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0
HR_HRZZBR,Citizens of Croatia living in Brazil,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
HR_HRZZCA,Citizens of Croatia living in Canada,0,171,3,0,0,0,0,0,0,142,2,0,17,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0
HR_HRZZCH,Citizens of Croatia living in Switzerland,0,272,1,0,0,0,0,0,1,199,0,1,22,3,2,1,0,5,15,2,1,0,0,17,0,0,0,0,2
HR_HRZZCL,Citizens of Croatia living in Chile,0,18,0,0,0,0,1,2,0,7,0,0,0,1,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0
HR_HRZZCN,Citizens of Croatia living in China,0,10,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
HR_HRZZCZ,Citizens of Croatia living in Czechia,0,15,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,1,0,0,7,0,0,0,0,0
HR_HRZZDE,Citizens of Croatia living in Germany,0,1243,21,0,0,12,5,3,3,954,1,0,105,13,3,11,1,4,28,4,1,3,0,59,0,2,0,1,9
HR_HRZZDK,Citizens of Croatia living in Denmark,0,19,0,0,0,0,0,0,0,6,0,0,5,0,0,1,0,0,1,1,0,0,1,4,0,0,0,0,0
HR_HRZZDZ,Citizens of Croatia living in Algeria,0,19,0,0,0,1,0,1,0,5,0,0,1,0,0,0,0,0,2,1,0,0,0,6,1,0,0,0,1
HR_HRZZEG,Citizens of Croatia living in Egypt,0,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,1,0
HR_HRZZES,Citizens of Croatia living in Spain,0,16,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0
HR_HRZZFI,Citizens of Croatia living in Finland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,1
HR_HRZZFR,Citizens of Croatia living in France,0,61,0,0,0,1,0,0,0,30,0,0,2,3,0,2,0,0,7,0,0,0,0,16,0,0,0,0,0
HR_HRZZGB,Citizens of Croatia living in United Kingdom,0,26,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0
