gisco_id,name,registered,turnout,invalid,blank,AS,A-HSP,DA,DP,HDZ,HSGO,HSU,Ilčić,L9,JD,MOST-HS-HSP,Možemo!,OIP,HB,PZŽ,PHR,PIP,RF,Republika,Ričard,Skočak,SDP,SIP,UZ-SU-BUZ-DSU,ORaH
HR_05070,Vrbnik,1122,287,3,0,3,0,0,24,81,1,1,15,14,1,11,9,4,0,2,1,11,3,0,4,12,84,1,0,2
HR_05088,Vrbovec,11670,2304,45,0,18,10,0,168,622,3,52,18,17,2,89,109,28,4,7,1,88,11,3,27,130,823,10,16,3
HR_05096,Vrbovsko,3859,735,23,0,4,1,1,49,265,4,10,10,93,4,20,12,9,0,2,0,23,1,1,5,28,164,1,5,0
HR_05118,Vrgorac,5340,1329,36,0,4,2,3,72,712,1,7,4,63,3,60,3,11,1,5,0,15,4,0,24,18,264,2,13,2
HR_05126,Vrhovine,681,286,3,0,2,0,1,5,10,0,0,2,224,0,2,2,0,0,1,0,5,0,0,1,4,23,0,1,0
HR_05134,Vrlika,1707,496,9,0,2,0,0,63,303,1,1,1,16,0,26,4,4,0,1,0,13,1,0,10,4,34,0,3,0
HR_05142,Vrpolje,2741,636,7,0,0,0,3,64,395,2,2,3,0,1,10,6,14,0,0,1,16,0,0,2,16,87,1,2,4
HR_05169,Vrsar - Orsera,1868,360,2,0,3,2,1,15,54,0,1,5,165,0,4,16,1,0,1,1,8,7,0,1,8,60,2,2,1
HR_06254,Vrsi,1893,379,3,0,0,0,1,55,148,0,2,2,2,0,13,4,11,0,0,0,10,0,2,15,4,102,0,4,1
HR_05177,Vuka,905,148,1,0,0,0,0,19,84,1,0,0,1,0,2,4,1,0,0,0,3,0,0,1,7,22,0,2,0
HR_05185,Vukovar,21543,4447,92,0,14,9,3,945,1430,2,26,11,632,2,298,83,40,5,13,0,94,25,6,20,101,560,8,25,3
HR_05193,Zabok,7513,2165,52,0,8,2,2,78,482,4,78,9,12,2,30,102,30,6,18,2,53,13,1,18,111,1022,8,15,7
HR_05207,Zadar,61801,11779,163,0,29,23,37,1053,4048,11,56,190,98,21,534,510,213,13,71,7,354,63,13,404,394,3367,27,63,17
HR_05959,Zadvarje,214,78,0,0,0,0,0,15,27,0,0,0,1,2,6,2,0,0,1,1,3,0,0,3,2,15,0,0,0
HR_05215,Zagorska Sela,745,188,4,0,2,1,0,17,36,2,3,0,5,0,2,6,1,0,0,0,8,0,0,0,8,88,2,2,1
HR_05223,Zagvozd,975,222,2,0,0,1,0,44,136,0,0,5,4,0,12,0,1,0,0,0,3,0,0,6,2,6,0,0,0
HR_05436,Zapresic,21624,4755,56,0,8,3,4,492,1460,4,40,84,36,1,207,398,91,5,17,11,145,27,9,45,194,1360,18,31,9
HR_05231,Zazablje,550,179,7,0,1,0,0,7,99,0,1,2,0,0,40,1,0,0,0,0,2,0,0,3,3,11,0,2,0
HR_05240,Zdenci,1365,303,6,0,5,1,0,32,125,0,12,1,9,1,2,7,2,0,3,0,15,0,0,3,11,63,5,0,0
HR_05258,Zemunik Donji,1983,494,11,0,4,2,4,26,297,2,1,2,22,0,18,8,8,1,0,1,9,2,0,6,11,56,0,3,0
HR_05266,Zlatar,4791,734,10,0,6,2,1,50,220,0,7,19,6,1,8,26,21,0,1,1,22,5,0,1,27,292,5,2,1
HR_05274,Zlatar-Bistrica,2007,364,6,0,1,1,0,12,100,0,8,2,9,0,5,16,3,0,6,2,5,2,0,3,29,149,2,3,0
HR_05282,Zmijavci,1628,410,5,0,0,0,0,70,275,0,1,2,0,0,23,2,1,1,0,0,4,0,0,3,9,13,1,0,0
HR_05665,Zrinski Topolovac,576,120,1,0,1,1,0,10,71,0,3,1,12,0,1,1,2,0,0,0,2,1,0,0,5,7,1,0,0
HR_00558,Cabar,3058,507,5,0,2,0,0,12,192,0,8,1,8,0,11,11,9,2,1,0,17,4,1,3,17,197,2,4,0
HR_00582,Caglin,1675,538,9,0,4,3,1,51,270,0,9,1,20,1,20,4,3,0,1,0,10,0,1,9,16,99,3,3,0
HR_00604,Cakovec,23257,4984,79,0,10,5,3,128,976,4,36,106,617,3,118,309,54,8,28,6,132,34,3,31,252,1960,22,41,19
HR_00612,Cavle,6136,947,10,0,2,3,1,39,275,0,11,5,38,0,24,48,13,2,5,2,23,15,0,10,42,360,3,13,3
HR_00639,Cazma,6094,1279,27,0,11,5,2,122,433,2,16,18,10,0,36,47,17,4,9,2,66,11,2,17,57,346,7,9,3
HR_00566,Cacinci,2052,493,13,0,1,1,0,22,278,0,4,3,2,0,10,2,5,0,2,0,19,1,1,4,30,88,3,3,1
HR_00574,Čađavica,1449,400,10,0,2,0,3,29,239,1,4,1,4,0,6,3,3,0,0,0,16,2,0,2,14,57,1,3,0
HR_00647,Ceminac,2246,391,5,0,0,1,0,45,210,2,2,3,1,0,11,6,4,1,1,0,8,1,0,1,11,73,3,2,0
HR_00655,Cepin,9009,1541,16,0,6,4,0,247,547,1,14,18,33,2,63,29,21,1,4,0,41,9,4,19,59,373,6,20,4
HR_01031,Đakovo,22206,4987,111,0,31,14,9,675,1884,4,66,73,71,4,196,97,80,7,18,2,227,20,5,54,187,1082,18,47,5
HR_01040,Đelekovec,1188,210,6,0,2,5,0,19,59,0,1,1,3,0,5,10,4,1,1,0,3,0,0,1,10,76,0,3,0
HR_01058,Đulovac,2415,403,6,0,1,1,0,35,190,3,2,3,43,1,35,8,2,0,0,0,14,0,0,2,9,47,0,0,1
HR_01082,Đurmanec,3237,650,14,0,0,0,2,17,269,3,4,0,6,2,13,11,17,1,2,0,18,1,0,4,52,208,0,6,0
HR_01066,Đurđenovac,4900,942,12,0,6,1,0,73,437,1,13,9,2,1,19,15,13,2,6,0,33,3,4,10,19,254,4,4,1
HR_01074,Đurđevac,6275,1153,25,0,5,4,1,105,310,1,10,11,8,0,22,44,15,1,6,6,59,4,2,10,61,433,5,5,0
HR_05649,Sandrovac,1162,239,5,0,4,1,1,12,123,1,1,2,10,0,6,2,3,0,1,1,10,0,0,1,14,40,1,0,0
HR_06084,Senkovec,2380,496,6,0,0,1,0,15,101,0,19,11,67,1,11,18,6,1,3,0,19,9,0,1,19,174,1,3,10
HR_04430,Sestanovac,1693,443,8,0,3,6,0,75,249,0,1,14,2,1,21,3,6,0,0,0,9,0,0,16,11,16,0,1,1
HR_04448,Šibenik,38623,7577,107,0,19,17,15,796,2840,4,59,64,80,5,332,284,141,6,33,4,233,41,3,147,167,2109,24,29,18
HR_04456,Škabrnja,1488,345,5,0,2,0,0,29,263,0,0,2,0,0,6,0,3,0,2,0,5,0,0,5,6,14,1,1,1
HR_06149,Sodolovci,1203,157,10,0,2,0,0,3,25,0,1,0,56,0,3,1,2,0,0,0,3,0,2,1,8,36,3,1,0
HR_04472,Šolta,2234,706,15,0,3,5,4,45,157,2,5,8,8,2,38,30,7,0,1,0,24,2,0,16,23,300,5,6,0
HR_04499,Spisic Bukovica,3103,582,8,0,4,3,0,32,325,4,3,4,0,2,16,13,6,1,0,1,17,0,0,4,25,109,3,2,0
HR_04502,Stefanje,1434,345,6,0,4,2,0,23,177,1,3,1,7,1,6,5,6,0,3,0,12,1,1,0,21,56,3,6,0
HR_06289,Štitar,1726,204,10,0,1,0,0,43,57,1,3,2,0,1,9,1,3,2,2,0,5,0,0,4,16,41,2,1,0
HR_04529,Strigova,2255,326,4,0,2,0,0,11,77,1,4,6,57,0,9,9,5,2,4,1,25,2,0,1,10,88,4,1,3
HR_05304,Zakanje,1472,463,10,0,4,4,0,17,243,0,5,1,3,0,25,8,4,2,2,1,12,2,0,13,15,78,2,8,4
HR_05312,Zminj,2838,507,7,0,2,1,0,7,52,1,3,7,287,0,18,13,7,0,1,1,4,3,1,8,20,61,2,1,0
HR_05401,Zumberak,662,151,0,0,2,2,1,17,68,0,1,0,0,0,5,3,3,0,1,0,6,2,0,1,7,29,1,1,1
HR_06025,Župa dubrovačka,7405,1049,12,0,2,0,2,93,506,0,12,11,13,2,60,39,27,0,3,0,34,1,2,23,26,174,3,4,0
HR_05347,Zupanja,9913,1580,24,0,3,5,1,217,588,1,8,25,10,1,49,29,18,3,5,2,64,5,5,13,61,430,2,10,1
