gisco_id,name,registered,turnout,invalid,blank,A-HSP,Fokus,OIP,SIP,DA,DP,HDZ-HSLS-HDS-HNS,HSP-HB,JD,MOST-HS-HKS,Možemo!,RF,Ričard,SD-IDS-PGS-HL,SDP-Centar-HSS-DOSIP-NS-R-GLAS,SRP,UZ-SU-BUZ,IDS-PGS-UNIJA-ISU-NS-R,SDP-Centar-HSS-DOSIP,Crnogorac,Jeckov,Milaković,Pupovac,Šimpraga,AS,DP-PIP-DHSS,HSGO,MDS,Simunić,NPS,Horvat [Franjo Horvat],Kajtazi,Kralj,Bilek,Komak,AP,NS-R-PGS-IDS-UNIJA,SD-HL,DP-PIP-DHSS-ZL,Hodžić [Armin Hodžić],Prljaskaj,Šoipi,Tabaković,DP-PIP-BLOK,HB,PHR,Rogina,HDZ,Bilo,MOST,Dussich,Radin,HSP,SHZ,Jankovics
HR_00825,Donji Kraljevec,3501,2124,53,0,3,6,9,22,0,0,433,10,0,40,100,2,0,0,561,0,14,0,0,0,0,0,0,0,0,68,2,18,7,761,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00833,Donji Kukuruzari,1095,621,25,0,1,3,2,4,0,34,368,3,0,16,7,0,0,1,79,0,6,0,0,12,42,3,54,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00841,Donji Lapac,1086,569,34,0,2,0,1,4,0,0,94,2,0,10,9,3,0,0,0,0,5,0,141,17,156,20,189,187,0,18,2,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_00850,Martijanec,2303,1335,58,0,6,1,13,21,0,0,366,8,0,56,35,13,0,0,439,0,14,0,0,0,0,0,0,0,0,77,1,3,7,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00868,Donji Miholjac,6962,3914,102,0,14,25,29,53,0,0,1575,30,0,266,183,20,0,48,890,0,126,0,0,0,0,2,3,3,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,5
HR_00876,Muc,2945,1580,55,0,5,6,20,11,0,258,619,50,2,214,19,3,65,14,192,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
HR_00884,Prolozac,3143,1985,55,0,7,2,9,9,1,273,1283,70,1,139,8,0,24,3,83,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00892,Donji Vidovec,1065,552,19,0,2,1,4,3,0,0,98,1,0,8,26,2,0,0,97,0,15,0,0,0,1,0,1,1,0,14,0,7,1,248,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00906,Draganic,2220,1323,46,0,3,19,12,18,0,0,516,17,0,102,62,11,0,0,0,0,31,0,273,0,0,0,0,0,0,195,2,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00914,Draz,1762,1125,34,0,3,5,10,9,0,0,527,13,0,30,30,3,0,8,142,0,28,0,0,0,0,0,2,0,0,119,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,158
HR_00922,Drenovci,3848,1772,64,0,11,12,10,22,0,384,632,9,1,171,23,5,0,8,287,0,34,0,0,0,0,0,0,1,10,0,0,0,0,0,1,1,2,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00949,Drenje,1859,988,44,0,5,7,8,16,0,0,516,14,0,58,30,5,0,2,127,0,25,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
HR_00957,Drnis,5883,3764,143,0,16,50,36,15,0,365,2060,64,6,355,42,12,126,11,290,0,39,0,2,12,42,10,60,65,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
HR_00965,Drnje,1323,748,24,0,8,4,6,8,0,0,176,8,0,20,24,7,0,3,361,0,14,0,0,0,0,0,0,0,0,68,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_00973,Dubrava,3571,2149,66,0,7,12,32,29,0,0,1094,15,0,92,113,6,0,15,476,0,39,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,4,0,0,0,0,134,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_00981,Dubrovnik,36184,21894,592,0,57,174,286,131,37,2216,7435,89,29,2065,2393,56,418,128,5181,63,315,4,11,2,3,2,9,6,0,5,0,0,1,0,0,0,0,1,0,0,0,0,6,150,22,2,4,9,1,0,0,0,0,0,0,0,0,0,4
HR_00990,Duga Resa,8787,5847,168,0,24,56,89,74,0,0,2092,107,0,446,356,36,0,0,0,0,166,0,1519,1,1,3,0,0,0,594,30,0,0,0,0,0,0,0,0,43,16,23,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01007,Dugi Rat,6138,3619,91,0,16,17,31,29,14,528,1219,57,10,594,101,12,149,34,636,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01015,Dugo Selo,16952,9911,250,0,26,1124,175,106,0,5,3116,75,0,868,738,71,0,149,1880,0,163,0,3,0,1,0,0,0,37,1,0,0,0,0,0,1,0,1,0,0,0,0,1083,4,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_01023,Dvor,2854,1421,67,0,2,3,5,11,0,0,289,3,0,27,18,1,0,0,0,0,10,0,301,61,424,81,503,472,0,74,1,0,0,0,0,0,0,0,0,3,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01031,Đakovo,21893,12490,321,0,22,85,150,119,0,1,4862,238,0,1003,609,46,0,135,2579,0,318,0,0,0,0,1,2,2,0,1932,0,0,0,1,1,0,1,2,0,0,0,0,0,0,11,7,0,1,0,37,0,0,0,0,0,0,0,0,6
HR_01040,Đelekovec,1169,698,23,0,7,1,7,7,0,0,185,5,0,24,30,2,0,4,317,0,19,0,0,0,0,0,0,1,0,57,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_01058,Đulovac,2352,1318,45,0,10,13,11,13,0,0,879,4,0,65,20,2,0,5,116,0,12,0,0,11,23,6,24,25,3,0,0,0,0,0,0,0,0,1,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01066,Đurđenovac,4866,2853,87,0,8,15,18,35,0,0,1222,53,0,98,65,13,0,14,722,0,63,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0
HR_01074,Đurđevac,6151,4150,106,0,16,13,17,36,0,0,642,7,0,80,142,13,0,6,803,0,39,1,3,0,0,0,0,0,1,2107,0,0,0,0,74,16,0,0,0,0,0,0,0,0,2,4,0,0,0,22,0,0,0,0,0,0,0,0,0
HR_01082,Đurmanec,3224,2052,91,0,4,6,19,18,0,0,775,5,0,63,75,5,0,0,756,0,37,0,0,0,0,0,0,0,0,99,1,3,84,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01104,Erdut,4403,2365,91,0,4,12,6,29,0,0,582,8,0,54,59,32,0,20,240,0,35,0,0,41,747,176,686,503,0,204,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,129
HR_01112,Ernestinovo,1646,1080,26,0,4,10,6,9,0,0,574,5,0,37,32,4,0,9,128,0,25,0,0,0,2,0,2,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,120
HR_01139,Ervenik,302,303,5,0,0,0,0,2,0,1,2,0,0,1,2,0,3,0,16,0,1,0,0,7,218,6,229,260,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01147,Farkasevac,1300,700,32,0,4,3,5,11,0,0,328,1,0,30,16,4,0,7,174,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01155,Ferdinandovac,1221,753,34,0,2,1,2,8,0,0,318,3,0,23,14,0,0,4,152,0,10,0,0,0,0,0,1,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_01163,Fericanci,1579,949,23,0,2,6,6,14,0,0,358,16,0,85,33,6,0,6,252,0,37,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_01171,Fuzine,1386,813,28,0,6,7,9,3,0,0,205,7,0,42,62,5,0,0,0,0,26,0,252,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,0,1,42,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01180,Garcin,3658,2006,90,0,4,27,16,21,0,280,777,20,4,106,62,12,0,5,305,0,39,0,0,0,1,0,2,1,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01198,Garesnica,7716,4300,136,0,10,55,37,60,0,0,1721,20,0,263,165,38,0,111,1025,0,108,0,0,6,65,11,76,74,32,0,0,0,0,0,0,0,0,16,0,0,0,0,405,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2
HR_01201,Generalski Stol,1969,1178,35,0,8,6,11,13,0,0,558,36,0,64,32,3,0,0,0,0,29,0,169,0,0,0,0,0,0,188,2,0,0,0,0,0,0,0,0,15,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01210,Glina,6654,3731,188,0,12,438,16,20,0,14,1520,17,0,108,65,11,1,3,53,0,20,1,850,13,43,10,83,71,1,214,4,1,1,2,0,14,1,0,0,14,5,11,10,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1
HR_01228,Gola,1681,903,26,0,16,2,4,13,0,0,374,5,0,39,16,5,0,1,201,0,17,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
HR_01236,Gorican,2193,1256,40,0,4,4,6,9,0,0,360,1,0,19,37,5,0,0,285,0,14,0,0,0,0,0,0,0,0,29,0,12,3,410,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01244,Gorjani,1163,711,24,0,4,1,6,4,0,0,396,6,0,20,11,0,0,3,105,0,27,0,0,1,1,0,1,1,0,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_01252,Gornja Stubica,4080,2370,73,0,12,9,19,33,0,0,618,12,0,110,84,12,0,0,917,0,39,0,0,0,0,0,0,0,0,250,2,5,160,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01279,Gornji Bogicevci,1521,665,26,0,3,3,6,11,0,111,307,5,2,45,11,2,0,5,105,0,12,0,0,0,3,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01295,Gornji Kneginec,4493,2956,97,0,1,11,27,30,0,0,1178,14,0,152,210,33,0,0,898,0,54,0,0,0,0,0,0,0,0,142,4,4,14,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01309,Gospic,10486,6764,270,0,32,341,53,54,0,9,3710,238,0,346,114,23,2,1,21,0,118,2,721,2,66,14,82,76,0,529,6,0,0,0,0,0,0,1,0,17,15,29,8,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0
HR_01317,Gracac,3385,1302,69,0,6,6,11,7,0,0,553,14,0,63,14,9,0,0,0,0,16,0,156,19,94,14,148,128,0,110,1,0,0,0,0,0,0,0,0,63,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01325,Gracisce,1137,767,24,0,1,18,4,7,0,31,85,2,0,46,69,22,0,0,0,2,6,218,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01333,Grad Zagreb,672507,462235,9834,0,791,17126,7626,3903,6,475,115526,1680,239,42430,90568,3697,137,3931,105165,4,8854,84,743,39,125,36,233,204,996,203,246,1,18,58,50,257,17,88,2,27,1,10,26445,1149,370,489,58,16273,1240,368,648,0,0,0,10,12,1,0,47
HR_01341,Gradac,2771,1495,33,0,3,3,9,11,2,83,455,8,0,79,20,9,28,10,722,5,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01350,Gradec,2796,1535,55,0,9,20,17,26,0,0,463,7,0,101,75,8,0,11,531,0,32,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01368,Gradina,2651,1438,52,0,9,5,7,25,0,0,717,11,0,132,21,4,0,6,207,0,28,0,0,3,1,1,9,4,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
HR_01376,Gradiste,2176,1071,53,0,6,4,9,6,0,241,349,5,1,106,34,5,0,6,214,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01384,Grožnjan - Grisignana,575,329,17,0,2,1,5,2,0,13,19,0,0,7,27,8,0,0,0,0,2,122,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0
HR_01392,Grubisno Polje,4371,2766,107,0,14,26,22,39,0,0,1218,16,0,127,75,13,0,89,438,0,48,0,3,4,12,1,20,17,53,0,0,0,0,0,2,75,0,121,0,0,0,0,192,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57
HR_01406,Gundinci,1438,750,43,0,2,3,3,4,0,129,270,2,1,52,10,1,0,0,205,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01414,Gunja,2671,1152,50,0,4,4,8,9,0,173,373,7,2,51,22,0,0,7,196,0,28,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01449,Hercegovac,1770,973,18,0,7,7,16,6,0,0,369,17,0,67,40,3,0,14,217,0,20,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_01457,Hlebine,897,538,20,0,6,4,3,7,0,0,180,6,0,14,14,6,0,1,175,0,12,0,0,0,0,0,0,0,0,66,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01465,Hrascina,1152,593,18,0,4,2,4,3,0,0,172,1,0,13,16,3,0,0,288,0,11,0,0,0,0,0,0,0,0,41,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01481,Hrvace,3013,1932,58,0,6,4,20,5,0,267,1010,33,3,275,18,5,34,7,142,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
HR_01490,Hrvatska Dubica,1416,709,21,0,5,3,5,1,0,50,383,8,3,53,23,6,0,1,106,0,9,0,0,9,13,6,19,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_01503,Hrvatska Kostajnica,1886,1042,41,0,8,4,7,8,0,76,522,6,5,56,31,7,0,5,191,0,26,0,0,8,13,6,22,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01511,Breznicki Hum,1042,606,20,0,3,3,7,7,0,0,231,7,0,31,23,1,0,0,195,0,7,0,0,0,0,0,0,0,0,59,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01520,Hum na Sutli,3796,2046,87,0,7,13,23,30,0,0,512,11,0,80,91,7,0,0,935,0,34,0,0,0,0,0,0,0,0,118,4,3,58,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01538,Hvar,3895,2119,45,0,11,11,25,17,17,153,699,8,10,170,140,15,94,2,642,9,48,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01546,Ilok,4758,2825,67,0,7,11,130,34,0,421,1236,16,3,289,53,14,0,5,326,0,43,0,1,10,26,4,29,25,11,0,0,0,0,0,2,0,0,96,20,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01554,Imotski,8785,5028,126,0,11,6,26,33,4,1197,2633,53,3,484,23,5,80,10,260,5,32,0,0,0,3,0,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0
HR_01562,Ivanec,10948,6942,313,0,24,41,31,68,0,0,1680,34,0,242,375,45,0,0,2133,0,117,0,1,0,0,0,0,0,0,253,11,11,40,1518,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_01589,Ivanic-Grad,11733,7317,227,0,19,251,114,67,0,1,2177,52,0,510,682,59,0,92,2152,0,143,0,0,0,2,0,3,3,54,0,0,0,0,0,7,35,0,0,0,0,0,0,645,0,11,14,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_01597,Ivankovo,6039,3477,131,0,15,64,33,36,0,1038,1274,20,6,304,63,8,0,9,411,0,54,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01619,Ivanska,2014,1160,53,0,6,29,12,25,0,0,467,16,0,72,36,4,0,5,247,0,18,0,0,0,0,1,3,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01635,Jakovlje,3129,2012,61,0,1,35,30,19,0,0,776,6,0,95,132,13,0,0,535,0,34,0,0,0,0,0,0,0,0,167,4,0,92,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01643,Jaksic,3078,1809,52,0,3,22,25,20,0,205,814,12,0,178,56,8,0,4,340,0,36,0,0,2,13,0,15,14,11,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01651,Jalzabet,2642,1743,67,0,9,4,5,26,0,0,548,7,0,168,60,9,0,1,365,0,19,1,0,1,0,0,1,1,0,61,2,2,6,377,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01660,Jarmina,1870,1099,33,0,3,5,14,15,0,221,521,6,1,66,32,3,0,4,148,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01678,Jasenice,1401,767,22,0,3,8,19,3,0,0,424,13,0,79,16,5,0,0,0,0,4,0,79,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01686,Jasenovac,1482,972,22,0,4,2,15,11,0,133,527,14,0,42,24,7,0,7,123,0,34,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01694,Jastrebarsko,13189,8682,314,0,31,615,75,97,0,0,2536,51,0,538,532,42,0,25,2772,0,122,0,1,0,1,0,2,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,759,1,4,14,0,0,34,0,107,0,0,0,0,0,0,0,1
HR_01708,Jelenje,4430,2708,105,0,18,23,36,37,0,0,684,31,0,207,266,49,0,0,0,0,113,0,717,0,0,0,0,0,0,168,11,0,0,0,0,0,0,1,0,26,179,27,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2
HR_01716,Jelsa,3287,2010,42,0,2,7,20,31,5,202,808,3,3,179,66,3,62,6,536,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01724,Josipdol,2812,1789,60,0,8,5,9,29,0,0,859,30,0,71,46,2,0,0,0,0,32,0,392,1,0,0,0,0,0,184,3,0,0,0,0,0,0,0,0,52,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01732,Kali,1602,935,24,0,8,6,25,5,0,45,267,10,4,105,33,4,56,8,228,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HR_01759,Kanfanar,1360,880,21,0,5,64,4,14,0,22,121,9,0,58,61,10,0,0,0,2,14,228,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_01767,Kapela,2141,1134,35,0,6,26,10,16,0,0,489,12,0,54,35,5,0,3,266,0,30,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01775,Kaptol,2674,1411,51,0,9,18,19,23,0,193,660,5,2,107,30,2,0,9,235,0,27,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01783,Karlobag,877,542,8,0,3,10,3,1,0,3,339,6,0,28,15,0,0,0,2,0,11,0,53,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01791,Karlovac,43674,28561,782,0,76,276,271,257,0,5,10029,280,0,1844,3483,180,1,0,15,0,742,0,6999,6,33,23,69,40,0,2687,54,0,0,0,0,3,3,2,0,169,44,186,2,9,21,44,2,2,0,0,0,0,0,0,0,0,1,0,0
HR_01805,Kastav,9054,5856,141,0,15,65,58,43,0,0,1256,41,0,386,685,77,0,0,0,0,124,0,2276,7,9,6,14,16,0,276,17,0,0,0,0,1,1,2,0,29,215,66,0,32,18,0,1,0,0,0,0,0,0,0,3,5,0,0,1
HR_01813,Kastela,34441,19869,456,0,62,79,331,126,0,2404,7277,415,111,2889,708,97,851,142,3452,0,308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,72,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,43,20,1
HR_01830,Kijevo,289,196,4,0,2,0,0,1,0,20,121,2,0,24,0,0,3,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01848,Kistanje,1803,1170,42,0,1,1,10,5,0,35,374,44,1,56,5,1,2,4,91,0,5,0,0,29,365,27,384,445,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HR_01856,Klakar,1773,1111,43,0,6,5,20,14,0,200,536,13,2,79,34,3,0,5,116,0,21,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01864,Klana,1578,1019,50,0,3,12,8,12,0,0,263,11,0,47,93,17,0,0,0,0,44,0,306,1,1,2,0,0,0,57,1,0,0,0,0,0,0,1,0,10,71,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01872,Klanjec,2237,1352,50,0,11,7,15,9,0,0,342,6,0,50,68,4,0,0,645,0,21,0,0,0,0,0,0,0,0,69,1,1,20,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01899,Klenovnik,1538,886,44,0,3,9,3,10,0,0,347,8,0,38,36,5,0,0,270,0,16,0,0,0,0,0,0,0,0,44,2,2,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01902,Klinca Sela,4460,2895,77,0,10,323,25,50,0,0,804,20,0,196,217,9,0,19,694,0,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,291,2,0,3,0,0,8,0,88,0,0,0,0,0,0,0,0
HR_01929,Klis,4360,2944,102,0,2,7,34,19,0,292,1358,49,11,404,90,8,107,8,392,0,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
HR_01937,Klostar Ivanic,5169,2864,105,0,8,92,41,54,0,0,887,24,0,221,201,24,0,41,779,0,51,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,313,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01945,Klostar Podravski,2292,1344,69,0,14,1,10,15,0,0,593,9,0,40,39,7,0,2,276,0,24,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_01953,Knezevi Vinogradi,2437,1666,53,0,4,7,15,19,0,0,432,8,0,34,35,5,0,13,209,0,24,0,0,21,93,9,110,93,0,95,0,0,0,0,0,12,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,555
HR_01961,Knin,10399,5644,154,0,19,24,51,26,0,527,2227,81,12,493,122,50,122,31,641,0,59,0,0,111,345,29,409,516,0,0,0,0,0,0,0,0,0,1,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0
HR_01970,Komiža,1455,757,29,0,6,7,3,11,2,27,197,8,2,44,59,8,22,3,299,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
