gisco_id,name,registered,turnout,invalid,blank,A-HSP,Fokus,OIP,SIP,DA,DP,HDZ-HSLS-HDS-HNS,HSP-HB,JD,MOST-HS-HKS,Možemo!,RF,Ričard,SD-IDS-PGS-HL,SDP-Centar-HSS-DOSIP-NS-R-GLAS,SRP,UZ-SU-BUZ,IDS-PGS-UNIJA-ISU-NS-R,SDP-Centar-HSS-DOSIP,Crnogorac,Jeckov,Milaković,Pupovac,Šimpraga,AS,DP-PIP-DHSS,HSGO,MDS,Simunić,NPS,Horvat [Franjo Horvat],Kajtazi,Kralj,Bilek,Komak,AP,NS-R-PGS-IDS-UNIJA,SD-HL,DP-PIP-DHSS-ZL,Hodžić [Armin Hodžić],Prljaskaj,Šoipi,Tabaković,DP-PIP-BLOK,HB,PHR,Rogina,HDZ,Bilo,MOST,Dussich,Radin,HSP,SHZ,Jankovics
HR_03140,Otok,4517,2743,78,0,12,11,30,10,0,510,1378,72,4,291,30,5,76,5,177,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0
HR_03158,Ozalj,5116,3273,110,0,16,30,27,44,0,0,1161,67,0,199,214,18,0,0,0,0,75,0,898,0,0,0,0,0,0,267,7,0,0,0,0,0,0,0,0,112,6,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03166,Pag,2918,1770,64,0,3,6,19,16,0,2,738,16,0,141,72,13,0,0,8,0,41,1,469,0,0,0,0,0,0,116,1,0,0,0,0,0,0,0,0,10,14,9,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03174,Pakostane,3802,2184,88,0,11,13,36,12,0,198,863,46,9,243,37,5,108,15,382,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0
HR_03182,Pakrac,6399,3627,160,0,10,18,20,29,0,272,1682,19,7,220,149,15,0,13,694,0,78,0,0,15,106,16,123,124,16,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,18,0,0,10
HR_03204,Pašman,2287,1308,42,0,8,9,16,9,0,121,483,19,3,117,53,3,85,10,276,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
HR_03212,Pazin,6907,4654,117,0,12,95,48,39,0,149,655,11,0,246,802,107,0,0,6,11,68,1167,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
HR_03239,Perusic,1793,1161,31,0,10,24,9,3,0,0,647,42,0,89,22,3,0,0,0,0,13,0,147,2,0,1,3,1,0,104,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03247,Peteranec,1867,1143,41,0,9,2,2,17,0,0,321,11,0,37,36,13,0,2,457,0,17,0,0,0,0,0,0,0,0,118,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_03255,Petlovac,1535,1009,40,0,6,24,17,15,0,0,434,11,0,38,21,2,0,4,113,0,18,0,0,0,0,0,0,0,0,101,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,83
HR_03263,Petrijanec,3531,2470,107,0,5,22,20,10,0,0,574,4,0,65,51,9,0,0,1327,0,24,0,0,0,0,0,0,0,0,69,2,8,3,34,14,82,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03271,Petrijevci,2169,1256,30,0,4,6,5,14,0,0,615,9,0,84,50,3,0,13,203,0,31,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_03280,Petrinja,19317,10543,365,0,34,195,65,90,0,0,5021,79,0,793,458,56,0,0,0,0,183,0,1860,17,52,14,69,73,0,971,25,0,0,0,0,3,1,2,0,83,45,50,0,61,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03298,Petrovsko,1903,1263,57,0,5,6,17,11,0,0,444,5,0,31,47,4,0,0,465,0,25,0,0,0,0,0,0,0,0,72,5,1,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03301,Pican,1435,937,29,0,2,17,5,9,0,32,83,3,0,52,67,21,0,0,0,2,15,387,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_03310,Pisarovina,3036,1881,64,0,9,253,48,31,0,0,607,25,7,100,140,7,0,14,304,0,26,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,4,3,0,0,0,0,0,0,0,0,0
HR_03328,Pitomaca,7487,4393,154,0,17,39,20,57,0,0,1965,58,0,254,162,25,0,36,978,0,100,0,1,0,0,0,0,0,0,498,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,22,0,0,0,0,0,0,0,0,0
HR_03336,Plaski,1480,716,30,0,0,4,1,9,0,0,197,3,0,16,19,5,0,0,0,0,7,0,293,8,55,21,70,64,0,30,3,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03344,Pleternica,8499,5189,164,0,19,81,44,56,0,686,2870,44,6,378,101,18,0,11,602,0,84,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03352,Ploce,7495,4988,151,0,12,5,41,31,7,259,1964,18,3,280,53,3,112,23,1963,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03379,Podbablje,3708,2345,55,0,4,0,11,9,0,404,1335,47,0,335,13,1,35,2,78,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03387,Podcrkavlje,1974,1125,61,0,4,6,16,28,0,116,567,14,2,70,26,5,0,3,168,0,26,0,0,0,1,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03395,Podgora,2251,1270,48,0,4,4,6,8,8,117,344,5,4,90,32,4,60,10,490,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03409,Podgorac,2027,1044,38,0,4,6,8,14,0,0,431,7,0,99,24,2,0,10,228,0,22,0,0,1,6,0,8,8,0,125,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
HR_03417,Podstrana,9507,5621,120,0,15,20,88,30,13,803,2173,118,7,920,166,11,233,15,810,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03425,Podturen,3096,1776,45,0,4,1,14,19,0,0,339,11,0,23,43,5,0,0,367,0,21,0,0,0,0,0,0,0,0,51,0,12,5,695,24,90,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03433,Pojezerje,809,462,10,0,7,0,2,2,0,41,294,4,0,64,0,0,11,1,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03441,Polaca,1518,738,22,0,2,0,18,4,0,52,399,11,1,57,11,0,37,3,81,0,3,0,0,4,3,0,14,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
HR_03450,Policnik,4240,2534,89,0,16,8,43,15,0,258,1275,54,7,263,44,7,125,8,239,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,2,0
HR_03468,Popovac,1265,718,33,0,2,2,5,6,0,0,349,5,0,11,16,3,0,11,78,0,20,0,0,4,84,9,86,83,0,67,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
HR_03476,Popovaca,9314,5586,211,0,40,36,65,87,0,2,2091,327,0,355,254,32,0,0,18,0,138,0,1231,0,0,0,1,0,0,548,5,0,0,1,8,72,1,3,0,20,8,19,3,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_03484,Poreč - Parenzo,15393,9195,224,0,14,97,58,61,0,294,1308,26,0,399,607,192,0,1,35,9,120,3379,2091,0,1,0,2,2,0,3,0,0,1,1,1,3,0,1,0,1,0,1,0,56,78,48,4,2,0,0,0,0,0,0,54,20,0,0,3
HR_03492,Posedarje,3187,1966,56,0,11,15,30,18,0,1,1004,27,0,202,65,7,0,0,5,0,43,1,260,0,0,0,1,0,0,189,2,0,0,2,0,0,0,0,0,11,5,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HR_03506,Postira,1390,917,24,0,4,2,9,10,4,83,391,3,6,87,26,0,28,3,212,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03514,Pozega,20632,12922,397,0,37,281,124,128,0,1489,4805,58,24,1210,490,74,2,71,3269,0,286,1,13,4,34,5,31,35,55,16,1,1,0,0,3,8,4,4,0,2,0,0,5,0,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_03522,Pregrada,5021,2976,92,0,13,30,12,33,0,0,785,6,0,106,147,8,0,0,1339,0,48,0,0,0,0,0,0,0,0,240,3,1,80,30,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03549,Preko,3900,2342,72,0,6,22,29,9,0,144,847,22,7,187,121,11,113,19,613,0,72,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,16,3,0
HR_03557,Prelog,6323,4167,75,0,9,22,21,38,0,0,1191,19,0,104,197,7,0,0,921,0,37,0,3,0,0,0,0,0,0,129,3,25,8,1354,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03565,Preseka,930,549,19,0,6,7,7,14,0,0,144,6,0,23,33,3,0,5,224,0,18,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03573,Primošten,2471,1597,37,0,3,12,24,14,0,164,462,18,0,131,88,10,85,31,459,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,6,1,0
HR_03581,Pucisca,1720,1176,32,0,8,3,10,7,5,70,499,12,3,149,33,5,31,3,266,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03590,Pula - Pola,46586,28891,641,0,47,871,188,304,1,983,4209,77,0,1152,3163,1059,3,4,139,123,534,4666,10046,12,18,11,44,32,0,8,0,0,1,2,0,62,1,3,0,0,0,1,4,158,97,35,8,1,0,0,0,0,0,0,93,131,0,0,15
HR_03603,Punat,1899,1072,41,0,3,10,10,6,0,51,214,8,0,61,87,16,0,0,0,7,21,151,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03611,Punitovci,1251,861,17,0,3,1,3,7,0,0,358,8,0,48,28,4,0,3,95,0,21,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,116,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_03620,Pusca,2183,1362,42,0,3,28,20,20,0,0,335,7,0,91,173,6,0,0,463,0,20,0,0,0,0,0,1,0,0,130,4,0,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03638,Rab,6907,4491,152,0,11,28,23,30,0,469,1489,24,0,333,255,59,0,0,10,22,78,149,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_03646,Radoboj,2554,1732,47,0,6,11,11,7,0,0,561,0,0,37,66,5,0,0,603,0,20,0,0,0,0,0,0,0,0,86,2,2,77,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03654,Rakovica,2014,1235,42,0,2,6,16,15,0,0,664,18,0,70,36,4,0,0,0,0,20,0,149,0,0,0,0,0,0,177,2,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03662,Rasinja,2301,1271,49,0,4,9,8,19,0,0,345,12,0,60,66,20,0,9,529,0,26,0,0,6,10,7,14,19,8,0,0,0,0,0,3,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03689,Raša,2528,1451,75,0,3,6,6,15,0,31,131,2,0,43,108,35,0,0,0,7,31,394,493,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1,0,0,0,0,0,0,0,2,3,0,0,0
HR_03697,Ravna Gora,1814,1177,37,0,4,4,7,6,0,0,510,18,0,61,73,5,0,0,0,0,21,0,317,0,0,0,1,0,0,60,1,0,0,0,0,0,0,0,0,8,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03719,Razanac,2636,1694,64,0,8,6,46,9,0,0,857,18,0,160,53,6,0,0,0,0,39,0,242,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,0,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03727,Resetari,3611,1965,96,0,8,15,20,21,0,336,867,13,4,112,54,4,0,9,341,0,55,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_03735,Rijeka,98777,59411,1324,0,173,704,659,402,0,2481,14384,304,1,3887,7949,1844,7,6,284,145,1380,3582,19102,29,49,19,92,80,5,34,0,0,2,23,14,66,2,19,1,4,8,2,9,163,80,12,4,6,1,0,0,0,0,0,79,101,1,1,9
HR_03743,Rovinj - Rovigno,12542,7396,166,0,11,492,59,65,0,192,919,17,0,446,591,136,0,2,87,17,150,1634,2127,5,2,1,2,1,0,2,0,0,2,4,0,0,0,1,0,0,0,0,7,40,42,13,0,3,0,0,0,0,0,0,99,64,0,0,1
HR_03751,Rovisce,3675,1991,45,0,7,26,24,41,0,0,1035,11,0,153,52,5,0,12,323,0,27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03760,Rugvica,6984,4522,132,0,11,54,95,31,0,0,2359,20,25,251,232,16,0,34,747,0,80,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,395,7,10,0,0,0,0,0,0,0,0,0
HR_03778,Ruzic,1112,684,22,0,2,5,8,0,0,120,386,28,7,50,1,0,24,2,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_03786,Saborsko,438,239,5,0,2,0,3,4,0,0,154,2,0,5,0,0,0,0,0,0,2,0,18,1,26,1,28,26,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03794,Sali,2099,1206,34,0,5,8,13,10,0,75,407,8,9,94,62,7,49,15,359,0,29,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0
HR_03808,Samobor,32799,22810,633,0,45,4410,204,226,0,12,4649,90,0,1383,2371,144,0,88,6433,0,448,0,6,1,1,1,1,3,0,4,32,0,0,0,1,1,1,2,0,1,0,0,1468,11,11,3,1,0,61,0,65,0,0,0,0,1,0,0,0
HR_03816,Satnica Đakovačka,1677,905,21,0,3,2,8,11,0,0,424,5,0,49,29,5,0,6,185,0,17,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0
HR_03824,Seget,4171,2653,75,0,5,5,24,13,0,174,1216,18,7,328,58,18,103,16,539,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
HR_03832,Selca,1674,1003,30,0,10,1,18,6,3,77,277,8,1,116,38,3,23,3,355,4,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03859,Selnica,2456,1313,50,0,5,4,5,19,0,0,231,11,0,28,57,5,0,0,282,0,8,0,0,0,0,0,0,0,0,43,2,10,4,546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HR_03867,Semeljci,3210,1662,46,0,7,10,15,26,0,0,809,12,0,94,44,10,0,11,248,0,44,0,0,0,0,0,0,0,0,277,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
HR_03875,Senj,5771,3795,118,0,19,23,37,33,0,0,2020,42,0,343,79,13,0,0,6,0,78,0,682,0,0,0,1,0,0,236,4,0,0,0,0,0,0,0,0,5,6,46,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03883,Sibinj,5413,2821,128,0,16,10,28,43,0,457,1171,28,12,240,108,10,0,7,483,0,50,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03891,Sinj,20609,12615,373,0,33,35,137,37,0,1153,4771,163,12,3040,281,48,250,48,2004,0,159,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,37,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,19,8,0
HR_03905,Sirac,1592,828,28,0,2,17,6,5,0,0,342,4,0,58,31,1,0,4,140,0,27,0,0,10,14,5,24,15,7,0,0,0,0,0,0,18,0,37,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03913,Sisak,35919,22840,697,0,41,226,110,166,0,5,9747,146,0,1011,1564,133,0,1,18,0,445,0,5955,7,38,11,55,49,0,1598,41,0,0,0,13,305,1,16,0,136,37,133,1,204,5,19,1,1,1,0,0,0,0,0,0,0,0,0,0
HR_03930,Skrad,774,528,24,0,3,0,3,0,0,0,230,7,0,22,22,1,0,0,0,0,17,0,144,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03948,Skradin,3731,1836,71,0,5,20,14,8,1,208,889,20,3,134,26,5,68,13,178,1,13,0,0,7,107,3,122,129,0,0,0,1,0,0,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
HR_03956,Slatina,10585,5850,151,0,18,32,29,52,0,0,2537,192,0,225,205,23,0,43,1275,0,142,0,2,2,33,4,39,34,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0
HR_03964,Slavonski Brod,47688,26243,704,0,56,302,330,248,0,3135,9738,231,60,2265,1309,178,1,142,6389,0,584,1,3,4,17,2,27,19,179,1,0,0,0,0,3,313,0,6,0,0,0,0,2,10,10,3,2,4,0,0,0,0,0,0,0,0,0,0,0
HR_03972,Slavonski Samac,1670,755,29,0,4,5,17,4,0,137,299,5,2,56,24,4,0,0,155,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03999,Slivno,1604,957,44,0,3,6,3,1,3,87,525,4,1,90,12,1,31,1,136,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04006,Slunj,4000,2352,80,0,8,16,22,10,0,0,1271,24,0,110,109,9,0,0,2,0,52,0,351,2,9,6,25,12,0,214,6,0,0,1,0,0,0,0,0,20,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04022,Smokvica,752,517,9,0,2,2,0,2,0,36,216,0,0,23,7,0,8,143,62,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04057,Sokolovac,2389,1340,45,0,13,8,8,30,0,0,604,14,0,32,32,12,0,9,413,0,21,0,0,1,4,2,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04065,Solin,21433,13329,352,0,38,52,174,90,0,1600,4743,196,42,2103,543,67,671,105,2201,0,218,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0,52,0,0,2,15,2,0,0,0,0,0,0,0,0,0,0,0,42,16,0
HR_04073,Sopje,1651,1045,33,0,5,5,2,15,0,0,620,13,0,18,9,1,0,2,145,0,17,0,0,2,6,1,7,7,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_04090,Split,140368,88292,2067,0,216,465,1220,554,378,9320,25929,674,185,9860,5088,515,3267,358,26080,215,1696,2,36,2,8,0,15,15,1,7,0,0,0,1,0,0,0,1,0,8,1,0,11,46,45,7,0,8,0,0,0,0,0,0,0,0,0,1,5
HR_04103,Sracinec,4030,2565,98,0,7,147,20,15,0,0,619,8,0,97,114,20,0,0,1131,0,54,0,0,0,0,0,0,0,0,133,6,1,9,84,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04111,Stankovci,1694,999,33,0,9,8,9,1,0,128,457,9,5,110,13,3,47,7,132,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HR_04120,Stara Gradiska,954,483,20,0,3,5,4,7,0,66,171,5,1,29,12,1,0,0,105,0,15,0,0,6,24,8,20,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04138,Stari Grad,2709,1608,66,0,5,7,11,15,13,91,565,6,8,134,94,8,53,6,455,7,55,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HR_04146,Stari Jankovci,3097,1656,65,0,6,5,15,15,0,358,719,4,0,82,33,5,0,3,123,0,17,0,0,50,83,17,85,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
HR_04154,Stari Mikanovci,2166,1311,48,0,6,5,9,2,0,193,356,7,1,64,14,3,0,4,586,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04162,Starigrad,1792,1016,33,0,0,2,14,2,0,0,539,17,0,52,28,2,0,0,0,0,13,0,175,0,0,0,0,0,0,122,1,0,0,0,0,0,0,0,0,10,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04189,Staro Petrovo Selo,3958,2087,107,0,8,22,20,24,0,344,1032,25,2,128,45,7,0,1,270,0,40,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04197,Ston,2030,1210,28,0,1,8,31,7,0,170,507,8,1,121,46,0,48,15,198,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04219,Strizivojna,1907,1027,34,0,4,1,7,23,0,0,541,7,0,74,20,6,0,1,101,0,17,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_04227,Stubicke Toplice,2538,1645,29,0,4,13,15,20,0,0,372,5,0,57,119,8,0,0,582,0,29,0,0,0,0,0,0,0,0,105,3,1,250,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04235,Sućuraj,440,265,3,0,1,0,0,1,1,23,117,1,1,10,7,0,10,0,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_04243,Suhopolje,5070,2889,70,0,26,9,19,32,0,0,1568,31,0,134,78,15,0,18,513,0,47,0,0,5,18,3,21,17,0,289,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0
HR_04251,Sukosan,4144,2694,107,0,6,12,30,14,0,244,1216,20,9,255,84,7,165,25,414,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,23,1,0
HR_04260,Sunja,4123,2029,78,0,14,17,14,20,0,0,1010,22,0,80,69,6,0,0,0,0,40,0,418,11,15,9,30,29,0,147,4,0,0,0,0,9,0,0,0,14,2,10,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_04278,Supetar,4081,2452,87,0,8,12,22,18,7,140,729,7,22,187,87,12,78,7,962,9,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04286,Sveti Filip i Jakov,4028,2576,69,0,8,8,24,11,0,211,1268,48,1,255,81,7,112,17,341,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,5,1
HR_04294,Sveti Ivan Zelina,13360,8076,280,0,25,848,103,98,0,1,2321,68,0,598,587,55,0,103,2059,0,152,0,2,0,0,0,0,0,63,0,0,0,0,0,1,0,0,2,0,0,0,0,703,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_04308,Sveti Kriz Zacretje,4719,2945,82,0,6,11,19,44,0,0,936,11,0,83,129,12,0,0,1174,0,45,0,0,0,0,0,0,0,0,183,1,2,166,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
