gisco_id,name,registered,turnout,invalid,blank,FORO DE CIUDADANOS,PARTIDO POPULAR,UNIÓN PROGRESO Y DEMOCRACIA,MOVIMIENTO CORRIENTE ROJA,SALAMANCA-ZAMORA-LEÓN PREPAL,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,PARTIDO DA TERRA,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,PARTIDO SOCIALISTA OBRERO ESPAÑOL,CIUDADANOS LIBRES UNIDOS,PARTIDO DE LA LIBERTAD INDIVIDUAL,COALICIÓN POR EUROPA,INICIATIVA FEMINISTA,EXTREMADURA UNIDA,FALANGE ESPAÑOLA DE LAS J.O.N.S.,PARTIDO HUMANISTA,ESCAÑOS EN BLANCO,"PARTIDO X, PARTIDO DEL FUTURO",PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,PARTIDO ANDALUCISTA,DEMOCRACIA NACIONAL,MOVIMIENTO SOCIAL REPUBLICANO,"MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOVIMIENTO RED",LA ESPAÑA EN MARCHA,PODEMOS,IMPULSO SOCIAL,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,LOS PUEBLOS DECIDEN,ALTERNATIVA REPUBLICANA,VOX,EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX,"POR LA REPÚBLICA, POR LA RUPTURA CON LA UNIÓN EUROPEA",AGRUPACIÓN DE ELECTORES RECORTES CERO,ESQUERRA REPUBLICANA - LA IZQUIERDA POR EL DERECHO A DECIDIR,EQUO-PUM+J-PARTICIPA,AGRUPACIÓN DE ELECTORES D.E.R.,IZQUIERDA UNIDA LOS VERDES CONVOCATORIA POR ANDALUCÍA: LA IZQUIERDA PLURAL,PIRATAS DE ANDALUCÍA - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,PARTIDO REGIONALISTA POR ANDALUCÍA ORIENTAL - PROYECTO EUROPA,ESQUERRA REPUBLICANA - L'ESQUERRA PEL DRET A DECIDIR - A CUCHA POR O DREITO A DECIDIR - LA IZQUIERDA POR EL DERECHO A DECIDIR,CHA-EQUO,PUYALÓN DE CUCHAS - OS PUEBLOS DECIDEN,IZQUIERDA UNIDA DE ARAGÓN: LA IZQUIERDA PLURAL,PIRATAS DE ARAGÓN - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,BLOQUE ARAGONÉS - PROYECTO EUROPA,PROYECTO EUROPA,CONFEDERACIÓN PIRATA-EUROPEAN PIRATES,ESQUERRA REPUBLICANA - LA ESQUEIRDA POL DERECHU A DECIDIR - LA IZQUIERDA POR EL DERECHO A DECIDIR,EQUO-PUM+J,ANDECHA ASTUR- LOS PUEBLOS DECIDEN,IZQUIERDA UNIDA DE ASTURIAS - IZQUIERDA XUNIDA D'ASTURIES: LA IZQUIERDA PLURAL,ESQUERRA REPUBLICANA - L'ESQUERRA PEL DRET A DECIDIR,EQUO-COMPROMÍS-PUM+J,ELS POBLES DECIDEIXEN,ESQUERRA UNIDA DE LES ILLES BALEARS: L'ESQUERRA PLURAL,"PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA",PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL / PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL,PODEMOS-PODEM,ALTERNATIVA NACIONALISTA CANARIA - UNIDAD DEL PUEBLO - LOS PUEBLOS DECIDEN,COALICIÓN CANARIA - PARTIDO NACIONALISTA CANARIO - COALICIÓN POR EUROPA,IZQUIERDA UNIDA CANARIA - LOS VERDES: LA IZQUIERDA PLURAL,IZQUIERDA UNIDA DE CANTABRIA: LA IZQUIERDA PLURAL,EQUO-PCAS-PUM+J,IZQUIERDA UNIDA DE CASTILLA-LA MANCHA - LOS VERDES: LA IZQUIERDA PLURAL,IZQUIERDA UNIDA DE CASTILLA Y LEÓN: LA IZQUIERDA PLURAL,PARTIT DELS SOCIALISTES DE CATALUNYA,ESQUERRA REPUBLICANA - NOVA ESQUERRA CATALANA - CATALUNYA SÍ - L'ESQUERRA PEL DRET A DECIDIR,EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA,CIUTADANS - PARTIDO DE LA CIUDADANÍA,CONVERGÈNCIA I UNIÓ - COALICIÓ PER EUROPA,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA: L'ESQUERRA PLURAL,PIRATES DE CATALUNYA - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,ESCONS EN BLANC ESCAÑOS EN BLANCO,PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL,EQUO-SÍEX-PUM+J,IZQUIERDA UNIDA - VERDES - COMPROMISO POR EXTREMADURA: LA IZQUIERDA PLURAL,PIRATAS DE EXTREMADURA - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,ESQUERRA REPUBLICANA - A ESQUERDA POLO DEREITO A DECIDIR,BLOQUE NACIONALISTA GALEGO - OS POBOS DECIDEN,COMPROMISO POR GALICIA - COALICIÓN POR EUROPA,ALTERNATIVA GALEGA DE ESQUERDA EN EUROPA: A ESQUERDA PLURAL,PIRATAS DE GALICIA - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,ESCANOS EN BRANCO ESCAÑOS EN BLANCO,PARTIDO ANIMALISTA CONTRA O MALTRATO ANIMAL,EQUO-PUM+J-PCAS,IZQUIERDA UNIDA - LOS VERDES: LA IZQUIERDA PLURAL,PIRATAS DE MADRID - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,ESQUERRA REPUBLICANA - EZKERRA ERABAKITZEKO ESKUBIDEAREN ALDE - LA IZQUIERDA POR EL DERECHO A DECIDIR,EUSKAL HERRIA BILDU - HERRIEK ERABAKI,EUZKO ALDERDI JELTZALEA - PARTIDO NACIONALISTA VASCO - COALICIÓN POR EUROPA - EUROPARAKO KOALIZIOA,IZQUIERDA - EZKERRA: LA IZQUIERDA PLURAL - EZKER ANITZA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL / ANIMALIEKIKO TRATU TXARREN AURKAKO ALDERDI ANIMALISTA,PODEMOS-AHAL DUGU,EZKER ANITZA - IZQUIERDA UNIDA - IRATZARRI - EKI: LA IZQUIERDA PLURAL,AULKI ZURIAK ESCAÑOS EN BLANCO,"POR LA REPÚBLICA, POR LA RUPTURA CON LA UNIÓN EUROPEA ERREPUBLIKAREN ALDE, ""UNIÓN EUROPEA"" APURTU",IZQUIERDA UNIDA - VERDES DE LA REGIÓN DE MURCIA: LA IZQUIERDA PLURAL,EUROPEAN PIRATES - CONFEDERACIÓN PIRATA - PIRATAS DE LA RIOJA,COALICIÓ COMPROMÍS,ESQUERRA UNIDA PAÍS VALENCIÀ - ELS VERDS: L'ESQUERRA PLURAL,PIRATAS DE LA COMUNIDAD VALENCIANA - CONFEDERACIÓN PIRATA - EUROPEAN PIRATES,VALENCIANS PER EUROPA - PROYECTE EUROPA,EQUO-CABALLAS
ES_08134,Figaró-Montmany,798,423,5,4,0,15,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,0,0,0,0,0,0,17,138,1,17,136,41,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08135,Montmeló,6663,3341,54,61,3,340,53,0,0,0,2,0,0,0,3,0,3,7,4,3,0,8,3,2,4,2,12,4,0,0,0,0,1,9,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,152,0,0,0,0,0,0,0,787,386,8,181,379,780,11,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08136,Montornès del Vallès,11305,4958,73,124,1,618,105,1,3,0,3,0,0,13,1,0,6,9,5,1,0,34,13,4,12,6,28,7,0,1,0,0,0,8,1,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,311,0,0,0,0,0,0,0,910,568,14,413,492,989,23,41,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08137,Montseny,269,175,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,10,51,3,1,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08138,Moià,4102,2113,17,24,0,100,11,0,0,0,0,0,0,4,1,0,3,0,0,1,0,3,1,1,0,0,5,2,0,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,0,0,0,0,0,0,0,161,813,2,39,644,188,5,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08139,Mura,173,132,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,54,0,0,44,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08140,Navarcles,4729,2287,24,42,0,148,21,0,0,0,0,0,0,1,2,0,0,1,2,2,0,5,2,1,0,0,5,1,0,0,0,0,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,44,0,0,0,0,0,0,0,309,676,2,52,665,224,10,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08141,Navàs,4574,2289,29,37,1,123,8,0,0,0,0,0,0,4,0,0,2,0,1,3,0,4,1,0,0,0,3,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39,0,0,0,0,0,0,0,205,797,2,35,837,125,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08142,"Nou de Berguedà, La",126,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,31,0,1,36,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08143,Odena,2712,1212,7,26,0,97,6,0,0,0,2,0,0,1,0,0,2,0,2,3,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,202,331,1,55,315,93,4,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08144,Olvan,733,394,9,6,0,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,155,0,2,136,15,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08145,Olèrdola,2631,1300,18,13,0,61,6,0,0,0,1,0,0,3,0,0,1,0,3,0,0,5,4,0,3,0,10,1,0,0,0,0,0,6,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,46,0,0,0,0,0,0,0,119,382,3,48,396,136,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08146,Olesa de Bonesvalls,1291,618,8,15,1,50,7,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,0,0,0,94,155,3,34,99,80,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08147,Olesa de Montserrat,16955,8006,108,153,8,571,160,0,3,0,3,0,0,3,2,0,25,2,5,4,0,40,15,1,4,3,59,7,0,7,2,0,10,13,4,0,7,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,6,0,501,0,0,0,0,0,0,0,1201,2004,21,439,1423,908,42,68,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08148,Olivella,2315,910,11,18,0,89,28,1,0,0,1,0,0,1,0,0,2,0,1,1,0,8,3,0,0,1,12,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,62,0,0,0,0,0,0,0,117,224,5,62,130,79,10,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08149,Olost,1001,542,1,4,0,23,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,15,239,0,4,215,21,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08150,Orís,248,155,3,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,59,0,2,66,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08151,Oristà,481,267,2,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,98,1,0,131,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08152,Orpí,124,69,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,23,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08153,Orrius,538,328,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,14,124,1,4,116,23,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08154,Pacs del Penedès,695,382,3,7,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,31,84,0,15,150,34,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08155,Palafolls,6673,2947,31,35,4,231,35,1,1,0,2,0,0,6,0,0,6,1,6,3,0,16,1,4,3,2,18,3,0,1,0,0,2,4,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,1,0,180,0,0,0,0,0,0,0,452,705,10,217,506,324,17,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08156,Palau-solità i Plegamans,10819,5073,58,79,0,429,87,0,0,0,3,0,0,8,1,0,11,2,6,1,0,26,7,2,1,2,45,6,0,1,0,0,2,14,2,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,341,0,0,0,0,0,0,0,585,1113,4,399,1111,539,33,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08157,Pallejà,8308,3881,43,67,3,374,84,1,0,0,3,0,0,8,0,0,8,3,1,2,0,19,6,3,1,1,28,6,0,1,0,0,1,17,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,1,0,243,0,0,0,0,0,0,0,612,785,19,348,617,446,16,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08158,"Papiol, El",3079,1449,13,23,0,92,13,6,0,0,1,0,0,2,0,0,3,2,2,0,0,1,1,0,0,2,4,1,0,4,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,69,0,0,0,0,0,0,0,199,427,2,74,305,145,3,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08159,Parets del Vallès,13914,6094,60,123,3,519,112,3,1,0,2,0,0,7,6,0,15,9,12,4,0,32,6,3,2,3,55,9,0,7,0,0,1,2,1,0,20,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,1,0,388,0,0,0,0,0,0,0,951,1402,6,523,864,718,43,65,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08160,Perafita,322,204,2,4,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,71,1,2,87,9,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08161,Piera,11087,4458,58,74,0,410,64,6,1,0,2,0,0,9,1,0,7,7,3,7,0,28,13,3,2,2,47,2,0,5,1,0,1,9,4,0,6,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,2,0,269,0,0,0,0,0,0,0,648,1056,13,296,858,359,25,25,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08162,"Hostalets de Pierola, Els",2010,990,15,12,0,77,11,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,102,324,4,55,204,90,7,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08163,Pineda de Mar,18482,8128,77,135,5,1073,94,0,2,0,5,0,0,10,5,0,6,11,8,2,0,34,18,8,7,1,24,4,0,2,1,0,6,20,1,0,15,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,0,2,0,356,0,0,0,0,0,0,0,1450,1803,19,503,1486,690,36,55,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08164,"Pla del Penedès, El",898,515,6,10,2,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,29,185,2,7,184,51,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08165,"Pobla de Claramunt, La",1675,791,8,20,0,48,12,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,23,0,0,0,0,0,0,0,95,208,0,29,251,59,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08166,"Pobla de Lillet, La",1047,553,16,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,12,0,0,0,0,0,0,0,56,180,0,4,228,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08167,Polinyà,5816,2481,33,77,1,224,70,2,4,0,3,0,0,3,0,0,4,2,1,0,0,26,1,2,3,2,17,3,0,5,1,0,1,3,2,0,8,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,257,0,0,0,0,0,0,0,441,380,3,211,293,304,12,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08168,Pontons,360,169,0,1,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,9,45,0,6,61,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08169,"Prat de Llobregat, El",47886,22115,192,420,25,2339,458,10,13,0,15,0,0,64,4,0,38,31,20,18,0,155,41,34,8,12,192,24,0,19,16,0,6,50,11,0,52,0,0,71,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,55,0,16,0,1976,0,0,0,0,0,0,0,4913,2747,61,1756,1874,3503,144,192,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08170,"Prats de Rei, Els",455,235,1,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,76,0,0,101,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08171,Prats de Lluçanès,2151,1114,11,27,0,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,3,0,0,5,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17,474,0,8,483,40,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08172,Premià de Mar,20335,9959,53,134,9,884,103,0,1,0,7,0,0,6,2,0,13,2,3,5,0,55,14,2,1,3,77,4,0,12,1,0,0,28,2,0,20,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,3,0,441,0,0,0,0,0,0,0,1312,2395,22,662,2155,1207,50,78,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08174,Puigdàlber,416,265,2,9,0,7,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,87,0,13,96,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08175,Puig-reig,3416,1695,17,33,0,94,7,0,0,0,1,0,0,3,0,0,1,0,3,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,108,646,0,21,627,95,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08176,Pujalt,162,95,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08177,"Quar, La",46,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08178,Rajadell,434,234,2,7,0,18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,16,63,1,8,83,20,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_08179,Rellinars,566,276,5,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,27,102,0,11,76,20,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
