gisco_id,name,registered,turnout,invalid,blank,I.Fem,CEUS,PSOE,ALTER,CXE,AR,Contigo,ADÑ,PACMA,SAIn,PCTE,FAC,PH,AxSÍ,PACT,MIEL,IzqEsp,PUM+J,MCR,Cs,JxCAT,Vox,IGRE,Volt,CV-EC,PP,Recortes Cero-LV-GVE,CEX-CREX-PR,CPE,PCPE-PCPC,Podemos-IU,Pirates,PCTC,PCTG,ELAK
ES_24166,Soto de la Vega,1356,904,18,22,0,0,352,0,0,0,1,0,18,2,1,1,1,0,1,0,0,1,0,138,0,54,0,1,0,235,0,0,1,1,55,1,0,0,0
ES_24167,Soto y Amío,711,466,3,19,0,0,203,0,0,0,1,0,9,1,1,0,1,0,1,0,1,0,0,48,1,8,0,1,0,126,0,0,0,0,42,0,0,0,0
ES_24168,Toral de los Guzmanes,440,376,4,5,1,0,145,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,31,0,24,0,0,1,150,0,0,0,0,11,0,0,0,0
ES_24169,Toreno,2802,1968,32,41,2,2,1044,2,1,5,1,1,12,0,1,0,1,2,3,0,1,3,0,130,2,29,0,0,2,323,1,0,0,4,321,2,0,0,0
ES_24170,Torre del Bierzo,1874,1286,27,21,0,5,608,2,1,1,0,5,12,0,0,0,1,0,0,0,0,3,0,122,1,48,0,1,0,254,0,1,0,5,168,0,0,0,0
ES_24171,Trabadelo,347,138,4,1,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,47,0,0,0,0,12,0,0,0,0
ES_24172,Truchas,413,263,2,9,0,0,99,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,30,1,21,0,0,1,83,0,0,0,0,13,0,0,0,0
ES_24173,Turcia,905,656,14,10,0,0,286,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,89,0,41,0,0,1,193,0,0,0,0,16,0,0,0,0
ES_24174,Urdiales del Páramo,472,344,12,3,0,0,143,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28,0,16,0,0,0,101,0,0,1,1,34,3,0,0,0
ES_24175,Valdefresno,1838,1297,10,20,5,0,445,0,0,2,1,1,15,1,4,0,0,0,6,0,0,0,0,239,1,107,2,2,3,303,5,0,0,1,122,2,0,0,0
ES_24176,Valdefuentes del Páramo,298,236,2,5,0,0,59,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,22,0,11,0,0,2,122,0,0,0,0,7,1,0,0,0
ES_24177,Valdelugueros,469,339,0,5,0,0,116,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,27,0,38,0,0,0,138,0,0,0,1,11,0,0,0,0
ES_24178,Valdemora,72,60,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,19,0,0,0,0,2,0,0,0,0
ES_24179,Valdepiélago,300,223,0,5,1,0,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,0,12,1,0,1,86,0,0,1,0,12,0,0,0,0
ES_24180,Valdepolo,1096,776,7,17,0,0,234,0,2,1,11,0,4,0,0,0,0,0,0,0,0,0,0,101,0,76,1,4,0,285,0,0,0,1,32,0,0,0,0
ES_24181,Valderas,1424,1093,14,18,0,0,492,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,108,0,68,0,0,0,365,1,0,0,0,22,1,0,0,0
ES_24182,Valderrey,414,286,7,6,0,0,104,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,38,1,7,0,0,0,99,0,0,0,0,16,0,0,0,0
ES_24183,Valderrueda,756,534,9,12,1,0,228,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,51,0,36,0,0,0,156,1,0,0,0,37,0,0,0,0
ES_24184,Valdesamario,181,106,3,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,27,0,0,0,0,13,0,0,0,0
ES_24185,Val de San Lorenzo,453,338,12,6,0,0,99,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,62,0,21,0,1,0,108,1,0,0,0,26,0,0,0,0
ES_24187,Valdevimbre,855,587,8,18,1,2,203,1,1,0,0,0,8,1,1,1,0,0,1,0,0,0,0,92,1,28,0,1,2,193,0,0,1,2,21,0,0,0,0
ES_24188,Valencia de Don Juan,3867,2903,44,40,2,2,1099,0,0,1,0,3,27,0,0,1,0,0,0,1,0,3,1,341,0,164,1,1,6,1003,2,0,2,5,154,0,0,0,0
ES_24189,Valverde de la Virgen,5830,3498,42,82,5,0,1068,1,0,3,1,0,57,1,8,7,0,0,5,0,1,4,0,546,3,365,0,6,4,991,3,0,7,6,281,1,0,0,0
ES_24190,Valverde-Enrique,148,101,3,3,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,6,0,1,1,47,0,0,0,1,2,0,0,0,0
ES_24191,Vallecillo,106,83,0,1,0,0,29,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,32,2,0,0,0,2,0,0,0,0
ES_24193,"Vecilla, La",365,292,1,5,0,0,109,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,24,0,34,0,1,0,83,1,0,0,0,29,0,0,0,0
ES_24194,Vegacervera,272,204,1,4,0,0,140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,0,16,0,0,0,17,0,0,0,1,9,0,0,0,0
ES_24196,Vega de Espinareda,1915,1339,28,9,0,1,653,0,0,0,0,2,6,0,1,0,0,0,1,0,1,1,0,84,0,25,0,2,1,371,1,0,0,2,149,1,0,0,0
ES_24197,Vega de Infanzones,732,520,4,8,0,0,192,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,48,0,53,0,0,1,176,2,0,1,1,26,0,0,0,0
ES_24198,Vega de Valcarce,547,412,3,5,0,0,265,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,1,14,0,0,1,72,1,0,0,0,19,0,0,0,0
ES_24199,Vegaquemada,404,277,6,2,0,1,116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,13,0,0,0,83,0,0,0,0,22,0,0,0,0
ES_24201,Vegas del Condado,1038,659,7,11,0,0,291,0,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,76,0,44,0,2,4,170,1,2,0,0,39,0,0,0,0
ES_24202,Villablino,7601,4815,78,102,5,0,2383,0,5,0,1,2,29,1,2,2,2,0,1,2,8,5,0,462,2,138,2,1,7,722,5,3,1,7,834,3,0,0,0
ES_24203,Villabraz,94,73,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,41,0,0,0,0,6,0,0,0,0
ES_24205,Villadangos del Páramo,989,668,9,21,1,0,186,0,0,0,0,0,5,0,2,0,0,0,0,0,2,1,0,106,0,23,1,1,0,253,0,0,1,0,55,1,0,0,0
ES_24206,Toral de los Vados,1642,1249,18,13,0,0,738,0,0,1,0,0,8,1,0,2,1,2,0,0,1,0,0,112,0,33,0,0,0,246,3,0,0,2,68,0,0,0,0
ES_24207,Villademor de la Vega,282,223,3,2,0,0,72,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,15,0,0,0,84,0,0,0,0,15,0,0,0,0
ES_24209,Villafranca del Bierzo,2642,1771,19,15,0,1,736,0,0,8,0,0,20,0,1,0,1,0,2,0,0,2,1,144,0,46,0,0,4,633,1,0,0,3,133,1,0,0,0
ES_24210,Villagatón,541,399,0,6,0,0,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,22,0,1,0,84,0,0,0,0,27,0,0,0,0
ES_24211,Villamandos,261,228,4,10,0,0,64,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,27,0,31,1,1,0,79,1,0,0,0,5,0,0,0,0
ES_24212,Villamañán,1005,769,10,15,1,1,296,0,1,0,1,0,4,0,1,0,1,1,0,0,0,0,0,80,0,37,0,0,3,278,1,0,3,0,34,1,0,0,0
ES_24213,Villamartín de Don Sancho,169,154,3,2,0,0,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,0,11,0,1,0,74,1,0,0,0,5,0,0,0,0
ES_24214,Villamejil,636,420,0,7,1,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,21,0,0,0,115,0,2,0,0,30,0,0,0,0
ES_24215,Villamol,152,127,2,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,66,0,0,1,0,3,1,0,0,0
ES_24216,Villamontán de la Valduerna,673,409,4,11,0,0,116,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,48,0,29,0,0,0,173,1,1,0,0,24,0,0,0,0
ES_24217,Villamoratiel de las Matas,134,109,2,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,4,0,0,0,38,0,0,2,1,3,0,0,0,0
ES_24218,Villanueva de las Manzanas,449,324,3,12,1,0,107,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,21,0,0,0,119,0,0,0,0,25,0,0,0,0
ES_24219,Villaobispo de Otero,497,386,6,14,0,0,127,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,28,2,22,0,0,1,151,0,0,0,5,27,0,0,0,0
ES_24221,Villaquejida,747,582,16,14,3,0,171,0,0,1,0,0,5,0,0,1,1,0,3,0,0,0,0,55,0,45,1,0,1,238,2,2,0,0,23,0,0,0,0
ES_24222,Villaquilambre,14467,8985,98,115,5,1,3443,2,5,4,4,19,121,1,9,6,4,1,15,1,4,9,5,1590,4,749,6,12,21,1725,14,3,6,7,965,11,0,0,0
ES_24223,Villarejo de Orbigo,2546,1735,15,76,1,0,645,2,0,2,0,0,14,0,2,0,0,0,3,0,7,1,0,236,2,80,0,2,2,486,2,0,3,0,154,0,0,0,0
ES_24224,Villares de Orbigo,575,428,5,12,0,0,181,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,23,0,0,0,130,0,0,0,0,22,1,0,0,0
ES_24225,Villasabariego,987,662,9,16,0,1,213,0,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0,87,0,51,0,3,1,228,1,0,0,2,39,0,0,0,0
ES_24226,Villaselán,193,143,2,4,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,5,0,1,1,73,0,0,0,0,2,0,0,0,0
ES_24227,Villaturiel,1552,997,4,32,1,0,307,0,0,0,0,1,15,0,0,5,0,0,1,0,0,0,0,174,1,100,0,1,3,290,1,0,1,1,59,0,0,0,0
ES_24228,Villazala,627,352,3,8,0,0,84,1,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,37,0,25,0,0,0,156,0,0,2,0,29,0,0,0,0
ES_24229,Villazanzo de Valderaduey,387,327,5,7,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,21,0,0,0,128,0,0,0,0,16,0,0,0,0
ES_24230,Zotes del Páramo,407,260,4,7,0,0,90,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,32,0,10,0,0,1,97,0,0,0,0,15,0,0,0,0
ES_24901,Villamanín,863,648,4,20,0,0,280,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,64,0,36,2,0,2,175,2,0,0,0,57,0,0,0,0
ES_24902,Villaornate y Castro,335,260,1,1,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,22,1,0,1,100,0,0,0,0,11,0,0,0,0
ES_34001,Abarca de Campos,39,32,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,0,0,6,1,0,0,0
ES_34003,Abia de las Torres,150,99,1,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,50,0,0,0,0,7,0,0,0,0
ES_34004,Aguilar de Campoo,5539,4015,44,75,2,0,1311,0,3,4,0,3,38,0,0,1,1,1,2,0,1,3,0,474,1,211,1,2,11,1439,5,0,2,7,371,2,0,0,0
ES_34005,Alar del Rey,792,659,5,7,1,1,185,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,157,0,28,0,0,1,230,2,1,2,0,34,0,0,0,0
ES_34006,Alba de Cerrato,79,71,2,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,39,0,0,0,0,2,0,0,0,0
ES_34009,Amayuelas de Arriba,30,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,18,0,0,0,0,4,0,0,0,0
ES_34010,Ampudia,552,471,5,12,2,0,150,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,61,0,36,0,0,0,179,0,0,0,1,23,0,0,0,0
ES_34011,Amusco,384,350,3,5,0,0,115,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,44,0,24,1,0,0,141,0,0,0,0,15,0,0,0,0
ES_34012,Antigüedad,340,278,3,4,0,0,97,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,0,14,0,1,0,95,1,0,0,0,23,0,0,0,0
ES_34015,Arconada,37,33,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,18,0,0,0,0,2,0,0,0,0
ES_34017,Astudillo,895,734,12,14,1,1,225,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,85,0,24,0,0,2,305,0,0,0,0,61,0,0,0,0
ES_34018,Autilla del Pino,205,168,2,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11,0,4,1,60,2,0,0,0,13,0,0,0,0
ES_34019,Autillo de Campos,110,85,1,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,10,0,0,0,38,0,0,0,0,2,0,0,0,0
ES_34020,Ayuela,49,36,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,8,1,0,0,0,0,0,0,0,0
ES_34022,Baltanás,1020,834,6,10,0,0,345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,18,0,0,0,355,0,0,0,0,37,0,0,0,0
ES_34023,Venta de Baños,5112,3388,44,46,6,1,1456,1,1,7,1,3,31,0,9,0,1,0,1,0,5,2,0,447,2,166,1,4,10,737,6,1,4,5,384,6,0,0,0
ES_34024,Baquerín de Campos,25,18,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0
ES_34025,Bárcena de Campos,55,35,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0
ES_34027,Barruelo de Santullán,1056,762,4,14,1,0,347,0,1,1,0,0,3,0,1,1,1,0,2,0,1,0,0,76,0,49,0,0,1,187,0,0,21,0,50,1,0,0,0
ES_34028,Báscones de Ojeda,132,108,1,7,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,47,0,0,0,0,9,0,0,0,0
ES_34029,Becerril de Campos,659,559,16,8,0,0,130,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,49,0,32,0,0,0,312,0,0,0,0,8,0,0,0,0
ES_34031,Belmonte de Campos,29,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,9,0,0,0,0,1,0,0,0,0
ES_34032,Berzosilla,38,36,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,14,0,0,0,0,8,0,0,0,0
ES_34033,Boada de Campos,17,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0
ES_34034,Boadilla del Camino,115,99,0,4,0,0,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,8,0,10,0,0,0,27,0,0,0,0,6,0,0,0,0
ES_34035,Boadilla de Rioseco,98,78,1,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37,0,0,0,1,0,0,0,0,0
ES_34036,Brañosera,238,194,0,1,0,1,95,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23,0,6,0,1,0,40,0,0,0,0,21,0,0,0,0
ES_34037,Buenavista de Valdavia,287,238,1,9,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,0,18,1,0,0,101,0,0,0,0,12,0,0,0,0
ES_34038,Bustillo de la Vega,265,173,7,4,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,9,0,0,0,82,0,0,0,0,8,0,0,0,0
ES_34039,Bustillo del Páramo de Carrión,61,50,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,36,0,0,0,0,1,0,0,0,0
ES_34041,Calahorra de Boedo,85,67,0,3,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,32,0,0,0,0,6,0,0,0,0
ES_34042,Calzada de los Molinos,293,250,1,8,1,0,82,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,37,0,18,0,0,1,88,0,0,0,0,6,0,0,0,0
ES_34045,Capillas,73,63,0,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0
ES_34046,Cardeñosa de Volpejera,44,33,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,2,0,0,0,0
ES_34047,Carrión de los Condes,1735,1373,19,21,2,1,276,0,0,3,0,0,7,0,2,0,2,0,0,0,0,1,1,247,1,131,0,1,2,595,1,1,0,1,58,0,0,0,0
ES_34048,Castil de Vela,63,51,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,19,0,0,0,0,5,0,0,0,0
ES_34049,Castrejón de la Peña,330,245,3,7,0,0,76,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,24,0,10,0,0,1,103,0,0,0,0,18,0,0,0,0
ES_34050,Castrillo de Don Juan,186,135,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,0,0,0,65,0,0,0,1,3,0,0,0,0
ES_34051,Castrillo de Onielo,91,74,4,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,5,0,0,0,41,0,0,0,0,2,0,0,0,0
ES_34052,Castrillo de Villavega,167,129,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,4,0,1,0,60,0,0,0,0,13,0,0,0,0
ES_34053,Castromocho,200,164,1,8,0,0,46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,12,0,1,0,74,1,0,0,0,4,0,0,0,0
ES_34055,Cervatos de la Cueza,266,224,2,9,0,2,67,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,16,0,25,0,1,1,94,0,0,0,0,3,0,0,0,0
ES_34056,Cervera de Pisuerga,1946,1494,12,28,4,1,487,0,1,4,1,0,10,0,3,0,1,1,4,1,1,1,1,189,0,89,0,3,5,529,2,0,0,1,115,0,0,0,0
ES_34057,Cevico de la Torre,458,332,11,13,1,1,94,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,39,0,23,0,1,1,120,1,0,0,0,22,1,0,0,0
ES_34058,Cevico Navero,183,158,0,1,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,66,0,0,0,0,4,0,0,0,0
ES_34059,Cisneros,401,318,7,7,0,0,115,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0,0,134,0,0,0,0,17,0,0,0,0
ES_34060,Cobos de Cerrato,136,104,2,3,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,50,0,0,0,0,7,0,0,0,0
ES_34061,Collazos de Boedo,95,89,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,33,0,0,0,39,0,0,0,0,3,0,0,0,0
ES_34062,Congosto de Valdavia,150,105,1,1,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,1,0,47,0,0,1,1,0,1,0,0,0
ES_34063,Cordovilla la Real,87,82,1,2,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,30,0,0,0,0,1,0,0,0,0
ES_34066,Cubillas de Cerrato,57,46,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,23,0,0,0,0,4,0,0,0,0
ES_34067,Dehesa de Montejo,128,97,1,0,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,3,0,0,1,25,0,0,0,1,6,0,0,0,0
ES_34068,Dehesa de Romanos,29,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,11,0,1,0,0,5,0,0,0,0
ES_34069,Dueñas,2192,1624,25,31,1,1,801,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,188,0,70,1,3,2,363,3,0,0,2,124,1,0,0,0
ES_34070,Espinosa de Cerrato,134,103,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,51,0,0,0,0,8,0,0,0,0
ES_34071,Espinosa de Villagonzalo,162,132,1,3,0,0,29,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,59,0,0,0,0,8,0,0,0,0
ES_34072,Frechilla,144,125,2,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,2,0,59,0,0,0,0,7,0,0,0,0
ES_34073,Fresno del Río,179,160,1,5,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,12,0,0,0,65,0,0,0,0,7,0,0,0,0
ES_34074,Frómista,683,555,4,13,1,0,244,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,47,0,31,0,1,1,196,1,0,2,0,10,0,0,0,0
ES_34076,Fuentes de Nava,544,481,6,11,0,0,127,0,1,1,0,0,4,0,2,0,0,0,2,0,0,0,0,71,0,21,0,0,4,216,0,0,0,0,15,0,0,0,0
ES_34077,Fuentes de Valdepero,384,290,2,8,1,0,118,1,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,40,0,22,0,0,0,74,0,0,0,0,17,1,0,0,0
ES_34079,Grijota,1716,1249,11,17,0,3,399,0,0,1,0,1,23,0,0,1,2,0,1,0,0,1,0,209,1,125,0,0,2,385,2,2,0,0,62,1,0,0,0
ES_34080,Guardo,5283,3546,43,73,4,1,1332,2,0,4,0,1,26,2,4,0,2,0,6,0,4,2,1,507,2,184,1,1,3,1095,2,0,0,7,237,0,0,0,0
ES_34081,Guaza de Campos,60,45,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0
ES_34082,Hérmedes de Cerrato,81,66,0,0,0,0,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,8,0,0,0,26,1,0,0,0,1,0,0,0,0
ES_34083,Herrera de Pisuerga,1658,1223,7,24,3,2,366,0,0,1,0,0,10,0,0,1,1,0,1,0,0,0,0,169,2,89,0,2,1,455,0,0,1,1,87,0,0,0,0
ES_34084,Herrera de Valdecañas,167,150,1,0,2,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,0,31,0,0,0,63,0,0,0,0,2,0,0,0,0
ES_34086,Hontoria de Cerrato,100,82,0,0,0,0,21,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,1,28,0,0,0,0,9,0,0,0,0
ES_34087,Hornillos de Cerrato,122,112,0,2,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,5,0,0,0,47,0,0,0,0,2,0,0,0,0
ES_34088,Husillos,265,205,0,2,0,0,68,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,34,0,14,0,1,0,51,0,0,0,0,26,1,0,0,0
ES_34089,Itero de la Vega,142,108,1,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,48,0,0,0,0,13,0,0,0,0
ES_34091,Lagartos,122,89,1,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,41,0,0,0,0,3,0,0,0,0
ES_34092,Lantadilla,259,211,1,6,0,0,63,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12,0,12,0,1,0,111,0,0,0,0,1,0,0,0,0
ES_34093,"Vid de Ojeda, La",82,66,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,3,0,0,1,41,1,0,0,0,2,0,0,0,0
ES_34094,Ledigos,58,47,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,20,0,0,0,0,1,0,0,0,0
ES_34096,Lomas,50,45,0,1,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,12,0,0,0,0,2,0,0,0,0
ES_34098,Magaz de Pisuerga,789,555,1,2,1,0,195,0,0,0,0,0,9,1,0,0,0,0,1,0,0,3,0,70,0,51,0,0,0,162,0,0,2,0,57,0,0,0,0
ES_34099,Manquillos,52,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,19,0,0,0,0,1,0,0,0,0
ES_34100,Mantinos,132,106,3,3,0,0,34,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,12,0,12,0,0,0,36,0,0,0,1,2,0,0,0,0
ES_34101,Marcilla de Campos,48,41,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,20,0,0,0,0,2,0,0,0,0
ES_34102,Mazariegos,203,166,2,3,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,0,0,1,85,0,0,0,0,4,0,0,0,0
ES_34103,Mazuecos de Valdeginate,97,80,2,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,9,0,0,0,37,0,0,0,0,1,0,0,0,0
ES_34104,Melgar de Yuso,233,195,1,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,104,0,0,0,0,3,0,0,0,0
ES_34106,Meneses de Campos,113,99,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,47,0,3,0,0,4,0,0,0,0
ES_34107,Micieces de Ojeda,73,51,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,27,0,0,0,0,0,0,0,0,0
ES_34108,Monzón de Campos,505,413,11,6,0,0,182,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,36,0,24,2,2,1,127,0,0,0,0,18,0,0,0,0
ES_34109,Moratinos,63,42,1,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,23,0,0,0,0,2,0,0,0,0
