gisco_id,name,registered,turnout,invalid,blank,IzqEsp,CEUS,FO,AR,PSOE,Andalucistas,IE,Vox,PP,EB,CRT,Podemos,PFAC,PCTE,PCPE-PCPC,Sumar,PACMA,Cree en Europa,PMR,SALF,F,Existe,Cs,FE-JONS,SAE,JUEX,PH,Volt,Recortes Cero,Junts UE,PREx-CREx,GLG,Piratas/Rebeldes,PREPAL,PCTC,PMR-RV-VN
ES_32066,Quintela de Leirado,522,304,0,0,0,0,0,13,31,0,0,13,245,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_32067,Rairiz de Veiga,1092,568,6,3,0,0,0,71,110,0,3,23,325,1,0,8,1,0,0,3,2,0,0,8,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
ES_32068,Ramirás,1314,692,4,8,0,0,0,92,225,0,0,25,312,0,0,6,4,0,0,5,1,0,0,3,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
ES_32069,Ribadavia,4155,2382,13,13,1,0,3,410,742,1,4,80,959,0,0,53,3,1,2,41,6,0,0,24,0,3,10,0,0,0,2,2,1,0,1,7,0,0,0,0
ES_32070,San Xoán de Río,475,227,1,3,0,0,0,16,52,0,0,4,144,1,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_32071,Ríos,1261,610,1,1,0,0,0,53,192,0,0,9,334,0,0,3,0,0,1,8,0,0,1,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
ES_32072,"Rúa, A",3500,1702,13,11,0,0,1,143,573,0,3,68,791,0,0,17,0,0,4,29,3,0,0,36,1,2,3,0,1,0,0,0,0,0,0,2,0,1,0,0
ES_32073,Rubiá,1246,688,2,6,0,0,2,64,205,0,0,26,345,1,0,10,0,1,1,5,3,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
ES_32074,San Amaro,934,501,3,3,0,0,0,37,105,0,1,28,295,0,0,4,0,0,0,2,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
ES_32075,San Cibrao das Viñas,4611,2470,25,8,4,0,3,197,546,0,1,125,1428,1,1,28,0,1,3,20,11,2,0,55,0,0,4,0,1,0,3,1,0,0,0,2,0,0,0,0
ES_32076,San Cristovo de Cea,1821,1061,10,7,1,0,4,101,171,0,1,43,687,1,0,3,0,1,0,6,2,1,3,13,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0
ES_32077,Sandías,1013,521,0,7,0,0,1,55,149,0,0,29,259,0,0,2,0,0,0,7,4,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
ES_32078,Sarreaus,994,578,6,4,0,0,3,57,100,0,0,8,376,0,0,3,0,0,0,2,1,0,0,11,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
ES_32079,Taboadela,1323,682,6,4,0,1,2,82,177,0,1,27,352,1,0,4,0,1,0,6,3,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ES_32080,"Teixeira, A",299,175,3,1,0,0,0,27,22,0,1,6,100,0,0,4,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_32081,Toén,2015,1258,11,10,0,0,2,143,292,0,0,60,684,0,0,12,0,0,0,11,3,0,0,26,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
ES_32082,Trasmiras,1101,604,1,2,0,0,0,109,118,0,0,26,321,0,0,2,0,0,1,6,0,0,0,10,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0
ES_32083,"Veiga, A",800,401,3,2,0,0,1,24,90,0,0,17,237,1,0,4,1,0,0,7,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
ES_32084,Verea,846,450,1,1,0,0,3,107,92,0,2,19,210,1,0,3,0,0,1,2,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ES_32085,Verín,10553,5061,50,32,5,1,9,659,1258,1,1,255,2537,3,4,38,5,0,5,29,16,2,0,93,3,0,11,1,0,0,1,0,3,24,0,10,2,3,0,0
ES_32086,Viana do Bolo,2377,991,5,5,0,1,2,143,229,0,0,38,542,0,0,2,1,0,0,7,3,0,0,8,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0
ES_32087,Vilamarín,1625,983,12,4,1,0,1,94,174,0,1,48,612,1,0,7,0,0,0,7,2,1,1,13,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ES_32088,Vilamartín de Valdeorras,1602,731,12,6,0,0,2,55,237,1,0,46,332,1,1,15,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ES_32089,Vilar de Barrio,1132,555,5,2,0,0,2,70,120,0,1,18,327,0,0,1,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
ES_32090,Vilar de Santos,688,366,0,3,0,0,0,145,59,0,0,13,139,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ES_32091,Vilardevós,1537,932,2,3,1,0,2,91,274,0,0,14,521,1,0,5,0,0,0,4,1,0,0,6,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0
ES_32092,Vilariño de Conso,477,220,3,1,0,0,0,32,48,0,0,15,109,0,0,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ES_36001,Arbo,2410,1300,11,4,1,0,3,191,294,0,1,30,707,1,0,9,1,0,1,17,3,0,3,13,0,0,3,0,0,0,1,0,1,0,0,3,2,0,0,0
ES_36002,Barro,3047,1469,7,4,0,0,1,249,332,0,2,63,728,1,0,12,0,0,0,20,2,1,0,32,1,1,4,0,1,1,0,3,0,0,0,4,0,0,0,0
ES_36003,Baiona,10341,5406,36,32,6,2,11,730,1360,1,3,281,2476,7,0,107,8,1,5,179,21,3,1,91,0,2,15,2,2,0,2,6,2,1,1,7,3,2,0,0
ES_36004,Bueu,10098,4808,23,21,4,1,19,1025,1143,1,10,138,2050,2,0,104,6,2,4,110,28,0,0,87,0,0,13,1,1,0,2,0,0,0,0,12,0,1,0,0
ES_36005,Caldas de Reis,8043,3914,34,15,0,3,12,601,1099,0,1,128,1769,2,0,42,4,1,6,61,13,0,0,98,2,0,7,0,0,0,3,2,2,0,1,6,2,0,0,0
ES_36006,Cambados,11518,6132,57,36,3,2,11,1143,1358,0,4,228,2905,1,1,98,4,1,0,95,30,4,14,100,2,5,8,1,1,0,0,7,2,2,1,6,2,0,0,0
ES_36007,Campo Lameiro,1541,754,15,1,1,0,0,92,189,0,2,21,399,1,0,6,2,2,0,5,1,1,0,12,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
ES_36008,Cangas,22409,11191,96,55,13,0,35,2857,2890,1,21,293,3743,13,4,337,26,7,5,446,66,4,2,216,1,3,25,2,1,1,3,4,1,0,2,11,3,4,0,0
ES_36009,"Cañiza, A",4348,1947,21,4,0,0,1,232,444,0,5,89,1059,2,0,18,0,1,2,23,7,0,2,18,0,3,4,0,2,0,1,0,2,0,0,7,0,0,0,0
ES_36010,Catoira,2799,1481,12,7,1,1,3,351,444,1,0,29,543,0,0,14,3,2,3,22,6,0,0,30,0,0,2,1,2,1,0,1,1,0,0,0,1,0,0,0
ES_36013,"Covelo, O",2203,1054,5,4,0,1,1,174,214,0,1,40,524,0,0,24,0,1,3,25,9,0,0,23,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0
ES_36014,Crecente,1816,1018,11,5,1,1,3,113,210,2,0,26,594,1,0,6,0,0,0,8,5,0,0,22,0,0,1,0,0,0,0,1,1,2,0,5,0,0,0,0
ES_36015,Cuntis,3918,1960,11,15,1,0,3,405,502,0,1,67,872,1,0,20,3,0,1,20,4,0,0,26,0,0,1,1,2,0,0,1,0,1,0,1,1,0,0,0
ES_36016,Dozón,946,508,5,2,0,1,1,46,53,0,0,13,380,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
ES_36017,"Estrada, A",17075,8641,70,51,4,3,14,1510,2072,0,5,256,4204,14,2,80,6,8,6,101,35,2,4,138,2,0,22,2,3,1,2,4,5,2,0,10,3,0,0,0
ES_36018,Forcarei,2807,1396,14,5,0,1,1,161,341,0,1,63,760,1,0,7,0,0,2,9,5,2,0,16,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0
ES_36019,Fornelos de Montes,1466,712,3,10,0,0,1,109,282,0,0,25,253,0,0,3,0,1,2,10,0,0,0,7,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0
ES_36020,Agolada,2057,1107,11,4,0,0,1,184,210,0,2,37,620,1,0,6,0,0,1,10,2,0,0,14,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_36021,Gondomar,12654,6233,67,45,2,1,11,1017,1522,0,5,262,2566,2,2,167,16,1,6,200,36,1,0,171,1,5,17,0,0,1,0,2,8,88,0,8,0,3,0,0
ES_36022,"Grove, O",9055,4220,31,15,5,1,10,1012,1220,0,3,169,1336,4,1,81,5,4,3,184,16,2,0,62,1,4,5,1,3,0,0,2,0,0,0,35,5,0,0,0
ES_36023,"Guarda, A",8181,4304,37,13,1,0,10,954,1013,0,3,169,1799,1,0,93,3,1,2,89,20,1,0,64,0,5,7,0,6,0,1,1,2,0,0,7,2,0,0,0
ES_36024,Lalín,16060,8627,79,59,3,1,18,1084,1693,1,4,394,4943,3,0,59,6,5,3,62,26,2,0,122,1,3,21,2,5,0,2,4,1,1,0,14,4,2,0,0
ES_36025,"Lama, A",2206,999,8,7,2,0,1,86,150,1,1,60,639,0,0,6,4,0,0,8,4,0,5,12,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
ES_36026,Marín,19949,9597,70,62,9,5,29,1547,2417,1,12,613,4100,15,1,166,11,3,2,148,41,2,0,278,1,1,29,1,2,0,1,6,6,0,1,10,6,1,0,0
ES_36027,Meaño,4395,2328,16,10,0,1,2,328,490,0,3,120,1261,0,1,16,0,2,0,19,4,2,0,43,0,0,3,1,1,0,1,1,0,0,0,2,1,0,0,0
ES_36028,Meis,4010,2103,19,12,0,0,1,289,550,0,0,68,1069,1,0,17,1,0,2,21,2,0,2,39,0,0,0,2,1,1,0,1,0,0,1,4,0,0,0,0
ES_36029,Moaña,16313,8521,78,51,7,0,22,2360,2077,1,11,266,2941,4,1,177,8,8,2,243,39,2,2,161,4,4,20,3,1,1,5,4,1,2,0,11,3,1,0,0
ES_36030,Mondariz,3882,1994,16,18,0,0,5,347,529,0,0,99,829,1,0,29,2,0,2,57,6,0,4,34,1,0,3,1,0,0,0,6,0,0,0,2,2,1,0,0
ES_36031,Mondariz-Balneario,588,356,6,1,0,0,0,90,63,0,0,21,138,1,0,10,0,0,0,11,0,0,0,11,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
ES_36032,Moraña,3493,1901,20,12,0,0,6,304,443,0,0,83,974,0,0,8,0,0,0,12,2,0,0,30,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0
ES_36033,Mos,12412,6707,90,49,6,3,10,1259,2036,0,6,220,2553,9,0,97,2,0,10,154,20,2,1,147,1,2,7,3,2,0,0,4,2,2,0,9,0,1,0,0
ES_36034,"Neves, As",3194,1744,25,10,0,0,2,305,444,1,4,52,786,0,1,22,2,1,5,27,6,0,3,33,3,1,4,2,0,0,1,0,2,0,0,1,1,0,0,0
ES_36035,Nigrán,15113,7762,57,45,5,7,22,1079,2088,2,11,332,3375,2,0,164,14,2,5,230,46,6,3,196,4,5,32,2,3,1,2,3,4,2,2,7,3,1,0,0
ES_36036,Oia,2586,1359,9,3,0,0,4,204,341,0,5,53,652,1,0,13,4,0,2,24,6,0,0,26,0,1,6,1,2,0,0,0,0,0,0,1,1,0,0,0
ES_36037,Pazos de Borbén,2559,1290,28,7,2,0,3,233,280,0,5,75,536,4,2,11,2,1,1,32,13,1,0,34,0,1,6,0,2,0,1,2,1,0,1,4,2,0,0,0
ES_36038,Pontevedra,66960,35221,223,242,31,9,104,5491,10653,1,30,1541,13655,21,7,803,53,15,11,872,211,13,3,969,4,11,106,13,8,4,11,22,11,3,4,42,18,6,0,0
ES_36039,"Porriño, O",16275,8048,82,45,6,2,20,1360,2094,6,3,369,3272,8,3,196,8,7,4,232,33,4,3,215,0,3,15,9,3,1,7,5,6,0,0,18,6,3,0,0
ES_36040,Portas,2410,1167,17,5,0,0,3,189,281,0,1,35,588,1,0,5,0,0,2,14,7,0,0,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_36041,Poio,14143,6777,37,36,4,1,19,980,1674,1,2,335,3145,4,2,103,13,8,1,105,31,2,1,228,0,2,17,2,2,2,0,5,0,1,2,9,3,0,0,0
ES_36042,Ponteareas,18705,8838,90,52,8,3,30,1881,2380,0,9,379,3187,15,1,183,8,4,4,288,45,6,2,197,2,3,15,5,12,3,2,4,3,0,0,13,4,0,0,0
ES_36043,Ponte-Caldelas,4765,2210,16,10,3,0,3,393,558,0,0,142,923,1,0,37,1,1,1,37,12,1,0,56,0,3,4,0,0,0,0,1,1,2,0,2,2,0,0,0
ES_36044,Pontecesures,2613,1200,11,4,0,0,2,280,278,0,3,60,469,0,0,27,1,1,0,21,4,0,0,31,0,1,1,1,0,0,0,0,0,2,1,2,0,0,0,0
ES_36045,Redondela,24473,12506,117,59,10,5,34,2558,4115,1,23,425,4134,6,2,263,15,4,8,369,58,3,1,225,2,9,19,0,4,1,2,6,3,2,0,13,7,3,0,0
ES_36046,Ribadumia,4184,2234,13,6,0,3,6,263,567,0,2,97,1155,1,0,25,1,2,1,26,5,1,0,46,0,1,2,0,1,1,1,1,0,0,0,7,0,0,0,0
ES_36047,Rodeiro,2036,895,4,4,1,0,1,91,238,0,0,30,502,1,0,6,0,0,0,3,0,0,0,5,0,0,2,0,3,0,0,2,0,0,0,2,0,0,0,0
ES_36048,"Rosal, O",5487,2739,26,11,2,1,7,647,701,0,2,90,1063,4,0,54,1,1,2,51,11,0,0,57,0,1,3,0,0,0,1,0,0,1,0,0,2,0,0,0
ES_36049,Salceda de Caselas,7327,3697,42,31,5,0,9,731,750,1,4,185,1594,3,0,57,7,2,2,115,22,2,0,103,0,1,4,0,5,1,2,6,3,1,1,3,4,1,0,0
ES_36050,Salvaterra de Miño,8193,4130,68,32,1,0,14,872,1196,0,6,167,1501,7,0,44,0,2,3,84,25,1,0,74,0,3,5,2,1,2,5,3,1,1,0,6,4,0,0,0
ES_36051,Sanxenxo,14832,7048,62,32,3,1,10,979,1759,1,6,363,3398,5,1,84,3,1,1,74,24,1,0,197,0,0,20,1,0,0,0,8,1,2,0,6,4,1,0,0
ES_36052,Silleda,7244,3577,36,18,1,1,4,507,874,0,6,112,1804,1,0,40,3,2,1,35,16,3,6,61,1,1,5,1,23,1,0,4,3,0,0,4,3,0,0,0
ES_36053,Soutomaior,6014,3027,31,13,1,3,13,811,670,1,1,145,1125,2,1,46,2,1,1,55,9,2,1,71,0,3,6,2,4,0,0,1,0,0,0,6,0,0,0,0
ES_36054,Tomiño,11400,5375,46,34,3,1,9,1092,1394,1,6,233,2162,2,1,97,8,3,2,97,27,1,1,118,0,4,9,2,2,0,0,3,3,1,0,10,3,0,0,0
ES_36055,Tui,13899,7381,92,58,11,1,14,1308,1729,1,14,340,3281,7,1,123,4,3,2,131,27,2,2,168,4,2,15,1,4,2,3,3,3,3,4,14,3,1,0,0
ES_36056,Valga,4841,2554,23,14,1,3,2,400,486,0,1,94,1399,1,1,28,2,1,3,36,5,0,1,33,1,0,3,0,0,0,0,1,0,1,1,13,0,0,0,0
ES_36057,Vigo,236824,121656,658,854,122,45,320,20461,42063,13,168,5100,38393,125,16,3844,255,69,68,4261,808,46,13,2940,9,43,430,34,33,10,32,97,58,11,3,187,60,7,0,0
ES_36058,Vilaboa,4957,2304,18,18,1,0,7,417,693,0,0,68,924,1,1,17,5,0,2,45,10,2,1,63,0,0,3,1,0,0,0,3,2,0,0,2,0,0,0,0
ES_36059,Vila de Cruces,4327,2056,15,10,1,0,4,322,354,0,0,83,1195,0,1,8,1,0,0,10,8,0,0,30,2,0,2,0,2,0,1,1,1,0,0,3,1,1,0,0
ES_36060,Vilagarcía de Arousa,30828,15332,125,86,16,3,70,2374,4558,3,15,621,6062,12,1,355,18,7,6,416,81,6,2,374,4,0,42,10,2,0,5,10,8,2,0,29,6,3,0,0
ES_36061,Vilanova de Arousa,8559,4520,48,28,0,1,4,503,842,0,1,195,2683,2,2,39,2,0,0,47,12,3,0,75,0,0,9,2,4,1,2,2,1,0,0,9,2,1,0,0
ES_36901,"Illa de Arousa, A",4142,2424,24,9,2,1,8,592,776,0,0,89,759,2,6,36,1,1,2,45,8,3,0,44,0,2,2,2,1,0,1,0,0,0,1,5,1,1,0,0
ES_36902,Cerdedo-Cotobade,4987,2785,29,9,1,0,8,342,756,1,1,101,1355,3,1,31,1,3,2,35,12,2,0,74,0,0,4,1,5,0,0,2,1,0,0,3,1,1,0,0
ES_28001,"Acebeda, La",61,47,1,1,0,0,0,1,8,0,0,2,23,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
ES_28002,Ajalvir,3601,1769,7,9,1,0,12,1,404,2,1,266,704,2,0,33,1,1,0,117,12,1,1,167,0,4,14,3,0,0,0,0,0,2,0,3,0,1,0,0
ES_28003,Alameda del Valle,188,128,1,1,0,0,0,0,34,0,0,22,54,0,0,4,0,0,0,3,1,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
ES_28004,"Alamo, El",7258,3450,27,19,5,2,12,5,906,3,2,571,1322,3,3,95,2,3,0,148,16,5,0,257,1,1,21,10,1,1,0,3,1,1,2,0,2,0,0,0
ES_28005,Alcalá de Henares,140921,77687,522,563,187,28,467,154,24001,22,67,8952,28800,71,19,2860,100,75,22,4244,661,48,10,4340,31,131,875,77,26,33,35,93,15,10,24,31,49,44,0,0
ES_28006,Alcobendas,83290,47994,215,263,122,34,212,99,12646,8,37,5176,22070,63,4,1368,72,29,15,1935,305,20,2,2428,13,74,532,26,17,20,43,60,14,14,13,12,22,11,0,0
ES_28007,Alcorcón,129869,73966,490,559,183,29,390,195,23836,24,67,7128,28126,85,22,3363,91,57,52,4404,560,47,6,3015,22,102,717,65,18,55,29,74,16,11,31,24,48,25,0,0
ES_28008,Aldea del Fresno,2355,1023,5,4,0,0,4,1,279,0,1,142,416,0,0,37,0,0,0,42,8,4,0,66,1,0,5,0,0,0,1,5,0,1,0,0,1,0,0,0
ES_28009,Algete,15062,8336,41,43,11,3,52,10,1905,1,11,1172,3693,9,3,223,10,8,1,297,64,5,1,621,0,12,92,9,0,1,3,15,2,4,2,4,6,2,0,0
ES_28010,Alpedrete,11589,6799,38,49,22,3,37,16,1540,0,11,840,2816,4,3,307,16,4,2,428,50,8,31,424,2,15,97,12,0,1,2,10,2,0,1,2,6,0,0,0
ES_28011,Ambite,519,274,0,1,0,0,3,1,67,0,0,47,102,0,0,13,1,0,0,12,3,0,0,19,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
ES_28012,Anchuelo,996,558,5,1,0,0,2,0,141,0,0,105,226,0,0,8,0,0,0,20,3,0,0,40,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_28013,Aranjuez,43159,22029,145,135,44,7,115,45,6746,8,20,2917,8241,15,4,808,16,18,9,1134,153,26,2,1131,4,20,158,25,5,5,10,26,12,4,2,2,11,6,0,0
ES_28014,Arganda del Rey,39849,19180,137,122,33,12,103,35,5225,5,16,2436,7744,25,9,626,20,17,6,944,141,8,0,1273,6,20,137,15,1,7,10,13,8,0,6,4,13,3,0,0
ES_28015,Arroyomolinos,25383,13434,76,102,38,2,70,13,2969,2,10,1916,5533,8,3,393,13,11,2,658,111,13,1,1279,2,15,132,9,5,6,5,11,4,1,4,2,8,7,0,0
ES_28016,"Atazar, El",88,58,0,4,1,0,1,3,23,0,0,8,6,0,0,4,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ES_28017,Batres,1510,831,3,8,0,0,6,1,197,1,4,134,300,0,0,45,0,1,0,41,12,0,0,58,0,1,14,0,0,0,0,5,0,0,0,0,0,0,0,0
ES_28018,Becerril de la Sierra,4710,2705,20,20,2,1,12,9,642,0,8,344,1136,2,0,111,7,5,1,160,19,0,0,173,1,2,18,5,0,1,3,0,0,0,2,0,1,0,0,0
ES_28019,Belmonte de Tajo,1449,713,6,1,2,0,4,2,242,0,0,90,243,0,0,25,0,0,1,33,12,1,0,41,0,1,4,1,0,2,0,2,0,0,0,0,0,0,0,0
ES_28020,Berzosa del Lozoya,201,95,1,1,1,0,1,1,24,0,0,3,33,0,0,11,1,0,0,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_28021,"Berrueco, El",630,339,1,2,0,0,1,4,76,0,0,34,116,1,0,27,1,2,1,40,5,0,0,13,0,1,10,0,1,0,1,1,1,0,0,0,0,0,0,0
ES_28022,Boadilla del Monte,46007,30207,91,187,70,13,80,32,4416,6,36,4000,17036,27,8,444,53,14,0,802,150,21,2,2149,5,23,427,24,1,8,9,37,3,7,1,5,16,4,0,0
ES_28023,"Boalo, El",6111,3782,26,27,7,3,21,15,915,2,9,410,1387,4,1,227,17,6,0,333,33,10,2,268,1,7,39,3,0,1,1,4,0,0,1,0,2,0,0,0
ES_28024,Braojos,189,116,2,3,0,0,1,0,16,0,0,14,59,0,0,4,0,0,0,5,0,0,0,7,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ES_28025,Brea de Tajo,447,264,0,3,0,0,0,0,47,0,0,44,148,0,0,7,0,1,0,6,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_28026,Brunete,7526,4155,19,26,11,2,11,7,883,1,6,636,1853,4,1,124,8,6,2,201,30,2,0,267,2,1,32,1,0,1,2,5,1,0,2,2,4,2,0,0
ES_28027,Buitrago del Lozoya,1287,713,13,7,2,1,5,3,227,0,0,74,278,0,0,14,5,0,0,30,4,0,0,43,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0
ES_28028,Bustarviejo,2130,1274,6,8,2,1,7,23,353,0,8,89,373,0,0,179,4,5,1,146,17,1,0,42,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0
ES_28029,Cabanillas de la Sierra,708,426,4,1,1,1,7,2,96,0,2,51,156,0,0,35,0,0,0,33,6,0,0,22,0,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0
ES_28030,"Cabrera, La",2072,1162,20,9,3,0,6,7,329,0,1,123,395,0,4,72,3,0,1,98,11,0,0,54,0,5,12,0,0,0,4,1,0,0,0,2,1,1,0,0
ES_28031,Cadalso de los Vidrios,2379,1147,8,7,2,0,1,1,393,0,1,126,475,1,0,43,2,3,0,30,3,0,0,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_28032,Camarma de Esteruelas,5697,2814,25,23,2,5,16,8,732,1,2,469,1006,1,0,70,2,3,1,136,29,0,0,242,4,1,22,2,2,2,3,4,0,0,0,0,0,1,0,0
ES_28033,Campo Real,4732,2197,15,12,2,0,9,1,479,2,2,328,1032,1,1,40,2,0,0,68,17,1,0,155,1,0,18,3,0,0,1,3,1,0,0,0,3,0,0,0
ES_28034,Canencia,400,250,2,2,0,0,1,1,59,0,0,37,107,0,0,13,0,1,0,12,1,0,0,10,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_28035,Carabaña,1611,758,8,7,1,0,2,1,248,1,2,96,283,0,0,31,0,0,0,40,3,0,0,27,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ES_28036,Casarrubuelos,3080,1522,9,7,6,0,8,6,371,0,1,223,482,2,1,74,6,3,1,117,15,0,0,175,1,0,6,1,1,1,0,4,0,1,0,0,0,0,0,0
ES_28037,Cenicientos,1667,912,8,0,0,0,7,0,388,0,1,118,318,0,0,18,0,0,0,20,3,1,0,27,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_28038,Cercedilla,5650,3242,38,27,13,0,22,14,1030,0,14,310,1108,3,2,204,11,2,4,219,29,1,1,136,0,4,28,7,2,1,1,4,2,0,0,0,3,2,0,0
ES_28039,Cervera de Buitrago,146,79,2,6,0,0,1,0,37,0,0,9,19,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_28040,Ciempozuelos,18011,7567,64,37,12,1,49,27,2274,2,3,1037,2506,8,2,355,7,8,3,470,71,4,0,510,2,7,58,12,3,1,6,14,4,0,4,3,2,1,0,0
ES_28041,Cobeña,5268,3039,28,24,5,1,13,7,629,1,4,480,1267,0,0,97,1,2,0,122,22,2,0,270,1,4,36,3,2,2,1,7,0,0,4,0,2,2,0,0
ES_28042,Colmenar del Arroyo,1478,830,1,2,1,0,3,1,187,0,0,113,351,3,1,48,4,1,0,52,9,1,0,46,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0
ES_28043,Colmenar de Oreja,6726,2724,37,13,4,1,11,2,757,2,2,460,1065,1,0,73,3,2,3,86,20,0,0,153,3,0,10,3,1,0,0,10,0,1,0,0,1,0,0,0
ES_28044,Colmenarejo,7036,3873,26,22,16,3,21,13,1001,0,5,435,1495,5,3,181,11,8,1,279,40,3,0,244,0,7,32,1,1,3,1,5,0,1,3,0,4,3,0,0
ES_28045,Colmenar Viejo,39586,22347,187,156,75,10,153,47,5726,4,30,2588,9057,31,18,869,47,21,6,1380,180,11,3,1336,6,49,237,17,11,9,6,26,7,6,4,10,20,4,0,0
ES_28046,Collado Mediano,5436,3237,14,14,11,1,16,13,794,0,9,338,1285,6,0,199,5,2,1,210,42,5,0,184,2,14,47,6,2,2,1,7,0,2,3,0,2,0,0,0
ES_28047,Collado Villalba,45801,24157,174,151,91,16,148,64,6928,8,50,2725,8938,27,6,1116,41,26,5,1450,234,21,5,1431,10,63,286,18,4,10,12,29,9,1,14,11,16,19,0,0
ES_28048,Corpa,589,341,3,1,0,0,1,1,124,0,0,39,96,1,0,20,1,4,0,31,3,0,0,10,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0
ES_28049,Coslada,57126,31643,187,208,57,13,168,84,11288,9,24,2963,10696,39,12,1545,50,48,20,2091,259,13,6,1308,1,41,295,15,10,10,8,20,6,108,6,3,22,10,0,0
ES_28050,Cubas de la Sagra,4960,2642,19,10,5,2,15,1,561,1,1,437,1058,2,0,82,0,1,0,96,14,1,0,309,0,1,16,1,2,2,0,5,0,0,0,0,0,0,0,0
ES_28051,Chapinería,1849,1069,5,3,2,0,5,6,264,0,9,145,345,0,3,71,8,0,0,84,11,0,0,87,0,3,14,0,0,0,1,0,2,0,0,0,1,0,0,0
ES_28052,Chinchón,4257,2024,22,6,3,1,8,6,473,0,3,384,872,4,0,62,1,3,0,44,10,1,1,98,0,1,12,0,0,2,1,6,0,0,0,0,0,0,0,0
ES_28053,Daganzo de Arriba,7713,4462,23,38,7,4,27,9,1093,1,7,579,1739,7,0,164,5,3,0,285,30,3,1,356,4,6,49,10,1,1,1,5,1,0,0,0,2,1,0,0
ES_28054,"Escorial, El",12979,7493,54,35,33,2,47,23,1907,2,20,1006,2975,7,1,309,16,6,1,424,65,5,0,428,3,14,61,5,3,3,4,17,6,2,3,2,3,1,0,0
ES_28055,Estremera,1070,515,4,2,0,0,3,0,183,0,0,57,218,0,0,8,0,0,0,7,0,1,0,25,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0
