gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,NEOS,JETZT,GRÜNE,KPÖ,WANDL,BZÖ,BIER,CPÖ,GILT,SLP
AT_31110,Irnfritz-Messern,1187,865,14,0,548,92,157,22,6,25,1,0,0,0,0,0,0
AT_31111,Japons,599,452,6,0,313,27,56,22,7,19,1,1,0,0,0,0,0
AT_31113,Langau,579,415,6,0,256,61,60,14,2,16,0,0,0,0,0,0,0
AT_31114,Meiseldorf,758,502,4,0,282,78,87,20,6,21,2,2,0,0,0,0,0
AT_31117,Pernegg,602,455,9,0,284,39,82,19,2,18,2,0,0,0,0,0,0
AT_31119,Röhrenbach,443,328,8,0,227,17,58,5,0,13,0,0,0,0,0,0,0
AT_31120,Röschitz,892,651,12,0,386,107,71,35,6,28,4,2,0,0,0,0,0
AT_31121,Rosenburg-Mold,672,467,8,0,266,47,87,21,6,28,2,2,0,0,0,0,0
AT_31123,Sankt Bernhard-Frauenhofen,1054,784,12,0,514,67,89,44,6,48,3,1,0,0,0,0,0
AT_31124,Sigmundsherberg,1369,933,20,0,432,252,143,26,8,47,1,4,0,0,0,0,0
AT_31129,Weitersfeld,1311,991,16,0,691,76,106,36,15,48,3,0,0,0,0,0,0
AT_31130,Straning-Grafenberg,605,433,8,0,248,82,45,9,1,35,1,4,0,0,0,0,0
AT_31199,Wahlkarten - Horn,0,3516,44,0,1694,566,427,271,44,429,12,29,0,0,0,0,0
AT_31201,Bisamberg,3666,2482,29,0,1024,384,228,357,62,388,4,6,0,0,0,0,0
AT_31202,Enzersfeld im Weinviertel,1389,991,15,0,471,178,125,96,20,79,7,0,0,0,0,0,0
AT_31203,Ernstbrunn,2594,1752,26,0,970,218,258,97,23,145,8,7,0,0,0,0,0
AT_31204,Großmugl,1323,963,12,0,546,93,150,71,9,77,4,1,0,0,0,0,0
AT_31205,Großrußbach,1757,1296,25,0,687,152,170,89,22,141,5,5,0,0,0,0,0
AT_31206,Hagenbrunn,1661,1149,8,0,529,190,191,98,27,98,5,3,0,0,0,0,0
AT_31207,Harmannsdorf,3225,2339,30,0,1072,331,381,211,32,269,9,4,0,0,0,0,0
AT_31208,Hausleiten,2939,2110,31,0,1042,300,352,157,34,166,16,12,0,0,0,0,0
AT_31213,Korneuburg,9774,6368,75,0,2352,1263,873,661,130,951,36,27,0,0,0,0,0
AT_31214,Langenzersdorf,6357,4281,31,0,1699,651,501,515,114,724,32,14,0,0,0,0,0
AT_31215,Leitzersdorf,992,702,14,0,350,86,113,60,13,60,6,0,0,0,0,0,0
AT_31216,Leobendorf,3867,2781,32,0,1208,514,342,298,40,330,9,8,0,0,0,0,0
AT_31224,Rußbach,1136,816,16,0,441,113,134,46,7,53,4,2,0,0,0,0,0
AT_31226,Sierndorf,3166,2219,19,0,1118,315,323,193,38,197,11,5,0,0,0,0,0
AT_31227,Spillern,1846,1244,16,0,414,342,208,88,20,146,6,4,0,0,0,0,0
AT_31228,Stetteldorf am Wagram,823,628,9,0,333,88,100,47,3,44,1,3,0,0,0,0,0
AT_31229,Stetten,1067,740,13,0,270,174,136,73,10,62,1,1,0,0,0,0,0
AT_31230,Stockerau,12593,8050,112,0,3029,1770,1256,569,152,1072,49,41,0,0,0,0,0
AT_31234,Niederhollabrunn,1242,904,11,0,450,119,156,50,16,97,1,4,0,0,0,0,0
AT_31235,Gerasdorf bei Wien,8541,5757,47,0,2090,1265,1137,441,120,598,30,29,0,0,0,0,0
AT_31299,Wahlkarten - Korneuburg,0,9225,98,0,3671,1586,1059,1063,135,1513,40,60,0,0,0,0,0
AT_31301,Aggsbach,536,357,18,0,141,102,46,14,5,26,2,3,0,0,0,0,0
AT_31302,Albrechtsberg an der Großen Krems,862,628,12,0,330,110,102,28,5,38,2,1,0,0,0,0,0
AT_31303,Bergern im Dunkelsteinerwald,1056,792,18,0,389,125,138,48,12,61,0,1,0,0,0,0,0
AT_31304,Dürnstein,700,515,14,0,298,78,47,42,1,34,1,0,0,0,0,0,0
AT_31308,Grafenegg,2460,1837,27,0,898,274,273,120,41,187,10,7,0,0,0,0,0
AT_31309,Furth bei Göttweig,2335,1651,27,0,728,325,201,128,32,192,11,7,0,0,0,0,0
AT_31310,Gedersdorf,1757,1335,24,0,586,288,259,62,21,87,6,2,0,0,0,0,0
AT_31311,Gföhl,3161,2250,60,0,1141,345,411,98,24,151,15,5,0,0,0,0,0
AT_31315,Hadersdorf-Kammern,1608,1179,29,0,481,230,201,83,25,124,3,3,0,0,0,0,0
AT_31319,Jaidhof,939,721,18,0,400,89,109,32,9,58,2,4,0,0,0,0,0
AT_31321,Krumau am Kamp,637,472,11,0,250,77,89,12,5,24,1,3,0,0,0,0,0
AT_31322,Langenlois,6107,4221,65,0,1947,544,778,325,52,483,13,14,0,0,0,0,0
AT_31323,Lengenfeld,1128,902,12,0,406,170,153,75,6,77,2,1,0,0,0,0,0
AT_31324,Lichtenau im Waldviertel,1705,1219,28,0,749,115,215,52,7,42,9,2,0,0,0,0,0
AT_31326,Maria Laach am Jauerling,759,585,9,0,339,69,83,40,5,35,3,2,0,0,0,0,0
AT_31327,Mautern an der Donau,2862,1940,35,0,896,289,275,167,22,243,9,4,0,0,0,0,0
AT_31330,Mühldorf,1112,820,18,0,429,168,102,54,4,40,1,4,0,0,0,0,0
AT_31333,Paudorf,2087,1472,16,0,552,412,250,86,14,131,4,7,0,0,0,0,0
AT_31336,Rastenfeld,1262,926,30,0,516,87,182,50,10,45,2,4,0,0,0,0,0
AT_31337,Rohrendorf bei Krems,1622,1244,14,0,556,207,180,100,15,161,6,5,0,0,0,0,0
AT_31338,Rossatz-Arnsdorf,908,654,9,0,356,111,55,56,8,57,1,1,0,0,0,0,0
AT_31340,Sankt Leonhard am Hornerwald,913,679,12,0,409,55,119,19,11,47,5,2,0,0,0,0,0
AT_31343,Senftenberg,1590,1128,18,0,515,222,180,80,16,89,2,6,0,0,0,0,0
AT_31344,Spitz,1321,911,19,0,539,109,111,60,9,59,3,2,0,0,0,0,0
AT_31346,Straß im Straßertale,1349,1001,17,0,518,118,164,71,16,89,3,5,0,0,0,0,0
AT_31347,Stratzing,695,500,1,0,275,61,55,48,4,53,2,1,0,0,0,0,0
AT_31350,Weinzierl am Walde,1050,758,14,0,475,73,127,34,6,25,1,3,0,0,0,0,0
AT_31351,Weißenkirchen in der Wachau,1208,894,17,0,469,135,93,80,6,88,3,3,0,0,0,0,0
AT_31355,Schönberg am Kamp,1538,1128,12,0,567,111,201,73,9,141,7,7,0,0,0,0,0
AT_31356,Droß,811,608,14,0,242,85,127,60,13,61,2,4,0,0,0,0,0
AT_31399,Wahlkarten - Krems Land,0,5442,50,0,2295,867,654,592,84,845,23,32,0,0,0,0,0
AT_31401,Annaberg,424,252,3,0,146,42,31,13,4,12,1,0,0,0,0,0,0
AT_31402,Eschenau,1033,724,14,0,373,109,109,32,13,68,4,2,0,0,0,0,0
AT_31403,Hainfeld,2959,2000,34,0,823,502,332,105,23,160,13,8,0,0,0,0,0
AT_31404,Hohenberg,1198,828,15,0,273,325,103,35,9,59,6,3,0,0,0,0,0
AT_31405,Kaumberg,831,596,11,0,296,58,150,29,6,39,3,4,0,0,0,0,0
AT_31406,Kleinzell,674,487,7,0,293,51,84,16,9,21,4,2,0,0,0,0,0
AT_31407,Lilienfeld,2006,1312,21,0,531,307,193,86,18,142,9,5,0,0,0,0,0
AT_31408,Mitterbach am Erlaufsee,400,252,1,0,154,40,34,15,2,6,0,0,0,0,0,0,0
AT_31409,Ramsau,646,434,9,0,220,62,71,26,9,34,0,3,0,0,0,0,0
AT_31410,Rohrbach an der Gölsen,1260,908,18,0,413,186,145,49,13,75,5,4,0,0,0,0,0
AT_31411,Sankt Aegyd am Neuwalde,1553,1054,31,0,421,336,142,43,18,56,6,1,0,0,0,0,0
AT_31412,Sankt Veit an der Gölsen,3074,2311,44,0,907,628,363,132,37,175,12,13,0,0,0,0,0
AT_31413,Traisen,2492,1610,30,0,454,589,312,55,30,127,11,2,0,0,0,0,0
AT_31414,Türnitz,1594,1057,8,0,541,198,176,49,11,68,3,3,0,0,0,0,0
AT_31499,Wahlkarten - Lilienfeld,0,2654,28,0,1029,724,284,168,41,340,17,23,0,0,0,0,0
AT_31502,Artstetten-Pöbring,965,673,8,0,397,92,87,44,6,36,1,2,0,0,0,0,0
AT_31503,Bergland,1531,1089,17,0,605,154,189,48,10,59,4,3,0,0,0,0,0
AT_31504,Bischofstetten,983,754,7,0,386,168,93,40,13,45,0,2,0,0,0,0,0
AT_31505,Blindenmarkt,1956,1395,24,0,601,208,373,64,15,89,16,5,0,0,0,0,0
AT_31506,Dorfstetten,475,342,4,0,154,76,85,9,5,7,1,1,0,0,0,0,0
AT_31507,Dunkelsteinerwald,1967,1427,14,0,652,205,317,82,24,109,17,7,0,0,0,0,0
AT_31508,Erlauf,875,613,8,0,296,107,114,26,7,45,4,6,0,0,0,0,0
AT_31509,Golling an der Erlauf,1180,803,31,0,144,337,199,19,10,53,8,2,0,0,0,0,0
AT_31511,Hofamt Priel,1382,963,17,0,460,235,135,33,11,64,5,3,0,0,0,0,0
AT_31513,Hürm,1487,977,28,0,579,85,145,60,10,65,3,2,0,0,0,0,0
AT_31514,Kilb,2076,1478,28,0,777,157,204,111,18,167,11,5,0,0,0,0,0
AT_31515,Kirnberg an der Mank,860,679,6,0,421,46,114,25,10,48,6,3,0,0,0,0,0
AT_31516,Klein-Pöchlarn,833,618,14,0,211,192,104,33,7,46,7,4,0,0,0,0,0
AT_31517,Krummnußbaum,1180,804,10,0,302,210,138,48,15,75,5,1,0,0,0,0,0
AT_31519,Leiben,1099,729,14,0,266,212,143,23,16,46,2,7,0,0,0,0,0
AT_31520,Loosdorf,3029,1952,35,0,659,586,378,115,25,129,12,13,0,0,0,0,0
AT_31521,Mank,2565,1743,21,0,926,197,282,105,11,186,10,5,0,0,0,0,0
AT_31522,Marbach an der Donau,1347,867,29,0,274,251,203,36,13,54,4,3,0,0,0,0,0
AT_31523,Maria Taferl,711,515,12,0,221,103,82,31,11,47,4,4,0,0,0,0,0
AT_31524,Melk,4143,2711,39,0,1159,424,437,224,45,358,16,9,0,0,0,0,0
AT_31525,Münichreith-Laimbach,1356,912,26,0,433,179,190,36,7,28,9,4,0,0,0,0,0
AT_31527,Neumarkt an der Ybbs,1542,1003,17,0,382,235,229,53,6,71,1,9,0,0,0,0,0
AT_31528,Nöchling,828,580,10,0,288,123,84,21,6,44,2,2,0,0,0,0,0
AT_31530,Persenbeug-Gottsdorf,1791,1124,32,0,332,386,216,58,19,76,2,3,0,0,0,0,0
AT_31531,Petzenkirchen,1046,704,22,0,253,185,148,31,3,56,4,2,0,0,0,0,0
AT_31533,Pöchlarn,3030,1776,44,0,645,445,333,94,45,157,11,2,0,0,0,0,0
AT_31534,Pöggstall,2000,1366,31,0,772,185,239,57,7,67,3,5,0,0,0,0,0
AT_31535,Raxendorf,862,668,19,0,372,100,126,23,7,18,0,3,0,0,0,0,0
AT_31537,Ruprechtshofen,1853,1305,28,0,706,118,272,68,18,90,2,3,0,0,0,0,0
AT_31539,Sankt Leonhard am Forst,2483,1739,37,0,831,209,400,97,26,127,6,6,0,0,0,0,0
AT_31540,Sankt Martin-Karlsbach,1379,972,19,0,442,208,163,50,12,70,4,4,0,0,0,0,0
AT_31541,Sankt Oswald,908,628,15,0,378,115,61,29,1,22,4,3,0,0,0,0,0
AT_31542,Schönbühel-Aggsbach,834,586,13,0,272,81,117,42,8,48,3,2,0,0,0,0,0
AT_31543,Schollach,806,574,10,0,252,120,125,23,7,35,2,0,0,0,0,0,0
AT_31546,Weiten,901,531,8,0,313,68,87,19,2,27,7,0,0,0,0,0,0
AT_31549,Ybbs an der Donau,4164,2655,43,0,908,886,441,115,38,203,7,14,0,0,0,0,0
AT_31550,Zelking-Matzleinsdorf,1005,752,10,0,372,120,101,67,10,68,3,1,0,0,0,0,0
AT_31551,Texingtal,1305,952,20,0,588,83,109,55,15,74,1,7,0,0,0,0,0
AT_31552,Yspertal,1640,1032,27,0,426,228,221,61,16,48,1,4,0,0,0,0,0
AT_31553,Emmersdorf an der Donau,1409,906,16,0,407,168,131,54,17,103,4,6,0,0,0,0,0
AT_31599,Wahlkarten - Melk,0,8242,117,0,3179,1778,1112,656,146,1160,38,56,0,0,0,0,0
AT_31601,Altlichtenwarth,627,422,6,0,222,69,87,11,10,12,3,2,0,0,0,0,0
AT_31603,Asparn an der Zaya,1485,1106,13,0,549,199,217,47,12,61,4,4,0,0,0,0,0
AT_31604,Bernhardsthal,1303,942,23,0,463,228,143,37,10,33,1,4,0,0,0,0,0
AT_31605,Bockfließ,1047,816,16,0,360,200,111,53,8,58,5,5,0,0,0,0,0
AT_31606,Drasenhofen,881,605,6,0,379,52,126,23,1,13,2,3,0,0,0,0,0
AT_31608,Falkenstein,404,308,0,0,204,13,24,23,5,37,2,0,0,0,0,0,0
AT_31609,Fallbach,693,479,5,0,327,40,57,22,1,27,0,0,0,0,0,0,0
AT_31611,Gaubitsch,734,560,14,0,367,31,77,34,3,28,4,2,0,0,0,0,0
AT_31612,Gaweinstal,3102,2132,35,0,989,358,442,125,24,146,7,6,0,0,0,0,0
AT_31613,Gnadendorf,967,658,17,0,405,73,80,40,8,34,1,0,0,0,0,0,0
AT_31614,Großebersdorf,1784,1341,28,0,671,184,218,99,34,91,8,8,0,0,0,0,0
AT_31615,Groß-Engersdorf,1125,890,19,0,355,261,122,53,12,64,3,1,0,0,0,0,0
AT_31616,Großharras,957,697,16,0,390,89,128,30,12,28,2,2,0,0,0,0,0
AT_31617,Großkrut,1341,1002,16,0,477,198,202,44,7,44,8,6,0,0,0,0,0
AT_31620,Hausbrunn,683,479,5,0,196,150,79,21,9,12,1,6,0,0,0,0,0
AT_31621,Herrnbaumgarten,765,554,9,0,336,53,94,22,4,34,2,0,0,0,0,0,0
AT_31622,Hochleithen,947,676,6,0,343,153,97,35,9,29,3,1,0,0,0,0,0
AT_31627,Kreuttal,1215,855,18,0,365,182,120,45,19,98,5,3,0,0,0,0,0
AT_31628,Kreuzstetten,1252,857,21,0,321,173,139,63,13,121,3,3,0,0,0,0,0
AT_31629,Laa an der Thaya,5099,3524,64,0,1474,713,733,161,59,286,20,14,0,0,0,0,0
AT_31630,Ladendorf,1876,1272,25,0,587,233,207,65,21,126,6,2,0,0,0,0,0
AT_31633,Mistelbach,9286,6180,100,0,2593,1161,999,477,108,689,24,29,0,0,0,0,0
AT_31634,Neudorf im Weinviertel,1162,835,27,0,345,151,199,35,9,58,9,2,0,0,0,0,0
AT_31636,Niederleis,738,517,11,0,242,92,93,35,4,36,1,3,0,0,0,0,0
AT_31642,Pillichsdorf,930,741,12,0,317,130,84,50,11,129,2,6,0,0,0,0,0
AT_31644,Poysdorf,4364,3037,48,0,1700,425,494,141,28,176,18,7,0,0,0,0,0
AT_31645,Rabensburg,860,523,10,0,163,197,122,6,14,11,0,0,0,0,0,0,0
AT_31646,Schrattenberg,668,478,11,0,299,58,73,21,4,10,2,0,0,0,0,0,0
AT_31649,Staatz,1629,1144,22,0,617,187,204,45,7,57,5,0,0,0,0,0,0
AT_31650,Stronsdorf,1366,1020,15,0,583,93,223,53,7,43,2,1,0,0,0,0,0
AT_31651,Ulrichskirchen-Schleinbach,2098,1578,24,0,661,311,235,105,21,208,9,4,0,0,0,0,0
AT_31652,Unterstinkenbrunn,472,336,7,0,213,30,54,15,2,14,0,1,0,0,0,0,0
AT_31653,Wildendürnbach,1276,925,12,0,596,79,153,36,6,38,2,3,0,0,0,0,0
AT_31654,Wilfersdorf,1731,1238,28,0,607,208,234,62,15,74,3,7,0,0,0,0,0
AT_31655,Wolkersdorf im Weinviertel,5610,3988,59,0,1722,617,415,375,75,690,16,19,0,0,0,0,0
AT_31658,Ottenthal,471,344,5,0,264,25,32,8,0,8,2,0,0,0,0,0,0
AT_31699,Wahlkarten - Mistelbach,0,6813,56,0,2911,1112,963,649,112,923,43,44,0,0,0,0,0
AT_31701,Achau,1066,703,9,0,216,172,116,76,9,101,2,2,0,0,0,0,0
AT_31702,Biedermannsdorf,2444,1709,14,0,661,286,267,208,43,206,11,13,0,0,0,0,0
AT_31703,Breitenfurt bei Wien,4666,3257,17,0,1229,595,336,438,91,521,13,17,0,0,0,0,0
AT_31704,Brunn am Gebirge,8746,5916,50,0,2016,1114,748,798,131,986,36,37,0,0,0,0,0
AT_31706,Gaaden,1302,956,11,0,390,133,84,163,18,151,3,3,0,0,0,0,0
AT_31707,Gießhübl,1749,1182,5,0,478,153,104,215,31,191,0,5,0,0,0,0,0
AT_31709,Gumpoldskirchen,2892,2024,13,0,739,295,264,268,50,375,11,9,0,0,0,0,0
AT_31710,Guntramsdorf,6840,4712,54,0,1594,1095,805,468,105,544,25,22,0,0,0,0,0
AT_31711,Hennersdorf,1254,944,7,0,365,207,143,72,17,122,9,2,0,0,0,0,0
AT_31712,Hinterbrühl,2946,1949,13,0,822,257,208,287,34,309,8,11,0,0,0,0,0
AT_31713,Kaltenleutgeben,2588,1793,15,0,617,372,276,206,47,244,11,5,0,0,0,0,0
AT_31714,Laab im Walde,896,594,7,0,245,79,43,67,15,134,2,2,0,0,0,0,0
AT_31715,Laxenburg,2149,1398,13,0,635,217,146,165,35,172,10,5,0,0,0,0,0
AT_31716,Maria Enzersdorf,6542,4100,22,0,1635,479,371,594,111,865,11,12,0,0,0,0,0
AT_31717,Mödling,14930,9283,75,0,3129,1664,1001,1217,195,1894,52,56,0,0,0,0,0
AT_31718,Münchendorf,2269,1557,15,0,600,318,253,168,33,150,8,12,0,0,0,0,0
AT_31719,Perchtoldsdorf,11762,7815,58,0,3101,971,802,1211,181,1420,37,34,0,0,0,0,0
AT_31723,Vösendorf,5348,3369,41,0,1069,836,653,324,84,329,20,13,0,0,0,0,0
AT_31725,Wiener Neudorf,7163,4822,46,0,1549,1186,714,465,149,654,33,26,0,0,0,0,0
AT_31726,Wienerwald,2250,1703,18,0,711,268,274,166,40,216,4,6,0,0,0,0,0
AT_31799,Wahlkarten - Mödling,0,13694,79,0,4949,2185,1157,2195,270,2720,61,78,0,0,0,0,0
AT_31801,Altendorf,285,206,3,0,137,12,32,7,2,10,3,0,0,0,0,0,0
AT_31802,Aspang-Markt,1528,1044,17,0,495,198,184,62,12,72,2,2,0,0,0,0,0
AT_31803,Aspangberg-Sankt Peter,1545,1089,23,0,622,118,208,50,19,44,3,2,0,0,0,0,0
AT_31804,Breitenau,1274,927,10,0,337,263,189,61,12,47,0,8,0,0,0,0,0
AT_31805,Breitenstein,258,152,2,0,63,28,34,6,1,18,0,0,0,0,0,0,0
AT_31806,Buchbach,293,220,5,0,96,63,25,11,0,16,1,3,0,0,0,0,0
AT_31807,Edlitz,746,529,9,0,285,73,82,28,4,46,0,2,0,0,0,0,0
AT_31808,Enzenreith,1593,1119,19,0,450,222,227,71,9,109,11,1,0,0,0,0,0
AT_31809,Feistritz am Wechsel,870,646,9,0,352,80,129,35,5,29,5,2,0,0,0,0,0
AT_31810,Gloggnitz,4595,3006,44,0,1076,691,669,167,54,250,32,23,0,0,0,0,0
AT_31811,Grafenbach-Sankt Valentin,1768,1284,29,0,419,383,265,71,25,85,3,4,0,0,0,0,0
AT_31812,Grimmenstein,1111,776,18,0,352,165,138,40,11,49,1,2,0,0,0,0,0
AT_31813,Grünbach am Schneeberg,1226,825,9,0,280,265,144,35,18,69,2,3,0,0,0,0,0
AT_31814,Kirchberg am Wechsel,2021,1428,29,0,776,114,294,87,13,108,3,4,0,0,0,0,0
AT_31815,Mönichkirchen,520,334,5,0,187,37,61,19,7,13,2,3,0,0,0,0,0
AT_31817,Natschbach-Loipersbach,1393,964,22,0,449,148,189,49,12,85,5,5,0,0,0,0,0
AT_31818,Neunkirchen,8932,5431,87,0,1777,1547,1033,281,111,534,34,27,0,0,0,0,0
AT_31820,Otterthal,486,349,3,0,156,68,87,16,1,17,1,0,0,0,0,0,0
AT_31821,Payerbach,1651,1054,22,0,411,238,203,54,31,80,8,7,0,0,0,0,0
AT_31823,Pitten,2276,1476,29,0,572,298,288,108,30,139,6,6,0,0,0,0,0
AT_31825,Prigglitz,359,243,0,0,120,35,53,10,7,17,1,0,0,0,0,0,0
AT_31826,Puchberg am Schneeberg,2229,1568,28,0,583,409,313,82,30,105,6,12,0,0,0,0,0
AT_31827,Raach am Hochgebirge,240,191,2,0,115,25,39,1,2,7,0,0,0,0,0,0,0
AT_31829,Reichenau an der Rax,2068,1406,21,0,586,325,248,70,27,113,12,4,0,0,0,0,0
AT_31830,Sankt Corona am Wechsel,311,207,3,0,127,5,53,3,2,13,0,1,0,0,0,0,0
AT_31831,Sankt Egyden am Steinfeld,1582,1111,10,0,478,201,221,88,16,88,4,5,0,0,0,0,0
AT_31832,Scheiblingkirchen-Thernberg,1571,1089,11,0,591,140,169,70,10,91,5,2,0,0,0,0,0
AT_31833,Schottwien,525,344,14,0,155,65,72,11,5,18,4,0,0,0,0,0,0
AT_31834,Schrattenbach,305,213,5,0,102,27,41,16,5,16,0,1,0,0,0,0,0
AT_31835,Schwarzau am Steinfelde,1539,1075,20,0,384,274,239,62,18,66,7,5,0,0,0,0,0
AT_31836,Schwarzau im Gebirge,490,354,23,0,141,72,79,15,6,14,4,0,0,0,0,0,0
AT_31837,Seebenstein,1183,795,26,0,301,171,165,52,10,67,2,1,0,0,0,0,0
AT_31838,Semmering,409,242,5,0,108,44,48,19,4,13,1,0,0,0,0,0,0
AT_31839,Ternitz,11346,7631,155,0,2284,2420,1491,410,154,625,63,29,0,0,0,0,0
AT_31840,Thomasberg,1041,777,13,0,416,110,173,23,10,32,0,0,0,0,0,0,0
AT_31841,Trattenbach,439,316,10,0,171,29,84,12,3,5,1,1,0,0,0,0,0
AT_31842,Bürg-Vöstenhof,132,106,1,0,51,22,23,2,0,7,0,0,0,0,0,0,0
AT_31843,Warth,1248,934,13,0,531,112,141,46,8,77,2,4,0,0,0,0,0
AT_31844,Wartmannstetten,1346,1070,11,0,557,165,174,65,17,71,6,4,0,0,0,0,0
AT_31845,Willendorf,784,525,10,0,202,85,106,32,20,65,5,0,0,0,0,0,0
AT_31846,Wimpassing im Schwarzatale,1169,757,14,0,172,295,167,26,10,52,16,5,0,0,0,0,0
AT_31847,Würflach,1303,875,12,0,364,190,142,54,19,82,3,9,0,0,0,0,0
AT_31848,Zöbern,1181,894,11,0,543,96,146,45,8,40,5,0,0,0,0,0,0
AT_31849,Höflein an der Hohen Wand,732,532,7,0,177,158,89,33,10,55,0,3,0,0,0,0,0
AT_31899,Wahlkarten - Neunkirchen,0,7540,67,0,2917,1684,1156,601,118,909,37,51,0,0,0,0,0
AT_31901,Altlengbach,2364,1628,22,0,687,273,309,122,31,165,7,12,0,0,0,0,0
AT_31902,Asperhofen,1722,1215,17,0,590,105,275,98,21,97,8,4,0,0,0,0,0
AT_31903,Böheimkirchen,3980,2988,68,0,1187,566,527,198,54,364,13,11,0,0,0,0,0
AT_31904,Brand-Laaben,983,666,11,0,306,89,132,41,11,69,4,3,0,0,0,0,0
AT_31905,Eichgraben,3476,2402,29,0,867,367,304,249,63,500,11,12,0,0,0,0,0
AT_31906,Frankenfels,1599,1253,32,0,679,222,191,44,6,74,2,3,0,0,0,0,0
AT_31907,Gerersdorf,768,570,12,0,308,94,60,33,10,47,1,5,0,0,0,0,0
AT_31909,Hofstetten-Grünau,2146,1644,32,0,840,226,283,112,16,122,7,6,0,0,0,0,0
AT_31910,Hafnerbach,1359,1048,16,0,479,171,170,78,12,110,4,8,0,0,0,0,0
AT_31911,Haunoldstein,916,663,8,0,283,139,123,38,20,49,3,0,0,0,0,0,0
AT_31912,Herzogenburg,5981,3965,54,0,1349,1111,740,205,62,409,25,10,0,0,0,0,0
AT_31913,Inzersdorf-Getzersdorf,1244,899,16,0,393,164,163,59,17,79,6,2,0,0,0,0,0
AT_31915,Kapelln,1103,817,13,0,433,88,145,51,7,71,5,4,0,0,0,0,0
AT_31916,Karlstetten,1779,1309,22,0,579,240,227,82,25,118,13,3,0,0,0,0,0
AT_31917,Kasten bei Böheimkirchen,1123,897,17,0,397,122,117,100,19,112,10,3,0,0,0,0,0
AT_31918,Kirchberg an der Pielach,2624,1884,45,0,937,281,280,98,25,198,12,8,0,0,0,0,0
AT_31919,Kirchstetten,1768,1140,22,0,477,201,182,96,26,124,5,7,0,0,0,0,0
AT_31920,Loich,507,357,6,0,188,61,59,8,5,25,1,4,0,0,0,0,0
AT_31921,Maria-Anzbach,2374,1628,22,0,637,261,235,134,36,284,8,11,0,0,0,0,0
AT_31922,Markersdorf-Haindorf,1621,1228,12,0,564,213,222,63,18,119,10,7,0,0,0,0,0
AT_31923,Michelbach,717,551,13,0,318,36,91,51,5,31,5,1,0,0,0,0,0
AT_31925,Neidling,1189,882,12,0,421,154,114,65,13,97,4,2,0,0,0,0,0
AT_31926,Neulengbach,6417,4077,52,0,1708,629,635,341,89,584,25,14,0,0,0,0,0
AT_31927,Neustift-Innermanzing,1249,819,12,0,343,138,151,70,14,80,3,8,0,0,0,0,0
AT_31928,Nußdorf ob der Traisen,1474,1122,26,0,550,176,184,72,11,92,6,5,0,0,0,0,0
AT_31929,Ober-Grafendorf,3602,2599,42,0,1001,661,421,171,42,238,11,12,0,0,0,0,0
AT_31930,Obritzberg-Rust,1872,1382,22,0,688,184,240,107,17,111,7,6,0,0,0,0,0
AT_31932,Prinzersdorf,1238,837,12,0,335,163,131,60,21,109,4,2,0,0,0,0,0
AT_31934,Pyhra,2812,2050,38,0,978,285,348,151,36,188,11,15,0,0,0,0,0
AT_31935,Rabenstein an der Pielach,2044,1500,38,0,738,273,242,76,19,105,3,6,0,0,0,0,0
AT_31938,Sankt Margarethen an der Sierning,855,625,11,0,344,93,87,30,8,48,2,2,0,0,0,0,0
AT_31939,Schwarzenbach an der Pielach,321,246,3,0,141,49,44,2,1,2,1,3,0,0,0,0,0
AT_31940,Statzendorf,1108,766,16,0,305,210,126,47,8,43,6,5,0,0,0,0,0
AT_31941,Stössing,653,443,9,0,228,48,78,30,12,32,3,3,0,0,0,0,0
AT_31943,Traismauer,4722,3394,95,0,1191,864,643,199,60,315,23,4,0,0,0,0,0
AT_31945,Weinburg,1140,829,21,0,309,238,137,51,8,60,3,2,0,0,0,0,0
AT_31946,Perschling,1122,835,16,0,460,59,169,67,9,47,4,4,0,0,0,0,0
AT_31947,Wilhelmsburg,5069,3430,44,0,1138,985,612,195,63,355,26,12,0,0,0,0,0
AT_31948,Wölbling,2007,1444,28,0,575,338,237,96,18,138,4,10,0,0,0,0,0
AT_31949,Gablitz,3769,2366,25,0,907,407,321,249,55,386,8,8,0,0,0,0,0
AT_31950,Mauerbach,2832,1944,22,0,784,305,206,227,59,323,9,9,0,0,0,0,0
AT_31951,Pressbaum,5662,3642,38,0,1268,565,519,438,86,680,23,25,0,0,0,0,0
AT_31952,Purkersdorf,6998,4397,53,0,1317,823,553,551,135,932,15,18,0,0,0,0,0
AT_31953,Tullnerbach,2087,1389,12,0,561,202,140,143,42,279,4,6,0,0,0,0,0
AT_31954,Wolfsgraben,1301,931,12,0,367,128,143,95,17,153,8,8,0,0,0,0,0
AT_31999,Wahlkarten - Sankt Pölten Land,0,12500,109,0,4505,2294,1326,1384,235,2495,63,89,0,0,0,0,0
AT_32001,Gaming,2500,1713,37,0,659,559,232,87,24,100,7,8,0,0,0,0,0
AT_32002,Göstling an der Ybbs,1683,1242,12,0,671,240,161,68,10,69,6,5,0,0,0,0,0
AT_32003,Gresten,1582,1061,19,0,485,221,134,71,11,100,11,9,0,0,0,0,0
AT_32004,Gresten-Land,1193,873,14,0,588,62,112,36,4,48,6,3,0,0,0,0,0
