gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,NEOS,JETZT,GRÜNE,KPÖ,WANDL,BZÖ,BIER,CPÖ,GILT,SLP
AT_20643,Lurnfeld,2214,1291,23,0,426,304,326,84,14,104,6,4,0,0,0,0,0
AT_20644,Reißeck,1778,1137,20,0,351,329,279,47,18,87,2,2,2,0,0,0,0
AT_20699,Wahlkarten - Spittal an der Drau,0,7840,76,0,2761,1739,1402,727,111,944,29,41,10,0,0,0,0
AT_20701,Afritz am See,1196,725,17,0,166,232,206,41,12,41,5,3,2,0,0,0,0
AT_20702,Arnoldstein,5215,3242,65,0,995,1148,651,137,36,180,10,15,5,0,0,0,0
AT_20703,Arriach,1133,657,17,0,204,128,224,37,7,37,2,1,0,0,0,0,0
AT_20705,Bad Bleiberg,1798,1010,19,0,258,382,196,49,21,64,12,7,2,0,0,0,0
AT_20707,Feistritz an der Gail,503,336,6,0,154,80,56,8,4,27,0,0,1,0,0,0,0
AT_20708,Feld am See,889,552,14,0,196,120,154,35,5,23,2,3,0,0,0,0,0
AT_20710,Ferndorf,1762,1160,26,0,315,340,312,57,20,72,10,5,3,0,0,0,0
AT_20711,Finkenstein am Faaker See,7036,4459,85,0,1579,1170,795,331,88,372,14,22,3,0,0,0,0
AT_20712,Fresach,1024,713,20,0,189,185,216,42,6,47,4,1,3,0,0,0,0
AT_20713,Hohenthurn,646,422,6,0,167,134,55,27,2,27,3,0,1,0,0,0,0
AT_20719,Nötsch im Gailtal,1839,1231,18,0,401,364,247,81,19,85,11,4,1,0,0,0,0
AT_20720,Paternion,4773,3086,74,0,1075,845,614,175,49,215,24,13,2,0,0,0,0
AT_20721,Rosegg,1485,913,22,0,300,226,199,58,18,81,4,5,0,0,0,0,0
AT_20722,Sankt Jakob im Rosental,3440,2119,31,0,580,836,318,94,40,200,9,8,3,0,0,0,0
AT_20723,Stockenboi,1309,876,33,0,269,206,257,44,6,49,5,6,1,0,0,0,0
AT_20724,Treffen am Ossiachersee,3606,2071,41,0,669,464,464,168,35,195,17,13,5,0,0,0,0
AT_20725,Velden am Wörther See,6947,4130,69,0,1516,989,759,299,86,364,20,17,11,0,0,0,0
AT_20726,Weißenstein,2438,1614,25,0,469,506,358,94,25,119,10,6,2,0,0,0,0
AT_20727,Wernberg,4354,2780,50,0,899,735,623,168,48,223,10,16,8,0,0,0,0
AT_20799,Wahlkarten - Villach-Land,0,5963,68,0,1840,1616,930,488,76,874,22,43,6,0,0,0,0
AT_20801,Bleiburg,3019,1837,38,0,694,557,269,67,34,154,13,5,6,0,0,0,0
AT_20802,Diex,631,447,14,0,161,107,119,12,5,25,2,1,1,0,0,0,0
AT_20803,Eberndorf,4710,2894,55,0,987,946,541,112,39,176,18,10,10,0,0,0,0
AT_20804,Eisenkappel-Vellach,1796,1157,30,0,314,515,129,43,37,71,14,1,3,0,0,0,0
AT_20805,Feistritz ob Bleiburg,1704,1137,34,0,357,334,190,67,19,124,4,5,3,0,0,0,0
AT_20806,Gallizien,1434,946,25,0,393,256,152,33,10,66,6,2,3,0,0,0,0
AT_20807,Globasnitz,1289,821,24,0,217,271,133,37,8,118,6,5,2,0,0,0,0
AT_20808,Griffen,2776,1797,40,0,812,369,370,74,17,98,4,7,6,0,0,0,0
AT_20810,Neuhaus,868,490,10,0,193,118,110,22,4,25,5,1,2,0,0,0,0
AT_20812,Ruden,1241,768,31,0,259,261,152,20,10,31,1,0,3,0,0,0,0
AT_20813,Sankt Kanzian am Klopeiner See,3453,2159,41,0,801,547,374,147,35,187,11,11,5,0,0,0,0
AT_20815,Sittersdorf,1628,982,25,0,305,341,147,36,22,98,2,3,3,0,0,0,0
AT_20817,Völkermarkt,8685,5323,115,0,1851,1592,997,292,62,352,18,21,23,0,0,0,0
AT_20899,Wahlkarten - Völkermarkt,0,3577,30,0,1255,1037,431,231,66,494,17,13,3,0,0,0,0
AT_20901,Bad Sankt Leonhard im Lavanttal,3582,2284,29,0,903,628,470,106,23,106,9,6,4,0,0,0,0
AT_20905,Frantschach-Sankt Gertraud,2030,1290,23,0,530,343,284,38,13,44,9,3,3,0,0,0,0
AT_20909,Lavamünd,2392,1486,28,0,487,481,368,47,16,47,8,1,3,0,0,0,0
AT_20911,Preitenegg,782,537,5,0,251,98,140,19,4,14,0,4,2,0,0,0,0
AT_20912,Reichenfels,1494,1002,23,0,420,240,207,46,9,54,2,1,0,0,0,0,0
AT_20913,Sankt Andrä,8237,4972,89,0,1730,1297,1358,207,44,205,17,16,9,0,0,0,0
AT_20914,Sankt Georgen im Lavanttal,1652,1052,29,0,339,274,329,22,8,40,2,3,6,0,0,0,0
AT_20918,Sankt Paul im Lavanttal,2727,1671,23,0,605,403,444,82,14,92,3,1,4,0,0,0,0
AT_20923,Wolfsberg,20143,12317,253,0,4561,3157,2525,663,154,895,47,30,32,0,0,0,0
AT_20999,Wahlkarten - Wolfsberg,0,3984,42,0,1380,1091,660,261,62,453,17,10,8,0,0,0,0
AT_21001,Albeck,791,488,13,0,159,85,178,24,6,22,1,0,0,0,0,0,0
AT_21002,Feldkirchen in Kärnten,11446,6609,126,0,2248,1557,1602,421,89,483,29,34,20,0,0,0,0
AT_21003,Glanegg,1539,883,15,0,276,302,168,46,17,53,3,1,2,0,0,0,0
AT_21004,Gnesau,824,533,11,0,190,121,145,31,12,22,1,0,0,0,0,0,0
AT_21005,Himmelberg,1845,1151,34,0,430,216,323,67,16,51,7,5,2,0,0,0,0
AT_21006,Ossiach,576,356,8,0,135,45,90,29,9,33,5,2,0,0,0,0,0
AT_21007,Reichenau,1431,866,25,0,314,225,223,40,4,26,2,5,2,0,0,0,0
AT_21008,Sankt Urban,1191,691,11,0,229,140,246,20,8,34,2,0,1,0,0,0,0
AT_21009,Steindorf am Ossiacher See,2952,1734,28,0,625,381,407,107,25,133,17,10,1,0,0,0,0
AT_21010,Steuerberg,1320,771,16,0,339,156,177,35,11,33,1,2,1,0,0,0,0
AT_21099,Wahlkarten - Feldkirchen,0,2792,28,0,950,672,497,254,40,316,12,21,2,0,0,0,0
AT_2A099,Wahlkarten - Klagenfurt,0,403,6,0,99,70,43,54,17,106,4,3,1,0,0,0,0
AT_2B099,Wahlkarten - Villach,0,339,4,0,86,54,44,51,11,84,3,1,1,0,0,0,0
AT_2C099,Wahlkarten - Kärnten West,0,321,4,0,88,51,32,46,19,76,3,2,0,0,0,0,0
AT_2D099,Wahlkarten - Kärnten Ost,0,282,1,0,85,48,34,36,9,66,1,2,0,0,0,0,0
AT_30099,Wahlkarten - Niederösterreich (ungültig nicht zuordenbar),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_30101,Krems an der Donau,18070,11430,159,0,4401,2478,1779,852,208,1406,87,60,0,0,0,0,0
AT_30199,Wahlkarten - Krems an der Donau Stadt,0,2273,13,0,862,372,235,275,41,447,18,10,0,0,0,0,0
AT_30201,Sankt Pölten,39559,25632,387,0,7929,7449,3963,1731,548,3284,194,147,0,0,0,0,0
AT_30299,Wahlkarten - Sankt Pölten Stadt,0,4444,39,0,1287,1306,488,445,88,725,32,34,0,0,0,0,0
AT_30301,Waidhofen an der Ybbs,8910,6067,99,0,2814,976,776,441,126,783,27,25,0,0,0,0,0
AT_30399,Wahlkarten - Waidhofen an der Ybbs Stadt,0,1286,9,0,474,255,104,151,32,243,12,6,0,0,0,0,0
AT_30401,Wiener Neustadt,31417,19229,228,0,5937,4845,4058,1373,415,2115,156,102,0,0,0,0,0
AT_30499,Wahlkarten - Wiener Neustadt Stadt,0,3147,26,0,1079,692,465,280,67,501,20,17,0,0,0,0,0
AT_30501,Allhartsberg,1715,1286,30,0,652,196,176,71,17,138,2,4,0,0,0,0,0
AT_30502,Amstetten,17357,11537,189,0,4016,2882,2207,697,197,1205,78,66,0,0,0,0,0
AT_30503,Ardagger,2819,2164,55,0,1123,243,377,149,30,165,9,13,0,0,0,0,0
AT_30504,Aschbach-Markt,2937,1962,26,0,1008,230,347,129,30,165,8,19,0,0,0,0,0
AT_30506,Behamberg,2686,2022,39,0,859,363,366,118,29,230,7,11,0,0,0,0,0
AT_30507,Biberbach,1838,1392,17,0,765,151,227,77,23,118,8,6,0,0,0,0,0
AT_30508,Ennsdorf,2288,1581,25,0,405,607,270,74,23,169,5,3,0,0,0,0,0
AT_30509,Ernsthofen,1862,1282,22,0,523,350,173,73,24,102,4,11,0,0,0,0,0
AT_30510,Ertl,1020,725,16,0,442,46,153,27,6,31,3,1,0,0,0,0,0
AT_30511,Euratsfeld,2115,1719,29,0,1002,144,252,122,12,145,9,4,0,0,0,0,0
AT_30512,Ferschnitz,1467,1088,16,0,612,93,180,60,16,104,5,2,0,0,0,0,0
AT_30514,Haag,4513,2970,58,0,1368,533,405,193,52,328,14,19,0,0,0,0,0
AT_30515,Haidershofen,2964,2183,41,0,859,500,373,136,34,217,12,11,0,0,0,0,0
AT_30516,Hollenstein an der Ybbs,1354,972,18,0,507,243,91,42,11,58,2,0,0,0,0,0,0
AT_30517,Kematen an der Ybbs,1931,1408,39,0,461,445,251,62,31,101,9,9,0,0,0,0,0
AT_30520,Neuhofen an der Ybbs,2301,1690,31,0,903,176,302,136,10,122,5,5,0,0,0,0,0
AT_30521,Neustadtl an der Donau,1701,1317,24,0,754,180,226,53,15,57,4,4,0,0,0,0,0
AT_30522,Oed-Oehling,1510,986,18,0,475,116,176,69,14,114,1,3,0,0,0,0,0
AT_30524,Opponitz,695,538,12,0,255,102,79,31,9,46,2,2,0,0,0,0,0
AT_30526,Sankt Georgen am Reith,442,350,2,0,197,62,58,12,2,16,0,1,0,0,0,0,0
AT_30527,Sankt Georgen am Ybbsfelde,2249,1548,17,0,778,220,286,99,8,129,6,5,0,0,0,0,0
AT_30529,Sankt Pantaleon-Erla,2115,1477,33,0,532,400,241,75,13,163,11,9,0,0,0,0,0
AT_30530,Sankt Peter in der Au,4113,2891,62,0,1435,360,483,194,34,298,13,12,0,0,0,0,0
AT_30531,Sankt Valentin,7434,5138,91,0,1494,1632,804,352,89,619,37,20,0,0,0,0,0
AT_30532,Seitenstetten,2680,1919,42,0,928,226,305,127,25,243,11,12,0,0,0,0,0
AT_30533,Sonntagberg,3090,2139,42,0,751,677,321,120,34,178,11,5,0,0,0,0,0
AT_30534,Strengberg,1621,1156,21,0,603,197,173,66,14,75,2,5,0,0,0,0,0
AT_30536,Viehdorf,1074,812,10,0,461,95,133,51,8,48,4,2,0,0,0,0,0
AT_30538,Wallsee-Sindelburg,1721,1078,18,0,510,200,177,62,16,86,7,2,0,0,0,0,0
AT_30539,Weistrach,1848,1315,28,0,738,144,208,73,8,101,7,8,0,0,0,0,0
AT_30541,Winklarn,1371,1010,20,0,446,167,179,80,12,94,7,5,0,0,0,0,0
AT_30542,Wolfsbach,1586,1171,23,0,710,99,177,71,11,71,5,4,0,0,0,0,0
AT_30543,Ybbsitz,2818,2155,23,0,1225,247,306,107,22,201,13,11,0,0,0,0,0
AT_30544,Zeillern,1489,1075,16,0,629,109,172,54,16,71,0,8,0,0,0,0,0
AT_30599,Wahlkarten - Amstetten,0,10486,100,0,4186,2023,1281,945,149,1678,56,68,0,0,0,0,0
AT_30601,Alland,1995,1273,13,0,554,207,230,109,22,131,3,4,0,0,0,0,0
AT_30602,Altenmarkt an der Triesting,1529,1083,17,0,531,166,185,58,26,89,8,3,0,0,0,0,0
AT_30603,Bad Vöslau,8743,5836,80,0,1937,1326,854,541,146,896,29,27,0,0,0,0,0
AT_30604,Baden,18857,12159,128,0,4545,2033,1582,1361,286,2105,73,46,0,0,0,0,0
AT_30605,Berndorf,6427,4120,82,0,1207,1237,806,255,100,402,16,15,0,0,0,0,0
AT_30607,Ebreichsdorf,8168,5355,62,0,1799,1243,1177,408,109,513,20,24,0,0,0,0,0
AT_30608,Enzesfeld-Lindabrunn,3306,2335,49,0,807,582,447,161,62,204,19,4,0,0,0,0,0
AT_30609,Furth an der Triesting,675,516,8,0,304,45,74,28,10,39,6,2,0,0,0,0,0
AT_30612,Günselsdorf,1295,904,17,0,269,302,187,42,17,61,3,6,0,0,0,0,0
AT_30613,Heiligenkreuz,1121,811,10,0,364,96,134,89,19,93,1,5,0,0,0,0,0
AT_30614,Hernstein,1270,1006,13,0,481,163,160,83,27,69,4,6,0,0,0,0,0
AT_30615,Hirtenberg,1639,1099,17,0,259,376,263,47,20,98,15,4,0,0,0,0,0
AT_30616,Klausen-Leopoldsdorf,1358,847,12,0,350,139,189,73,19,62,1,2,0,0,0,0,0
AT_30618,Kottingbrunn,5610,3808,46,0,1317,931,684,291,69,421,32,17,0,0,0,0,0
AT_30620,Leobersdorf,3573,2336,31,0,763,580,445,196,53,236,15,17,0,0,0,0,0
AT_30621,Mitterndorf an der Fischa,1960,1273,23,0,326,397,344,73,23,70,9,8,0,0,0,0,0
AT_30623,Oberwaltersdorf,3445,2224,24,0,881,419,369,235,58,214,10,14,0,0,0,0,0
AT_30625,Pfaffstätten,2642,1931,14,0,727,340,239,206,49,331,13,12,0,0,0,0,0
AT_30626,Pottendorf,5290,3493,52,0,1215,849,750,246,73,281,18,9,0,0,0,0,0
AT_30627,Pottenstein,2163,1431,19,0,473,411,250,85,37,140,9,7,0,0,0,0,0
AT_30629,Reisenberg,1319,947,19,0,360,219,223,55,14,51,3,3,0,0,0,0,0
AT_30631,Schönau an der Triesting,1607,1071,19,0,415,276,163,63,12,114,5,4,0,0,0,0,0
AT_30633,Seibersdorf,1203,869,16,0,412,140,172,53,9,63,2,2,0,0,0,0,0
AT_30635,Sooß,778,569,9,0,286,67,78,42,12,65,1,9,0,0,0,0,0
AT_30636,Tattendorf,1101,850,8,0,372,139,141,91,14,82,2,1,0,0,0,0,0
AT_30637,Teesdorf,1403,1049,16,0,365,315,164,58,22,100,7,2,0,0,0,0,0
AT_30639,Traiskirchen,13405,9462,140,0,2738,2908,1767,686,176,941,59,47,0,0,0,0,0
AT_30641,Trumau,2642,1894,29,0,552,651,349,126,21,153,8,5,0,0,0,0,0
AT_30645,Weissenbach an der Triesting,1298,898,17,0,354,190,172,54,18,76,10,7,0,0,0,0,0
AT_30646,Blumau-Neurißhof,1406,871,12,0,281,203,229,43,20,69,4,10,0,0,0,0,0
AT_30699,Wahlkarten - Baden,0,11644,86,0,4101,2319,1476,1398,209,1931,61,63,0,0,0,0,0
AT_30701,Au am Leithaberge,767,582,12,0,319,63,130,29,6,22,1,0,0,0,0,0,0
AT_30702,Bad Deutsch-Altenburg,1187,803,9,0,327,158,198,30,19,57,5,0,0,0,0,0,0
AT_30703,Berg,492,387,4,0,178,107,49,19,8,21,0,1,0,0,0,0,0
AT_30704,Bruck an der Leitha,5803,3849,41,0,1304,1074,665,234,62,439,16,14,0,0,0,0,0
AT_30706,Enzersdorf an der Fischa,2578,1812,25,0,685,388,391,117,34,151,13,8,0,0,0,0,0
AT_30708,Göttlesbrunn-Arbesthal,1132,863,11,0,483,101,144,65,5,50,0,4,0,0,0,0,0
AT_30709,Götzendorf an der Leitha,1528,1146,24,0,422,311,184,79,27,90,5,4,0,0,0,0,0
AT_30710,Hainburg a.d.Donau,3735,2336,31,0,986,486,485,121,45,159,11,12,0,0,0,0,0
AT_30711,Haslau-Maria Ellend,1475,1029,9,0,410,229,176,83,20,94,6,2,0,0,0,0,0
AT_30712,Höflein,988,750,13,0,391,99,148,42,8,45,3,1,0,0,0,0,0
AT_30713,Hof am Leithaberge,1188,931,16,0,422,163,207,42,12,67,0,2,0,0,0,0,0
AT_30715,Hundsheim,474,374,7,0,146,106,74,9,7,23,1,1,0,0,0,0,0
AT_30716,Mannersdorf am Leithagebirge,2932,2091,36,0,592,718,342,122,34,217,15,15,0,0,0,0,0
AT_30718,Petronell-Carnuntum,955,687,5,0,248,201,110,38,14,61,3,7,0,0,0,0,0
AT_30719,Prellenkirchen,1185,851,12,0,451,139,142,37,13,48,4,5,0,0,0,0,0
AT_30721,Rohrau,1214,879,11,0,368,174,167,58,16,77,5,3,0,0,0,0,0
AT_30722,Scharndorf,927,703,15,0,370,112,92,34,15,64,1,0,0,0,0,0,0
AT_30724,Sommerein,1613,1175,14,0,378,343,250,52,21,98,10,9,0,0,0,0,0
AT_30726,Trautmannsdorf an der Leitha,2353,1658,27,0,728,319,271,114,23,158,9,9,0,0,0,0,0
AT_30728,Wolfsthal,568,424,5,0,215,84,79,15,5,16,2,3,0,0,0,0,0
AT_30729,Ebergassing,2722,1710,20,0,520,508,357,98,34,158,12,3,0,0,0,0,0
AT_30730,Fischamend,4074,2411,38,0,757,557,516,175,61,252,41,14,0,0,0,0,0
AT_30731,Gramatneusiedl,2315,1477,21,0,459,425,267,98,29,166,6,6,0,0,0,0,0
AT_30732,Himberg,5577,3606,56,0,1249,923,709,252,55,336,13,13,0,0,0,0,0
AT_30733,Klein-Neusiedl,632,416,4,0,114,162,76,30,3,21,4,2,0,0,0,0,0
AT_30734,Lanzendorf,1388,897,9,0,292,264,138,72,24,88,3,7,0,0,0,0,0
AT_30735,Leopoldsdorf,3943,2654,27,0,1019,524,451,244,57,314,11,7,0,0,0,0,0
AT_30736,Maria-Lanzendorf,1625,1037,16,0,357,237,231,75,22,90,8,1,0,0,0,0,0
AT_30737,Moosbrunn,1326,927,12,0,384,208,147,53,28,86,3,6,0,0,0,0,0
AT_30738,Rauchenwarth,572,410,14,0,189,68,38,45,10,42,3,1,0,0,0,0,0
AT_30739,Schwadorf,1560,970,17,0,313,311,185,71,11,56,6,0,0,0,0,0,0
AT_30740,Schwechat,12751,7685,104,0,2247,2081,1596,473,158,944,48,34,0,0,0,0,0
AT_30741,Zwölfaxing,1326,856,9,0,276,204,202,53,20,82,5,5,0,0,0,0,0
AT_30799,Wahlkarten - Bruck an der Leitha,0,8074,73,0,2893,1881,1178,758,163,1029,37,62,0,0,0,0,0
AT_30801,Aderklaa,150,109,1,0,67,5,17,5,3,9,2,0,0,0,0,0,0
AT_30802,Andlersdorf,105,74,0,0,42,9,6,8,0,8,0,1,0,0,0,0,0
AT_30803,Angern an der March,2544,1753,19,0,601,561,358,85,24,91,6,8,0,0,0,0,0
AT_30804,Auersthal,1471,1112,13,0,447,293,150,68,22,112,2,5,0,0,0,0,0
AT_30805,Bad Pirawarth,1312,891,16,0,407,211,134,47,11,62,1,2,0,0,0,0,0
AT_30808,Deutsch-Wagram,6618,4368,59,0,1469,928,914,338,98,501,33,28,0,0,0,0,0
AT_30810,Drösing,927,628,5,0,256,175,122,27,9,29,4,1,0,0,0,0,0
AT_30811,Dürnkrut,1800,1232,15,0,449,332,301,53,11,64,3,4,0,0,0,0,0
AT_30812,Ebenthal,686,524,12,0,216,105,119,28,8,35,1,0,0,0,0,0,0
AT_30813,Eckartsau,954,684,7,0,354,103,138,34,9,34,3,2,0,0,0,0,0
AT_30814,Engelhartstetten,1577,1097,12,0,500,214,234,50,17,59,6,5,0,0,0,0,0
AT_30817,Gänserndorf,8239,5295,66,0,1848,1340,1018,331,110,530,25,27,0,0,0,0,0
AT_30819,Glinzendorf,214,147,1,0,60,31,37,5,3,9,1,0,0,0,0,0,0
AT_30821,Groß-Enzersdorf,8484,5518,65,0,2118,1227,976,445,116,528,26,17,0,0,0,0,0
AT_30822,Großhofen,65,56,0,0,41,3,5,4,2,1,0,0,0,0,0,0,0
AT_30824,Groß-Schweinbarth,1016,781,20,0,389,184,97,36,9,44,1,1,0,0,0,0,0
AT_30825,Haringsee,915,652,9,0,329,136,100,31,8,31,6,2,0,0,0,0,0
AT_30826,Hauskirchen,1020,699,12,0,383,116,125,28,9,20,3,3,0,0,0,0,0
AT_30827,Hohenau an der March,2130,1342,17,0,395,520,287,39,18,56,8,2,0,0,0,0,0
AT_30828,Hohenruppersdorf,756,584,9,0,332,86,79,30,6,38,3,1,0,0,0,0,0
AT_30829,Jedenspeigen,916,680,9,0,346,179,84,20,10,26,4,2,0,0,0,0,0
AT_30830,Lassee,2106,1522,20,0,625,305,382,83,27,70,6,4,0,0,0,0,0
AT_30831,Leopoldsdorf im Marchfelde,2089,1457,20,0,504,426,297,70,21,109,8,2,0,0,0,0,0
AT_30834,Mannsdorf an der Donau,271,198,2,0,87,32,41,16,0,20,0,0,0,0,0,0,0
AT_30835,Marchegg,2092,1407,13,0,485,420,310,45,22,87,16,9,0,0,0,0,0
AT_30836,Markgrafneusiedl,719,512,8,0,185,123,118,35,6,31,3,3,0,0,0,0,0
AT_30838,Matzen-Raggendorf,2104,1512,22,0,663,335,249,109,22,99,8,5,0,0,0,0,0
AT_30841,Neusiedl an der Zaya,1002,684,7,0,359,95,154,33,6,27,3,0,0,0,0,0,0
AT_30842,Obersiebenbrunn,1324,871,5,0,299,218,211,39,12,75,5,7,0,0,0,0,0
AT_30844,Orth an der Donau,1634,997,18,0,427,182,211,64,13,71,6,5,0,0,0,0,0
AT_30845,Palterndorf-Dobermannsdorf,1045,731,10,0,370,101,179,35,12,16,7,1,0,0,0,0,0
AT_30846,Parbasdorf,132,111,0,0,72,6,17,10,1,5,0,0,0,0,0,0,0
AT_30848,Prottes,1093,738,12,0,319,162,139,42,9,55,0,0,0,0,0,0,0
AT_30849,Raasdorf,429,319,5,0,182,65,24,19,3,20,1,0,0,0,0,0,0
AT_30850,Ringelsdorf-Niederabsdorf,1030,710,13,0,274,273,98,23,10,18,0,1,0,0,0,0,0
AT_30852,Schönkirchen-Reyersdorf,1515,1082,8,0,444,247,204,73,15,81,6,4,0,0,0,0,0
AT_30854,Spannberg,788,608,11,0,322,64,134,33,11,25,4,4,0,0,0,0,0
AT_30856,Strasshof an der Nordbahn,7505,4763,46,0,1504,1237,1098,294,101,418,35,30,0,0,0,0,0
AT_30857,Sulz im Weinviertel,997,722,12,0,406,108,123,27,11,32,2,1,0,0,0,0,0
AT_30858,Untersiebenbrunn,1334,946,11,0,314,271,247,39,16,45,2,1,0,0,0,0,0
AT_30859,Velm-Götzendorf,632,494,8,0,244,79,103,22,10,24,2,2,0,0,0,0,0
AT_30860,Weikendorf,1551,1076,13,0,409,243,220,71,22,85,10,3,0,0,0,0,0
AT_30863,Zistersdorf,4409,2982,59,0,1582,467,510,139,32,175,6,12,0,0,0,0,0
AT_30865,Weiden an der March,741,534,8,0,322,72,77,15,9,26,3,2,0,0,0,0,0
AT_30899,Wahlkarten - Gänserndorf,0,7962,63,0,3037,1810,1232,652,155,920,44,49,0,0,0,0,0
AT_30902,Amaliendorf-Aalfang,919,555,17,0,157,182,134,21,8,32,4,0,0,0,0,0,0
AT_30903,Brand-Nagelberg,1306,870,22,0,269,363,124,25,17,43,3,4,0,0,0,0,0
AT_30904,Eggern,576,409,8,0,199,66,88,14,6,25,2,1,0,0,0,0,0
AT_30906,Eisgarn,553,374,6,0,211,70,54,16,2,14,0,1,0,0,0,0,0
AT_30908,Gmünd,4144,2626,42,0,1055,756,416,124,50,167,9,7,0,0,0,0,0
AT_30909,Großdietmanns,1860,1322,33,0,668,254,206,58,13,80,5,5,0,0,0,0,0
AT_30910,Bad Großpertholz,1101,697,22,0,353,125,100,39,10,39,8,1,0,0,0,0,0
AT_30912,Großschönau,991,754,12,0,461,46,125,34,12,60,1,3,0,0,0,0,0
AT_30913,Moorbad Harbach,599,427,10,0,179,77,77,37,8,35,4,0,0,0,0,0,0
AT_30915,Haugschlag,387,269,7,0,137,48,53,9,2,13,0,0,0,0,0,0,0
AT_30916,Heidenreichstein,3360,2033,47,0,879,548,317,89,23,115,6,9,0,0,0,0,0
AT_30917,Hirschbach,496,357,3,0,162,99,52,19,1,21,0,0,0,0,0,0,0
AT_30920,Hoheneich,1200,770,13,0,338,179,121,46,7,58,5,3,0,0,0,0,0
AT_30921,Kirchberg am Walde,1089,771,17,0,436,120,126,27,7,36,1,1,0,0,0,0,0
AT_30925,Litschau,1927,1155,15,0,613,230,180,48,18,46,3,2,0,0,0,0,0
AT_30929,Reingers,523,374,4,0,227,48,61,13,0,20,1,0,0,0,0,0,0
AT_30932,Sankt Martin,915,633,18,0,339,108,94,25,9,37,1,2,0,0,0,0,0
AT_30935,Schrems,4457,2841,64,0,1118,885,448,129,33,153,6,5,0,0,0,0,0
AT_30939,Unserfrau-Altweitra,831,606,21,0,358,70,86,27,10,28,4,2,0,0,0,0,0
AT_30940,Waldenstein,999,697,19,0,427,77,96,32,5,38,2,1,0,0,0,0,0
AT_30942,Weitra,2252,1415,21,0,803,183,228,71,24,77,4,4,0,0,0,0,0
AT_30999,Wahlkarten - Gmünd,0,4252,66,0,1717,1018,603,279,43,470,19,37,0,0,0,0,0
AT_31001,Alberndorf im Pulkautal,626,426,13,0,196,80,76,20,5,32,2,2,0,0,0,0,0
AT_31008,Göllersdorf,2342,1673,29,0,831,298,262,92,19,127,8,7,0,0,0,0,0
AT_31009,Grabern,1268,917,18,0,517,119,127,36,16,74,5,5,0,0,0,0,0
AT_31014,Guntersdorf,933,681,12,0,348,109,129,28,9,40,3,3,0,0,0,0,0
AT_31015,Hadres,1434,1094,20,0,535,215,200,51,14,54,1,4,0,0,0,0,0
AT_31016,Hardegg,1107,841,17,0,526,110,112,38,3,29,6,0,0,0,0,0,0
AT_31018,Haugsdorf,1303,906,27,0,405,197,173,46,10,39,6,3,0,0,0,0,0
AT_31019,Heldenberg,1064,731,13,0,382,94,121,54,7,54,3,3,0,0,0,0,0
AT_31021,Hohenwarth-Mühlbach a.M.,1085,781,12,0,430,144,102,45,12,31,4,1,0,0,0,0,0
AT_31022,Hollabrunn,9183,6029,91,0,2801,927,980,437,112,627,33,21,0,0,0,0,0
AT_31025,Mailberg,479,345,12,0,154,90,51,11,5,17,1,4,0,0,0,0,0
AT_31026,Maissau,1637,1054,11,0,588,165,153,50,14,65,4,4,0,0,0,0,0
AT_31028,Nappersdorf-Kammersdorf,1014,694,7,0,384,89,127,28,5,47,2,5,0,0,0,0,0
AT_31033,Pernersdorf,853,619,16,0,280,149,112,23,6,26,5,2,0,0,0,0,0
AT_31035,Pulkau,1264,851,20,0,477,169,90,32,4,49,4,6,0,0,0,0,0
AT_31036,Ravelsbach,1328,895,19,0,465,137,145,56,9,61,2,1,0,0,0,0,0
AT_31037,Retz,3531,2158,33,0,1099,362,259,148,26,220,5,6,0,0,0,0,0
AT_31038,Retzbach,838,587,14,0,299,75,110,32,7,49,0,1,0,0,0,0,0
AT_31041,Schrattenthal,729,534,12,0,303,99,43,28,2,46,0,1,0,0,0,0,0
AT_31042,Seefeld-Kadolz,796,542,5,0,232,151,100,25,5,20,3,1,0,0,0,0,0
AT_31043,Sitzendorf an der Schmida,1800,1315,16,0,798,176,165,54,11,82,6,7,0,0,0,0,0
AT_31051,Wullersdorf,1975,1387,27,0,700,222,251,74,17,78,11,7,0,0,0,0,0
AT_31052,Zellerndorf,2064,1499,26,0,713,324,241,79,22,86,4,4,0,0,0,0,0
AT_31053,Ziersdorf,2778,1940,41,0,955,350,298,115,25,139,6,11,0,0,0,0,0
AT_31099,Wahlkarten - Hollabrunn,0,4913,65,0,2239,808,649,411,79,618,20,24,0,0,0,0,0
AT_31101,Altenburg,659,469,6,0,248,62,98,22,2,29,1,1,0,0,0,0,0
AT_31102,Brunn an der Wild,692,512,9,0,336,36,76,20,6,25,2,2,0,0,0,0,0
AT_31103,Burgschleinitz-Kühnring,1135,783,15,0,482,83,103,40,5,52,2,1,0,0,0,0,0
AT_31104,Drosendorf-Zissersdorf,999,709,9,0,405,72,129,41,10,37,5,1,0,0,0,0,0
AT_31105,Eggenburg,2844,1816,40,0,843,355,243,113,26,189,4,3,0,0,0,0,0
AT_31106,Gars am Kamp,2954,1996,30,0,963,299,352,124,16,194,6,12,0,0,0,0,0
AT_31107,Geras,1087,775,11,0,464,83,123,41,8,41,2,2,0,0,0,0,0
AT_31109,Horn,5160,3112,49,0,1500,458,507,235,54,283,12,14,0,0,0,0,0
