gisco_id,name,registered,turnout,invalid,blank,M,C,L,KD,S,V,MP (1981),SD,Fi,AfS,CSIS,DD,DP,EAP,Enhet,FS,Gup,INI,KLP,KrVP,Lpo,MED,NMR,NS,NYREF,PP,RNP,FRP,SKP,SkåP,TRP,VL-S,ÖVR
SE_2463,Åsele,2138,1825,0,19,157,301,48,86,727,156,20,280,8,5,0,2,1,0,0,0,0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,0
SE_2480,Umeå,95033,85125,34,495,12992,8041,3971,3786,29204,13244,4620,7253,607,308,0,78,26,0,46,0,0,10,33,25,19,189,28,1,0,86,0,0,2,0,0,0,5
SE_2481,Lycksele,9321,7872,8,75,1122,569,297,753,3032,736,112,1074,20,15,0,3,8,0,1,0,0,1,0,2,30,4,2,3,0,2,0,0,1,0,0,0,0
SE_2482,Skellefteå,56313,49483,20,494,5849,4325,1653,2388,22184,4778,1483,5710,222,125,0,39,4,0,27,0,0,3,19,41,15,61,10,1,0,25,0,0,1,0,0,0,1
SE_2505,Arvidsjaur,4963,4240,0,62,388,390,150,163,1864,441,39,686,10,13,0,1,0,0,2,0,0,0,0,0,16,7,0,0,0,5,0,0,0,0,0,0,0
SE_2506,Arjeplog,2219,1865,2,23,163,142,53,132,647,263,38,373,7,5,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0
SE_2510,Jokkmokk,3913,3263,0,34,269,168,86,125,1301,471,229,543,20,5,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,6,0,0,0,0,0,0,0
SE_2513,Överkalix,2667,2270,0,29,175,197,47,77,1046,235,24,411,5,9,0,0,1,0,1,0,0,0,0,1,2,3,3,0,0,3,0,0,0,0,0,0,1
SE_2514,Kalix,12765,11111,4,129,1285,704,315,393,4977,865,306,2015,26,33,0,7,0,0,7,0,0,0,0,0,24,7,1,0,0,5,0,0,1,0,0,0,0
SE_2518,Övertorneå,3273,2652,1,18,253,429,45,142,1040,247,35,426,4,5,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0
SE_2521,Pajala,4720,3842,4,30,359,193,57,281,1434,762,55,627,10,8,0,1,1,0,2,0,0,0,1,3,6,2,0,0,0,2,0,0,4,0,0,0,0
SE_2523,Gällivare,14081,11587,6,110,1402,422,233,378,4809,1474,283,2341,27,21,0,10,0,0,3,0,0,0,0,1,19,12,5,10,0,12,0,0,1,0,0,1,0
SE_2560,Älvsbyn,6257,5346,5,34,454,479,160,246,2378,570,65,882,12,21,0,2,0,0,4,0,0,0,0,1,24,2,3,0,0,3,0,0,0,0,0,0,0
SE_2580,Luleå,60185,53589,24,369,8179,4006,2323,2544,20727,5567,1897,7103,217,165,0,49,10,0,18,0,0,4,10,26,84,106,22,0,0,120,0,0,1,0,0,0,4
SE_2581,Piteå,33094,29719,7,180,3489,2212,744,1418,14018,3117,713,3486,118,58,0,17,0,0,15,0,0,0,2,21,14,40,3,2,0,27,0,0,8,0,0,0,1
SE_2582,Boden,21934,19291,13,163,2736,1190,690,881,7980,1547,424,3393,96,56,1,14,4,0,12,0,0,0,4,9,9,24,18,2,0,17,0,0,0,0,0,0,3
SE_2583,Haparanda,6120,4454,5,45,563,423,82,234,1615,260,78,1077,21,33,0,4,1,0,1,0,0,0,1,2,1,3,0,0,0,3,0,0,0,0,0,0,0
SE_2584,Kiruna,17468,14991,7,164,1584,796,371,727,5657,1991,418,2913,123,48,0,19,1,0,9,0,0,0,9,57,23,24,8,0,0,6,0,0,1,0,0,8,3
