party_id,name_native,name_english,abbreviation,coalition_members,other_names,individual_candidate,region,founded_year,dissolved_year,european_party,ep_group,colors,wikipedia_page,wikidata_id,party_facts_id,ideology
Grüne,Bündnis 90/Die Grünen,Alliance 90/The Greens,Grüne,[],,,DE,1980.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Green Party (EGP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#679714""]",https://de.wikipedia.org/wiki/B%C3%BCndnis_90/Die_Gr%C3%BCnen,Q49766,,"left or center-left, including non-radical greens"
HEIMAT,Die Heimat,Heimat,HEIMAT,[],"[{""name_native"": ""Nationaldemokratische Partei Deutschlands"", ""abbreviation"": ""NPD""}]",,DE,1964.0,2023.0,"[{""date_start"": ""2015"", ""date_end"": null, ""organization"": ""Alliance for Peace and Freedom (APF)"", ""status"": ""member""}]","[{""year_start"": ""2014"", ""year_end"": ""2019"", ""party_id"": ""NI""}]","[""gold""]",https://de.wikipedia.org/wiki/Die_Heimat,Q156019,1723.0,radical right
HP,Humanistische Partei,Humanist Party,HP,[],,,DE,1984.0,2012.0,[],[],[],https://de.wikipedia.org/wiki/Humanistische_Partei_(Deutschland),Q27478498,,"left or center-left, including non-radical greens"
HW,HUMANWIRTSCHAFTSPARTEI,Human Economy Party,HW,[],,,DE,1950.0,2010.0,[],[],"[""blue""]",https://de.wikipedia.org/wiki/Humanwirtschaftspartei,Q1636736,,other
III. Weg,Der III. Weg,Third Way,III. Weg,[],,,DE,2013.0,,[],[],"[""#006400""]",https://de.wikipedia.org/wiki/Der_III._Weg,Q21040614,,radical right
KlimalisteBW,Klimaliste,Klimaliste Baden-Württemberg,KlimalisteBW,[],,,DE,2021.0,,[],[],"[""#00aff0"", ""#bedc0a""]",https://de.wikipedia.org/wiki/Klimaliste,Q88395996,,"left or center-left, including non-radical greens"
KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,KPD,[],,,DE,1990.0,1956.0,"[{""date_start"": ""2019"", ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]",[],"[""#FF0000""]",https://de.wikipedia.org/wiki/Kommunistische_Partei_Deutschlands_(1990),Q321633,1135.0,radical left
LfK,Lobbyisten für Kinder,Lobbyists for Children,LfK,[],,,DE,2021.0,,[],[],[],https://de.wikipedia.org/wiki/Lobbyisten_f%C3%BCr_Kinder,Q109663364,,other
LG,Letzte Generation,Last Generation,LG,[],,,DE,2021.0,,[],[],"[""green"", ""orange"", ""black""]",https://de.wikipedia.org/wiki/Letzte_Generation,Q110819215,,radical left
LIEBE,Europäische Partei Liebe,European Party Love,LIEBE,[],,,DE,2018.0,,[],[],[],https://de.wikipedia.org/wiki/Europ%C3%A4ische_Partei_Liebe,Q62071023,,other
Linke,Die Linke,The Left,Linke,[],,,DE,2007.0,,"[{""date_start"": ""2004"", ""date_end"": null, ""organization"": ""Party of the European Left (EL)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""GUE/NGL""}]","[""#D50000"", ""#000000""]",https://de.wikipedia.org/wiki/Die_Linke,Q49764,1545.0,radical left
WB,Wir Bürger,We the Citizens,WB,[],"[{""name_native"": ""Liberal-Konservative Reformer"", ""abbreviation"": ""LKR""}, {""name_native"": ""Allianz für Fortschritt und Aufbruch"", ""abbreviation"": ""ALFA""}]",,DE,2015.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Conservatives and Reformists Party (ECR)"", ""status"": ""member""}]","[{""year_start"": ""2014"", ""year_end"": ""2019"", ""party_id"": ""ECR Group""}]","[""#FFD700"", ""#0000FF""]",https://de.wikipedia.org/wiki/Liberal-Konservative_Reformer,Q20681849,,"center, center-right or moderate right"
Menschliche Welt,Menschliche Welt – für das Wohl und Glücklichsein aller,Human World – For the Good and Happiness of All,Menschliche Welt,[],,,DE,2013.0,,[],[],[],https://de.wikipedia.org/wiki/Menschliche_Welt,Q26271094,,other
MERA25,MERA25,MERA25,MERA25,[],,,DE,2016.0,,[],[],"[""#FF4500""]",https://de.wikipedia.org/wiki/Democracy_in_Europe_Movement_2025,Q22674451,,radical left
Mieterpartei,Mieterpartei,Tenant Party,Mieterpartei,[],,,DE,2016.0,,[],[],[],https://de.wikipedia.org/wiki/Mieterpartei,Q26254917,,unknown
MLPD,Marxistisch-Leninistische Partei Deutschlands,Marxist-Leninist Party of Germany,MLPD,[],,,DE,1982.0,,[],[],"[""red""]",https://de.wikipedia.org/wiki/Marxistisch-Leninistische_Partei_Deutschlands,Q499632,,radical left
NE,Newropeans,Newropeans,NE,[],,,DE,2005.0,,[],[],"[""orange""]",https://de.wikipedia.org/wiki/Newropeans,Q631162,,other
NEIN!,NEIN!,NO!,NEIN!,[],,,DE,,,[],[],[],,,,unknown
Nichtwähler,Partei der Nichtwähler,Party of Non-Voters,Nichtwähler,[],,,DE,1998.0,2016.0,[],[],[],https://de.wikipedia.org/wiki/Partei_der_Nichtwähler,Q2054247,,other
NL,Neue Liberale,New Liberals,NL,[],,,DE,2014.0,2021.0,[],[],[],https://de.wikipedia.org/wiki/Neue_Liberale,Q18333914,,"center, center-right or moderate right"
ÖDP,Ökologisch-Demokratische Partei,Ecological Democratic Party,ÖDP,[],,,DE,1982.0,,[],"[{""year_start"": ""2014"", ""year_end"": ""2023"", ""party_id"": ""Greens/EFA""}, {""year_start"": ""2024"", ""year_end"": ""2024"", ""party_id"": ""EPP Group""}]","[""#FFA500""]",https://de.wikipedia.org/wiki/%C3%96kologisch-Demokratische_Partei,Q294989,,"center, center-right or moderate right"
ÖkoLinX,ÖkoLinX,ÖkoLinX,ÖkoLinX,[],,,DE,1991.0,,[],[],[],https://de.wikipedia.org/wiki/%C3%96koLinX,Q295037,,radical left
Others,Übrige,Übrige,Others,[],,,DE,,,[],[],[],,,,unknown
PBC,Partei Bibeltreuer Christen,Party of Bible-believing Christians,PBC,[],,,DE,1989.0,2015.0,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Christian Political Party (ECPM)"", ""status"": ""member""}]",[],[],https://de.wikipedia.org/wiki/Partei_Bibeltreuer_Christen,Q487386,,radical right
PdF,Partei des Fortschritts,Party of Progress,PdF,[],,,DE,2020.0,,"[{""date_start"": ""2026"", ""date_end"": null, ""organization"": ""European Democratic Party (EDP)"", ""status"": ""member""}]","[{""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""Renew""}]","[""orange"", ""white"", ""turquoise""]",https://de.wikipedia.org/wiki/Partei_des_Fortschritts,Q108622345,,"center, center-right or moderate right"
PdH,Partei der Humanisten,Party of Humanists,PdH,[],,,DE,2014.0,,[],[],"[""white"", ""black"", ""magenta"", ""cyan""]",https://de.wikipedia.org/wiki/Partei_der_Humanisten,Q39528463,,"left or center-left, including non-radical greens"
PDS,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,PDS,[],,,DE,1990.0,2007.0,"[{""date_start"": ""2004"", ""date_end"": null, ""organization"": ""Party of the European Left (EL)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2007"", ""party_id"": ""GUE/NGL""}]","[""#FF0000""]",https://de.wikipedia.org/wiki/Partei_des_Demokratischen_Sozialismus,Q152554,,radical left
PDV,Partei der Vernunft,Party of Reason,PDV,[],,,DE,2009.0,,[],[],"[""#000000"", ""#FFFF00""]",https://de.wikipedia.org/wiki/Partei_der_Vernunft,Q706864,,"center, center-right or moderate right"
PftT,Partei für die Tiere,Party for the Animals,PftT,[],,,DE,1993.0,2021.0,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""GUE/NGL""}, {""year_start"": null, ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#2E7D32"", ""#FFFFFF""]",https://de.wikipedia.org/wiki/Partei_Mensch_Klima_Tierschutz#Partei_f%C3%BCr_die_Tiere_Deutschland,Q492561,,"left or center-left, including non-radical greens"
PIRATEN,Piratenpartei Deutschland,Pirate Party Germany,PIRATEN,[],,,DE,2006.0,,[],"[{""year_start"": ""2014"", ""year_end"": ""2024"", ""party_id"": ""Greens/EFA""}]","[""#FF5000""]",https://de.wikipedia.org/wiki/Piratenpartei_Deutschland,Q13129,1287.0,"left or center-left, including non-radical greens"
PRG,Partei für RentenGerechtigkeit und Familie,Party for Pension Justice and the Family,PRG,[],,,DE,1996.0,2001.0,[],[],[],https://de.wikipedia.org/wiki/Rentner-Partei#Nachfolgepartei_Partei_f%C3%BCr_RentenGerechtigkeit_und_Familie,Q2144383,,other
PRO,Partei Rechtsstaatlicher Offensive,Rule of Law Offensive Party,PRO,[],"[{""name_native"": ""Schill-Partei"", ""abbreviation"": ""SCHILL""}, {""name_native"": ""Offensive D"", ""abbreviation"": ""Offensive D""}]",,DE,2000.0,2007.0,[],[],"[""blue"", ""white"", ""yellow""]",https://de.wikipedia.org/wiki/Offensive_D,Q457217,,radical right
pro Deutschland,Bürgerbewegung pro Deutschland,Pro Germany Citizens' Movement,pro Deutschland,[],,,DE,2005.0,2017.0,[],[],"[""white"", ""blue""]",https://de.wikipedia.org/wiki/B%C3%BCrgerbewegung_pro_Deutschland,Q1021053,,radical right
Pro DM,Pro Deutsche Mitte,Pro Deutsche Mitte,Pro DM,[],,,DE,2000.0,2007.0,[],[],[],https://de.wikipedia.org/wiki/Pro_Deutsche_Mitte,Q1710899,,radical right
pro NRW,Bürgerbewegung pro NRW,Citizens' Movement Pro NRW,pro NRW,[],,,DE,2007.0,2019.0,[],[],"[""blue""]",https://de.wikipedia.org/wiki/B%C3%BCrgerbewegung_pro_NRW,Q826309,,radical right
RENTNER,Rentner Partei Deutschland,Pensioners' Party Germany,RENTNER,[],,,DE,1992.0,2016.0,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""observer""}]",[],[],https://de.wikipedia.org/wiki/RENTNER,Q2144386,,other
REP,Republikaner,Republicans,REP,[],,,DE,1983.0,,[],"[{""year_start"": ""1989"", ""year_end"": ""1994"", ""party_id"": ""PfE""}]","[""blue"", ""#FFFFFF""]",https://de.wikipedia.org/wiki/Die_Republikaner,Q269316,720.0,radical right
RRP,Rentnerinnen- und Rentnerpartei,Pensioners' Party,RRP,[],"[{""name_native"": ""Bündnis 21/RRP"", ""abbreviation"": ""RRP""}]",,DE,2007.0,2016.0,[],[],[],https://de.wikipedia.org/wiki/Rentnerinnen-_und_Rentner-Partei,Q1020832,,other
SGP,Sozialistische Gleichheitspartei,Socialist Equality Party,SGP,[],"[{""name_native"": ""Party for Social Equality, Section of the Fourth International"", ""abbreviation"": ""PSG""}]",,DE,,,[],[],"[""#ff0000""]",,,,radical left
SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,SPD,[],,,DE,1863.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Party of European Socialists (PES)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""S&D""}]","[""#C72C35""]",https://de.wikipedia.org/wiki/Sozialdemokratische_Partei_Deutschlands,Q49768,383.0,"left or center-left, including non-radical greens"
SSW,Südschleswigsche Wählerverband,South Schleswig Voter Federation,SSW,[],,,DE,1948.0,,"[{""date_start"": ""1981"", ""date_end"": null, ""organization"": ""European Free Alliance (EFA)"", ""status"": ""member""}]",[],"[""blue"", ""yellow""]",https://de.wikipedia.org/wiki/Südschleswigscher_Wählerverband,Q161545,,"left or center-left, including non-radical greens"
STATT Partei,Die Statt Partei,STATT Party,STATT Partei,[],,,DE,1993.0,,[],[],[],https://de.wikipedia.org/wiki/Statt_Partei,Q317143,,other
Team Todenhöfer,Team Todenhöfer,Team Todenhöfer,Team Todenhöfer,[],,,DE,2020.0,,[],[],"[""red""]",https://de.wikipedia.org/wiki/Team_Todenhöfer,Q107353349,,"center, center-right or moderate right"
THP,THP,THP,THP,[],,,DE,,,[],[],[],,,,unknown
TIERSCHUTZ hier!,Aktion Partei für Tierschutz,Action Party for Animal Protection,TIERSCHUTZ hier!,[],,,DE,2017.0,,[],[],"[""#00A000""]",https://de.wikipedia.org/wiki/Aktion_Partei_f%C3%BCr_Tierschutz,Q65227016,,"left or center-left, including non-radical greens"
Tierschutzallianz,Tierschutzallianz,Animal Protection Alliance,Tierschutzallianz,[],,,DE,2013.0,,[],[],[],https://de.wikipedia.org/wiki/Tierschutzallianz,Q23951319,,"left or center-left, including non-radical greens"
Tierschutzpartei,Partei Mensch Klima Tierschutz,Human Climate Animal Protection Party,Tierschutzpartei,[],,,DE,1993.0,,[],"[{""year_start"": ""2014"", ""year_end"": ""2015"", ""party_id"": ""GUE/NGL""}, {""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""GUE/NGL""}]","[""#00B140"", ""#FFFFFF"", ""#FF0000"", ""#FFA500"", ""#FFFF00"", ""#0000FF"", ""#4B0082"", ""#9400D3""]",https://de.wikipedia.org/wiki/Tierschutzpartei,Q492561,749.0,"left or center-left, including non-radical greens"
UNABHÄNGIGE,Unabhängige Kandidaten,Independents for Citizen Democracy,UNABHÄNGIGE,[],,,DE,2002.0,,[],[],"[""orange""]",https://de.wikipedia.org/wiki/Unabhängige_f%C3%BCr_b%C3%BCrgernahe_Demokratie,Q2492228,,unknown
V-Partei³,"Partei für Veränderung, Vegetarismus und Veganer","Party for Change, Vegetarianism and Veganism",V-Partei³,[],,,DE,2016.0,,[],[],"[""#8BC34A""]",https://de.wikipedia.org/wiki/V-Partei³,Q31839237,,"left or center-left, including non-radical greens"
Verjüngungsforschung,Partei für Verjüngungsforschung,Party for Youth Research,Verjüngungsforschung,[],,,DE,2015.0,,[],[],[],https://de.wikipedia.org/wiki/Partei_f%C3%BCr_Verj%C3%BCngungsforschung,Q26271103,,other
Volksabstimmung,Ab jetzt…Demokratie durch Volksabstimmung,From Now on... Democracy through Referendum,Volksabstimmung,[],,,DE,1997.0,,[],[],[],https://de.wikipedia.org/wiki/Ab_jetzt…Demokratie_durch_Volksabstimmung,Q304015,,other
VOLKSENTSCHEIDE,Für Volksentscheide,For People's Referendums,VOLKSENTSCHEIDE,[],,,DE,2007.0,2013.0,[],[],[],https://de.wikipedia.org/wiki/F%C3%BCr_Volksentscheide,Q1482364,,other
Volt,Volt Deutschland,Volt Germany,Volt,[],,,DE,2018.0,,"[{""date_start"": ""2017"", ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}, {""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""associate""}]","[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#6a0dad""]",https://de.wikipedia.org/wiki/Volt_Deutschland,Q106205950,,"left or center-left, including non-radical greens"
WU,WerteUnion,Values Union,WU,[],,,DE,2017.0,,[],[],[],https://de.wikipedia.org/wiki/WerteUnion,Q124624267,,radical right
A,Socialdemokraterne,Social Democrats,A,[],,,DK,1871.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Party of European Socialists (PES)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""S&D""}]","[""#C8102E""]",https://da.wikipedia.org/wiki/Socialdemokratiet,Q212101,379.0,"left or center-left, including non-radical greens"
Å,Alternativet,The Alternative,Å,[],,,DK,2013.0,,[],[],"[""#00D564"", ""green""]",https://da.wikipedia.org/wiki/Alternativet,Q18042964,,"left or center-left, including non-radical greens"
Æ,Danmarksdemokraterne,Danish Democrats,Æ,[],,,DK,2022.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Conservatives and Reformists Party (ECR)"", ""status"": ""member""}]","[{""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""ECR Group""}]","[""#9e292e"", ""blue""]",https://da.wikipedia.org/wiki/Danmarksdemokraterne,Q112677506,,radical right
B,Radikale Venstre,Danish Social Liberal Party,B,[],,,DK,1905.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2004"", ""year_end"": ""2009"", ""party_id"": ""Renew""}, {""year_start"": ""2014"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#d2307e"", ""#02944f""]",https://da.wikipedia.org/wiki/Radikale_Venstre,Q916161,1507.0,"center, center-right or moderate right"
C,Konservative Folkeparti,Conservative People's Party,C,[],,,DK,1916.0,,"[{""date_start"": ""1976"", ""date_end"": null, ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}]","[{""year_start"": ""2007"", ""year_end"": null, ""party_id"": ""EPP Group""}]","[""#00583C"", ""#0033A0""]",https://da.wikipedia.org/wiki/Det_Konservative_Folkeparti,Q902619,536.0,"center, center-right or moderate right"
D,Nye Borgerlige,New Right,D,[],,,DK,2015.0,,[],[],"[""#008080""]",https://da.wikipedia.org/wiki/Nye_Borgerlige,Q23014672,7339.0,radical right
E,Borgerlisten,The Citizen List,E,[],,,DK,2018.0,2023.0,[],[],"[""#ED1A3D"", ""blue""]",https://da.wikipedia.org/wiki/Borgerlisten_(parti),Q61816757,,"center, center-right or moderate right"
F,Socialistisk Folkeparti,Socialist People's Party,F,[],,,DK,1959.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Green Party (EGP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""GUE/NGL""}, {""year_start"": ""2005"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#009A45"", ""#FFFFFF""]",https://da.wikipedia.org/wiki/Socialistisk_Folkeparti,Q615603,329.0,"left or center-left, including non-radical greens"
I,Liberalt Alliance,Liberal Alliance,I,[],"[{""name_native"": ""Ny Alliance"", ""abbreviation"": ""Y""}]",,DK,2007.0,,"[{""date_start"": ""2007"", ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2007"", ""year_end"": ""2007"", ""party_id"": ""EPP Group""}, {""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""EPP Group""}]","[""#00205b"", ""#00ffff"", ""#781c96""]",https://da.wikipedia.org/wiki/Liberal_Alliance,Q478180,212.0,"center, center-right or moderate right"
Ind.,Uafhængige,Independents,Ind.,[],,,DK,1953.0,,[],[],[],https://da.wikipedia.org/wiki/Folketingsvalget_2007,Q1435493,2660.0,unknown
J,Juni-Bevægelsen,June Movement,J,[],,,DK,1992.0,2009.0,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""EFDD""}, {""year_start"": ""2008"", ""year_end"": ""2008"", ""party_id"": ""EFDD""}]","[""#AAF0D1""]",https://da.wikipedia.org/wiki/JuniBev%C3%A6gelsen,Q1713509,1421.0,radical right
K,Kristendemokraterne,Christian Democrats,K,[],,,DK,1970.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}]","[{""year_start"": null, ""year_end"": null, ""party_id"": ""EPP Group""}]","[""#0057B7""]",https://da.wikipedia.org/wiki/Kristendemokraterne,Q1789199,53.0,"center, center-right or moderate right"
M,Moderaterne,Moderate Party,M,[],,,DK,1904.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#21409a"", ""#8ed9f8"", ""#a9c4e4""]",https://da.wikipedia.org/wiki/Moderaterne,Q107110050,9063.0,"center, center-right or moderate right"
N,Folkebevægelsen mod EU,Popular Movement against the EU,N,[],,,DK,1972.0,,[],"[{""year_start"": ""1999"", ""year_end"": ""2003"", ""party_id"": ""UEN""}, {""year_start"": ""2004"", ""year_end"": ""2019"", ""party_id"": ""GUE/NGL""}]","[""#900060""]",https://da.wikipedia.org/wiki/Folkebev%C3%A6gelsen_mod_EU,Q1435460,,radical right
O,Dansk Folkeparti,Danish Popular Party,O,[],,,DK,1995.0,,"[{""date_start"": ""2025"", ""date_end"": null, ""organization"": ""Patriots.eu"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2008"", ""party_id"": ""UEN""}, {""year_start"": ""2009"", ""year_end"": ""2014"", ""party_id"": ""EFDD""}, {""year_start"": ""2015"", ""year_end"": ""2018"", ""party_id"": ""ECR Group""}, {""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""PfE""}]","[""#009547""]",https://da.wikipedia.org/wiki/Dansk_Folkeparti,Q507170,1022.0,radical right
Ø,Enhedslisten,Unitary List,Ø,[],,,DK,1989.0,,"[{""date_start"": ""2004"", ""date_end"": ""2024"", ""organization"": ""Party of the European Left (EL)"", ""status"": ""member""}, {""date_start"": ""2024"", ""date_end"": null, ""organization"": ""European Left Alliance for the People and the Planet (ELA)"", ""status"": ""member""}]","[{""year_start"": ""2019"", ""year_end"": ""2020"", ""party_id"": ""GUE/NGL""}, {""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""GUE/NGL""}]",[],https://da.wikipedia.org/wiki/Enhedslisten,Q25785,,radical left
P,Stram Kurs,Strict Course,P,[],,,DK,2017.0,,[],[],"[""#0057B8""]",https://da.wikipedia.org/wiki/Stram_Kurs,Q48215025,,radical right
Q,Frie Grønne,Free Greens,Q,[],,,DK,2020.0,,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""Greens/EFA""}]",[],https://da.wikipedia.org/wiki/Frie_Gr%C3%B8nne,Q98971210,,"left or center-left, including non-radical greens"
V,Venstre,Venstre,V,[],,,DK,1870.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""1996"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#002878""]",https://da.wikipedia.org/wiki/Venstre,Q217321,1204.0,"center, center-right or moderate right"
Z,Fremskridtspartiet,Progress Party,Z,[],,,DK,1972.0,,[],[],"[""#FFD700""]",https://da.wikipedia.org/wiki/Fremskridtspartiet,Q1455237,,radical right
Aasa,Taira Aasa,Taira Aasa,Aasa,[],,,EE,,,[],[],[],,,,unknown
Bõstrov,Georgi Bõstrov,Georgi Bõstrov,Bõstrov,[],,Y,EE,,,[],[],[],,,,unknown
Boxall,Lance Gareth Edward Boxall,Lance Gareth Edward Boxall,Boxall,[],,Y,EE,,,[],[],[],,,,unknown
Burmeister,Vello Burmeister,Vello Burmeister,Burmeister,[],,Y,EE,,,[],[],[],,,,unknown
Derbnev,Mihhail Derbnev,Mihhail Derbnev,Derbnev,[],,Y,EE,,,[],[],[],,,,unknown
E200,Erakond Eesti 200,Estonia 200,E200,[],,,EE,2018.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#00A3E0"", ""#0033A0"", ""#FFFFFF""]",https://et.wikipedia.org/wiki/Erakond_Eesti_200,Q56249403,7340.0,"center, center-right or moderate right"
EDP,Demokraadid – Eesti Demokraatlik Partei,Democrats – Estonian Democratic Party,EDP,[],,,EE,2001.0,2010.0,[],[],[],https://et.wikipedia.org/wiki/Demokraadid_–_Eesti_Demokraatlik_Partei,Q16408677,,"center, center-right or moderate right"
EE,Elurikkuse Erakond,Party of Prosperity,EE,[],,,EE,2019.0,2020.0,[],[],"[""#F9D416""]",https://et.wikipedia.org/wiki/Elurikkuse_Erakond,Q60523058,7341.0,radical right
Eenpalu,Anne Eenpalu,Anne Eenpalu,Eenpalu,[],,Y,EE,,,[],[],[],,,,unknown
EER,Erakond Eestimaa Rohelised,Estonian Greens,EER,[],,,EE,2006.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Green Party (EGP)"", ""status"": ""member""}]","[{""year_start"": ""2011"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#80A040""]",https://et.wikipedia.org/wiki/Erakond_Eestimaa_Rohelised,Q1295694,,"left or center-left, including non-radical greens"
EIP,Eesti Iseseisvuspartei,Estonian Independence Party,EIP,[],,,EE,1999.0,2022.0,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance for Peace and Freedom (APF)"", ""status"": ""member""}]","[{""year_start"": null, ""year_end"": null, ""party_id"": ""PfE""}]","[""blue""]",https://et.wikipedia.org/wiki/Eesti_Iseseisvuspartei,Q1370352,8922.0,radical right
EKD,Erakond Eesti Kristlikud Demokraadid,Christian Democrats of Estonia,EKD,[],,,EE,1998.0,2012.0,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""EPP Group""}]","[""Blue"", ""Red""]",https://et.wikipedia.org/wiki/Erakond_Eesti_Kristlikud_Demokraadid,Q1295599,790.0,"center, center-right or moderate right"
EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People's Party of Estonia,EKRE,[],,,EE,2012.0,,"[{""date_start"": ""2019"", ""date_end"": null, ""organization"": ""Patriots.eu"", ""status"": ""member""}]","[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""PfE""}, {""year_start"": null, ""year_end"": null, ""party_id"": ""ECR Group""}]","[""#002FA7"", ""#FFFFFF"", ""#FF0000"", ""#002F6C"", ""#C8102E"", ""#CE1126"", ""#C60C30""]",https://et.wikipedia.org/wiki/EKRE_%E2%80%93_Eesti_Konservatiivne_Rahvaerakond,Q794028,4094.0,radical right
Ellik,Raimond Ellik,Raimond Ellik,Ellik,[],,,EE,,,[],[],[],,,,unknown
EPE,Eesti Pensionäride Erakond,Estonian Pensioners' Party,EPE,[],,,EE,,,[],[],[],,,7034.0,other
ER,Eesti Reformierakond,Estonian Reform Party,ER,[],,,EE,1994.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#06038D"", ""#FFFF00""]",https://et.wikipedia.org/wiki/Eesti_Reformierakond,Q738947,821.0,"center, center-right or moderate right"
Ergma,Andres Ergma,Andres Ergma,Ergma,[],,Y,EE,,,[],[],[],,,,unknown
Isamaalit,Erakond Isamaaliit,Pro Patria Union,Isamaalit,[],,,EE,1994.0,2012.0,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""EPP Group""}]","[""Blue"", ""Gold""]",https://et.wikipedia.org/wiki/Erakond_Isamaaliit,Q1428217,,"center, center-right or moderate right"
ERL,Eestimaa Rahvaliit,People's Union of Estonia,ERL,[],,,EE,1995.0,2006.0,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""UEN""}]","[""#009900"", ""#FFFF00""]",https://et.wikipedia.org/wiki/Eestimaa_Rahvaliit,Q774470,110.0,"center, center-right or moderate right"
ERP,Erakond Res Publica,Res Publica Party,ERP,[],,,EE,2001.0,2006.0,[],"[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""EPP Group""}]","[""#0066CC"", ""#FF0000""]",https://et.wikipedia.org/wiki/Erakond_Res_Publica,Q1471814,491.0,"center, center-right or moderate right"
EVA,Eesti Vabaerakond,Estonian Freedom Party,EVA,[],,,EE,2014.0,2020.0,[],[],"[""#0086CF""]",https://et.wikipedia.org/wiki/Eesti_Vabaerakond,Q19276353,3271.0,"center, center-right or moderate right"
