party_id,name_native,name_english,abbreviation,coalition_members,other_names,individual_candidate,region,founded_year,dissolved_year,european_party,ep_group,colors,wikipedia_page,wikidata_id,party_facts_id,ideology
ANDERS,Europa anders – ANDERS,ANDERS,ANDERS,"[""KPÖ"", ""PIRAT"", ""WANDL""]",,,AT,2014.0,2014.0,[],[],"[""#6A0C5A"", ""#FF0000"", ""#FFFF00""]",https://de.wikipedia.org/wiki/Europa_anders,Q15763190,,radical left
BGE,Die GELBEN,The YELLOWS,BGE,[],,,AT,,,[],[],[],,,,other
BIER,Die Bierpartei,Beer Party,BIER,[],,,AT,2015.0,2025.0,[],[],"[""#FFD700"", ""#004D9F"", ""#FFFF00""]",https://de.wikipedia.org/wiki/Die_Bierpartei,Q88487372,,other
BZÖ,Bündnis Zukunft Österreich,Alliance for the Future of Austria,BZÖ,[],,,AT,2005.0,2013.0,[],[],"[""#FFA500""]",https://de.wikipedia.org/wiki/Bündnis_Zukunft_Österreich,Q653833,599.0,radical right
CPÖ,Christliche Partei Österreichs,Christian Party of Austria,CPÖ,[],"[{""name_native"": ""Die Christen"", ""abbreviation"": ""DC""}]",,AT,2005.0,,[],[],"[""#FF0000"", ""#FFFFFF""]",https://de.wikipedia.org/wiki/Christliche_Partei_%C3%96sterreichs,Q578350,,radical right
CWG,Christliche Wählergemeinschaft,Christian Voter Community,CWG,[],,,AT,1989.0,,[],[],[],https://de.wikipedia.org/wiki/Christliche_Wählergemeinschaft,Q876085,,radical right
DEMOKRATEN,Die Demokraten,The Democrats,DEMOKRATEN,[],,,AT,1991.0,2002.0,[],[],[],https://de.wikipedia.org/wiki/Die_Demokraten,Q1211949,,radical right
DNA,DNA – Demokratisch – Neutral – Authentisch,DNA – Democratic – Neutral – Authentic,DNA,[],,,AT,2024.0,,[],[],"[""#000080"", ""#CE1719""]",https://de.wikipedia.org/wiki/DNA_-_Demokratisch_-_Neutral_-_Authentisch,Q126373310,,radical right
DU,Die Unabhängigen – Liste Lugner,The Independents,DU,[],,,AT,1998.0,1999.0,[],[],[],https://de.wikipedia.org/wiki/Die_Unabhängigen_(Österreich),Q8934466,1500.0,other
EUAUS,EU-Austrittspartei für Österreich,EU Withdrawal Party,EUAUS,[],,,AT,2011.0,2019.0,[],[],[],https://de.wikipedia.org/wiki/EU-Austrittspartei,Q15807050,,radical right
EUSTOP,EUSTOP,EUSTOP,EUSTOP,"[""EUAUS"", ""NFÖ""]",,,AT,,,[],[],[],https://de.wikipedia.org/wiki/EUSTOP,,,radical right
FPÖ,Freiheitliche Partei Österreichs,Freedom Party of Austria,FPÖ,[],,,AT,1955.0,,"[{""date_start"": ""2014"", ""date_end"": null, ""organization"": ""Patriots.eu"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""NI""}, {""year_start"": ""2004"", ""year_end"": null, ""party_id"": ""PfE""}]","[""#0066CC"", ""#0072B8"", ""#FF0000"", ""#0066FF"", ""#000000"", ""#0000FF"", ""#003DA5"", ""#0072B3"", ""#0B4F8A"", ""white"", ""#0076A8""]",https://de.wikipedia.org/wiki/Freiheitliche_Partei_%C3%96sterreichs,Q131692,463.0,radical right
FPS,Freie Partei Salzburg,Free Party of Salzburg,FPS,[],"[{""name_native"": ""Freie Liste Österreich"", ""abbreviation"": ""FLÖ""}]",,AT,2015.0,2019.0,[],[],"[""#00205B""]",https://de.wikipedia.org/wiki/Freie_Partei_Salzburg,Q20683077,,radical right
FRITZ,Bürgerforum Österreich,Citizens’ Forum Austria,FRITZ,[],"[{""name_native"": ""Liste Fritz Dinkhauser"", ""abbreviation"": ""FRITZ""}]",,AT,2008.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Democratic Party (EDP)"", ""status"": ""member""}]",[],"[""#CD5C5C""]",https://de.wikipedia.org/wiki/Liste_Fritz_Dinkhauser,Q1828139,439.0,"center, center-right or moderate right"
GAZA,Liste Gaza: Stimmen gegen den Völkermord,Gaza List: Voices Against Genocide,GAZA,[],,,AT,2024.0,,[],[],"[""red"", ""green"", ""black"", ""white""]",https://de.wikipedia.org/wiki/Liste_Gaza,Q130408637,,radical left
GILT,Meine Stimme G!LT – Liste Roland Düringer,My Vote Counts!,GILT,[],,,AT,2016.0,,[],[],[],https://de.wikipedia.org/wiki/Jede_Stimme_GILT,Q39049684,6138.0,other
GRÜNE,Die Grünen – Die Grüne Alternative,The Greens – The Green Alternative,GRÜNE,[],,,AT,1986.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Green Party (EGP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#008000"", ""green""]",https://de.wikipedia.org/wiki/Die_Grünen_–_Die_Grüne_Alternative,Q193178,1659.0,"left or center-left, including non-radical greens"
IVE,Initiative 2000,Initiative 2000,IVE,[],,,AT,,,[],[],[],,,,unknown
JETZT,Jetzt – Liste Pilz,NOW – Pilz List,JETZT,[],,,AT,2017.0,2020.0,[],[],"[""transparent"", ""#ADADAD""]",https://de.wikipedia.org/wiki/Jetzt_%E2%80%93_Liste_Pilz,Q34198369,,"left or center-left, including non-radical greens"
JuLis,Junge Liberale Österreich,Young Liberals Austria,JuLis,[],,,AT,2009.0,,"[{""date_start"": ""2014"", ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]",[],"[""#E65300""]",https://de.wikipedia.org/wiki/Junge_Liberale_%C3%96sterreich,Q672191,,"center, center-right or moderate right"
KHK,Liste Karlheinz Klement,Karlheinz Klement List,KHK,[],,,AT,,,[],[],[],,,,radical right
KPÖ,Kommunistische Partei Österreichs,Communist Party of Austria,KPÖ,[],,,AT,1918.0,,"[{""date_start"": ""2004"", ""date_end"": null, ""organization"": ""Party of the European Left (EL)"", ""status"": ""member""}]","[{""year_start"": null, ""year_end"": null, ""party_id"": ""GUE/NGL""}]","[""#E4013B"", ""#000000"", ""#FF0000""]",https://de.wikipedia.org/wiki/Kommunistische_Partei_Österreichs,Q161118,,radical left
LIF,Liberales Forum,Liberal Forum,LIF,[],,,AT,1993.0,2014.0,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]",[],"[""#FECD00""]",https://de.wikipedia.org/wiki/Liberales_Forum,Q699381,605.0,"center, center-right or moderate right"
Linke,Linke ,Left,Linke,"[""SLP""]",,,AT,2008.0,2008.0,[],[],[],https://de.wikipedia.org/wiki/Linke_(Partei),Q6516779,,radical left
LINKE,LINKE – Opposition für ein Solidarisches Europa,LEFT – Opposition for a Solidary Europe,LINKE,"[""KPÖ"", ""SOAL""]",,,AT,2004.0,2018.0,[],[],"[""#E4003A""]",https://de.wikipedia.org/wiki/LINKE_Liste,Q1798153,,radical left
LMP,Liste Madeleine Petrovic,Madeleine Petrovic List,LMP,[],,,AT,2024.0,,[],[],"[""#9B0044""]",https://de.wikipedia.org/wiki/Liste_Madeleine_Petrovic,Q129262223,,"left or center-left, including non-radical greens"
M,Männerpartei,Mens’ Party,M,[],,,AT,2008.0,,[],[],"[""#FFD700""]",https://de.wikipedia.org/wiki/M%C3%A4nnerpartei,Q15836007,,other
MARTIN,Liste Dr. Martin,Hans-Peter Martin's List,MARTIN,[],,,AT,2004.0,2014.0,[],"[{""year_start"": ""2004"", ""year_end"": ""2004"", ""party_id"": ""NI""}, {""year_start"": ""2006"", ""year_end"": ""2009"", ""party_id"": ""Renew""}, {""year_start"": ""2012"", ""year_end"": ""2014"", ""party_id"": ""Renew""}]",[],https://de.wikipedia.org/wiki/Liste_Dr._Martin,Q688387,1708.0,"center, center-right or moderate right"
MFG,MFG Österreich – Menschen Freiheit Grundrechte,MFG Austria – People Freedom Fundamental Rights,MFG,[],,,AT,2021.0,,[],[],"[""#D7117C""]",https://de.wikipedia.org/wiki/MFG_%E2%80%93_Menschen_Freiheit_Grundrechte,Q108538283,9022.0,other
NBZ,Neue Bewegung für die Zukunft,New Movement for the Future,NBZ,[],,,AT,1998.0,,[],[],[],https://de.wikipedia.org/wiki/Neue_Bewegung_f%C3%BCr_die_Zukunft,Q1979462,,other
NEOS,NEOS – Das Neue Österreich und Liberales Forum,NEOS – The New Austria,NEOS,[],,,AT,2012.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2014"", ""year_end"": null, ""party_id"": ""Renew""}]","[""pink""]",https://de.wikipedia.org/wiki/NEOS_%E2%80%93_Das_Neue_%C3%96sterreich_und_Liberales_Forum,Q13564543,1970.0,"center, center-right or moderate right"
NFÖ,Bündnis Neutrales Freies Österreich,Neutral Free Austria,NFÖ,[],,,AT,2003.0,,[],[],[],https://de.wikipedia.org/wiki/B%C3%BCndnis_Neutrales_Freies_%C3%96sterreich,Q875789,,radical right
ÖVP,Österreichische Volkspartei,Austrian People's Party,ÖVP,[],,,AT,1945.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""EPP Group""}]","[""#00BFFF"", ""#008CBA"", ""#3b5998"", ""#40c4ff"", ""#008B45"", ""#FFFFFF"", ""#0072B1"", ""#30A5E0"", ""#40E0D0""]",https://de.wikipedia.org/wiki/Österreichische_Volkspartei,Q186867,1329.0,"center, center-right or moderate right"
PIRAT,Piratenpartei Österreichs,Pirate Party of Austria,PIRAT,[],,,AT,2006.0,,[],[],"[""#800080""]",https://de.wikipedia.org/wiki/Piratenpartei_Österreichs,Q695270,,"left or center-left, including non-radical greens"
REKOS,Die Reformkonservativen,The Reform Conservatives,REKOS,[],,,AT,2013.0,2016.0,[],"[{""year_start"": ""2014"", ""year_end"": ""2014"", ""party_id"": ""NI""}]","[""#FFD700"", ""#000000""]",https://en.wikipedia.org/wiki/The_Reform_Conservatives,Q15705373,2991.0,radical right
RETTÖ,Unabhängige Bürgerinitiative Rettet Österreich,Independent Citizens’ Initiative Save Austria,RETTÖ,[],,,AT,2008.0,,[],[],[],https://de.wikipedia.org/wiki/Unabh%C3%A4ngige_B%C3%BCrgerinitiative_Rettet_%C3%96sterreich,Q1364868,,radical right
SAU,Sicher – Absolut – Unabhängig,Secure – Absolute – Independent,SAU,[],,,AT,,,[],[],[],,,,other
SLP,Internationale Sozialistische Alternative,Socialist Left Party,SLP,[],"[{""name_native"": ""Sozialistische Linkspartei"", ""abbreviation"": ""SLP""}]",,AT,1981.0,,[],[],"[""red""]",https://de.wikipedia.org/wiki/Sozialistische_Linkspartei,Q700400,,radical left
SOAL,Sozialistische Alternative,Socialist Alternative ,SOAL,[],,,AT,1972.0,,[],[],[],https://de.wikipedia.org/wiki/Sozialistische_Alternative_(SOAL),Q1770931,,radical left
SPÖ,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,SPÖ,[],,,AT,1889.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Party of European Socialists (PES)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""S&D""}]","[""#FF0000""]",https://de.wikipedia.org/wiki/Sozialdemokratische_Partei_%C3%96sterreichs,Q179111,1384.0,"left or center-left, including non-radical greens"
STARK,Liste Stark,Stark List,STARK,[],,,AT,,,[],[],[],https://de.wikipedia.org/wiki/STARK,Q2247630,,unknown
TRP,Tierrechtspartei,Animal Rights Party,TRP,[],,,AT,2008.0,,[],[],[],https://en.wikipedia.org/wiki/Animal_Rights_Party,Q16499924,,radical left
WANDL,Wandel,Change ,WANDL,[],,,AT,2012.0,2017.0,[],[],"[""#FFFF00""]",https://de.wikipedia.org/wiki/Team_Stronach,Q103748,,other
WEIßE,DIE WEISSEN – Das Recht geht vom Volk aus,THE WHITES – The right emanates from the people,WEIßE,[],,,AT,,,[],[],[],,,,other
AGIR,Agir,Agir,AGIR,[],"[{""name_native"": ""Front National"", ""abbreviation"": ""FN""}]",,BE,2017.0,2012.0,[],[],[],https://fr.wikipedia.org/wiki/Front_national_belge,Q907516,,radical right
Agora,Agora,Agora,Agora,[],,,BE,2018.0,2024.0,[],[],[],https://fr.wikipedia.org/wiki/Agora_(parti_politique),Q64922861,,other
Agora Erasmus,Agora Erasmus,Agora Erasmus,Agora Erasmus,[],,,BE,,,[],[],[],,,,unknown
B.U.B.,Belgische Unie / Union Belge,Belgian Union,B.U.B.,[],,,BE,2002.0,,[],[],"[""#00F""]",https://nl.wikipedia.org/wiki/Belgische_Unie_-_Union_Belge,Q2894367,,"center, center-right or moderate right"
BLANCO,Partij BLANCO,Parti.j BLANCO,BLANCO,[],,,BE,1836.0,,[],[],[],https://nl.wikipedia.org/wiki/Partij_BLANCO,Q126731779,,other
BP,Belgique Positif,Belgique Positif,BP,[],,,BE,,,[],[],[],,,,unknown
CAP,Comité pour une autre politique / Comité voor een Andere Politiek,Committee for Other Politics,CAP,[],,,BE,2005.0,2011.0,[],[],[],https://fr.wikipedia.org/wiki/Comit%C3%A9_pour_une_autre_politique,Q2224947,,"left or center-left, including non-radical greens"
CC,Collectif Citoyen,Citizen Collective,CC,[],,,BE,2019.0,,[],[],"[""#008080""]",https://en.wikipedia.org/wiki/Citizen_Collective,Q132175294,,other
CD&V,Christen-Democratisch en Vlaams,Christian Democrats and Flemish,CD&V,[],,,BE,1945.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""EPP Group""}]","[""#B83C32"", ""#005b77"", ""#7C9A4A"", ""#0072B2"", ""#0074a3"", ""#FFCC00"", ""#EBC600"", ""#A43A2E"", ""#00BFFF"", ""#005EB8"", ""#D9D9D9"", ""#D50000""]",https://nl.wikipedia.org/wiki/Christen-Democratisch_en_Vlaams,Q750673,604.0,"center, center-right or moderate right"
CD&V-N-VA,CD&V-N-VA,CD&V-N-VA,CD&V-N-VA,"[""CD&V"", ""N-VA""]",,,BE,,,[],[],[],,,,"center, center-right or moderate right"
CDF,Chrétiens démocrates fédéraux,Federal Christian Democrats,CDF,[],,,BE,2002.0,2013.0,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""EPP Group""}]",[],https://fr.wikipedia.org/wiki/Chrétiens_démocrates_fédéraux,Q2339511,,"center, center-right or moderate right"
Chez Nous,Chez Nous,Chez Nous,Chez Nous,[],,,BE,2021.0,2025.0,[],[],[],https://fr.wikipedia.org/wiki/Chez_Nous_(Belgique),Q116699299,,radical right
CHOPE,CHOPE,CHOPE,CHOPE,[],,,BE,,,[],[],[],,,,unknown
CIM,Citoyens d’ici et du monde,Citizens of Here and the World,CIM,[],,,BE,,,[],[],[],,,,unknown
CSP,Christlich Soziale Partei,Christian Social Party,CSP,[],,,BE,1971.0,,[],"[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""EPP Group""}]","[""orange""]",https://de.wikipedia.org/wiki/Christlich_Soziale_Partei,Q1084016,6688.0,"center, center-right or moderate right"
D-SA,Democratisch-Solidair Appèl,Democratic-Solidary Appeal,D-SA,[],,,BE,1998.0,,[],[],[],https://nl.wikipedia.org/wiki/Democratisch-Solidair_App%C3%A8l,Q61953271,,"left or center-left, including non-radical greens"
de coöperatie,de coöperatie,the cooperative,de coöperatie,[],,,BE,,,[],[],[],,,,unknown
DéFI,Démocrate fédéraliste indépendant,Democratic Federalist Independent,DéFI,[],"[{""name_native"": ""Front démocratique des francophones"", ""abbreviation"": ""FDF""}]",,BE,1995.0,,[],[],"[""#FF0000""]",https://fr.wikipedia.org/wiki/D%C3%A9FI,Q1470087,698.0,"center, center-right or moderate right"
DierAnimal,DierAnimal,DierAnimal,DierAnimal,[],,,BE,2018.0,,[],"[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""Greens/EFA""}, {""year_start"": null, ""year_end"": null, ""party_id"": ""GUE/NGL""}]","[""#00FFFF""]",https://fr.wikipedia.org/wiki/DierAnimal,Q60970690,,radical left
DL,DL,DL,DL,[],,,BE,,,[],[],[],,,,unknown
DLC,Droit et libertés des citoyens,Citizens' Rights and Freedoms,DLC,[],,,BE,,,[],[],[],,,,unknown
Ecolo,Écologistes confédérés pour l'organisation de luttes originales,Ecolo,Ecolo,[],,,BE,1980.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Green Party (EGP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#008000"", ""green"", ""#A8D28B"", ""#E8B7D3"", ""#007A33""]",https://fr.wikipedia.org/wiki/Ecolo,Q655611,1563.0,"left or center-left, including non-radical greens"
EDW,Europa der Werte,Europe of Values,EDW,[],,,BE,,,[],[],[],,,,unknown
EFP,Europese Federalistische Partij,European Federalist Party,EFP,[],,,BE,2011.0,,[],[],"[""blue"", ""yellow""]",https://nl.wikipedia.org/wiki/Europese_Federalistische_Partij_(2011-heden),Q972613,,other
Égalitaires !,Égalitaires !,Equalizers !,Égalitaires !,[],,,BE,,,[],[],[],,,,unknown
Égalité,Égalité,Equality ,Égalité,[],,,BE,,,[],[],[],,,,unknown
FDB,Front des Bruxellois,Brusselers’ Front,FDB,[],,,BE,,,[],[],[],,,,unknown
FDG,Front des gauches,Front of the Left,FDG,"[""PC"", ""LCR"", ""PSL"", ""CAP"", ""PH"", ""VÉLO""]",,,BE,2010.0,,[],[],"[""#dd0000""]",https://fr.wikipedia.org/wiki/Front_des_gauches,Q2607486,,radical left
FN,Force Nationale,National Force,FN,[],,,BE,2005.0,,[],[],[],https://en.wikipedia.org/wiki/National_Force_(Belgium),Q6972756,,radical right
FPN,Faire place Nette,Faire place Nette,FPN,[],,,BE,,,[],[],[],,,,radical right
FRANCE,FRANCE,FRANCE,FRANCE,[],,,BE,,,[],[],"[""blue"", ""white"", ""red""]",,,,unknown
Freedom,Vrijheid,Freedom,Freedom,[],,,BE,,,[],[],"[""#000080"", ""#BDBDCB""]",,,,unknown
FW,Front Wallon,Walloon Front,FW,[],,,BE,,,[],[],[],,,,unknown
GA/SAP,Gauche anticapitaliste / Stroming voor een Antikapitalistisch Project,Anticapitalist Left,GA/SAP,[],,,BE,1971.0,,[],[],"[""#FF0000"", ""#000000""]",https://nl.wikipedia.org/wiki/Stroming_voor_een_Antikapitalistisch_Project,Q2655651,,radical left
GC,Gauches communes,Gauches Communes,GC,"[""PSL"", ""PH""]",,,BE,2012.0,,[],[],"[""#dd0000"", ""orange""]",https://fr.wikipedia.org/wiki/Gauches_communes,Q17355278,,"left or center-left, including non-radical greens"
Groen,Groen,Groen,Groen,[],,,BE,1989.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Green Party (EGP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2002"", ""party_id"": ""Greens/EFA""}, {""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#00B140"", ""#008C45"", ""#4CAF50"", ""#009b77"", ""#00A651"", ""#3A883A"", ""#4B9C6A"", ""#008000""]",https://nl.wikipedia.org/wiki/Groen_(politieke_partij),Q513521,528.0,"left or center-left, including non-radical greens"
GSCD,Groupe social des citoyens démocrates,Social Group of Democratic Citizens,GSCD,[],,,BE,,,[],[],[],,,,unknown
GV,Gezond Verstand,Common Sense,GV,[],,,BE,,,[],[],[],,,,unknown
ISLAM,ISLAM,ISLAM,ISLAM,[],,,BE,2012.0,,[],[],"[""#428132"", ""#FFFFFF""]",https://en.wikipedia.org/wiki/ISLAM_(Belgian_political_party),Q15714033,,other
L’Unie,L’Unie,The Union,L’Unie,[],,,BE,,,[],[],[],,,,unknown
LA,Liberaal Appèl,Liberal Appeal,LA,[],,,BE,2002.0,2007.0,[],[],[],https://nl.wikipedia.org/wiki/Liberaal_App%C3%A8l,Q2431678,,"center, center-right or moderate right"
La Droite,La Droite,The Right,La Droite,[],,,BE,,,[],[],[],,,,radical right
La Lutte,De Strijd / La Lutte,The Struggle,La Lutte,[],,,BE,,,[],[],[],https://nl.wikipedia.org/wiki/De_Strijd_(politieke_partij),Q21008840,,radical left
LBD,Les Belges d'Abord,Belgians First,LBD,[],,,BE,,,[],[],[],,,,radical right
LCR,Ligue communiste révolutionnaire,Revolutionary Communist League,LCR,[],,,BE,1971.0,2001.0,[],[],"[""Red""]",https://fr.wikipedia.org/wiki/Ligue_communiste_r%C3%A9volutionnaire_(Belgique),Q2655651,,radical left
LCR-PSL,LCR-PSL,LCR-PSL,LCR-PSL,[],,,BE,,,[],[],[],,,,unknown
LD (2019),Libéraux Démocrates,Liberal Democrats,LD,[],"[{""name_native"": ""Listes Destexhe"", ""abbreviation"": ""LD""}]",,BE,2019.0,,[],[],"[""blue"", ""yellow""]",https://fr.wikipedia.org/wiki/Lib%C3%A9raux_d%C3%A9mocrates_(Belgique),Q86665519,,"center, center-right or moderate right"
LD [La Droite],La Droite,The Right,LD,[],,,BE,,,[],[],[],,,,unknown
LDD,"Libertair, Direct, Democratisch","Libertarian, Direct, Democratic",LDD,[],"[{""name_native"": ""Lijst Dedecker"", ""abbreviation"": ""LDD""}]",,BE,2007.0,2014.0,"[{""date_start"": ""2010"", ""date_end"": ""2014"", ""organization"": ""European Conservatives and Reformists Party (ECR)"", ""status"": ""member""}]",[],[],"https://nl.wikipedia.org/wiki/Libertair,_Direct,_Democratisch",Q130671,43.0,"center, center-right or moderate right"
LE,Les Engagés,The Committed,LE,[],"[{""name_native"": ""Centre démocrate humaniste"", ""abbreviation"": ""cdH""}]",,BE,1968.0,,"[{""date_start"": ""2024"", ""date_end"": null, ""organization"": ""European Democratic Party (EDP)"", ""status"": ""member""}, {""date_start"": null, ""date_end"": ""2024"", ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}]","[{""year_start"": ""2004"", ""year_end"": ""2023"", ""party_id"": ""EPP Group""}, {""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#007387""]",https://fr.wikipedia.org/wiki/Les_Engagés_(parti_politique),Q840814,633.0,"center, center-right or moderate right"
LO,Lutte ouvrière,Workers' Struggle,LO,[],,,BE,1969.0,,[],[],[],https://fr.wikipedia.org/wiki/Lutte_ouvri%C3%A8re_(Belgique),Q17355363,,radical right
LSP/PSL,Linke Socialistische Partij / Parti socialiste de lutte,Socialist Party of Struggle,LSP/PSL,[],"[{""name_native"": ""Mouvement pour une alternative socialiste"", ""abbreviation"": ""MAS""}]",,BE,1969.0,2023.0,[],"[{""year_start"": ""1999"", ""year_end"": ""2023"", ""party_id"": ""GUE/NGL""}]","[""#FF0000""]",https://fr.wikipedia.org/wiki/Parti_socialiste_de_lutte,Q2428334,,radical left
MARIA,"Movement for Action, Resistance and an Independent Alternative","Movement for Action, Resistance and an Independent Alternative",MARIA,[],,,BE,2003.0,,[],[],"[""#FF0000""]","https://nl.wikipedia.org/wiki/Movement_for_Action,_Resistance_and_an_Independent_Alternative",Q67084009,,unknown
MDT,MDT,MDT,MDT,[],,,BE,,,[],[],"[""#FF0000"", ""#009900""]",,,,unknown
MG,Mouvement de Gauche,Movement of the Left,MG,[],,,BE,2012.0,2017.0,[],[],[],https://fr.wikipedia.org/wiki/Mouvement_de_gauche_(Belgique),Q2862498,,"left or center-left, including non-radical greens"
MGJOD,"Mouvement généraliste des jeunes, des ouvriers et des démunis",General Movement of Young Disadvantaged Workers,MGJOD,[],,,BE,,,[],[],[],,,,unknown
MOVE,Mouvement et organisation pour vivre ensemble,Movement and Organization to Live Together,MOVE,[],,,BE,,,[],[],[],,,,unknown
MP Education,MP Education,MP Education,MP Education,[],,,BE,,,[],[],[],,,,unknown
MR,Mouvement réformateur,Reformist Movement,MR,[],,,BE,2002.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#005EB8"", ""#0000FF"", ""#0072C6"", ""#FBBF00"", ""#ffce00"", ""#005BAA"", ""#004B87"", ""blue""]",https://fr.wikipedia.org/wiki/Mouvement_r%C3%A9formateur_(Belgique),Q533384,789.0,"center, center-right or moderate right"
MS,Mouvement socialiste,Socialist Movement,MS,[],,,BE,2002.0,2012.0,[],[],"[""#FF0000""]",https://fr.wikipedia.org/wiki/Mouvement_socialiste_(Belgique),Q2310396,,"left or center-left, including non-radical greens"
N,N,N,N,[],,,BE,,,[],[],[],,,,unknown
N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,N-VA,[],,,BE,2001.0,,"[{""date_start"": ""2009"", ""date_end"": null, ""organization"": ""European Free Alliance (EFA)"", ""status"": ""associate""}]","[{""year_start"": ""2004"", ""year_end"": ""2009"", ""party_id"": ""Greens/EFA""}, {""year_start"": ""2010"", ""year_end"": null, ""party_id"": ""ECR Group""}]","[""#FFE600"", ""#F3A800""]",https://nl.wikipedia.org/wiki/Nieuw-Vlaamse_Alliantie,Q28982,36.0,"center, center-right or moderate right"
NATION,Mouvement Nation,Nation Movement,NATION,[],,,BE,1999.0,,"[{""date_start"": ""2015"", ""date_end"": null, ""organization"": ""Alliance for Peace and Freedom (APF)"", ""status"": ""member""}]","[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""PfE""}]","[""#000000"", ""#FFFFFF"", ""#FF0000""]",https://fr.wikipedia.org/wiki/Mouvement_Nation,Q3326485,,radical right
NOOR,NOOR,NOOR,NOOR,[],,,BE,,,[],[],[],,,,other
NP-FN,Nieuwe Partij – Fervent Nationaal,New Party – Fervent National,NP-FN,[],,,BE,2004.0,,[],[],[],https://nl.wikipedia.org/wiki/Nieuwe_Partij_-_Fervent_Nationaal,Q2196611,,radical right
NWA,Nouvelle Wallonie Alternative,New Alternative Wallonia,NWA,[],,,BE,,,[],[],[],,,,radical right
OMNIUM,OMNIUM,OMNIUM,OMNIUM,[],,,BE,,,[],[],[],,,,unknown
Open VLD,Open VLD,Open Flemish Liberals and Democrats,Open VLD,[],,,BE,1971.0,,"[{""date_start"": ""1971"", ""date_end"": ""2019"", ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#006DCC"", ""#0085CA"", ""#F5B266"", ""#F1D882"", ""#0072B1"", ""#D95B1B""]",https://en.wikipedia.org/wiki/Open_Vlaamse_Liberalen_en_Democraten,Q1160192,49.0,"center, center-right or moderate right"
P-Lib,Parti Libertarien,Libertarian Party,P-Lib,[],,,BE,2012.0,2023.0,[],[],"[""#FFD166"", ""gold""]",https://fr.wikipedia.org/wiki/Parti_libertarien_(Belgique),Q15965527,,"center, center-right or moderate right"
P+,"Parti pour la liberté, l’union et la solidarité","Party for Freedom, Union and Solidarity",P+,[],,,BE,,,[],[],[],,,,radical right
PC-RDS,PC-RDS,PC-RDS,PC-RDS,[],,,BE,,,[],[],"[""#0091D5"", ""#FF0000""]",,,,radical left
PCB-CPB,Parti communiste de Belgique / Communistische Partij van België,Communist Party of Belgium,PCB-CPB,[],"[{""name_native"": ""Parti communiste Wallonie-Bruxelles"", ""abbreviation"": ""PC""}]",,BE,1921.0,,"[{""date_start"": ""2004"", ""date_end"": ""2018"", ""organization"": ""Party of the European Left (EL)"", ""status"": ""member""}]","[{""year_start"": ""1989"", ""year_end"": null, ""party_id"": ""GUE/NGL""}]","[""red""]",https://fr.wikipedia.org/wiki/Parti_communiste_(Wallonie-Bruxelles),Q1789010,,radical left
PCP,Parti citoyenneté et prosperité,Citizenship and Prosperity Party,PCP,[],,,BE,,,[],[],[],,,,unknown
PDA,PDA,PDA,PDA,[],,,BE,,,[],[],[],,,,unknown
