gisco_id,name,registered,turnout,invalid,blank,KO,LR,TD,KON,NK,POLEXIT,PL!SP,PiS,RNP,BS,GSP
PL_1005101180305,Wodzierady,2926,1208,6,0,370,91,74,153,0,3,5,492,0,13,0
PL_1005101190401,Łęczyca,10450,3857,24,0,1728,300,133,344,0,6,9,1292,0,21,0
PL_1005101190402,Daszyna,3023,811,9,0,119,20,61,111,0,2,3,482,0,4,0
PL_1005101190403,Góra Świętej Małgorzaty,3435,1075,12,0,152,35,32,250,0,6,1,580,0,7,0
PL_1005101190404,Grabów,4562,1404,15,0,227,50,65,243,0,5,6,782,0,11,0
PL_1005101190405,Łęczyca,7477,2293,17,0,500,76,140,334,0,16,3,1185,0,22,0
PL_1005101190406,Piątek,4666,1514,2,0,297,49,83,215,0,6,5,844,0,13,0
PL_1005101190407,Świnice Warckie,3063,997,11,0,174,42,85,124,0,8,3,544,0,6,0
PL_1005101190408,Witonia,2540,824,6,0,136,35,46,130,0,1,2,462,0,6,0
PL_1005101190501,Łowicz,21636,8677,64,0,3149,761,385,844,0,17,11,3370,0,75,0
PL_1005101190502,Bielawy,4279,1356,13,0,192,84,121,201,0,6,9,717,0,13,0
PL_1005101190503,Chąśno,2378,805,10,0,62,17,86,164,0,6,1,457,0,2,0
PL_1005101190504,Domaniewice,3609,1356,13,0,137,59,218,217,0,3,3,700,0,6,0
PL_1005101190505,Kiernozia,2626,869,5,0,104,47,62,127,0,0,2,509,0,13,0
PL_1005101190506,Kocierzew Południowy,3302,1163,9,0,82,25,97,191,0,5,2,746,0,6,0
PL_1005101190507,Łowicz,6144,2129,19,0,350,81,199,326,0,3,4,1129,0,18,0
PL_1005101190508,Łyszkowice,5158,1574,7,0,269,71,90,215,0,1,7,902,0,12,0
PL_1005101190509,Nieborów,7381,2622,18,0,556,152,163,283,0,8,3,1426,0,13,0
PL_1005101190510,Zduny,4329,1605,16,0,264,83,208,228,0,8,5,781,0,12,0
PL_1005101150602,Andrespol,11494,5575,26,0,2109,577,271,650,0,13,12,1856,0,61,0
PL_1005101150603,Brójce,5511,2523,10,0,689,184,150,320,0,12,7,1124,0,26,0
PL_1005101150607,Koluszki,18114,7869,48,0,2517,685,317,925,0,19,15,3279,0,64,0
PL_1005101150608,Nowosolna,4254,2272,8,0,972,326,140,274,0,6,7,521,0,18,0
PL_1005101150610,Rzgów,8372,4130,21,0,1337,410,197,510,0,6,9,1609,0,30,0
PL_1005101150611,Tuszyn,10085,4412,15,0,1468,331,204,503,0,9,8,1835,0,39,0
PL_1005101170701,Białaczów,4565,1640,13,0,223,69,108,198,0,7,4,999,0,19,0
PL_1005101170702,Drzewica,8160,3280,35,0,421,150,142,327,0,15,13,2150,0,27,0
PL_1005101170703,Mniszków,3758,1514,7,0,140,41,76,196,0,9,3,1036,0,6,0
PL_1005101170704,Opoczno,25801,11141,71,0,2418,580,590,1248,0,29,25,6085,0,92,0
PL_1005101170705,Paradyż,3396,1458,8,0,108,30,56,182,0,5,1,1060,0,8,0
PL_1005101170706,Poświętne,2541,1129,7,0,117,39,68,129,0,6,4,750,0,9,0
PL_1005101170707,Sławno,5898,2472,17,0,231,40,170,327,0,11,11,1642,0,22,0
PL_1005101170708,Żarnów,4754,1879,16,0,274,78,89,176,0,10,12,1206,0,17,0
PL_1005101150801,Konstantynów Łódzki,14579,6439,25,0,2702,666,309,685,0,21,13,1947,0,70,0
PL_1005101150802,Pabianice,46744,20430,108,0,8854,2196,798,1839,0,53,53,6322,0,207,0
PL_1005101150803,Dłutów,3819,1567,3,0,460,110,64,246,0,5,9,654,0,16,0
PL_1005101150804,Dobroń,6214,2691,9,0,927,219,219,329,0,5,8,946,0,29,0
PL_1005101150805,Ksawerów,6036,2842,19,0,1114,293,159,309,0,3,3,906,0,36,0
PL_1005101150806,Lutomiersk,7270,3148,4,0,1148,319,187,429,0,8,10,1010,0,32,0
PL_1005101150807,Pabianice,6323,2997,11,0,1120,269,133,402,0,9,12,1017,0,24,0
PL_1005101180901,Działoszyn,9475,3349,23,0,883,214,166,431,0,6,14,1588,0,24,0
PL_1005101180902,Kiełczygłów,3184,1136,13,0,153,47,73,153,0,3,4,686,0,4,0
PL_1005101180903,Nowa Brzeźnica,3610,1266,15,0,201,66,78,195,0,2,5,695,0,9,0
PL_1005101180904,Pajęczno,9011,3255,18,0,822,249,164,342,0,6,4,1625,0,25,0
PL_1005101180905,Rząśnia,3941,1475,10,0,226,38,91,226,0,9,4,861,0,10,0
PL_1005101180906,Siemkowice,3801,1205,9,0,147,51,97,194,0,2,2,694,0,9,0
PL_1005101180907,Strzelce Wielkie,3590,1082,8,0,133,48,66,159,0,3,4,650,0,11,0
PL_1005101180908,Sulmierzyce,3555,1304,10,0,180,75,67,201,0,9,0,753,0,9,0
PL_1005101171001,Aleksandrów,3599,1438,14,0,201,59,134,148,0,2,7,863,0,10,0
PL_1005101171002,Czarnocin,3173,1339,5,0,176,62,181,196,0,2,2,705,0,10,0
PL_1005101171003,Gorzkowice,6659,2340,21,0,254,356,121,269,0,6,9,1291,0,13,0
PL_1005101171004,Grabica,4753,1804,15,0,212,48,202,263,0,2,4,1049,0,9,0
PL_1005101171005,Łęki Szlacheckie,2753,797,6,0,82,37,84,127,0,1,2,448,0,10,0
PL_1005101171006,Moszczenica,10084,3881,15,0,511,154,554,614,0,14,21,1959,0,39,0
PL_1005101171007,Ręczno,2820,963,8,0,125,62,90,96,0,1,5,564,0,12,0
PL_1005101171008,Rozprza,9526,3133,29,0,403,143,365,394,0,4,11,1753,0,31,0
PL_1005101171009,Sulejów,12945,5196,26,0,1020,345,465,640,0,28,8,2625,0,39,0
PL_1005101171010,Wola Krzysztoporska,9298,3337,21,0,372,144,253,502,0,7,10,1999,0,29,0
PL_1005101171011,Wolbórz,6271,2724,15,0,488,139,241,458,0,5,9,1345,0,24,0
PL_1005101181101,Dalików,3264,1244,15,0,237,48,135,177,0,3,7,613,0,9,0
PL_1005101181102,Pęczniew,2872,1108,9,0,297,59,70,139,0,5,3,514,0,12,0
PL_1005101181103,Poddębice,12085,4244,35,0,1090,236,788,446,0,9,8,1609,0,23,0
PL_1005101181104,Uniejów,5597,2084,14,0,463,96,152,215,0,4,3,1113,0,24,0
PL_1005101181105,Wartkowice,4922,1313,17,0,205,60,143,192,0,2,6,672,0,16,0
PL_1005101181106,Zadzim,3935,1374,13,0,216,54,163,192,0,7,2,721,0,6,0
PL_1005101171201,Radomsko,34477,13254,72,0,4771,1024,449,1294,0,24,29,5490,0,101,0
PL_1005101171202,Dobryszyce,3447,1149,9,0,268,85,48,142,0,9,3,575,0,10,0
PL_1005101171203,Gidle,4774,1522,8,0,297,126,89,196,0,4,5,773,0,24,0
PL_1005101171204,Gomunice,4578,1785,14,0,358,128,114,191,0,2,5,960,0,13,0
PL_1005101171205,Kamieńsk,4571,1747,23,0,293,52,67,242,0,8,3,1051,0,8,0
PL_1005101171206,Kobiele Wielkie,3490,1088,8,0,190,91,67,155,0,4,3,558,0,12,0
PL_1005101171207,Kodrąb,3568,1095,11,0,178,66,81,142,0,1,2,604,0,10,0
PL_1005101171208,Lgota Wielka,3282,1052,7,0,139,45,79,140,0,3,3,625,0,11,0
PL_1005101171209,Ładzice,3731,1114,9,0,213,61,58,152,0,5,9,600,0,7,0
PL_1005101171210,Masłowice,3322,1192,10,0,148,48,96,125,0,4,7,736,0,18,0
PL_1005101171211,Przedbórz,5619,1894,17,0,335,101,102,168,0,9,8,1117,0,37,0
PL_1005101171212,Radomsko,4343,1576,17,0,389,96,77,216,0,1,1,761,0,18,0
PL_1005101171213,Wielgomłyny,3590,1067,10,0,118,30,70,120,0,6,4,604,0,105,0
PL_1005101171214,Żytno,4132,1287,12,0,182,70,59,137,0,4,1,799,0,23,0
PL_1005101191301,Rawa Mazowiecka,12921,5332,24,0,1562,392,408,529,0,19,5,2325,0,67,0
PL_1005101191302,Biała Rawska,8738,2655,19,0,401,125,303,387,0,9,4,1377,0,30,0
PL_1005101191303,Cielądz,3142,957,5,0,84,25,67,145,0,1,4,618,0,7,0
PL_1005101191304,Rawa Mazowiecka,6917,2279,13,0,365,87,187,290,0,7,7,1276,0,47,0
PL_1005101191305,Regnów,1469,438,6,0,31,17,53,58,0,2,1,266,0,4,0
PL_1005101191306,Sadkowice,4217,1140,11,0,111,19,88,176,0,3,1,720,0,11,0
PL_1005101181401,Sieradz,31962,13397,75,0,5132,1117,925,1193,0,27,10,4841,0,77,0
PL_1005101181402,Błaszki,11135,3467,26,0,535,142,367,473,0,5,11,1881,0,27,0
PL_1005101181403,Brąszewice,3413,1099,3,0,102,32,80,200,0,5,3,669,0,5,0
PL_1005101181404,Brzeźnio,5007,1660,17,0,400,78,150,205,0,7,8,778,0,17,0
PL_1005101181405,Burzenin,4308,1411,12,0,257,64,119,209,0,4,2,732,0,12,0
PL_1005101181406,Goszczanów,4191,1228,17,0,136,53,89,210,0,3,2,707,0,11,0
PL_1005101181407,Klonowa,2216,766,9,0,73,38,70,122,0,1,1,447,0,5,0
PL_1005101181408,Sieradz,8426,3084,23,0,659,173,239,377,0,11,3,1576,0,23,0
PL_1005101181409,Warta,9968,3226,26,0,566,145,260,382,0,2,13,1808,0,24,0
PL_1005101181410,Wróblew,4781,1543,5,0,212,40,149,222,0,6,4,894,0,11,0
PL_1005101181411,Złoczew,5578,1816,14,0,277,74,147,286,0,3,5,988,0,22,0
PL_1005101191501,Bolimów,3115,1093,6,0,240,44,72,175,0,2,4,538,0,12,0
PL_1005101191502,Głuchów,4400,1993,18,0,107,29,135,254,0,5,6,1420,0,19,0
PL_1005101191503,Godzianów,2024,810,2,0,84,26,40,99,0,0,2,550,0,7,0
PL_1005101191504,Kowiesy,2297,797,5,0,137,29,54,147,0,3,0,416,0,6,0
PL_1005101191505,Lipce Reymontowskie,2521,1014,8,0,152,42,48,90,0,2,1,666,0,5,0
PL_1005101191506,Maków,4755,1885,11,0,251,69,94,234,0,0,3,1205,0,18,0
PL_1005101191507,Nowy Kawęczyn,2752,999,6,0,168,48,79,164,0,4,3,519,0,8,0
PL_1005101191508,Skierniewice,5929,2223,17,0,481,128,133,304,0,9,11,1124,0,16,0
PL_1005101191509,Słupia,1995,827,11,0,91,21,42,118,0,2,5,535,0,2,0
PL_1005101171601,Tomaszów Mazowiecki,44926,18705,121,0,6843,1335,976,1799,0,45,34,7402,0,148,0
PL_1005101171602,Będków,2617,1101,5,0,174,38,53,198,0,3,1,622,0,7,0
PL_1005101171603,Budziszewice,1684,683,6,0,119,21,50,88,0,4,2,388,0,5,0
PL_1005101171604,Czerniewice,3950,1455,15,0,152,54,98,196,0,5,3,911,0,21,0
PL_1005101171605,Inowłódz,3188,1332,13,0,326,115,93,117,0,5,2,650,0,11,0
PL_1005101171606,Lubochnia,5434,2105,16,0,272,71,130,313,0,5,9,1279,0,10,0
PL_1005101171607,Rokiciny,4795,1999,14,0,390,153,120,274,0,7,4,1026,0,11,0
PL_1005101171608,Rzeczyca,3741,1278,12,0,130,51,154,155,0,2,3,763,0,8,0
PL_1005101171609,Tomaszów Mazowiecki,8935,3756,25,0,860,170,275,450,0,7,10,1919,0,40,0
PL_1005101171610,Ujazd,5947,2401,13,0,509,164,126,316,0,3,6,1243,0,21,0
PL_1005101171611,Żelechlinek,2579,1065,9,0,81,17,166,145,0,4,8,632,0,3,0
PL_1005101181701,Biała,4263,1263,4,0,207,54,83,168,0,4,7,726,0,10,0
PL_1005101181702,Czarnożyły,3531,1315,11,0,241,74,122,182,0,5,2,668,0,10,0
PL_1005101181703,Konopnica,3058,1122,8,0,261,72,83,145,0,4,1,540,0,8,0
PL_1005101181704,Mokrsko,4172,1432,13,0,302,67,86,218,0,2,4,727,0,13,0
PL_1005101181705,Osjaków,3742,1337,14,0,239,60,99,176,0,2,5,727,0,15,0
PL_1005101181706,Ostrówek,3563,1159,14,0,205,43,117,113,0,3,3,647,0,14,0
PL_1005101181707,Pątnów,5147,1851,11,0,277,50,120,257,0,9,4,1105,0,18,0
PL_1005101181708,Skomlin,2522,863,5,0,215,58,45,121,0,1,5,401,0,12,0
PL_1005101181709,Wieluń,24056,9363,56,0,3655,702,426,944,0,27,13,3458,0,82,0
PL_1005101181710,Wierzchlas,5243,1730,12,0,397,94,122,227,0,2,2,860,0,14,0
PL_1005101181801,Bolesławiec,3117,976,9,0,179,88,84,170,0,5,2,431,0,8,0
PL_1005101181802,Czastary,3134,920,7,0,160,53,105,135,0,4,3,445,0,8,0
PL_1005101181803,Galewice,4833,1374,8,0,278,91,99,225,0,3,7,651,0,12,0
PL_1005101181804,Lututów,3538,1109,9,0,203,83,75,149,0,6,3,571,0,10,0
PL_1005101181805,Łubnice,3231,963,8,0,159,56,107,162,0,1,1,465,0,4,0
PL_1005101181806,Sokolniki,4035,1316,7,0,324,89,80,210,0,2,5,583,0,16,0
PL_1005101181807,Wieruszów,11095,4068,26,0,1308,370,231,514,0,10,13,1564,0,32,0
PL_1005101181901,Zduńska Wola,30412,12634,51,0,3545,917,2131,1159,0,17,19,4738,0,55,0
PL_1005101181902,Szadek,5636,2030,12,0,327,99,382,290,0,2,6,894,0,18,0
PL_1005101181903,Zapolice,4257,1508,11,0,310,75,236,169,0,4,6,685,0,12,0
PL_1005101181904,Zduńska Wola,9558,3500,20,0,644,150,636,392,0,7,5,1619,0,27,0
PL_1005101152001,Głowno,10813,3971,25,0,1628,311,174,389,0,2,7,1405,0,30,0
PL_1005101152002,Ozorków,14050,5229,32,0,1891,396,255,553,0,13,10,2029,0,49,0
PL_1005101152003,Zgierz,41605,17590,76,0,7380,1645,764,1684,0,43,44,5805,0,148,0
PL_1005101152004,Aleksandrów Łódzki,25498,11487,70,0,5144,1209,542,1185,0,30,22,3178,0,106,0
PL_1005101152005,Głowno,3797,1297,2,0,232,52,86,196,0,1,1,715,0,12,0
PL_1005101152006,Ozorków,5785,2375,21,0,672,168,88,321,0,5,6,1081,0,13,0
PL_1005101152007,Parzęczew,4161,1583,8,0,470,118,100,242,0,6,6,619,0,14,0
PL_1005101152008,Stryków,10154,4462,17,0,1520,470,249,579,0,8,9,1562,0,48,0
PL_1005101152009,Zgierz,12161,5564,18,0,2175,531,283,577,0,12,15,1906,0,47,0
PL_1005101152101,Brzeziny,18705,7069,51,0,1774,479,503,904,9,23,17,3260,0,49,0
PL_1005101152103,Dmosin,3575,1287,10,0,273,58,129,155,0,4,2,643,0,13,0
PL_1005101152104,Jeżów,2600,1030,11,0,161,36,81,125,0,0,1,603,0,12,0
PL_1005101152105,Rogów,3648,1459,7,0,317,101,72,166,0,2,2,777,0,15,0
PL_1001121200101,Bochnia,22404,9884,45,0,3277,328,733,1401,26,21,2,3986,0,65,0
PL_1001121200102,Bochnia,15687,6115,51,0,947,130,459,1181,20,11,3,3272,0,41,0
PL_1001121200103,Drwinia,5234,2157,13,0,203,24,148,385,3,5,3,1360,0,13,0
PL_1001121200104,Lipnica Murowana,4277,1698,15,0,155,28,137,249,4,1,1,1099,0,9,0
PL_1001121200105,Łapanów,6487,2400,22,0,342,40,253,404,9,1,1,1312,0,16,0
PL_1001121200106,Nowy Wiśnicz,11440,5039,32,0,739,77,336,870,12,13,5,2920,0,35,0
PL_1001121200107,Rzezawa,8839,3590,17,0,469,59,167,660,9,10,6,2169,0,24,0
PL_1001121200108,Trzciana,4352,1917,7,0,156,14,132,301,5,6,2,1285,0,9,0
PL_1001121200109,Żegocina,4174,2017,12,0,117,17,147,306,7,4,1,1398,0,8,0
PL_1001121240201,Borzęcin,6526,2282,24,0,274,42,116,452,11,3,4,1341,0,15,0
PL_1001121240202,Brzesko,28032,11443,62,0,2712,325,909,1860,28,24,11,5443,0,68,0
PL_1001121240203,Czchów,7605,3051,30,0,358,50,210,488,10,4,0,1883,0,18,0
PL_1001121240204,Dębno,11406,4722,35,0,674,89,356,931,16,12,2,2571,0,36,0
PL_1001121240205,Gnojnik,6164,2465,14,0,182,21,120,487,6,2,3,1620,0,10,0
PL_1001121240206,Iwkowa,5049,2238,20,0,169,24,151,309,4,2,4,1545,0,10,0
PL_1001121240207,Szczurowa,7387,2408,20,0,286,47,163,363,8,4,2,1495,0,19,0
PL_1001121230301,Alwernia,9838,3887,24,0,1178,120,296,525,10,8,5,1684,0,37,0
PL_1001121230302,Babice,7198,2904,24,0,850,76,201,413,10,8,1,1292,0,29,0
PL_1001121230303,Chrzanów,34386,14335,82,0,6332,721,734,1649,61,36,15,4593,0,112,0
PL_1001121230304,Libiąż,16767,6815,37,0,2453,214,326,847,12,11,6,2864,0,45,0
PL_1001121230305,Trzebinia,25577,10383,64,0,4136,500,539,1383,31,21,7,3626,0,76,0
PL_1001121240401,Bolesław,2221,639,2,0,41,11,83,103,4,1,0,393,0,1,0
PL_1001121240402,Dąbrowa Tarnowska,16528,5942,35,0,758,115,506,889,11,10,6,3592,0,17,0
PL_1001121240403,Gręboszów,2623,880,1,0,49,10,107,84,3,0,3,621,0,2,0
PL_1001121240404,Mędrzechów,2756,878,12,0,67,19,106,142,3,2,1,521,0,5,0
PL_1001121240405,Olesno,6145,2150,15,0,146,26,172,364,7,8,2,1396,0,14,0
PL_1001121240406,Radgoszcz,5842,2111,24,0,99,25,136,319,6,3,0,1485,0,14,0
PL_1001121240407,Szczucin,10072,3292,34,0,306,59,497,444,5,3,1,1922,0,21,0
PL_1001121220501,Gorlice,20776,8228,44,0,2596,391,495,1053,12,24,4,3351,0,257,0
PL_1001121220502,Biecz,13093,4606,22,0,660,125,272,824,12,11,4,2621,0,55,0
PL_1001121220503,Bobowa,7408,2651,20,0,262,25,169,363,9,3,2,1775,0,23,0
PL_1001121220504,Gorlice,13469,4892,27,0,858,95,343,783,18,5,4,2655,0,104,0
PL_1001121220505,Lipinki,5361,1959,10,0,233,50,85,340,4,6,4,1187,0,40,0
PL_1001121220506,Łużna,6573,2312,12,0,265,45,136,431,2,9,4,1384,0,24,0
PL_1001121220507,Moszczenica,3887,1364,7,0,110,25,68,307,2,2,1,827,0,15,0
PL_1001121220508,Ropa,4196,1737,11,0,168,28,95,295,6,4,2,1099,0,29,0
PL_1001121220509,Sękowa,3984,1440,9,0,353,37,131,202,4,3,0,679,0,22,0
PL_1001121220510,Uście Gorlickie,5537,1941,14,0,485,70,264,272,1,5,2,803,0,25,0
PL_1001121200601,Czernichów,11656,4417,20,0,1099,176,382,748,15,12,4,1928,0,33,0
PL_1001121200602,Igołomia-Wawrzeńczyce,6130,2003,11,0,309,47,194,366,5,6,0,1057,0,8,0
PL_1001121200603,Iwanowice,7380,3042,18,0,601,75,267,592,5,4,5,1453,0,22,0
PL_1001121200604,Jerzmanowice-Przeginia,8706,3381,23,0,666,119,224,556,5,14,3,1743,0,28,0
PL_1001121200605,Kocmyrzów-Luborzyca,13135,5560,29,0,1438,208,667,935,11,16,4,2217,0,33,0
PL_1001121200606,Krzeszowice,25260,10359,49,0,3440,429,603,1576,32,29,8,4115,0,78,0
PL_1001121200607,Liszki,13753,5746,13,0,1369,187,419,950,10,22,3,2739,0,34,0
PL_1001121200608,Michałowice,8983,4296,22,0,1589,192,480,656,14,11,0,1301,0,31,0
PL_1001121200609,Mogilany,11474,5507,26,0,1989,207,379,902,18,17,2,1921,0,46,0
PL_1001121200610,Skała,8400,3492,15,0,858,128,288,607,9,14,5,1549,0,18,0
PL_1001121200611,Skawina,33531,13609,59,0,4285,546,945,1882,66,39,15,5655,0,117,0
PL_1001121200612,Słomniki,10632,4179,27,0,688,100,485,873,16,8,3,1961,0,18,0
PL_1001121200613,Sułoszowa,4492,1958,11,0,161,32,197,351,2,4,1,1191,0,7,0
PL_1001121200614,Świątniki Górne,8275,3602,18,0,1022,119,253,600,6,6,0,1543,0,34,0
PL_1001121200615,Wielka Wieś,11363,5497,21,0,2038,309,462,835,22,18,2,1736,0,54,0
PL_1001121200616,Zabierzów,21765,11232,51,0,4408,579,841,1533,30,26,10,3653,0,101,0
PL_1001121200617,Zielonki,18536,9288,40,0,3920,529,827,1345,31,16,5,2473,0,102,0
PL_1001121220701,Limanowa,11338,5383,15,0,969,102,734,801,14,12,2,2714,0,20,0
PL_1001121220702,Mszana Dolna,6119,2430,7,0,511,60,231,327,3,6,3,1264,0,18,0
PL_1002321641801,Dobra,15484,5336,50,0,753,135,548,825,22,7,9,2944,0,43,0
PL_1001121220704,Jodłownik,6583,2416,14,0,178,28,274,351,7,9,3,1547,0,5,0
PL_1001121220705,Kamienica,6034,2284,9,0,191,23,147,345,3,4,0,1551,0,11,0
PL_1001121220706,Laskowa,6175,3196,16,0,149,25,202,462,8,5,2,2315,0,12,0
PL_1001121220707,Limanowa,19511,8453,44,0,512,70,985,1250,15,15,5,5532,0,25,0
PL_1001121220708,Łukowica,7619,3332,14,0,184,25,477,482,3,7,1,2118,0,21,0
PL_1001121220709,Mszana Dolna,13312,5110,25,0,415,58,240,741,14,17,7,3563,0,30,0
PL_1001121220710,Niedźwiedź,5524,1781,17,0,176,11,81,253,4,4,1,1228,0,6,0
PL_1001121220711,Słopnice,5174,2146,12,0,125,23,146,334,4,2,1,1491,0,8,0
PL_1001121220712,Tymbark,4918,2263,10,0,212,27,152,328,2,4,2,1517,0,9,0
PL_1001121200801,Charsznica,5888,2031,10,0,297,63,193,454,3,9,0,980,0,22,0
PL_1001121200802,Gołcza,4822,1817,15,0,223,64,196,336,8,9,0,955,0,11,0
PL_1001121200803,Kozłów,3757,1238,15,0,143,31,63,228,3,7,0,740,0,8,0
PL_1001121200804,Książ Wielki,4056,1598,4,0,212,46,166,289,6,5,2,856,0,12,0
PL_1001121200805,Miechów,14886,5925,47,0,1373,217,580,1118,18,14,8,2512,0,38,0
PL_1001121200806,Racławice,2000,641,8,0,65,16,92,111,0,1,1,343,0,4,0
PL_1001121200807,Słaboszów,2831,888,8,0,94,29,133,170,5,6,1,439,0,3,0
PL_1001121200901,Dobczyce,11848,5123,28,0,1150,138,332,877,17,14,5,2519,0,43,0
PL_1001121200902,Lubień,7645,3222,16,0,363,33,143,580,13,8,7,2037,0,22,0
PL_1001121200903,Myślenice,34537,15523,67,0,3760,417,1261,2616,60,30,12,7209,0,89,0
PL_1001121200904,Pcim,8605,3927,27,0,535,53,218,659,15,10,7,2369,0,34,0
PL_1001121200905,Raciechowice,5063,1885,19,0,304,48,157,317,5,4,1,1015,0,15,0
PL_1001121200906,Siepraw,7088,3039,12,0,622,77,225,507,8,9,5,1546,0,28,0
PL_1001121200907,Sułkowice,11693,4600,30,0,928,99,258,774,30,13,5,2435,0,28,0
PL_1001121200908,Tokarnia,6731,3086,22,0,311,29,125,543,16,8,4,2005,0,23,0
PL_1001121200909,Wiśniowa,5797,2562,18,0,245,39,146,515,12,5,2,1559,0,21,0
PL_1001121221001,Grybów,4640,2151,15,0,316,42,120,304,6,7,1,1328,0,12,0
PL_1001121221002,Chełmiec,22263,9882,71,0,1404,120,459,1614,33,24,9,6096,0,52,0
PL_1001121221003,Gródek nad Dunajcem,7176,2799,11,0,311,38,160,347,2,8,0,1908,0,14,0
PL_1001121221004,Grybów,19041,8969,34,0,637,70,350,1544,27,16,3,6224,0,64,0
PL_1001121221005,Kamionka Wielka,7941,3665,26,0,386,36,170,678,13,9,0,2311,0,36,0
PL_1001121221006,Korzenna,11155,4832,29,0,285,35,187,731,12,11,7,3502,0,33,0
PL_1001121221007,Krynica-Zdrój,13688,6377,42,0,1999,160,439,807,10,11,8,2853,0,48,0
PL_1001121221008,Łabowa,4505,1881,19,0,186,15,63,340,6,10,2,1234,0,6,0
PL_1001121221009,Łącko,12467,5363,36,0,534,52,273,813,10,6,5,3583,0,51,0
PL_1001121221010,Łososina Dolna,8450,3972,19,0,262,29,193,550,8,4,1,2889,0,17,0
PL_1001121221011,Muszyna,9202,3872,29,0,991,80,183,534,17,8,8,1988,0,34,0
PL_1001121221012,Nawojowa,6636,2810,26,0,318,25,98,449,2,1,3,1877,0,11,0
PL_1001121221013,Piwniczna-Zdrój,8222,2965,20,0,473,52,146,464,7,2,3,1774,0,24,0
PL_1001121221014,Podegrodzie,10061,4470,23,0,368,37,215,706,5,12,5,3072,0,27,0
PL_1001121221015,Rytro,2900,1252,10,0,175,29,58,180,5,0,3,788,0,4,0
PL_1001121221016,Stary Sącz,18259,8282,49,0,1205,111,474,1330,19,13,5,5025,0,51,0
PL_1001121691101,Nowy Targ,25547,9998,51,0,3410,308,458,1545,29,22,7,4095,0,73,0
PL_1001121691102,Szczawnica,5787,2388,14,0,777,54,163,293,10,9,3,1039,0,26,0
PL_1001121691103,Czarny Dunajec,17546,5017,27,0,628,35,156,956,14,9,3,3161,0,28,0
PL_1001121691104,Czorsztyn,6149,2292,15,0,511,51,174,361,6,12,2,1141,0,19,0
PL_1001121691105,Jabłonka,14148,5284,26,0,358,53,126,1011,5,14,4,3673,0,14,0
PL_1001121691106,Krościenko nad Dunajcem,5380,2145,19,0,453,32,148,267,6,6,0,1197,0,17,0
PL_1001121691107,Lipnica Wielka,4517,1563,14,0,141,9,53,227,4,9,2,1094,0,10,0
PL_1001121691108,Łapsze Niżne,7343,2277,22,0,311,43,118,316,10,8,0,1427,0,22,0
PL_1001121691109,Nowy Targ,18617,6177,51,0,1030,78,290,972,17,31,3,3669,0,36,0
PL_1001121691110,Ochotnica Dolna,6566,2552,17,0,232,25,98,336,6,3,2,1825,0,8,0
PL_1001121691111,Raba Wyżna,11273,3790,31,0,529,58,179,659,13,3,3,2276,0,39,0
PL_1001121691112,Rabka-Zdrój,13527,5650,32,0,1377,132,267,844,19,20,5,2919,0,35,0
PL_1001121691113,Spytkowice,3557,1227,5,0,153,18,43,214,7,2,1,770,0,14,0
PL_1001121691114,Szaflary,8529,2557,11,0,315,26,65,439,7,10,5,1660,0,19,0
PL_1001121231201,Bukowno,7675,3086,18,0,1201,183,142,410,14,11,4,1085,0,18,0
PL_1001121231203,Bolesław,6151,2330,16,0,794,150,128,371,11,9,5,825,0,21,0
PL_1001121231204,Klucze,11809,4895,33,0,1755,245,283,706,16,13,1,1811,0,32,0
PL_1001121231205,Olkusz,36307,15641,72,0,5018,779,935,2093,52,42,7,6545,0,97,0
PL_1001121231206,Trzyciąż,5580,2257,11,0,267,39,203,455,2,7,1,1260,0,12,0
PL_1001121231207,Wolbrom,17529,6935,31,0,1573,195,388,1290,17,14,7,3370,0,50,0
PL_1001121231301,Oświęcim,27784,12369,65,0,5470,687,575,1316,38,22,4,4108,0,83,0
PL_1001121231302,Brzeszcze,15999,7384,44,0,2433,337,429,803,25,12,3,3252,0,46,0
PL_1001121231303,Chełmek,9673,4127,17,0,1608,138,163,537,14,12,6,1605,0,26,0
PL_1001121231304,Kęty,25801,10954,71,0,2815,312,1849,1367,13,18,5,4446,0,58,0
PL_1001121231305,Osiek,6417,2483,10,0,503,60,296,331,7,9,3,1245,0,19,0
PL_1001121231306,Oświęcim,14799,6828,28,0,2414,219,453,835,17,15,6,2788,0,53,0
PL_1001121231307,Polanka Wielka,3371,1441,11,0,318,27,188,221,5,2,0,659,0,10,0
PL_1001121231308,Przeciszów,5183,1932,13,0,610,41,106,277,8,3,4,850,0,20,0
PL_1001121231309,Zator,7223,2826,16,0,868,78,191,364,11,8,3,1260,0,27,0
PL_1001121201401,Koniusza,6995,2422,20,0,331,61,223,476,13,5,2,1274,0,17,0
PL_1001121201402,Koszyce,4373,1481,16,0,144,43,187,197,2,1,1,880,0,10,0
PL_1001121201403,Nowe Brzesko,4540,1667,14,0,224,27,168,302,5,6,6,905,0,10,0
PL_1001121201404,Pałecznica,2765,989,5,0,41,14,220,177,0,2,1,527,0,2,0
PL_1001121201405,Proszowice,12659,4544,35,0,818,144,549,788,8,16,6,2164,0,16,0
PL_1001121201406,Radziemice,2683,853,8,0,68,22,125,173,3,3,4,443,0,4,0
