gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Solidarna Polska Zbigniewa Ziobro,2 - Komitet Wyborczy Wyborców Ruch Narodowy,3 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej-Unia Pracy,4 - Komitet Wyborczy Prawo i Sprawiedliwość,5 - Koalicyjny Komitet Wyborczy Europa Plus Twój Ruch,6 - Komitet Wyborczy Polska Razem Jarosława Gowina,7 - Komitet Wyborczy Nowa Prawica – Janusza Korwin-Mikke,8 - Komitet Wyborczy Platforma Obywatelska RP,9 - Komitet Wyborczy Polskie Stronnictwo Ludowe,10 - Komitet Wyborczy Demokracja Bezpośrednia,11 - Komitet Wyborczy Samoobrona,12 - Komitet Wyborczy Partia Zieloni
PL_114263502,Długosiodło,6145,960,37,0,29,33,26,359,14,16,48,123,275,0,0,0
PL_114263503,Rząśnik,5441,1179,61,0,39,19,16,511,14,13,58,61,387,0,0,0
PL_114263504,Somianka,4586,1187,47,0,35,33,33,248,38,17,69,83,584,0,0,0
PL_114263505,Wyszków,30765,6615,139,0,200,268,275,2393,177,169,498,1265,1231,0,0,0
PL_114263506,Zabrodzie,4578,842,31,0,22,8,20,352,11,19,48,136,195,0,0,0
PL_114273601,Kazanów,3726,666,37,0,17,15,85,305,6,31,23,70,77,0,0,0
PL_114273602,Policzna,4863,589,31,0,18,8,42,257,9,14,46,69,95,0,0,0
PL_114273603,Przyłęk,5105,543,23,0,14,9,25,250,14,16,21,75,96,0,0,0
PL_114273604,Tczów,3814,657,32,0,20,17,30,296,11,11,31,23,186,0,0,0
PL_114273605,Zwoleń,12477,2349,82,0,55,85,157,1022,60,69,189,355,275,0,0,0
PL_114253701,Bieżuń,4234,585,14,0,10,8,53,260,23,9,29,50,129,0,0,0
PL_114253702,Kuczbork-Osada,3982,599,40,0,21,5,51,186,6,7,27,76,180,0,0,0
PL_114253703,Lubowidz,5806,893,66,0,45,11,61,364,10,12,40,136,148,0,0,0
PL_114253704,Lutocin,3657,441,21,0,17,6,24,173,1,4,21,37,137,0,0,0
PL_114253705,Siemiątkowo,2916,411,17,0,25,3,26,122,1,2,7,21,187,0,0,0
PL_114253706,Żuromin,11969,1842,80,0,45,9,208,593,44,27,100,353,383,0,0,0
PL_114303801,Żyrardów,31923,7726,266,0,190,112,583,2329,382,165,484,2836,379,0,0,0
PL_114303802,Mszczonów,9132,1870,70,0,73,34,74,812,35,38,129,403,202,0,0,0
PL_114303803,Puszcza Mariańska,6821,1259,35,0,44,20,54,521,44,35,73,295,138,0,0,0
PL_114303804,Radziejowice,4243,992,50,0,38,15,38,378,38,24,75,238,98,0,0,0
PL_114303805,Wiskitki,7712,1499,76,0,48,20,59,645,51,41,120,292,147,0,0,0
PL_114266101,Ostrołęka,42666,10248,319,0,251,161,634,4354,292,189,815,2387,846,0,0,0
PL_114256201,Płock,99810,23048,675,0,536,275,2029,7182,1169,923,1426,7009,1824,0,0,0
PL_114276301,Radom,174354,46731,1154,0,1026,922,3352,19785,1638,1487,3535,12067,1765,0,0,0
PL_114266401,Siedlce,61332,16012,480,0,372,219,1166,6219,500,376,1651,3829,1200,0,0,0
PL_114286501,Warszawa,1345374,512240,8893,0,8340,7354,41872,133227,33287,19600,29236,220467,4742,0,0,5222
PL_516310101,Brzeg,29954,6861,192,0,320,81,772,1946,202,157,517,2531,143,0,0,0
PL_516310102,Skarbimierz,5852,1106,41,0,54,27,81,353,20,19,110,295,106,0,0,0
PL_516310103,Grodków,15750,2429,98,0,156,36,231,732,74,55,158,725,164,0,0,0
PL_516310104,Lewin Brzeski,10594,1710,60,0,124,66,137,491,38,42,150,507,95,0,0,0
PL_516310105,Lubsza,7277,1135,38,0,69,38,77,376,22,28,72,332,83,0,0,0
PL_516310106,Olszanka,3989,694,34,0,46,15,49,241,14,12,46,164,73,0,0,0
PL_516320201,Baborów,5148,567,32,0,30,7,46,184,17,10,61,153,27,0,0,0
PL_516320202,Branice,5853,893,69,0,96,11,66,247,30,20,59,212,83,0,0,0
PL_516320203,Głubczyce,18899,3284,125,0,208,43,269,1165,73,76,179,972,174,0,0,0
PL_516320204,Kietrz,9150,1579,81,0,102,16,143,556,25,43,123,427,63,0,0,0
PL_516320301,Kędzierzyn-Koźle,50146,9760,321,0,450,168,920,2164,388,212,818,4137,182,0,0,0
PL_516320302,Bierawa,6269,910,48,0,75,6,51,144,33,40,61,418,34,0,0,0
PL_516320303,Cisek,4706,548,24,0,42,18,24,90,9,14,43,220,64,0,0,0
PL_516320304,Pawłowiczki,6409,710,50,0,56,7,33,137,16,21,35,270,85,0,0,0
PL_516320305,Polska Cerekiew,3592,508,33,0,26,8,28,48,10,10,50,268,27,0,0,0
PL_516320306,Reńska Wieś,6758,806,55,0,58,10,58,135,19,31,81,319,40,0,0,0
PL_516310401,Byczyna,7636,1256,63,0,59,29,87,331,22,33,91,249,292,0,0,0
PL_516310402,Kluczbork,30630,5541,178,0,247,93,339,1327,132,110,378,1982,755,0,0,0
PL_516310403,Lasowice Wielkie,5861,599,11,0,41,6,31,73,14,13,34,178,198,0,0,0
PL_516310404,Wołczyn,11198,1939,95,0,158,28,126,568,41,47,134,463,279,0,0,0
PL_516320501,Gogolin,10148,1199,63,0,59,13,62,164,35,49,91,607,56,0,0,0
PL_516320502,Krapkowice,19053,2963,94,0,131,40,223,478,69,136,281,1413,98,0,0,0
PL_516320503,Strzeleczki,6148,526,34,0,38,3,18,69,12,17,39,257,39,0,0,0
PL_516320504,Walce,4713,533,29,0,40,1,24,56,10,21,56,257,39,0,0,0
PL_516320505,Zdzieszowice,12831,1718,86,0,104,21,139,278,53,45,143,781,68,0,0,0
PL_516310601,Domaszowice,2983,759,58,0,70,8,121,177,15,15,26,132,137,0,0,0
PL_516310602,Namysłów,20882,4391,184,0,498,57,430,1072,88,97,266,1365,334,0,0,0
PL_516310603,Pokój,4345,631,34,0,56,7,52,91,13,25,24,223,106,0,0,0
PL_516310604,Świerczów,2912,539,29,0,50,6,59,134,9,9,32,141,70,0,0,0
PL_516310605,Wilków,3640,572,33,0,43,10,51,123,11,13,25,151,112,0,0,0
PL_516310701,Głuchołazy,21016,3418,105,0,209,47,383,977,98,106,211,1126,156,0,0,0
PL_516310702,Kamiennik,2954,448,10,0,31,5,48,107,9,14,56,85,83,0,0,0
PL_516310703,Korfantów,7875,987,41,0,75,10,83,312,20,17,63,269,97,0,0,0
PL_516310704,Łambinowice,6216,934,43,0,57,19,105,228,22,25,72,263,100,0,0,0
PL_516310705,Nysa,48382,10036,276,0,415,105,1207,2939,268,224,736,3187,679,0,0,0
PL_516310706,Otmuchów,11474,2559,146,0,101,36,951,618,41,65,131,349,121,0,0,0
PL_516310707,Paczków,10749,1943,79,0,133,14,244,654,37,53,134,481,114,0,0,0
PL_516310708,Pakosławice,3075,568,24,0,30,9,65,180,9,13,48,83,107,0,0,0
PL_516310709,Skoroszyce,5151,594,32,0,31,4,59,194,16,14,34,131,79,0,0,0
PL_516320801,Dobrodzień,8175,1025,33,0,67,14,55,218,23,27,59,428,101,0,0,0
PL_516320802,Gorzów Śląski,6025,763,40,0,49,6,70,147,22,17,43,225,144,0,0,0
PL_516320803,Olesno,14906,2450,104,0,130,11,224,357,67,77,225,1010,245,0,0,0
PL_516320804,Praszka,11468,2140,88,0,123,18,301,502,76,65,147,568,252,0,0,0
PL_516320805,Radłów,3573,377,14,0,41,2,22,35,4,24,30,139,66,0,0,0
PL_516320806,Rudniki,6832,972,55,0,57,6,87,270,35,18,55,268,121,0,0,0
PL_516320807,Zębowice,3067,423,42,0,37,3,17,63,7,7,20,188,39,0,0,0
PL_516320901,Chrząstowice,5525,799,32,0,29,8,43,87,22,49,51,425,53,0,0,0
PL_516320902,Dąbrowa,7765,1482,60,0,95,21,100,252,43,61,103,662,85,0,0,0
PL_516320903,Dobrzeń Wielki,11878,1999,75,0,118,17,84,365,42,89,163,968,78,0,0,0
PL_516320904,Komprachcice,9046,1483,51,0,84,12,111,239,31,41,104,764,46,0,0,0
PL_516320905,Łubniany,7850,1153,53,0,72,11,92,127,28,41,79,581,69,0,0,0
PL_516320906,Murów,4643,573,27,0,42,10,29,76,22,24,21,292,30,0,0,0
PL_516320907,Niemodlin,10680,1798,69,0,116,34,119,488,66,44,140,605,117,0,0,0
PL_516320908,Ozimek,16706,2225,99,0,108,19,182,357,67,78,158,979,178,0,0,0
PL_516320909,Popielów,6717,882,48,0,40,12,40,198,17,29,50,391,57,0,0,0
PL_516320910,Prószków,7889,1266,58,0,103,17,64,160,32,51,95,619,67,0,0,0
PL_516320911,Tarnów Opolski,7845,987,39,0,69,14,71,123,22,48,94,471,36,0,0,0
PL_516320912,Tułowice,4305,847,50,0,48,11,67,187,11,13,63,341,56,0,0,0
PL_516320913,Turawa,8022,1101,34,0,51,7,80,145,47,29,78,532,98,0,0,0
PL_516311001,Biała,8944,1057,51,0,64,8,57,170,19,25,65,444,154,0,0,0
PL_516311002,Głogówek,11060,1416,77,0,73,18,99,294,35,37,122,575,86,0,0,0
PL_516311003,Lubrza,3571,665,38,0,39,12,32,179,23,11,47,164,120,0,0,0
PL_516311004,Prudnik,22638,4802,182,0,252,50,445,1484,125,122,393,1556,193,0,0,0
PL_516321101,Izbicko,4448,631,33,0,44,10,44,86,15,17,37,313,32,0,0,0
PL_516321102,Jemielnica,5978,612,29,0,46,8,16,116,18,20,54,273,32,0,0,0
PL_516321103,Kolonowskie,5024,596,27,0,36,6,23,97,13,32,26,313,23,0,0,0
PL_516321104,Leśnica,6543,915,43,0,111,20,37,163,10,33,46,393,59,0,0,0
PL_516321105,Strzelce Opolskie,26625,4277,216,0,268,51,357,658,135,90,295,2068,139,0,0,0
PL_516321106,Ujazd,5143,654,37,0,48,6,24,98,11,28,82,282,38,0,0,0
PL_516321107,Zawadzkie,9955,1248,54,0,68,13,63,312,26,61,126,492,33,0,0,0
PL_516326101,Opole,96106,27242,740,0,1198,312,2746,4782,791,693,1975,13365,640,0,0,0
PL_318330103,Czarna,1943,344,11,0,10,8,42,124,3,10,17,66,53,0,0,0
PL_318330105,Lutowiska,1816,383,7,0,12,7,30,90,9,9,48,89,82,0,0,0
PL_318330108,Ustrzyki Dolne,14356,2717,87,0,122,38,206,986,71,65,134,738,270,0,0,0
PL_318330201,Brzozów,21404,4490,157,0,145,76,126,2549,53,119,313,695,257,0,0,0
PL_318330202,Domaradz,4865,809,14,0,25,20,33,484,14,18,54,54,93,0,0,0
PL_318330203,Dydnia,6567,1159,57,0,77,18,33,601,14,26,71,100,162,0,0,0
PL_318330204,Haczów,7434,1395,38,0,46,26,74,804,9,28,96,171,103,0,0,0
PL_318330205,Jasienica Rosielna,5944,1496,37,0,59,10,24,1031,14,50,80,141,50,0,0,0
PL_318330206,Nozdrzec,6840,1693,96,0,57,19,44,576,20,25,84,216,556,0,0,0
PL_318360301,Dębica,38485,9641,219,0,325,345,449,4229,220,584,749,2184,337,0,0,0
PL_318360302,Brzostek,10393,2155,117,0,179,33,41,1303,20,67,121,135,139,0,0,0
PL_318360303,Czarna,10192,2074,69,0,111,41,68,1103,33,79,130,195,245,0,0,0
PL_318360304,Dębica,19614,4360,136,0,197,207,123,2266,47,212,296,641,235,0,0,0
PL_318360305,Jodłowa,4347,746,30,0,54,13,7,396,10,18,60,46,112,0,0,0
PL_318360306,Pilzno,14146,3254,98,0,205,43,55,1907,38,133,220,242,313,0,0,0
PL_318360307,Żyraków,10953,2251,67,0,134,63,65,1213,17,112,156,215,209,0,0,0
PL_318340401,Jarosław,32018,7958,228,0,943,131,418,3303,147,171,497,1710,410,0,0,0
PL_318340402,Radymno,4553,1063,31,0,140,23,38,403,16,72,94,158,88,0,0,0
PL_318340403,Chłopice,4585,907,37,0,226,15,30,311,9,6,41,52,180,0,0,0
PL_318340404,Jarosław,10388,2213,95,0,449,31,72,848,34,54,127,212,291,0,0,0
PL_318340405,Laszki,5553,1570,77,0,225,19,85,508,8,17,39,67,525,0,0,0
PL_318340406,Pawłosiów,6824,1678,53,0,311,21,32,796,36,26,102,166,135,0,0,0
PL_318340407,Pruchnik,7742,1939,81,0,350,16,37,1011,10,34,105,88,207,0,0,0
PL_318340408,Radymno,8969,2000,88,0,622,22,56,586,11,40,92,105,378,0,0,0
PL_318340409,Rokietnica,3533,555,20,0,88,5,17,269,8,14,37,32,65,0,0,0
PL_318340410,Roźwienica,4953,1132,41,0,170,9,27,427,2,10,76,69,301,0,0,0
PL_318340411,Wiązownica,9075,2497,99,0,865,46,130,806,27,41,97,144,242,0,0,0
PL_318330501,Jasło,30345,8073,250,0,699,86,303,3303,137,630,584,1709,372,0,0,0
PL_318330502,Brzyska,5134,1193,58,0,370,8,22,510,7,27,57,91,43,0,0,0
PL_318330503,Dębowiec,6861,1822,59,0,103,20,24,1110,16,62,116,222,90,0,0,0
PL_318330504,Jasło,13454,3191,96,0,243,32,94,1689,42,175,252,378,190,0,0,0
PL_318330505,Kołaczyce,7142,1677,71,0,147,19,49,949,18,54,104,168,98,0,0,0
PL_318330506,Krempna,1605,297,22,0,18,1,21,112,4,4,9,69,37,0,0,0
PL_318330507,Nowy Żmigród,7567,1884,61,0,101,14,29,1032,25,79,96,169,278,0,0,0
PL_318330508,Osiek Jasielski,4271,919,27,0,42,12,15,578,11,25,59,81,69,0,0,0
PL_318330509,Skołyszyn,10130,1910,48,0,151,12,109,948,24,100,153,217,148,0,0,0
PL_318330511,Tarnowiec,7465,1803,88,0,87,18,85,1000,36,79,120,190,100,0,0,0
PL_318350601,Cmolas,6378,1353,46,0,58,39,27,878,16,32,117,90,50,0,0,0
PL_318350602,Kolbuszowa,20216,5009,127,0,97,83,184,3017,75,83,446,569,328,0,0,0
PL_318350603,Majdan Królewski,7904,1691,46,0,76,39,30,1183,26,35,104,99,53,0,0,0
PL_318350604,Niwiska,4715,1007,40,0,40,26,18,611,21,16,64,78,93,0,0,0
PL_318350605,Raniżów,5704,1278,33,0,39,20,38,865,6,26,83,86,82,0,0,0
PL_318350606,Dzikowiec,5206,964,33,0,20,13,32,641,6,13,63,39,104,0,0,0
PL_318330701,Chorkówka,10630,2259,70,0,100,22,115,1237,27,48,129,326,185,0,0,0
PL_318330702,Dukla,11848,2333,71,0,114,61,120,1140,48,74,150,383,172,0,0,0
PL_318330703,Iwonicz-Zdrój,8632,2062,67,0,94,30,58,1093,38,67,151,320,144,0,0,0
PL_318330704,Jedlicze,12464,2394,75,0,98,63,181,1092,41,77,239,401,127,0,0,0
PL_318330705,Korczyna,8934,1888,64,0,73,19,62,985,35,53,137,317,143,0,0,0
PL_318330706,Krościenko Wyżne,4341,1022,12,0,34,7,40,542,15,53,104,153,62,0,0,0
PL_318330707,Miejsce Piastowe,10978,2774,98,0,98,32,91,1392,39,83,234,596,111,0,0,0
PL_318330708,Rymanów,13348,3268,100,0,163,52,318,1588,31,81,210,555,170,0,0,0
PL_318330709,Wojaszówka,7391,1318,35,0,44,19,57,652,27,27,93,300,64,0,0,0
PL_318330710,Jaśliska,1599,375,17,0,21,3,6,135,6,5,11,156,15,0,0,0
PL_318360801,Leżajsk,11921,3282,84,0,116,47,120,1536,81,75,276,841,106,0,0,0
PL_318360802,Grodzisko Dolne,6576,1662,49,0,159,43,21,878,17,38,86,308,63,0,0,0
PL_318360803,Kuryłówka,4636,947,46,0,63,18,32,498,12,15,62,110,91,0,0,0
PL_318360804,Leżajsk,15830,3666,117,0,261,68,77,2178,32,39,213,521,160,0,0,0
PL_318360805,Nowa Sarzyna,17125,4686,118,0,270,121,75,3149,66,67,283,395,142,0,0,0
PL_318340901,Lubaczów,10402,2366,72,0,220,17,181,857,48,64,181,528,198,0,0,0
PL_318340902,Cieszanów,6138,1334,45,0,127,10,77,486,24,19,71,112,363,0,0,0
PL_318340903,Horyniec-Zdrój,4191,816,34,0,99,9,40,261,16,17,62,128,150,0,0,0
PL_318340904,Lubaczów,7405,1342,76,0,216,26,36,537,15,18,73,137,208,0,0,0
PL_318340905,Narol,6755,1202,55,0,149,19,70,468,29,34,91,127,160,0,0,0
PL_318340906,Oleszyce,5335,1235,70,0,206,10,83,438,16,22,64,139,187,0,0,0
PL_318340907,Stary Dzików,3668,661,20,0,192,9,47,185,8,8,41,31,120,0,0,0
PL_318340908,Wielkie Oczy,3109,700,18,0,96,11,16,324,6,6,45,69,109,0,0,0
PL_318351001,Łańcut,14726,3983,67,0,153,67,167,2021,104,184,260,775,185,0,0,0
PL_318351002,Białobrzegi,6594,1372,55,0,86,39,40,795,11,51,81,112,102,0,0,0
PL_318351003,Czarna,8987,2233,58,0,92,56,41,1449,30,81,150,192,84,0,0,0
PL_318351004,Łańcut,16691,4523,115,0,201,46,74,2615,64,269,321,349,469,0,0,0
PL_318351005,Markowa,5258,1005,29,0,47,16,12,591,17,45,88,56,104,0,0,0
PL_318351006,Rakszawa,5758,1360,49,0,69,14,37,889,23,34,65,97,83,0,0,0
PL_318351007,Żołynia,5471,1265,45,0,75,27,34,704,14,21,56,178,111,0,0,0
PL_318361101,Mielec,50094,13120,288,0,349,270,830,6196,226,375,923,3282,381,0,0,0
PL_318361102,Borowa,4493,867,25,0,26,6,38,437,15,14,44,127,135,0,0,0
PL_318361103,Czermin,5473,847,23,0,52,20,30,460,10,27,42,112,71,0,0,0
PL_318361104,Gawłuszowice,2225,553,19,0,28,5,29,312,2,4,16,50,88,0,0,0
PL_318361105,Mielec,10310,2322,60,0,61,31,101,1370,31,60,145,365,98,0,0,0
PL_318361106,Padew Narodowa,4314,1174,42,0,50,14,39,667,13,16,58,153,122,0,0,0
PL_318361107,Przecław,9001,1961,45,0,76,25,61,1123,19,58,103,361,90,0,0,0
PL_318361108,Radomyśl Wielki,10959,2021,70,0,110,26,57,1090,23,47,103,195,300,0,0,0
PL_318361109,Tuszów Narodowy,6232,1812,40,0,88,35,46,1254,14,28,53,132,122,0,0,0
PL_318361110,Wadowice Górne,5828,1216,28,0,128,22,42,564,5,25,44,65,293,0,0,0
PL_318361201,Harasiuki,5097,889,55,0,46,14,39,456,29,22,77,64,87,0,0,0
PL_318361202,Jarocin,4446,713,33,0,26,14,37,352,11,20,55,88,77,0,0,0
PL_318361203,Jeżowe,7826,1948,63,0,70,40,17,1445,12,20,113,58,110,0,0,0
PL_318361204,Krzeszów,3537,630,15,0,27,13,22,348,17,10,81,51,46,0,0,0
PL_318361205,Nisko,18442,4196,122,0,149,100,209,2123,74,104,445,692,178,0,0,0
PL_318361206,Rudnik nad Sanem,8446,1547,65,0,59,67,66,751,20,40,158,222,99,0,0,0
PL_318361207,Ulanów,7070,1253,40,0,49,30,97,642,19,27,132,158,59,0,0,0
PL_318341301,Bircza,5450,1144,80,0,90,14,29,529,22,21,46,246,67,0,0,0
PL_318341302,Dubiecko,7648,1206,61,0,78,10,57,470,27,135,96,143,129,0,0,0
PL_318341303,Fredropol,4450,783,37,0,69,24,37,258,24,32,35,212,55,0,0,0
PL_318341304,Krasiczyn,3948,816,28,0,67,5,37,300,39,30,35,228,47,0,0,0
PL_318341305,Krzywcza,3985,824,23,0,69,8,14,382,3,112,72,86,55,0,0,0
PL_318341306,Medyka,5309,1126,45,0,99,21,32,509,27,32,53,242,66,0,0,0
PL_318341307,Orły,6905,1513,53,0,165,25,47,579,41,117,104,164,218,0,0,0
PL_318341308,Przemyśl,8119,1807,59,0,107,47,114,705,40,66,111,472,86,0,0,0
PL_318341309,Stubno,3224,530,32,0,41,13,49,190,14,14,21,104,52,0,0,0
PL_318341310,Żurawica,10434,2574,139,0,227,83,88,988,40,77,132,680,120,0,0,0
PL_318341401,Przeworsk,13041,3128,96,0,235,65,153,1423,64,73,264,560,195,0,0,0
PL_318341402,Adamówka,3364,589,20,0,75,8,14,280,11,16,22,60,83,0,0,0
PL_318341403,Gać,3693,714,30,0,60,11,27,332,10,14,55,41,134,0,0,0
PL_318341404,Jawornik Polski,3850,793,56,0,58,9,38,311,29,14,21,147,110,0,0,0
PL_318341405,Kańczuga,10184,1875,105,0,142,18,84,569,30,70,118,226,513,0,0,0
PL_318341406,Przeworsk,11801,2509,62,0,260,44,48,1497,33,43,144,137,241,0,0,0
PL_318341407,Sieniawa,5639,1333,47,0,202,16,67,584,31,36,56,164,130,0,0,0
PL_318341408,Tryńcza,6544,1318,43,0,422,11,27,546,6,15,53,99,96,0,0,0
PL_318341409,Zarzecze,5783,1262,47,0,148,22,43,491,11,26,64,63,347,0,0,0
PL_318351501,Iwierzyce,6023,1528,49,0,72,14,60,949,18,28,99,92,147,0,0,0
PL_318351502,Ostrów,5650,967,42,0,61,10,28,461,8,23,52,70,212,0,0,0
PL_318351503,Ropczyce,21317,5539,182,0,162,67,98,2554,67,149,336,384,1540,0,0,0
PL_318351504,Sędziszów Małopolski,18656,5175,123,0,232,73,122,3239,46,89,374,403,474,0,0,0
PL_318351505,Wielopole Skrzyńskie,6494,1516,60,0,67,19,33,792,8,21,80,65,371,0,0,0
PL_318351601,Dynów,5005,1190,35,0,39,21,244,566,9,22,72,137,45,0,0,0
PL_318351602,Błażowa,8719,2125,68,0,61,41,69,992,31,323,141,126,273,0,0,0
PL_318351603,Boguchwała,15548,4333,102,0,184,77,151,2405,95,150,334,649,186,0,0,0
PL_318351604,Chmielnik,5277,1469,48,0,35,8,42,518,19,501,101,101,96,0,0,0
PL_318351605,Dynów,5685,1008,36,0,49,17,101,515,22,30,58,76,104,0,0,0
PL_318351606,Głogów Małopolski,15007,4222,106,0,144,70,165,2370,84,133,296,599,255,0,0,0
PL_318351607,Hyżne,5485,1564,47,0,46,12,41,901,16,153,126,71,151,0,0,0
PL_318351608,Kamień,5520,1365,19,0,26,26,18,970,5,31,98,56,116,0,0,0
PL_318351609,Krasne,8355,2191,48,0,78,40,64,1188,42,91,164,369,107,0,0,0
PL_318351610,Lubenia,5218,1510,39,0,42,17,56,1020,13,37,114,116,56,0,0,0
PL_318351611,Sokołów Małopolski,13207,4078,111,0,85,47,55,3225,34,51,180,190,100,0,0,0
PL_318351612,Świlcza,12649,3145,90,0,95,46,92,1863,55,76,244,414,170,0,0,0
PL_318351613,Trzebownisko,15902,4318,92,0,120,67,167,2558,72,118,316,592,216,0,0,0
PL_318351614,Tyczyn,8837,2197,73,0,92,26,64,1179,36,180,171,288,88,0,0,0
PL_318331701,Sanok,31871,7863,217,0,480,140,427,2884,154,305,451,2412,393,0,0,0
PL_318331702,Besko,3487,619,31,0,22,9,20,311,6,26,38,96,60,0,0,0
PL_318331703,Bukowsko,4331,792,31,0,45,18,64,312,7,21,50,134,110,0,0,0
PL_318331704,Komańcza,4661,592,26,0,22,15,60,126,25,10,39,167,102,0,0,0
PL_318331705,Sanok,14044,2844,91,0,205,72,89,1402,36,73,170,456,250,0,0,0
PL_318331706,Tyrawa Wołoska,1570,181,7,0,8,1,5,70,1,4,15,46,24,0,0,0
PL_318331707,Zagórz,10567,2054,61,0,115,35,80,872,27,62,101,430,271,0,0,0
PL_318331708,Zarszyn,7495,1467,58,0,81,42,145,547,28,42,101,254,169,0,0,0
PL_318361801,Stalowa Wola,51711,13037,317,0,429,248,889,5722,255,564,1272,3130,211,0,0,0
PL_318361802,Bojanów,5880,1293,67,0,82,28,26,790,18,23,93,120,46,0,0,0
PL_318361803,Pysznica,8437,1908,72,0,59,23,97,888,23,42,156,523,25,0,0,0
PL_318361804,Radomyśl nad Sanem,5966,925,42,0,56,25,47,423,13,29,59,178,53,0,0,0
PL_318361805,Zaklików,7122,1138,46,0,53,27,71,540,17,30,90,195,69,0,0,0
PL_318361806,Zaleszany,8825,1767,93,0,91,33,82,882,20,51,159,255,101,0,0,0
PL_318351901,Czudec,9359,2295,57,0,141,32,52,1400,30,68,188,225,102,0,0,0
PL_318351902,Frysztak,8421,1669,47,0,106,38,62,925,26,31,151,153,130,0,0,0
PL_318351903,Niebylec,8498,1791,53,0,70,34,52,1081,24,54,144,122,157,0,0,0
PL_318351904,Strzyżów,16924,3458,102,0,232,84,108,1626,67,66,284,637,252,0,0,0
PL_318351905,Wiśniowa,6697,1323,54,0,90,46,30,730,28,34,76,116,119,0,0,0
PL_318362001,Baranów Sandomierski,9814,2796,100,0,102,16,37,1313,28,57,158,902,83,0,0,0
PL_318362002,Gorzyce,10901,1832,92,0,63,44,102,722,24,43,149,412,181,0,0,0
PL_318362003,Grębów,7908,1475,54,0,94,33,65,619,13,31,109,391,66,0,0,0
PL_318362004,Nowa Dęba,15650,3635,141,0,117,82,143,1749,55,50,288,795,215,0,0,0
PL_318332101,Baligród,2656,569,20,0,15,9,27,234,9,13,28,180,34,0,0,0
PL_318332102,Cisna,1495,562,40,0,8,8,30,118,17,13,40,203,85,0,0,0
PL_318332103,Lesko,9436,2169,83,0,79,33,106,918,35,64,107,556,188,0,0,0
PL_318332104,Olszanica,4730,975,47,0,53,17,51,368,37,26,63,221,92,0,0,0
PL_318332105,Solina,4553,1142,46,0,38,25,48,579,11,25,70,221,79,0,0,0
PL_318336101,Krosno,38815,10575,198,0,258,182,632,4456,300,370,733,3087,359,0,0,0
PL_318346201,Przemyśl,52467,13286,372,0,707,303,812,4843,364,538,747,4263,337,0,0,0
PL_318356301,Rzeszów,142640,46188,873,0,1101,577,3354,18647,1858,1674,3868,12437,1799,0,0,0
PL_318366401,Tarnobrzeg,39550,9990,264,0,618,313,743,3281,238,180,637,3319,397,0,0,0
PL_320390101,Augustów,24295,4901,119,0,89,58,420,2138,117,130,306,1304,187,16,17,0
PL_320390102,Augustów,5427,881,23,0,32,10,39,398,7,10,39,48,260,4,11,0
PL_320390103,Bargłów Kościelny,4557,497,6,0,13,6,9,180,4,5,25,57,190,0,2,0
PL_320390104,Lipsk,4584,718,24,0,16,5,49,271,21,15,42,120,151,1,3,0
PL_320390105,Nowinka,2434,430,20,0,10,2,15,220,13,8,28,62,44,3,5,0
PL_320390106,Płaska,2182,348,7,0,6,3,29,162,9,15,19,68,25,4,1,0
PL_320390107,Sztabin,4341,684,31,0,17,5,33,258,16,12,43,101,158,5,5,0
PL_320370201,Choroszcz,12133,2891,90,0,74,78,115,1309,90,107,220,678,106,14,10,0
PL_320370202,Czarna Białostocka,9262,1834,42,0,49,87,96,793,46,49,145,397,120,7,3,0
PL_320370203,Dobrzyniewo Duże,6880,1219,28,0,32,22,57,522,35,47,82,274,110,5,5,0
PL_320370204,Gródek,4644,614,15,0,15,9,227,91,35,12,30,135,36,8,1,0
PL_320370205,Juchnowiec Kościelny,11830,2983,84,0,89,67,208,1336,73,149,257,575,131,9,5,0
PL_320370206,Łapy,18444,4534,121,0,147,122,138,2545,56,111,388,683,189,19,15,0
PL_320370207,Michałowo,5927,956,50,0,31,17,155,236,32,16,69,245,99,4,2,0
PL_320370208,Poświętne,2974,615,13,0,32,11,13,360,5,5,40,47,85,2,2,0
PL_320370209,Supraśl,11319,2621,43,0,38,29,354,893,99,101,239,698,116,7,4,0
PL_320370210,Suraż,1639,462,14,0,12,7,14,299,5,10,22,38,37,2,2,0
PL_320370211,Turośń Kościelna,4662,1320,25,0,25,13,45,709,25,65,85,244,75,6,3,0
PL_320370212,Tykocin,5289,1206,29,0,37,30,13,628,12,9,57,96,288,4,3,0
PL_320370213,Wasilków,11573,2731,60,0,145,46,195,1100,58,89,209,722,95,9,3,0
PL_320370214,Zabłudów,7277,1296,31,0,35,38,100,607,29,43,90,202,112,6,3,0
PL_320370215,Zawady,2395,442,17,0,12,12,3,197,5,17,17,16,141,0,5,0
PL_320380301,Bielsk Podlaski,21912,4048,100,0,51,52,1037,1410,119,126,317,706,113,10,7,0
PL_320380302,Brańsk,3187,925,25,0,24,12,27,635,4,21,46,62,64,2,3,0
PL_320380303,Bielsk Podlaski,6054,707,22,0,12,9,196,261,16,20,29,67,69,4,2,0
