gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Solidarna Polska Zbigniewa Ziobro,2 - Komitet Wyborczy Wyborców Ruch Narodowy,3 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej-Unia Pracy,4 - Komitet Wyborczy Prawo i Sprawiedliwość,5 - Koalicyjny Komitet Wyborczy Europa Plus Twój Ruch,6 - Komitet Wyborczy Polska Razem Jarosława Gowina,7 - Komitet Wyborczy Nowa Prawica – Janusza Korwin-Mikke,8 - Komitet Wyborczy Platforma Obywatelska RP,9 - Komitet Wyborczy Polskie Stronnictwo Ludowe,10 - Komitet Wyborczy Demokracja Bezpośrednia,11 - Komitet Wyborczy Samoobrona,12 - Komitet Wyborczy Partia Zieloni
PL_502010101,Bolesławiec,32060,7869,264,0,275,118,1116,1969,541,126,553,2723,184,0,0,0
PL_502010102,Bolesławiec,10864,1976,72,0,76,27,233,505,127,38,204,589,105,0,0,0
PL_502010103,Gromadka,4485,861,45,0,102,7,90,283,26,13,36,203,56,0,0,0
PL_502010104,Nowogrodziec,11969,1604,68,0,106,27,128,567,76,43,117,376,96,0,0,0
PL_502010105,Osiecznica,5303,852,50,0,50,10,134,183,40,18,81,224,62,0,0,0
PL_502010106,Warta Bolesławiecka,6665,972,41,0,60,19,90,312,43,26,54,278,49,0,0,0
PL_502030201,Bielawa,25627,5074,167,0,207,69,775,1427,143,123,362,1639,162,0,0,0
PL_502030202,Dzierżoniów,28245,6847,191,0,281,75,866,1821,186,123,392,2613,299,0,0,0
PL_502030203,Pieszyce,7725,1500,53,0,56,18,141,551,40,35,102,415,89,0,0,0
PL_502030204,Piława Górna,5318,924,40,0,48,10,70,332,28,26,80,240,50,0,0,0
PL_502030205,Dzierżoniów,7739,1449,55,0,85,26,103,460,32,41,85,418,144,0,0,0
PL_502030206,Łagiewniki,6087,973,41,0,51,15,74,330,13,23,67,297,62,0,0,0
PL_502030207,Niemcza,4795,797,31,0,48,12,104,257,18,23,46,195,63,0,0,0
PL_502020301,Głogów,55033,13100,423,0,411,157,1956,4415,358,273,916,3969,222,0,0,0
PL_502020302,Głogów,5042,1027,33,0,45,8,91,388,16,17,92,288,49,0,0,0
PL_502020303,Jerzmanowa,3420,741,32,0,30,7,106,236,10,14,65,195,46,0,0,0
PL_502020304,Kotla,3374,507,34,0,32,3,48,164,17,9,31,143,26,0,0,0
PL_502020305,Pęcław,1791,333,13,0,13,7,26,124,11,4,24,52,59,0,0,0
PL_502020306,Żukowice,2766,356,20,0,22,3,33,121,16,11,14,83,33,0,0,0
PL_502020401,Góra,16419,2486,93,0,101,24,236,659,63,28,167,688,427,0,0,0
PL_502020402,Jemielno,2514,385,21,0,24,7,22,93,7,10,12,77,112,0,0,0
PL_502020403,Niechlów,3974,520,20,0,29,7,43,142,11,8,34,91,135,0,0,0
PL_502020404,Wąsosz,5906,755,37,0,40,8,62,185,12,13,46,184,168,0,0,0
PL_502010501,Jawor,19771,3976,139,0,179,72,483,1166,121,97,233,1222,264,0,0,0
PL_502010502,Bolków,8814,1401,69,0,88,13,250,307,41,23,67,370,173,0,0,0
PL_502010503,Męcinka,3931,553,13,0,31,4,42,213,3,13,34,108,92,0,0,0
PL_502010504,Mściwojów,3295,572,28,0,31,4,68,116,13,4,25,157,126,0,0,0
PL_502010505,Paszowice,3227,446,17,0,20,10,37,130,12,8,37,111,64,0,0,0
PL_502010506,Wądroże Wielkie,3262,401,17,0,25,8,31,102,10,4,14,75,115,0,0,0
PL_502010601,Karpacz,4132,1018,20,0,24,10,125,180,38,19,63,509,30,0,0,0
PL_502010602,Kowary,9246,1898,128,0,96,28,278,432,80,35,96,678,47,0,0,0
PL_502010603,Piechowice,5280,1190,54,0,39,16,157,275,48,24,98,407,72,0,0,0
PL_502010604,Szklarska Poręba,5610,1296,41,0,60,18,174,270,42,19,78,535,59,0,0,0
PL_502010605,Janowice Wielkie,3561,682,31,0,26,10,70,164,23,11,41,274,32,0,0,0
PL_502010606,Jeżów Sudecki,5581,1165,34,0,41,6,141,280,34,32,64,454,79,0,0,0
PL_502010607,Mysłakowice,8197,1481,61,0,88,16,170,358,47,48,100,525,68,0,0,0
PL_502010608,Podgórzyn,6634,1371,55,0,56,12,231,310,64,35,85,483,40,0,0,0
PL_502010609,Stara Kamienica,4244,669,37,0,27,12,121,156,22,16,44,193,41,0,0,0
PL_502010701,Kamienna Góra,16705,3462,125,0,111,52,503,1092,111,51,176,1192,49,0,0,0
PL_502010702,Kamienna Góra,7013,1307,60,0,88,19,100,441,37,32,65,401,64,0,0,0
PL_502010703,Lubawka,9281,1810,83,0,75,24,254,475,70,45,101,638,45,0,0,0
PL_502010704,Marciszów,3765,552,32,0,18,7,57,155,17,20,20,174,52,0,0,0
PL_502030801,Duszniki-Zdrój,4139,926,31,0,35,10,108,227,48,23,48,372,24,0,0,0
PL_502030802,Kłodzko,23028,5149,155,0,184,50,656,1287,137,141,310,2071,158,0,0,0
PL_502030803,Kudowa-Zdrój,8404,1985,57,0,114,57,206,584,66,44,110,689,58,0,0,0
PL_502030804,Nowa Ruda,19405,3434,94,0,118,37,629,797,89,56,238,1288,88,0,0,0
PL_502030805,Polanica-Zdrój,5737,1447,63,0,45,7,129,432,45,20,109,571,26,0,0,0
PL_502030806,Bystrzyca Kłodzka,16137,2956,115,0,151,41,279,891,97,85,152,976,169,0,0,0
PL_502030807,Kłodzko,13839,2544,146,0,167,32,211,668,58,70,134,644,414,0,0,0
PL_502030808,Lądek-Zdrój,7172,1442,52,0,71,26,269,334,39,37,104,446,64,0,0,0
PL_502030809,Lewin Kłodzki,1614,225,5,0,6,5,29,80,8,5,18,59,10,0,0,0
PL_502030810,Międzylesie,6064,953,42,0,61,13,121,226,41,18,62,306,63,0,0,0
PL_502030811,Nowa Ruda,9894,1528,71,0,75,14,209,397,44,27,95,512,84,0,0,0
PL_502030812,Radków,7546,1337,67,0,72,14,126,501,27,16,63,359,92,0,0,0
PL_502030813,Stronie Śląskie,6143,1062,47,0,44,22,261,189,37,22,64,350,26,0,0,0
PL_502030814,Szczytna,5998,967,60,0,46,12,112,242,35,15,47,365,33,0,0,0
PL_502020901,Chojnów,11315,2047,78,0,98,28,253,628,48,35,150,666,63,0,0,0
PL_502020902,Chojnów,7652,1150,46,0,69,30,97,414,22,26,80,208,158,0,0,0
PL_502020903,Krotoszyce,2539,454,14,0,36,8,36,176,10,5,19,112,38,0,0,0
PL_502020904,Kunice,4856,1079,37,0,38,6,129,249,38,28,62,381,111,0,0,0
PL_502020905,Legnickie Pole,3736,728,32,0,42,15,70,216,21,25,64,177,66,0,0,0
PL_502020906,Miłkowice,5060,914,43,0,49,18,103,272,41,26,46,229,87,0,0,0
PL_502020907,Prochowice,6049,1266,55,0,46,16,55,311,32,17,74,310,350,0,0,0
PL_502020908,Ruja,2058,287,9,0,26,6,31,77,12,13,15,63,35,0,0,0
PL_502011001,Lubań,18015,3751,143,0,270,46,769,842,123,60,183,1236,79,0,0,0
PL_502011002,Świeradów-Zdrój,3679,793,27,0,32,13,101,184,28,22,77,286,23,0,0,0
PL_502011003,Leśna,8295,1367,50,0,76,30,204,345,39,26,77,437,83,0,0,0
PL_502011004,Lubań,5219,777,36,0,90,12,108,193,14,18,52,187,67,0,0,0
PL_502011005,Olszyna,5411,870,41,0,50,6,166,197,18,15,68,255,54,0,0,0
PL_502011006,Platerówka,1332,218,11,0,20,9,19,85,11,0,13,40,10,0,0,0
PL_502011007,Siekierczyn,4097,739,51,0,45,6,86,203,42,12,37,205,52,0,0,0
PL_502021101,Lubin,59779,14592,419,0,447,249,1607,5522,480,257,912,4298,401,0,0,0
PL_502021102,Lubin,11263,2323,64,0,69,38,271,818,66,55,162,629,151,0,0,0
PL_502021103,Rudna,6029,1205,59,0,49,19,159,497,23,33,62,223,81,0,0,0
PL_502021104,Ścinawa,8215,1577,50,0,43,22,96,692,31,24,114,405,100,0,0,0
PL_502011201,Gryfów Śląski,8269,1434,77,0,95,13,275,363,40,21,81,396,73,0,0,0
PL_502011202,Lubomierz,4890,735,39,0,48,25,101,171,19,17,32,226,57,0,0,0
PL_502011203,Lwówek Śląski,14309,2422,92,0,118,31,275,630,109,39,194,813,121,0,0,0
PL_502011204,Mirsk,7181,1136,57,0,64,28,131,313,44,27,79,311,82,0,0,0
PL_502011205,Wleń,3647,694,40,0,29,12,72,202,41,11,42,200,45,0,0,0
PL_502041301,Cieszków,3774,614,32,0,31,5,59,219,5,8,44,141,70,0,0,0
PL_502041302,Krośnice,6412,1045,54,0,187,8,89,286,23,24,54,245,75,0,0,0
PL_502041303,Milicz,19575,3651,114,0,267,36,402,1087,102,84,209,1171,179,0,0,0
PL_502041401,Oleśnica,30341,7230,193,0,376,79,897,1934,198,162,564,2721,106,0,0,0
PL_502041402,Bierutów,8144,1391,57,0,97,10,333,380,17,18,99,325,55,0,0,0
PL_502041403,Dobroszyce,5087,762,33,0,50,11,71,217,11,17,74,237,41,0,0,0
PL_502041404,Dziadowa Kłoda,3640,486,25,0,106,5,52,54,15,9,19,142,59,0,0,0
PL_502041405,Międzybórz,4021,568,30,0,64,14,54,81,11,10,33,216,55,0,0,0
PL_502041406,Oleśnica,9880,1486,58,0,160,18,135,381,48,46,95,457,88,0,0,0
PL_502041407,Syców,13346,2631,115,0,561,21,292,354,63,38,162,900,125,0,0,0
PL_502041408,Twardogóra,10460,1654,69,0,154,16,173,421,40,32,109,575,65,0,0,0
PL_502041501,Oława,25796,6592,207,0,253,84,810,1830,142,132,471,2556,107,0,0,0
PL_502041502,Domaniów,4168,662,33,0,34,17,47,214,13,18,32,171,83,0,0,0
PL_502041503,Jelcz-Laskowice,18113,3865,109,0,209,45,357,1322,74,104,276,1281,88,0,0,0
PL_502041504,Oława,11729,2311,75,0,125,36,214,749,48,55,183,724,102,0,0,0
PL_502021601,Chocianów,10287,2111,77,0,109,33,157,923,53,42,166,444,107,0,0,0
PL_502021602,Gaworzyce,3088,624,46,0,27,4,59,253,16,10,22,97,90,0,0,0
PL_502021603,Grębocice,4142,669,47,0,20,20,55,249,11,6,39,144,78,0,0,0
PL_502021604,Polkowice,20945,4650,201,0,151,51,470,2012,118,89,310,1156,92,0,0,0
PL_502021605,Przemków,7075,1147,41,0,68,11,117,438,28,26,79,284,55,0,0,0
PL_502021606,Radwanice,3696,625,26,0,39,6,87,185,26,4,31,135,86,0,0,0
PL_502041701,Borów,4326,811,24,0,42,12,48,308,11,17,51,177,121,0,0,0
PL_502041702,Kondratowice,3647,581,31,0,22,6,39,188,13,16,35,162,69,0,0,0
PL_502041703,Przeworno,4116,607,34,0,36,4,52,204,22,11,30,124,90,0,0,0
PL_502041704,Strzelin,18602,3943,125,0,131,42,492,1040,122,47,221,1171,552,0,0,0
PL_502041705,Wiązów,5965,979,56,0,81,15,58,388,12,54,52,177,86,0,0,0
PL_502041801,Kostomłoty,5761,876,27,0,43,7,85,310,20,20,61,210,93,0,0,0
PL_502041802,Malczyce,4803,707,33,0,40,13,69,195,8,18,64,222,45,0,0,0
PL_502041803,Miękinia,10804,2392,66,0,96,33,237,583,75,65,231,931,75,0,0,0
PL_502041804,Środa Śląska,15646,2622,83,0,112,43,313,632,84,51,197,954,153,0,0,0
PL_502041805,Udanin,4468,699,29,0,46,8,66,212,24,19,39,117,139,0,0,0
PL_502031901,Świdnica,48237,11834,337,0,478,137,1413,2953,396,218,814,4886,202,0,0,0
PL_502031902,Świebodzice,18585,3870,138,0,144,32,563,1054,126,51,225,1470,67,0,0,0
PL_502031903,Dobromierz,4320,639,26,0,33,11,51,243,13,12,30,182,38,0,0,0
PL_502031904,Jaworzyna Śląska,8393,1429,74,0,84,15,117,471,44,33,93,443,55,0,0,0
PL_502031905,Marcinowice,5188,983,28,0,71,12,73,344,19,22,78,224,112,0,0,0
PL_502031906,Strzegom,21805,3837,142,0,154,41,409,1156,99,61,293,1378,104,0,0,0
PL_502031907,Świdnica,13268,2346,82,0,105,29,243,661,66,54,165,815,126,0,0,0
PL_502031908,Żarów,10158,1867,85,0,85,31,186,490,48,47,146,689,60,0,0,0
PL_502042001,Oborniki Śląskie,15522,3985,140,0,166,56,441,1009,104,105,240,1548,176,0,0,0
PL_502042002,Prusice,7509,995,53,0,38,9,74,322,24,24,69,299,83,0,0,0
PL_502042003,Trzebnica,18400,4036,149,0,234,42,388,1182,69,96,285,1472,119,0,0,0
PL_502042004,Wisznia Mała,7605,1835,42,0,87,21,173,536,51,46,123,720,36,0,0,0
PL_502042005,Zawonia,4564,692,30,0,35,5,60,171,13,10,67,244,57,0,0,0
PL_502042006,Żmigród,11933,1696,68,0,60,22,184,427,39,34,96,630,136,0,0,0
PL_502032101,Boguszów-Gorce,12979,2064,79,0,98,12,439,472,88,31,89,709,47,0,0,0
PL_502032102,Jedlina-Zdrój,3972,715,19,0,35,13,97,157,32,19,44,288,11,0,0,0
PL_502032103,Szczawno-Zdrój,4840,1358,48,0,31,12,224,243,48,23,59,639,31,0,0,0
PL_502032104,Czarny Bór,3859,708,26,0,39,8,65,241,12,19,33,240,25,0,0,0
PL_502032105,Głuszyca,7318,1177,37,0,48,12,151,294,40,19,88,410,78,0,0,0
PL_502032106,Mieroszów,5631,910,27,0,19,17,154,164,33,19,71,375,31,0,0,0
PL_502032107,Stare Bogaczowice,3413,650,26,0,21,10,133,162,30,9,26,198,35,0,0,0
PL_502032108,Walim,4692,770,33,0,38,15,103,183,25,17,36,282,38,0,0,0
PL_502042201,Brzeg Dolny,13082,2831,104,0,120,40,328,671,72,51,196,1201,48,0,0,0
PL_502042202,Wińsko,6983,1048,39,0,79,15,103,394,23,28,63,213,91,0,0,0
PL_502042203,Wołów,19789,3910,158,0,236,51,414,1079,125,54,258,1400,135,0,0,0
PL_502042301,Czernica,9521,3007,64,0,100,21,262,759,89,95,232,1170,215,0,0,0
PL_502042302,Długołęka,20521,5434,142,0,221,65,446,1519,142,281,428,2020,170,0,0,0
PL_502042303,Jordanów Śląski,2526,410,11,0,14,14,32,123,15,16,29,109,47,0,0,0
PL_502042304,Kąty Wrocławskie,16464,3826,117,0,157,35,327,1043,96,116,315,1479,141,0,0,0
PL_502042305,Kobierzyce,13229,3382,85,0,125,33,330,759,81,108,329,1386,146,0,0,0
PL_502042306,Mietków,3152,617,25,0,31,3,47,205,17,19,37,170,63,0,0,0
PL_502042307,Sobótka,10234,1887,85,0,74,25,151,514,42,34,130,705,127,0,0,0
PL_502042308,Siechnice,13814,3895,88,0,153,46,334,1085,101,107,374,1511,96,0,0,0
PL_502042309,Żórawina,7653,1465,59,0,61,11,98,384,40,29,118,588,77,0,0,0
PL_502032401,Bardo,4484,896,34,0,30,11,63,262,129,16,51,243,57,0,0,0
PL_502032402,Ciepłowody,2545,375,22,0,28,1,27,114,5,5,26,102,45,0,0,0
PL_502032403,Kamieniec Ząbkowicki,6905,1139,75,0,78,16,164,290,41,31,61,318,65,0,0,0
PL_502032404,Stoszowice,4514,705,23,0,42,6,53,189,18,31,43,208,92,0,0,0
PL_502032405,Ząbkowice Śląskie,18459,3986,129,0,181,36,499,1079,103,77,199,1486,197,0,0,0
PL_502032406,Ziębice,14526,2394,111,0,146,24,220,681,64,46,110,729,263,0,0,0
PL_502032407,Złoty Stok,3881,671,37,0,49,6,82,182,22,17,46,205,25,0,0,0
PL_502012501,Zawidów,3504,659,28,0,35,11,77,186,10,9,34,256,13,0,0,0
PL_502012502,Zgorzelec,26365,5964,178,0,242,75,766,1646,193,116,329,2320,99,0,0,0
PL_502012503,Bogatynia,19634,3662,151,0,139,38,396,1284,130,49,216,1176,83,0,0,0
PL_502012504,Pieńsk,7367,1000,40,0,75,8,115,250,34,18,71,352,37,0,0,0
PL_502012505,Sulików,4902,918,55,0,43,19,64,376,16,21,55,212,57,0,0,0
PL_502012506,Węgliniec,7071,1086,70,0,68,20,114,265,27,22,78,384,38,0,0,0
PL_502012507,Zgorzelec,6670,1141,59,0,82,22,121,321,28,17,90,307,94,0,0,0
PL_502012601,Wojcieszów,3106,484,35,0,25,5,67,127,19,11,16,161,18,0,0,0
PL_502012602,Złotoryja,13368,2678,98,0,129,33,361,698,109,51,147,959,93,0,0,0
PL_502012603,Pielgrzymka,3739,574,31,0,26,11,51,156,22,23,30,139,85,0,0,0
PL_502012604,Świerzawa,6286,950,52,0,58,21,100,220,24,20,65,256,134,0,0,0
PL_502012605,Zagrodno,4480,739,34,0,47,11,43,295,11,12,48,136,102,0,0,0
PL_502012606,Złotoryja,5691,1006,46,0,53,12,95,308,39,20,63,267,103,0,0,0
PL_502016101,Jelenia Góra,67145,17015,523,0,580,123,2515,4193,698,367,945,6713,358,0,0,0
PL_502026201,Legnica,80324,18464,474,0,778,223,2494,5425,789,487,1247,6133,414,0,0,0
PL_502056401,Wrocław,500854,166459,3227,0,4805,1805,19620,41948,5327,4555,12994,70070,2108,0,0,0
PL_502036501,Wałbrzych,94840,19346,571,0,595,188,3357,4223,594,265,936,8317,300,0,0,0
PL_604080101,Aleksandrów Kujawski,9977,1914,69,0,60,33,386,454,75,40,86,580,131,0,0,0
PL_604080102,Ciechocinek,9174,3019,77,0,50,31,398,971,136,39,159,1036,122,0,0,0
PL_604080103,Nieszawa,1618,381,27,0,10,8,58,78,22,4,34,100,40,0,0,0
PL_604080104,Aleksandrów Kujawski,8956,1387,73,0,37,13,173,411,48,25,94,306,207,0,0,0
PL_604080105,Bądkowo,3574,514,32,0,20,3,75,147,28,3,36,71,99,0,0,0
PL_604080106,Koneck,2683,386,17,0,9,3,61,134,10,2,15,61,74,0,0,0
PL_604080107,Raciążek,2578,498,29,0,19,7,69,151,15,7,34,117,50,0,0,0
PL_604080108,Waganiec,3623,531,22,0,25,6,73,186,18,20,19,90,72,0,0,0
PL_604080109,Zakrzewo,2930,481,31,0,15,5,73,116,23,3,17,71,127,0,0,0
PL_604070201,Brodnica,21766,4846,127,0,135,56,644,1362,153,71,243,1545,510,0,0,0
PL_604070202,Bobrowo,5023,808,32,0,20,9,90,234,18,14,47,116,228,0,0,0
PL_604070203,Brodnica,5946,969,36,0,28,10,95,264,32,18,55,187,244,0,0,0
PL_604070204,Brzozie,2908,503,21,0,25,4,33,184,8,5,23,62,138,0,0,0
PL_604070205,Górzno,3193,581,19,0,14,1,35,185,9,10,20,74,214,0,0,0
PL_604070206,Bartniczka,3689,630,25,0,26,10,43,151,11,8,25,85,246,0,0,0
PL_604070207,Jabłonowo Pomorskie,7253,1110,36,0,45,9,97,348,31,21,48,176,299,0,0,0
PL_604070208,Osiek,3214,468,33,0,17,3,21,129,10,4,36,46,169,0,0,0
PL_604070209,Świedziebnia,4184,924,37,0,8,3,37,165,11,1,14,58,590,0,0,0
PL_604070210,Zbiczno,3831,739,43,0,12,3,92,142,29,11,46,144,217,0,0,0
PL_604060301,Białe Błota,14126,3980,113,0,60,50,1113,770,190,161,311,1042,170,0,0,0
PL_604060302,Dąbrowa Chełmińska,6141,1090,38,0,30,18,238,250,52,33,85,237,109,0,0,0
PL_604060303,Dobrcz,8308,1917,104,0,40,26,413,361,70,34,140,318,411,0,0,0
PL_604060304,Koronowo,19383,3915,150,0,104,33,1194,855,148,54,203,823,351,0,0,0
PL_604060305,Nowa Wieś Wielka,7399,1512,65,0,39,21,381,342,65,33,110,359,97,0,0,0
PL_604060306,Osielsko,9187,3154,82,0,40,17,820,553,137,102,252,989,162,0,0,0
PL_604060307,Sicienko,7712,1766,98,0,44,17,427,340,72,45,102,391,230,0,0,0
PL_604060308,Solec Kujawski,12887,2825,92,0,75,33,655,713,104,60,202,764,127,0,0,0
PL_604070401,Chełmno,15659,3409,122,0,76,45,658,942,132,56,190,1051,137,0,0,0
PL_604070402,Chełmno,4344,595,18,0,16,9,73,171,33,6,47,126,96,0,0,0
PL_604070403,Kijewo Królewskie,3521,580,26,0,13,1,88,186,16,11,41,105,93,0,0,0
PL_604070404,Lisewo,4079,551,25,0,16,5,95,156,19,15,39,107,74,0,0,0
PL_604070405,Papowo Biskupie,3481,497,25,0,24,3,83,105,6,15,28,108,100,0,0,0
PL_604070406,Stolno,4045,761,41,0,38,11,119,234,22,13,39,131,113,0,0,0
PL_604070407,Unisław,5349,929,32,0,34,12,97,324,25,15,65,218,107,0,0,0
PL_604070501,Golub-Dobrzyń,10098,1960,70,0,45,24,399,615,60,26,114,542,65,0,0,0
PL_604070502,Ciechocin,3156,536,26,0,18,3,58,175,19,10,23,79,125,0,0,0
PL_604070503,Golub-Dobrzyń,6822,959,55,0,43,12,144,307,36,12,45,176,129,0,0,0
PL_604070504,Kowalewo Pomorskie,9113,1798,72,0,46,10,289,452,43,42,115,419,310,0,0,0
PL_604070505,Radomin,3270,556,27,0,27,11,68,180,7,12,28,55,141,0,0,0
PL_604070506,Zbójno,3489,569,34,0,20,3,227,142,12,9,17,44,61,0,0,0
PL_604070601,Grudziądz,9243,1635,56,0,46,28,187,467,49,42,104,456,200,0,0,0
PL_604070602,Gruta,5282,841,45,0,20,10,98,238,31,11,54,158,176,0,0,0
PL_604070603,Łasin,6506,1042,63,0,27,19,174,279,23,15,37,230,175,0,0,0
PL_604070604,Radzyń Chełmiński,3802,447,26,0,23,14,46,134,12,5,39,73,75,0,0,0
PL_604070605,Rogóźno,3224,492,24,0,12,4,69,170,17,11,28,74,83,0,0,0
PL_604070606,Świecie nad Osą,3361,430,31,0,14,8,63,143,10,5,21,62,73,0,0,0
PL_604080701,Inowrocław,62196,14543,574,0,862,119,3106,3237,684,193,719,4484,565,0,0,0
PL_604080702,Dąbrowa Biskupia,4118,568,28,0,35,9,96,186,21,5,24,72,92,0,0,0
PL_604080703,Gniewkowo,11444,1950,97,0,83,16,343,497,126,29,100,467,192,0,0,0
PL_604080704,Inowrocław,9266,1706,96,0,162,19,239,412,50,28,93,358,249,0,0,0
PL_604080705,Janikowo,10943,2107,100,0,73,35,374,570,64,35,101,413,342,0,0,0
PL_604080706,Kruszwica,15953,2789,118,0,73,17,372,832,57,38,141,498,643,0,0,0
PL_604080707,Pakość,7946,1424,71,0,43,27,257,357,42,26,96,323,182,0,0,0
PL_604080708,Rojewo,3705,690,51,0,29,4,68,262,15,9,25,95,132,0,0,0
PL_604080709,Złotniki Kujawskie,7359,1235,63,0,47,9,256,287,44,23,78,262,166,0,0,0
PL_604080801,Lipno,11679,2417,145,0,68,23,308,674,58,43,116,522,460,0,0,0
PL_604080802,Bobrowniki,2443,495,24,0,10,4,36,104,11,6,14,77,209,0,0,0
PL_604080803,Chrostkowo,2422,336,15,0,8,2,21,97,2,8,8,29,146,0,0,0
PL_604080804,Dobrzyń nad Wisłą,6349,897,43,0,32,7,106,249,20,7,54,129,250,0,0,0
PL_604080805,Kikół,5735,1453,85,0,12,8,44,353,15,2,37,97,800,0,0,0
PL_604080806,Lipno,9176,1571,82,0,35,21,178,336,28,19,43,170,659,0,0,0
PL_604080807,Skępe,6084,1185,56,0,43,8,199,289,35,15,62,213,265,0,0,0
PL_604080808,Tłuchowo,3633,499,33,0,23,5,39,122,12,7,34,74,150,0,0,0
PL_604080809,Wielgie,5298,1270,63,0,51,11,451,228,15,7,36,97,311,0,0,0
PL_604080901,Dąbrowa,3731,574,35,0,22,5,121,101,13,13,29,111,124,0,0,0
PL_604080902,Jeziora Wielkie,4013,746,40,0,24,17,104,119,12,9,20,80,321,0,0,0
PL_604080903,Mogilno,20025,3601,146,0,94,43,605,801,111,73,199,928,601,0,0,0
PL_604080904,Strzelno,9692,1728,79,0,71,23,284,381,46,17,84,361,382,0,0,0
PL_604081001,Kcynia,10696,2310,142,0,54,16,885,396,38,34,106,286,353,0,0,0
PL_604081002,Mrocza,7157,1481,65,0,43,15,486,303,28,16,61,250,214,0,0,0
PL_604081003,Nakło nad Notecią,26258,5629,278,0,94,54,1411,1271,211,95,327,1443,445,0,0,0
PL_604081004,Sadki,5704,999,55,0,25,9,210,229,33,14,31,207,186,0,0,0
PL_604081005,Szubin,18728,4155,167,0,60,25,1365,883,115,87,215,936,302,0,0,0
PL_604081101,Radziejów,4931,1032,46,0,32,22,201,294,37,8,67,250,75,0,0,0
PL_604081102,Bytoń,3053,403,20,0,10,2,41,139,16,2,37,52,84,0,0,0
PL_604081103,Dobre,4522,618,36,0,19,6,104,201,14,10,39,79,110,0,0,0
PL_604081104,Osięciny,6537,858,65,0,28,3,152,268,24,10,45,121,142,0,0,0
PL_604081105,Piotrków Kujawski,7733,1136,52,0,48,13,144,418,33,17,68,198,145,0,0,0
PL_604081106,Radziejów,3660,536,34,0,20,6,76,149,9,10,36,79,117,0,0,0
PL_604081107,Topólka,4141,601,34,0,13,2,82,155,12,10,27,94,172,0,0,0
PL_604081201,Rypin,13384,2647,66,0,75,27,368,817,75,45,122,829,223,0,0,0
PL_604081202,Brzuze,4332,529,22,0,24,7,89,110,16,3,13,124,121,0,0,0
PL_604081203,Rogowo,3887,538,23,0,13,5,45,183,17,11,21,61,159,0,0,0
PL_604081204,Rypin,5909,697,18,0,28,6,47,155,14,12,42,123,252,0,0,0
PL_604081205,Skrwilno,4844,754,27,0,36,2,39,293,6,9,32,56,254,0,0,0
PL_604081206,Wąpielsk,3353,415,21,0,15,7,55,140,9,4,23,56,85,0,0,0
PL_604071301,Kamień Krajeński,5494,959,49,0,46,13,131,225,23,11,54,273,134,0,0,0
PL_604071302,Sępólno Krajeńskie,12659,2525,88,0,45,28,412,627,87,33,94,897,214,0,0,0
PL_604071303,Sośno,4050,593,34,0,16,7,100,119,18,6,31,136,126,0,0,0
PL_604071304,Więcbork,10456,1947,91,0,41,10,279,564,61,21,85,477,318,0,0,0
PL_604071401,Bukowiec,4021,598,39,0,16,13,102,156,10,9,20,122,111,0,0,0
PL_604071402,Dragacz,5642,910,31,0,23,9,272,180,25,10,52,212,96,0,0,0
PL_604071403,Drzycim,3988,776,55,0,19,24,84,209,16,16,47,154,152,0,0,0
PL_604071404,Jeżewo,6276,1230,74,0,40,27,215,364,25,26,57,257,145,0,0,0
PL_604071405,Lniano,3299,611,26,0,20,6,46,152,15,12,29,145,160,0,0,0
PL_604071406,Nowe,8449,1207,55,0,78,16,172,275,33,14,60,414,90,0,0,0
PL_604071407,Osie,4316,809,48,0,22,10,115,152,27,12,38,228,157,0,0,0
PL_604071408,Pruszcz,7511,1651,71,0,48,30,300,347,39,21,65,348,382,0,0,0
PL_604071409,Świecie,26747,5206,213,0,104,121,960,1170,192,65,247,1775,359,0,0,0
PL_604071410,Świekatowo,2794,674,48,0,13,6,80,125,13,7,36,68,278,0,0,0
PL_604071411,Warlubie,5050,757,40,0,20,8,111,195,18,9,37,142,177,0,0,0
PL_604061501,Chełmża,11541,2256,127,0,243,25,252,607,70,32,144,634,122,0,0,0
PL_604061502,Chełmża,7658,1139,87,0,73,10,116,293,45,15,84,158,258,0,0,0
PL_604061503,Czernikowo,6867,923,43,0,30,14,117,269,23,23,52,233,119,0,0,0
PL_604061504,Lubicz,14425,3149,90,0,103,27,300,1036,121,68,218,971,215,0,0,0
PL_604061505,Łubianka,5037,1122,66,0,22,11,115,339,33,14,69,210,243,0,0,0
PL_604061506,Łysomice,7295,1401,32,0,22,16,153,405,51,83,113,445,81,0,0,0
PL_604061507,Obrowo,10716,2158,69,0,46,21,231,619,97,61,147,622,245,0,0,0
PL_604061508,Wielka Nieszawka,3632,936,50,0,32,9,111,229,36,25,72,324,48,0,0,0
PL_604061509,Zławieś Wielka,9897,2122,55,0,68,12,258,540,90,39,154,640,266,0,0,0
PL_604071601,Cekcyn,5266,1032,50,0,16,3,118,224,11,11,47,360,192,0,0,0
PL_604071602,Gostycyn,4144,992,63,0,20,7,132,270,18,19,48,264,151,0,0,0
PL_604071603,Kęsowo,3530,682,51,0,24,6,79,165,18,13,28,152,146,0,0,0
