gisco_id,name,registered,turnout,invalid,blank,Smer-SD,KDŽP,ĽSNS,KOREKTÚRA,SNS,SR,OĽaNO,STAN,SP,STS,HĽ,MKDA-MKDSZ,DOPRAVA,KDH,SZ,MH,PD,SRK,SKS,SNJ,SMK-MKP,DOMA DOBRE,KSS-VZDOR,EDS,SaS,SĽS,NAJ,KÚ,PS-Spolu,DS,NK
SK_528595,Bratislava - mestská časť Staré Mesto,36934,15771,213,0,1004,127,969,145,411,274,486,32,40,5,46,4,48,1496,101,140,29,1,5,12,111,23,47,16,2139,39,4,398,7267,71,68
SK_529311,Bratislava - mestská časť Podunajské Biskupice,19267,5107,92,0,606,29,453,56,150,172,234,14,33,1,4,3,16,338,30,162,17,2,5,2,222,13,20,5,725,16,4,126,1526,13,18
SK_529320,Bratislava - mestská časť Ružinov,65524,23228,368,0,2148,192,1598,228,743,472,870,60,58,7,63,9,76,1965,206,210,53,7,31,19,154,32,72,17,3569,49,17,649,9121,64,101
SK_529338,Bratislava - mestská časť Vrakuňa,17600,4395,72,0,507,23,429,39,156,130,195,19,20,1,18,4,17,329,54,49,9,2,6,8,48,13,18,6,716,13,3,104,1355,9,23
SK_529346,Bratislava - mestská časť Nové Mesto,34221,12955,163,0,1110,110,857,126,402,225,471,34,38,2,37,2,43,1102,116,97,26,2,9,7,80,14,39,15,1867,56,8,313,5501,31,52
SK_529354,Bratislava - mestská časť Rača,19941,6674,108,0,722,67,580,48,270,178,292,24,20,2,18,1,21,538,45,44,17,1,2,2,27,22,45,11,952,16,12,238,2319,12,20
SK_529362,Bratislava - mestská časť Vajnory,4594,1533,32,0,143,16,136,16,60,33,75,3,6,0,4,2,4,122,16,7,5,0,0,0,5,5,4,2,257,2,0,39,522,9,8
SK_529401,Bratislava - mestská časť Devín,1353,597,8,0,30,4,42,5,19,18,18,2,0,0,1,0,3,62,5,1,1,0,0,0,0,0,0,0,99,2,0,8,266,1,2
SK_529371,Bratislava - mestská časť Devínska Nová Ves,14134,4340,76,0,345,37,399,32,131,165,205,19,10,0,11,0,17,358,58,17,19,2,3,2,5,11,21,9,681,9,3,102,1553,14,26
SK_529389,Bratislava - mestská časť Dúbravka,31435,9814,162,0,1138,80,789,94,355,287,403,31,31,5,21,6,34,911,104,53,27,1,1,5,46,8,61,10,1430,39,4,267,3343,23,45
SK_529397,Bratislava - mestská časť Karlova Ves,31029,10926,165,0,938,89,740,79,317,201,429,24,22,3,14,2,36,1026,83,95,26,3,4,9,50,24,58,12,1613,40,9,372,4356,32,55
SK_529419,Bratislava - mestská časť Lamač,6059,2461,26,0,272,23,218,30,120,55,76,4,11,0,4,4,6,268,19,17,1,1,1,9,10,2,5,1,329,18,4,123,777,9,18
SK_529427,Bratislava - mestská časť Záhorská Bystrica,4423,1730,41,0,134,16,124,9,51,21,79,3,0,0,0,0,8,132,13,6,1,1,0,0,0,2,6,1,339,6,2,54,669,2,10
SK_529435,Bratislava - mestská časť Čunovo,1187,461,11,0,32,5,34,6,9,8,32,3,0,1,1,0,0,45,8,4,0,0,0,0,3,1,0,0,95,1,0,14,143,3,2
SK_529443,Bratislava - mestská časť Jarovce,1980,741,19,0,71,4,41,5,18,19,51,0,5,1,2,0,2,51,4,11,1,0,0,1,5,0,1,0,139,1,1,12,271,2,3
SK_529460,Bratislava - mestská časť Petržalka,94515,28658,228,0,3023,239,2645,270,1001,717,1240,85,101,9,69,10,66,2398,259,272,71,6,13,20,228,62,131,31,4194,86,21,874,10088,64,137
SK_529494,Bratislava - mestská časť Rusovce,3322,1250,20,0,96,12,54,10,44,48,60,5,4,0,5,1,4,89,10,28,6,1,1,2,8,0,3,2,202,1,2,21,503,4,4
SK_507831,Borinka,682,256,4,0,14,4,23,5,5,7,13,0,0,0,0,0,6,29,2,1,1,0,0,0,0,0,0,0,52,0,0,3,87,0,0
SK_507890,Gajary,2488,384,19,0,86,2,45,0,31,14,46,2,4,0,1,0,0,23,1,0,2,0,0,0,0,7,1,0,33,0,0,4,59,2,2
SK_507954,Jablonové (okres Malacky),1052,253,6,0,35,1,17,1,13,3,12,0,2,0,36,0,0,21,2,0,0,0,0,0,0,0,1,0,21,0,0,5,77,0,0
SK_507962,Jakubov,1340,235,5,0,45,2,30,0,15,11,14,0,1,5,0,0,1,11,3,2,1,0,0,0,0,0,2,0,24,0,1,3,58,1,0
SK_508012,Kostoliste,1227,272,8,0,25,4,33,3,10,16,19,0,3,0,0,0,0,24,1,0,0,1,0,0,0,0,0,0,48,1,0,17,56,2,1
SK_508021,Kuchyna,1440,277,9,0,48,4,30,2,10,8,16,2,0,0,1,0,0,32,4,1,1,0,0,0,0,3,1,0,49,2,1,7,43,1,2
SK_508039,Lab,1509,395,3,0,52,1,57,2,12,19,24,1,0,0,1,0,1,30,4,0,0,0,0,0,1,2,0,3,51,2,0,32,97,0,0
SK_508055,Lozorno,2542,515,8,0,43,6,46,2,8,22,33,1,2,0,1,1,0,52,5,2,1,0,0,0,1,3,1,0,81,1,0,19,167,2,7
SK_508063,Malacky,15228,3311,60,0,550,45,354,31,147,168,181,12,7,1,8,0,8,227,38,5,6,2,1,2,4,5,14,3,422,12,3,100,882,2,11
SK_504556,Male Levare,1123,149,0,0,31,1,14,0,3,7,15,1,0,0,2,0,0,22,0,0,2,0,0,0,0,0,0,0,13,2,0,4,32,0,0
SK_508080,Marianka,1667,645,12,0,31,5,38,2,24,12,31,4,0,0,1,0,23,76,4,2,1,0,1,1,0,0,0,0,104,1,0,26,244,0,2
SK_508161,Pernek,732,156,2,0,22,3,29,3,8,8,7,2,0,0,4,0,1,6,2,1,1,0,0,0,0,1,0,0,18,0,0,4,34,0,0
SK_504629,Plavecke Podhradie,582,149,9,0,15,1,11,0,12,5,6,1,5,0,0,0,0,22,1,0,1,0,0,0,0,13,0,0,6,1,5,4,31,0,0
SK_504637,Plavecky Mikulas,622,177,3,0,20,1,26,0,13,7,6,1,5,0,2,0,1,21,4,0,0,0,1,0,0,5,1,0,16,0,4,6,33,0,1
SK_508195,Plavecky Stvrtok,1995,404,13,0,67,3,41,6,12,18,29,6,1,0,0,0,0,24,3,0,3,1,0,0,0,0,0,1,47,2,0,13,112,0,2
SK_504769,Rohožník (okres Malacky),2920,498,10,0,77,8,73,9,20,28,39,7,1,0,1,1,0,20,9,2,1,0,0,0,0,10,0,1,58,3,3,30,82,1,4
SK_504858,Solosnica,1341,306,2,0,61,2,33,3,17,12,26,1,0,0,0,0,1,22,3,0,0,0,0,0,1,4,1,1,26,2,4,12,71,1,0
SK_504874,Studienka,1429,276,4,0,56,4,25,4,10,16,22,2,0,0,0,0,0,17,1,0,1,1,0,0,0,2,0,0,35,3,0,3,70,0,0
SK_508233,Stupava,9228,2852,48,0,256,33,238,30,96,71,141,8,15,5,3,0,13,240,30,13,3,0,2,9,3,5,3,2,468,6,1,114,978,6,12
SK_508241,Suchohrad,585,120,5,0,31,1,15,1,6,5,10,0,0,0,2,0,3,2,1,0,0,0,0,0,0,2,0,0,16,0,0,0,20,0,0
SK_504947,Velke Levare,3018,488,15,0,91,11,76,1,27,16,39,1,1,1,1,0,1,32,4,0,2,0,1,1,3,0,3,0,36,1,0,19,105,0,0
SK_508349,Vysoka pri Morave,1824,413,22,0,90,5,35,3,18,20,26,3,0,0,1,0,2,8,4,1,1,0,0,0,0,0,3,0,62,2,0,12,92,1,2
SK_500267,Záhorie (vojenský obvod),140,27,1,0,3,0,3,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,6,0,0
SK_508365,Zahorska Ves,1493,220,4,0,42,3,42,3,14,3,8,1,1,0,1,0,0,17,6,8,0,0,0,0,0,0,0,0,21,0,0,2,40,0,4
SK_504980,Zavod,2368,336,7,0,62,2,65,2,9,6,17,2,5,1,0,0,0,45,6,1,1,0,0,0,0,0,0,0,45,3,1,4,50,1,1
SK_508381,Zohor,2712,620,10,0,72,9,56,8,24,29,51,1,0,0,2,0,0,62,10,6,0,0,0,0,2,1,1,0,84,1,3,30,151,0,7
SK_507806,Bahon,1530,409,6,0,69,11,46,2,14,9,27,6,0,1,1,0,0,50,5,1,2,0,0,1,0,2,0,0,43,1,0,32,77,2,1
SK_507849,Budmerice,1960,476,11,0,45,2,63,9,7,15,17,1,5,0,2,0,1,12,3,1,6,0,1,0,1,7,0,0,25,1,0,145,94,2,0
SK_507857,Casta,1904,453,11,0,55,7,58,4,16,19,28,1,1,0,0,0,0,37,5,0,0,0,0,0,0,3,0,0,43,2,1,44,117,0,1
SK_507873,Doľany (okres Pezinok),894,284,8,0,47,1,42,1,9,7,24,0,0,0,0,0,0,12,2,0,0,0,0,0,0,2,0,1,40,3,0,22,60,1,2
SK_507881,Dubová (okres Pezinok),930,265,9,0,34,7,41,1,11,20,11,1,0,0,0,0,0,21,3,0,0,0,1,0,0,0,1,0,26,1,0,13,62,0,2
SK_507946,Jablonec,807,164,2,0,20,0,28,0,4,9,14,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,14,1,0,35,24,0,2
SK_508047,Limbach,1682,557,2,0,48,7,30,6,24,22,23,4,0,0,4,0,2,39,7,3,0,0,1,0,0,0,2,3,97,0,1,28,192,2,10
SK_508101,Modra,7643,2383,38,0,258,33,205,26,97,68,132,12,5,0,4,0,8,111,28,6,6,1,0,1,5,13,27,3,368,3,1,58,848,6,12
SK_508179,Pezinok,19803,5917,118,0,641,60,447,58,245,188,316,18,26,0,13,0,10,468,75,11,10,1,0,0,2,22,35,8,711,18,4,190,2180,12,30
SK_508187,Píla (okres Pezinok),304,91,2,0,13,0,5,2,2,7,4,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,15,2,0,3,29,1,0
SK_508225,Slovensky Grob,3285,889,16,0,131,9,110,7,20,19,49,0,1,0,0,1,2,48,7,3,2,0,0,1,0,2,0,1,120,0,0,27,309,0,4
SK_507989,Svätý Jur,4653,1401,25,0,137,24,122,16,53,43,76,2,1,0,6,1,1,127,13,2,1,1,1,0,2,2,2,0,196,9,2,74,447,11,4
SK_508250,Senkvice,4120,1041,35,0,170,17,143,11,61,22,41,4,4,0,1,0,1,75,15,4,1,0,0,0,0,7,4,1,98,0,0,32,280,7,7
SK_508268,Stefanova,309,80,2,0,5,1,10,1,2,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,15,27,0,0
SK_508306,Vinicne,2033,563,12,0,73,4,50,6,32,24,24,4,3,0,1,0,1,38,3,3,2,0,0,0,0,1,0,0,84,0,0,11,178,6,3
SK_508314,Vinosady,1098,332,4,0,46,3,35,11,9,8,17,7,2,0,0,0,1,14,3,1,1,0,0,0,0,0,4,0,45,1,0,8,109,0,3
SK_508322,Vistuk,1136,257,2,0,46,4,31,4,10,8,8,1,1,0,1,0,0,20,0,3,0,0,0,0,0,0,1,0,19,2,0,22,73,1,0
SK_507814,Bernolakovo,6095,1898,33,0,187,20,169,19,83,55,104,4,3,0,4,0,7,128,19,9,7,0,0,0,4,4,6,2,267,7,4,155,583,1,14
SK_507822,Blatne,1381,386,9,0,72,15,32,2,25,9,13,0,0,0,0,0,1,56,6,1,0,0,0,0,0,0,2,0,46,1,0,12,78,0,6
SK_503681,Boldog,422,144,5,0,6,1,8,0,1,2,4,0,0,0,0,4,0,8,0,21,0,0,0,0,46,0,1,0,7,0,0,0,27,1,2
SK_507865,Cataj,955,281,1,0,73,3,35,6,7,9,8,8,0,1,1,0,0,12,2,2,1,0,2,0,1,2,3,0,31,0,0,21,48,3,1
SK_545333,Dunajska Luzna,5109,1645,20,0,137,16,145,14,59,32,82,5,5,1,4,1,11,157,9,19,2,0,0,2,21,5,2,1,279,5,1,72,527,7,4
SK_507903,Hamuliakovo,1804,562,10,0,33,4,44,7,8,18,31,2,0,0,4,0,0,26,3,22,1,0,0,2,48,3,0,3,80,2,1,24,185,1,0
SK_503797,Hruba Borsa,850,259,6,0,14,3,17,5,3,4,15,1,2,0,12,0,0,11,0,12,0,0,0,0,13,1,2,0,46,0,0,5,87,0,0
SK_503801,Hruby Sur,762,199,4,0,2,3,5,1,0,10,15,0,1,0,0,3,0,14,5,9,1,0,2,0,56,0,0,2,12,0,0,6,48,0,0
SK_503819,Hurbanova Ves,320,103,0,0,29,1,6,1,2,5,7,0,2,0,0,1,0,4,0,1,1,0,0,0,4,0,0,0,14,0,0,1,21,0,3
SK_507911,Chorvatsky Grob,4531,1609,28,0,93,17,112,13,29,50,72,1,4,0,2,1,12,142,13,9,1,0,0,1,1,5,3,0,325,3,0,47,617,2,6
SK_555487,Igram,479,149,2,0,4,2,12,1,2,2,13,17,0,0,1,0,0,36,1,0,1,0,0,0,0,0,0,0,12,1,0,18,24,0,0
SK_507938,Ivanka pri Dunaji,5282,1765,41,0,173,5,166,11,77,51,82,5,13,1,3,0,1,191,15,7,9,0,2,1,2,8,3,0,263,9,2,70,541,3,10
SK_507997,Kalinkovo,1119,327,8,0,28,7,32,10,8,10,18,1,0,0,1,1,0,19,4,21,0,0,0,0,8,0,0,0,44,0,0,8,98,1,0
SK_555495,Kaplna,709,195,4,0,33,8,30,1,3,4,5,5,1,0,0,0,0,35,2,0,0,0,0,0,0,1,0,0,10,0,0,10,43,0,0
SK_503851,Kostolna pri Dunaji,565,161,0,0,12,16,10,1,3,2,5,1,1,0,0,1,1,17,1,6,0,0,0,0,39,0,0,0,14,0,0,6,25,0,0
SK_503894,Kralova pri Senci,1623,425,4,0,67,4,34,5,15,17,33,3,1,1,2,0,0,23,3,10,1,0,0,0,2,4,1,1,70,5,0,19,99,0,1
SK_508071,Malinovo,2712,874,18,0,61,4,43,5,11,36,56,2,7,0,1,1,8,52,9,41,2,1,1,0,62,1,1,0,146,0,1,12,288,1,3
SK_508098,Miloslavov,2373,860,12,0,84,8,51,13,39,29,38,2,6,0,3,0,4,60,11,8,1,1,0,0,5,0,1,1,133,0,1,52,294,2,1
SK_508110,Most pri Bratislave,2699,713,16,0,76,9,56,4,17,33,39,1,3,0,2,0,1,56,10,6,2,0,2,0,3,2,3,0,138,8,1,12,211,2,0
SK_508136,Nova Dedinka,2162,541,10,0,40,1,36,4,8,23,28,3,1,2,1,2,0,33,1,17,0,0,0,0,41,0,2,0,89,3,0,17,178,1,0
SK_582549,Nový Svet,71,31,0,0,10,0,3,0,1,2,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0
SK_503983,Reca,1268,292,7,0,22,0,23,0,3,14,19,0,0,0,0,1,3,9,2,22,2,0,0,0,83,0,1,0,23,1,0,1,55,0,1
SK_508209,Rovinka,3263,937,11,0,88,7,70,11,29,27,46,0,10,0,3,0,9,80,5,11,1,0,1,4,9,0,1,3,162,4,0,23,305,6,11
SK_508217,Senec,15294,3860,65,0,343,51,319,36,119,143,218,18,11,1,9,1,14,274,20,108,8,1,0,3,320,16,10,3,534,8,1,143,1031,22,10
SK_508276,Tomasov,2128,540,5,0,33,0,19,7,19,14,17,0,3,0,0,5,2,21,7,61,1,1,1,0,135,0,0,1,65,0,0,5,112,1,5
SK_508284,Turen,909,254,3,0,9,0,12,3,2,3,7,1,0,0,1,3,0,8,1,43,0,1,0,0,74,0,0,0,16,1,0,4,61,1,0
SK_508292,Velky Biel,2212,608,19,0,44,5,31,9,12,25,30,2,1,0,1,1,0,36,6,41,0,2,0,0,51,6,1,0,69,0,0,18,198,0,0
SK_508331,Vlky,382,126,2,0,4,0,2,0,2,0,5,0,0,0,0,2,0,2,1,30,0,0,0,0,45,3,0,0,8,0,0,0,20,0,0
SK_555509,Zálesie (okres Senec),1563,579,5,0,24,1,39,5,22,25,33,1,1,0,2,0,1,59,6,0,2,0,0,0,0,0,3,2,91,10,1,14,231,0,1
SK_501441,Bac,470,138,4,0,2,15,3,0,2,4,3,0,0,0,0,0,0,17,2,18,0,0,0,0,55,0,0,0,5,0,0,0,8,0,0
SK_501450,Baka,973,180,0,0,1,1,0,1,0,1,2,0,0,0,0,2,0,0,1,58,0,0,0,0,99,0,0,0,10,0,0,1,3,0,0
SK_501468,Balon,616,122,2,0,0,0,1,0,1,2,1,0,0,0,0,6,0,0,0,23,0,0,0,0,81,0,0,0,5,0,0,0,0,0,0
SK_555517,Bellova Ves,255,58,1,0,7,0,1,1,1,4,9,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,14,1,0,2,12,0,0
SK_501484,Blahova,307,84,0,0,17,4,8,0,2,2,7,0,1,0,1,0,0,3,1,14,0,0,0,0,2,0,0,0,7,0,1,0,13,0,1
SK_501492,Blatna na Ostrove,766,150,1,0,5,0,13,1,1,3,5,2,1,0,0,0,0,0,1,37,0,0,0,1,53,0,1,0,6,0,0,0,17,1,1
SK_503461,Bodiky,276,107,0,0,2,0,4,0,0,1,3,0,0,0,1,0,0,3,2,17,0,0,0,0,45,0,1,0,7,0,0,4,15,0,2
SK_501506,Bohelov,308,72,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,44,0,0,0,0,0,0,1,1,0,0
SK_501514,Cakany,510,122,4,0,2,0,3,0,1,4,8,1,0,0,0,1,0,8,0,21,1,0,0,0,30,0,0,0,7,0,0,0,31,0,0
SK_580554,Cenkovce,902,225,6,0,3,0,4,1,1,12,5,0,3,0,0,4,0,1,0,42,0,0,0,0,114,0,0,0,14,0,0,0,15,0,0
SK_501531,Cilizska Radvan,984,167,0,0,5,0,2,0,0,1,2,0,0,0,0,3,0,0,0,41,0,0,0,0,108,0,0,0,2,0,0,0,3,0,0
SK_501549,Dobrohost,437,154,3,0,4,0,5,0,0,5,10,0,3,0,2,1,0,2,1,53,0,0,0,1,17,1,0,0,14,0,1,0,29,2,0
SK_501557,Dolny Bar,605,136,4,0,10,0,3,0,2,1,5,0,1,0,0,1,0,0,0,54,0,0,0,0,41,0,0,0,2,0,0,0,12,0,0
SK_501611,Dolny Stal,1626,343,4,0,4,1,4,0,0,1,1,0,0,0,0,4,0,4,0,79,0,0,0,0,226,0,0,0,1,0,0,4,10,0,0
SK_501433,Dunajska Streda,19141,4058,75,0,105,10,90,22,23,49,100,7,10,1,3,31,2,58,18,996,3,1,0,0,1883,3,9,5,143,5,0,23,377,3,3
SK_555541,Dunajsky Klatov,560,92,1,0,3,0,2,1,0,0,5,0,1,0,0,4,0,0,2,34,0,0,0,0,31,0,0,0,2,0,0,0,6,0,0
SK_501573,Gabcikovo,4322,886,18,0,23,1,14,1,7,13,6,0,2,1,0,11,3,2,4,155,1,0,0,0,564,0,0,0,10,0,0,2,46,0,2
SK_501581,Holice,1759,540,13,0,7,0,9,0,4,3,8,0,4,0,0,7,0,0,2,142,0,0,1,0,307,0,0,0,14,0,0,0,19,0,0
SK_501590,Horna Poton,1732,328,3,0,12,0,18,0,1,13,4,1,1,0,2,1,0,2,3,93,3,0,0,0,124,0,0,1,17,3,0,0,25,1,0
SK_555568,Horne Myto,780,176,5,0,6,0,5,1,0,0,3,1,0,0,0,0,0,1,0,45,0,0,0,0,99,0,1,0,9,0,0,0,0,0,0
SK_501603,Horny Bar,1044,246,1,0,20,0,10,1,1,2,10,0,0,0,0,1,0,2,0,69,1,0,0,0,97,2,0,0,14,1,0,0,14,0,0
SK_501620,Hubice,519,104,1,0,11,0,4,1,3,5,3,0,0,0,0,1,0,1,0,24,1,0,0,0,31,0,0,0,10,0,0,0,8,0,0
SK_501638,Hviezdoslavov,1479,396,9,0,29,8,30,3,11,20,18,0,2,0,0,0,3,26,3,4,0,0,0,0,7,0,2,0,46,1,1,10,158,4,1
SK_501654,Jahodna,1368,242,8,0,5,0,6,0,3,7,6,0,0,1,0,4,0,2,0,40,0,0,0,0,137,0,0,0,6,0,0,0,17,0,0
SK_501662,Janiky,766,234,9,0,4,0,15,1,0,5,7,1,0,0,0,7,0,4,0,80,0,0,0,0,73,0,0,0,9,0,0,0,19,0,0
SK_501671,Jurova,394,105,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,51,0,0,0,0,39,0,1,0,1,0,0,3,3,0,0
SK_501689,Klucovec,313,93,2,0,1,1,3,0,0,3,1,0,0,0,0,1,0,1,0,14,0,1,0,0,61,0,0,0,0,0,0,3,1,0,0
SK_501697,Kostolne Kracany,1171,280,2,0,2,2,0,0,1,4,8,0,0,0,2,5,0,2,2,107,0,0,0,0,121,0,0,0,6,0,0,1,14,1,0
SK_501701,Kralovicove Kracany,898,142,0,0,5,0,4,1,0,2,4,0,0,0,0,2,0,1,0,60,0,0,0,0,52,0,0,0,4,0,0,2,5,0,0
SK_501719,Kutniky,1162,287,7,0,17,0,10,2,3,1,11,0,0,0,1,4,3,4,1,59,0,0,0,0,121,2,0,0,12,0,0,0,29,0,0
SK_501727,Kvetoslavov,1269,385,8,0,20,2,35,4,8,23,21,0,2,0,1,1,3,32,8,13,3,0,0,1,12,0,1,0,55,0,0,21,109,0,2
SK_580597,Kyselica,163,52,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,21,0,0,0,10,0,0,0,7,0,0
SK_501735,Lehnice,2318,355,13,0,36,1,21,1,3,9,15,0,0,2,3,1,0,19,1,59,0,0,0,0,98,0,5,1,19,1,0,5,40,1,1
SK_501743,Luc na Ostrove,613,186,0,0,1,1,2,1,0,2,4,0,0,0,0,3,0,0,0,81,1,0,0,0,83,0,0,1,0,0,0,1,5,0,0
SK_555606,Macov,334,104,0,0,10,0,7,0,1,3,10,0,1,0,0,1,3,11,0,1,1,0,0,0,12,0,0,0,8,1,0,1,32,0,1
SK_555649,Mad,478,151,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,90,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0
SK_555665,Male Dvorniky,961,313,0,0,7,0,3,1,1,2,2,0,0,0,0,8,0,0,2,159,1,0,0,0,98,1,1,0,6,0,0,0,21,0,0
SK_501760,Medvedov,479,73,1,0,3,0,0,1,0,5,2,1,0,0,0,1,0,0,0,4,0,0,0,0,49,0,0,0,2,0,0,1,3,0,0
SK_501778,Mierovo,358,105,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,32,1,0,0,0,46,0,0,0,6,1,0,0,12,0,0
SK_501786,Michal na Ostrove,837,177,1,0,7,0,6,0,1,7,2,0,0,0,2,1,0,3,0,65,0,0,0,0,50,1,0,0,5,0,0,2,23,0,1
SK_501930,Narad,560,207,3,0,2,1,2,1,1,0,0,0,0,0,0,4,0,0,2,28,0,0,0,0,143,0,0,0,8,0,0,5,5,2,0
SK_501808,Novy Zivot,1844,353,7,0,7,0,6,0,2,6,16,1,5,1,0,3,0,3,1,90,0,0,0,0,165,0,0,0,11,0,0,3,26,0,0
SK_501816,Ohrady,1118,257,5,0,1,0,3,0,2,0,5,0,0,0,0,1,0,2,3,88,2,0,0,0,134,0,0,0,2,0,0,2,6,1,0
SK_501824,Okoc,3152,821,11,0,10,1,4,2,1,6,5,0,0,0,0,14,0,0,1,100,0,0,0,0,655,0,0,1,4,0,0,1,5,0,0
SK_501832,Oldza,406,97,0,0,3,4,8,1,1,1,5,0,1,0,1,1,3,6,0,12,0,0,0,0,23,0,0,1,6,0,0,5,15,0,0
SK_501859,Orechova Poton,1469,272,6,0,5,0,2,0,0,1,6,0,0,0,0,3,0,8,0,85,1,0,1,0,122,0,0,0,15,0,0,1,16,0,0
SK_501867,Padan,745,115,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,54,0,0,0,0,46,0,0,0,3,0,0,0,5,0,1
SK_501883,Patas,653,93,1,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,58,0,0,0,4,0,0,0,1,0,0
SK_582522,Potônske Lúky,214,75,0,0,4,0,0,1,0,1,0,0,0,0,2,1,0,1,0,22,0,0,0,0,36,0,0,0,2,0,0,0,5,0,0
SK_555720,Povoda,806,149,3,0,9,0,6,0,1,2,0,0,0,0,0,0,0,2,0,40,0,0,0,0,71,0,0,0,6,0,1,0,8,0,0
SK_501891,Rohovce,909,260,7,0,4,0,6,2,3,15,9,0,0,0,0,4,0,2,1,51,0,0,0,0,140,0,0,0,6,0,0,1,9,0,0
SK_501875,Sap,442,107,4,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,44,0,0,0,0,48,0,0,0,2,0,0,2,1,0,0
SK_501905,Samorin,10957,2720,53,0,139,5,114,12,48,66,106,0,6,2,4,18,6,101,21,401,2,0,0,0,763,5,10,3,209,6,1,34,573,7,5
SK_501913,Stvrtok na Ostrove,1435,283,5,0,5,3,7,4,5,4,9,0,0,0,0,4,2,6,2,40,0,0,0,0,110,1,0,3,27,0,0,2,44,0,0
SK_501921,Topolniky,2579,458,5,0,9,1,4,1,2,8,3,0,0,0,0,7,0,2,1,161,0,0,0,0,232,0,2,0,6,1,0,0,13,0,0
SK_555576,Trhova Hradska,1855,283,5,0,12,0,3,0,0,1,3,1,0,0,0,7,0,0,0,89,1,0,0,1,143,0,2,0,2,0,0,0,12,0,1
SK_501956,Trnávka (okres Dunajská Streda),419,96,2,0,4,0,7,1,3,4,2,1,0,1,0,1,0,1,0,11,0,0,0,0,40,0,0,0,8,0,0,1,9,0,0
SK_501964,Trstena na Ostrove,501,115,5,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,62,1,0,0,1,0,0,2,3,0,0
SK_501972,Velka Paka,779,170,1,0,17,0,15,2,4,3,3,0,0,0,1,0,0,3,0,12,1,0,0,0,30,0,1,0,17,3,0,4,47,0,6
SK_501981,Velke Blahovo,1250,230,8,0,5,0,7,0,0,7,8,0,0,0,0,2,0,1,0,61,0,0,0,0,112,0,0,0,9,1,0,0,9,0,0
SK_555673,Velke Dvorniky,1058,176,1,0,3,1,5,0,0,6,3,0,0,0,3,1,1,1,0,52,0,0,0,0,69,0,0,0,10,0,0,1,17,0,2
SK_501522,Velky Meder,7098,1168,21,0,24,1,34,1,10,33,12,0,7,0,0,18,0,9,8,257,0,0,0,0,664,1,2,1,18,0,0,8,38,0,1
SK_555746,Vieska (okres Dunajská Streda),359,118,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,61,0,0,0,0,46,0,1,0,1,0,0,0,4,0,0
SK_501999,Vojka nad Dunajom,423,146,7,0,2,0,3,1,0,4,6,0,0,0,2,3,0,6,1,25,0,0,0,0,41,0,0,0,21,0,0,2,22,0,0
SK_502006,Vrakun,2252,549,11,0,11,1,15,2,0,5,8,1,4,0,1,7,0,1,2,148,0,0,0,1,306,0,1,0,6,0,0,0,18,0,0
SK_502014,Vydrany,1459,272,2,0,3,0,14,0,0,3,16,0,0,0,0,1,1,0,2,79,0,0,0,0,134,0,0,0,7,0,0,0,9,1,0
SK_502022,Zlate Klasy,2737,227,11,0,12,0,12,0,1,5,17,0,1,0,2,2,1,3,0,38,0,2,0,0,79,0,0,0,7,0,0,1,33,0,0
SK_503673,Abraham,906,209,4,0,21,12,46,2,15,8,1,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,1,0,19,1,0,13,35,0,1
SK_503690,Cierna Voda,1159,537,4,0,6,0,4,0,1,5,8,0,3,0,1,0,0,1,0,358,0,0,1,0,129,1,0,0,5,0,0,0,9,0,1
SK_503703,Cierny Brod,1369,221,3,0,5,0,5,0,0,3,13,0,0,0,0,1,0,0,4,62,0,0,0,0,92,0,0,0,23,0,0,0,8,0,2
SK_555789,Dolna Streda,1289,277,3,0,60,3,29,4,6,5,13,0,2,0,0,0,0,28,3,0,0,0,0,0,1,0,0,0,17,4,0,17,75,1,6
SK_503746,Dolne Saliby,1721,400,3,0,21,0,8,1,1,6,4,0,0,0,1,2,2,0,3,32,0,0,1,0,264,0,1,0,12,0,0,4,31,2,1
