gisco_id,name,registered,turnout,invalid,blank,Smer-SD,KDŽP,ĽSNS,KOREKTÚRA,SNS,SR,OĽaNO,STAN,SP,STS,HĽ,MKDA-MKDSZ,DOPRAVA,KDH,SZ,MH,PD,SRK,SKS,SNJ,SMK-MKP,DOMA DOBRE,KSS-VZDOR,EDS,SaS,SĽS,NAJ,KÚ,PS-Spolu,DS,NK
SK_526011,Muranska Lehota,178,41,0,0,18,3,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,2,0,6,0,0
SK_526029,Muranska Zdychava,188,34,1,0,8,1,12,0,1,0,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
SK_526037,Nandraz,192,35,0,0,19,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK_515256,Otrocok,244,45,0,0,2,0,4,0,1,1,5,0,0,0,1,2,0,1,0,14,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0
SK_515302,Ploské (okres Revúca),57,9,0,0,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK_515311,Polina,80,20,2,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SK_526100,Prihradzany,65,19,0,0,11,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK_526118,Rákoš (okres Revúca),315,46,1,0,11,0,22,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0
SK_515361,Rasice,107,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,36,1,0,0,0,0,1,0,0,0,0
SK_515370,Ratkova,452,71,0,0,13,1,17,0,3,0,11,1,0,10,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0
SK_515400,Ratkovske Bystre,269,53,1,0,23,0,10,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,5,1,0
SK_526142,Revuca,9814,1637,32,0,407,28,336,23,121,51,70,2,3,1,4,0,0,72,7,10,3,0,1,3,2,5,17,3,122,5,1,34,266,7,1
SK_526151,Revucka Lehota,263,105,1,0,23,0,7,1,6,5,4,0,0,0,1,0,0,3,2,0,2,0,0,0,0,1,0,0,8,2,0,20,19,0,0
SK_515507,Rybník (okres Revúca),115,18,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0
SK_557820,Sása (okres Revúca),117,18,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SK_526258,Sirk,876,140,2,0,29,1,49,3,3,8,9,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,4,0,0,0,5,0,1
SK_515523,Skeresovo,173,47,1,0,4,0,8,0,3,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0
SK_526304,Sivetice,276,30,1,0,12,2,4,0,4,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SK_515612,Tornala,5797,965,17,0,89,8,48,2,32,22,33,1,3,0,0,89,0,9,6,104,1,1,2,0,374,16,4,0,15,2,0,4,76,3,4
SK_526321,Turcok,210,49,1,0,17,0,22,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0
SK_515761,Višňové (okres Revúca),50,16,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SK_515833,Žiar (okres Revúca),99,23,1,0,5,1,0,0,0,0,0,0,0,0,0,2,1,1,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SK_557757,Abovce,493,61,2,0,4,0,3,0,4,2,2,0,0,0,0,1,0,0,0,3,0,0,0,0,34,4,0,0,0,0,0,0,2,0,0
SK_514489,Babinec,57,23,0,0,14,0,1,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK_514501,Barca,363,50,1,0,3,1,3,0,0,0,2,0,0,0,0,0,2,0,0,32,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0
SK_514519,Batka,694,144,7,0,8,1,12,0,0,0,5,0,0,0,1,10,0,0,1,26,0,1,0,0,62,1,0,0,3,1,0,0,3,0,2
SK_514535,Belin,130,22,0,0,10,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0
SK_514543,Blhovce,601,91,3,0,4,1,12,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,51,0,0,0,2,1,0,0,0,0,0
SK_514551,Bottovo,169,60,3,0,23,0,20,0,2,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,4,0,0
SK_514586,Budikovany,46,18,1,0,3,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
SK_514594,Cakov,230,34,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,21,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SK_514608,Cerencany,473,118,2,0,35,1,15,6,6,4,5,1,0,0,0,0,0,5,2,1,0,0,0,0,1,3,0,0,15,0,0,2,14,0,0
SK_514616,Cierny Potok,117,30,2,0,10,0,9,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
SK_514624,Ciz,547,146,5,0,11,0,9,0,1,0,3,0,0,0,0,2,1,2,2,44,0,0,0,0,57,2,0,0,1,0,0,0,6,0,0
SK_514632,Dolne Zahorany,162,58,0,0,2,0,3,0,2,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,37,3,1,0,1,0,0,0,1,0,0
SK_514641,Drazice,185,42,1,0,2,0,3,0,0,4,7,0,1,0,0,0,0,0,0,9,1,0,0,0,12,0,1,0,0,0,0,0,1,0,0
SK_514659,Driencany,170,51,0,0,11,0,14,0,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5,0,0,0,8,1,0
SK_514667,Drna,148,55,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0
SK_514683,Dubno,126,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,22,1,0,0,0,0,0,0,1,0,0
SK_514691,Dubovec,388,48,2,0,1,0,3,0,1,0,2,0,0,0,0,0,0,1,0,13,0,0,0,0,19,2,0,0,1,0,1,0,2,0,0
SK_557919,Dulovo,147,36,0,0,4,0,1,0,0,1,2,0,0,0,0,2,0,0,0,17,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
SK_514713,Figa,326,36,2,0,7,2,11,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,4,2,0,0,1,0,1,0,0,0,0
SK_514730,Gemercek,81,27,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,10,3,1,0,2,0,0,0,0,0,0
SK_514764,Gemerske Dechtare,350,112,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,57,0,1,0,0,35,2,0,0,13,0,0,0,0,0,0
SK_557889,Gemerske Michalovce,78,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,6,3,0,0,2,1,1,1,1,0,0
SK_514781,Gemersky Jablonec,580,96,0,0,6,0,4,0,1,1,3,0,0,0,0,3,0,0,0,27,0,0,0,0,42,1,0,1,1,0,1,0,4,1,0
SK_514799,Gortva,386,32,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,1,3,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
SK_514811,Hajnacka,938,169,6,0,4,1,3,0,3,4,0,0,0,0,0,4,2,0,1,45,0,0,0,0,89,0,0,0,4,0,0,0,3,0,0
SK_514829,Hnusta,5500,818,14,0,243,3,156,7,46,36,36,6,1,2,3,0,0,17,4,4,3,0,0,2,2,7,16,0,78,5,5,5,113,4,0
SK_514837,Hodejov,1106,119,5,0,24,0,8,1,9,6,23,0,0,0,0,3,0,2,1,11,1,1,0,0,16,2,0,0,2,1,0,0,3,0,0
SK_514845,Hodejovec,150,35,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,0,0,0,3,0,0,0,5,0,0
SK_514853,Horne Zahorany,100,40,1,0,13,2,5,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,7,0,0
SK_514861,Hostice,695,135,4,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,51,1,1,0,7,0,21,0,0,0,0
SK_514870,Hostisovce,157,14,0,0,6,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
SK_514888,Hrachovo,680,156,4,0,41,2,43,0,11,11,5,0,0,0,0,0,0,4,1,3,0,0,0,0,0,1,2,0,6,0,0,2,17,3,0
SK_514926,Hrusovo,161,42,0,0,14,0,13,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0
SK_514934,Hubovo,109,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
SK_514942,Husina,397,77,2,0,0,0,5,0,1,0,3,0,0,0,0,0,0,1,1,15,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1
SK_514951,Chanava,572,65,1,0,0,1,2,1,0,3,1,1,0,0,0,8,0,0,0,6,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0
SK_514969,Chramec,312,58,1,0,2,0,4,0,0,0,3,0,0,0,0,1,0,0,0,29,0,0,0,0,14,1,0,0,1,0,0,0,2,0,0
SK_514985,Ivanice,190,63,6,0,3,0,5,0,0,0,1,1,1,0,0,1,1,0,0,11,0,0,0,0,30,0,1,0,1,1,0,0,0,0,0
SK_514993,Janice,174,56,4,0,4,1,5,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,30,0,0,0,2,0,0,0,2,2,1
SK_515001,Jesenské (okres Rimavská Sobota),1783,243,8,0,33,1,27,0,10,2,6,1,0,0,0,3,0,9,4,31,0,0,1,1,66,2,1,0,10,1,2,9,11,3,1
SK_515019,Jestice,117,20,0,0,3,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0
SK_515027,Kalosa,551,96,1,0,5,0,2,0,3,1,14,0,0,0,1,1,0,1,0,11,0,4,0,0,50,0,0,0,2,0,0,0,0,0,0
SK_515035,Kesovce,161,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,17,0,0,0,0,0,0,0,0,0
SK_515043,Klenovec,2463,356,8,0,87,2,67,3,27,15,10,0,0,0,0,0,8,10,5,1,2,0,0,0,0,6,1,1,25,4,1,11,55,3,4
SK_515051,Kociha,170,52,1,0,9,0,12,1,2,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,4,0,0,1,4,6,0
SK_515060,Konradovce,241,26,0,0,1,0,3,0,0,1,3,0,0,2,0,0,0,0,0,11,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
SK_515078,Kral,728,108,2,0,21,0,7,0,0,1,1,0,0,0,0,1,0,0,0,26,0,0,0,0,38,3,0,0,2,0,0,3,3,0,0
SK_515086,Kraskovo,103,33,2,0,11,0,3,0,3,5,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
SK_515094,Krokava,26,17,1,0,3,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SK_515108,Kruzno,300,61,0,0,17,0,19,1,2,1,5,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,2,0,2,0,0,0,5,0,1
SK_515116,Kyjatice,60,24,2,0,6,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0
SK_515124,Lehota nad Rimavicou,237,55,1,0,17,0,10,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,6,0,0
SK_515132,Lenartovce,389,60,1,0,1,0,1,0,2,1,1,0,0,0,0,2,0,0,0,8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
SK_515141,Lenka,169,66,2,0,9,0,3,0,0,0,1,1,0,0,0,2,0,1,0,8,0,0,0,0,17,7,0,0,1,0,1,0,5,8,0
SK_515167,Lipovec (okres Rimavská Sobota),56,11,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
SK_515175,Lukovistia,151,23,0,0,9,1,2,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
SK_515183,Martinova,171,20,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0
SK_515205,Neporadza (okres Rimavská Sobota),220,56,1,0,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,11,0,2,0,0,30,5,0,0,0,0,0,0,0,0,0
SK_557790,Nizny Skalnik,137,34,0,0,9,2,6,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
SK_515230,Nova Basta,393,101,1,0,0,0,2,0,0,3,1,0,0,0,0,0,1,1,0,29,0,0,0,0,60,0,0,0,1,1,0,0,1,0,0
SK_515248,Oravka,139,51,1,0,15,0,7,0,2,2,2,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,0,3,0,0,3,7,2,0
SK_515264,Ozdany,1267,155,4,0,17,2,22,0,4,2,7,0,0,0,0,0,0,5,0,11,0,0,0,0,16,1,1,0,16,0,1,8,38,0,0
SK_515272,Padarovce,132,29,5,0,2,2,3,0,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0
SK_515281,Pavlovce (okres Rimavská Sobota),270,44,1,0,4,0,1,0,1,1,3,0,0,1,0,0,0,0,0,4,0,0,0,0,24,1,0,0,2,0,0,0,1,0,0
SK_515299,Petrovce (okres Rimavská Sobota),181,72,1,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,7,0,0,0,0,50,0,0,2,1,0,0,0,4,0,0
SK_515337,Poproč (okres Rimavská Sobota),17,10,0,0,5,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK_515345,Potok (okres Rimavská Sobota),24,11,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SK_515353,Radnovce,605,100,3,0,3,0,3,0,1,1,5,0,0,0,0,0,0,2,0,23,0,0,0,0,58,0,0,0,0,0,0,0,1,0,0
SK_557854,Rakytnik,203,44,1,0,1,0,2,0,0,0,2,0,0,1,0,1,0,0,0,10,0,0,0,0,16,0,1,0,1,0,0,0,7,0,1
SK_515388,Ratkovska Lehota,37,21,0,0,1,1,12,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SK_515396,Ratkovska Sucha,41,15,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0
SK_557765,Riečka (okres Rimavská Sobota),185,40,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,5,23,0,0,0,0,0,0,1,0,0
SK_515426,Rimavska Bana,400,85,4,0,25,0,28,0,1,2,7,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,5,0,0,0,4,3,0
SK_515442,Rimavska Sec,1424,362,5,0,8,1,10,0,0,0,2,0,0,0,1,6,0,0,0,16,0,1,0,1,301,3,0,0,0,0,1,1,5,0,0
SK_514462,Rimavska Sobota,18505,3689,59,0,532,27,480,28,163,118,160,6,3,1,4,21,14,57,26,243,11,6,1,4,649,50,32,0,319,11,3,68,567,13,13
SK_515451,Rimavske Brezovo,418,88,1,0,18,0,31,1,2,3,5,1,0,0,0,0,0,1,1,1,0,0,0,1,1,10,1,1,1,2,1,1,4,0,0
SK_515469,Rimavske Janovce,1049,142,1,0,20,5,29,0,7,8,3,0,0,0,0,0,0,0,2,10,2,0,0,0,23,0,3,3,11,2,0,2,11,0,0
SK_557811,Rimavske Zaluzany,286,79,0,0,35,0,17,0,7,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,4,2,0
SK_515485,Rovné (okres Rimavská Sobota),98,31,0,0,11,0,9,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0
SK_515493,Rumince,309,67,1,0,9,0,5,3,2,1,0,2,0,0,0,0,0,0,0,17,0,0,0,0,21,3,0,0,1,0,0,0,2,0,0
SK_515531,Slizke,134,15,0,0,5,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SK_515540,Stara Basta,276,73,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,7,0,0,0,0,54,0,1,0,2,0,0,3,0,0,0
SK_515566,Stranska,281,43,1,0,4,1,6,0,6,4,1,1,0,0,0,2,1,2,0,2,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0
SK_515582,Studena,211,40,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0
SK_515604,Sutor,396,63,2,0,6,0,3,0,3,0,1,0,0,0,0,0,0,3,0,3,0,1,0,0,38,2,0,0,0,0,0,1,0,0,0
SK_515621,Simonovce,401,70,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,21,0,0,0,0,29,3,1,0,2,0,0,0,4,0,0
SK_515639,Sirkovce,683,87,0,0,3,0,4,0,0,1,2,0,0,0,0,5,0,0,0,13,0,0,0,0,56,0,0,0,0,0,1,0,2,0,0
SK_515647,Spanie Pole,69,24,0,0,3,0,7,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
SK_515655,Strkovec,288,53,0,0,2,0,5,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,39,1,1,0,0,0,0,0,0,0,0
SK_515663,Tachty,415,169,3,0,9,1,5,0,0,1,5,0,0,0,0,1,0,1,0,71,1,1,0,0,65,2,1,0,1,0,0,0,0,0,1
SK_515671,Teply Vrch,245,60,2,0,23,1,12,1,4,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,3,0,0,0,8,0,0
SK_515680,Tisovec,3158,579,6,0,109,2,184,3,31,39,17,2,0,0,1,1,6,22,8,0,1,0,0,0,2,3,6,2,39,1,2,17,63,12,0
SK_515698,Tomášovce (okres Rimavská Sobota),161,38,0,0,5,0,2,0,1,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1
SK_515701,Uzovska Panica,525,63,3,0,2,5,7,0,0,1,5,0,0,0,0,0,0,3,1,5,0,0,0,0,11,0,0,0,3,0,0,1,16,0,0
SK_515795,Valice,201,39,4,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,4,1,0,0,0,18,1,0,0,2,1,0,0,0,0,0
SK_515710,Vcelince,621,93,1,0,4,0,2,0,2,0,7,1,0,0,0,0,0,0,0,23,0,0,0,0,45,2,1,0,1,0,0,0,4,0,0
SK_515728,Vecelkov,192,56,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,37,2,0,0,4,0,0,0,1,0,0
SK_515736,Velke Teriakovce,685,120,2,0,29,4,36,0,2,9,6,0,0,0,1,0,2,2,0,1,0,0,0,0,0,1,0,0,9,0,0,0,15,1,0
SK_515744,Velky Blh,872,111,0,0,6,0,12,0,0,2,4,0,0,0,0,1,1,1,0,19,0,0,0,0,55,1,1,0,2,0,0,2,4,0,0
SK_515752,Vieska nad Blhom,121,32,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0
SK_515779,Vlkyna,245,66,4,0,1,0,5,0,1,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,42,2,0,0,1,0,0,0,0,0,0
SK_557901,Vysne Valice,198,49,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,37,2,0,0,1,0,1,0,2,0,0
SK_515809,Vysny Skalnik,123,25,0,0,4,0,3,1,4,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
SK_515817,Zador,94,27,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0
SK_557927,Zacharovce,328,32,0,0,8,1,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,8,0,1
SK_515841,Zip,159,42,1,0,4,0,2,0,0,0,4,0,2,0,0,2,0,0,0,5,0,0,0,0,20,0,0,0,1,0,0,0,0,1,0
SK_515868,Balog nad Iplom,667,271,2,0,0,0,3,0,1,0,0,0,0,0,0,11,0,2,0,28,0,0,2,0,212,4,0,0,0,0,0,0,6,0,0
SK_515876,Batorova,301,47,0,0,8,0,4,0,1,6,3,0,0,0,0,2,0,3,0,5,0,0,0,0,7,0,0,0,2,0,0,0,6,0,0
SK_515884,Brusnik,88,13,0,0,6,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK_515892,Busince,1166,136,3,0,20,2,19,0,3,4,20,0,0,0,0,2,0,3,3,28,0,0,0,0,14,0,0,0,7,0,0,0,8,0,0
SK_515906,Cebovce,872,157,1,0,4,0,19,0,0,0,6,1,0,0,1,8,1,0,1,5,0,0,0,0,70,0,2,0,16,1,0,3,17,0,1
SK_515914,Celare,376,75,1,0,0,0,15,0,1,3,5,1,0,0,0,2,0,2,0,39,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0
SK_528242,Čeľovce,1013,195,2,0,52,8,17,0,4,5,3,0,0,3,1,0,5,45,0,3,0,0,0,1,1,2,1,0,17,0,0,18,5,1,1
SK_515931,Cervenany,25,6,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SK_515949,Dacov Lom,324,54,1,0,18,5,3,0,5,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,10,0,0
SK_515957,Dolinka,425,123,4,0,2,1,13,0,1,0,2,0,0,0,0,2,0,0,0,14,0,0,0,0,76,0,0,2,3,0,0,2,1,0,0
SK_515965,Dolna Strehova,845,176,4,0,27,5,39,0,5,2,40,0,1,0,0,0,0,4,2,0,1,0,0,0,0,1,0,0,7,1,0,2,32,0,3
SK_515973,Dolne Plachtince,490,118,4,0,31,2,26,0,5,4,9,0,0,3,0,0,0,4,3,1,0,0,0,0,0,0,0,0,6,1,0,8,11,0,0
SK_515981,Dolne Strhare,155,49,2,0,13,0,12,0,2,1,5,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,6,0,0
SK_515990,Durkovce,111,21,0,0,4,0,6,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0
SK_516007,Glabusovce,97,38,1,0,7,0,10,0,1,2,2,0,0,0,0,4,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0
SK_516015,Horna Strehova,129,32,0,0,8,0,2,0,3,1,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0
SK_516023,Horne Plachtince,178,25,0,0,6,2,9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
SK_516031,Horne Strhare,206,56,1,0,16,1,6,1,9,4,5,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,1,0,4,0,0
SK_516040,Hrušov (okres Veľký Krtíš),665,144,7,0,38,5,11,0,16,13,4,5,0,0,0,2,1,12,1,1,1,0,0,0,2,1,0,0,3,1,0,2,17,1,0
SK_516058,Chrastince,190,31,0,0,5,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0
SK_516066,Chrtany,102,30,1,0,10,0,6,0,2,2,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SK_516074,Ipelske Predmostie,475,115,6,0,5,0,8,0,2,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,49,0,0,0,0,0,0,0,5,0,0
SK_516082,Kamenne Kosihy,277,67,0,0,1,0,15,0,1,4,2,0,0,0,0,2,0,3,1,7,0,0,0,0,27,0,0,0,1,0,0,0,3,0,0
SK_516091,Kiarov,249,121,1,0,4,0,5,0,1,1,0,0,0,0,0,5,0,3,0,90,0,0,0,0,3,0,0,0,2,0,0,1,5,0,0
SK_516104,Klenany,231,82,2,0,2,0,7,0,1,1,3,0,0,0,0,3,0,1,0,5,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
SK_516112,Kolare,207,71,0,0,2,0,1,1,0,2,2,0,0,0,1,0,0,1,0,10,0,0,0,0,49,0,0,0,1,0,0,0,1,0,0
SK_516121,Kosihovce,435,82,2,0,12,1,19,0,1,2,3,2,0,0,0,4,0,1,0,6,1,1,0,0,16,0,0,1,4,0,0,0,5,0,1
SK_516139,Kosihy nad Iplom,377,93,1,0,6,1,2,0,0,0,2,0,0,0,0,1,0,0,2,4,0,0,0,0,60,0,0,0,5,0,0,1,8,0,0
SK_516147,Kovacovce,280,44,0,0,4,0,11,0,3,1,3,0,1,0,0,1,0,0,0,8,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
SK_516155,Lesenice,427,72,0,0,16,1,20,0,1,2,5,1,0,0,0,2,0,4,0,3,0,0,0,0,3,1,0,0,5,0,0,0,8,0,0
SK_516163,Luboriecka,143,68,0,0,9,24,9,0,0,1,8,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,2,0,0,5,2,0,0
SK_516171,Mala Calomija,174,67,2,0,6,1,13,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,31,0,0,2,0,0,1,4,0,0
SK_558206,Male Straciny,116,27,0,0,6,0,5,0,2,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0
SK_516198,Male Zlievce,230,64,2,0,10,3,17,0,2,1,5,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,4,1,0,0,8,0,0
SK_558192,Maly Krtis,413,88,0,0,14,4,14,2,2,10,14,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,1,0,9,1,0,1,3,0,3
