gisco_id,name,registered,turnout,invalid,blank,"NOVA, Konzervatívni demokrati Slovenska, Občianska konzervatívna strana",Kresťanskodemokratické hnutie,SMER - sociálna demokracia,Slovenská ľudová strana,Národ a Spravodlivosť - naša strana,Magnificat Slovakia,DEMOKRATICKÁ OBČIANSKA STRANA,7 STATOČNÝCH REGIONÁLNA STRANA SLOVENSKA,Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség,Strana TIP,Ľudová strana Naše Slovensko,EURÓPSKA DEMOKRATICKÁ STRANA,NOVÝ PARLAMENT,MOST - HÍD,Kresťanská SLOVENSKÁ NÁRODNÁ STRANA,Strana demokratického Slovenska,Strana zelených,VZDOR - strana práce,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,PRÁVO A SPRAVODLIVOSŤ,Sloboda a Solidarita,Strana moderného Slovenska,Komunistická strana Slovenska,ÚSVIT,Strana občianskej ľavice,Slovenská národná strana,Slovenská demokratická a kresťanská únia - Demokratická strana,"PRIAMA DEMOKRACIA, Kresťanská ľudová strana",Strana maďarskej komunity - Magyar Közösség Pártja
SK_503789,Hoste,401,59,1,0,3,13,25,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,7,0,0,0,0,0,0,2,0,0,0
SK_503827,Jánovce (okres Galanta),399,48,0,0,3,0,10,0,0,0,0,2,0,4,0,0,0,5,0,7,0,0,1,0,3,0,3,0,0,0,3,0,7
SK_503835,Jelka,3244,376,10,0,2,3,11,0,2,0,0,1,2,4,1,2,0,138,2,0,2,0,6,1,7,0,3,0,0,4,12,2,161
SK_503843,Kajal,1243,115,3,0,2,1,8,0,0,0,0,2,0,2,1,0,0,42,0,1,0,1,5,0,7,1,0,0,0,0,1,0,38
SK_503860,Kosuty,1321,152,4,0,3,1,19,0,1,0,0,1,1,1,0,1,0,40,0,0,0,0,6,0,3,0,0,0,0,2,1,0,68
SK_503878,Kralov Brod,950,151,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,6,2,118
SK_582638,Malá Mača,498,69,0,0,2,0,9,0,3,0,0,0,0,0,3,0,0,19,0,0,0,0,1,0,3,0,0,0,0,1,0,0,28
SK_555754,Matuskovo,1771,307,13,0,7,0,34,0,0,0,0,1,3,1,2,2,0,68,0,8,3,0,4,5,13,1,2,0,0,5,6,1,128
SK_503924,Mostova,1376,208,9,0,1,0,0,0,2,0,0,1,2,0,1,0,0,84,0,2,0,0,2,2,1,0,0,0,0,0,3,1,97
SK_503959,Pata,2561,178,8,0,9,47,55,1,0,0,0,2,0,8,1,0,0,3,1,2,0,1,9,9,6,0,5,0,0,7,4,0,0
SK_503967,Puste Sady,495,68,2,0,5,17,15,0,0,0,0,0,0,3,2,0,0,1,2,3,0,1,10,0,1,0,0,0,0,4,2,0,0
SK_503975,Puste Ulany,1388,118,1,0,8,14,32,3,1,0,0,0,0,12,1,4,0,2,0,1,1,1,3,0,3,0,2,0,0,14,14,0,1
SK_504009,Sered,13919,1373,32,0,72,157,443,4,15,15,5,4,0,61,17,3,8,13,0,28,6,3,142,41,100,9,16,1,0,78,89,11,0
SK_504017,Sladkovicovo,4536,475,16,0,21,9,70,4,0,0,0,2,1,16,5,5,0,91,2,16,2,1,31,2,34,1,10,1,0,7,36,0,92
SK_504033,Salgocka,370,33,2,0,2,6,11,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0
SK_504041,Sintava,1476,210,4,0,18,32,54,0,1,6,0,2,0,6,2,0,1,4,0,12,0,0,29,7,14,0,1,0,0,11,5,1,0
SK_504050,Soporna,3422,297,4,0,7,28,107,2,5,0,0,3,0,22,8,5,0,0,0,18,4,0,26,7,11,2,2,1,0,25,9,1,0
SK_504076,Tomasikovo,1273,169,7,0,0,3,1,0,0,0,0,1,1,2,0,0,0,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0,82
SK_504084,Topolnica,702,105,3,0,1,2,16,0,1,1,0,4,0,3,0,0,0,22,0,2,2,1,5,4,4,0,1,0,0,3,5,0,25
SK_504106,Trstice,3179,648,8,0,6,0,6,1,0,0,0,3,2,11,0,1,0,274,0,0,0,0,1,4,4,0,1,0,0,4,5,1,316
SK_504114,Vahovce,1770,176,2,0,0,2,7,0,0,0,0,3,1,4,2,2,0,45,0,0,1,0,1,1,3,0,0,0,0,1,5,0,96
SK_504122,Velka Maca,2191,291,5,0,1,5,6,0,0,0,0,0,5,1,0,0,0,65,0,2,0,0,3,1,9,0,0,0,0,2,0,1,185
SK_504131,Velke Ulany,3653,424,10,0,6,6,28,0,3,0,0,5,4,8,1,3,0,125,1,3,2,0,6,3,16,0,25,0,0,0,12,0,157
SK_504149,Velky Grob,1071,87,1,0,11,2,21,1,2,1,0,0,0,1,3,1,0,7,0,1,3,1,0,3,9,0,1,0,0,3,14,1,0
SK_504157,Vinohrady nad Vahom,1329,115,2,0,2,30,34,0,2,0,0,0,0,4,1,2,0,1,0,2,0,0,22,3,7,0,0,0,0,1,2,0,0
SK_504173,Vozokany (okres (Galanta),963,144,2,0,1,0,4,0,0,0,1,0,0,0,0,0,0,36,0,1,0,0,2,0,1,0,0,0,0,0,2,1,93
SK_504181,Zemianske Sady,712,61,3,0,1,11,28,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,3,0,4,0,1,1,0,0,2,0,0
SK_581399,Banka,1867,212,7,0,22,20,48,3,4,2,0,0,0,3,8,0,0,2,0,6,0,0,26,7,20,0,3,0,0,6,25,0,0
SK_558354,Basovce,291,35,5,0,0,3,4,0,1,1,0,0,0,1,3,0,0,1,0,0,0,0,4,0,3,0,0,0,0,6,3,0,0
SK_506834,Borovce,820,85,2,0,7,18,23,0,2,0,0,0,0,2,1,0,0,0,0,5,1,1,7,1,5,0,1,0,0,3,6,0,0
SK_506982,Dolny Lopasov,796,89,1,0,3,20,23,1,1,8,0,0,0,5,1,3,0,0,0,3,3,0,4,0,8,0,0,0,1,2,2,0,0
SK_506991,Drahovce,2141,204,0,0,9,32,60,3,3,7,8,0,0,2,18,1,1,3,0,4,0,0,16,6,13,1,2,0,1,3,10,1,0
SK_507008,Dubovany,821,60,1,0,1,15,5,1,3,5,0,0,0,2,2,0,0,1,1,1,1,0,6,2,5,0,0,0,0,2,6,0,0
SK_558338,Ducove,328,30,0,0,0,2,8,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,0,0,0,0,4,5,1,0
SK_556581,Hubina,431,50,0,0,3,10,9,0,0,4,0,2,0,0,0,0,0,0,0,2,4,0,0,2,5,0,1,0,0,8,0,0,0
SK_507121,Chtelnica,2186,262,11,0,3,42,114,0,6,2,2,1,0,14,4,0,0,1,0,7,1,0,25,3,5,0,6,0,0,6,9,0,0
SK_507199,Kocin-Lancar,446,53,1,0,3,5,12,1,1,11,0,0,0,2,2,0,0,0,1,1,0,1,2,2,3,0,0,0,0,5,0,0,0
SK_507229,Krakovany,1164,128,2,0,22,24,15,2,2,3,0,1,0,2,4,0,1,1,0,2,1,2,9,0,5,1,0,0,4,2,20,3,0
SK_507342,Moravany nad Vahom,1852,211,8,0,18,20,50,0,2,5,1,2,0,3,10,1,0,2,1,1,1,0,27,1,19,0,6,1,0,20,11,1,0
SK_507369,Nižná (okres Piešťany),442,45,1,0,3,10,11,3,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,3,1,2,1,1,0,0,3,0,0
SK_507385,Ostrov (okres Piešťany),1030,99,4,0,12,28,17,0,4,1,0,0,0,4,3,0,0,0,0,5,0,0,6,1,6,1,0,0,0,4,3,0,0
SK_507431,Pecenady,440,64,5,0,2,21,9,5,0,5,0,0,0,4,0,0,0,2,0,2,0,2,2,0,0,0,1,0,0,4,0,0,0
SK_507440,Piestany,24760,3849,106,0,250,704,831,12,62,29,24,7,0,124,163,23,4,62,16,51,12,12,334,50,318,8,34,6,19,128,436,19,5
SK_507466,Prasnik,705,61,2,0,0,2,24,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,3,0,1,17,0,2,3,0,0
SK_507482,Rakovice,460,46,2,0,4,4,4,1,0,1,0,0,0,6,1,1,0,0,0,1,0,0,2,0,4,0,1,0,0,1,13,0,0
SK_507491,Ratnovce,832,94,1,0,10,19,16,0,0,0,7,0,0,0,5,0,0,4,1,4,0,0,4,0,8,0,0,0,0,5,10,0,0
SK_507563,Sokolovce,1041,113,5,0,4,8,39,1,3,0,0,1,0,3,0,1,0,0,2,3,0,0,10,0,5,0,5,0,2,16,5,0,0
SK_558397,Sipkove,274,25,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,3,4,0,0
SK_556548,Sterusy,417,44,0,0,1,8,14,0,1,6,0,0,0,4,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,5,0,0,0
SK_507679,Trebatice,1097,76,5,0,7,16,24,0,1,1,0,2,0,0,1,2,0,0,0,1,0,0,3,0,1,1,0,0,0,3,8,0,0
SK_507709,Velke Kostolany,2227,186,5,0,9,78,34,3,5,5,0,1,0,2,11,1,0,0,0,0,0,0,9,3,6,0,4,0,0,2,8,0,0
SK_556572,Velke Orviste,885,85,3,0,1,11,14,0,2,1,3,0,0,4,5,0,0,1,3,0,0,0,4,1,4,0,0,0,1,14,13,0,0
SK_507725,Vesele,953,67,0,0,4,21,16,0,0,3,0,0,0,2,3,0,1,1,1,1,2,0,5,0,0,0,0,0,0,3,3,1,0
SK_507750,Vrbove,4989,607,27,0,38,119,165,1,14,19,0,2,0,13,7,0,3,4,1,7,3,4,52,10,26,0,4,4,0,38,44,2,0
SK_504211,Bilkove Humence,175,22,0,0,2,3,5,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0
SK_504238,Borsky Mikulas,3207,222,11,0,16,43,44,2,7,5,0,0,0,20,2,0,2,2,0,13,2,3,8,2,20,0,2,0,0,5,12,0,1
SK_504220,Borský Svätý Jur,1306,130,2,0,15,31,29,2,2,0,0,0,0,6,1,1,0,1,0,1,0,0,7,0,6,1,4,1,0,2,13,5,0
SK_504271,Brodske,1940,166,7,0,13,19,38,0,7,17,0,0,0,9,5,1,0,0,0,2,0,0,11,3,5,2,2,0,1,3,19,2,0
SK_504297,Cerova,993,198,6,0,0,67,19,2,1,0,0,0,0,2,0,0,0,2,1,1,0,0,7,0,66,1,2,1,0,6,13,1,0
SK_504319,Cary,1003,59,1,0,5,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,8,0,0
SK_504327,Castkov,503,45,2,0,3,7,13,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,11,1,0
SK_504335,Dojc,1015,88,4,0,10,10,10,0,3,4,2,0,0,1,0,0,0,4,0,3,0,0,3,2,9,0,14,0,0,4,5,0,0
SK_504343,Dubovce,532,111,4,0,25,18,12,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,11,0,4,0,1,0,0,3,25,2,0
SK_504351,Gbely,4273,444,17,0,30,42,86,0,9,12,0,25,0,6,7,1,2,5,1,4,3,2,19,3,12,1,3,0,0,8,141,4,1
SK_504360,Hlboke,782,122,1,0,8,4,47,1,2,0,0,0,0,6,2,0,0,0,0,0,1,0,7,6,9,0,7,0,0,1,19,1,0
SK_504378,Holic,9076,954,23,0,38,121,236,15,12,10,1,5,0,26,13,3,1,4,3,8,7,3,81,19,79,4,25,1,0,31,182,2,1
SK_504386,Hradiste pod Vratnom,550,88,1,0,6,9,28,1,2,3,1,0,0,7,0,0,0,0,2,1,1,0,1,1,3,3,0,0,0,3,13,1,1
SK_504394,Chropov,312,43,2,0,0,11,8,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,10,0,0
SK_504416,Jablonica,1872,199,4,0,14,13,65,2,0,1,0,1,0,15,4,1,0,2,0,2,0,0,20,2,17,0,6,0,0,9,20,1,0
SK_504432,Katov,477,80,0,0,2,9,9,0,0,3,0,0,0,5,3,0,0,0,1,1,0,0,7,1,4,1,1,0,0,1,32,0,0
SK_504459,Kopcany,2071,129,2,0,4,4,37,0,4,1,0,0,1,2,0,0,0,1,0,0,0,0,9,1,10,0,5,0,0,1,47,0,0
SK_504475,Kovalov,599,56,2,0,3,17,13,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,8,0,2,0,2,0,0,0,2,0,0
SK_504483,Kovalovec,119,35,2,0,3,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,9,0,0
SK_504491,Kuklov,631,44,3,0,2,13,11,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,3,0,0
SK_504513,Kuty,3332,223,7,0,14,39,43,6,1,3,2,0,0,9,10,2,0,3,0,11,0,1,15,1,13,0,5,0,0,16,22,0,0
SK_504521,Laksarska Nova Ves,866,66,2,0,7,14,14,0,1,0,0,0,0,4,1,0,0,3,0,1,1,0,4,3,2,0,1,0,0,3,5,0,0
SK_504530,Letnicie,413,53,1,0,1,10,16,0,1,1,0,0,0,3,0,0,2,0,0,1,0,0,3,0,1,0,0,0,0,1,11,0,1
SK_504548,Lopasov,247,51,1,0,9,25,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,8,0,0
SK_504564,Mokry Haj,565,115,4,0,2,15,56,0,0,2,3,0,0,1,0,0,0,1,0,0,3,0,6,1,3,0,1,0,0,1,16,0,0
SK_504572,Moravský Svätý Ján,1703,115,6,0,9,20,26,0,2,0,0,0,0,6,0,2,0,2,0,1,2,1,3,1,10,0,2,0,0,2,20,0,0
SK_504599,Oreské (okres Skalica),298,74,4,0,1,33,8,0,1,2,0,0,0,6,0,0,0,0,0,1,0,0,4,0,2,0,1,0,0,5,6,0,0
SK_504602,Osuske,511,60,1,0,2,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,1,0,0,4,7,0,0
SK_504611,Petrova Ves,861,94,4,0,0,24,18,0,0,1,0,2,0,5,0,0,0,1,0,0,0,0,2,0,2,0,3,0,0,5,27,0,0
SK_504645,Plavecky Peter,488,44,0,0,2,18,9,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,1,0,0,0,0,0,1,5,0,0
SK_504653,Podbranc,535,42,0,0,3,0,18,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,3,2,1,0,0,1,7,0,0
SK_504670,Popudinske Mocidlany,724,73,5,0,5,15,6,0,1,2,0,0,0,1,0,0,0,1,1,3,0,0,5,0,2,0,2,0,0,0,24,0,0
SK_504700,Prietrz,615,78,7,0,0,4,24,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,3,2,6,0,1,0,0,5,20,1,0
SK_504718,Prietrzka,388,81,0,0,8,19,4,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,6,0,4,1,0,0,0,1,30,0,0
SK_504726,Prievaly,807,109,3,0,8,26,25,0,0,0,0,0,0,7,2,0,0,4,0,0,0,1,3,0,12,0,4,0,0,2,8,4,0
SK_504734,Radimov,463,56,4,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,6,0,0,0,20,0,0
SK_504742,Radošovce (okres Skalica),1470,130,1,0,1,42,19,0,1,2,0,0,0,1,1,0,0,0,0,2,0,0,17,0,3,0,5,0,0,1,32,2,0
SK_556122,Rohov,353,32,1,0,1,4,8,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,3,0,0
SK_504777,Rovensko,336,90,0,0,8,13,10,0,0,1,0,0,0,5,0,0,0,0,0,6,0,0,1,0,1,0,3,0,0,2,39,1,0
SK_556131,Rybky,363,43,2,0,1,24,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,0,0
SK_556114,Sekule,1411,100,6,0,15,11,25,2,1,2,0,0,0,0,0,0,0,2,1,2,0,1,7,2,6,0,6,0,0,0,11,0,0
SK_504203,Senica,16741,1640,44,0,116,225,440,6,25,8,18,4,0,161,17,5,1,22,8,11,9,2,86,25,127,13,34,13,0,35,178,7,0
SK_504815,Skalica,12495,1607,55,0,101,128,316,3,7,33,1,3,0,48,6,0,4,14,3,8,1,3,248,28,107,2,23,0,2,30,425,8,0
SK_504823,Smolinske,765,65,2,0,2,14,18,1,2,4,1,0,0,2,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,5,6,0,0
SK_504831,Smrdaky,534,118,0,0,5,42,31,0,1,0,0,0,0,9,3,0,0,2,2,0,0,0,9,3,1,0,1,0,0,4,5,0,0
SK_504840,Sobotiste,1248,164,9,0,5,47,32,0,2,1,1,1,0,7,0,0,0,5,0,2,1,0,2,0,1,0,3,1,0,6,38,0,0
SK_504882,Sajdikove Humence,902,75,3,0,0,22,23,0,1,0,0,0,0,8,1,0,0,1,1,0,0,0,1,0,4,0,2,0,0,2,6,0,0
SK_504891,Sastin-Straze,4221,443,12,0,22,141,115,1,5,6,4,3,0,12,3,4,0,2,0,3,4,1,43,4,17,4,5,0,0,10,22,0,0
SK_504904,Stefanov,1302,133,2,0,3,45,26,0,2,1,0,0,0,11,0,0,0,0,0,1,1,0,10,1,11,1,0,0,0,7,11,0,0
SK_504912,Trnovec,252,59,1,0,1,26,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,4,0,1
SK_504939,Unin,982,104,4,0,4,18,13,0,1,2,0,0,0,0,1,0,2,0,2,0,0,0,18,1,7,0,2,0,0,2,26,1,0
SK_504963,Vrádište,620,64,1,0,0,8,17,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,12,0,2,1,2,0,0,2,16,0,0
SK_580473,Biely Kostol,1244,156,5,0,8,7,47,1,1,8,2,2,0,4,4,0,0,1,0,4,1,0,17,2,19,1,5,1,0,1,14,0,1
SK_506788,Binovce,523,75,4,0,2,22,13,1,0,0,0,0,0,10,0,0,0,0,0,0,2,1,6,1,6,0,0,0,1,2,3,1,0
SK_506796,Bohdanovce nad Trnavou,1029,116,10,0,4,18,24,0,4,0,0,0,0,5,3,0,4,1,2,1,1,0,8,13,9,2,0,0,0,4,3,0,0
SK_506800,Bojnicky,1102,79,3,0,6,18,22,0,0,1,0,0,0,1,4,0,0,0,0,0,1,3,8,1,3,0,1,0,0,4,3,0,0
SK_506818,Boleraz,1825,178,3,0,9,36,37,4,5,2,0,0,0,18,2,0,0,0,0,0,1,0,34,4,8,2,0,0,0,7,6,0,0
SK_506826,Borova,343,44,0,0,6,2,15,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,4,3,0,0
SK_506842,Brestovany,2017,190,13,0,11,25,59,3,6,0,4,0,0,1,4,1,0,1,1,1,0,0,23,2,7,0,0,1,0,15,11,1,0
SK_506851,Bucany,1850,188,6,0,7,37,63,7,2,3,1,0,0,6,6,0,0,0,1,1,0,0,22,2,9,0,0,0,0,6,9,0,0
SK_506869,Bukova,570,37,0,0,2,6,11,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,1,0,5,0,1,0,0,1,1,0,0
SK_506877,Cifer,3419,393,12,0,32,69,117,6,6,8,1,0,0,13,5,2,1,4,0,9,0,2,44,8,12,1,5,0,0,13,22,1,0
SK_506885,Cervenik,1303,171,1,0,10,72,24,0,8,2,0,0,0,4,3,0,0,0,1,1,0,0,20,4,5,0,4,0,0,9,3,0,0
SK_506893,Dechtice,1523,185,4,0,9,15,40,1,6,60,0,1,0,6,2,0,0,0,0,0,1,0,21,2,3,0,2,0,0,7,5,0,0
SK_556599,Dlha,349,49,4,0,2,6,9,0,0,7,0,0,0,4,0,0,0,2,2,0,0,0,10,0,0,0,0,0,0,2,1,0,0
SK_506915,Dobra Voda,673,111,6,0,4,13,25,0,3,12,0,0,0,4,7,0,0,0,0,1,0,0,9,2,8,0,1,0,0,9,6,0,1
SK_506923,Dolna Krupa,1886,132,4,0,5,27,34,4,2,2,0,0,0,4,3,0,0,1,1,0,0,0,18,0,5,0,3,0,0,11,8,0,0
SK_506931,Dolne Dubove,553,62,0,0,6,9,16,0,0,0,0,0,0,3,1,0,1,0,2,1,0,0,9,1,3,0,0,0,1,1,6,2,0
SK_556661,Dolne Lovcice,620,97,3,0,5,9,35,4,1,3,0,0,0,4,1,0,0,0,0,1,1,0,16,0,6,0,0,0,0,5,3,0,0
SK_506940,Dolne Oresany,1081,118,0,0,12,23,35,0,2,2,1,0,0,4,5,0,0,1,0,1,1,0,14,0,5,1,0,0,0,7,4,0,0
SK_506958,Dolne Otrokovce,286,33,0,0,2,6,7,1,2,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0
SK_506966,Dolne Trhoviste,520,47,0,0,3,13,19,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0
SK_556521,Dolne Zelenice,478,42,0,0,6,3,17,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,6,0,0,2,0,0,0,0,0
SK_507024,Dvorniky,1630,98,5,0,1,18,35,0,2,0,0,2,0,3,2,0,0,0,1,1,0,0,14,3,3,2,0,0,0,5,1,0,0
SK_507032,Hlohovec,18335,2197,61,0,146,368,591,4,33,16,3,23,0,68,31,18,1,20,12,27,13,5,290,27,166,3,33,3,2,75,150,7,1
SK_507041,Horna Krupa,407,87,1,0,2,9,16,1,0,0,1,0,0,36,3,0,0,0,0,0,0,0,8,2,5,1,1,0,0,1,0,0,0
SK_507059,Horne Dubove,321,46,0,0,2,2,16,1,0,1,0,0,0,1,2,0,0,1,0,1,0,0,2,1,6,0,2,0,0,6,1,0,1
SK_507067,Horne Oresany,1585,195,8,0,11,45,45,0,0,2,1,0,0,21,6,0,0,0,0,4,2,1,17,0,20,1,0,0,0,4,7,0,0
SK_507075,Horne Otrokovce,734,65,0,0,2,4,34,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,2,2,0,1,0,0,8,3,0,1
SK_556602,Horne Trhoviste,499,29,2,0,0,5,8,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,1,1,1,0
SK_556530,Horne Zelenice,545,57,1,0,5,1,20,0,2,0,1,0,0,2,0,1,0,0,0,1,0,0,6,0,6,0,1,0,0,1,9,0,0
SK_581020,Hrnciarovce nad Parnou,1865,251,9,0,8,57,54,2,1,0,2,0,0,10,10,1,0,6,1,2,2,1,42,3,17,0,1,0,3,8,11,0,0
SK_507130,Jalsove,405,30,1,0,1,4,11,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,3,0,0
SK_507156,Jaslovske Bohunice,1652,171,3,0,4,41,37,1,2,0,2,0,0,14,0,0,2,1,0,3,0,1,18,6,17,1,3,0,0,3,12,0,0
SK_507164,Katlovce,933,134,5,0,6,41,33,3,0,10,0,0,0,10,0,0,0,1,0,0,0,2,6,0,5,1,1,0,0,6,4,0,0
SK_507172,Klacany,842,74,2,0,3,9,25,0,3,0,0,0,0,3,3,0,2,2,0,1,0,0,10,2,5,0,2,0,0,1,1,0,0
SK_507202,Koplotovce,593,74,1,0,0,13,10,1,0,0,0,3,0,8,1,0,0,1,0,0,0,3,12,0,10,0,0,0,0,3,7,1,0
SK_507211,Kosolna,614,65,1,0,1,17,7,1,1,1,0,1,0,10,2,0,0,1,0,1,1,0,11,0,4,1,2,0,0,1,1,0,0
SK_556483,Krizovany nad Dudvahom,1509,210,9,0,13,64,57,1,2,1,0,0,0,7,2,0,0,2,0,1,1,1,20,0,3,0,4,0,0,11,11,0,0
SK_507253,Leopoldov,3366,437,21,0,31,67,115,7,15,4,0,3,0,11,7,0,0,9,1,2,2,1,57,8,20,0,4,0,0,34,18,0,0
SK_556688,Losonec,448,59,0,0,3,9,13,0,0,3,0,0,0,7,2,0,0,0,0,1,0,0,11,0,2,0,0,0,0,3,5,0,0
SK_507288,Madunice,1738,181,4,0,13,45,43,1,1,2,0,0,0,6,11,1,0,2,0,6,0,0,7,3,3,0,0,0,1,27,5,0,0
SK_507296,Majcichov,1579,183,4,0,11,41,58,1,0,1,0,2,0,8,2,0,0,2,0,4,0,0,20,1,4,0,0,0,0,10,14,0,0
SK_507318,Malzenice,1141,112,4,0,7,32,23,0,2,6,0,1,0,5,3,0,0,0,0,1,0,1,13,4,2,0,0,0,0,2,6,0,0
SK_507326,Merasice,356,38,1,0,2,4,10,0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,3,2,1,0,0,0,0,4,4,0,0
SK_507351,Nahac,378,39,4,0,0,7,13,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0
SK_556491,Opoj,786,66,4,0,0,19,16,1,3,1,0,0,0,1,3,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,8,0,0
SK_507415,Pastuchov,767,59,0,0,1,14,7,0,0,7,0,0,0,3,4,0,0,0,0,2,1,0,12,1,0,0,2,0,0,3,2,0,0
SK_556556,Pavlice,433,90,7,0,7,27,9,0,0,3,0,0,0,1,0,0,0,0,2,1,1,0,7,0,4,0,0,0,18,1,2,0,0
SK_556653,Radošovce (okres Trnava),336,63,0,0,2,21,11,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,5,1,0
SK_518620,Ratkovce,260,53,2,0,0,21,8,4,0,2,1,1,0,0,3,0,0,0,1,0,0,0,5,0,1,0,0,0,0,4,0,0,0
SK_507512,Ruzindol,1236,143,8,0,15,24,28,0,4,0,0,0,0,7,3,0,0,2,0,2,1,0,13,4,9,0,1,1,0,2,19,0,0
SK_507521,Sasinkovo,715,44,1,0,1,1,17,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,6,0,1,4,1,0,0,4,1,0,0
SK_507539,Siladice,574,60,1,0,5,6,18,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,6,0,3,0,2,0,0,1,11,1,0
SK_556564,Slovenska Nova Ves,396,27,0,0,0,8,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,5,0,0
SK_507555,Smolenice,2768,480,10,0,26,98,90,0,3,10,1,0,0,111,4,0,0,2,3,3,0,0,40,14,25,1,4,0,0,12,22,1,0
SK_507571,Sucha nad Parnou,1634,211,5,0,15,38,52,2,1,4,0,3,0,11,0,1,1,4,0,5,0,1,24,3,26,0,2,0,0,4,8,1,0
SK_556670,Selpice,712,99,0,0,9,24,19,0,5,0,0,0,0,4,0,0,2,2,0,0,0,0,15,5,4,0,0,0,0,4,6,0,0
SK_507601,Spacince,2035,226,3,0,14,45,75,0,0,2,7,0,0,6,8,0,0,1,1,2,1,0,16,2,11,0,1,0,0,11,20,0,0
SK_507636,Surovce,1919,195,9,0,11,55,34,0,5,5,0,0,0,5,3,1,0,1,0,1,0,0,30,0,4,1,8,2,0,14,6,0,0
SK_556611,Tekoldany,131,24,0,0,1,1,12,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0
SK_556645,Teplicky,249,22,1,0,2,5,6,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0
SK_507661,Trakovice,1203,99,2,0,4,21,29,0,1,0,0,0,0,3,0,0,0,0,0,7,0,0,13,3,0,0,1,0,0,2,13,0,0
SK_506745,Trnava,54474,7042,178,0,509,1126,1647,75,87,69,81,12,1,321,117,42,13,87,12,79,27,12,926,129,613,23,81,5,2,206,541,16,5
