gisco_id,name,registered,turnout,invalid,blank,PATRIOT,MySlovensko,Demokrati,MSZ,SOSK,SOS,S.sk,SNS,Republika,SĽS,SRDCE-SNJ,ĽSNS,ZR,KSS,KÚ,Smer-SD,KDH,SaS,PS,Slovensko-ZĽ,Hlas-SD,Volt,SDKÚ-DS
SK_506354,Omsenie,1510,574,11,0,1,0,15,0,0,0,1,15,131,1,0,4,2,4,3,215,27,13,75,2,53,0,1
SK_506371,Opatovce,343,108,1,0,0,0,10,0,0,0,0,1,9,0,0,1,1,0,0,29,10,3,31,2,7,2,1
SK_581348,Petrova Lehota,149,59,3,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,22,7,0,8,0,4,1,0
SK_506478,Selec,825,283,10,0,0,0,8,0,1,1,0,4,28,0,0,0,4,1,0,106,20,14,62,1,23,0,0
SK_546682,Skalka nad Vahom,967,387,7,0,1,1,16,0,0,0,0,6,86,0,0,2,4,0,4,87,29,13,93,8,30,0,0
SK_506508,Soblahov,1874,695,8,0,2,1,22,0,0,0,0,9,77,0,0,1,12,1,2,168,68,25,245,4,47,2,1
SK_506532,Svinna,1311,441,14,0,4,1,14,0,0,0,0,6,83,0,0,2,4,0,5,111,27,31,99,5,35,0,0
SK_506541,Stvrtok,373,142,6,0,0,1,13,0,0,0,0,1,7,0,0,0,0,0,0,47,2,6,50,1,7,1,0
SK_506559,Trencianska Tepla,3410,1351,34,0,2,1,63,0,2,0,0,44,260,0,0,6,15,0,5,324,95,43,324,19,113,1,0
SK_506567,Trencianska Turna,2787,1186,16,0,2,2,70,0,0,0,2,23,156,0,3,0,11,2,3,281,109,63,336,21,84,1,1
SK_506591,Trencianske Jastrabie,1116,464,18,0,0,0,21,0,0,0,0,11,60,0,1,3,2,1,4,106,40,25,110,10,50,2,0
SK_506605,Trencianske Mitice,680,281,4,0,3,0,16,0,0,0,0,3,48,2,0,2,1,2,4,75,24,11,64,7,15,0,0
SK_545741,Trencianske Stankovce,2708,1026,12,0,2,1,54,0,0,0,0,22,143,0,0,4,6,1,5,280,75,45,258,15,102,1,0
SK_506613,Trencianske Teplice,3608,1615,24,0,9,0,68,2,1,0,2,27,203,1,1,8,23,4,14,399,116,68,466,56,121,1,1
SK_505820,Trencin,44731,18710,263,0,50,14,1000,7,8,3,9,270,1994,4,19,68,170,34,82,4518,1076,1009,6695,267,1127,19,4
SK_506648,Velka Hradna,564,234,4,0,0,0,13,0,0,0,1,4,27,0,0,0,2,0,1,52,34,14,64,2,15,0,1
SK_506656,Velke Bierovce,549,233,2,0,0,0,19,0,0,0,0,3,45,0,0,1,1,1,2,48,16,11,67,1,14,1,1
SK_556475,Zamarovce,915,451,15,0,1,0,20,0,0,0,1,8,63,0,1,0,7,2,2,111,24,18,147,4,27,0,0
SK_501034,Bajc,999,250,4,0,2,2,13,53,0,0,1,1,24,0,1,0,0,0,1,43,2,7,48,9,36,3,0
SK_501395,Batorove Kosihy,2742,640,5,0,2,0,3,372,1,0,0,0,73,0,0,0,2,0,0,88,1,1,62,5,25,0,0
SK_501042,Bodza,307,84,1,0,1,0,1,48,0,0,0,0,4,0,0,0,0,0,0,15,0,0,10,1,3,0,0
SK_555819,Bodzianske Luky,158,43,1,0,1,0,3,27,0,0,0,0,4,0,0,1,0,0,0,2,0,0,4,0,0,0,0
SK_501069,Brestovec (okres Komárno),410,121,0,0,1,0,1,91,0,0,0,0,5,0,0,1,0,1,0,7,0,0,7,0,7,0,0
SK_501077,Buc,947,322,4,0,0,0,2,218,0,1,0,0,16,0,0,0,0,0,0,52,1,0,15,5,8,0,0
SK_501085,Calovec,941,276,5,0,1,2,10,143,0,0,0,2,14,1,0,4,1,1,0,57,0,2,20,2,11,0,0
SK_501093,Cicov,1032,286,3,0,0,1,5,205,0,0,0,0,11,0,0,0,0,0,0,32,0,1,22,1,5,0,0
SK_501107,Dedina Mladeze,348,100,1,0,0,1,1,25,0,0,0,0,10,0,0,0,1,0,0,38,0,3,10,4,6,0,0
SK_501123,Dulovce,1307,285,4,0,2,0,9,3,0,0,1,8,39,0,0,1,3,0,0,90,20,9,51,1,44,0,0
SK_580911,Holiare,371,96,2,0,0,0,2,77,0,0,0,0,4,0,0,0,0,0,0,8,0,0,2,0,1,0,0
SK_501140,Hurbanovo,5948,1604,35,0,5,1,66,281,0,2,0,20,185,1,2,6,11,1,9,323,18,43,381,27,186,1,0
SK_501158,Chotin,1169,374,3,0,1,0,3,259,0,0,0,1,27,0,0,0,0,0,1,31,0,2,37,2,6,1,0
SK_501166,Imel,1708,371,6,0,1,0,19,61,0,0,0,3,43,0,0,1,2,0,0,78,4,13,111,6,22,0,1
SK_501174,Iza,1438,430,8,0,1,0,13,161,0,0,1,1,40,1,0,1,0,0,0,75,2,9,88,11,18,0,0
SK_501182,Kamenicna,1565,387,13,0,2,3,4,198,0,0,0,1,27,1,0,0,1,0,0,60,1,4,48,4,20,0,0
SK_501191,Klizska Nema,363,140,2,0,0,0,1,77,0,1,1,1,9,0,0,0,0,0,0,34,0,0,10,0,3,1,0
SK_501204,Kolarovo,8572,1884,43,0,7,3,40,924,0,1,3,4,135,0,1,4,2,2,0,306,9,18,290,19,73,0,0
SK_501026,Komarno,26566,7586,166,0,17,3,378,2101,2,1,2,49,596,1,4,16,56,8,19,1495,81,173,1961,94,351,7,5
SK_501212,Kravany nad Dunajom,593,176,3,0,1,1,2,85,0,0,0,3,16,0,0,0,0,0,3,26,0,1,14,0,20,1,0
SK_501221,Lipove,128,58,1,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,5,3,3,32,0,7,0,0
SK_501239,Marcelova,3108,723,7,0,16,2,15,459,0,0,0,4,35,1,0,1,0,0,0,86,5,4,65,5,17,1,0
SK_501247,Martovce,589,166,4,0,0,0,2,96,0,0,0,0,8,0,0,0,1,0,0,24,0,3,17,0,11,0,0
SK_501255,Moca,967,347,7,0,1,0,4,243,0,0,0,6,5,0,0,0,0,0,2,27,0,0,30,5,16,0,1
SK_501263,Modrany,1066,191,3,0,0,0,6,129,0,0,0,0,8,0,0,0,0,0,0,20,3,1,17,0,4,0,0
SK_501271,Mudronovo,102,38,2,0,1,0,1,0,0,0,0,4,6,0,0,0,0,0,0,17,1,0,0,1,5,0,0
SK_501280,Nesvady,4005,821,25,0,0,0,38,240,2,0,0,10,80,0,0,3,4,1,8,124,16,11,179,20,59,0,1
SK_501301,Okolicna na Ostrove,1231,273,2,0,1,0,7,141,0,0,0,2,18,0,0,1,0,1,0,65,0,1,25,1,7,1,0
SK_501310,Patince,477,191,3,0,1,0,2,89,0,0,0,3,17,0,0,0,1,0,0,39,0,5,25,0,6,0,0
SK_501328,Pribeta,2259,520,15,0,2,0,11,256,0,0,0,1,37,0,0,0,2,1,0,58,6,5,62,5,49,10,0
SK_501336,Radvan nad Dunajom,599,268,1,0,0,0,8,210,0,0,0,1,4,0,0,0,0,1,2,12,0,4,21,0,4,0,0
SK_501344,Sokolce,994,246,4,0,3,0,3,162,0,0,1,1,2,0,0,2,0,0,0,32,0,3,28,2,3,0,0
SK_501115,Svätý Peter,2230,660,11,0,0,2,11,355,0,0,0,1,29,0,0,4,4,0,1,91,9,14,79,9,40,0,0
SK_501352,Srobarova,407,164,4,0,1,1,11,0,0,0,0,4,23,0,0,0,0,0,1,57,15,0,31,3,13,0,0
SK_501361,Ton,650,195,4,0,0,0,3,114,0,0,0,2,15,0,0,0,0,0,0,31,0,0,16,0,10,0,0
SK_501379,Travnik,558,150,4,0,0,0,6,80,0,0,0,0,17,0,0,1,0,0,1,29,0,0,5,0,7,0,0
SK_501387,Velke Kosihy,799,264,8,0,1,0,4,150,1,0,0,0,11,0,0,0,0,0,0,32,0,1,52,0,3,1,0
SK_555827,Virt,281,84,0,0,0,0,2,29,0,0,0,1,5,0,0,0,0,0,0,13,2,1,9,2,19,0,1
SK_501409,Vrbova nad Vahom,437,116,2,0,0,0,2,61,0,0,1,0,13,0,0,0,0,0,0,6,0,0,12,1,17,1,0
SK_501417,Zemianska Olca,1953,427,4,0,1,0,7,269,0,0,1,3,28,0,0,0,2,0,0,27,0,1,68,2,13,0,1
SK_501425,Zlatna na Ostrove,2029,430,6,0,2,2,14,269,0,0,0,1,22,0,0,0,0,0,0,55,0,2,42,1,13,1,0
SK_502049,Bajka,240,39,1,0,1,0,0,1,0,0,0,1,7,0,1,3,0,0,0,9,0,2,8,0,5,0,0
SK_502057,Batovce,986,307,10,0,1,2,7,1,0,0,0,7,52,0,1,2,3,2,1,101,14,11,46,1,45,0,0
SK_502065,Beša (okres Levice),521,125,3,0,0,0,3,27,0,0,0,2,12,0,0,1,0,0,0,32,0,6,30,1,8,0,0
SK_502073,Bielovce,181,56,1,0,0,0,0,35,0,0,0,0,4,0,0,0,0,0,1,9,1,1,1,0,3,0,0
SK_580937,Bohunice (okres Levice),130,60,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2,0,0,20,0,2,12,0,11,0,0
SK_502090,Bory,261,73,5,0,0,0,3,24,0,0,0,0,6,0,0,1,1,0,0,13,0,3,4,4,9,0,0
SK_502103,Brhlovce,252,115,2,0,1,0,4,0,0,0,0,3,26,0,0,0,1,0,1,26,2,3,29,3,14,0,0
SK_502111,Cajkov,779,343,5,0,0,0,24,0,0,0,1,6,34,0,0,3,1,0,0,96,53,11,75,1,32,0,1
SK_502120,Caka,607,165,4,0,2,0,5,0,0,0,0,0,26,0,0,1,0,0,0,54,7,1,27,1,37,0,0
SK_555843,Cata,860,199,6,0,2,0,2,104,0,0,1,3,30,0,0,0,0,0,0,24,0,1,13,5,8,0,0
SK_502154,Demandice,742,198,2,0,2,0,14,14,2,0,0,1,26,0,0,0,1,0,1,40,7,4,58,11,14,1,0
SK_502162,Devicany,338,143,2,0,0,0,4,1,0,0,0,4,29,0,1,0,0,0,0,47,4,4,33,1,13,0,0
SK_502171,Dolna Sec,450,143,5,0,0,1,11,2,0,0,0,1,11,0,0,0,3,0,0,35,1,4,52,2,15,0,0
SK_502189,Dolne Semerovce,438,92,2,0,0,0,1,39,0,0,0,1,7,0,0,0,0,0,0,26,4,0,1,4,7,0,0
SK_502197,Dolny Pial,736,215,4,0,1,0,15,1,0,0,0,1,33,0,0,3,0,1,2,68,13,4,45,2,22,0,0
SK_502201,Domadice,201,81,4,0,1,0,0,1,0,0,0,0,8,0,0,1,1,0,0,22,12,2,17,3,9,0,0
SK_502219,Drzenice,328,156,2,0,1,0,6,0,0,0,0,6,22,0,0,3,1,1,2,44,8,4,29,2,25,0,0
SK_502227,Farna,1146,324,5,0,1,0,5,217,0,0,0,0,24,0,0,0,3,0,0,36,1,4,21,0,6,0,1
SK_502243,Hokovce,419,140,1,0,3,1,7,33,0,0,0,0,16,0,0,2,6,0,0,30,4,1,17,1,18,0,0
SK_502251,Hontianska Vrbica,482,127,3,0,1,0,8,22,1,0,0,2,19,0,0,1,1,0,0,29,1,2,29,2,6,0,0
SK_545350,Hontianske Trstany,266,120,1,0,0,1,4,1,0,0,0,4,16,0,0,1,1,0,1,32,16,6,21,2,13,0,0
SK_502260,Horna Sec,479,207,0,0,0,0,22,24,0,1,0,0,19,0,0,1,3,0,1,31,13,13,60,3,16,0,0
SK_502278,Horne Semerovce,492,97,0,0,2,0,6,26,0,0,0,4,15,0,0,0,0,0,0,20,0,4,12,3,5,0,0
SK_502286,Horne Turovce,467,108,2,0,0,0,3,47,0,0,0,1,7,0,0,0,0,0,1,19,3,3,8,3,9,2,0
SK_502294,Horny Pial,243,59,2,0,0,0,3,9,0,0,0,0,7,0,0,0,0,0,0,14,3,1,12,1,7,0,0
SK_581895,Hrkovce,256,84,1,0,0,0,2,18,0,0,0,1,1,0,0,0,1,0,0,27,1,1,26,0,5,0,0
SK_502324,Hronovce,1186,281,3,0,2,0,6,73,0,0,4,0,36,0,0,2,1,0,0,73,6,4,36,6,29,0,0
SK_502332,Hronske Klacany,1153,473,18,0,2,2,19,0,0,0,1,6,66,0,0,1,6,0,2,88,72,10,136,10,34,0,0
SK_502341,Hronske Kosihy,638,183,5,0,2,0,8,0,0,0,0,1,31,0,0,3,1,0,0,44,9,8,52,6,13,0,0
SK_502359,Ina,186,69,1,0,0,0,4,1,0,0,0,1,5,0,1,1,2,1,0,24,0,2,10,0,16,0,0
SK_502367,Ipelske Ulany,222,76,1,0,0,0,1,51,0,0,0,0,5,0,0,0,0,0,0,6,1,0,4,2,4,0,1
SK_502375,Ipelsky Sokolec,661,144,5,0,0,0,1,80,0,0,3,0,11,0,0,1,0,0,0,18,0,0,13,5,6,0,1
SK_502383,Jablonovce,195,107,2,0,0,0,4,3,0,0,0,3,24,0,0,0,2,2,0,39,0,4,15,0,9,0,0
SK_556777,Jesenské (okres Levice),33,15,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,7,0,0,1,0,2,0,0
SK_502391,Jur nad Hronom,797,225,3,0,1,2,4,54,0,0,0,5,28,0,0,0,2,0,1,54,5,14,24,5,21,2,0
SK_502413,Kalna nad Hronom,1651,518,9,0,1,0,26,37,0,0,0,7,69,1,1,3,5,5,2,112,21,20,144,6,48,1,0
SK_502472,Ket,476,184,1,0,0,0,0,140,0,0,0,0,9,0,0,0,1,0,0,16,0,0,10,1,6,0,0
SK_502421,Kozarovce,1644,626,10,0,2,1,25,0,0,0,0,7,102,2,0,3,10,0,5,178,99,20,101,6,53,2,0
SK_502430,Krskany,679,216,9,0,0,0,6,0,0,0,0,5,19,0,0,1,3,0,1,56,35,9,49,3,20,0,0
SK_502448,Kubanovo,217,80,1,0,1,0,3,38,0,0,0,1,5,0,0,0,0,0,0,7,2,1,9,4,8,0,0
SK_502456,Kukucinov,453,66,3,0,3,1,1,5,0,0,0,1,8,0,0,1,0,0,0,25,0,1,2,3,12,0,0
SK_502464,Kuralany,407,142,5,0,2,0,2,0,0,0,0,2,27,0,0,0,1,0,2,39,11,0,20,0,31,0,0
SK_502031,Levice,25761,8697,168,0,22,5,465,322,3,1,11,97,1001,3,8,39,135,10,31,1882,360,376,2842,184,715,13,4
SK_502481,Lok,853,195,6,0,0,1,10,4,0,0,0,3,36,0,0,0,6,0,0,70,5,2,22,3,27,0,0
SK_502499,Lontov,499,83,0,0,3,1,3,34,0,0,0,1,10,0,0,3,0,0,0,12,0,0,11,4,1,0,0
SK_502502,Lula,144,55,0,0,0,0,0,0,0,0,0,1,12,0,0,2,0,0,0,26,3,0,3,1,7,0,0
SK_502511,Malas,407,86,0,0,2,0,0,21,0,0,0,2,8,0,0,1,0,0,0,25,0,5,12,0,10,0,0
SK_581135,Male Kozmalovce,321,93,1,0,0,0,5,0,0,0,0,2,21,0,0,2,4,0,0,43,1,0,3,1,10,0,0
SK_502537,Male Ludince,139,47,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
SK_502570,Mytne Ludany,809,183,5,0,1,2,5,68,1,1,1,2,20,0,0,1,2,0,4,29,2,3,25,2,9,0,0
SK_502588,Nova Dedina,1221,516,18,0,0,0,32,2,0,0,0,14,77,0,0,5,6,1,0,137,66,17,90,6,45,0,0
SK_502596,Novy Tekov,749,247,7,0,3,0,8,4,0,0,0,1,25,0,0,1,4,0,1,83,6,10,71,7,16,0,0
SK_502600,Nyrovce,444,121,8,0,0,0,2,60,0,0,0,2,8,0,0,0,0,0,0,14,1,0,15,2,9,0,0
SK_502618,Ondrejovce,347,103,2,0,0,0,16,8,0,0,0,2,12,0,1,0,0,1,0,23,3,1,22,7,5,0,0
SK_502626,Pastovce,435,104,3,0,2,0,1,52,0,0,0,0,3,0,0,1,1,0,0,18,0,1,13,1,8,0,0
SK_502634,Pecenice,109,62,0,0,0,0,3,0,0,0,0,3,5,0,0,2,0,0,1,18,6,3,11,1,9,0,0
SK_502642,Plastovce,1241,366,10,0,2,2,5,213,0,0,0,0,30,0,0,0,0,0,0,55,0,1,31,3,14,0,0
SK_502651,Plave Vozokany,595,138,1,0,0,0,9,0,1,0,0,3,17,0,0,1,3,0,0,48,1,5,30,0,19,0,0
SK_502669,Podlužany (okres Levice),641,269,4,0,3,0,16,0,1,1,0,3,30,1,0,0,1,0,0,84,15,13,63,6,28,0,0
SK_502677,Pohronsky Ruskov,1010,230,5,0,0,1,4,108,1,0,0,1,24,0,0,1,0,0,0,42,4,3,17,3,14,1,1
SK_502693,Pukanec,1571,544,21,0,2,1,22,0,1,1,0,9,84,0,1,3,7,4,0,170,30,16,106,8,58,0,0
SK_502707,Rybník (okres Levice),1155,421,18,0,0,0,11,1,0,0,0,9,81,1,1,0,3,1,3,129,27,13,78,6,36,2,1
SK_502715,Santovka,582,185,6,0,0,1,10,4,2,0,1,1,21,0,0,2,3,1,1,56,6,6,38,2,24,0,0
SK_502723,Sazdice,351,68,1,0,0,0,0,32,0,0,0,1,7,0,0,1,1,0,1,5,1,1,14,0,3,0,0
SK_502731,Sikenica,509,77,7,0,1,0,6,11,0,0,0,0,10,0,0,2,1,1,0,14,1,2,11,2,8,0,0
SK_502740,Slatina,251,43,0,0,0,1,2,22,0,1,0,0,3,0,0,1,2,0,0,4,1,0,0,1,5,0,0
SK_502758,Stary Hradok,167,50,3,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,9,3,2,12,3,11,0,0
SK_502766,Stary Tekov,1287,534,14,0,1,0,22,0,0,0,0,11,54,0,0,3,4,1,4,115,60,20,145,12,68,0,0
SK_502782,Sahy,5798,1542,32,0,4,0,37,509,0,0,1,7,129,0,2,6,7,4,3,294,25,39,321,42,78,1,1
SK_502791,Salov,261,41,0,0,0,0,0,16,0,0,0,0,9,0,0,1,2,0,0,7,0,0,3,0,3,0,0
SK_502804,Sarovce,1294,162,2,0,0,0,5,23,0,0,0,1,18,0,1,1,0,0,1,51,1,4,28,9,16,1,0
SK_502812,Tehla,388,132,3,0,0,0,3,11,0,0,0,4,17,0,0,7,0,0,1,23,2,7,23,1,30,0,0
SK_502821,Tekovske Luzany,2283,468,11,0,2,1,19,100,5,0,0,2,56,0,0,4,4,2,4,88,13,12,94,11,40,0,0
SK_502847,Tekovsky Hradok,313,81,3,0,0,0,3,13,0,0,0,0,16,0,0,0,1,0,0,17,3,2,16,2,5,0,0
SK_502863,Tlmace,2969,1061,23,0,2,0,50,1,0,0,1,15,160,0,2,8,20,1,0,332,52,50,233,15,96,0,0
SK_502871,Tupa,475,122,0,0,1,0,2,21,0,0,0,1,17,0,0,4,0,0,0,33,2,1,21,4,14,1,0
SK_502880,Tura,186,47,1,0,0,0,0,10,0,0,0,1,8,0,0,0,2,5,1,11,0,0,3,0,5,0,0
SK_502898,Uhliska,180,64,1,0,2,0,4,1,0,0,0,2,11,0,0,1,2,0,1,14,1,0,14,5,5,0,0
SK_581160,Velke Kozmalovce,606,293,9,0,0,1,31,0,0,1,0,5,31,0,0,0,16,0,1,66,31,12,55,4,30,0,0
SK_502910,Velke Ludince,1236,276,3,0,1,0,3,166,0,0,1,3,16,0,1,3,0,0,1,32,3,1,23,1,18,0,0
SK_502928,Velke Turovce,644,182,3,0,0,0,4,59,0,0,0,2,16,0,0,2,0,0,0,46,0,2,27,2,19,0,0
SK_502936,Velky Dur,1069,329,5,0,1,0,15,2,0,1,1,2,51,0,0,10,6,0,3,82,19,22,71,8,30,0,0
SK_502944,Vyskovce nad Iplom,539,136,2,0,4,0,1,57,0,0,0,1,6,0,0,6,0,1,4,27,0,1,17,4,4,1,0
SK_502952,Vysne nad Hronom,145,55,2,0,0,0,0,18,0,0,1,0,9,0,0,0,0,0,0,11,1,2,4,0,7,0,0
SK_502961,Zalaba,117,53,1,0,0,0,12,20,0,0,0,0,3,0,0,0,1,0,1,5,0,1,2,1,6,0,0
SK_502979,Zbrojniky,413,97,4,0,0,0,7,16,0,0,0,1,11,0,0,0,2,0,0,15,1,6,24,2,7,1,0
SK_502987,Zeliezovce,5674,1372,32,0,4,0,51,314,1,0,0,3,125,0,1,4,5,3,4,299,43,36,327,39,81,0,0
SK_502995,Zemberovce,1048,369,10,0,0,0,12,0,0,0,3,9,63,0,1,3,4,1,2,100,19,9,81,8,44,0,0
SK_503002,Zemliare,131,55,1,0,0,0,0,27,0,0,0,0,6,0,0,0,0,0,0,15,0,0,4,0,2,0,0
SK_500020,Aleksince,1459,378,7,0,1,0,15,0,0,0,0,10,66,0,0,3,3,0,2,137,33,17,49,3,32,0,0
SK_500046,Bab,956,316,9,0,1,0,20,0,0,0,0,8,69,0,1,0,3,0,0,110,11,7,55,3,18,0,1
SK_581623,Babindol,577,162,4,0,0,0,7,4,0,0,0,3,22,0,0,0,0,1,3,52,31,5,24,1,5,0,0
SK_582697,Bádice,322,108,3,0,2,0,6,1,0,0,0,3,8,0,0,0,1,0,1,26,4,7,30,3,13,0,0
SK_500071,Branc,1824,471,13,0,1,0,9,23,0,1,0,3,68,0,0,2,6,0,8,117,11,17,143,10,39,0,0
SK_545589,Cabaj-Capor,3435,1136,25,0,10,4,44,1,0,1,3,34,184,0,0,10,8,0,16,289,67,46,238,20,136,0,0
SK_582387,Cab,628,208,2,0,0,0,5,0,0,1,2,7,38,0,0,2,3,0,3,57,16,10,36,0,26,0,0
SK_500101,Cakajovce,939,283,8,0,4,0,6,0,0,0,0,18,47,1,0,1,1,1,0,84,13,9,62,0,26,2,0
SK_555886,Cechynce,1035,371,6,0,0,0,11,63,0,0,1,4,52,0,0,2,2,1,5,67,15,12,99,5,26,0,0
SK_500135,Celadice,883,323,9,0,1,0,15,0,0,0,0,4,56,0,0,4,6,0,1,118,12,11,56,4,26,0,0
SK_500160,Cifare,495,159,4,0,1,0,2,19,0,0,0,7,22,0,0,1,0,0,0,50,1,3,28,1,19,1,0
SK_582425,Dolné Lefantovce,581,209,5,0,1,0,3,0,0,0,0,2,39,0,0,0,4,1,3,74,10,7,47,0,13,0,0
SK_500194,Dolne Obdokovce,926,214,4,0,2,0,3,43,0,0,0,2,31,0,0,1,3,0,1,27,6,8,70,9,4,0,0
SK_500232,Golianovo,1513,540,12,0,2,0,27,2,0,0,2,11,78,0,0,2,5,0,32,133,27,27,123,3,54,0,0
SK_545635,Horne Lefantovce,710,278,9,0,0,1,12,1,0,0,0,7,52,0,0,0,7,2,3,86,9,14,53,1,21,0,0
SK_555959,Hostova,348,102,1,0,0,0,2,27,0,0,0,1,16,0,0,1,0,0,0,11,0,5,31,3,4,0,0
SK_500313,Hrubonovo,470,155,0,0,1,0,3,0,0,0,0,7,23,0,0,4,1,0,3,48,13,5,31,1,15,0,0
SK_558320,Ivanka pri Nitre,2452,810,22,0,1,1,33,1,0,0,0,12,108,0,0,4,7,0,5,211,76,54,199,17,59,0,0
SK_500356,Jarok,1714,624,15,0,1,1,30,1,0,0,1,10,63,0,0,4,5,0,5,169,77,31,133,18,59,1,0
SK_500372,Jelenec,1801,534,7,0,0,0,33,46,0,0,0,3,67,0,0,4,2,1,4,123,21,31,146,12,34,0,0
SK_500381,Jelsovce,829,238,4,0,0,0,10,1,0,0,0,11,34,0,0,1,0,2,2,64,12,8,67,5,17,0,0
SK_500399,Kapince,157,60,2,0,0,0,1,0,0,0,0,2,11,0,0,0,0,0,0,22,0,4,10,0,8,0,0
SK_500402,Klasov,1043,316,8,0,1,0,9,42,4,0,1,2,30,0,0,0,9,0,4,62,16,7,84,4,32,1,0
SK_500411,Kolinany,1267,305,4,0,1,0,8,44,0,0,0,1,33,0,0,0,0,0,2,43,9,17,123,4,16,0,0
SK_500453,Lehota,1963,765,20,0,2,0,28,0,0,0,0,23,138,0,0,3,12,0,6,263,20,36,158,0,56,0,0
SK_500470,Lucnica nad Zitavou,821,277,4,0,1,0,5,0,0,0,0,2,40,0,1,3,2,0,0,110,17,12,31,0,49,0,0
SK_581097,Ludovitova,203,106,0,0,1,0,5,0,0,0,0,2,10,0,0,4,1,0,0,54,2,3,16,1,7,0,0
SK_500488,Lukáčovce,1337,414,7,0,0,0,20,0,0,0,1,11,68,0,0,1,0,0,5,129,55,23,66,3,22,2,1
SK_580899,Luzianky,2677,829,13,0,1,0,33,0,2,0,0,17,124,0,1,0,9,1,3,201,75,45,235,14,55,0,0
SK_556785,Male Chyndice,313,106,5,0,1,0,6,1,0,0,2,2,10,0,0,1,1,0,0,44,1,5,16,1,10,0,0
SK_500534,Male Zaluzie,231,103,1,0,1,1,1,0,0,0,0,0,10,0,4,0,1,0,0,41,0,4,23,0,15,1,0
SK_555908,Maly Cetin,407,173,1,0,0,0,3,0,0,0,1,1,20,0,0,2,0,0,1,48,8,12,39,2,35,0,0
SK_555851,Maly Lapas,1061,415,3,0,0,0,20,0,0,0,0,9,54,0,1,0,3,0,15,74,13,37,153,5,27,1,0
SK_500569,Melek,454,157,4,0,3,1,9,0,0,0,0,2,25,0,0,1,0,0,0,35,19,7,35,2,14,0,0
SK_500577,Mojmirovce,2267,718,15,0,0,0,16,2,0,0,0,13,102,0,0,1,4,0,5,267,35,18,160,10,69,1,0
SK_500011,Nitra,64276,24312,414,0,36,25,1254,54,5,2,38,324,2745,6,15,101,228,25,167,6136,1425,1392,7843,324,1736,16,1
SK_556696,Nitrianske Hrnciarovce,1913,687,14,0,1,0,45,23,0,0,0,8,58,0,0,0,6,0,2,139,34,42,244,18,53,0,0
SK_500631,Nova Ves nad Zitavou,1117,366,12,0,0,0,9,0,1,0,0,5,49,0,1,1,3,1,2,134,24,16,73,3,32,0,0
SK_500640,Nove Sady,1064,455,13,0,0,1,9,0,0,0,2,9,76,0,1,0,5,2,2,162,11,17,83,11,49,2,0
SK_500666,Pana,342,109,2,0,0,0,4,3,0,0,0,3,21,0,0,1,0,0,0,20,1,10,30,3,11,0,0
SK_500674,Podhorany (okres Nitra),950,297,11,0,0,0,10,1,0,0,0,5,46,0,0,2,1,0,0,79,17,26,69,3,27,0,0
SK_500682,Pohranice,939,313,10,0,1,0,8,67,0,0,0,7,33,0,0,3,3,0,1,63,5,13,76,7,16,0,0
SK_500691,Polny Kesov,537,189,2,0,0,0,9,0,0,0,0,4,28,1,0,0,2,1,1,53,3,19,38,4,24,0,0
SK_500704,Risnovce,1714,568,3,0,0,1,22,1,0,1,0,11,95,0,1,7,10,0,7,163,50,20,114,4,58,0,0
SK_500712,Rumanova,702,255,7,0,0,1,8,0,0,0,0,4,50,0,0,0,1,1,2,85,9,6,49,5,27,0,0
SK_555991,Svätoplukovo,1146,357,6,0,1,0,8,0,0,0,0,6,62,0,0,2,4,0,5,119,23,18,52,7,43,1,0
SK_581691,Stefanovicova,280,107,2,0,0,0,0,1,0,0,0,4,28,0,0,0,0,0,0,32,1,2,27,0,10,0,0
SK_582719,Štitáre,947,359,4,0,0,1,22,19,0,0,0,4,37,0,0,1,5,2,0,46,17,30,150,9,11,1,0
SK_500780,Surianky,492,196,3,0,1,0,9,0,0,0,0,5,20,0,0,0,2,0,1,78,10,12,40,1,14,0,0
SK_500798,Tajna,232,96,0,0,0,0,2,0,0,0,0,1,15,0,0,1,2,0,2,41,2,2,18,1,9,0,0
SK_555967,Telince,316,79,0,0,0,0,7,2,0,0,0,3,18,0,0,1,0,0,0,23,1,3,12,3,5,1,0
SK_500844,Velka Dolina,579,208,3,0,2,0,4,0,0,0,0,10,46,0,0,1,0,0,2,75,4,7,30,3,21,0,0
SK_500518,Velke Chyndice,276,91,2,0,1,0,3,0,0,0,0,0,10,0,0,0,0,0,1,33,7,1,19,3,11,0,0
SK_500887,Velke Zaluzie,3510,1182,43,0,0,0,39,0,0,0,0,17,213,0,1,2,2,1,2,348,75,42,278,13,106,0,0
SK_500895,Velky Cetin,1356,386,9,0,3,0,16,131,0,0,0,0,44,0,0,0,0,0,2,45,3,13,82,15,23,0,0
SK_555860,Velky Lapas,1568,573,7,0,0,0,29,0,0,0,0,8,75,0,0,3,5,1,19,135,45,45,151,5,45,0,0
