gisco_id,name,registered,turnout,invalid,blank,PATRIOT,MySlovensko,Demokrati,MSZ,SOSK,SOS,S.sk,SNS,Republika,SĽS,SRDCE-SNJ,ĽSNS,ZR,KSS,KÚ,Smer-SD,KDH,SaS,PS,Slovensko-ZĽ,Hlas-SD,Volt,SDKÚ-DS
SK_526797,Kolackov,852,165,1,0,0,0,5,0,0,0,0,4,26,0,0,2,0,0,2,24,53,7,24,7,10,0,0
SK_526801,Kremna,80,30,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,6,9,4,2,0,2,0,0
SK_526819,Kyjov,531,169,6,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,71,7,1,9,34,26,0,0
SK_526827,Lackova,134,73,0,0,0,0,1,0,0,0,0,1,11,0,0,1,1,0,0,15,25,1,5,0,12,0,0
SK_526835,Legnava,110,51,0,0,0,0,2,0,0,0,0,2,10,0,0,0,0,0,0,10,10,1,8,2,6,0,0
SK_526843,Lesnica,389,111,3,0,5,0,1,0,0,0,0,4,17,0,0,0,0,0,17,25,12,4,13,4,6,0,0
SK_526851,Litmanova,542,156,2,0,0,0,5,0,0,0,0,9,33,1,0,1,0,0,1,36,34,2,13,5,13,1,0
SK_526860,Lomnicka,1841,19,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,5,2,1,0
SK_526878,Lubotin,1027,257,21,0,2,0,7,0,0,0,0,8,50,0,0,5,2,1,4,73,29,7,15,6,26,1,0
SK_526886,Maly Lipnik,391,152,1,0,0,0,8,0,0,0,0,2,15,0,0,1,3,1,4,39,30,5,21,5,17,0,0
SK_526894,Matysova,71,46,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,9,11,2,12,1,3,0,0
SK_526908,Mnisek nad Popradom,452,119,0,0,2,0,11,0,0,0,0,6,12,0,0,0,2,0,0,13,45,5,13,4,6,0,0
SK_526916,Nizne Ruzbachy,470,137,2,0,0,0,6,0,0,0,0,4,44,0,0,2,3,0,1,22,21,3,19,2,8,0,0
SK_526924,Nova Lubovna,2353,757,26,0,10,2,17,0,2,0,0,32,108,0,0,1,6,0,7,160,165,39,101,24,57,0,0
SK_526932,Obrucne,34,23,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,2,0,2,1,0,0
SK_526941,Orlov,522,193,3,0,3,0,8,0,0,0,0,7,28,0,0,1,0,4,3,47,27,12,35,2,12,1,0
SK_526959,Plavec,1428,375,10,0,4,1,17,0,0,0,1,6,67,0,0,0,5,2,2,131,39,11,31,9,39,0,0
SK_526967,Plavnica,1298,405,7,0,1,1,21,0,0,0,0,15,28,0,1,0,1,0,5,77,118,11,61,17,41,0,0
SK_526975,Podolinec,2390,604,17,0,4,0,29,1,0,0,0,13,77,0,2,3,9,0,4,124,123,19,123,10,46,0,0
SK_526983,Puste Pole,181,67,2,0,0,0,3,0,0,0,0,1,9,0,0,0,1,0,1,33,4,1,8,0,4,0,0
SK_526991,Ruska Vola nad Popradom,80,36,1,0,0,0,3,0,1,0,0,5,8,0,0,0,0,0,1,9,2,0,0,1,5,0,0
SK_526665,Stara Lubovna,12067,3530,73,0,32,1,165,1,1,0,3,82,443,1,3,15,20,12,22,985,519,114,614,147,273,3,1
SK_527009,Starina,58,35,1,0,6,0,0,0,0,0,0,1,1,0,0,2,0,0,0,9,3,1,8,2,1,0,0
SK_527017,Stranany,158,65,1,0,1,0,3,0,0,0,1,0,5,0,0,1,2,2,1,20,10,1,6,1,8,0,2
SK_527025,Sulin,262,97,1,0,2,0,0,0,0,0,0,6,14,0,0,2,0,0,4,29,14,1,8,2,14,0,0
SK_527033,Sambron,304,146,1,0,1,3,1,0,0,0,1,8,13,0,0,2,3,0,1,63,9,3,15,3,19,0,0
SK_527041,Sarisske Jastrabie,959,282,9,0,8,1,7,0,2,0,1,2,47,1,1,1,1,0,3,89,32,6,14,26,30,1,0
SK_527050,Udol,302,123,1,0,1,0,10,0,0,0,0,0,5,0,0,3,0,0,1,45,13,6,20,2,16,0,0
SK_527068,Velka Lesna,371,116,5,0,5,0,5,0,0,0,0,8,22,0,0,1,0,0,0,14,28,8,10,6,4,0,0
SK_527076,Velky Lipnik,718,235,3,0,9,1,12,0,0,1,2,8,42,0,0,3,1,4,0,65,20,11,27,4,21,1,0
SK_527084,Vislanka,218,47,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,17,5,1,6,4,5,0,0
SK_527092,Vysne Ruzbachy,1244,439,11,0,1,0,23,1,0,0,0,7,93,0,2,1,2,0,0,92,53,15,94,14,30,0,0
SK_527114,Bana,170,72,1,0,0,0,4,0,0,0,0,3,6,0,0,1,0,0,1,9,32,1,8,2,4,0,0
SK_527157,Breznica,657,209,11,0,1,1,4,0,0,0,0,12,26,0,0,3,0,1,3,64,15,10,20,10,27,1,0
SK_527165,Breznička (okres Stropkov),110,43,3,0,0,0,1,0,0,0,0,1,5,0,0,1,1,1,0,15,4,2,3,1,5,0,0
SK_527173,Brusnica,244,80,2,0,0,0,1,0,0,0,0,2,18,0,0,1,0,1,3,19,9,4,9,1,10,0,0
SK_527181,Bukovce,420,110,2,0,1,1,5,0,0,1,0,0,14,0,0,1,0,0,6,27,11,12,7,1,20,1,0
SK_527190,Bystrá (okres Stropkov),27,18,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,10,1,1,0,0,0,0,0
SK_527203,Bzany,254,116,4,0,1,0,10,0,0,0,0,6,21,0,0,1,1,1,0,32,6,6,19,1,6,1,0
SK_527262,Duplin,400,133,0,0,0,0,3,0,1,0,0,5,20,1,0,3,1,2,3,38,15,4,21,1,15,0,0
SK_527289,Gribov,149,48,2,0,0,0,2,0,0,0,0,1,11,0,0,0,1,1,2,14,6,0,0,0,8,0,0
SK_527297,Havaj,337,82,4,0,1,0,2,0,1,1,1,2,9,0,0,1,0,0,3,28,6,2,8,2,10,1,0
SK_527335,Chotca,508,158,5,0,1,0,7,0,1,1,1,15,26,0,0,0,2,2,1,47,6,3,19,1,20,0,0
SK_527343,Jakusovce,32,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,7,0,0
SK_527386,Kolbovce,146,39,3,0,0,0,0,0,0,0,0,2,10,0,0,2,0,0,1,11,3,0,2,0,5,0,0
SK_527408,Korunkova,60,34,0,0,0,1,1,0,0,0,0,1,6,0,1,0,0,1,0,11,6,0,0,0,6,0,0
SK_527416,Kozuchovce,44,27,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,0,14,1,1,0,0,3,0,0
SK_527467,Krislovce,32,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,5,0,0
SK_527793,Krucov,173,83,0,0,1,0,1,0,0,0,0,5,16,0,0,2,1,0,3,31,9,2,8,0,4,0,0
SK_527475,Krusinec,192,68,0,0,1,0,0,0,0,0,0,4,11,0,0,0,1,0,1,18,5,9,11,3,4,0,0
SK_527513,Lomne,201,80,0,0,1,0,0,0,0,0,0,6,3,0,0,0,0,2,6,28,5,3,15,3,8,0,0
SK_527521,Makovce,116,42,0,0,1,0,0,0,0,0,0,3,6,1,0,2,0,0,3,16,2,3,1,0,4,0,0
SK_527530,Mala Polana,98,47,1,0,1,0,0,0,0,0,1,1,3,0,0,1,0,1,5,13,6,0,6,3,5,0,0
SK_527572,Mikova,108,36,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,5,7,4,1,9,0,3,0,0
SK_527581,Minovce,281,118,4,0,0,1,10,0,0,3,0,4,11,0,0,1,0,0,5,36,7,10,8,0,18,0,0
SK_527611,Mrazovce,73,40,1,0,0,1,0,0,0,1,0,2,7,0,0,1,0,1,2,11,3,0,4,0,6,0,0
SK_527637,Nizna Olsava,323,115,4,0,0,0,0,0,1,0,0,1,24,0,1,1,2,0,1,32,11,2,16,0,18,1,0
SK_527700,Oľšavka (okres Stropkov),159,63,0,0,0,0,0,0,0,0,0,4,10,0,0,1,0,1,2,24,10,0,5,0,6,0,0
SK_527726,Potoky,80,37,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,19,2,0,0,0,8,0,0
SK_527718,Potocky,54,35,0,0,0,0,4,0,0,1,0,1,3,0,0,0,1,1,0,8,5,2,2,1,6,0,0
SK_527815,Solnik,37,22,0,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,1,9,1,0,3,0,1,0,0
SK_527823,Staskovce,216,74,1,0,1,0,1,0,0,2,0,4,6,0,0,1,1,1,2,31,2,5,4,0,12,0,0
SK_527840,Stropkov,7760,2433,44,0,10,0,116,1,1,0,2,65,301,0,1,21,16,5,23,644,300,99,419,51,309,2,3
SK_527866,Sandal,254,81,2,0,2,0,4,0,2,0,0,2,9,0,0,1,1,1,1,23,12,3,11,0,7,0,0
SK_527912,Tisinec,396,128,5,0,1,1,2,0,0,0,0,2,14,0,1,5,1,1,0,42,16,9,14,1,13,0,0
SK_527921,Tokajik,89,36,1,0,1,0,1,0,0,0,0,1,3,0,0,0,0,1,1,10,1,1,4,1,10,0,0
SK_527939,Turany nad Ondavou,307,115,0,0,0,1,1,0,1,0,2,3,10,0,0,1,0,0,2,29,31,7,19,3,5,0,0
SK_527971,Varechovce,120,36,0,0,0,0,2,0,0,0,0,1,4,0,0,0,1,0,4,11,0,1,7,0,5,0,0
SK_527980,Velkrop,177,51,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,23,1,0,1,6,11,0,0
SK_527998,Vislava,157,55,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,6,30,4,0,0,2,4,1,0
SK_528005,Vladica,68,36,1,0,0,0,0,0,0,1,0,4,0,0,0,1,1,1,2,12,7,1,2,0,3,0,0
SK_528013,Vojtovce,92,44,2,0,0,0,1,0,0,0,0,1,6,0,0,1,0,1,0,19,2,0,2,1,7,1,0
SK_528021,Vyskovce,119,61,3,0,0,0,4,0,0,0,0,2,4,0,0,1,0,0,1,19,16,0,7,0,3,0,1
SK_528048,Vysna Olsava,455,147,0,0,5,0,4,0,0,0,0,5,8,0,0,3,0,0,4,35,29,3,13,5,31,0,2
SK_560073,Vysny Hrabovec,165,57,0,0,0,1,0,0,1,1,0,2,11,0,0,1,1,1,0,16,2,2,5,0,13,0,0
SK_527122,Belejovce,25,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,7,0,1,0,0
SK_527131,Benadikovce,157,50,1,0,0,1,0,0,0,0,0,3,9,0,0,0,0,0,0,19,4,3,3,2,5,0,0
SK_527149,Bodruzal,50,25,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,12,1,1,0,2,2,0,0
SK_527220,Cigla,80,41,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,18,1,0,2,0,9,0,0
SK_527238,Dlhona,61,17,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,9,1,1,1,0,1,0,0
SK_527246,Dobroslava,41,20,1,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,8,0,0,3,0,2,0,0
SK_527254,Dubová (okres Svidník),175,71,1,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,1,31,8,0,6,1,9,0,0
SK_580601,Dukovce,233,78,0,0,1,0,2,0,0,0,0,2,14,0,0,2,0,0,0,13,13,6,16,2,7,0,0
SK_527271,Fijas,108,56,2,0,0,0,7,1,0,0,0,2,7,0,0,0,0,0,0,16,5,1,1,3,10,0,1
SK_519197,Giraltovce,3189,796,21,0,7,0,37,1,12,0,0,25,86,0,1,3,3,2,7,217,70,16,113,94,81,0,0
SK_527301,Havranec,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,0,2,0,0
SK_527319,Hrabovcik,252,107,2,0,1,0,2,0,0,0,0,1,16,0,0,1,0,1,2,36,10,2,10,0,23,0,0
SK_527327,Hunkovce,246,65,1,0,1,0,3,0,1,0,0,2,10,1,0,1,0,0,0,28,4,1,6,2,4,0,0
SK_527351,Jurkova Vola,63,27,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,10,2,1,3,2,4,0,0
SK_519316,Kalniste,413,116,3,0,3,0,1,0,0,0,0,4,13,0,0,0,2,0,0,28,25,5,13,2,16,1,0
SK_527360,Kapisova,360,87,4,0,1,0,0,0,0,0,0,6,14,0,0,0,1,0,2,23,8,2,12,4,10,0,0
SK_527378,Keckovce,180,50,5,0,0,1,1,0,0,0,0,1,7,0,0,0,0,1,2,18,1,1,4,2,6,0,0
SK_519332,Kobylnice,75,36,1,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,16,1,1,2,0,5,1,0
SK_527394,Korejovce,62,25,2,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,1,4,5,1,3,2,1,0,0
SK_519391,Kracunovce,998,318,7,0,0,0,21,0,3,0,3,8,34,0,1,1,2,0,1,77,80,6,44,3,27,0,0
SK_527424,Krajna Bystra,336,82,5,0,2,0,0,0,0,0,1,2,9,0,0,0,1,0,0,14,4,3,8,2,31,0,0
SK_527432,Krajna Polana,158,49,1,0,0,0,1,0,0,0,0,0,3,0,3,0,1,0,2,18,4,0,5,0,10,0,1
SK_527441,Krajna Porubka,38,22,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,4,0,1,3,0,2,0,0
SK_527459,Krajne Cierno,70,32,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,7,5,2,3,2,8,0,0
SK_527483,Kruzlova,508,84,0,0,2,0,1,0,0,0,4,2,15,0,0,1,0,0,0,29,2,6,8,3,11,0,0
SK_519448,Kukova,588,172,3,0,0,0,5,1,1,0,0,2,27,0,0,1,2,0,1,40,14,11,29,6,28,1,0
SK_527491,Kurimka,284,101,2,0,3,0,2,0,0,1,0,2,14,0,0,1,1,0,0,46,3,1,1,1,22,1,0
SK_527505,Ladomirova,788,183,7,0,1,0,2,0,0,0,0,6,24,1,0,2,1,0,0,78,7,5,15,4,30,0,0
SK_519537,Lúčka (okres Svidník),417,125,1,0,0,0,4,0,0,0,0,2,17,0,1,0,0,0,2,27,35,2,20,4,9,1,0
SK_519561,Luzany pri Topli,210,86,4,0,0,0,10,0,1,0,0,2,3,0,0,0,0,0,0,25,2,4,17,1,17,0,0
SK_527548,Matovce,100,39,0,0,0,0,0,0,0,1,1,4,6,0,0,0,2,0,3,9,2,6,1,0,4,0,0
SK_527556,Medvedie,48,35,1,0,1,1,2,0,0,1,0,2,2,0,0,0,1,1,0,17,1,1,1,0,3,0,0
SK_527564,Mestisko,356,154,3,0,2,0,3,0,0,0,0,13,24,0,1,0,3,0,0,46,28,2,5,2,22,0,0
SK_519596,Micakovce,107,44,0,0,0,0,0,0,0,0,0,3,14,0,0,0,1,0,1,19,2,1,1,0,2,0,0
SK_527599,Mirola,51,29,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,17,1,0,0,0,4,0,0
SK_527602,Mlynarovce,180,67,1,0,1,0,1,0,0,0,0,2,9,0,0,0,0,0,0,38,2,0,3,3,7,0,0
SK_527629,Nizna Jedlova,96,52,1,0,1,0,3,1,0,0,0,0,5,0,0,1,0,1,2,11,3,2,12,6,3,0,0
SK_527645,Nizna Pisana,72,44,1,0,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,26,0,0,2,0,7,0,0
SK_527653,Nizny Komarnik,129,55,1,0,4,0,1,1,1,0,0,3,2,1,0,0,0,1,0,14,1,1,3,3,17,1,0
SK_527661,Nizny Mirosov,209,65,1,0,1,0,0,0,0,0,0,0,14,0,0,0,2,0,0,28,0,0,5,1,13,0,0
SK_527670,Nizny Orlik,262,108,2,0,2,0,4,0,0,0,0,1,15,0,0,1,0,1,1,50,2,3,10,0,16,0,0
SK_527688,Nova Polianka,58,27,0,0,0,0,1,0,0,0,1,4,2,0,0,0,0,1,0,4,0,1,2,0,11,0,0
SK_527696,Okruhle,481,140,2,0,0,0,1,0,0,0,0,6,25,0,1,1,2,0,2,48,17,7,16,0,12,0,0
SK_527734,Prikra,15,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,3,0,0
SK_527742,Pstrina,61,36,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,2,9,3,6,1,0,9,0,0
SK_527751,Radoma,351,96,0,0,0,1,3,0,0,0,0,4,15,0,0,1,0,0,0,16,4,4,23,1,23,0,1
SK_527769,Rakovcik,115,44,1,0,1,1,2,0,0,0,0,2,5,0,0,1,0,0,2,10,4,0,1,1,13,0,0
SK_527777,Rovné (okres Svidník),387,114,4,0,9,2,0,0,1,0,0,4,20,0,1,1,0,0,0,40,4,4,5,3,16,0,0
SK_527785,Roztoky,287,62,0,0,2,0,0,0,0,0,0,6,9,0,0,0,1,0,0,27,0,1,1,5,10,0,0
SK_527807,Sobos,129,63,0,0,2,2,4,0,0,0,0,0,12,0,0,0,0,0,0,22,0,2,11,0,8,0,0
SK_527831,Strocin,433,105,2,0,1,0,0,0,0,0,0,3,22,0,0,1,0,0,0,45,4,5,2,4,16,0,0
SK_527858,Svidnicka,121,58,2,0,5,1,3,1,0,0,1,1,6,0,1,0,0,0,0,19,3,2,2,1,9,1,0
SK_527106,Svidnik,8274,2703,58,0,42,4,83,1,19,2,3,68,379,1,1,14,19,6,16,996,159,82,373,45,330,2,0
SK_527874,Sarbov,19,14,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,6,1,0,0,0,1,0,0
SK_527882,Sarissky Stiavnik,209,79,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,1,0,17,5,1,4,3,19,0,0
SK_527891,Semetkovce,74,31,2,0,0,0,0,0,1,0,0,0,7,0,0,1,0,4,1,9,1,1,1,1,2,0,0
SK_527904,Stefurov,86,26,2,0,2,0,0,0,1,0,0,0,10,0,0,1,0,1,0,5,0,0,3,0,1,0,0
SK_527947,Vagrinec,97,41,3,0,0,0,0,0,0,0,0,4,6,0,0,2,0,0,0,14,0,2,4,0,6,0,0
SK_527955,Valkovce,174,70,4,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,21,10,3,10,1,9,0,0
SK_527963,Vapenik,52,29,0,0,0,0,3,0,0,1,1,1,2,0,0,1,1,2,2,2,0,3,2,1,6,1,0
SK_528030,Vysna Jedlova,153,72,2,0,1,0,1,0,0,1,0,2,11,0,0,1,0,1,3,33,5,1,3,0,7,0,0
SK_528056,Vysna Pisana,68,39,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,6,1,4,0,2,1,0
SK_528064,Vysny Komarnik,66,38,1,0,0,0,2,1,0,0,0,4,6,0,0,1,0,1,0,12,3,1,4,0,2,0,0
SK_528072,Vysny Mirosov,447,88,1,0,2,0,4,0,0,0,0,11,12,0,0,1,0,0,0,26,3,3,2,4,19,0,0
SK_528081,Vysny Orlik,311,102,1,0,0,0,2,0,0,0,0,3,20,0,1,2,0,0,0,45,9,2,8,0,9,0,0
SK_519987,Zeleznik,383,112,3,0,0,1,1,0,0,0,0,1,17,0,0,3,0,0,0,31,13,0,17,0,23,0,2
SK_519995,Zelmanovce,262,80,2,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,35,16,2,8,0,9,0,0
SK_544060,Babie,200,66,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,1,13,7,3,13,0,15,0,0
SK_544078,Banske,1348,238,4,0,0,0,7,0,0,0,0,5,62,0,0,1,2,0,0,90,21,8,13,7,18,0,0
SK_544086,Benkovce,436,125,2,0,0,0,6,0,0,0,0,2,12,0,0,2,1,0,2,31,16,6,22,2,21,0,0
SK_544094,Bystre,2158,547,7,0,0,3,10,1,24,1,0,9,70,0,1,1,1,3,0,198,56,14,60,13,73,2,0
SK_544108,Cabov,301,132,0,0,3,0,3,0,0,0,0,7,17,0,0,0,6,0,1,56,6,3,15,2,13,0,0
SK_544116,Caklov,1964,427,9,0,2,0,14,0,0,0,0,11,46,0,0,4,8,0,2,117,72,9,48,40,44,1,0
SK_544124,Cicava,890,182,9,0,0,0,2,0,0,0,0,22,13,0,0,2,0,0,2,26,17,1,12,66,10,0,0
SK_544132,Cierne nad Toplou,583,193,4,0,0,2,14,0,4,0,2,6,25,0,0,0,2,0,1,69,3,7,27,1,26,0,0
SK_544141,Dapalovce,336,118,0,0,1,0,3,0,1,1,0,10,20,0,0,0,1,1,0,29,6,6,6,3,30,0,0
SK_544159,Davidov,621,166,2,0,0,0,3,0,0,0,0,7,17,0,0,1,1,1,1,66,19,6,17,0,25,0,0
SK_544167,Detrik,53,24,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,10,4,1,2,1,0,0,0
SK_544175,Dlhe Klcovo,1103,307,6,0,3,1,11,0,0,0,0,7,47,0,0,2,1,1,4,128,32,7,28,2,26,1,0
SK_544183,Durdos,207,35,1,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,6,1,0,6,4,2,2,0
SK_544191,Giglovce,135,50,0,0,0,0,1,0,0,0,0,5,5,0,1,1,0,1,1,13,5,1,4,3,9,0,0
SK_544205,Girovce,49,33,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,3,14,4,0,0,1,4,0,0
SK_544213,Hanusovce nad Toplou,2794,680,10,0,3,0,23,1,1,0,0,20,92,0,0,1,0,1,1,220,74,20,96,24,92,1,0
SK_581674,Hencovce,1063,299,10,0,0,0,6,0,0,0,0,9,64,0,0,1,9,1,1,67,56,7,44,2,21,0,1
SK_544221,Hermanovce nad Toplou,570,198,7,0,0,0,11,0,3,0,0,6,34,0,1,1,0,1,7,51,19,7,32,8,10,0,0
SK_544230,Hlinne,1356,201,2,0,1,0,5,0,1,0,0,8,28,0,0,0,3,1,3,40,30,7,23,24,25,0,0
SK_528731,Holcikovce,398,145,3,0,0,0,5,0,0,1,0,1,18,0,0,1,0,1,4,32,17,7,31,9,15,0,0
SK_528749,Jasenovce,174,66,1,0,0,0,1,0,1,0,0,2,15,0,0,0,4,1,0,23,2,1,6,0,9,0,0
SK_528757,Jastrabie nad Toplou,359,106,1,0,2,0,0,0,0,0,0,2,19,0,0,0,1,0,0,30,20,2,14,6,8,1,0
SK_528765,Juskova Vola,274,136,3,0,1,0,15,0,0,0,0,4,22,0,0,0,1,0,4,41,23,5,6,0,11,0,0
SK_528773,Kamenná Poruba (okres Vranov nad Topľou),1037,124,2,0,1,1,2,0,0,0,0,6,13,0,0,0,1,1,2,49,4,1,21,3,17,0,0
SK_528781,Kladzany,441,158,2,0,0,0,3,0,0,0,0,5,26,0,1,1,2,0,0,62,4,3,24,2,23,0,0
SK_528790,Komarany,385,158,2,0,0,0,8,0,0,0,1,3,18,0,0,0,2,0,0,61,28,0,17,3,14,1,0
SK_528811,Kučín (okres Vranov nad Topľou),393,56,1,0,0,0,2,0,0,0,0,1,11,0,0,0,0,0,1,19,9,2,5,1,4,0,0
SK_528820,Kvakovce,426,147,5,0,2,0,5,0,0,1,0,3,26,0,1,1,0,2,1,49,6,5,26,1,13,0,0
SK_528838,Majerovce,364,121,2,0,0,0,2,0,0,0,0,6,31,0,0,0,2,0,1,34,19,3,9,2,10,0,0
SK_528846,Mala Domasa,457,142,4,0,1,0,4,0,0,0,0,4,21,2,2,2,2,1,0,35,17,0,15,2,30,0,0
SK_528854,Matiaska,229,75,2,0,0,0,1,0,0,0,0,4,12,0,0,0,2,0,0,29,4,0,4,3,14,0,0
SK_528862,Medzianky,254,97,0,0,0,1,2,0,2,1,0,2,10,0,0,0,1,0,0,30,8,5,22,1,12,0,0
SK_528871,Mernik,480,142,6,0,0,0,4,0,0,0,0,4,27,0,0,1,0,0,0,43,4,6,26,0,21,0,0
SK_528889,Michalok,250,78,0,0,0,0,4,0,0,0,0,7,14,0,1,0,0,0,3,24,5,3,6,1,10,0,0
SK_528901,Nizny Hrabovec,1270,301,9,0,0,1,10,0,0,0,1,5,46,1,1,2,3,1,2,106,33,5,39,7,27,1,1
SK_528919,Nizny Hrusov,1261,393,12,0,1,0,6,0,0,0,0,13,79,0,1,3,4,0,0,130,54,6,35,6,43,0,0
SK_528927,Nizny Krucov,318,141,6,0,0,0,3,0,0,0,0,5,29,0,0,0,0,0,0,31,15,2,24,4,22,0,0
SK_528935,Nova Kelca,322,140,8,0,1,0,4,0,0,0,0,4,25,0,1,0,3,1,2,37,21,2,11,7,13,0,0
SK_528943,Ondavske Matiasovce,629,170,1,0,0,0,4,0,0,0,0,6,24,1,0,2,3,1,4,31,18,2,21,30,22,0,0
SK_528960,Pavlovce (okres Vranov nad Topľou),615,215,1,0,1,0,1,0,0,0,0,18,36,0,1,4,2,0,2,48,47,6,26,5,17,0,0
SK_528978,Petkovce,115,54,0,0,0,0,3,0,0,1,0,2,9,1,0,0,0,0,0,11,16,3,6,0,2,0,0
SK_528986,Petrovce (okres Vranov nad Topľou),362,114,5,0,0,0,5,1,2,0,0,11,25,0,1,2,2,0,0,38,1,2,9,0,10,0,0
SK_528994,Piskorovce,108,45,0,0,0,0,1,0,1,1,0,4,3,0,0,1,0,0,1,14,6,1,3,0,9,0,0
SK_529001,Posa,654,146,1,0,1,1,3,0,0,0,0,8,37,0,0,0,2,0,1,48,18,0,4,0,22,0,0
SK_529028,Prosacov,158,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,12,1,3,2,0,10,0,0
SK_529036,Radvanovce,176,73,1,0,1,0,0,0,0,0,0,2,21,0,1,1,0,0,1,30,2,0,8,0,5,0,0
SK_529044,Rafajovce,119,28,0,0,1,0,3,0,1,0,0,1,1,1,0,0,0,0,0,12,2,0,1,1,4,0,0
SK_529052,Remeniny,243,80,2,0,1,1,3,0,0,0,0,7,12,0,0,0,1,1,0,12,13,3,18,1,5,0,0
SK_529079,Rudlov,517,165,5,0,0,1,3,1,0,0,0,8,28,0,0,0,2,2,2,34,25,1,18,10,25,0,0
SK_529109,Ruska Vola,63,21,1,0,0,0,2,0,0,0,0,1,7,0,0,0,0,1,0,5,1,0,1,2,0,0,0
SK_529125,Sacurov,1664,318,0,0,0,0,9,0,0,0,0,6,75,0,1,3,0,0,1,113,25,8,39,8,30,0,0
SK_529133,Secovska Polianka,2084,513,12,0,1,0,17,0,0,0,2,15,97,0,0,0,3,0,7,146,82,13,66,9,41,2,0
SK_529141,Sedliska,1114,275,4,0,1,1,11,0,0,0,0,9,64,0,1,2,0,0,0,57,53,8,22,14,27,0,1
SK_529150,Skrabske,557,117,0,0,0,0,0,0,1,0,1,3,15,0,0,1,0,1,0,54,9,3,12,2,14,0,1
SK_529168,Slovenska Kajna,649,192,5,0,0,0,10,0,1,0,0,3,29,0,0,2,1,1,2,54,15,4,37,7,20,1,0
SK_529176,Sol,1910,464,7,0,1,1,13,1,1,0,1,10,50,1,1,1,4,2,1,123,31,6,52,122,35,0,0
SK_529184,Štefanovce (okres Vranov nad Topľou),82,21,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,0,6,0,3,2,1,0,0,0
SK_529192,Tovarne,860,249,3,0,0,0,8,0,0,1,1,10,45,0,0,4,2,3,1,99,17,6,14,0,35,0,0
SK_529206,Tovarnianska Polianka,84,39,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,4,4,1,4,1,11,0,0
SK_529214,Vavrinec,56,28,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,9,3,0,0,0,1,0,0
SK_529222,Vechec,1994,378,10,0,2,0,16,0,0,0,0,12,72,0,0,4,0,1,6,98,24,7,39,60,26,1,0
SK_529231,Vlaca,182,68,2,0,0,0,7,0,3,0,1,1,9,0,0,0,0,0,0,12,22,2,3,3,3,0,0
