gisco_id,registered,turnout,invalid,blank,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
PT_430101,848,461,3,13,199,158,56,10,9,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0
PT_430102,3720,1720,19,31,599,624,196,85,47,13,33,36,29,2,1,0,5,0,0,0,0,0,0,0
PT_430103,2285,1210,14,33,438,447,136,28,46,5,22,21,18,0,0,2,0,0,0,0,0,0,0,0
PT_430104,3313,1887,10,35,862,577,162,80,70,8,39,22,20,1,0,1,0,0,0,0,0,0,0,0
PT_430105,1100,615,9,7,302,153,66,16,18,5,15,12,10,1,0,1,0,0,0,0,0,0,0,0
PT_430106,640,395,2,10,197,95,48,12,14,3,7,3,3,1,0,0,0,0,0,0,0,0,0,0
PT_430107,441,273,2,10,108,88,37,9,3,3,7,4,0,1,0,1,0,0,0,0,0,0,0,0
PT_430108,1256,729,11,12,337,202,78,24,24,10,14,8,3,2,1,3,0,0,0,0,0,0,0,0
PT_430109,2352,1089,11,33,452,369,130,34,22,8,12,6,10,1,0,0,1,0,0,0,0,0,0,0
PT_430110,954,519,3,19,223,179,52,15,9,5,8,2,2,1,0,1,0,0,0,0,0,0,0,0
PT_430111,492,265,0,11,114,97,23,8,7,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
PT_430112,2447,1384,15,26,655,444,145,23,29,9,18,13,3,1,0,2,1,0,0,0,0,0,0,0
PT_430113,1249,646,6,17,282,199,92,8,22,5,4,3,8,0,0,0,0,0,0,0,0,0,0,0
PT_430114,1800,954,13,27,400,273,124,30,34,7,22,10,9,2,1,2,0,0,0,0,0,0,0,0
PT_430115,1798,1002,8,25,386,389,108,28,20,12,11,8,6,0,0,1,0,0,0,0,0,0,0,0
PT_430116,3628,1740,20,32,687,570,217,73,45,13,23,24,30,2,0,2,2,0,0,0,0,0,0,0
PT_430117,344,165,0,6,65,58,24,4,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
PT_430118,2652,1292,10,49,454,459,176,44,45,6,23,13,9,2,0,1,1,0,0,0,0,0,0,0
PT_430119,2127,983,5,18,445,300,124,21,37,10,6,7,8,0,1,1,0,0,0,0,0,0,0,0
PT_450101,1343,627,8,24,280,192,59,15,12,8,7,7,11,1,0,2,1,0,0,0,0,0,0,0
PT_450102,196,110,0,2,66,21,14,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
PT_450103,995,448,4,11,261,92,40,7,10,7,6,2,4,2,0,1,1,0,0,0,0,0,0,0
PT_450104,711,285,2,11,167,60,18,4,4,8,3,0,5,1,0,2,0,0,0,0,0,0,0,0
PT_450105,478,230,2,5,109,67,27,3,4,4,2,3,2,0,1,0,1,0,0,0,0,0,0,0
PT_490101,355,266,2,5,111,108,21,9,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0
PT_470101,488,262,3,10,92,97,27,8,4,1,4,5,11,0,0,0,0,0,0,0,0,0,0,0
PT_470102,1141,562,6,20,248,169,75,16,7,2,7,4,4,0,0,2,2,0,0,0,0,0,0,0
PT_470103,735,429,5,13,257,80,33,12,3,6,2,5,12,0,1,0,0,0,0,0,0,0,0,0
PT_470104,1592,762,9,31,291,250,89,22,23,5,16,9,13,0,1,0,3,0,0,0,0,0,0,0
PT_470105,1407,739,3,28,305,217,103,26,17,7,4,10,18,0,0,1,0,0,0,0,0,0,0,0
PT_470106,2083,1108,10,25,429,354,93,61,32,4,33,22,40,0,1,2,2,0,0,0,0,0,0,0
PT_470107,1034,565,4,19,234,176,51,22,11,6,19,13,8,0,0,2,0,0,0,0,0,0,0,0
PT_470108,2222,1224,5,31,497,366,94,67,38,11,52,14,46,2,0,0,1,0,0,0,0,0,0,0
PT_470109,618,330,1,11,164,80,38,10,9,2,4,1,8,0,0,2,0,0,0,0,0,0,0,0
PT_470110,744,453,2,14,178,145,56,23,7,2,13,3,10,0,0,0,0,0,0,0,0,0,0,0
PT_470111,218,149,0,9,84,29,13,5,1,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0
PT_470112,377,196,2,5,95,40,33,8,5,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0
PT_470113,352,195,0,9,124,23,17,10,3,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0
PT_420101,2768,911,16,7,291,312,224,11,12,5,13,16,2,0,0,1,1,0,0,0,0,0,0,0
PT_420102,1750,833,6,10,272,267,183,25,13,7,13,22,2,3,1,7,2,0,0,0,0,0,0,0
PT_420103,4876,2325,24,44,813,704,399,89,87,14,50,51,17,4,0,27,2,0,0,0,0,0,0,0
PT_420104,3229,1310,12,20,385,427,309,35,37,8,18,32,6,1,2,16,2,0,0,0,0,0,0,0
PT_420105,375,164,1,5,48,59,41,2,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
PT_480101,193,111,0,3,42,45,17,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PT_480102,69,48,0,4,11,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_480103,222,136,0,4,47,43,20,8,2,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0
PT_480104,81,45,0,1,20,15,2,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
PT_480105,493,271,2,7,93,97,31,14,8,6,3,5,3,0,0,0,2,0,0,0,0,0,0,0
PT_480106,161,108,0,5,38,28,16,7,2,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0
PT_480107,26,11,2,0,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_460101,343,158,2,11,62,57,14,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PT_460102,1618,857,3,52,301,324,109,21,13,4,14,3,11,0,1,0,1,0,0,0,0,0,0,0
PT_460103,801,380,0,11,201,124,24,4,5,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0
PT_460104,861,446,8,15,195,143,40,11,4,6,7,2,13,0,0,0,2,0,0,0,0,0,0,0
PT_460105,408,221,2,13,93,97,4,2,0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0
PT_460106,452,239,2,5,108,75,26,9,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0
PT_460201,667,306,1,8,129,86,53,13,5,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0
PT_460202,792,418,2,20,158,144,43,13,13,5,5,6,4,1,2,1,1,0,0,0,0,0,0,0
PT_460203,785,378,4,20,187,89,43,9,6,4,6,2,7,0,0,1,0,0,0,0,0,0,0,0
PT_460204,2637,1232,12,51,568,327,142,35,36,6,15,17,18,1,0,3,1,0,0,0,0,0,0,0
PT_460205,499,230,1,4,133,60,20,5,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0
PT_460206,652,355,10,13,152,129,28,9,1,4,1,5,1,0,0,2,0,0,0,0,0,0,0,0
PT_420201,458,226,3,10,92,82,21,5,1,1,0,5,5,0,0,0,1,0,0,0,0,0,0,0
PT_420202,502,234,6,5,81,85,48,3,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0
PT_420208,250,128,4,6,56,34,18,0,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0
PT_420203,876,401,8,8,186,114,47,11,7,3,5,5,4,0,1,0,2,0,0,0,0,0,0,0
PT_420204,1188,628,11,23,271,173,85,17,15,7,15,8,0,1,0,1,1,0,0,0,0,0,0,0
PT_420206,510,224,2,11,78,81,44,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
PT_420207,430,236,2,6,91,83,34,5,7,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0
PT_420209,306,159,0,1,86,47,15,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PT_420210,291,137,3,8,57,55,10,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
PT_420323,679,253,4,5,84,53,89,6,3,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0
PT_420301,6897,2535,19,53,853,671,664,83,72,19,39,35,20,2,0,3,2,0,0,0,0,0,0,0
PT_420303,930,334,7,9,123,75,92,10,6,3,5,3,0,0,0,1,0,0,0,0,0,0,0,0
PT_420304,3788,1666,25,26,575,467,379,51,48,10,23,37,17,1,2,4,1,0,0,0,0,0,0,0
PT_420305,1149,456,6,8,151,118,124,11,13,7,4,8,5,1,0,0,0,0,0,0,0,0,0,0
PT_420306,4717,2445,19,50,982,635,373,108,90,20,68,56,29,6,0,6,3,0,0,0,0,0,0,0
PT_420307,3013,1225,9,20,438,337,231,53,42,9,25,40,11,3,0,6,1,0,0,0,0,0,0,0
PT_420308,2026,890,13,14,324,186,235,22,34,8,16,21,7,3,0,6,1,0,0,0,0,0,0,0
PT_420309,1448,461,5,11,124,140,141,15,10,1,4,8,1,0,0,1,0,0,0,0,0,0,0,0
PT_420310,1108,433,8,8,143,129,92,19,11,4,4,5,7,0,0,2,1,0,0,0,0,0,0,0
PT_420311,1047,367,5,2,174,83,63,12,6,7,4,4,5,1,0,1,0,0,0,0,0,0,0,0
PT_420324,592,248,0,5,89,53,79,8,2,2,2,4,2,0,0,0,2,0,0,0,0,0,0,0
PT_420313,5802,2872,32,53,1269,729,323,131,134,18,75,64,29,6,2,5,2,0,0,0,0,0,0,0
PT_420314,7553,3809,35,65,1589,998,453,205,157,24,115,92,48,10,4,11,3,0,0,0,0,0,0,0
PT_420312,4274,2258,19,25,1034,494,271,100,100,13,88,71,28,2,2,8,3,0,0,0,0,0,0,0
PT_420315,2721,1327,11,30,528,298,258,63,48,10,36,28,14,0,1,1,1,0,0,0,0,0,0,0
PT_420316,791,351,7,10,103,98,100,11,3,4,7,3,1,3,0,0,1,0,0,0,0,0,0,0
PT_420317,4237,2031,17,37,833,468,366,98,80,13,51,41,17,3,2,4,1,0,0,0,0,0,0,0
PT_420318,4391,1753,26,28,591,477,352,73,83,9,40,41,24,1,1,5,2,0,0,0,0,0,0,0
PT_420319,754,359,4,8,83,124,97,8,8,1,5,13,4,0,1,2,1,0,0,0,0,0,0,0
PT_420325,2878,1340,11,19,530,377,183,69,43,10,34,35,25,1,0,3,0,0,0,0,0,0,0,0
PT_420320,1603,698,7,15,273,183,153,14,14,9,9,14,5,0,0,0,2,0,0,0,0,0,0,0
PT_420321,2337,1205,15,27,489,234,274,47,44,18,19,19,12,2,2,1,2,0,0,0,0,0,0,0
PT_420322,647,256,0,3,76,113,47,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0
PT_420401,430,209,7,7,70,85,31,0,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0
PT_420402,400,162,2,6,48,65,33,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PT_420403,1486,663,6,13,200,180,170,33,14,1,18,19,3,0,2,1,3,0,0,0,0,0,0,0
PT_420404,1142,510,5,16,226,149,93,10,5,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0
PT_420405,2017,896,12,27,345,293,156,19,15,4,14,7,2,1,1,0,0,0,0,0,0,0,0,0
PT_420406,799,318,5,6,95,121,51,21,3,3,2,6,1,2,0,2,0,0,0,0,0,0,0,0
PT_420501,809,365,5,16,142,64,94,13,12,3,5,5,3,1,1,1,0,0,0,0,0,0,0,0
PT_420502,931,344,7,9,145,60,99,5,2,3,4,3,5,0,0,1,1,0,0,0,0,0,0,0
PT_420503,1053,440,4,13,183,111,75,24,10,7,5,1,7,0,0,0,0,0,0,0,0,0,0,0
PT_420504,317,121,3,7,36,47,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_420505,1715,769,14,17,250,253,166,25,15,3,7,9,5,0,2,2,1,0,0,0,0,0,0,0
PT_420506,2836,1442,13,31,531,325,301,93,59,6,28,39,9,2,0,3,2,0,0,0,0,0,0,0
PT_420507,1078,442,9,13,160,131,101,5,8,2,7,5,0,0,0,1,0,0,0,0,0,0,0,0
PT_420508,7679,1946,22,33,746,426,497,89,40,16,24,26,17,4,1,2,3,0,0,0,0,0,0,0
PT_420509,2363,1189,3,23,403,366,228,52,37,5,28,29,9,1,1,3,1,0,0,0,0,0,0,0
PT_420510,3489,1331,32,22,467,370,260,53,40,6,21,38,18,1,1,1,1,0,0,0,0,0,0,0
PT_420511,2612,1101,15,12,461,271,218,40,23,6,16,25,11,1,0,2,0,0,0,0,0,0,0,0
PT_420512,2300,801,9,17,294,191,200,24,14,8,9,20,11,0,2,1,1,0,0,0,0,0,0,0
PT_420513,1170,559,11,20,171,177,123,8,11,6,2,13,10,2,1,3,1,0,0,0,0,0,0,0
PT_420514,579,291,3,11,150,57,49,5,6,3,1,3,0,2,0,0,1,0,0,0,0,0,0,0
PT_440101,959,473,4,20,258,130,41,6,2,4,2,3,2,0,0,1,0,0,0,0,0,0,0,0
PT_440102,644,316,1,11,111,137,43,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0
PT_440104,1579,835,8,33,358,297,70,21,15,5,12,9,4,0,0,0,3,0,0,0,0,0,0,0
PT_440103,688,368,6,10,150,165,26,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PT_480201,68,42,1,1,6,25,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PT_480202,110,60,1,2,13,23,14,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
PT_480203,299,134,0,5,60,43,14,1,0,1,2,2,4,0,1,0,1,0,0,0,0,0,0,0
PT_480204,1360,722,6,14,222,281,111,22,17,7,8,5,22,1,0,3,3,0,0,0,0,0,0,0
PT_460301,539,263,2,16,118,85,21,7,5,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0
PT_460302,492,219,0,10,97,65,31,4,2,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0
PT_460303,275,173,2,10,75,62,10,2,4,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0
PT_460304,725,370,1,11,129,134,59,8,10,2,4,7,2,1,0,1,1,0,0,0,0,0,0,0
PT_460305,1270,647,7,19,320,162,64,24,11,10,17,8,4,0,0,0,1,0,0,0,0,0,0,0
PT_450201,354,159,1,7,89,33,15,3,1,2,1,2,2,0,3,0,0,0,0,0,0,0,0,0
PT_450202,537,273,0,6,155,66,26,2,3,4,2,0,8,0,1,0,0,0,0,0,0,0,0,0
PT_450203,696,322,4,11,165,83,30,9,4,6,2,1,6,1,0,0,0,0,0,0,0,0,0,0
PT_450204,833,432,4,9,210,123,51,11,4,2,5,3,9,1,0,0,0,0,0,0,0,0,0,0
PT_450205,840,455,1,9,233,100,55,9,12,6,8,6,11,0,0,1,4,0,0,0,0,0,0,0
PT_450206,1732,875,9,25,378,297,76,28,19,9,10,9,13,0,0,1,1,0,0,0,0,0,0,0
PT_430201,1293,641,5,15,270,249,58,9,17,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0
PT_430202,1528,636,7,23,279,172,99,11,13,7,7,6,11,1,0,0,0,0,0,0,0,0,0,0
PT_430203,678,372,3,8,154,110,69,5,6,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0
PT_430204,1168,546,4,15,270,134,68,14,20,3,4,7,6,0,0,0,1,0,0,0,0,0,0,0
PT_430205,1453,744,7,33,362,210,77,14,21,6,4,3,2,0,0,3,2,0,0,0,0,0,0,0
PT_430206,3119,1417,16,54,560,446,228,32,25,12,14,12,14,1,1,2,0,0,0,0,0,0,0,0
PT_430211,1142,600,2,18,308,147,51,21,15,9,10,11,5,0,1,1,1,0,0,0,0,0,0,0
PT_430207,6328,2632,25,78,962,856,400,88,90,23,54,23,24,3,2,4,0,0,0,0,0,0,0,0
PT_430208,368,201,0,5,81,75,23,6,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PT_430209,1002,481,0,10,185,153,86,8,18,4,4,5,7,1,0,0,0,0,0,0,0,0,0,0
PT_430210,1578,754,4,18,295,278,100,15,23,3,6,4,6,0,0,1,1,0,0,0,0,0,0,0
PT_410101,570,238,3,7,90,68,41,11,8,1,3,2,3,0,0,1,0,0,0,0,0,0,0,0
PT_410102,433,167,1,12,59,58,18,8,3,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0
PT_410103,632,229,1,12,87,77,32,11,2,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0
PT_410104,711,296,3,17,98,99,33,27,5,0,4,4,5,0,1,0,0,0,0,0,0,0,0,0
PT_410105,2857,1301,12,46,438,450,156,60,47,13,43,13,17,1,2,0,3,0,0,0,0,0,0,0
PT_420601,1603,656,3,7,214,216,150,15,22,6,10,9,3,0,1,0,0,0,0,0,0,0,0,0
PT_420602,3108,1257,22,18,478,298,335,31,14,11,9,26,9,0,0,2,4,0,0,0,0,0,0,0
PT_420603,627,313,5,8,91,128,48,4,6,1,6,10,2,0,0,3,1,0,0,0,0,0,0,0
PT_420606,1031,459,2,5,182,103,118,16,9,5,8,6,2,0,1,1,1,0,0,0,0,0,0,0
PT_420604,2697,958,10,17,359,253,225,31,20,9,10,15,8,0,1,0,0,0,0,0,0,0,0,0
PT_420605,1465,631,8,8,249,163,145,12,13,4,8,15,1,2,0,1,2,0,0,0,0,0,0,0
PT_010103,3635,2248,25,34,805,540,542,80,83,41,43,13,16,2,1,0,9,6,6,2,0,0,0,0
PT_010121,11835,7652,81,125,2670,2226,1330,280,401,132,150,80,111,7,2,0,20,16,18,3,0,0,0,0
PT_010122,2880,1806,21,31,718,461,344,48,76,36,24,23,5,1,2,0,6,7,1,2,0,0,0,0
PT_010123,1326,937,11,27,369,229,217,15,27,16,8,5,6,1,0,0,3,0,3,0,0,0,0,0
PT_010109,2825,1885,19,29,1005,221,365,43,87,35,28,22,14,3,0,0,5,2,7,0,0,0,0,0
PT_010112,3031,1758,17,24,532,544,389,63,55,31,21,30,31,3,1,0,4,8,4,1,0,0,0,0
PT_010127,748,454,1,6,170,129,97,14,14,7,9,3,3,0,0,0,1,0,0,0,0,0,0,0
PT_010124,5362,3677,42,81,1170,1146,678,136,187,49,44,60,43,12,3,0,6,10,9,1,0,0,0,0
PT_010125,2004,1462,24,38,494,413,249,71,79,21,23,11,14,1,4,0,10,2,8,0,0,0,0,0
PT_010126,4032,2724,25,49,881,800,520,98,122,29,56,39,67,3,3,0,12,8,11,1,0,0,0,0
PT_010119,4258,2694,31,65,813,861,554,67,116,43,35,36,48,0,1,0,9,6,8,1,0,0,0,0
PT_010209,9744,6197,74,104,2318,1353,1326,216,300,109,134,116,70,13,1,0,34,12,15,2,0,0,0,0
PT_010202,2040,1327,19,28,468,378,271,39,40,26,18,13,7,2,1,0,9,2,4,2,0,0,0,0
PT_010203,1770,1176,18,23,346,358,256,38,43,23,22,15,16,0,0,0,7,1,10,0,0,0,0,0
PT_010204,4985,3237,33,54,1284,698,706,81,126,71,65,46,33,3,6,0,9,8,12,2,0,0,0,0
PT_010206,1402,958,6,19,422,224,174,30,22,14,20,10,7,0,0,0,7,1,0,2,0,0,0,0
PT_010210,2508,1667,25,21,595,403,384,61,64,31,29,22,16,2,0,0,11,2,1,0,0,0,0,0
PT_010316,2413,1570,16,26,706,300,325,40,55,32,23,17,13,2,0,0,8,7,0,0,0,0,0,0
PT_010317,5487,3560,24,79,1308,893,577,137,205,44,98,76,73,4,3,0,13,12,12,2,0,0,0,0
PT_010304,1050,644,4,12,233,176,126,12,26,18,11,10,7,4,1,0,1,1,1,1,0,0,0,0
PT_010305,1835,1151,6,28,584,189,209,16,45,22,13,8,7,3,2,0,8,7,3,1,0,0,0,0
PT_010307,2084,1352,8,32,577,310,208,51,58,21,23,26,21,1,0,0,9,2,5,0,0,0,0,0
PT_010309,3506,2200,32,53,797,482,467,104,97,27,38,31,41,2,2,0,14,7,6,0,0,0,0,0
PT_010310,2205,1360,21,41,559,306,227,45,64,26,19,23,11,6,2,0,7,2,1,0,0,0,0,0
PT_010318,2943,1870,16,51,731,507,267,60,81,33,48,34,13,3,1,0,6,11,4,4,0,0,0,0
PT_010312,1474,873,10,20,306,269,145,20,43,17,10,8,11,2,0,0,5,3,4,0,0,0,0,0
PT_010313,2586,1540,17,23,803,231,306,25,47,32,18,13,10,0,0,0,7,4,4,0,0,0,0,0
PT_010402,928,596,5,7,282,161,84,10,11,12,4,5,6,0,0,0,1,6,2,0,0,0,0,0
PT_010421,4737,3108,21,67,1290,867,434,90,120,39,48,52,39,3,1,0,20,7,7,3,0,0,0,0
PT_010422,234,98,3,2,31,40,13,1,1,2,0,1,0,0,1,0,1,0,1,1,0,0,0,0
PT_010423,994,654,3,11,314,126,124,15,16,10,2,3,9,2,2,0,8,4,3,2,0,0,0,0
PT_010407,1160,846,6,15,331,198,191,22,30,11,12,9,8,0,0,0,7,5,1,0,0,0,0,0
PT_010424,171,108,0,2,55,25,11,2,2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0
PT_010409,1912,1325,20,23,565,296,256,34,55,13,17,21,7,1,2,0,7,5,3,0,0,0,0,0
PT_010411,1123,776,6,8,352,203,123,12,22,18,6,8,9,2,0,0,2,2,3,0,0,0,0,0
PT_010413,978,720,8,13,372,123,119,3,32,18,8,5,4,2,0,0,4,5,4,0,0,0,0,0
PT_010414,1107,725,6,23,317,209,75,22,24,16,7,5,6,3,1,0,6,2,3,0,0,0,0,0
PT_010415,1356,971,8,23,445,202,176,18,24,20,7,11,13,2,0,0,17,2,3,0,0,0,0,0
PT_010416,2010,1420,10,25,584,388,230,35,45,21,26,16,16,2,1,0,10,9,2,0,0,0,0,0
PT_010417,609,388,4,4,203,91,54,3,8,7,2,5,4,0,0,0,1,1,1,0,0,0,0,0
PT_010418,1029,715,7,9,298,148,165,16,21,16,14,6,3,0,3,0,5,2,2,0,0,0,0,0
PT_010419,875,629,6,7,329,129,82,22,15,14,12,7,4,0,0,0,1,0,0,1,0,0,0,0
PT_010420,447,348,3,7,151,86,63,7,10,3,8,2,0,0,1,0,3,2,2,0,0,0,0,0
PT_010501,8415,5598,49,103,2160,1256,881,283,416,61,188,90,62,8,1,0,14,12,11,3,0,0,0,0
PT_010502,6206,4140,40,97,1121,1196,837,258,232,46,114,94,55,6,7,0,11,9,13,4,0,0,0,0
PT_010515,5383,3483,41,65,1074,883,793,170,173,38,98,63,47,3,3,0,13,9,8,2,0,0,0,0
PT_010505,11726,7790,76,166,2258,2231,1378,466,497,70,271,153,143,12,8,0,30,12,19,0,0,0,0,0
PT_010517,17738,12308,90,197,4535,3268,1161,681,989,102,687,284,246,16,0,0,14,16,19,3,0,0,0,0
PT_010508,4200,2696,33,48,1081,527,595,95,130,42,72,26,18,3,1,0,9,8,8,0,0,0,0,0
PT_010516,4011,2609,21,34,1136,422,621,91,89,55,45,40,17,2,4,0,7,12,12,1,0,0,0,0
PT_010513,7152,4847,65,90,1709,1220,859,222,283,59,138,103,57,9,6,0,11,6,9,1,0,0,0,0
PT_010510,4566,3306,26,55,1315,710,504,162,227,44,127,72,37,3,3,0,9,7,5,0,0,0,0,0
PT_010511,824,460,4,9,117,188,82,14,5,7,7,5,14,0,0,0,4,1,3,0,0,0,0,0
PT_010602,1095,743,11,12,272,302,67,16,21,5,4,8,8,1,0,0,13,1,2,0,0,0,0,0
PT_010610,3865,2522,31,40,676,970,421,94,74,40,41,35,37,5,2,0,39,8,8,1,0,0,0,0
PT_010606,1065,691,11,12,247,246,109,19,13,6,11,6,1,0,1,0,6,2,1,0,0,0,0,0
PT_010607,2032,1372,19,24,539,491,163,20,36,15,12,20,3,0,1,0,20,4,4,1,0,0,0,0
PT_010608,1617,1205,16,10,544,330,160,24,31,20,14,15,6,1,1,0,28,3,1,1,0,0,0,0
PT_010611,4342,2963,53,33,1200,935,417,79,88,22,42,28,24,1,0,0,27,8,4,2,0,0,0,0
PT_010706,10690,7414,75,101,2353,2446,1043,313,356,115,150,156,193,15,16,0,28,14,37,3,0,0,0,0
PT_010702,9921,7146,76,101,2956,1891,708,295,417,91,225,131,179,11,5,0,19,19,19,3,0,0,0,0
PT_010704,3018,1886,20,23,521,724,261,74,94,21,29,39,56,3,3,0,6,4,6,2,0,0,0,0
PT_010705,5697,3910,42,51,926,1648,581,110,161,41,82,70,139,2,2,0,16,12,25,2,0,0,0,0
PT_010801,5326,3369,41,57,1026,1016,691,141,142,39,61,63,59,5,2,0,8,5,12,1,0,0,0,0
PT_010808,9112,5540,62,104,1774,1569,1042,197,321,95,95,77,140,7,4,0,17,21,11,4,0,0,0,0
PT_010809,2513,1685,19,31,591,437,305,64,64,22,48,23,50,6,1,0,13,7,4,0,0,0,0,0
PT_010805,3757,1901,14,37,594,495,451,73,82,30,21,26,59,1,0,0,6,5,7,0,0,0,0,0
PT_010806,3310,2083,36,35,796,523,380,78,101,31,29,24,29,4,2,0,6,6,3,0,0,0,0,0
PT_011005,5169,2954,39,65,1018,560,740,140,155,51,56,59,31,4,0,0,15,11,4,6,0,0,0,0
PT_011006,14006,8643,92,189,2827,1873,1905,413,550,131,260,201,102,17,10,0,32,16,17,8,0,0,0,0
PT_011007,1748,959,11,28,319,202,253,37,38,16,25,14,6,1,1,0,1,3,3,1,0,0,0,0
PT_011008,15325,9619,94,161,3157,2507,1727,510,596,102,353,210,108,5,4,0,39,15,24,7,0,0,0,0
PT_011102,1875,1155,18,23,295,405,202,66,50,10,34,14,26,0,1,0,7,2,2,0,0,0,0,0
PT_011103,2903,1738,16,38,449,573,302,98,105,21,40,29,40,2,2,0,8,5,8,2,0,0,0,0
PT_011104,2180,1412,9,55,329,527,221,93,56,13,24,29,38,3,0,0,5,5,4,1,0,0,0,0
PT_011109,5685,3656,40,81,1146,1122,583,189,190,46,103,56,68,4,0,0,11,7,10,0,0,0,0,0
PT_011106,3480,2253,28,56,503,791,383,157,102,20,68,39,75,2,2,0,9,5,12,1,0,0,0,0
PT_011107,1583,1013,7,29,257,408,163,50,31,12,15,8,15,0,0,0,5,5,6,2,0,0,0,0
PT_011201,2418,1371,11,23,593,258,289,38,46,27,23,20,16,3,1,0,11,5,7,0,0,0,0,0
PT_011202,1532,750,5,19,302,166,146,32,29,7,18,7,8,1,0,0,3,4,3,0,0,0,0,0
PT_011203,3175,1510,16,28,675,258,309,51,67,27,22,20,18,0,0,0,9,4,3,3,0,0,0,0
PT_011204,2793,1559,21,25,578,320,385,56,80,15,21,28,12,3,1,0,6,3,5,0,0,0,0,0
PT_011301,3074,2211,26,27,844,586,392,71,109,28,48,22,18,3,6,0,19,5,6,1,0,0,0,0
PT_011302,2809,2010,27,30,668,559,375,71,107,39,42,40,21,3,1,0,13,7,6,1,0,0,0,0
PT_011303,2699,1777,24,22,647,471,334,62,65,38,32,37,16,3,2,0,11,9,4,0,0,0,0,0
PT_011304,3301,2270,34,31,927,497,467,68,88,32,47,39,10,3,1,0,11,5,8,2,0,0,0,0
PT_011305,1657,1188,13,16,318,489,154,34,62,16,19,25,21,6,0,0,9,3,3,0,0,0,0,0
PT_011320,4683,3242,45,47,976,1081,572,128,156,36,47,67,36,11,3,0,14,6,15,2,0,0,0,0
PT_011321,18589,12229,137,195,4126,3649,1953,551,698,168,265,227,108,24,20,0,50,22,30,6,0,0,0,0
PT_011310,1782,1220,29,18,432,350,224,42,45,17,20,17,4,2,3,0,9,4,3,1,0,0,0,0
PT_011322,6323,3986,41,61,1429,1125,778,142,125,60,73,69,32,2,2,0,15,16,15,1,0,0,0,0
PT_011315,1739,1173,25,9,409,375,183,31,55,17,21,22,14,3,0,0,5,3,0,1,0,0,0,0
PT_011318,4537,3272,31,46,1073,1125,490,119,165,44,47,58,26,10,2,0,20,7,7,2,0,0,0,0
PT_011319,9287,6081,80,90,1637,2405,836,275,291,73,148,110,65,6,1,0,25,15,20,4,0,0,0,0
