gisco_id,registered,turnout,invalid,blank,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
PT_101407,12152,6903,70,124,1456,2109,1606,325,299,82,195,140,409,15,11,0,48,9,0,5,0,0,0,0
PT_101405,1215,808,16,23,207,213,182,25,41,11,22,17,39,0,1,0,6,4,0,1,0,0,0,0
PT_101501,2388,1199,17,18,619,141,261,26,33,33,9,9,11,1,0,0,13,6,0,2,0,0,0,0
PT_101503,2788,1618,14,37,697,292,345,46,85,31,26,16,11,0,1,0,9,6,0,2,0,0,0,0
PT_101504,1602,986,9,18,517,75,246,14,44,27,8,13,7,0,0,0,4,4,0,0,0,0,0,0
PT_101505,3110,1946,37,45,738,386,437,53,110,44,27,17,16,3,4,0,16,8,0,5,0,0,0,0
PT_101518,5542,3654,59,74,1664,593,690,118,166,94,60,59,31,10,4,0,14,11,0,7,0,0,0,0
PT_101506,3954,2524,54,70,1018,439,498,109,105,63,50,46,35,8,6,0,9,9,0,5,0,0,0,0
PT_101515,1490,1031,11,17,504,88,249,17,81,27,11,8,7,3,2,0,4,2,0,0,0,0,0,0
PT_101508,1821,1142,14,13,459,224,258,43,48,23,24,12,10,2,0,0,7,3,0,2,0,0,0,0
PT_101509,15292,9170,112,235,3225,1984,1856,408,539,153,263,158,143,21,10,0,29,23,0,11,0,0,0,0
PT_101510,1907,1131,13,22,407,291,239,26,52,25,17,16,8,3,0,0,7,3,0,2,0,0,0,0
PT_101519,4580,2606,34,65,1023,517,489,82,138,71,66,38,43,14,4,0,9,12,0,1,0,0,0,0
PT_101513,2495,1520,13,38,644,235,342,32,98,41,19,14,24,5,1,0,8,5,0,1,0,0,0,0
PT_101514,1344,813,13,19,397,98,168,19,32,15,6,11,13,0,2,0,13,3,0,4,0,0,0,0
PT_101602,1501,1004,20,25,376,223,142,57,65,20,33,14,16,1,2,0,5,5,0,0,0,0,0,0
PT_101615,685,479,6,3,263,56,81,13,22,10,13,2,6,1,0,0,2,1,0,0,0,0,0,0
PT_101616,1349,1050,19,17,468,132,266,33,54,19,17,6,7,1,3,0,6,2,0,0,0,0,0,0
PT_101605,2125,1461,20,27,452,315,367,71,74,22,21,40,32,1,2,0,12,3,0,2,0,0,0,0
PT_101606,2783,1966,31,38,640,456,445,70,113,44,47,29,27,1,2,0,12,8,0,3,0,0,0,0
PT_101608,3122,1998,34,19,539,533,507,75,136,25,34,34,43,5,1,0,6,6,0,1,0,0,0,0
PT_101609,2227,1617,14,34,533,353,388,56,100,25,37,26,31,5,2,0,5,6,0,2,0,0,0,0
PT_101614,5272,3635,39,70,1396,755,765,121,202,66,91,48,44,16,5,0,7,7,0,3,0,0,0,0
PT_101610,717,498,16,4,232,37,146,13,12,17,7,6,5,2,0,0,0,0,0,1,0,0,0,0
PT_101613,779,596,8,12,228,66,184,14,33,23,11,7,5,1,2,0,2,0,0,0,0,0,0,0
PT_110117,3651,2578,28,46,526,851,471,117,91,53,77,27,221,6,2,5,17,6,31,0,0,3,0,0
PT_110118,2543,1747,20,34,381,522,393,84,73,26,55,28,103,1,3,3,4,1,9,3,0,4,0,0
PT_110119,10205,7509,70,104,1782,1956,1650,364,502,127,331,155,361,14,6,6,26,11,28,12,0,4,0,0
PT_110106,1389,1005,4,21,225,285,241,45,41,16,20,16,62,1,3,0,11,4,7,1,0,2,0,0
PT_110120,11063,6916,70,96,1309,1808,1871,376,379,105,261,169,339,20,5,8,19,23,39,9,0,10,0,0
PT_110107,1450,1052,17,14,194,384,193,43,37,21,23,12,92,0,0,2,5,2,10,0,0,3,0,0
PT_110108,1636,1215,6,12,298,391,242,45,43,25,37,10,71,4,2,3,11,1,12,0,0,2,0,0
PT_110109,1054,749,6,8,162,202,205,32,29,7,18,16,53,0,0,0,2,4,3,1,0,1,0,0
PT_110121,1373,960,12,10,196,307,223,44,36,18,30,26,40,1,0,2,3,3,6,0,0,3,0,0
PT_110113,1741,1254,20,12,305,435,246,43,54,33,26,13,47,3,0,2,6,0,5,1,0,3,0,0
PT_110114,986,617,8,9,142,202,137,24,23,15,12,15,14,1,1,1,6,2,5,0,0,0,0,0
PT_111513,31154,19479,273,182,4023,7125,2980,1104,1021,262,888,516,839,42,23,12,40,32,71,22,0,24,0,0
PT_111512,13893,10191,103,94,3175,2691,1507,472,762,120,648,235,288,9,8,2,18,19,27,5,0,8,0,0
PT_111514,22272,13783,194,146,2620,5039,2518,722,595,193,589,330,639,27,14,10,32,36,48,10,0,21,0,0
PT_111515,17341,10887,119,118,1986,4105,1785,645,516,130,503,271,551,18,9,7,30,23,51,9,0,11,0,0
PT_111516,35389,23384,292,281,4639,7636,4735,1227,1298,337,1031,680,922,42,14,13,60,52,80,23,0,22,0,0
PT_111517,22332,14306,166,196,3255,4637,2185,798,837,189,816,367,688,29,7,10,25,35,44,10,0,12,0,0
PT_110201,2152,1591,25,15,496,456,301,60,70,32,40,24,50,3,2,0,6,2,6,2,0,1,0,0
PT_110202,7879,5908,64,105,1580,1548,1109,233,519,101,258,120,205,8,6,3,22,5,15,2,0,5,0,0
PT_110203,697,537,9,8,141,123,125,23,32,10,27,7,22,3,0,1,2,0,4,0,0,0,0,0
PT_110204,1133,827,13,6,203,275,161,36,57,11,28,13,14,0,1,0,5,0,3,0,0,1,0,0
PT_110301,2304,1461,26,15,275,454,367,95,46,35,39,19,61,0,3,5,4,1,10,2,0,4,0,0
PT_110302,1125,820,10,13,177,244,191,36,30,15,27,20,44,0,2,1,2,2,4,1,0,1,0,0
PT_110303,3997,2538,38,32,360,806,621,164,100,34,88,62,173,2,1,4,13,4,26,6,0,4,0,0
PT_110304,6896,4599,43,67,1019,1263,1072,249,230,63,184,78,247,12,9,3,16,8,24,4,0,8,0,0
PT_110310,1874,1257,17,14,212,400,237,69,37,25,109,27,92,2,1,0,0,1,12,0,0,2,0,0
PT_110306,798,589,5,9,111,203,119,40,19,13,18,7,31,0,0,0,5,0,8,0,0,1,0,0
PT_110307,697,533,9,6,85,181,150,19,16,5,17,7,23,3,1,0,6,3,2,0,0,0,0,0
PT_110401,692,503,6,7,145,162,112,8,13,11,9,11,15,0,0,1,0,0,2,1,0,0,0,0
PT_110411,3290,2069,17,32,589,550,462,94,97,35,79,35,47,8,2,6,8,0,4,2,0,2,0,0
PT_110412,3161,2095,33,44,563,679,446,79,74,31,44,29,46,2,1,1,11,1,3,5,0,3,0,0
PT_110413,1618,1022,11,26,314,322,222,21,24,12,20,15,27,2,0,2,0,0,4,0,0,0,0,0
PT_110407,841,587,5,9,181,150,136,26,13,14,10,20,18,0,0,0,1,1,1,1,0,1,0,0
PT_110409,1147,758,11,10,218,234,151,31,30,23,17,6,14,1,0,0,1,5,1,1,0,4,0,0
PT_110410,1524,1009,14,14,360,226,197,43,39,30,31,23,15,1,3,2,0,3,2,2,0,4,0,0
PT_110501,36064,23667,273,291,7430,5461,4799,934,1686,505,849,577,552,24,10,23,53,57,89,20,0,34,0,0
PT_110507,38490,27715,187,327,9988,6279,3271,1311,2297,416,1909,757,699,77,14,9,33,40,60,21,0,20,0,0
PT_110508,53235,34890,274,325,14480,6410,5601,1255,2732,606,1498,732,648,88,14,7,37,64,62,30,0,27,0,0
PT_110506,49839,35238,386,511,9376,9420,6368,1703,2505,537,1764,1070,1115,72,27,24,102,61,122,37,0,38,0,0
PT_110601,12389,8303,90,92,1790,2875,1163,431,472,86,556,204,430,15,7,9,14,17,35,5,0,12,0,0
PT_110602,11303,7732,73,67,2123,2279,881,448,552,73,640,192,322,12,6,2,10,6,27,13,0,6,0,0
PT_110654,29177,22539,131,209,8789,4817,1967,1063,1947,220,2119,445,665,63,11,3,17,30,24,12,0,7,0,0
PT_110655,18805,13917,83,119,5702,2686,1244,701,1246,154,1218,276,365,50,10,3,13,18,18,5,0,6,0,0
PT_110656,26905,16575,121,117,4760,3943,1486,1395,1315,191,1961,365,761,41,8,4,23,19,41,10,0,14,0,0
PT_110657,20820,15633,97,121,6918,2821,1415,643,1525,160,1219,229,369,41,6,4,11,20,19,10,0,5,0,0
PT_110607,10192,6680,77,59,1313,2299,1128,359,320,84,436,160,361,13,1,2,18,13,25,5,0,7,0,0
PT_110658,13711,10606,59,77,4779,2085,940,350,956,118,723,155,301,19,5,0,4,13,17,2,0,3,0,0
PT_110608,31830,23058,200,217,6857,7048,2592,1072,1544,242,1764,496,795,61,14,8,32,26,52,15,0,23,0,0
PT_110659,18150,13249,124,126,4691,3260,1315,723,1008,139,1084,264,405,33,6,3,16,12,26,8,0,6,0,0
PT_110610,12528,8647,88,78,2667,2363,1096,421,662,91,572,199,304,24,6,6,16,13,30,5,0,6,0,0
PT_110611,15839,11638,95,113,3624,3270,1487,465,875,135,759,235,424,30,16,3,15,23,56,7,0,6,0,0
PT_110660,14930,10915,73,87,4860,2125,1035,434,811,130,773,178,317,18,8,3,8,14,17,11,0,13,0,0
PT_110618,39218,30842,197,290,12280,6849,2812,1180,2939,319,2343,567,778,109,20,11,26,34,50,21,0,17,0,0
PT_110621,32552,20402,261,184,3087,7586,4782,1011,813,213,746,531,801,53,21,13,54,38,133,23,0,52,0,0
PT_110661,9133,5396,38,41,1550,1555,504,409,328,69,472,121,244,17,2,3,8,8,19,5,0,3,0,0
PT_110633,28269,19867,172,201,4963,6149,2903,1078,1226,212,1338,502,877,60,5,7,39,27,73,10,0,25,0,0
PT_110662,17178,12963,97,112,4729,3200,1407,462,1267,142,829,261,330,34,9,4,7,22,22,26,0,3,0,0
PT_110663,23695,15515,148,129,3382,4594,1965,1423,848,192,1516,408,728,44,8,9,24,34,40,12,0,11,0,0
PT_110664,19092,11686,126,115,2431,3970,2464,466,644,123,536,263,379,38,9,10,23,24,40,12,0,13,0,0
PT_110665,8752,4394,50,42,928,1483,520,330,190,45,335,101,298,7,5,4,7,11,29,1,0,8,0,0
PT_110666,9816,6693,36,63,2679,1292,569,366,553,74,653,121,225,15,3,3,9,14,10,4,0,4,0,0
PT_110639,30338,23126,126,199,9400,5178,1947,918,1978,222,1826,486,661,60,9,10,23,30,30,16,0,7,0,0
PT_110667,10817,7010,63,52,1534,2002,785,679,368,79,738,188,415,16,5,2,19,15,16,29,0,5,0,0
PT_110702,3806,2767,35,42,453,910,579,146,126,40,107,57,217,5,4,4,16,1,19,4,0,2,0,0
PT_110731,27190,16792,233,158,2314,6200,4432,642,523,242,381,394,944,34,20,12,38,45,132,21,0,27,0,0
PT_110705,2260,1670,26,28,336,440,391,81,74,31,65,44,123,2,1,0,4,2,17,2,0,3,0,0
PT_110707,25261,18584,182,221,4625,4917,3729,856,1286,258,856,559,861,37,9,16,47,24,69,16,0,16,0,0
PT_110708,2639,1877,24,25,452,471,420,92,111,41,63,55,91,7,0,2,6,2,11,2,0,2,0,0
PT_110726,17606,12617,104,115,4146,3768,1342,537,872,152,728,273,452,27,13,6,23,15,32,8,0,4,0,0
PT_110727,20000,13605,167,137,3022,4619,2101,663,840,174,658,315,759,21,6,5,23,26,43,15,0,11,0,0
PT_110728,37761,27820,361,335,5264,9262,5187,1371,1562,378,1129,724,1847,51,26,20,68,46,130,24,0,35,0,0
PT_110729,7039,4947,60,70,902,1545,1025,209,262,72,180,111,416,8,7,5,17,12,39,3,0,4,0,0
PT_110730,24910,15879,171,207,3304,4991,3101,804,947,229,781,477,642,40,8,8,26,37,74,12,0,20,0,0
PT_110812,11279,7581,131,121,2343,1673,1810,316,398,152,249,182,121,13,14,2,8,14,20,6,0,8,0,0
PT_110813,3196,2139,30,50,678,471,560,71,79,55,38,39,24,5,4,4,6,12,5,3,0,5,0,0
PT_110803,1532,972,14,22,391,174,254,18,16,29,8,16,10,1,2,2,2,8,3,1,0,1,0,0
PT_110805,1410,912,17,13,257,208,242,34,19,17,23,22,44,2,3,1,2,2,3,2,0,1,0,0
PT_110810,1922,1329,17,21,420,255,385,43,65,31,29,20,14,3,1,0,8,4,4,3,0,6,0,0
PT_110806,1732,1280,21,33,479,219,299,44,72,30,27,18,17,0,2,4,4,4,6,0,0,1,0,0
PT_110814,1363,935,11,10,282,189,254,34,29,31,25,19,30,3,1,0,10,2,2,2,0,1,0,0
PT_110808,1312,934,12,18,307,161,257,32,39,27,22,19,22,2,1,0,4,2,2,6,0,1,0,0
PT_110918,3740,2651,44,52,667,775,584,99,149,53,87,55,50,4,6,1,9,5,7,3,0,1,0,0
PT_110902,2267,1602,27,28,424,369,328,75,118,39,70,55,48,0,0,3,4,4,5,2,0,3,0,0
PT_110904,3968,2815,37,52,1133,494,525,98,157,79,104,57,35,5,2,3,10,9,7,4,0,4,0,0
PT_110919,3247,2268,32,37,609,600,482,91,144,50,73,44,67,0,4,4,9,4,13,2,0,3,0,0
PT_110906,9615,6778,73,79,2065,1575,1129,314,582,126,398,211,150,23,6,3,10,10,11,8,0,5,0,0
PT_110920,3835,2787,44,58,809,649,592,114,172,68,101,89,45,7,1,3,11,6,6,5,0,7,0,0
PT_110909,16909,12498,125,224,3556,2852,2269,684,1044,249,727,344,262,32,10,14,30,20,29,11,0,16,0,0
PT_110921,7566,5416,65,86,1534,1234,1122,271,427,87,251,142,130,12,5,2,12,11,16,5,0,4,0,0
PT_110911,6181,4768,58,81,1346,1081,1020,204,353,133,181,116,110,12,7,4,20,13,19,6,0,4,0,0
PT_110913,3577,2624,38,71,822,574,457,127,166,60,131,78,58,5,4,1,9,6,10,5,0,2,0,0
PT_110922,8906,6869,85,100,1983,1548,1448,290,465,136,347,197,179,18,5,6,17,16,13,11,0,5,0,0
PT_111603,50789,33418,367,368,8023,10346,5974,1547,2270,533,1641,833,1105,61,24,21,71,58,108,21,0,47,0,0
PT_111608,30646,20786,261,241,4297,6523,4742,861,1169,329,828,539,706,30,21,23,40,38,98,20,0,20,0,0
PT_111609,15765,9686,114,96,1984,3422,1858,438,461,136,383,256,406,24,2,2,21,20,39,9,0,15,0,0
PT_111610,28626,21226,248,274,5135,5778,4523,945,1452,317,1045,583,669,45,13,13,53,37,64,13,0,19,0,0
PT_111012,40403,30166,244,292,10965,7461,2962,1318,2489,379,2184,676,933,64,16,10,33,46,63,16,0,15,0,0
PT_111002,12231,9362,105,120,2674,2418,1469,452,704,148,546,300,312,20,11,7,16,20,26,3,0,11,0,0
PT_111013,30384,22354,227,286,6971,6252,2559,965,1850,326,1364,592,722,47,13,15,29,39,59,21,0,17,0,0
PT_111014,49522,35926,229,419,12246,9001,4062,1768,2742,521,2618,942,1012,89,22,15,68,63,65,27,0,17,0,0
PT_111009,12813,8901,94,135,2186,2757,1341,421,665,148,491,257,283,42,6,5,16,11,31,5,0,7,0,0
PT_111122,35263,20938,254,249,3846,7352,4400,1152,900,277,824,585,779,32,26,29,61,59,65,20,0,28,0,0
PT_111102,56718,36698,454,411,7764,10260,8335,2106,2234,569,1751,1185,1156,74,26,29,82,73,117,29,0,43,0,0
PT_111123,14674,10467,135,137,2552,2789,2590,414,555,185,339,259,336,20,9,4,35,21,51,16,0,20,0,0
PT_111124,32231,20254,235,283,3763,6060,4753,1184,1133,310,861,700,668,48,23,20,44,46,70,27,0,26,0,0
PT_111115,10508,6924,131,97,1332,2027,1793,314,376,120,197,181,211,19,7,8,20,21,41,13,0,16,0,0
PT_111105,6516,4694,60,78,1517,1064,831,217,304,83,221,114,141,11,2,5,6,7,13,16,0,4,0,0
PT_111125,42125,26754,278,375,6393,8416,4515,1396,1626,363,1456,666,962,51,24,16,62,47,71,14,0,23,0,0
PT_111126,44788,28483,340,325,6112,8461,5906,1565,1711,411,1392,811,1062,69,21,21,60,55,104,24,0,33,0,0
PT_111108,41457,26638,333,315,5466,7561,5879,1655,1645,411,1184,851,933,59,22,25,83,47,111,25,0,33,0,0
PT_111128,24513,18180,176,219,5649,4184,3241,882,1331,257,984,514,490,46,17,16,47,32,59,19,0,17,0,0
PT_111127,14850,10711,165,178,2914,2416,2357,520,666,218,489,335,307,17,10,6,32,19,39,10,0,13,0,0
PT_111201,3280,2227,23,21,467,617,516,110,106,36,77,36,167,7,2,1,10,3,18,4,0,6,0,0
PT_111202,2638,1880,25,35,399,439,455,87,130,41,74,44,97,8,3,2,9,8,15,4,0,5,0,0
PT_111203,2973,2166,25,33,548,526,446,99,117,42,90,44,171,3,5,0,3,2,11,0,0,1,0,0
PT_111321,9469,6701,72,129,2026,1375,1607,318,385,122,216,149,187,14,6,4,27,20,28,6,0,10,0,0
PT_111322,3137,2134,38,50,659,413,568,69,95,81,49,37,40,4,2,0,4,4,13,4,0,4,0,0
PT_111323,2037,1423,11,23,289,424,303,82,68,24,42,24,98,3,0,3,12,3,13,1,0,0,0,0
PT_111324,2518,1715,25,30,400,522,327,97,53,29,63,34,104,1,2,3,7,3,12,3,0,0,0,0
PT_111306,2088,1477,12,24,519,311,338,42,76,28,42,31,30,1,2,5,1,3,7,2,0,3,0,0
PT_111325,2950,1988,39,34,430,638,422,91,67,51,53,35,92,2,4,3,10,3,10,2,0,2,0,0
PT_111310,2137,1565,58,33,420,372,322,82,103,33,50,32,37,4,2,1,8,0,6,0,0,2,0,0
PT_111311,2983,2136,43,50,493,547,505,97,116,35,70,42,97,1,1,3,8,9,10,2,0,7,0,0
PT_111326,23027,16320,182,255,4731,4098,2712,955,1091,224,808,339,647,50,10,13,66,32,76,10,0,21,0,0
PT_111314,4464,3223,67,68,871,793,767,139,176,93,90,60,44,12,2,3,17,3,10,4,0,4,0,0
PT_111316,8354,5854,64,109,1817,1323,1175,272,344,135,239,158,136,18,4,3,21,4,20,8,0,4,0,0
PT_111317,3031,2211,35,36,632,582,406,112,152,32,67,40,75,10,3,2,11,1,10,2,0,3,0,0
PT_111318,4391,3056,62,56,955,776,642,130,123,81,75,47,65,4,2,3,7,8,15,2,0,3,0,0
PT_111412,10784,7851,108,101,1363,2344,1478,497,393,93,365,203,783,13,4,5,27,11,45,10,0,8,0,0
PT_111413,30218,21877,214,286,3985,6959,3959,1301,1480,300,1036,623,1440,35,18,16,58,39,92,16,0,20,0,0
PT_111414,6661,4462,41,96,726,1426,1054,210,190,58,188,97,313,11,0,6,11,8,22,2,0,3,0,0
PT_111415,33903,24857,250,336,4932,7460,5067,1452,1529,353,1249,773,1125,62,20,20,64,45,78,27,0,15,0,0
PT_111408,17512,12152,124,173,1818,3852,2890,655,674,167,435,386,769,32,13,12,37,23,66,9,0,17,0,0
PT_111409,15402,10351,99,162,2149,3118,1946,520,609,152,501,192,736,22,14,11,26,19,57,6,0,12,0,0
PT_310101,3159,1901,30,8,0,179,307,36,44,26,9,33,15,1,4,92,5,0,0,2,3,10,1091,6
PT_310102,3504,1934,37,13,0,249,276,40,53,29,11,31,26,6,4,122,13,0,0,1,3,8,1010,2
PT_310103,1671,857,15,5,0,86,160,13,19,10,1,12,6,1,2,51,4,0,0,0,0,3,466,3
PT_310104,992,491,5,2,0,62,75,9,9,5,0,3,7,1,0,34,0,0,0,1,0,0,277,1
PT_310105,226,139,2,2,0,38,25,3,7,1,9,0,1,1,0,5,0,0,0,0,1,1,43,0
PT_310106,928,345,3,2,0,42,54,13,7,9,4,5,3,1,1,7,0,0,0,0,0,0,194,0
PT_310107,1014,568,10,3,0,71,85,6,8,7,5,6,4,1,0,37,5,0,0,0,1,2,314,3
PT_310108,815,451,3,2,0,56,66,3,11,3,3,6,1,2,0,11,0,0,0,0,1,2,280,1
PT_310201,16204,8727,142,37,0,1296,1962,257,298,139,110,188,112,16,16,656,44,0,0,16,15,55,3342,26
PT_310202,1810,1011,27,3,0,107,130,19,21,8,12,26,48,7,3,26,8,0,0,4,6,11,534,11
PT_310203,9643,5615,133,24,0,725,1184,147,175,77,71,119,90,13,10,303,37,0,0,11,18,43,2418,17
PT_310205,2985,1685,36,13,0,403,320,43,28,12,26,27,22,4,5,88,13,0,0,8,5,17,613,2
PT_310204,1932,1174,18,11,0,174,242,28,30,15,12,23,10,2,3,89,13,0,0,3,4,4,486,7
PT_310303,5592,3367,55,17,0,735,469,115,207,52,74,90,71,5,4,226,12,0,0,3,2,13,1214,3
PT_310304,11941,7252,102,21,0,1813,1095,267,325,114,119,148,134,13,8,604,26,0,0,10,16,28,2374,35
PT_310308,7130,4255,97,28,0,996,604,147,250,84,69,97,87,4,5,285,16,0,0,5,11,16,1443,11
PT_310310,3354,1721,36,9,0,353,229,49,110,33,27,28,25,0,1,88,3,0,0,1,1,9,716,3
PT_310301,5691,3376,59,20,0,756,539,99,175,54,63,96,69,5,1,262,9,0,0,4,9,17,1132,7
PT_310302,5660,3396,49,12,0,779,573,115,147,59,37,89,87,3,6,223,38,0,0,2,14,15,1136,12
PT_310305,24971,15268,321,77,0,3217,2955,557,633,268,204,418,466,28,23,1073,80,0,0,22,48,74,4766,38
PT_310306,5745,3422,81,18,0,755,569,111,139,43,34,88,61,6,9,283,18,0,0,2,7,13,1177,8
PT_310307,26530,16094,249,73,0,3324,2727,570,917,286,224,372,270,20,22,1167,62,0,0,21,23,68,5662,37
PT_310309,8316,5181,90,27,0,1186,885,178,218,88,68,139,137,11,8,371,42,0,0,17,11,21,1667,17
PT_310401,2581,1521,40,8,0,430,290,35,48,23,13,26,13,3,4,126,4,0,0,1,2,5,442,8
PT_310402,3569,2034,18,10,0,728,428,30,58,9,5,25,13,2,3,83,8,0,0,2,4,6,599,3
PT_310403,10336,5863,70,24,0,1981,907,154,196,84,66,80,56,8,17,510,19,0,0,8,7,26,1635,15
PT_310404,2166,1346,19,4,0,394,177,37,43,21,14,16,16,4,2,130,4,0,0,2,0,10,448,5
PT_310405,1157,705,10,5,0,127,97,10,17,9,7,13,9,5,3,128,5,0,0,2,3,5,245,5
PT_310501,4341,2237,54,14,0,379,345,32,50,29,25,27,9,2,4,102,6,0,0,4,2,5,1142,6
PT_310502,574,327,6,0,0,82,60,3,7,1,5,4,0,0,1,22,2,0,0,0,0,0,134,0
PT_310503,4886,2662,55,7,0,523,420,48,83,44,35,39,22,2,2,180,13,0,0,5,1,7,1172,4
PT_310601,189,106,1,1,0,46,12,0,3,1,1,1,0,0,0,3,0,0,0,0,1,0,36,0
PT_310602,1799,1087,21,9,0,300,150,21,10,10,11,9,14,0,1,35,2,0,0,1,4,5,480,4
PT_310603,307,152,7,1,0,38,15,0,3,3,2,1,0,0,0,3,0,0,0,0,0,0,79,0
PT_310604,718,416,5,2,0,111,36,4,6,0,5,5,1,0,0,16,0,0,0,0,0,2,222,1
PT_320101,5421,3297,67,42,0,831,700,82,75,46,42,51,29,10,4,72,11,0,0,3,6,9,1213,4
PT_310701,4631,2629,82,22,0,397,498,43,72,47,11,56,42,2,7,141,16,0,0,8,3,13,1158,11
PT_310702,7087,3772,81,22,0,584,832,86,127,68,34,57,32,13,7,211,25,0,0,4,9,22,1534,24
PT_310703,1060,613,21,4,0,124,98,13,16,9,3,10,9,0,3,27,4,0,0,1,0,7,261,3
PT_310704,1255,645,10,6,0,112,128,14,16,10,5,12,10,0,0,40,7,0,0,0,0,7,265,3
PT_310802,6179,3909,57,23,0,582,651,132,109,44,40,96,41,8,13,989,20,0,0,7,13,24,1045,15
PT_310803,21836,14126,218,77,0,2301,2602,486,687,262,216,346,177,38,12,2664,58,0,0,26,27,52,3844,33
PT_310804,3848,2430,39,17,0,277,353,67,68,37,29,33,36,4,2,920,10,0,0,1,3,7,519,8
PT_310805,7225,4114,53,20,0,687,705,101,99,55,35,78,66,9,4,1168,13,0,0,7,3,31,966,14
PT_310806,811,542,5,3,0,50,102,6,9,7,0,4,8,1,0,212,2,0,0,1,1,4,122,5
PT_310901,370,225,3,0,0,52,34,1,3,1,0,6,2,2,0,20,1,0,0,0,1,1,97,1
PT_310902,1484,816,18,6,0,125,134,21,21,8,11,11,11,3,1,57,10,0,0,0,2,3,367,7
PT_310906,212,125,2,1,0,20,10,0,4,2,1,1,0,1,0,6,1,0,0,1,0,0,74,1
PT_310903,2909,1726,30,10,0,295,277,57,55,24,21,25,25,4,4,161,16,0,0,5,4,18,685,10
PT_310904,1333,811,19,5,0,153,112,24,20,12,8,13,7,2,2,40,3,0,0,1,1,5,383,1
PT_310905,578,378,4,4,0,75,44,11,5,6,6,3,3,3,1,24,2,0,0,0,0,1,186,0
PT_311001,1232,573,19,2,0,74,112,8,6,10,3,3,4,1,2,18,3,0,0,0,4,3,295,6
PT_311002,1231,688,23,5,0,157,101,18,23,15,6,10,4,0,0,43,3,0,0,0,0,5,273,2
PT_311003,3364,1678,28,13,0,286,335,35,57,29,12,22,18,5,5,90,9,0,0,5,5,6,716,2
PT_120101,1817,1198,17,10,348,341,333,36,27,10,12,7,49,1,0,0,1,1,5,0,0,0,0,0
PT_120102,350,226,1,3,47,101,45,7,3,4,1,1,12,0,0,0,0,0,1,0,0,0,0,0
PT_120104,243,182,3,1,25,81,44,5,1,3,0,1,14,0,1,0,0,0,3,0,0,0,0,0
PT_120103,252,190,0,0,28,76,25,4,2,4,0,0,46,0,0,0,0,2,2,1,0,0,0,0
PT_120201,1589,1109,8,20,352,324,274,29,17,11,13,7,44,1,2,0,2,1,4,0,0,0,0,0
PT_120202,603,337,4,5,95,125,72,11,3,2,1,5,12,1,0,0,0,0,1,0,0,0,0,0
PT_120203,294,184,2,1,49,50,62,5,3,2,3,0,4,0,0,0,0,0,2,1,0,0,0,0
PT_120309,378,282,0,3,17,80,45,5,2,2,4,0,117,0,0,0,1,0,6,0,0,0,0,0
PT_120302,206,144,2,3,23,36,18,0,1,2,2,0,53,0,0,0,1,0,3,0,0,0,0,0
PT_120303,1365,916,10,17,159,282,140,23,18,7,13,15,217,0,0,0,4,1,10,0,0,0,0,0
PT_120310,770,541,3,2,66,204,96,6,8,8,5,1,137,0,0,0,0,1,4,0,0,0,0,0
PT_120305,400,296,5,8,49,97,54,4,1,1,2,3,69,0,0,0,0,0,3,0,0,0,0,0
PT_120306,215,172,2,0,24,54,44,4,2,2,1,2,37,0,0,0,0,0,0,0,0,0,0,0
PT_120401,3197,2014,21,32,310,717,505,78,46,21,41,13,201,3,1,0,8,5,12,0,0,0,0,0
PT_120402,492,355,5,4,21,141,105,13,8,2,3,3,45,1,0,0,1,1,2,0,0,0,0,0
PT_120403,3256,2147,27,35,260,792,589,76,43,23,38,10,229,1,2,0,3,4,15,0,0,0,0,0
PT_120501,444,305,2,3,64,128,67,12,1,4,4,3,10,1,0,0,0,2,3,1,0,0,0,0
PT_120502,1269,883,8,29,273,308,137,33,16,8,19,9,31,2,1,0,1,1,5,2,0,0,0,0
PT_120503,254,150,2,5,52,45,24,11,1,4,1,1,2,0,0,0,0,1,1,0,0,0,0,0
PT_120504,673,470,7,9,135,174,84,22,3,12,2,3,12,1,0,0,3,0,3,0,0,0,0,0
PT_120601,285,208,1,0,56,82,48,7,2,1,2,3,4,0,0,0,1,0,1,0,0,0,0,0
PT_120607,1779,1260,8,14,317,450,263,56,18,15,20,5,79,3,2,0,3,0,4,3,0,0,0,0
PT_120604,647,427,1,1,69,189,109,12,3,10,3,3,24,0,0,0,2,0,1,0,0,0,0,0
PT_120605,202,148,1,0,32,55,36,2,0,2,5,0,14,0,0,0,0,0,1,0,0,0,0,0
PT_120712,8101,5072,60,76,1214,1436,1717,136,108,48,93,64,76,2,3,0,14,13,10,2,0,0,0,0
PT_120714,674,457,11,5,79,139,165,8,7,2,7,0,24,3,1,0,1,1,4,0,0,0,0,0
PT_120713,4807,2501,31,30,334,806,1022,76,48,14,44,25,45,1,4,0,6,8,5,2,0,0,0,0
PT_120706,893,553,6,3,71,211,216,16,4,3,0,5,15,0,0,0,0,1,2,0,0,0,0,0
PT_120707,1460,993,10,7,214,285,383,17,20,7,11,7,21,0,0,0,7,1,2,1,0,0,0,0
