gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP.PPM,B.E.,PCP-PEV,MPT,NC,PAN,PNR,PCTP/MRPP,PDR,PTP-MAS,PURP,L/TDA,PPD/PSD.CDS-PP,PPV/CDC,JPP,PPM,CDS-PP,PTP
PT_100106,Cela,2918,1675,63,49,421,0,0,127,81,4,4,21,9,20,21,5,1,8,836,0,3,2,0,0
PT_100122,"Coz, Alpedriz e Montes",2873,1623,40,55,568,0,0,173,92,3,5,21,9,33,36,11,5,11,553,0,4,4,0,0
PT_100108,Évora De Alcobaça,3851,2433,56,66,574,0,0,160,67,6,9,28,3,23,26,6,5,11,1384,0,3,6,0,0
PT_100109,Maiorga,1771,1103,25,28,418,0,0,128,88,9,8,10,8,26,15,3,1,15,315,0,3,3,0,0
PT_100123,Pataias e Martingança,5822,3462,66,90,1140,0,0,447,248,21,13,46,14,42,101,19,8,24,1168,0,2,13,0,0
PT_100112,São Martinho Do Porto,2574,1351,31,25,416,0,0,148,47,6,5,14,6,21,17,3,3,15,579,0,3,12,0,0
PT_100114,Turquel,3748,2371,55,64,340,0,0,140,48,15,12,20,9,16,28,7,8,13,1583,0,7,6,0,0
PT_100116,Vimeiro,1697,1108,21,28,131,0,0,46,26,3,1,6,3,9,5,3,2,8,812,0,2,2,0,0
PT_100201,Almoster,642,389,12,10,72,0,0,12,3,0,1,0,1,3,5,1,0,4,263,0,0,2,0,0
PT_100208,Alvaiázere,1756,1050,21,24,201,0,0,67,18,1,1,9,6,7,16,5,0,1,668,0,1,4,0,0
PT_100204,Maçãs de Dona Maria,1700,946,20,20,130,0,0,41,9,5,1,2,6,1,10,4,1,5,687,0,0,4,0,0
PT_100205,Pelmá,879,409,5,8,49,0,0,19,2,0,0,5,2,1,2,1,0,2,313,0,0,0,0,0
PT_100209,Pussos São Pedro,1729,1053,23,19,181,0,0,52,20,6,1,10,4,8,13,1,0,2,711,0,1,1,0,0
PT_100301,Alvorge,1054,627,12,14,134,0,0,23,11,1,2,5,0,6,6,4,0,3,406,0,0,0,0,0
PT_100309,Ansião,3267,2010,35,58,563,0,0,122,65,10,7,22,13,19,36,6,6,12,1024,0,5,7,0,0
PT_100303,Avelar,1895,1139,26,18,347,0,0,67,41,9,4,10,3,14,13,7,2,6,571,0,0,1,0,0
PT_100304,Chão De Couce,1831,1125,21,29,238,0,0,78,25,4,3,7,0,3,17,3,2,6,680,0,4,5,0,0
PT_100306,Pousaflores,941,559,11,5,109,0,0,22,12,1,1,0,0,6,14,2,0,2,371,0,1,2,0,0
PT_100307,Santiago Da Guarda,2913,1656,37,29,287,0,0,74,29,8,4,10,5,11,32,8,2,9,1105,0,2,4,0,0
PT_100401,Batalha,7425,4353,119,152,836,0,0,434,121,14,16,64,26,37,91,14,11,43,2343,0,8,24,0,0
PT_100404,Golpilheira,1348,895,22,38,166,0,0,72,15,3,3,9,3,7,17,3,4,9,522,0,1,1,0,0
PT_100402,Reguengo Do Fetal,2028,1183,35,49,257,0,0,86,19,6,7,16,6,9,14,4,5,7,661,0,2,0,0,0
PT_100403,São Mamede,3452,2138,54,75,215,0,0,109,29,9,8,18,6,9,22,3,4,5,1559,0,7,6,0,0
PT_100506,Bombarral e Vale Covo,6201,3476,46,103,1088,0,0,356,345,18,12,62,22,47,51,9,10,26,1258,0,10,13,0,0
PT_100502,Carvalhal,2408,1343,35,34,376,0,0,111,64,3,6,11,6,15,17,8,5,4,640,0,5,3,0,0
PT_100505,Pó,699,436,7,11,81,0,0,23,16,2,0,3,2,3,6,0,1,4,275,0,1,1,0,0
PT_100503,Roliça,2296,1283,28,28,304,0,0,90,127,2,6,16,7,16,12,3,6,6,624,0,3,5,0,0
PT_100601,A Dos Francos,1491,886,20,35,189,0,0,71,34,9,3,6,1,12,14,3,5,4,476,0,1,3,0,0
PT_100602,Alvorninha,2581,1466,38,37,312,0,0,107,36,6,5,24,4,14,34,3,6,6,830,0,2,2,0,0
PT_100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,10608,5232,84,130,1612,0,0,761,376,28,20,97,25,60,76,31,22,62,1820,0,8,20,0,0
PT_100604,Carvalhal Benfeito,1114,640,7,16,78,0,0,39,6,3,0,4,4,4,7,3,2,1,465,0,1,0,0,0
PT_100606,Foz Do Arelho,1202,653,8,18,198,0,0,86,25,3,3,18,4,7,5,3,3,3,267,0,1,1,0,0
PT_100607,Landal,1011,613,16,17,116,0,0,35,8,2,0,5,4,3,5,1,4,1,393,0,2,1,0,0
PT_100608,Nadadouro,1631,983,13,32,236,0,0,102,46,7,2,22,9,6,16,8,2,15,464,0,2,1,0,0
PT_100617,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",16092,8910,127,253,2557,0,0,1097,491,44,35,148,41,84,132,34,38,95,3689,0,16,29,0,0
PT_100609,Salir De Matos,2310,1246,21,41,286,0,0,130,51,5,8,13,9,14,22,13,3,2,621,0,2,5,0,0
PT_100611,Santa Catarina,2786,1689,45,39,257,0,0,116,38,10,2,22,3,11,22,8,1,9,1101,0,3,2,0,0
PT_100619,Tornada e Salir do Porto,3821,2098,32,73,623,0,0,294,100,11,7,41,6,22,45,13,10,23,785,0,4,9,0,0
PT_100615,Vidais,986,574,8,13,115,0,0,54,18,1,3,4,5,5,8,2,3,4,330,0,0,1,0,0
PT_100703,Castanheira de Pêra e Coentral,2819,1662,38,24,761,0,0,119,64,3,4,9,4,13,23,6,4,10,573,0,2,5,0,0
PT_100801,Aguda,1093,690,30,15,162,0,0,26,12,4,0,1,2,4,5,4,2,1,419,0,2,1,0,0
PT_100802,Arega,895,536,7,6,136,0,0,25,6,3,0,1,1,6,6,0,1,3,334,0,1,0,0,0
PT_100803,Campelo,230,138,2,1,67,0,0,1,3,1,0,0,0,2,2,0,1,0,56,0,1,1,0,0
PT_100806,Figueiró dos Vinhos e Bairradas,3750,2272,60,74,746,0,0,150,47,5,7,16,7,13,33,10,3,9,1079,0,3,10,0,0
PT_100901,Amor,4102,2417,47,91,578,0,0,279,104,18,11,35,6,26,43,7,5,21,1133,0,7,6,0,0
PT_100902,Arrabal,2503,1664,18,42,280,0,0,125,34,8,4,14,7,8,22,4,5,8,1081,0,0,4,0,0
PT_100925,Bajouca,1877,1306,22,41,74,0,0,61,16,7,3,7,6,0,19,6,3,15,1020,0,3,3,0,0
PT_100926,Bidoeira De Cima,2114,1325,20,31,82,0,0,58,5,4,2,9,5,6,24,3,1,12,1057,0,2,4,0,0
PT_100907,Caranguejeira,4498,2779,45,74,262,0,0,124,25,13,6,30,6,14,41,12,7,16,2094,0,1,9,0,0
PT_100909,Coimbrão,1765,862,23,42,240,0,0,66,25,5,3,10,4,4,11,7,3,5,409,0,2,3,0,0
PT_100932,Colmeias e Memória,4333,2162,35,44,293,0,0,109,23,11,5,15,8,12,57,9,4,10,1519,0,2,6,0,0
PT_100933,"Leiria, Pousos, Barreira e Cortes",27707,17252,286,550,4563,0,0,1921,607,109,72,263,51,139,345,50,46,176,7993,0,23,58,0,0
PT_100913,Maceira,8622,5338,133,145,1443,0,0,560,245,30,15,63,38,86,103,14,25,49,2356,0,12,21,0,0
PT_100934,Marrazes e Barosa,20695,11521,219,379,3290,0,0,1427,535,58,54,188,55,110,265,38,33,110,4709,0,15,36,0,0
PT_100915,Milagres,2911,1618,43,58,287,0,0,119,31,16,4,9,7,10,31,4,6,9,976,0,1,7,0,0
PT_100935,Monte Real e Carvide,5168,2994,63,114,759,0,0,348,120,14,8,34,21,19,77,17,4,24,1359,0,7,6,0,0
PT_100936,Monte Redondo e Carreira,5110,2971,81,98,589,0,0,223,100,15,9,32,19,30,46,12,9,12,1685,0,1,10,0,0
PT_100937,Parceiros e Azoia,6163,4048,89,131,1014,0,0,451,122,19,17,56,18,23,83,17,9,39,1946,0,5,9,0,0
PT_100921,Regueira De Pontes,1932,1214,32,46,262,0,0,91,33,12,1,12,3,10,25,3,4,3,670,0,3,4,0,0
PT_100938,Santa Catarina da Serra e Chainça,4412,3051,64,70,304,0,0,113,17,12,8,14,6,14,45,9,3,19,2345,0,2,6,0,0
PT_100939,Santa Eufémia e Boa Vista,3930,2457,41,74,297,0,0,154,34,14,7,23,8,10,46,6,9,19,1708,0,3,4,0,0
PT_100940,Souto da Carpalhosa e Ortigosa,5344,3197,74,95,354,0,0,298,42,16,8,33,20,18,52,9,2,17,2148,0,6,5,0,0
PT_101001,Marinha Grande,27249,15548,241,417,4500,0,0,2441,2669,86,60,242,74,322,233,61,38,154,3954,0,22,34,0,0
PT_101003,Moita,1215,769,15,24,246,0,0,104,140,5,4,9,2,16,19,1,2,6,176,0,0,0,0,0
PT_101002,Vieira De Leiria,5264,2814,53,91,934,0,0,350,334,18,9,29,23,58,34,13,9,23,822,0,1,13,0,0
PT_101101,Famalicão,1493,901,21,20,295,0,0,112,44,8,3,7,5,8,12,3,5,10,342,0,1,5,0,0
PT_101102,Nazaré,10201,4541,74,68,1899,0,0,549,309,13,20,43,14,62,72,18,13,30,1350,0,1,6,0,0
PT_101103,Valado Dos Frades,2835,1511,18,52,470,0,0,207,192,10,8,15,3,28,29,2,7,9,455,0,1,5,0,0
PT_101201,A Dos Negros,1327,767,20,28,263,0,0,85,49,4,3,9,5,10,16,0,3,5,264,0,2,1,0,0
PT_101202,Amoreira,934,505,14,20,143,0,0,62,27,1,1,2,1,6,6,2,2,5,212,0,0,1,0,0
PT_101208,Gaeiras,1958,1289,21,39,431,0,0,159,79,5,9,26,3,23,16,6,4,12,450,0,3,3,0,0
PT_101203,Olho Marinho,1164,588,16,15,177,0,0,61,61,2,1,8,6,17,8,2,0,2,210,0,0,2,0,0
PT_101210,"Santa Maria, São Pedro e Sobral da Lagoa",3383,1827,35,52,576,0,0,235,113,5,7,26,7,21,22,6,4,14,698,0,2,4,0,0
PT_101209,Usseira,843,476,11,20,72,0,0,31,12,2,3,8,1,3,3,3,0,2,300,0,2,3,0,0
PT_101207,Vau,831,438,8,10,118,0,0,38,11,2,1,4,0,3,4,1,1,4,232,0,0,1,0,0
PT_101301,Graça,749,402,13,9,100,0,0,16,3,3,0,0,1,7,11,2,0,0,235,0,2,0,0,0
PT_101302,Pedrógão Grande,2173,1230,32,41,329,0,0,82,15,10,6,7,5,6,20,5,2,7,659,0,0,4,0,0
PT_101303,Vila Facaia,538,355,4,11,106,0,0,23,6,2,0,2,2,2,1,2,1,0,189,0,1,3,0,0
PT_101402,Atouguia Da Baleia,8044,4292,95,115,1129,0,0,396,268,25,15,69,24,52,55,24,18,32,1954,0,9,12,0,0
PT_101406,Ferrel,2490,1137,14,41,451,0,0,122,67,5,4,18,8,12,26,2,1,8,344,0,7,7,0,0
PT_101407,Peniche,13322,6354,87,145,2134,0,0,723,987,18,19,103,33,167,97,22,12,47,1732,0,8,20,0,0
PT_101405,Serra Del-Rei,1218,665,20,26,243,0,0,56,66,4,6,5,4,20,12,2,1,6,189,0,2,3,0,0
PT_101501,Abiul,2930,1239,21,25,158,0,0,57,17,0,4,6,4,6,11,4,2,8,911,0,2,3,0,0
PT_101503,Almagreira,3340,1436,22,31,237,0,0,85,9,5,8,5,2,12,19,5,4,6,983,0,0,3,0,0
PT_101504,Carnide,1814,900,11,19,62,0,0,32,3,1,0,4,3,8,9,0,2,4,736,0,3,3,0,0
PT_101505,Carriço,3398,1766,43,55,346,0,0,137,29,11,9,18,8,20,34,10,2,16,1023,0,1,4,0,0
PT_101518,"Guia, Ilha e Mata Mourisca",6199,3087,70,126,455,0,0,189,45,17,5,36,13,12,46,18,3,21,2013,0,8,10,0,0
PT_101506,Louriçal,4569,2348,43,72,407,0,0,210,71,10,7,36,9,19,51,14,7,18,1363,0,2,9,0,0
PT_101515,Meirinhas,1582,911,14,29,98,0,0,44,7,4,2,5,3,7,15,1,0,2,677,0,1,2,0,0
PT_101508,Pelariga,2076,1048,20,24,248,0,0,85,20,1,2,5,9,4,35,5,1,7,579,0,1,2,0,0
PT_101509,Pombal,16040,7273,127,237,1849,0,0,744,228,67,16,104,30,57,129,37,14,54,3558,0,6,16,0,0
PT_101510,Redinha,2100,1009,14,11,295,0,0,75,19,2,2,10,3,7,25,5,2,7,529,0,0,3,0,0
PT_101519,Santiago e São Simão de Litém e Albergaria dos Doze,5410,2545,40,81,544,0,0,168,65,8,10,9,7,28,48,15,10,9,1494,0,2,7,0,0
PT_101513,Vermoil,2851,1370,24,32,218,0,0,70,37,11,10,11,5,10,25,8,3,8,891,0,1,6,0,0
PT_101514,Vila Cã,1576,781,16,33,131,0,0,51,17,7,1,8,4,3,15,4,3,5,478,0,2,3,0,0
PT_101602,Alqueidão Da Serra,1743,987,32,32,253,0,0,98,42,2,7,8,6,8,12,2,2,4,474,0,3,2,0,0
PT_101615,Alvados e Alcaria,757,480,6,11,56,0,0,19,9,3,1,4,3,2,5,1,1,1,356,0,2,0,0,0
PT_101616,Arrimal e Mendiga,1407,986,25,24,183,0,0,71,18,12,3,6,6,6,10,13,2,12,590,0,1,4,0,0
PT_101605,Calvaria De Cima,2079,1186,22,40,342,0,0,119,50,6,5,16,9,13,27,4,3,7,520,0,2,1,0,0
PT_101606,Juncal,2801,1715,25,65,398,0,0,145,48,13,7,21,5,28,31,6,6,14,891,0,3,9,0,0
PT_101608,Mira De Aire,3365,1806,44,38,581,0,0,217,73,11,4,28,14,14,37,9,7,7,709,0,7,6,0,0
PT_101609,Pedreiras,2273,1362,24,47,299,0,0,117,37,5,6,13,7,10,34,4,4,8,745,0,0,2,0,0
PT_101614,Porto de Mós - São João Baptista e São Pedro,5365,3028,55,119,803,0,0,292,95,14,15,30,24,27,70,12,4,17,1436,0,6,9,0,0
PT_101610,São Bento,822,448,11,9,45,0,0,16,8,3,1,2,3,2,4,0,0,2,337,0,3,2,0,0
PT_101613,Serro Ventoso,862,572,24,28,84,0,0,38,9,4,2,4,5,10,8,1,4,1,346,0,3,1,0,0
PT_110117,Abrigada e Cabanas de Torres,3613,2312,47,62,836,0,0,231,427,8,4,30,9,29,24,9,5,15,572,0,1,3,0,0
PT_110118,Aldeia Galega da Merceana e Aldeia Gavinha,2493,1497,19,25,546,0,0,90,246,9,0,15,11,18,7,3,1,12,486,0,3,6,0,0
PT_110119,Alenquer (Santo Estêvão e Triana),8802,5404,75,144,1796,0,0,623,708,29,21,74,27,89,63,15,19,61,1644,0,6,10,0,0
PT_110106,Carnota,1416,863,16,19,312,0,0,74,118,8,4,10,2,15,13,2,1,1,259,0,2,7,0,0
PT_110120,Carregado e Cadafais,10138,5339,77,125,1605,0,0,816,830,25,21,94,31,80,61,23,18,42,1465,0,12,14,0,0
PT_110107,Meca,1454,933,5,22,389,0,0,78,145,5,2,4,0,15,10,8,1,3,243,0,2,1,0,0
PT_110108,Olhalvo,1613,1128,5,27,458,0,0,87,144,4,3,4,3,13,5,8,6,7,350,0,1,3,0,0
PT_110109,Ota,1020,693,10,10,223,0,0,84,103,6,1,13,3,4,3,4,5,3,219,0,0,2,0,0
PT_110121,Ribafria e Pereiro de Palhacana,1301,780,10,13,314,0,0,82,100,5,1,6,4,17,3,7,0,2,213,0,3,0,0,0
PT_110113,Ventosa,1770,1157,19,29,473,0,0,89,91,5,3,13,4,15,7,5,3,2,395,0,1,3,0,0
PT_110114,Vila Verde Dos Francos,999,577,5,8,263,0,0,49,35,1,4,3,1,9,1,6,1,4,184,0,2,1,0,0
PT_111513,Águas Livres,31098,18188,335,312,7151,0,0,2053,1962,73,46,333,115,184,200,123,61,163,5006,0,24,47,0,0
PT_111512,Alfragide,13248,8630,121,184,2826,0,0,949,687,30,23,164,51,70,69,55,31,122,3213,0,16,19,0,0
PT_111514,Encosta do Sol,22894,12757,229,228,5096,0,0,1469,1496,76,33,252,88,160,107,76,51,99,3252,0,20,25,0,0
PT_111515,Falagueira-Venda Nova,19134,11122,184,134,4346,0,0,1294,1580,47,29,208,87,137,112,42,48,99,2742,0,9,24,0,0
PT_111516,Mina de Água,35066,20584,386,379,7205,0,0,2591,2323,105,84,446,198,236,309,111,95,197,5816,0,49,54,0,0
PT_111517,Venteira,22194,13351,201,200,5104,0,0,1407,1452,55,42,268,98,108,116,63,47,136,4011,0,16,27,0,0
PT_110201,Arranhó,1972,1269,14,15,443,0,0,98,87,5,0,10,8,16,13,4,1,5,546,0,2,2,0,0
PT_110202,Arruda Dos Vinhos,6841,4273,59,109,1369,0,0,552,435,20,12,77,16,63,52,20,15,35,1423,0,6,10,0,0
PT_110203,Cardosas,641,405,6,7,130,0,0,37,66,2,0,4,1,1,3,1,1,2,143,0,0,1,0,0
PT_110204,São Tiago dos Velhos,1108,685,16,22,256,0,0,85,64,1,4,7,7,10,7,1,4,6,193,0,0,2,0,0
PT_110301,Alcoentre,2371,1304,34,25,511,0,0,143,149,8,4,12,6,14,19,3,11,3,350,0,4,8,0,0
PT_110302,Aveiras De Baixo,1080,709,13,10,227,0,0,89,124,9,1,10,8,15,9,2,3,2,177,0,6,4,0,0
PT_110303,Aveiras De Cima,3980,2162,42,35,823,0,0,310,392,8,3,26,17,60,17,2,4,13,407,0,2,1,0,0
PT_110304,Azambuja,6577,3834,68,64,1268,0,0,570,553,28,8,61,24,67,42,11,15,38,990,0,10,17,0,0
PT_110310,"Manique do Intendente, Vila Nova de São Pedro e Maçussa",1999,1320,27,26,486,0,0,137,247,4,3,13,3,28,15,5,3,27,294,0,0,2,0,0
PT_110306,Vale Do Paraíso,793,518,3,11,207,0,0,87,83,2,0,4,3,12,7,0,1,4,93,0,0,1,0,0
PT_110307,Vila Nova Da Rainha,716,455,2,7,184,0,0,68,63,0,1,7,2,10,10,0,0,2,96,0,3,0,0,0
PT_110401,Alguber,714,459,4,10,189,0,0,32,24,3,1,4,1,8,5,1,0,1,175,0,0,1,0,0
PT_110411,Cadaval e Pêro Moniz,3171,1741,34,40,575,0,0,176,104,9,8,29,9,19,14,14,10,8,684,0,2,6,0,0
PT_110412,Lamas e Cercal,3227,1897,39,41,783,0,0,164,102,8,9,24,10,23,26,13,3,6,635,0,7,4,0,0
PT_110413,Painho e Figueiros,1774,939,12,21,318,0,0,61,63,3,1,6,0,4,14,2,2,5,426,0,1,0,0,0
PT_110407,Peral,818,488,12,12,149,0,0,50,38,2,0,1,2,9,2,2,1,2,202,0,0,4,0,0
PT_110409,Vermelha,1133,694,13,14,245,0,0,41,35,2,2,11,4,6,5,2,0,2,308,0,2,2,0,0
PT_110410,Vilar,1545,898,19,41,213,0,0,80,39,2,1,12,6,3,15,3,1,4,457,0,0,2,0,0
PT_110501,Alcabideche,33438,18798,285,397,5445,0,0,2065,1345,93,63,392,107,191,173,72,66,130,7900,0,20,54,0,0
PT_110507,Carcavelos e Parede,38669,25006,281,519,7349,0,0,2555,1516,103,80,519,119,140,224,73,75,448,10910,0,20,75,0,0
PT_110508,Cascais e Estoril,55617,32189,348,584,7926,0,0,2708,1596,117,93,647,164,149,263,87,90,362,16952,0,21,82,0,0
PT_110506,São Domingos De Rana,46637,27461,402,584,8804,0,0,3291,2634,153,118,662,187,257,262,140,102,303,9451,0,30,81,0,0
PT_110601,Ajuda,13875,8232,93,107,3548,0,0,796,1064,38,23,144,31,84,62,35,39,120,2028,0,6,14,0,0
PT_110602,Alcântara,12313,7577,100,128,2810,0,0,748,805,24,21,155,32,51,50,32,30,150,2421,0,5,15,0,0
PT_110654,Alvalade,29529,19621,235,370,5792,0,0,1579,1114,47,63,414,81,90,148,63,43,418,9085,0,17,62,0,0
PT_110655,Areeiro,19911,12955,130,268,3831,0,0,1107,613,47,31,224,65,53,84,38,37,347,6026,0,7,47,0,0
PT_110656,Arroios,29136,16961,235,311,5651,0,0,1819,1229,65,51,433,72,109,128,67,37,569,6128,0,10,47,0,0
PT_110657,Avenidas Novas,21461,14447,166,227,4136,0,0,1017,699,37,47,225,44,46,82,38,17,328,7300,0,8,30,0,0
PT_110607,Beato,11241,6726,104,116,2757,0,0,691,810,32,19,126,47,78,60,21,30,84,1721,0,6,24,0,0
PT_110658,Belém,14445,9956,103,188,2854,0,0,713,554,33,19,158,45,33,56,29,27,186,4927,0,4,27,0,0
PT_110608,Benfica,33969,21802,283,357,8128,0,0,2140,1746,65,57,414,75,121,189,97,77,360,7603,0,24,66,0,0
PT_110659,Campo de Ourique,20752,13553,183,232,4428,0,0,1227,980,28,37,296,45,104,65,32,52,337,5476,0,11,20,0,0
PT_110610,Campolide,13273,8071,111,109,2932,0,0,792,656,26,36,153,34,73,49,36,24,120,2884,0,9,27,0,0
PT_110611,Carnide,16423,10853,165,246,3848,0,0,1041,1041,42,30,168,74,96,79,51,34,162,3741,0,8,27,0,0
PT_110660,Estrela,17480,11374,112,179,3203,0,0,815,728,30,25,159,44,61,51,27,38,246,5622,0,12,22,0,0
PT_110618,Lumiar,38081,26442,324,576,8518,0,0,2221,1439,80,85,457,106,132,167,87,74,547,11574,0,12,43,0,0
PT_110621,Marvila,34822,18616,302,244,7857,0,0,2267,2223,106,71,364,164,347,172,112,107,163,4021,0,49,47,0,0
PT_110661,Misericórdia,12066,6990,62,112,2505,0,0,719,582,31,17,159,30,64,47,24,22,262,2342,0,3,9,0,0
PT_110633,Olivais,31357,19666,248,321,7740,0,0,2002,2064,83,45,393,114,207,173,68,59,273,5806,0,15,55,0,0
PT_110662,Parque das Nações,16192,10962,118,231,3796,0,0,1000,634,34,44,203,35,64,80,35,32,204,4424,0,6,22,0,0
PT_110663,Penha de França,25376,15042,205,195,5686,0,0,1728,1441,54,44,382,83,148,111,59,47,266,4528,0,21,44,0,0
PT_110664,Santa Clara,18788,9976,151,162,3937,0,0,961,1012,47,42,200,80,115,85,38,49,148,2912,0,12,25,0,0
PT_110665,Santa Maria Maior,11340,5897,80,84,2314,0,0,599,663,18,12,114,43,62,35,25,12,164,1651,0,4,17,0,0
PT_110666,Santo António,11793,7300,75,132,2174,0,0,660,464,26,21,143,25,33,48,27,17,278,3158,0,1,18,0,0
PT_110639,São Domingos De Benfica,29880,20427,235,398,6709,0,0,1589,1126,50,37,320,83,88,149,58,62,401,9071,0,17,34,0,0
PT_110667,São Vicente,13240,7675,103,114,2989,0,0,874,789,28,21,143,30,80,49,33,31,229,2129,0,10,23,0,0
PT_110702,Bucelas,3823,2476,33,48,915,0,0,294,449,13,5,37,18,46,24,11,10,16,548,0,5,4,0,0
PT_110731,"Camarate, Unhos e Apelação",26915,14843,285,222,5680,0,0,1477,2497,83,53,264,141,277,146,65,72,77,3443,0,23,38,0,0
PT_110705,Fanhões,2225,1422,28,33,479,0,0,121,259,2,7,23,4,27,18,1,2,10,404,0,0,4,0,0
PT_110707,Loures,23630,15006,256,297,4727,0,0,1726,2023,64,57,265,126,178,136,72,54,136,4836,0,17,36,0,0
PT_110708,Lousa,2594,1562,25,30,433,0,0,195,223,14,7,24,20,15,16,4,5,11,538,0,1,1,0,0
PT_110726,Moscavide e Portela,19323,12810,174,243,4616,0,0,1049,1119,47,46,196,59,104,92,33,58,162,4778,0,7,27,0,0
PT_110727,Sacavém e Prior Velho,19393,12361,193,201,4779,0,0,1230,1879,38,29,229,79,137,105,59,42,119,3209,0,19,14,0,0
PT_110728,"Santa Iria de Azoia, São João da Talha e Bobadela",36883,24708,429,452,8605,0,0,2590,4831,115,67,392,185,341,248,101,78,170,6029,0,30,45,0,0
PT_110729,Santo Antão e São Julião do Tojal,6462,4053,78,64,1448,0,0,377,863,14,13,50,25,64,35,16,11,26,955,0,8,6,0,0
PT_110730,Santo António dos Cavaleiros e Frielas,24134,13652,200,242,4916,0,0,1752,1633,59,52,295,111,122,126,70,50,128,3838,0,26,32,0,0
PT_110812,Lourinhã e Atalaia,10751,5981,106,151,1512,0,0,663,308,32,22,86,38,56,68,24,20,40,2838,0,3,14,0,0
PT_110813,Miragaia e Marteleira,3177,1839,39,36,476,0,0,165,73,12,3,19,9,4,13,7,10,12,954,0,5,2,0,0
PT_110803,Moita Dos Ferreiros,1620,862,12,11,145,0,0,47,27,2,2,10,2,5,9,1,1,1,580,0,3,4,0,0
PT_110805,Reguengo Grande,1410,729,20,30,200,0,0,57,58,3,4,8,3,9,4,4,2,5,320,0,2,0,0,0
PT_110810,Ribamar,1830,1087,25,38,200,0,0,63,36,5,4,11,8,7,11,0,1,3,666,0,7,2,0,0
PT_110806,Santa Bárbara,1599,1010,18,24,192,0,0,70,35,4,3,12,6,8,9,3,3,8,610,0,1,4,0,0
PT_110814,São Bartolomeu dos Galegos e Moledo,1349,743,28,25,177,0,0,59,39,3,2,9,1,8,2,3,6,3,373,0,4,1,0,0
PT_110808,Vimeiro,1245,753,19,29,165,0,0,82,29,5,7,15,11,7,10,5,4,1,364,0,0,0,0,0
PT_110918,Azueira e Sobral da Abelheira,3455,2201,39,70,770,0,0,169,120,10,8,32,6,32,26,8,11,12,874,0,9,5,0,0
PT_110902,Carvoeira,1865,1127,20,32,282,0,0,168,107,8,5,25,4,14,13,4,4,18,420,0,2,1,0,0
PT_110904,Encarnação,3610,2303,44,75,402,0,0,181,88,18,9,44,7,9,17,10,8,14,1361,0,4,12,0,0
PT_110919,"Enxara do Bispo, Gradil e Vila Franca do Rosário",2942,1733,21,45,561,0,0,171,127,8,11,23,13,17,17,12,12,16,672,0,3,4,0,0
PT_110906,Ericeira,8562,5024,69,141,1466,0,0,646,354,28,25,125,27,33,54,46,17,58,1920,0,5,10,0,0
PT_110920,Igreja Nova e Cheleiros,3492,2145,47,55,609,0,0,176,122,12,8,38,17,20,30,7,11,8,978,0,4,3,0,0
PT_110909,Mafra,14720,8897,148,272,2494,0,0,1187,647,57,37,198,70,69,109,52,32,132,3347,0,25,21,0,0
PT_110921,Malveira e São Miguel de Alcainça,6495,3704,71,98,1035,0,0,452,301,22,13,61,26,40,47,23,7,36,1452,0,5,15,0,0
PT_110911,Milharado,5495,3570,75,85,950,0,0,388,263,29,21,81,40,46,40,24,15,35,1454,0,6,18,0,0
PT_110913,Santo Isidoro,3311,2099,32,85,567,0,0,199,113,15,7,44,16,22,18,9,9,13,943,0,4,3,0,0
PT_110922,Venda do Pinheiro e Santo Estêvão das Galés,7726,4966,86,121,1369,0,0,547,405,37,20,118,39,63,50,16,17,38,2014,0,13,13,0,0
PT_111603,Odivelas,51499,30496,502,595,10918,0,0,3438,2761,135,99,637,222,287,291,153,123,349,9870,0,44,72,0,0
PT_111608,Pontinha e Famões,29089,17101,330,299,6391,0,0,1966,1811,81,66,347,135,234,171,78,80,131,4893,0,33,55,0,0
PT_111609,Póvoa de Santo Adrião e Olival Basto,15814,8995,164,145,3363,0,0,1017,1001,41,24,160,56,88,88,36,45,65,2655,0,22,25,0,0
PT_111610,Ramada e Caneças,26988,17275,289,329,5763,0,0,2127,1688,72,68,358,157,180,184,113,55,146,5691,0,19,36,0,0
PT_111012,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",41364,26867,345,482,8845,0,0,2576,1978,90,84,533,115,149,159,100,72,459,10794,0,27,59,0,0
PT_111002,Barcarena,11391,7649,104,166,2345,0,0,963,787,35,29,182,53,77,86,40,23,94,2625,0,15,25,0,0
PT_111013,Carnaxide e Queijas,29478,19424,316,452,6447,0,0,2040,1609,80,61,400,86,152,146,68,72,312,7108,0,32,43,0,0
PT_111014,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",50929,32483,410,659,9905,0,0,3490,2121,144,102,757,137,209,264,95,113,553,13415,0,25,84,0,0
PT_111009,Porto Salvo,12035,7286,120,168,2641,0,0,941,659,41,21,169,69,73,59,35,30,101,2134,0,13,12,0,0
PT_111122,Agualva e Mira-Sintra,34632,18839,289,327,6956,0,0,2330,1995,97,72,424,136,179,213,90,78,141,5437,0,31,44,0,0
PT_111102,Algueirão-Mem Martins,53158,28803,456,515,9375,0,0,3897,2919,171,127,741,247,300,288,172,118,255,9100,0,52,70,0,0
