gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
PT_160806,Friestas,551,318,3,16,137,100,9,15,4,2,3,17,0,0,0,6,0,0,0,1,1,1,1,1,1
PT_160817,Gandra e Taião,1340,589,11,19,254,203,21,25,2,3,1,9,0,1,0,21,3,0,0,0,1,8,3,4,0
PT_160808,Ganfei,1134,633,9,14,272,231,11,40,6,3,0,11,0,2,0,16,5,0,2,0,1,8,0,1,1
PT_160818,Gondomil e Sanfins,504,202,0,1,47,116,7,14,0,1,1,2,0,0,0,3,0,1,1,0,0,8,0,0,0
PT_160819,São Julião e Silva,568,277,3,9,74,138,12,9,3,1,2,6,0,1,0,6,1,1,0,1,1,5,1,1,2
PT_160812,São Pedro Da Torre,1236,639,13,14,229,264,29,43,2,5,3,10,0,3,0,12,0,1,0,2,0,6,2,0,1
PT_160820,"Valença, Cristelo Covo e Arão",4717,1923,26,52,652,749,68,164,13,11,8,50,4,15,0,54,15,4,7,4,3,14,1,4,5
PT_160816,Verdoejo,554,336,0,6,158,110,6,28,1,1,3,15,0,0,0,3,1,0,0,2,1,1,0,0,0
PT_160901,Afife,1447,869,8,23,276,250,35,103,9,8,11,84,3,7,0,26,9,2,1,2,0,6,0,3,3
PT_160902,Alvarães,2672,1235,32,27,435,443,79,80,5,8,7,29,4,7,0,30,8,1,5,2,2,14,4,5,8
PT_160903,Amonde,272,168,4,3,66,50,6,12,4,2,2,13,0,0,0,2,0,1,1,0,1,1,0,0,0
PT_160904,Anha,2289,1355,29,55,509,457,48,116,5,12,8,26,0,10,0,35,6,4,3,1,3,11,1,3,13
PT_160905,Areosa,4343,2408,40,76,851,543,54,390,18,27,18,209,0,13,0,79,10,6,2,5,4,10,8,5,40
PT_160941,Barroselas e Carvoeiro,4739,2587,41,104,884,914,97,216,26,9,22,76,2,26,0,76,18,9,6,5,2,28,4,14,8
PT_160942,Cardielos e Serreleis,2068,1344,32,43,479,455,49,124,14,13,7,42,0,6,0,24,5,2,2,5,2,28,3,2,7
PT_160908,Carreço,1666,1007,8,32,300,283,42,178,10,10,10,69,0,10,0,27,4,1,0,1,1,4,5,3,9
PT_160910,Castelo Do Neiva,3178,1329,34,37,397,455,96,109,8,11,8,42,7,7,0,45,16,6,4,3,9,17,5,2,11
PT_160940,Chafé,3192,1324,32,63,479,340,67,131,12,7,13,60,1,7,0,52,9,3,2,5,1,20,5,2,13
PT_160911,Darque,7346,3449,62,110,1204,793,101,403,35,29,20,405,6,18,0,127,33,7,3,6,8,23,8,4,44
PT_160914,Freixieiro De Soutelo,462,270,4,4,84,89,13,33,1,0,3,12,0,0,0,8,3,3,1,5,0,3,1,1,2
PT_160943,"Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",3343,1770,45,51,639,648,118,109,18,7,7,27,6,11,0,26,10,1,2,5,7,19,4,3,7
PT_160915,Lanheses,1569,847,11,17,268,354,40,77,6,7,7,15,0,6,0,13,1,1,4,1,1,6,2,2,8
PT_160944,Mazarefes e Vila Fria,2595,1429,30,35,614,365,43,132,12,14,6,86,1,2,0,40,6,0,4,1,4,19,5,2,8
PT_160920,Montaria,544,278,5,13,81,120,14,20,2,2,0,8,0,2,0,4,2,0,1,0,0,3,0,1,0
PT_160922,Mujães,1513,767,12,27,248,242,72,88,6,3,2,15,1,2,0,22,5,0,3,0,2,8,2,4,3
PT_160945,"Nogueira, Meixedo e Vilar de Murteda",1444,814,10,33,309,287,38,67,5,5,7,18,2,5,0,13,1,1,2,2,0,6,0,2,1
PT_160925,Outeiro,1105,669,17,44,241,216,18,62,5,2,5,12,1,5,0,14,6,4,1,2,0,6,4,1,3
PT_160926,Perre,2649,1711,43,69,605,400,70,226,12,12,13,125,3,12,0,53,11,3,2,5,4,20,5,5,13
PT_160948,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,23136,13375,236,352,4444,3222,394,2039,106,134,93,1239,12,116,0,472,108,20,16,33,20,84,39,32,164
PT_160928,Santa Marta de Portuzelo,3563,2099,54,60,781,648,55,221,18,11,12,101,5,12,0,46,7,6,2,5,2,20,9,2,22
PT_160923,São Romão de Neiva,1202,629,8,20,231,204,32,63,3,5,5,9,2,2,0,18,1,1,6,3,1,12,2,1,0
PT_160946,"Subportela, Deocriste e Portela Susã",2324,1301,19,44,437,493,64,101,11,7,7,30,5,8,0,32,7,5,4,2,1,9,3,2,10
PT_160947,Torre e Vila Mou,1226,659,15,25,155,264,55,52,4,8,7,19,1,7,0,21,2,3,2,1,2,6,1,2,7
PT_160938,Vila De Punhe,2237,1230,13,38,534,336,61,106,9,5,11,40,0,9,0,33,8,4,2,2,1,6,5,4,3
PT_160935,Vila Franca,1668,922,24,29,339,305,39,71,7,2,2,38,0,7,0,25,1,3,1,2,7,12,2,0,6
PT_161016,Campos e Vila Meã,1431,713,11,29,275,226,35,66,5,6,6,14,2,3,0,12,3,2,3,2,1,10,1,0,1
PT_161017,Candemil e Gondar,362,221,2,12,80,75,9,21,3,0,1,3,1,1,0,9,0,0,1,0,1,0,1,0,1
PT_161003,Cornes,446,240,5,12,101,72,7,15,4,2,0,8,0,2,0,1,3,1,1,2,0,4,0,0,0
PT_161004,Covas,580,270,9,9,98,92,11,17,0,1,2,3,2,1,0,6,5,3,1,3,0,4,1,0,2
PT_161006,Gondarém,907,518,9,13,243,158,14,47,2,0,0,8,2,1,0,10,3,0,2,0,0,4,1,1,0
PT_161007,Loivo,816,401,12,11,193,99,10,33,7,1,1,14,1,4,0,11,1,0,0,1,0,2,0,0,0
PT_161009,Mentrestido,255,136,1,3,53,47,6,7,1,2,1,3,0,1,0,4,0,0,1,0,0,5,0,0,1
PT_161018,Reboreda e Nogueira,944,531,9,14,194,179,15,51,7,3,3,17,1,7,0,9,3,1,2,0,0,8,1,2,5
PT_161012,Sapardos,357,194,3,4,75,80,10,9,0,1,1,2,0,0,0,5,0,0,1,0,1,0,0,1,1
PT_161013,Sopo,549,247,3,6,116,90,2,16,0,1,0,1,1,0,0,6,1,1,0,0,1,2,0,0,0
PT_161019,Vila Nova de Cerveira e Lovelhe,1775,954,16,30,368,275,33,106,17,5,11,25,2,5,0,30,6,1,3,4,1,12,0,4,0
PT_170101,Alijó,2484,1184,50,18,435,429,49,114,12,8,7,25,3,4,0,18,3,0,3,1,0,5,0,0,0
PT_170120,Carlão e Amieiro,827,340,18,3,131,123,16,27,2,0,0,9,0,1,0,3,2,0,1,0,0,4,0,0,0
PT_170121,Castedo e Cotas,569,285,12,4,87,117,18,17,1,3,1,9,1,0,0,6,2,0,0,2,0,5,0,0,0
PT_170107,Favaios,1012,477,15,7,228,138,20,30,3,4,4,13,0,2,0,7,2,0,0,1,0,2,1,0,0
PT_170108,Pegarinhos,532,182,3,4,76,56,14,6,2,4,1,10,0,0,0,4,2,0,0,0,0,0,0,0,0
PT_170109,Pinhão,617,330,5,11,152,82,8,24,6,0,1,29,0,1,0,3,6,0,0,0,0,1,1,0,0
PT_170122,Pópulo e Ribalonga,667,245,10,7,88,95,12,13,1,1,1,6,2,0,0,2,0,0,1,1,0,5,0,0,0
PT_170112,Sanfins Do Douro,1390,695,18,20,287,232,34,38,5,28,6,10,0,1,0,4,3,0,2,1,0,4,2,0,0
PT_170113,Santa Eugénia,351,202,7,7,87,67,16,5,2,1,0,1,1,0,0,1,4,0,1,0,0,2,0,0,0
PT_170114,São Mamede De Ribatua,660,331,10,12,155,85,22,15,1,6,2,12,1,0,0,7,0,0,1,0,0,2,0,0,0
PT_170123,"Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",481,272,5,9,148,71,9,11,0,3,3,4,1,1,0,2,1,0,0,0,0,4,0,0,0
PT_170116,Vila Chã,512,224,13,4,101,80,8,4,2,3,2,1,0,0,0,0,1,0,0,0,0,3,2,0,0
PT_170118,Vilar De Maçada,949,386,20,4,158,148,12,15,3,0,0,4,1,2,0,12,3,0,1,0,0,3,0,0,0
PT_170117,Vila Verde,689,293,8,6,96,136,17,13,1,5,1,1,1,1,0,0,2,0,2,0,0,3,0,0,0
PT_170217,Alturas do Barroso e Cerdedo,768,302,4,9,69,198,5,6,1,0,1,4,0,1,0,0,1,0,0,0,0,3,0,0,0
PT_170218,Ardãos e Bobadela,906,356,13,3,90,218,7,8,1,0,0,2,3,0,0,3,1,0,4,0,0,2,1,0,0
PT_170203,Beça,1159,691,20,9,144,479,9,11,2,0,0,4,1,3,0,5,0,0,1,0,0,2,1,0,0
PT_170219,Boticas e Granja,1763,857,26,12,236,479,17,39,4,2,2,17,2,2,0,2,3,0,0,1,0,10,3,0,0
PT_170220,"Codessoso, Curros e Fiães do Tâmega",470,223,1,3,28,175,1,5,0,0,0,6,0,0,0,1,1,0,0,2,0,0,0,0,0
PT_170208,Covas Do Barroso,332,146,1,7,33,75,4,1,0,1,0,17,0,0,0,3,3,0,0,0,0,1,0,0,0
PT_170210,Dornelas,526,161,5,4,62,58,1,10,0,0,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0
PT_170213,Pinho,579,211,5,1,75,104,16,4,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0
PT_170215,Sapiãos,711,268,8,5,77,150,12,6,1,0,0,2,0,1,0,3,2,0,0,0,0,1,0,0,0
PT_170221,Vilar e Viveiro,624,319,4,1,59,239,4,2,0,0,0,5,1,0,0,1,2,0,0,0,0,1,0,0,0
PT_170301,Águas Frias,821,355,9,8,152,125,23,12,3,1,0,8,0,1,0,6,2,0,0,1,0,2,2,0,0
PT_170302,Anelhe,550,182,2,3,53,96,5,8,1,2,0,1,0,1,0,5,3,0,0,1,0,1,0,0,0
PT_170305,Bustelo,562,250,5,11,75,117,10,13,0,5,1,2,1,1,0,4,2,0,0,3,0,0,0,0,0
PT_170356,Calvão e Soutelinho da Raia,760,268,13,5,108,95,19,12,1,0,0,6,0,0,0,3,3,0,2,0,0,1,0,0,0
PT_170309,Cimo De Vila Da Castanheira,544,185,8,1,81,69,13,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
PT_170310,Curalha,554,218,2,11,70,78,15,6,2,3,0,24,0,0,0,2,4,0,0,0,0,1,0,0,0
PT_170355,"Eiras, São Julião de Montenegro e Cela",969,471,11,9,167,199,24,28,0,3,3,8,0,0,0,8,3,0,0,1,0,7,0,0,0
PT_170312,Ervededo,890,326,9,4,121,135,6,19,6,0,0,6,3,0,0,5,4,0,4,1,0,2,1,0,0
PT_170313,Faiões,813,422,16,16,165,142,12,28,1,4,6,17,1,2,0,9,1,0,0,0,0,2,0,0,0
PT_170314,Lama De Arcos,382,174,6,3,65,81,3,5,0,0,0,3,1,0,0,0,2,0,1,0,0,4,0,0,0
PT_170357,Loivos e Póvoa de Agrações,878,325,9,6,120,141,21,15,2,0,1,1,0,0,0,4,1,0,0,1,0,2,1,0,0
PT_170354,Madalena e Samaiões,3064,1294,30,34,488,497,54,69,11,10,8,47,4,4,0,24,5,0,3,2,0,3,1,0,0
PT_170316,Mairos,345,165,2,2,69,70,5,7,0,0,1,2,2,0,0,4,0,0,0,1,0,0,0,0,0
PT_170317,Moreiras,290,100,3,4,28,51,6,2,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0
PT_170318,Nogueira Da Montanha,713,266,14,4,58,158,11,3,1,2,1,3,4,0,0,0,2,0,2,0,0,2,1,0,0
PT_170320,Oura,626,242,7,2,83,104,16,14,2,1,2,4,0,1,0,2,2,0,1,0,0,1,0,0,0
PT_170321,Outeiro Seco,886,414,13,6,176,132,14,24,5,3,4,16,0,5,0,12,3,0,1,0,0,0,0,0,0
PT_170322,Paradela,280,134,8,5,34,66,13,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
PT_170353,Planalto de Monforte (Oucidres e Bobadela),381,150,1,5,69,59,8,4,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
PT_170324,Redondelo,596,243,4,7,136,62,11,12,0,2,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0
PT_170327,Sanfins,313,103,6,0,25,58,6,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0
PT_170358,Santa Cruz/Trindade e Sanjurge,3704,1567,44,34,552,588,49,122,27,12,11,47,0,8,0,39,10,0,5,3,0,12,4,0,0
PT_170329,Santa Leocádia,377,130,4,2,50,65,2,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
PT_170350,Santa Maria Maior,11906,5220,123,126,1934,1890,161,416,46,30,39,236,8,15,0,127,20,0,10,10,0,19,10,0,0
PT_170330,Santo António De Monforte,496,239,8,2,94,87,18,13,0,1,2,5,0,1,0,4,0,0,0,0,0,3,1,0,0
PT_170331,Santo Estêvão,649,231,10,9,87,87,9,13,0,0,1,4,0,1,0,1,1,0,0,3,0,5,0,0,0
PT_170333,São Pedro De Agostém,1573,644,19,27,252,225,25,33,3,3,4,25,3,3,0,12,4,0,1,1,0,3,1,0,0
PT_170334,São Vicente,294,133,1,1,43,49,26,5,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0
PT_170359,Soutelo e Seara Velha,685,317,15,9,95,150,9,14,2,0,3,8,1,1,0,4,2,0,0,0,0,2,2,0,0
PT_170360,Travancas e Roriz,687,268,6,3,134,82,6,15,3,1,1,6,0,0,0,1,5,0,4,0,0,0,1,0,0
PT_170340,Tronco,290,91,2,1,43,38,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
PT_170341,Vale De Anta,1408,751,20,14,252,286,27,59,8,5,7,43,2,6,0,8,3,0,1,2,0,4,4,0,0
PT_170361,"Vidago (Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)",2035,909,14,25,356,355,37,50,5,20,7,12,4,1,0,11,6,0,0,1,0,4,1,0,0
PT_170344,Vilar De Nantes,1896,925,30,20,345,313,54,70,7,5,8,23,0,6,0,28,5,0,2,3,0,6,0,0,0
PT_170345,Vilarelho Da Raia,699,272,8,4,100,123,14,12,4,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0
PT_170347,Vilas Boas,245,98,2,0,24,59,7,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
PT_170343,Vila Verde Da Raia,908,393,10,9,132,165,16,21,2,1,2,9,1,1,0,11,6,0,3,0,0,3,1,0,0
PT_170349,Vilela Do Tâmega,413,194,7,4,72,65,21,10,3,0,0,4,0,1,0,3,0,0,1,1,0,2,0,0,0
PT_170348,Vilela Seca,364,141,7,3,64,49,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
PT_170401,Barqueiros,561,285,3,3,169,52,7,27,4,0,0,6,0,0,0,5,0,0,0,1,0,7,1,0,0
PT_170402,Cidadelhe,142,82,3,0,38,17,5,9,2,0,0,3,0,0,0,1,2,0,0,1,0,0,1,0,0
PT_170408,Mesão Frio (Santo André),1616,823,19,15,324,271,49,75,4,3,4,10,2,3,0,27,1,0,2,3,0,9,2,0,0
PT_170403,Oliveira,363,180,1,4,65,76,15,8,0,2,1,4,1,0,0,2,0,0,0,0,0,1,0,0,0
PT_170407,Vila Marim,1076,413,12,12,194,110,31,30,0,2,1,10,0,1,0,7,1,0,1,0,0,1,0,0,0
PT_170501,Atei,1274,526,9,7,233,165,45,18,2,2,4,12,2,0,0,10,2,0,2,1,0,7,5,0,0
PT_170502,Bilhó,657,263,4,6,69,100,55,16,2,2,1,0,1,1,0,3,1,0,0,0,0,2,0,0,0
PT_170509,Campanhó e Paradança,973,363,5,9,101,174,53,6,1,0,0,5,0,0,0,3,1,0,2,2,0,0,1,0,0
PT_170510,Ermelo e Pardelhas,631,255,8,0,94,91,38,11,0,1,1,2,1,1,0,2,0,0,3,0,0,1,1,0,0
PT_170505,São Cristóvão de Mondim de Basto,3168,1576,31,36,575,548,163,91,8,4,10,48,3,5,0,23,14,0,1,4,0,7,5,0,0
PT_170508,Vilar De Ferreiros,1264,550,5,12,225,211,45,15,3,1,1,5,0,6,0,6,8,0,3,0,0,1,3,0,0
PT_170601,Cabril,562,260,3,5,146,64,11,17,3,0,0,4,1,0,0,0,2,0,1,0,0,3,0,0,0
PT_170636,"Cambeses do Rio, Donões e Mourilhe",641,184,11,6,75,75,4,4,2,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0
PT_170603,Cervos,411,82,1,2,28,42,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170604,Chã,1155,342,6,6,144,155,15,10,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
PT_170607,Covelo Do Gerês,188,99,3,0,55,36,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PT_170609,Ferral,385,175,3,2,93,59,1,3,1,1,0,5,0,0,0,2,3,0,0,0,0,2,0,0,0
PT_170612,Gralhas,309,133,5,3,74,40,4,1,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
PT_170637,Meixedo e Padornelos,598,174,7,6,76,62,6,8,1,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0
PT_170638,Montalegre e Padroso,2191,992,5,26,383,410,29,59,4,8,6,21,1,5,0,22,5,0,0,1,0,7,0,0,0
PT_170616,Morgade,325,7,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170618,Negrões,234,105,0,3,79,18,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
PT_170619,Outeiro,201,86,0,0,37,44,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170639,"Paradela, Contim e Fiães",577,169,6,4,78,64,1,7,1,1,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0
PT_170623,Pitões Das Junias,293,113,0,4,58,36,8,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0
PT_170625,Reigoso,280,87,1,2,44,34,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PT_170626,Salto,1608,774,15,16,366,266,33,34,2,3,2,12,0,1,0,7,12,0,1,0,0,3,1,0,0
PT_170627,Santo André,295,118,4,0,70,32,1,4,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
PT_170629,Sarraquinhos,466,93,6,5,35,39,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PT_170640,Sezelhe e Covelães,427,159,3,9,90,49,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170631,Solveira,271,78,4,1,33,21,6,9,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
PT_170632,Tourém,181,83,1,2,42,28,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PT_170641,Venda Nova e Pondras,522,224,5,8,105,83,5,6,2,2,0,0,1,0,0,1,2,0,0,0,0,4,0,0,0
PT_170642,Viade de Baixo e Fervidelas,1017,402,3,11,209,130,12,15,4,2,1,5,2,0,0,5,2,0,1,0,0,0,0,0,0
PT_170635,Vila Da Ponte,276,150,4,1,86,52,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170643,Vilar de Perdizes e Meixide,847,254,9,5,107,109,8,7,0,0,1,2,0,1,0,3,1,0,0,0,0,1,0,0,0
PT_170701,Candedo,1110,527,16,8,221,207,29,18,1,1,1,13,0,0,0,5,5,0,0,1,0,0,1,0,0
PT_170710,Carva e Vilares,596,261,4,13,120,93,7,13,2,0,0,3,1,0,0,2,1,0,1,1,0,0,0,0,0
PT_170703,Fiolhoso,719,231,5,9,90,92,16,7,0,3,0,1,2,1,0,2,2,0,0,0,0,0,1,0,0
PT_170704,Jou,763,308,5,15,131,109,14,10,3,0,2,5,0,0,0,5,4,0,0,0,0,4,1,0,0
PT_170705,Murça,2007,1035,27,31,318,485,47,62,6,5,3,16,0,1,0,15,7,0,1,3,0,6,2,0,0
PT_170711,Noura e Palheiros,1017,487,10,7,153,221,32,28,3,3,3,9,0,3,0,8,3,0,0,1,0,1,2,0,0
PT_170708,Valongo De Milhais,397,162,3,3,52,93,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0
PT_170802,Fontelas,665,329,7,9,125,114,12,27,2,3,3,12,1,1,0,7,4,0,0,0,0,1,1,0,0
PT_170813,Galafura e Covelinhas,977,345,19,5,120,140,24,8,2,0,1,10,2,0,0,2,9,0,1,0,0,1,1,0,0
PT_170805,Loureiro,1005,445,7,11,214,128,19,33,4,1,1,9,1,0,0,6,4,0,2,0,0,4,1,0,0
PT_170814,Moura Morta e Vinhós,887,338,7,7,126,141,19,8,1,1,1,10,1,0,0,8,6,0,0,1,0,1,0,0,0
PT_170815,Peso da Régua e Godim,8837,4337,59,91,1864,1469,137,301,39,37,20,175,10,17,0,69,17,0,1,6,0,21,4,0,0
PT_170816,Poiares e Canelas,1408,538,12,9,248,186,13,31,8,4,4,12,0,1,0,6,3,0,0,1,0,0,0,0,0
PT_170809,Sedielos,1067,343,10,6,166,115,13,15,2,0,1,4,0,0,0,8,1,0,0,0,0,2,0,0,0
PT_170810,Vilarinho Dos Freires,837,340,7,8,154,105,9,25,2,2,4,14,1,2,0,3,1,0,2,0,0,1,0,0,0
PT_170901,Alvadia,288,130,1,0,40,56,17,2,0,3,2,2,2,0,0,0,3,0,0,0,0,2,0,0,0
PT_170902,Canedo,703,163,4,4,61,83,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PT_170908,Cerva e Limões,2846,1178,28,18,507,404,80,57,4,5,2,37,3,5,0,13,7,0,2,2,0,4,0,0,0
PT_170909,Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,3785,1511,31,20,667,586,73,62,9,0,2,20,7,2,0,7,6,0,1,2,0,14,2,0,0
PT_170906,Santa Marinha,993,323,9,8,190,75,14,13,0,1,1,2,1,0,0,1,4,0,1,1,0,1,1,0,0
PT_171001,Celeirós,202,109,2,3,48,35,3,7,2,0,1,2,0,0,0,2,1,0,0,0,0,3,0,0,0
PT_171002,Covas Do Douro,420,216,6,6,93,66,9,12,0,4,2,6,1,0,0,5,1,0,0,1,0,3,1,0,0
PT_171004,Gouvinhas,293,106,6,1,29,49,7,6,0,0,0,3,1,0,0,1,1,0,0,0,0,2,0,0,0
PT_171007,Paços,777,302,11,7,126,95,12,16,3,6,3,9,1,2,0,6,2,0,1,2,0,0,0,0,0
PT_171005,Parada De Pinhão,311,183,6,1,54,88,13,8,1,2,2,2,1,0,0,2,0,0,0,0,0,3,0,0,0
PT_171016,"Provesende, Gouvães do Douro e São Cristóvão do Douro",505,258,6,10,123,73,12,16,0,0,1,1,0,1,0,4,1,0,1,0,0,9,0,0,0
PT_171009,Sabrosa,1082,630,12,15,272,214,11,45,1,3,2,30,1,3,0,10,2,0,2,1,0,5,1,0,0
PT_171011,São Lourenço De Ribapinhão,450,169,7,5,78,48,7,14,0,2,0,3,0,0,0,1,1,0,0,0,0,3,0,0,0
PT_171017,São Martinho de Antas e Paradela de Guiães,1162,472,18,11,192,153,20,36,4,2,1,8,1,1,0,8,5,0,1,2,0,8,1,0,0
PT_171013,Souto Maior,526,220,6,6,97,83,7,8,0,0,2,3,0,2,0,3,2,0,0,0,0,1,0,0,0
PT_171014,Torre Do Pinhão,382,175,5,1,43,95,10,8,2,0,0,4,0,1,0,2,1,0,1,0,0,2,0,0,0
PT_171015,Vilarinho De São Romão,280,113,6,0,42,47,5,7,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
PT_171101,Alvações Do Corgo,440,250,3,2,140,65,8,16,1,1,1,6,1,2,0,2,1,0,0,0,0,1,0,0,0
PT_171102,Cumieira,1155,579,16,16,250,187,33,27,1,2,5,10,5,2,0,11,5,0,0,1,0,5,3,0,0
PT_171103,Fontes,1009,393,3,8,198,127,15,14,1,1,0,5,2,3,0,8,1,0,0,0,0,6,1,0,0
PT_171111,Lobrigos (São Miguel e São João Baptista) e Sanhoane,2721,1298,30,32,558,399,71,92,13,4,9,36,3,12,0,17,10,0,3,3,0,6,0,0,0
PT_171112,Louredo e Fornelos,724,375,3,6,175,144,5,20,2,1,2,9,0,1,0,4,2,0,0,0,0,0,1,0,0
PT_171106,Medrões,501,256,5,3,119,79,13,24,0,1,0,4,0,0,0,4,2,0,0,0,0,2,0,0,0
PT_171110,Sever,810,389,13,6,183,127,12,19,4,6,1,3,0,1,0,9,3,0,0,1,0,1,0,0,0
PT_171201,Água Revés E Crasto,395,194,7,7,61,97,9,2,0,0,0,0,0,0,0,6,2,0,2,1,0,0,0,0,0
PT_171203,Algeriz,630,306,8,1,91,175,15,3,1,1,0,2,0,1,0,2,3,0,1,0,0,1,1,0,0
PT_171205,Bouçoães,553,201,5,2,54,125,9,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
PT_171206,Canaveses,292,101,6,2,25,48,8,6,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_171232,Carrazedo de Montenegro e Curros,2085,903,30,21,160,548,63,25,10,5,4,10,3,0,0,9,3,0,2,0,0,8,2,0,0
PT_171209,Ervões,755,301,10,17,84,140,18,12,3,1,1,1,1,1,0,8,0,0,1,0,0,1,2,0,0
PT_171211,Fornos Do Pinhal,344,187,4,2,56,120,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_171212,Friões,805,325,8,4,63,208,21,8,1,3,0,1,1,0,0,1,1,0,2,0,0,2,1,0,0
PT_171233,"Lebução, Fiães e Nozelos",899,337,10,7,91,179,17,10,7,2,0,5,1,0,0,3,0,0,0,1,0,4,0,0,0
PT_171215,Padrela E Tazem,455,151,6,5,42,77,9,1,1,0,1,3,1,1,0,0,1,0,1,0,0,2,0,0,0
PT_171216,Possacos,494,230,6,5,80,111,4,13,0,0,1,1,1,0,0,4,1,0,0,0,0,3,0,0,0
PT_171217,Rio Torto,421,170,6,5,54,95,3,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0
PT_171219,Santa Maria De Emeres,363,187,3,2,56,101,10,6,1,0,1,0,0,0,0,1,1,0,1,0,0,2,2,0,0
PT_171220,Santa Valha,471,210,1,4,43,134,11,9,0,0,0,1,1,0,0,3,1,0,0,1,0,1,0,0,0
PT_171221,Santiago da Ribeira de Alhariz,884,262,4,5,28,192,16,4,1,2,1,1,2,1,0,1,0,0,0,2,0,2,0,0,0
PT_171222,São João Da Corveira,821,275,12,5,115,123,6,6,0,2,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0
PT_171223,São Pedro De Veiga De Lila,333,159,3,2,58,72,8,7,1,0,0,1,0,0,0,0,3,0,1,0,0,1,2,0,0
PT_171224,Serapicos,319,152,17,2,14,101,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
PT_171234,Sonim e Barreiros,529,240,11,4,62,121,19,6,3,0,1,0,0,5,0,4,3,0,0,0,0,1,0,0,0
PT_171235,Tinhela e Alvarelhos,427,171,0,2,22,115,11,13,0,0,0,2,0,0,0,1,1,0,0,1,0,2,1,0,0
PT_171227,Vales,284,126,6,0,32,58,22,2,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
PT_171236,Valpaços e Sanfins,5121,2134,49,37,689,965,92,125,18,12,11,50,4,4,0,47,12,0,4,6,0,6,3,0,0
PT_171229,Vassal,530,218,3,4,44,131,13,8,1,3,0,4,0,0,0,5,2,0,0,0,0,0,0,0,0
PT_171230,Veiga De Lila,274,163,9,0,23,112,6,3,2,0,2,1,1,0,0,2,0,0,0,1,0,0,1,0,0
