gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
PT_030508,Codeçoso,380,226,4,3,88,96,10,14,0,0,0,3,0,0,1,3,1,0,0,0,0,3,0,0,0
PT_030510,Fervença,1150,640,16,12,150,352,36,29,2,4,4,11,1,3,0,8,3,1,0,0,0,5,0,1,2
PT_030515,Moreira Do Castelo,567,325,9,5,111,138,26,14,2,0,1,4,0,1,0,4,1,2,0,1,1,5,0,0,0
PT_030517,Rego,1177,588,14,9,155,248,66,31,1,7,1,5,0,11,0,15,1,4,3,1,0,12,3,1,0
PT_030518,Ribas,883,480,10,5,146,236,20,17,10,0,2,12,0,3,2,4,0,1,0,0,1,9,2,0,0
PT_030521,Vale De Bouro,751,359,7,8,133,161,8,15,0,0,0,5,1,0,0,11,2,1,0,0,1,4,2,0,0
PT_030527,"Veade, Gagos e Molares",1779,990,13,20,396,341,43,71,5,4,4,33,5,2,0,35,6,2,2,2,0,4,2,0,0
PT_030601,Antas,2080,1187,25,47,347,486,59,79,8,15,19,27,2,14,2,31,4,7,0,3,2,7,1,2,0
PT_030616,Apúlia e Fão,7221,3910,63,125,1054,1641,324,271,30,17,31,103,1,34,0,110,25,11,2,11,3,31,15,1,7
PT_030617,Belinho e Mar,3066,1584,40,59,346,660,105,155,13,12,8,66,1,21,3,34,11,14,3,4,7,15,3,0,4
PT_030618,"Esposende, Marinhas e Gandra",11131,6319,118,171,1855,2347,456,518,44,48,57,253,5,87,9,194,28,17,11,6,6,50,15,18,6
PT_030619,Fonte Boa e Rio Tinto,1666,1098,16,25,251,553,122,62,6,3,3,8,1,6,0,10,3,4,2,1,2,17,1,1,1
PT_030608,Forjães,2424,1421,16,48,478,547,47,106,10,12,15,50,1,10,0,47,12,4,1,0,1,7,4,2,3
PT_030610,Gemeses,1064,611,27,15,168,264,43,36,4,2,5,11,1,9,0,13,0,3,2,2,1,4,1,0,0
PT_030620,Palmeira de Faro e Curvos,2870,1687,39,49,483,658,111,168,11,10,9,52,0,14,1,48,4,3,3,2,2,13,6,0,1
PT_030615,Vila Chã,1358,644,15,20,140,317,32,34,3,5,3,11,0,10,0,17,3,6,3,0,2,16,2,3,2
PT_030737,"Aboim, Felgueiras, Gontim e Pedraído",1131,506,8,14,211,174,18,27,7,0,4,20,0,1,0,5,3,4,0,3,1,3,0,2,1
PT_030738,Agrela e Serafão,1219,670,7,21,314,109,18,21,3,1,2,5,1,5,19,4,1,0,0,0,0,138,0,0,1
PT_030739,Antime e Silvares (São Clemente),1962,1243,20,27,605,281,40,99,5,2,7,80,0,1,0,34,18,1,6,2,1,11,1,1,1
PT_030740,"Ardegão, Arnozela e Seidões",1125,599,10,15,243,207,28,50,2,1,1,14,1,1,1,14,3,0,0,2,0,4,1,1,0
PT_030705,Armil,679,454,5,14,201,117,11,48,2,1,2,25,1,2,0,10,2,1,0,1,2,7,0,1,1
PT_030726,Arões (Santa Cristina),1378,711,9,20,371,164,20,58,6,4,1,23,2,0,1,15,1,2,0,1,1,9,3,0,0
PT_030730,Arões (São Romão),3309,1728,23,61,665,625,49,130,5,9,6,50,0,7,1,47,13,5,0,5,1,17,4,3,2
PT_030741,Cepães e Fareja,2030,1141,18,39,514,322,40,77,10,8,6,33,0,5,1,25,9,5,2,5,6,11,1,2,2
PT_030708,Estorãos,1927,969,22,18,439,237,24,100,7,5,9,39,3,5,1,29,8,4,0,1,4,11,3,0,0
PT_030709,Fafe,15249,8653,170,249,3449,2638,274,808,56,46,59,381,8,59,6,259,42,15,6,15,11,67,16,11,8
PT_030712,Fornelos,1437,749,7,13,365,169,23,72,5,7,4,33,0,2,0,25,4,3,2,2,1,11,1,0,0
PT_030742,Freitas e Vila Cova,825,425,10,2,211,109,18,31,7,1,0,17,0,0,1,2,2,2,0,0,2,8,1,0,1
PT_030714,Golães,2093,1141,17,37,446,432,37,77,5,3,2,32,0,5,0,30,5,1,1,0,1,6,3,1,0
PT_030716,Medelo,1381,789,26,28,339,236,28,49,5,6,4,19,2,6,0,22,5,2,2,1,2,3,3,0,1
PT_030743,Monte e Queimadela,1178,415,8,9,150,183,18,16,0,3,2,4,1,1,0,6,4,1,1,1,1,5,0,1,0
PT_030744,Moreira do Rei e Várzea Cova,2017,1039,8,30,476,307,38,92,6,4,1,31,0,2,2,21,3,1,0,1,2,13,1,0,0
PT_030719,Paços,1008,516,9,15,217,158,16,48,4,2,2,11,0,3,1,8,2,4,0,1,1,11,3,0,0
PT_030722,Quinchães,2129,1243,22,36,557,382,34,101,17,2,4,39,0,6,0,20,9,1,1,2,2,6,2,0,0
PT_030723,Regadas,1572,928,16,25,396,336,26,65,2,3,4,25,1,2,0,14,2,0,2,3,0,4,0,0,2
PT_030724,Revelhe,750,379,4,15,182,105,10,32,4,2,2,10,0,0,0,6,3,0,0,0,0,3,1,0,0
PT_030725,Ribeiros,583,346,6,9,151,99,12,25,4,1,1,7,0,2,1,11,1,1,0,0,2,12,0,1,0
PT_030728,São Gens,1725,943,16,20,446,283,36,74,6,6,1,14,1,2,1,22,2,1,0,0,0,6,3,2,1
PT_030729,Silvares (São Martinho),1231,774,13,17,362,241,27,51,3,2,2,18,1,3,0,15,2,1,0,0,0,11,2,3,0
PT_030733,Travassós,1665,739,19,30,284,250,26,40,4,3,4,39,3,1,0,11,4,2,1,5,1,10,1,1,0
PT_030736,Vinhós,681,349,5,6,149,103,13,25,2,0,0,25,0,2,1,7,5,0,0,0,0,5,1,0,0
PT_030875,Abação e Gémeos,2337,1459,18,50,575,467,77,97,9,7,8,46,2,18,1,33,12,7,2,5,2,14,6,2,1
PT_030876,"Airão Santa Maria, Airão São João e Vermil",3168,2281,29,72,878,781,144,188,12,5,10,69,1,7,2,42,10,2,3,1,3,12,5,2,3
PT_030801,Aldão,1218,754,15,24,282,241,26,77,9,4,7,23,0,8,0,10,8,2,2,2,0,12,1,1,0
PT_030877,Arosa e Castelões,740,394,5,18,170,112,16,33,3,2,5,12,0,0,0,6,6,2,0,1,0,2,0,0,1
PT_030878,Atães e Rendufe,2324,1288,22,48,596,328,44,116,4,3,9,41,1,8,0,16,13,5,5,4,5,16,1,1,2
PT_030804,Azurém,7698,4792,42,153,1708,1425,180,568,32,28,58,286,8,80,8,125,29,6,9,7,4,19,12,2,3
PT_030806,Barco,1383,792,13,41,299,282,31,55,3,2,3,23,0,10,0,18,3,4,1,0,3,1,0,0,0
PT_030879,Briteiros Santo Estêvão e Donim,2062,1140,11,39,459,376,51,70,2,10,10,36,2,4,0,36,8,3,5,4,5,9,0,0,0
PT_030880,Briteiros São Salvador e Briteiros Santa Leocádia,1692,884,11,22,336,300,32,65,3,3,8,55,2,2,1,15,6,3,1,1,6,7,2,0,3
PT_030807,Brito,4324,2778,41,85,1143,765,73,283,13,17,12,189,2,20,0,66,25,4,3,6,8,15,4,2,2
PT_030808,Caldelas,5939,3542,54,114,1361,1090,114,361,18,20,22,175,2,34,2,101,19,4,7,5,5,17,8,6,3
PT_030857,Candoso (São Martinho),1197,824,13,23,372,199,13,78,3,3,6,73,0,3,0,25,5,0,1,2,1,3,1,0,0
PT_030881,Candoso São Tiago e Mascotelos,3189,2131,25,66,793,592,73,249,12,15,17,127,2,40,6,69,10,5,2,4,1,17,1,4,1
PT_030882,Conde e Gandarela,2176,1484,19,33,700,260,30,158,12,4,5,172,2,3,3,36,13,4,1,3,1,15,5,2,3
PT_030812,Costa,4259,2874,35,88,778,1206,104,277,12,23,39,117,0,73,0,75,6,4,5,4,1,18,6,1,2
PT_030813,Creixomil,8817,5587,65,144,1872,1937,205,558,28,38,40,379,5,58,0,156,35,11,4,11,5,20,7,4,5
PT_030815,Fermentões,5032,2991,30,99,1227,770,95,355,25,20,19,152,0,32,1,97,19,6,0,10,1,21,5,3,4
PT_030820,Gonça,873,570,8,13,271,172,20,39,3,1,3,15,0,1,1,11,2,1,1,0,0,4,1,0,3
PT_030821,Gondar,2367,1508,18,46,670,308,16,182,6,2,22,169,2,4,11,31,6,0,0,2,0,10,1,2,0
PT_030823,Guardizela,2061,1404,11,32,664,365,31,137,6,4,5,74,1,3,0,37,14,3,3,1,1,11,1,0,0
PT_030824,Infantas,1529,959,16,21,454,236,32,98,5,7,2,32,1,3,0,13,7,4,1,1,2,20,1,1,2
PT_030883,"Leitões, Oleiros e Figueiredo",1320,888,9,27,318,320,74,56,6,4,0,28,1,3,1,23,1,2,1,1,1,10,2,0,0
PT_030827,Longos,1393,703,7,25,297,228,40,39,0,2,4,35,0,2,0,10,2,1,2,3,1,3,2,0,0
PT_030828,Lordelo,3757,2323,27,64,1064,621,78,223,13,7,13,105,1,13,0,39,7,2,6,7,1,25,4,1,2
PT_030830,Mesão Frio,4037,2592,27,74,960,811,80,305,14,25,20,100,2,42,1,65,16,6,3,6,2,27,1,4,1
PT_030831,Moreira De Cónegos,4301,2724,33,51,1400,507,58,286,8,10,9,239,2,15,0,60,18,3,2,4,1,11,5,0,2
PT_030832,Nespereira,2393,1485,17,41,744,341,32,131,10,5,7,62,0,13,2,49,14,2,1,3,2,3,1,2,3
PT_030884,"Oliveira, São Paio e São Sebastião",7312,4523,55,98,1403,1620,243,436,20,26,54,289,6,63,7,126,30,6,0,12,1,10,10,6,2
PT_030835,Pencelo,1115,702,10,16,336,166,24,63,4,4,3,37,0,6,0,19,5,0,2,3,0,2,0,1,1
PT_030836,Pinheiro,1045,655,8,22,307,159,25,73,3,5,3,24,0,5,0,10,3,1,0,1,1,4,0,0,1
PT_030837,Polvoreira,3135,2044,16,67,1043,420,55,199,4,7,14,84,3,22,4,45,19,9,2,3,2,13,4,4,5
PT_030838,Ponte,5871,3505,49,122,1601,815,64,369,20,17,23,198,3,29,1,118,24,10,2,9,2,16,5,2,6
PT_030842,Prazins (Santa Eufémia),1120,696,11,21,295,234,15,62,2,1,0,26,1,7,1,11,4,0,0,0,0,4,0,0,1
PT_030885,Prazins Santo Tirso e Corvite,1718,1079,20,43,404,361,53,83,8,6,10,32,1,11,0,23,5,2,3,2,0,9,2,0,1
PT_030840,Ronfe,4054,2730,36,108,1163,820,63,281,7,6,22,100,1,12,0,52,13,4,2,5,8,17,3,5,2
PT_030858,Sande (São Martinho),2411,1304,17,46,519,464,45,86,2,4,9,48,0,4,0,27,9,4,4,1,1,6,3,2,3
PT_030886,Sande São Lourenço e Balazar,1696,837,13,32,350,278,37,50,4,9,3,20,1,3,0,13,1,3,1,0,1,6,8,3,1
PT_030887,Sande Vila Nova e Sande São Clemente,3210,1985,25,78,785,608,102,188,7,12,10,82,0,11,1,40,14,3,2,4,2,7,1,2,1
PT_030865,São Torcato,3169,1984,30,74,858,596,65,156,4,9,11,74,1,6,2,44,14,5,2,2,4,18,4,4,1
PT_030850,Selho (São Cristovão),2001,1289,17,39,582,268,25,153,2,1,6,114,1,10,2,32,10,3,0,4,1,13,4,2,0
PT_030854,Selho (São Jorge),5261,3483,43,137,1355,887,78,397,18,15,22,323,0,28,2,84,32,9,8,11,2,22,3,6,1
PT_030888,Selho São Lourenço e Gominhães,2038,1289,18,35,578,340,34,123,6,8,13,52,0,10,0,34,17,3,2,0,2,11,1,1,1
PT_030866,Serzedelo,3220,2058,28,59,985,410,43,209,9,6,7,196,1,10,2,37,16,4,4,6,2,18,3,2,1
PT_030889,Serzedo e Calvos,2075,1241,19,38,564,296,85,103,9,9,7,35,0,16,1,28,5,2,2,0,4,12,2,2,2
PT_030868,Silvares,2096,1361,19,36,592,388,57,121,2,7,7,57,0,9,0,33,7,2,2,1,3,12,3,1,2
PT_030890,"Souto Santa Maria, Souto São Salvador e Gondomar",2141,1113,20,24,486,350,40,92,1,4,7,32,3,4,1,21,5,4,2,2,4,10,0,1,0
PT_030891,Tabuadelo e São Faustino,2265,1523,20,37,661,459,53,114,7,7,7,57,1,6,2,51,8,6,6,1,2,11,4,2,1
PT_030871,Urgezes,4942,3154,42,101,1210,1020,117,330,18,18,16,93,2,48,3,69,20,3,2,8,1,19,9,3,2
PT_030930,Águas Santas e Moure,590,358,3,5,178,114,11,25,4,0,1,10,0,0,0,4,0,1,0,0,0,2,0,0,0
PT_030931,Calvos e Frades,738,419,2,9,177,155,18,28,0,2,5,5,0,0,0,5,3,1,0,1,0,6,2,0,0
PT_030932,Campos e Louredo,1463,910,30,23,431,291,45,36,4,6,2,18,0,5,0,11,1,1,0,0,1,5,0,0,0
PT_030906,Covelas,397,271,6,12,104,87,14,23,2,2,4,10,0,1,0,2,1,0,0,0,1,1,0,1,0
PT_030933,Esperança e Brunhais,684,341,7,12,146,133,15,9,0,0,2,4,0,2,0,3,1,1,0,0,1,1,3,1,0
PT_030908,Ferreiros,359,216,4,4,109,74,2,7,7,3,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0
PT_030934,Fonte Arcada e Oliveira,1668,913,7,25,345,378,52,47,4,2,6,9,0,2,0,21,5,1,0,0,0,8,1,0,0
PT_030912,Galegos,591,307,5,10,109,126,11,22,1,0,1,8,1,0,0,6,2,1,0,2,0,0,1,1,0
PT_030913,Garfe,1164,590,9,22,218,235,22,40,3,3,2,11,1,4,0,10,2,1,0,0,0,5,1,0,1
PT_030914,Geraz Do Minho,507,346,10,9,157,113,13,16,5,1,0,0,0,1,0,11,6,0,0,0,0,3,1,0,0
PT_030915,Lanhoso,729,393,6,11,107,193,14,24,4,1,0,7,0,1,0,15,1,2,0,0,0,6,1,0,0
PT_030917,Monsul,734,416,5,15,168,171,17,16,5,0,3,6,0,1,0,3,1,0,1,0,0,2,2,0,0
PT_030919,Póvoa De Lanhoso (Nossa Senhora Do Amparo),5177,2809,34,84,1032,1123,102,189,18,10,11,84,2,12,2,65,3,7,3,3,3,11,8,2,1
PT_030921,Rendufinho,670,364,12,7,123,159,16,17,2,3,0,8,2,1,0,5,7,0,0,0,0,1,0,0,1
PT_030922,Santo Emilião,907,468,12,11,154,194,17,40,1,2,2,11,0,1,0,12,3,2,0,0,0,6,0,0,0
PT_030923,São João De Rei,392,225,4,5,111,61,11,22,0,0,0,3,0,0,0,4,1,0,0,0,0,3,0,0,0
PT_030924,Serzedelo,735,377,3,9,130,149,19,31,1,7,0,11,0,3,2,3,1,1,0,0,0,6,0,1,0
PT_030925,Sobradelo Da Goma,787,401,6,10,141,191,14,15,3,0,1,9,0,0,0,5,1,1,1,0,0,2,1,0,0
PT_030926,Taíde,1749,876,21,34,379,303,24,60,4,7,2,12,1,6,0,14,1,0,0,1,0,7,0,0,0
PT_030927,Travassos,676,380,2,5,139,156,30,21,1,5,1,8,0,1,0,6,0,0,0,1,0,2,2,0,0
PT_030935,"Verim, Friande e Ajude",723,378,4,7,147,167,8,21,4,2,0,5,1,0,0,3,4,0,0,0,1,2,1,1,0
PT_030929,Vilela,604,361,18,9,103,183,8,17,2,0,0,10,2,1,0,3,1,0,0,0,0,3,1,0,0
PT_031001,Balança,330,220,7,6,68,77,7,19,2,8,0,10,1,0,0,10,0,2,0,0,0,1,0,1,1
PT_031003,Campo Do Gerês,174,94,0,1,32,44,0,4,2,0,2,3,0,1,0,2,1,1,0,1,0,0,0,0,0
PT_031004,Carvalheira,337,213,6,8,64,90,17,6,1,5,1,6,0,1,0,5,0,0,0,0,0,2,1,0,0
PT_031018,Chamoim e Vilar,417,235,4,12,73,107,3,13,1,2,0,13,0,0,0,2,2,0,1,2,0,0,0,0,0
PT_031019,Chorense e Monte,575,302,7,9,71,162,13,9,2,4,0,11,1,1,0,5,1,2,1,0,0,1,2,0,0
PT_031020,Cibões e Brufe,354,177,4,9,45,93,10,6,0,1,0,2,0,1,0,0,2,0,0,0,0,1,3,0,0
PT_031008,Covide,334,181,1,2,62,79,11,9,3,0,0,7,0,0,0,5,1,0,0,0,0,0,0,1,0
PT_031009,Gondoriz,298,159,2,2,72,68,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_031010,Moimenta,724,414,9,11,160,165,10,25,4,7,2,9,0,0,0,6,3,2,0,0,0,0,1,0,0
PT_031012,Ribeira,226,132,1,4,23,67,3,10,0,8,0,6,0,2,0,2,0,1,1,0,0,3,0,0,1
PT_031013,Rio Caldo,847,437,9,18,132,217,17,15,1,2,1,9,0,2,1,7,2,0,0,1,0,1,1,0,1
PT_031014,Souto,493,312,9,14,89,117,28,18,2,1,4,12,2,2,1,8,0,0,1,0,0,3,0,0,1
PT_031015,Valdosende,582,330,1,12,133,111,12,15,0,3,3,32,0,0,0,1,3,0,0,0,0,1,1,2,0
PT_031017,Vilar Da Veiga,1164,605,8,21,256,209,17,26,5,1,0,33,1,3,1,11,4,0,3,0,0,5,0,1,0
PT_031122,Anissó e Soutelo,398,226,9,3,75,102,13,10,0,0,1,8,0,0,0,3,1,0,0,0,0,1,0,0,0
PT_031123,Anjos e Vilar do Chão,627,353,6,3,116,173,11,22,1,3,1,3,0,0,0,3,5,2,0,0,0,2,2,0,0
PT_031124,Caniçada e Soengas,558,304,4,5,97,141,18,14,4,1,0,9,0,0,0,2,4,2,0,0,0,2,1,0,0
PT_031105,Cantelães,724,367,8,12,142,132,11,29,1,0,2,19,0,2,0,3,3,1,0,1,1,0,0,0,0
PT_031107,Eira Vedra,675,392,10,13,159,129,12,17,5,0,1,18,2,2,0,10,2,2,0,1,1,6,2,0,0
PT_031108,Guilhofrei,1018,507,14,8,197,208,27,18,2,2,1,8,0,2,0,7,1,0,1,0,1,5,4,0,1
PT_031109,Louredo,463,203,2,8,66,101,3,7,1,1,0,2,0,2,0,3,1,0,0,4,0,1,1,0,0
PT_031110,Mosteiro,704,381,3,8,129,164,15,31,2,1,1,7,0,3,0,9,3,1,0,0,0,2,1,1,0
PT_031111,Parada de Bouro,479,267,0,5,104,128,6,13,2,0,0,0,1,1,0,1,0,0,0,1,1,4,0,0,0
PT_031112,Pinheiro,432,241,5,9,86,98,13,10,1,1,0,5,0,1,0,6,1,1,0,0,0,4,0,0,0
PT_031113,Rossas,1744,833,10,7,346,370,25,26,13,1,2,15,0,2,0,9,1,1,0,0,1,3,1,0,0
PT_031125,Ruivães e Campos,868,503,9,2,233,201,16,10,1,0,6,11,0,2,0,5,0,0,0,0,0,4,3,0,0
PT_031115,Salamonde,383,189,2,1,90,52,6,21,2,0,0,8,0,1,0,1,1,0,0,1,0,2,1,0,0
PT_031118,Tabuaças,891,471,11,10,166,207,15,23,5,2,2,10,0,1,0,10,3,0,0,0,1,3,2,0,0
PT_031126,Ventosa e Cova,671,299,4,4,88,143,18,10,2,5,1,5,2,2,0,9,2,1,0,0,0,3,0,0,0
PT_031120,Vieira Do Minho,2354,1246,25,33,458,501,24,75,9,5,6,50,2,7,0,25,5,4,0,1,1,11,4,0,0
PT_031250,Antas e Abade de Vermoim,6431,4067,50,108,1276,1695,191,335,23,17,25,113,7,40,2,110,14,4,7,8,8,22,5,3,4
PT_031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,3236,2064,48,119,754,712,77,156,11,4,10,62,0,6,0,56,11,5,1,2,3,20,3,0,4
PT_031252,Avidos e Lagoa,2281,1549,33,46,613,509,70,127,6,2,11,34,3,13,1,46,5,7,8,4,1,3,1,5,1
PT_031204,Bairro,3193,1835,17,64,692,663,66,157,11,0,5,64,0,16,2,35,14,5,1,6,2,11,2,1,1
PT_031206,Brufe,2049,1301,28,36,463,491,68,90,7,6,9,50,1,7,0,30,2,2,2,2,0,3,3,1,0
PT_031253,Carreira e Bente,2349,1380,23,42,595,449,35,100,5,1,12,50,0,9,2,40,6,2,5,1,0,2,1,0,0
PT_031210,Castelões,1776,1116,23,29,476,348,29,99,4,3,10,29,1,5,1,34,4,3,3,1,1,10,2,1,0
PT_031212,Cruz,1482,1043,17,38,346,421,53,74,5,5,4,29,0,10,1,19,6,2,2,2,0,7,2,0,0
PT_031213,Delães,3613,2155,34,63,1053,478,68,229,7,3,16,93,1,14,1,51,16,2,1,0,2,18,2,2,1
PT_031254,Esmeriz e Cabeçudos,3181,2014,35,79,646,786,121,163,16,14,9,44,1,15,0,46,6,1,4,4,1,17,3,1,2
PT_031215,Fradelos,3398,1928,56,69,683,773,65,128,12,7,13,28,1,16,0,40,3,1,4,2,0,17,4,4,2
PT_031216,Gavião,3318,2129,40,52,810,748,92,179,17,10,16,49,1,21,2,37,10,0,3,9,4,13,7,9,0
PT_031255,"Gondifelos, Cavalões e Outiz",4522,2601,48,69,812,1132,158,170,13,9,8,47,2,9,2,61,7,5,6,6,6,21,7,1,2
PT_031219,Joane,6996,4537,72,164,1708,1435,226,462,23,10,22,140,3,22,2,133,15,17,7,10,13,35,14,2,2
PT_031221,Landim,2589,1509,38,59,610,486,62,120,5,7,10,36,2,7,1,39,2,4,3,2,2,12,2,0,0
PT_031256,"Lemenhe, Mouquim e Jesufrei",2808,1911,55,72,656,726,86,136,18,6,13,43,4,10,3,52,9,4,1,4,2,8,0,1,2
PT_031223,Louro,1959,1381,30,45,555,470,79,72,11,5,6,38,2,11,0,27,7,3,3,1,4,6,0,5,1
PT_031224,Lousado,3474,2172,29,78,880,633,67,222,14,9,13,88,2,23,1,61,11,3,5,3,3,13,5,8,1
PT_031225,Mogege,1754,1117,21,37,475,354,28,95,4,1,1,29,1,6,0,37,3,1,2,3,1,9,5,3,1
PT_031227,Nine,2606,1658,31,65,650,580,56,105,13,2,12,50,1,12,3,45,1,1,2,5,3,11,4,5,1
PT_031239,Oliveira (Santa Maria),3161,1919,39,67,747,567,43,244,11,2,7,85,0,12,3,48,8,5,5,6,1,8,5,2,4
PT_031242,Oliveira (São Mateus),2292,1387,22,45,619,358,45,137,3,2,8,90,0,6,1,31,5,3,1,0,0,6,2,2,1
PT_031230,Pedome,1941,1164,18,33,518,311,32,97,3,8,1,90,0,3,0,33,4,2,0,1,0,7,2,1,0
PT_031232,Pousada De Saramagos,2084,1302,16,44,546,388,33,117,11,5,5,55,0,7,1,48,5,5,3,1,1,8,2,0,1
PT_031233,Requião,2844,1837,21,55,622,727,86,147,6,14,12,52,0,8,0,48,8,1,7,5,3,11,3,0,1
PT_031234,Riba De Ave,3190,1974,23,46,773,611,41,185,2,9,20,174,1,11,1,47,7,2,2,3,3,9,2,2,0
PT_031235,Ribeirão,7780,4829,111,138,1603,2042,164,358,19,13,14,111,2,39,3,114,20,8,6,5,2,34,8,11,4
PT_031257,Ruivães e Novais,2749,1693,25,42,827,427,55,131,7,6,9,61,0,11,0,57,8,5,0,1,3,9,3,5,1
PT_031258,Seide,1432,919,25,30,287,388,37,72,11,5,6,17,0,9,2,16,2,0,3,2,2,3,1,1,0
PT_031259,"Vale (São Cosme), Telhado e Portela",4793,3074,85,127,975,1110,224,256,9,9,12,84,3,26,2,70,18,13,10,2,8,18,7,2,4
PT_031241,Vale (São Martinho),1835,1169,29,28,407,421,66,126,8,1,11,27,0,7,1,22,3,0,1,0,3,4,1,1,2
PT_031247,Vermoim,2731,1669,21,37,656,571,65,152,8,9,8,51,2,15,1,45,1,2,1,4,1,11,5,2,1
PT_031260,Vila Nova de Famalicão e Calendário,18385,11176,163,369,3706,3966,526,1075,88,61,105,416,5,131,6,350,47,15,22,16,10,61,15,18,5
PT_031249,Vilarinho Das Cambas,1159,774,24,23,263,319,42,51,4,0,6,12,0,7,0,8,2,2,2,0,0,9,0,0,0
PT_031359,Aboim da Nóbrega e Gondomar,999,480,5,11,144,234,31,21,4,2,4,5,1,2,1,7,0,0,0,0,0,3,5,0,0
PT_031304,Atiães,471,289,11,12,71,152,15,14,0,3,0,2,1,0,2,3,0,1,0,0,0,2,0,0,0
PT_031308,Cabanelas,1795,935,20,31,438,266,29,64,16,2,3,23,0,2,2,10,5,2,4,1,4,7,4,1,1
PT_031361,Carreiras (São Miguel) e Carreiras (Santiago),879,456,1,11,151,221,25,16,2,0,3,8,0,2,1,6,4,0,0,2,1,2,0,0,0
PT_031309,Cervães,1894,985,8,38,273,495,57,46,8,1,4,15,2,9,0,10,7,1,2,2,1,3,1,2,0
PT_031311,Coucieiro,480,280,2,4,62,142,16,22,3,3,2,5,1,3,0,7,1,0,2,1,0,3,0,1,0
PT_031313,Dossãos,409,272,7,8,74,153,10,3,0,0,0,7,0,1,0,7,0,0,0,0,0,1,1,0,0
PT_031362,Escariz (São Mamede) e Escariz (São Martinho),778,428,7,18,119,216,27,21,3,2,2,4,0,0,1,3,0,0,0,0,0,4,0,0,1
PT_031363,"Esqueiros, Nevogilde e Travassós",871,533,7,19,180,224,18,30,3,4,2,9,0,2,2,15,4,2,0,1,1,3,4,0,3
PT_031316,Freiriz,1019,508,11,20,129,267,29,23,1,5,1,5,1,1,1,4,1,1,0,2,0,4,1,1,0
PT_031317,Geme,469,270,6,6,78,114,15,22,0,3,2,7,0,5,1,6,0,0,1,1,0,3,0,0,0
PT_031323,Lage,2641,1465,26,45,429,594,71,115,22,10,10,40,3,15,2,37,4,3,8,3,4,19,2,2,1
PT_031324,Lanhas,551,355,7,9,148,140,12,19,4,0,0,5,0,3,2,3,0,0,0,0,1,2,0,0,0
PT_031325,Loureira,1020,577,8,25,220,188,20,52,4,2,2,15,0,5,0,22,4,0,2,1,0,5,2,0,0
PT_031364,Marrancos e Arcozelo,856,477,9,19,91,278,21,21,8,1,0,4,0,1,0,10,0,3,0,0,2,8,0,0,1
PT_031328,Moure,1425,734,14,26,195,383,28,29,3,3,2,14,1,0,1,14,2,1,0,0,1,10,4,0,3
PT_031330,Oleiros,1227,640,12,20,212,238,26,52,2,3,5,23,1,3,2,17,5,2,1,0,1,10,2,2,1
PT_031365,Oriz (Santa Marinha) e Oriz (São Miguel),540,337,6,11,90,180,23,6,2,1,2,4,0,0,0,6,1,1,0,0,0,1,2,0,1
PT_031331,Parada De Gatim,746,349,4,10,153,135,9,14,3,0,0,6,0,0,0,5,3,0,0,1,0,2,2,2,0
PT_031335,Pico,533,295,8,8,96,136,9,17,2,4,2,2,0,1,1,6,0,1,0,0,1,0,1,0,0
PT_031366,"Pico de Regalados, Gondiães e Mós",1331,916,21,31,318,327,54,65,10,8,5,23,2,3,1,16,8,5,2,3,1,7,5,1,0
PT_031337,Ponte,475,249,3,4,72,118,6,17,2,1,5,6,0,0,0,6,2,0,0,1,1,3,0,1,1
PT_031350,Prado (São Miguel),665,316,4,13,109,140,19,10,1,0,0,3,1,0,0,4,1,2,0,5,0,4,0,0,0
PT_031360,Ribeira do Neiva,3611,1850,51,79,337,950,178,84,13,8,6,28,3,11,2,29,8,7,5,4,2,39,4,0,2
PT_031340,Sabariz,424,265,2,12,65,134,7,13,5,0,3,7,0,0,1,8,2,0,0,0,2,4,0,0,0
PT_031367,"Sande, Vilarinho, Barros e Gomide",1318,780,10,21,248,346,50,36,7,2,2,17,0,3,1,16,4,2,1,0,1,8,2,2,1
PT_031352,Soutelo,1892,1141,17,38,455,368,45,102,8,1,4,32,1,8,3,28,6,3,3,3,2,9,2,3,0
PT_031354,Turiz,1653,917,17,29,308,342,36,72,11,11,7,26,1,5,1,27,6,1,4,1,0,9,3,0,0
PT_031369,Vade,1652,900,15,15,244,486,54,37,4,1,6,4,1,1,0,11,6,2,1,0,1,6,2,2,1
PT_031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",638,344,4,12,96,155,28,17,1,1,0,11,0,1,0,3,2,2,5,0,0,3,2,1,0
PT_031355,Valdreu,537,280,3,7,106,121,19,7,1,2,0,7,0,0,1,3,0,1,1,0,0,1,0,0,0
PT_031342,Vila De Prado,4058,2294,64,102,753,789,83,215,28,12,7,91,4,15,2,65,10,5,3,6,2,18,8,11,1
PT_031370,Vila Verde e Barbudo,6560,3449,55,107,1187,1256,133,283,40,21,32,98,2,38,0,114,14,11,7,4,4,24,9,6,4
