gisco_id,name,registered,turnout,invalid,blank,PPD/PSD ,PS ,CDS-PP ,PCP-PEV ,P.H. ,B.E. ,PCTP/MRPP ,PPM ,MPT ,POUS ,PNR ,B.E.-UDP 
PT_021203,Ourique,2586,1582,19,15,590,661,43,189,2,29,26,2,1,5,0,0
PT_021204,Panoias,611,422,4,1,133,161,5,98,2,4,9,4,0,1,0,0
PT_021205,Santa Luzia,365,248,2,4,65,115,4,51,1,2,3,1,0,0,0,0
PT_021206,Santana Da Serra,1153,689,15,9,380,219,28,15,1,6,12,2,2,0,0,0
PT_021301,Vila Nova de São Bento,3288,1791,20,14,414,480,74,723,3,15,37,4,5,2,0,0
PT_021302,Brinches,1114,544,5,4,108,222,32,159,1,1,8,2,0,2,0,0
PT_021303,Pias,2677,1720,13,19,160,458,27,981,1,20,36,0,2,3,0,0
PT_021304,Serpa (Salvador),3349,1721,13,18,500,711,96,294,1,40,41,5,1,1,0,0
PT_021305,Serpa (Santa Maria),2079,1006,11,11,229,411,22,269,1,24,25,2,1,0,0,0
PT_021306,Vale De Vargo,1024,634,7,2,74,158,4,376,1,1,8,0,2,1,0,0
PT_021307,Vila Verde De Ficalho,1413,879,9,10,127,376,17,310,0,10,17,1,1,1,0,0
PT_021401,Pedrógão,1173,628,6,2,76,325,14,167,2,4,30,1,0,1,0,0
PT_021402,Selmes,950,535,4,0,64,286,21,129,1,2,20,3,4,1,0,0
PT_021403,Vidigueira,2511,1575,17,19,413,728,89,228,3,32,31,7,5,3,0,0
PT_021404,Vila De Frades,810,532,6,7,71,213,15,172,2,16,24,0,2,4,0,0
PT_030101,Amares,1263,770,0,5,284,355,70,24,0,26,2,2,1,1,0,0
PT_030102,Barreiros,636,407,1,1,245,99,41,8,1,7,1,3,0,0,0,0
PT_030103,Besteiros,499,303,5,2,105,148,28,11,0,2,0,1,0,1,0,0
PT_030104,Bico,478,286,1,0,128,83,63,5,2,3,0,0,0,1,0,0
PT_030119,Bouro (Santa Maria),1042,617,5,1,328,172,84,9,1,8,6,0,1,2,0,0
PT_030120,Bouro (Santa Marta),621,359,3,2,246,69,24,2,1,8,1,1,1,1,0,0
PT_030105,Caires,893,519,9,1,254,173,54,17,1,3,1,1,0,5,0,0
PT_030106,Caldelas,928,639,1,2,358,188,70,4,2,11,0,1,1,1,0,0
PT_030107,Carrazedo,628,399,5,2,215,121,34,17,0,3,2,0,0,0,0,0
PT_030108,Dornelas,527,345,2,1,201,73,56,4,0,5,1,2,0,0,0,0
PT_030109,Ferreiros,2185,1409,9,6,596,543,180,38,1,26,2,5,0,3,0,0
PT_030110,Figueiredo,887,544,6,2,262,207,45,9,0,9,1,0,1,2,0,0
PT_030111,Fiscal,616,351,4,4,174,101,58,5,1,3,0,1,0,0,0,0
PT_030112,Goães,621,411,0,2,272,70,56,6,1,3,0,0,0,1,0,0
PT_030113,Lago,1444,834,5,6,313,356,102,30,3,11,4,0,3,1,0,0
PT_030114,Paranhos,202,94,2,1,41,39,9,0,0,1,0,0,1,0,0,0
PT_030115,Paredes Secas,166,103,0,0,61,14,24,2,1,1,0,0,0,0,0,0
PT_030116,Portela,205,128,0,1,80,22,24,0,0,0,0,1,0,0,0,0
PT_030117,Prozelo,601,364,0,3,198,120,30,8,0,1,2,1,1,0,0,0
PT_030118,Rendufe,945,562,10,3,316,136,80,7,0,3,1,4,0,2,0,0
PT_030121,Sequeiros,266,183,0,2,97,48,32,2,0,0,1,1,0,0,0,0
PT_030122,Seramil,236,138,2,1,79,21,32,2,0,1,0,0,0,0,0,0
PT_030123,Torre,395,233,1,0,146,53,24,3,0,3,1,0,0,2,0,0
PT_030124,Vilela,338,197,2,1,115,29,42,3,0,1,0,1,3,0,0,0
PT_030201,Abade De Neiva,1360,1023,10,14,594,289,82,13,1,15,1,2,2,0,0,0
PT_030202,Aborim,795,545,6,2,249,206,57,14,2,4,1,3,0,1,0,0
PT_030203,Adães,642,480,1,0,246,147,50,20,2,10,2,1,1,0,0,0
PT_030204,Aguiar,509,355,3,1,236,79,24,4,1,3,1,2,1,0,0,0
PT_030205,Airó,734,521,2,2,298,164,43,6,1,4,1,0,0,0,0,0
PT_030206,Aldreu,736,490,2,3,258,186,28,4,0,7,0,1,1,0,0,0
PT_030207,Alheira,988,648,11,8,448,124,47,3,0,4,2,0,0,1,0,0
PT_030208,Alvelos,1629,1184,14,7,603,387,116,23,3,20,3,4,2,2,0,0
PT_030271,Alvito (São Martinho),314,236,2,1,168,37,19,4,0,2,1,0,2,0,0,0
PT_030274,Alvito (São Pedro),433,325,1,3,191,69,49,7,1,1,2,0,1,0,0,0
PT_030209,Arcozelo,8270,5494,36,39,1738,2714,418,299,7,190,24,12,12,5,0,0
PT_030210,Areias,884,624,6,5,338,176,73,10,0,14,1,0,1,0,0,0
PT_030211,Areias De Vilar,1042,747,5,0,421,201,71,28,2,12,1,3,2,1,0,0
PT_030212,Balugães,748,569,5,3,363,129,57,6,0,4,1,1,0,0,0,0
PT_030213,Barcelinhos,1748,1279,11,13,487,556,84,75,5,38,3,2,4,1,0,0
PT_030214,Barcelos,4234,3089,20,24,1154,1257,307,160,2,139,11,4,9,2,0,0
PT_030215,Barqueiros,1597,1004,5,5,530,358,81,16,0,4,2,2,0,1,0,0
PT_030270,Bastuço (São João),527,369,4,0,228,100,25,5,0,5,1,0,1,0,0,0
PT_030269,Bastuço (Santo Estevão),429,282,4,1,168,80,14,9,0,3,2,0,1,0,0,0
PT_030216,Cambeses,1076,778,8,4,260,424,20,34,0,14,8,2,1,3,0,0
PT_030217,Campo,852,646,9,7,420,138,58,4,2,3,1,1,1,2,0,0
PT_030218,Carapeços,1597,1144,6,4,748,264,88,19,1,8,2,2,1,1,0,0
PT_030219,Carreira,1172,796,4,7,431,253,62,27,2,5,2,2,1,0,0,0
PT_030220,Carvalhal,1322,1015,8,10,542,331,80,20,1,15,4,2,0,2,0,0
PT_030221,Carvalhas,643,424,3,0,265,125,20,3,0,3,1,3,1,0,0,0
PT_030222,Chavão,575,450,4,2,321,81,30,4,1,4,1,1,0,1,0,0
PT_030223,Chorente,627,509,4,1,360,97,39,4,0,1,1,1,0,1,0,0
PT_030224,Cossourado,826,529,2,4,344,108,60,0,0,5,0,3,2,1,0,0
PT_030225,Courel,417,305,2,1,223,34,33,7,0,1,1,1,2,0,0,0
PT_030226,Couto,295,220,2,0,140,42,31,1,0,1,1,0,2,0,0,0
PT_030227,Creixomil,713,553,2,8,240,182,102,3,1,7,5,0,2,1,0,0
PT_030228,Cristelo,1508,1013,8,5,632,220,128,3,2,9,0,5,0,1,0,0
PT_030229,Durrães,719,538,4,6,399,78,37,2,1,6,3,2,0,0,0,0
PT_030230,Encourados,473,319,1,2,199,58,45,6,0,6,2,0,0,0,0,0
PT_030231,Faria,461,328,0,4,218,71,21,13,0,1,0,0,0,0,0,0
PT_030232,Feitos,424,315,1,1,177,103,23,9,0,0,0,1,0,0,0,0
PT_030233,Fonte Coberta,511,396,7,5,190,133,37,16,0,5,0,2,1,0,0,0
PT_030234,Fornelos,590,406,2,2,255,68,71,2,2,4,0,0,0,0,0,0
PT_030235,Fragoso,1625,1144,10,10,670,298,118,17,0,8,5,1,4,3,0,0
PT_030272,Galegos (São Martinho),1501,1029,16,6,630,247,99,6,1,13,4,3,4,0,0,0
PT_030268,Galegos (Santa Maria),2212,1722,13,17,1112,381,149,15,4,20,2,5,3,1,0,0
PT_030236,Gamil,617,475,0,1,279,131,41,12,0,4,2,4,1,0,0,0
PT_030237,Gilmonde,1155,862,3,6,558,188,76,8,2,12,2,6,0,1,0,0
PT_030238,Góios,451,346,1,1,193,73,67,4,0,7,0,0,0,0,0,0
PT_030239,Grimancelos,764,532,1,6,304,169,35,6,3,6,0,0,1,1,0,0
PT_030240,Gueral,408,302,2,2,194,47,48,0,0,6,0,2,1,0,0,0
PT_030241,Igreja Nova,398,294,5,1,205,68,13,2,0,0,0,0,0,0,0,0
PT_030242,Lama,1092,822,3,8,559,168,71,8,0,2,2,0,1,0,0,0
PT_030243,Lijó,1686,1325,9,10,828,311,131,17,1,6,4,2,5,1,0,0
PT_030244,Macieira De Rates,1716,1266,10,1,846,102,289,7,2,5,2,1,0,1,0,0
PT_030245,Manhente,1368,981,6,10,522,307,73,17,1,32,4,0,9,0,0,0
PT_030246,Mariz,356,252,0,2,109,104,23,4,1,7,1,1,0,0,0,0
PT_030247,Martim,1715,1033,7,6,581,311,87,13,1,17,5,2,1,2,0,0
PT_030248,Midões,432,293,3,1,108,152,14,5,1,8,1,0,0,0,0,0
PT_030249,Milhazes,799,526,1,0,344,101,68,5,3,1,2,0,1,0,0,0
PT_030250,Minhotães,754,548,5,3,343,140,43,4,1,5,0,4,0,0,0,0
PT_030251,Monte De Fralães,264,191,2,3,120,35,25,3,1,1,1,0,0,0,0,0
PT_030252,Moure,735,524,2,2,296,153,37,29,0,3,1,0,0,1,0,0
PT_030253,Negreiros,1431,1144,8,3,946,57,122,2,1,4,1,0,0,0,0,0
PT_030254,Oliveira,837,602,2,2,428,97,49,7,1,10,4,0,1,1,0,0
PT_030255,Palme,996,654,7,8,486,88,51,4,1,5,0,2,1,1,0,0
PT_030256,Panque,578,381,1,0,286,55,32,5,1,1,0,0,0,0,0,0
PT_030257,Paradela,581,394,2,1,309,38,35,3,1,2,2,1,0,0,0,0
PT_030258,Pedra Furada,442,299,4,2,133,123,18,2,0,13,0,0,4,0,0,0
PT_030259,Pereira,1027,739,5,2,400,209,104,6,1,7,1,1,1,2,0,0
PT_030260,Perelhal,1271,850,3,8,506,185,120,7,4,10,1,2,3,1,0,0
PT_030261,Pousa,1720,1129,11,3,641,303,118,25,2,8,10,4,0,4,0,0
PT_030262,Quintiães,554,405,0,3,288,58,48,5,0,2,1,0,0,0,0,0
PT_030263,Remelhe,1123,861,5,4,444,224,161,13,1,6,1,1,1,0,0,0
PT_030265,Rio Covo (Santa Eugénia),1177,863,8,4,359,376,61,33,2,12,3,2,2,1,0,0
PT_030266,Rio Covo (Santa Eulália),839,575,2,2,277,207,47,28,1,7,2,2,0,0,0,0
PT_030264,Roriz,1548,1162,12,8,855,143,112,8,1,17,2,1,3,0,0,0
PT_030278,Sequeade,566,420,3,0,230,148,25,8,0,2,3,1,0,0,0,0
PT_030279,Silva,838,684,5,12,340,240,53,11,2,14,3,1,3,0,0,0
PT_030280,Silveiros,900,607,4,6,355,172,45,11,1,8,3,1,1,0,0,0
PT_030276,Tamel (São Pedro Fins),454,342,2,1,179,130,24,3,2,0,1,0,0,0,0,0
PT_030277,Tamel (São Veríssimo),2547,1856,15,13,761,797,141,54,3,56,5,8,2,1,0,0
PT_030267,Tamel (Santa Leocádia),639,464,4,1,303,104,38,9,2,2,1,0,0,0,0,0
PT_030281,Tregosa,583,382,3,5,187,140,23,8,2,8,3,2,1,0,0,0
PT_030282,Ucha,1180,815,11,4,455,230,77,17,2,12,2,4,0,1,0,0
PT_030283,Várzea,1228,876,5,4,369,414,40,20,1,14,6,0,3,0,0,0
PT_030284,Viatodos,1713,1280,4,10,667,461,89,17,0,22,6,2,2,0,0,0
PT_030285,Vila Boa,821,574,4,7,245,254,37,10,1,11,3,1,0,1,0,0
PT_030286,Vila Cova,1671,1034,7,6,665,177,142,15,1,8,5,3,4,1,0,0
PT_030273,Vila Frescainha (São Martinho),1910,1328,5,10,440,586,105,104,3,58,10,5,2,0,0,0
PT_030275,Vila Frescainha (São Pedro),1311,980,3,9,397,438,65,29,2,31,0,2,1,3,0,0
PT_030287,Vila Seca,1094,764,7,6,474,177,79,6,0,11,1,2,1,0,0,0
PT_030288,Vilar De Figos,569,363,1,2,252,60,41,0,0,2,1,1,3,0,0,0
PT_030289,Vilar Do Monte,497,377,0,1,223,102,41,4,0,1,1,0,2,2,0,0
PT_030301,Adaúfe,3321,2078,9,10,777,938,160,110,3,31,17,13,7,3,0,0
PT_030302,Arcos,531,398,1,4,153,183,25,17,2,3,4,5,0,1,0,0
PT_030303,Arentim,892,720,2,5,262,373,38,30,2,3,2,1,2,0,0,0
PT_030304,Aveleda,1776,1253,8,16,457,504,114,102,2,24,14,10,2,0,0,0
PT_030307,Braga (Cividade),1844,1234,4,15,603,374,117,62,2,47,2,4,4,0,0,0
PT_030324,Braga (Maximinos),6374,4366,36,44,1511,1820,440,327,7,126,22,16,6,11,0,0
PT_030341,Braga (São João Do Souto),1189,821,2,7,406,207,126,33,3,30,4,1,2,0,0,0
PT_030342,Braga (São José De São Lázaro),12265,8452,45,96,3381,3195,801,487,13,346,31,21,32,4,0,0
PT_030349,Braga (São Vicente),8537,5787,33,53,2050,2399,539,419,9,220,37,13,12,3,0,0
PT_030351,Braga (São Vítor),17176,11877,75,128,4453,4574,1080,893,19,540,60,24,25,6,0,0
PT_030352,Braga (Sé),4183,2866,15,21,956,1241,251,233,4,107,20,8,6,4,0,0
PT_030305,Cabreiros,1512,1066,11,0,416,392,135,71,3,25,6,1,3,3,0,0
PT_030306,Celeirós,2428,1670,10,13,644,676,125,145,4,33,7,8,1,4,0,0
PT_030308,Crespos,851,547,8,1,212,248,36,26,1,9,2,1,2,1,0,0
PT_030309,Cunha,524,464,6,8,124,283,27,8,0,3,2,1,0,2,0,0
PT_030310,Dume,2960,1966,21,11,649,935,143,142,3,27,18,8,4,5,0,0
PT_030311,Escudeiros,847,552,6,6,234,204,58,16,5,9,4,5,3,2,0,0
PT_030312,Espinho,1060,731,6,2,319,272,60,43,0,14,9,2,2,2,0,0
PT_030313,Esporões,1515,1082,10,10,534,330,138,27,2,14,8,3,3,3,0,0
PT_030344,Este (São Mamede),1382,916,4,5,376,360,94,38,4,16,7,6,2,4,0,0
PT_030346,Este (São Pedro),1539,1129,15,11,490,442,71,58,4,17,13,3,4,1,0,0
PT_030314,Ferreiros,4657,3207,26,38,1191,1379,242,192,10,81,27,11,6,4,0,0
PT_030315,Figueiredo,1024,761,7,6,394,257,56,18,1,13,4,2,3,0,0,0
PT_030362,Fradelos,600,443,6,4,263,122,29,10,0,5,1,3,0,0,0,0
PT_030316,Fraião,1133,876,2,11,471,274,54,27,0,26,5,4,0,2,0,0
PT_030317,Frossos,979,705,11,3,200,336,60,54,2,30,4,0,3,2,0,0
PT_030318,Gondizalves,1010,718,1,5,286,291,59,45,1,19,4,5,1,1,0,0
PT_030319,Gualtar,2833,2152,19,20,821,889,142,158,5,76,7,11,4,0,0,0
PT_030320,Guisande,366,240,0,2,110,88,25,7,1,1,2,1,2,1,0,0
PT_030321,Lamaçães,1039,797,8,13,278,328,74,52,0,27,7,3,4,3,0,0
PT_030322,Lamas,508,404,3,1,217,103,54,13,1,4,5,1,1,1,0,0
PT_030323,Lomar,3491,2461,24,23,970,998,180,176,6,54,21,4,2,3,0,0
PT_030345,Merelim (São Paio),2068,1350,24,9,393,625,98,145,6,29,12,5,4,0,0,0
PT_030347,Merelim (São Pedro),1594,1140,14,19,420,493,99,51,5,27,5,2,2,3,0,0
PT_030325,Mire De Tibães,1986,1362,6,4,479,605,111,91,4,32,14,5,6,5,0,0
PT_030326,Morreira,814,530,1,6,246,186,56,24,3,4,0,3,0,1,0,0
PT_030327,Navarra,400,262,2,1,85,133,20,14,0,1,3,1,1,1,0,0
PT_030328,Nogueira,4035,2928,22,38,1024,1210,239,249,6,102,18,10,7,3,0,0
PT_030329,Nogueiró,1119,848,4,8,331,298,78,69,4,39,8,6,3,0,0,0
PT_030348,Oliveira (São Pedro),499,353,4,2,146,128,44,19,0,3,3,2,1,1,0,0
PT_030330,Padim Da Graça,1370,1024,3,2,451,443,59,43,3,9,3,3,0,5,0,0
PT_030331,Palmeira,4105,2636,33,26,1004,1131,205,138,6,55,22,8,2,6,0,0
PT_030332,Panoias,1044,718,7,3,226,354,46,56,3,9,11,0,3,0,0,0
PT_030333,Parada De Tibães,654,483,3,1,209,186,32,38,3,5,3,2,1,0,0,0
PT_030343,Passos (São Julião),637,487,3,8,263,136,40,13,3,8,3,5,3,2,0,0
PT_030334,Pedralva,930,597,3,0,272,229,55,28,0,4,3,2,0,1,0,0
PT_030350,Penso (São Vicente),336,258,0,2,126,92,23,10,0,2,2,1,0,0,0,0
PT_030340,Penso (Santo Estêvão),362,270,1,0,138,93,26,7,1,2,1,0,0,1,0,0
PT_030335,Pousada,373,262,3,1,127,88,28,6,0,5,1,1,1,1,0,0
PT_030336,Priscos,1052,714,5,1,334,211,101,31,1,14,6,7,3,0,0,0
PT_030337,Real,3251,2299,15,27,748,997,189,214,7,75,16,7,3,1,0,0
PT_030338,Ruilhe,1019,728,8,7,268,275,78,65,1,17,3,2,2,2,0,0
PT_030339,Santa Lucrécia De Algeriz,452,303,1,0,120,141,20,9,1,5,3,2,0,1,0,0
PT_030353,Semelhe,651,461,5,2,169,198,51,22,3,6,3,1,0,1,0,0
PT_030354,Sequeira,1867,1304,16,11,570,473,103,63,4,36,14,6,3,5,0,0
PT_030355,Sobreposta,931,662,12,2,325,211,76,21,0,4,1,2,4,4,0,0
PT_030356,Tadim,792,570,7,4,227,240,36,34,3,8,3,2,3,3,0,0
PT_030357,Tebosa,896,627,5,2,295,245,46,23,1,6,4,0,0,0,0,0
PT_030358,Tenões,886,692,4,4,222,293,72,66,0,23,6,0,2,0,0,0
PT_030359,Trandeiras,612,477,2,4,245,153,42,15,6,3,5,0,1,1,0,0
PT_030360,Vilaça,748,575,3,3,271,207,34,40,1,11,2,3,0,0,0,0
PT_030361,Vimieiro,812,597,4,5,297,200,45,30,2,8,5,1,0,0,0,0
PT_030401,Abadim,635,476,8,1,159,287,9,8,0,1,2,0,1,0,0,0
PT_030402,Alvite,847,592,2,4,235,300,35,6,4,3,0,1,0,2,0,0
PT_030403,Arco De Baúlhe,1540,1044,16,3,429,507,42,26,0,13,1,1,1,5,0,0
PT_030404,Basto,657,480,12,3,221,225,10,3,0,2,0,0,1,3,0,0
PT_030405,Bucos,627,422,1,3,259,135,19,2,0,0,2,1,0,0,0,0
PT_030406,Cabeceiras De Basto,834,560,4,1,276,228,30,11,0,2,5,3,0,0,0,0
PT_030407,Cavez,1670,988,7,0,402,493,63,11,1,4,1,2,1,3,0,0
PT_030408,Faia,656,427,2,0,151,249,16,4,0,3,0,1,1,0,0,0
PT_030409,Gondiães,408,223,5,0,137,72,7,0,0,0,0,0,1,1,0,0
PT_030410,Outeiro,852,576,4,5,256,266,31,7,1,5,0,1,0,0,0,0
PT_030411,Painzela,697,445,2,3,188,218,17,7,1,3,0,3,2,1,0,0
PT_030412,Passos,274,179,2,1,98,59,8,7,1,0,0,3,0,0,0,0
PT_030413,Pedraça,820,488,7,1,240,202,21,8,4,2,1,1,1,0,0,0
PT_030414,Refojos De Basto,3426,2350,29,7,1061,1027,139,41,4,22,8,5,2,5,0,0
PT_030415,Rio Douro,1251,762,10,0,309,368,45,11,3,8,1,3,1,3,0,0
PT_030416,Vila Nune,471,251,4,2,95,126,9,6,0,4,1,1,1,2,0,0
PT_030417,Vilar De Cunhas,357,198,0,1,96,93,3,1,2,2,0,0,0,0,0,0
PT_030501,Agilde,971,630,4,2,418,110,86,3,2,3,2,0,0,0,0,0
PT_030502,Arnóia,1511,948,12,8,471,304,125,13,4,8,0,2,0,1,0,0
PT_030520,Basto (São Clemente),1483,835,15,1,372,271,147,16,1,5,3,1,1,2,0,0
PT_030519,Basto (Santa Tecla),274,140,4,1,73,42,14,2,0,0,0,1,0,3,0,0
PT_030503,Borba de Montanha,1159,691,2,3,509,58,105,3,4,0,1,3,2,1,0,0
PT_030504,Britelo,1995,1323,10,8,508,618,123,21,2,19,3,6,2,3,0,0
PT_030505,Caçarilhe,442,222,1,0,134,54,27,2,2,0,0,2,0,0,0,0
PT_030506,Canedo De Basto,979,543,6,2,247,225,46,7,2,3,1,3,0,1,0,0
PT_030507,Carvalho,707,389,2,1,252,74,56,1,0,0,1,1,1,0,0,0
PT_030508,Codeçoso,504,316,1,1,154,100,45,10,0,1,3,1,0,0,0,0
PT_030509,Corgo,396,208,2,1,77,109,14,2,0,2,0,1,0,0,0,0
PT_030510,Fervença,1118,725,4,2,521,87,98,4,3,3,1,1,1,0,0,0
PT_030511,Gagos,540,366,2,5,203,108,33,10,0,2,0,1,1,1,0,0
PT_030512,Gémeos,529,338,3,2,122,177,29,1,0,0,1,2,0,1,0,0
PT_030513,Infesta,344,190,3,1,141,31,11,1,0,2,0,0,0,0,0,0
PT_030514,Molares,530,345,5,4,167,111,43,8,0,3,1,1,0,2,0,0
PT_030515,Moreira Do Castelo,596,366,5,2,210,84,62,2,0,1,0,0,0,0,0,0
PT_030516,Ourilhe,370,258,3,2,179,22,37,5,2,3,1,1,1,2,0,0
PT_030517,Rego,1238,691,2,1,435,79,157,3,6,3,1,1,3,0,0,0
PT_030518,Ribas,1023,634,1,1,397,153,57,11,3,5,1,1,2,2,0,0
PT_030521,Vale De Bouro,765,434,4,2,229,155,33,3,2,2,1,2,1,0,0,0
PT_030522,Veade,767,466,4,1,211,162,57,19,0,4,5,1,0,2,0,0
PT_030601,Antas,1751,1169,13,11,606,309,173,18,1,24,4,1,5,4,0,0
PT_030602,Apúlia,3512,2301,23,9,1403,372,443,18,3,21,4,1,4,0,0,0
PT_030603,Belinho,1898,1195,19,8,696,224,180,24,5,22,3,5,4,5,0,0
PT_030604,Curvos,728,504,4,5,270,119,87,3,1,8,1,3,3,0,0,0
PT_030605,Esposende,2738,1896,5,22,563,860,284,87,2,47,8,4,11,3,0,0
PT_030606,Fão,2395,1591,7,11,716,551,186,86,1,16,6,3,8,0,0,0
PT_030607,Fonte Boa,1108,791,4,4,472,105,179,6,2,6,2,4,7,0,0,0
PT_030608,Forjães,2159,1494,20,7,749,458,171,47,2,25,5,5,4,1,0,0
PT_030609,Gandra,935,638,6,6,296,166,137,20,0,2,1,4,0,0,0,0
PT_030610,Gemeses,962,656,5,9,340,147,137,5,2,6,1,3,1,0,0,0
PT_030611,Mar,1114,752,6,8,390,183,111,36,1,9,2,4,2,0,0,0
PT_030612,Marinhas,4158,2724,33,19,1226,777,525,75,9,38,13,5,2,2,0,0
PT_030613,Palmeira De Faro,1839,1129,5,9,534,314,189,47,4,12,7,4,0,4,0,0
PT_030614,Rio Tinto,603,439,4,2,268,70,80,3,2,5,0,3,0,2,0,0
PT_030615,Vila Chã,1356,773,8,10,484,113,117,12,4,7,0,5,11,2,0,0
PT_030701,Aboim,461,266,5,0,154,80,18,2,1,1,0,3,0,2,0,0
PT_030702,Agrela,252,136,1,0,44,75,8,5,0,0,1,2,0,0,0,0
PT_030703,Antime,1342,1023,8,3,256,599,26,103,2,8,12,3,2,1,0,0
PT_030704,Ardegão,338,250,0,2,101,132,14,0,0,0,0,0,1,0,0,0
PT_030705,Armil,701,516,7,8,161,230,44,47,1,6,9,0,1,2,0,0
PT_030706,Arnozela,318,226,1,8,106,87,14,4,0,3,1,2,0,0,0,0
PT_030730,Arões (São Romão),2523,1706,23,15,830,610,115,59,5,27,10,6,1,5,0,0
PT_030726,Arões (Santa Cristina),898,582,6,4,224,272,42,15,0,4,9,2,0,4,0,0
PT_030707,Cepães,1186,811,13,3,340,372,40,19,4,5,3,5,3,4,0,0
PT_030708,Estorãos,1461,925,13,8,259,492,77,45,2,11,9,4,2,3,0,0
PT_030709,Fafe,12656,8009,68,60,3073,3589,619,379,14,138,37,14,7,11,0,0
PT_030710,Fareja,593,393,2,3,156,182,27,14,1,2,1,0,2,3,0,0
PT_030711,Felgueiras,131,80,1,0,29,42,3,2,1,1,0,0,0,1,0,0
PT_030712,Fornelos,1057,667,4,5,250,322,34,33,3,5,7,1,1,2,0,0
PT_030713,Freitas,689,365,6,1,153,153,36,8,2,3,1,0,1,1,0,0
PT_030714,Golães,1736,1195,11,5,575,489,55,35,2,10,7,4,1,1,0,0
PT_030715,Gontim,134,87,3,0,32,49,3,0,0,0,0,0,0,0,0,0
PT_030716,Medelo,1051,752,9,7,257,348,78,26,1,13,6,3,1,3,0,0
PT_030717,Monte,543,250,3,2,177,40,14,6,0,3,1,4,0,0,0,0
PT_030718,Moreira Do Rei,1787,1085,9,4,407,477,129,39,6,4,3,3,2,2,0,0
PT_030719,Paços,933,564,6,4,278,188,63,17,2,3,1,1,0,1,0,0
PT_030720,Pedraído,302,182,1,1,80,56,24,9,2,3,1,1,3,1,0,0
PT_030721,Queimadela,655,405,4,1,195,166,31,2,0,2,2,2,0,0,0,0
PT_030722,Quinchães,1872,1326,10,10,521,617,104,36,6,11,3,3,1,4,0,0
PT_030723,Regadas,1430,956,5,4,490,358,71,12,1,9,2,0,2,2,0,0
PT_030724,Revelhe,750,444,3,1,176,222,28,8,1,5,0,0,0,0,0,0
PT_030725,Ribeiros,566,367,1,0,126,183,32,13,2,3,1,3,0,3,0,0
PT_030728,São Gens,1649,1058,10,9,475,448,85,9,3,0,6,5,3,5,0,0
PT_030731,Seidões,490,354,5,1,170,123,43,6,3,2,1,0,0,0,0,0
PT_030732,Serafão,1136,687,8,3,322,273,50,15,2,3,3,4,0,4,0,0
PT_030727,Silvares (São Clemente),451,288,7,1,102,157,12,3,0,5,1,0,0,0,0,0
PT_030729,Silvares (São Martinho),1302,982,7,7,447,424,50,20,2,15,4,3,2,1,0,0
PT_030733,Travassós,1530,910,15,3,436,312,82,42,1,6,4,3,4,2,0,0
PT_030734,Várzea Cova,589,263,2,3,153,76,22,1,1,1,0,3,1,0,0,0
PT_030735,Vila Cova,331,199,0,0,113,67,14,1,1,0,1,0,2,0,0,0
PT_030736,Vinhós,604,410,7,4,163,181,18,22,3,6,1,2,2,1,0,0
PT_030864,Abação (São Tomé),1681,1087,12,3,509,362,119,45,2,10,14,6,2,3,0,0
PT_030853,Airão (São João Baptista),773,564,6,3,259,206,73,11,1,1,1,2,1,0,0,0
PT_030844,Airão (Santa Maria),1539,1159,5,10,511,424,126,49,2,15,10,1,3,3,0,0
PT_030801,Aldão,742,516,9,7,229,177,55,21,1,7,5,1,1,3,0,0
PT_030802,Arosa,559,310,2,0,127,123,30,19,0,3,3,2,1,0,0,0
PT_030803,Atães,1306,792,8,12,341,299,79,24,1,6,9,5,4,4,0,0
PT_030804,Azurém,7044,4737,30,49,1745,1950,446,340,6,127,20,11,4,9,0,0
PT_030805,Balazar,495,298,9,2,120,108,29,17,0,5,4,2,1,1,0,0
PT_030806,Barco,1036,700,2,1,384,195,83,19,3,7,5,1,0,0,0,0
PT_030841,Briteiros (Salvador),1000,581,5,3,291,153,41,72,0,3,7,4,0,2,0,0
PT_030843,Briteiros (Santa Leocádia),693,429,3,0,231,108,51,31,1,0,3,1,0,0,0,0
PT_030847,Briteiros (Santo Estêvão),1035,639,3,5,357,165,48,45,4,7,4,1,0,0,0,0
PT_030807,Brito,3439,2386,21,10,982,983,180,138,1,37,18,8,5,3,0,0
PT_030808,Caldelas,4353,2794,9,21,1188,1070,253,180,7,35,20,7,2,2,0,0
PT_030809,Calvos,811,466,2,1,179,205,46,19,0,3,6,3,0,2,0,0
PT_030857,Candoso (São Martinho),1351,992,7,6,255,504,40,150,0,16,10,3,1,0,0,0
PT_030846,Candoso (Santiago),1271,891,6,6,278,419,92,64,1,17,3,1,2,2,0,0
PT_030810,Castelões,346,215,1,1,122,59,14,9,0,4,4,0,0,1,0,0
PT_030811,Conde,1094,821,7,4,140,514,46,84,2,13,6,2,0,3,0,0
PT_030812,Costa,2318,1594,20,23,502,764,155,74,5,28,13,5,1,4,0,0
PT_030813,Creixomil,6782,4788,33,52,1841,1900,380,374,8,145,37,11,5,2,0,0
PT_030814,Donim,800,489,2,7,221,166,60,15,0,9,2,4,2,1,0,0
PT_030815,Fermentões,3043,2064,12,17,619,1048,205,102,3,36,14,3,4,1,0,0
PT_030816,Figueiredo,353,263,1,2,151,61,33,10,0,2,0,3,0,0,0,0
