gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,SZDSZ,MCF ROMA Ö.,MUNKÁSPÁRT,MSZP,JOBBIK,LMP-HP,MDF
HU_2502,Liszó,348,89,2,0,36,1,2,1,22,17,0,8
HU_2816,Lovászi,1018,263,4,0,144,5,0,1,58,36,1,14
HU_0891,Magyarföld,32,22,0,0,19,3,0,0,0,0,0,0
HU_0290,Magyarszentmiklós,245,77,2,0,42,0,0,1,12,16,1,3
HU_1306,Magyarszerdahely,383,139,0,0,110,1,0,0,7,17,0,4
HU_0210,Maróc,76,35,1,0,19,1,0,0,4,6,2,2
HU_3198,Márokföld,37,21,0,0,10,0,0,1,6,3,0,1
HU_2752,Miháld,674,164,0,0,100,1,0,2,20,32,0,9
HU_0213,Mihályfa,332,177,3,0,147,1,0,0,3,18,1,4
HU_2214,Mikekarácsonyfa,226,64,1,0,49,0,1,0,7,4,0,2
HU_0266,Milejszeg,270,83,2,0,50,0,0,0,2,20,1,8
HU_0475,Misefa,245,80,0,0,37,1,0,0,23,10,3,6
HU_2101,Molnári,631,238,0,0,173,0,0,4,13,43,2,3
HU_2521,Murakeresztúr,1550,373,7,0,269,3,3,4,40,33,1,13
HU_0796,Murarátka,220,87,2,0,54,0,5,0,8,13,1,4
HU_3398,Muraszemenye,444,129,4,0,75,4,0,1,14,22,4,5
HU_1276,Nagybakónak,375,79,1,0,63,2,0,2,3,3,1,4
HU_0521,Nagygörbõ,156,64,0,0,45,2,0,0,5,6,3,3
HU_3093,Nagykanizsa,42101,13716,99,0,7507,286,22,110,2824,1822,237,809
HU_2058,Nagykapornak,767,214,2,0,127,1,1,3,38,14,5,23
HU_2217,Nagykutas,389,174,0,0,128,5,0,1,5,21,6,8
HU_0445,Nagylengyel,425,121,0,0,79,1,0,0,11,13,6,11
HU_2846,Nagypáli,334,121,5,0,74,5,0,0,7,20,1,9
HU_1651,Nagyrada,419,160,2,0,117,3,1,3,16,15,1,2
HU_1497,Nagyrécse,875,271,0,0,176,7,0,0,13,54,2,19
HU_0616,Nemesapáti,407,129,4,0,98,1,0,1,13,7,1,4
HU_3294,Nemesbük,505,191,1,0,136,4,0,3,15,21,0,11
HU_0765,Nemeshetés,244,102,0,0,74,0,0,1,3,16,1,7
HU_3266,Nemesnép,126,59,0,0,30,3,0,0,13,9,2,2
HU_1985,Nemespátró,252,90,1,0,76,0,1,0,3,7,0,2
HU_1802,Nemesrádó,250,82,1,0,54,4,1,0,4,13,1,4
HU_2560,Nemessándorháza,277,127,0,0,94,0,2,0,10,17,0,4
HU_0805,Nemesszentandrás,228,110,0,0,94,2,1,0,8,5,0,0
HU_2541,Németfalu,168,81,0,0,73,0,0,0,5,2,1,0
HU_0335,Nova,692,182,0,0,108,1,2,1,30,25,6,9
HU_2547,Oltárc,205,36,1,0,25,0,1,0,2,5,0,2
HU_2083,Orbányosfa,107,60,0,0,57,0,0,0,0,3,0,0
HU_2249,Ormándlak,110,33,0,0,30,0,0,0,2,0,0,1
HU_2505,Orosztony,372,70,1,0,46,0,0,1,3,12,1,6
HU_0495,Ortaháza,98,34,0,0,18,1,5,0,6,1,0,3
HU_1895,Ozmánbük,158,88,0,0,66,1,0,1,3,15,2,0
HU_2777,Óhíd,485,116,1,0,64,1,0,1,21,9,1,18
HU_3174,Pacsa,1445,449,7,0,325,4,8,0,39,45,6,15
HU_2477,Padár,123,42,0,0,35,0,0,1,2,3,1,0
HU_2427,Pakod,766,135,2,0,93,2,0,0,9,18,4,7
HU_2965,Pat,187,67,1,0,41,1,1,0,8,9,2,4
HU_2916,Páka,1026,351,0,0,263,3,0,4,27,39,2,13
HU_1472,Pálfiszeg,143,47,0,0,36,3,0,0,2,3,0,3
HU_0570,Pethõhenye,352,94,0,0,74,0,0,0,5,9,0,6
HU_1917,Petrikeresztúr,333,81,5,0,49,0,0,0,5,8,0,14
HU_3075,Petrivente,341,81,4,0,52,0,1,0,7,10,2,5
HU_2105,Pókaszepetk,785,225,2,0,151,0,0,3,23,32,4,10
HU_1685,Pórszombat,286,113,1,0,79,1,0,2,12,15,0,3
HU_0986,Pölöske,696,141,0,0,82,3,1,1,22,24,0,8
HU_3111,Pölöskefõ,308,84,1,0,58,0,0,0,9,7,1,8
HU_3251,Pördefölde,45,24,0,0,13,1,0,0,4,6,0,0
HU_2466,Pötréte,242,90,0,0,58,1,0,1,8,18,0,4
HU_1692,Pusztaapáti,32,20,0,0,19,0,0,0,1,0,0,0
HU_2746,Pusztaederics,149,74,0,0,58,3,0,1,4,5,1,2
HU_0653,Pusztamagyaród,477,164,0,0,128,2,1,0,12,14,0,7
HU_2663,Pusztaszentlászló,547,217,1,0,145,0,0,1,30,30,3,7
HU_1429,Ramocsa,31,17,1,0,10,0,0,0,1,3,1,1
HU_1711,Resznek,264,60,2,0,34,0,1,0,8,13,0,2
HU_2389,Rezi,958,353,5,0,260,5,0,7,35,24,6,11
HU_3159,Rédics,812,266,2,0,186,4,0,2,18,41,1,12
HU_2413,Rigyác,341,114,0,0,78,0,1,1,7,18,0,9
HU_2772,Salomvár,497,169,7,0,125,1,0,0,10,16,1,9
HU_1555,Sand,373,111,1,0,91,0,0,0,8,8,1,2
HU_0810,Sárhida,628,270,4,0,191,3,3,2,12,44,1,10
HU_1490,Sármellék,1481,397,7,0,268,7,0,1,38,54,4,18
HU_3099,Semjénháza,548,157,4,0,98,7,0,2,23,19,1,3
HU_1408,Sénye,32,22,0,0,16,0,0,0,3,3,0,0
HU_0656,Sormás,774,214,1,0,144,4,0,0,20,38,1,6
HU_1908,Söjtör,1282,362,6,0,220,4,5,1,39,69,8,10
HU_0240,Surd,515,151,2,0,91,0,1,3,38,10,1,5
HU_2139,Sümegcsehi,506,263,1,0,213,3,0,1,9,29,1,6
HU_2054,Szalapa,193,50,0,0,25,1,0,0,10,10,0,4
HU_2312,Szentgyörgyvár,254,116,2,0,97,1,0,2,4,3,1,6
HU_1865,Szentgyörgyvölgy,371,103,0,0,90,0,1,0,9,1,0,2
HU_0312,Szentkozmadombja,61,23,0,0,17,0,0,0,2,3,0,1
HU_0861,Szentliszló,266,74,1,0,49,0,0,0,6,10,3,5
HU_1422,Szentmargitfalva,76,24,0,0,14,0,0,0,3,6,0,1
HU_3006,Szentpéterfölde,134,34,0,0,24,0,0,2,6,0,0,2
HU_1116,Szentpéterúr,723,117,1,0,82,1,0,2,3,24,2,2
HU_0770,Szepetnek,1370,255,4,0,156,4,0,0,38,34,6,13
HU_1155,Szécsisziget,195,65,1,0,33,0,0,0,15,9,1,6
HU_2616,Szijártóháza,25,16,0,0,10,0,0,1,1,2,0,2
HU_1785,Szilvágy,172,79,0,0,58,0,0,0,11,3,0,7
HU_0882,Teskánd,909,357,0,0,225,2,1,2,46,38,10,33
HU_2795,Tilaj,162,88,1,0,69,0,1,2,0,6,4,5
HU_0496,Tormafölde,321,110,4,0,82,1,1,0,14,4,0,4
HU_3263,Tornyiszentmiklós,516,148,0,0,107,1,0,0,19,17,0,4
HU_0534,Tófej,579,182,3,0,137,1,2,6,13,16,1,3
HU_1638,Tótszentmárton,790,205,0,0,161,2,0,0,15,17,1,9
HU_2511,Tótszerdahely,985,330,6,0,236,10,0,2,44,26,2,4
HU_1260,Türje,1412,274,1,0,143,2,0,4,66,38,6,14
HU_3219,Újudvar,805,241,4,0,154,0,4,0,21,45,3,10
HU_2626,Valkonya,57,24,1,0,12,1,1,0,3,6,0,0
HU_1030,Vasboldogasszony,480,172,1,0,135,1,0,0,19,11,2,3
HU_1432,Vaspör,331,209,1,0,180,2,0,0,14,10,1,1
HU_1068,Vállus,120,44,0,0,39,0,0,0,0,3,0,2
HU_0252,Várfölde,165,33,1,0,17,2,2,1,5,3,0,2
HU_1418,Várvölgy,878,294,1,0,245,0,1,2,6,34,2,3
HU_3214,Vindornyafok,110,56,0,0,51,0,0,0,0,0,0,5
HU_0654,Vindornyalak,72,28,0,0,19,0,0,0,3,5,0,1
HU_1180,Vindornyaszõlõs,288,97,0,0,80,0,0,0,10,5,0,2
HU_1291,Vonyarcvashegy,1829,814,4,0,557,9,1,4,112,82,11,34
HU_0836,Vöckönd,77,34,1,0,20,0,0,1,1,3,0,8
HU_2459,Zajk,184,47,0,0,25,0,3,0,11,6,0,2
HU_1740,Zalaapáti,1196,407,2,0,284,6,0,5,43,54,4,9
HU_0757,Zalabaksa,586,221,6,0,166,1,1,4,19,13,2,9
HU_2428,Zalabér,575,192,3,0,130,3,2,0,26,16,5,7
HU_2849,Zalaboldogfa,286,100,4,0,69,0,0,1,3,13,0,10
HU_0400,Zalacsány,782,226,4,0,139,3,0,3,35,33,7,2
HU_0248,Zalacséb,473,194,3,0,114,3,0,1,20,39,2,12
HU_3205,Zalaegerszeg,49273,19301,139,0,11267,281,48,133,3256,2657,405,1115
HU_2383,Zalaháshágy,335,116,1,0,79,3,0,0,18,8,0,7
HU_1689,Zalaigrice,101,30,0,0,16,1,0,1,5,6,1,0
HU_1249,Zalaistvánd,322,126,1,0,87,1,1,4,13,13,2,4
HU_1178,Zalakaros,1713,675,5,0,400,5,2,3,102,97,11,50
HU_1034,Zalakomár,2257,449,13,0,264,8,4,5,46,92,1,16
HU_1876,Zalaköveskút,26,10,0,0,9,0,0,0,1,0,0,0
HU_3031,Zalalövõ,2479,974,7,0,693,6,6,5,87,114,10,46
HU_3161,Zalamerenye,151,66,1,0,48,1,0,0,10,2,0,4
HU_0297,Zalasárszeg,105,49,0,0,24,0,0,3,9,11,0,2
HU_2294,Zalaszabar,492,169,1,0,121,1,2,1,9,25,7,2
HU_3328,Zalaszántó,773,291,2,0,208,1,3,2,18,50,1,6
HU_1856,Zalaszentbalázs,714,189,1,0,139,8,2,2,20,8,0,9
HU_3252,Zalaszentgrót,6079,1814,28,0,1170,31,0,14,298,200,24,49
HU_3313,Zalaszentgyörgy,335,152,3,0,107,2,0,0,9,19,1,11
HU_0260,Zalaszentiván,893,318,3,0,213,3,0,3,36,38,8,14
HU_1809,Zalaszentjakab,272,70,0,0,36,2,1,1,6,18,3,3
HU_0723,Zalaszentlászló,679,230,4,0,153,3,0,3,16,38,2,11
HU_1330,Zalaszentlõrinc,234,86,0,0,55,0,0,1,11,11,4,4
HU_1309,Zalaszentmárton,67,22,0,0,17,0,0,0,0,2,3,0
HU_1844,Zalaszentmihály,883,252,5,0,161,8,0,1,38,30,1,8
HU_2756,Zalaszombatfa,47,22,0,0,13,0,0,0,5,3,0,1
HU_2968,Zalatárnok,569,113,2,0,74,1,2,1,9,15,1,8
HU_0938,Zalaújlak,95,36,0,0,30,0,1,0,3,2,0,0
HU_1373,Zalavár,786,180,3,0,118,3,0,2,19,29,1,5
HU_1705,Zalavég,351,85,0,0,54,1,0,1,14,15,0,0
HU_0372,Zebecke,67,33,0,0,28,0,0,0,1,3,0,1
HU_HUYY99,OVI székhelye,3841,3349,37,0,1671,193,7,1,394,510,326,210
