gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,SZDSZ,MCF ROMA Ö.,MUNKÁSPÁRT,MSZP,JOBBIK,LMP-HP,MDF
HU_0956,Budapest_I.,21544,12120,88,0,6598,769,24,67,1918,1253,722,681
HU_0317,Budapest_II.,68444,40377,228,0,21310,2684,59,189,7355,3754,2226,2572
HU_1806,Budapest_III.,100488,47389,363,0,21817,1928,76,440,11001,6152,2425,3187
HU_0546,Budapest_IV.,80293,31506,205,0,13996,1182,36,352,7643,4420,1478,2194
HU_1339,Budapest_V.,21604,11476,81,0,5812,829,34,82,2319,1070,584,665
HU_1658,Budapest_VI.,29696,13045,113,0,6135,840,39,95,2739,1408,943,733
HU_2974,Budapest_VII.,45031,17806,152,0,7874,1092,56,158,3739,2323,1242,1170
HU_2540,Budapest_VIII.,55412,19963,179,0,9790,938,62,231,3956,2563,1117,1127
HU_2958,Budapest_IX.,44933,18488,119,0,8573,848,29,187,4133,2487,1017,1095
HU_1070,Budapest_X.,59507,22586,180,0,10140,661,47,296,5820,3042,902,1498
HU_1421,Budapest_XI.,106792,56140,339,0,28258,2383,64,448,12197,6214,2721,3516
HU_2469,Budapest_XII.,47303,28193,182,0,15236,1743,45,131,4893,2667,1607,1689
HU_2429,Budapest_XIII.,87433,37987,291,0,14655,2361,96,408,11154,4142,2224,2656
HU_1633,Budapest_XIV.,92284,43621,266,0,19580,2386,45,461,10760,4973,2199,2951
HU_1131,Budapest_XV.,65795,27224,222,0,12826,843,34,289,6539,3890,1019,1562
HU_0820,Budapest_XVI.,56923,27777,201,0,14488,905,28,176,5079,3767,1240,1893
HU_0211,Budapest_XVII.,68090,28673,148,0,14777,826,37,259,5463,4108,1058,1997
HU_2928,Budapest_XVIII.,78937,34088,264,0,16090,1034,47,338,7499,5090,1301,2425
HU_0401,Budapest_XIX.,48479,20206,130,0,9476,692,33,236,4670,2735,855,1379
HU_0602,Budapest_XX.,52293,19736,168,0,9254,519,32,194,4805,2815,626,1323
HU_1318,Budapest_XXI.,62329,22103,162,0,9836,651,49,368,5503,3282,829,1423
HU_1021,Budapest_XXII.,41837,19812,118,0,10074,644,34,157,3862,2788,896,1239
HU_3413,Budapest_XXIII.,17115,6812,57,0,3523,149,23,66,1369,971,216,438
HU_1254,Abaliget,524,119,5,0,63,2,4,0,16,18,5,6
HU_0686,Adorjás,145,45,0,0,15,0,17,0,9,2,0,2
HU_1332,Almamellék,336,104,1,0,73,2,1,0,20,6,0,1
HU_2037,Almáskeresztúr,68,28,0,0,13,1,0,1,9,2,1,1
HU_1738,Alsómocsolád,316,73,0,0,57,0,0,0,5,7,1,3
HU_3327,Alsószentmárton,736,303,0,0,282,0,8,0,12,0,0,1
HU_2729,Apátvarasd,102,26,0,0,23,1,0,1,0,0,1,0
HU_0688,Aranyosgadány,270,70,1,0,51,1,0,0,8,6,2,1
HU_2581,Ág,141,38,3,0,29,1,1,1,3,0,0,0
HU_2858,Áta,167,56,0,0,33,0,1,2,6,6,1,7
HU_0540,Babarc,649,209,1,0,156,2,0,0,27,14,0,9
HU_0966,Babarcszõlõs,91,38,0,0,36,1,0,0,0,0,1,0
HU_0829,Bakonya,295,70,2,0,42,2,0,0,14,2,5,3
HU_2227,Bakóca,271,76,2,0,62,1,1,0,6,2,2,0
HU_0397,Baksa,647,108,0,0,52,0,1,0,41,10,1,3
HU_2046,Baranyahídvég,169,46,2,0,24,2,2,3,10,2,0,1
HU_2474,Baranyajenõ,385,89,2,0,59,1,0,0,13,11,0,3
HU_0548,Baranyaszentgyörgy,136,63,1,0,49,2,0,1,4,3,0,3
HU_1549,Basal,150,52,0,0,36,1,0,0,12,1,0,2
HU_0760,Bánfa,152,46,0,0,30,0,3,1,9,0,0,3
HU_2437,Bár,480,217,0,0,168,4,0,3,19,14,1,8
HU_1900,Belvárdgyula,347,97,4,0,57,0,15,4,11,1,0,5
HU_3192,Beremend,2203,560,0,0,340,8,3,8,120,51,4,26
HU_1646,Berkesd,722,188,4,0,92,1,46,3,17,16,1,8
HU_3004,Besence,100,46,0,0,15,24,0,0,5,1,0,1
HU_1411,Bezedek,230,98,0,0,82,0,0,1,10,2,0,3
HU_1331,Bicsérd,826,221,1,0,135,2,0,3,42,28,2,8
HU_0489,Bikal,677,178,1,0,85,1,0,3,64,16,1,7
HU_0513,Birján,419,120,0,0,73,2,0,3,20,16,2,4
HU_2492,Bisse,206,51,0,0,27,0,0,0,3,15,2,4
HU_2089,Boda,369,98,0,0,55,0,0,1,17,12,4,9
HU_3300,Bodolyabér,215,67,2,0,45,1,0,0,13,3,0,3
HU_3215,Bogád,799,215,3,0,105,2,0,1,24,60,7,13
HU_2189,Bogádmindszent,347,92,2,0,68,2,2,0,4,10,3,1
HU_1069,Bogdása,252,70,2,0,53,0,0,0,7,4,0,4
HU_1311,Boldogasszonyfa,355,143,1,0,98,1,0,3,19,10,0,11
HU_0672,Borjád,365,127,1,0,82,0,0,0,18,21,2,3
HU_1436,Bosta,106,24,0,0,10,1,0,0,4,9,0,0
HU_1336,Botykapeterd,266,63,1,0,46,1,0,0,9,4,2,0
HU_3315,Bóly,3006,1135,5,0,742,36,1,11,168,98,19,55
HU_2316,Bükkösd,962,200,1,0,129,3,1,2,27,21,8,8
HU_0753,Bürüs,75,22,1,0,18,2,0,0,0,1,0,0
HU_3061,Csarnóta,116,40,1,0,30,1,0,0,3,4,0,1
HU_1990,Csányoszró,606,134,2,0,75,6,1,2,20,20,3,5
HU_2159,Csebény,78,27,0,0,18,0,0,0,5,2,2,0
HU_2608,Cserdi,279,50,0,0,35,0,1,0,6,7,1,0
HU_0389,Cserkút,421,115,0,0,52,4,0,1,27,21,2,8
HU_1385,Csertõ,324,76,0,0,46,0,0,2,14,6,1,7
HU_2257,Csonkamindszent,139,52,3,0,30,0,1,0,6,12,0,0
HU_1108,Cún,184,60,1,0,48,2,0,0,5,3,0,1
HU_0777,Dencsháza,488,56,0,0,32,1,2,0,7,9,1,4
HU_1195,Dinnyeberki,66,32,0,0,21,0,0,0,7,2,0,2
HU_3237,Diósviszló,571,179,2,0,127,0,4,0,18,22,3,3
HU_2861,Drávacsehi,166,42,1,0,27,2,0,0,10,2,0,0
HU_2812,Drávacsepely,186,73,0,0,55,3,1,0,9,4,0,1
HU_1741,Drávafok,429,114,4,0,71,5,1,1,21,4,3,4
HU_3239,Drávaiványi,146,36,2,0,15,1,0,0,14,2,0,2
HU_0915,Drávakeresztúr,111,31,0,0,19,0,0,0,7,4,0,1
HU_2273,Drávapalkonya,214,56,1,0,21,0,1,5,14,9,0,5
HU_1238,Drávapiski,100,37,0,0,10,0,0,0,7,1,19,0
HU_2860,Drávaszabolcs,547,135,0,0,79,1,0,1,25,23,0,6
HU_3003,Drávaszerdahely,167,65,0,0,51,2,0,0,7,4,0,1
HU_2169,Drávasztára,395,71,2,0,51,0,0,0,5,8,0,5
HU_0918,Dunaszekcsõ,1720,597,7,0,426,8,3,8,66,52,9,18
HU_2891,Egerág,842,220,0,0,78,3,0,4,28,86,9,12
HU_1649,Egyházasharaszti,239,62,3,0,38,2,0,0,6,10,0,3
HU_2740,Egyházaskozár,684,182,1,0,89,1,0,3,65,17,0,6
HU_0609,Ellend,201,67,1,0,38,0,0,0,10,12,2,4
HU_2827,Endrõc,335,94,6,0,64,0,13,0,8,3,0,0
HU_2582,Erdõsmárok,74,38,3,0,20,0,0,4,2,9,0,0
HU_1870,Erdõsmecske,326,75,0,0,58,1,0,1,1,9,2,3
HU_1349,Erzsébet,264,72,0,0,54,2,0,2,8,5,0,1
HU_1783,Fazekasboda,171,47,0,0,32,1,0,1,6,7,0,0
HU_0454,Feked,182,81,0,0,58,2,0,0,11,6,1,3
HU_1328,Felsõegerszeg,123,27,2,0,20,0,0,0,3,2,0,0
HU_0881,Felsõszentmárton,880,231,1,0,125,1,0,6,71,8,1,18
HU_0756,Garé,253,47,0,0,24,1,0,1,9,11,1,0
HU_1275,Gerde,436,100,4,0,66,1,8,2,9,7,1,2
HU_0285,Geresdlak,720,264,1,0,188,1,0,0,29,22,4,19
HU_1334,Gerényes,187,42,2,0,24,1,1,0,13,1,0,0
HU_1833,Gilvánfa,238,46,3,0,29,1,8,0,2,2,0,1
HU_3308,Gordisa,206,40,2,0,29,0,1,0,6,2,0,0
HU_3323,Gödre,770,187,1,0,130,2,2,2,8,29,0,13
HU_3043,Görcsöny,1390,307,4,0,176,4,0,3,68,31,4,17
HU_0963,Görcsönydoboka,352,94,0,0,59,3,0,0,17,6,1,8
HU_1831,Gyód,549,178,2,0,105,1,1,3,36,18,7,5
HU_2840,Gyöngyfa,91,32,0,0,21,0,1,0,7,1,0,2
HU_2266,Gyöngyösmellék,225,78,9,0,54,1,2,0,11,1,0,0
HU_2152,Harkány,3267,1413,12,0,959,12,1,17,141,211,15,45
HU_2788,Hásságy,259,124,1,0,91,1,0,1,15,8,0,7
HU_3095,Hegyhátmaróc,152,36,0,0,16,0,0,0,13,2,0,5
HU_2102,Hegyszentmárton,358,92,1,0,67,0,0,2,6,15,0,1
HU_1719,Helesfa,300,74,0,0,29,1,0,0,25,12,2,5
HU_0712,Hetvehely,409,125,1,0,68,0,6,11,23,9,0,7
HU_0679,Hidas,1804,635,5,0,429,7,0,6,79,71,7,31
HU_2793,Himesháza,971,323,2,0,227,0,1,0,41,36,3,13
HU_0328,Hirics,163,32,0,0,17,0,0,1,13,0,0,1
HU_3393,Hobol,784,158,2,0,110,2,1,2,26,13,2,0
HU_2996,Homorúd,548,224,4,0,154,1,0,0,21,30,4,10
HU_2307,Horváthertelend,58,21,2,0,11,0,0,0,6,2,0,0
HU_3083,Hosszúhetény,2690,817,7,0,513,14,2,4,111,98,21,47
HU_3143,Husztót,59,32,4,0,20,0,1,0,6,0,1,0
HU_3306,Ibafa,175,52,0,0,32,0,0,0,13,4,1,2
HU_3193,Illocska,196,38,1,0,15,1,1,0,20,0,0,0
HU_2994,Ipacsfa,183,75,0,0,63,1,0,0,4,4,1,2
HU_0333,Ivánbattyán,121,37,1,0,21,0,0,3,4,7,0,1
HU_0334,Ivándárda,206,68,3,0,37,1,0,1,24,0,0,2
HU_0429,Kacsóta,219,56,1,0,32,0,1,3,6,6,0,7
HU_0696,Katádfa,132,48,0,0,32,0,1,1,10,3,0,1
HU_0641,Kákics,179,59,0,0,45,2,1,1,5,5,0,0
HU_0599,Kárász,300,127,1,0,75,2,0,4,22,12,2,9
HU_1746,Kásád,286,67,1,0,39,3,0,0,10,10,0,4
HU_1913,Kátoly,289,89,1,0,47,2,0,2,28,6,0,3
HU_0678,Kemse,57,35,0,0,27,1,0,1,5,0,0,1
HU_0383,Keszü,963,365,3,0,208,9,5,0,48,48,9,35
HU_1680,Kékesd,160,71,3,0,46,1,0,1,11,5,2,2
HU_1054,Kémes,420,149,2,0,94,1,0,2,26,15,4,5
HU_0857,Kétújfalu,542,175,2,0,114,1,2,0,43,6,2,5
HU_2055,Királyegyháza,805,202,6,0,143,0,0,1,26,22,2,2
HU_1890,Kisasszonyfa,156,58,0,0,46,0,0,0,10,1,0,1
HU_0572,Kisbeszterce,73,35,0,0,26,0,0,2,4,2,0,1
HU_2286,Kisbudmér,87,29,0,0,21,0,0,0,1,5,0,2
HU_1118,Kisdér,92,22,0,0,15,0,0,0,4,2,0,1
HU_3390,Kisdobsza,200,60,0,0,50,2,0,0,2,4,1,1
HU_0683,Kishajmás,179,41,2,0,15,2,0,0,15,5,1,1
HU_2702,Kisharsány,429,127,1,0,90,2,0,1,18,5,2,8
HU_1697,Kisherend,168,55,0,0,34,0,2,0,8,6,1,4
HU_1284,Kisjakabfalva,139,51,1,0,35,1,0,3,2,8,0,1
HU_1991,Kiskassa,221,57,1,0,26,0,0,1,9,10,1,9
HU_2161,Kislippó,238,52,1,0,26,2,0,1,15,2,1,4
HU_3321,Kisnyárád,180,81,3,0,20,4,14,0,26,5,4,5
HU_0865,Kisszentmárton,199,112,3,0,87,2,2,2,13,3,0,0
HU_1235,Kistamási,100,39,1,0,24,0,12,1,1,0,0,0
HU_0315,Kistapolca,166,47,0,0,38,1,0,1,1,5,0,1
HU_1074,Kistótfalu,285,82,3,0,45,2,0,2,15,8,1,6
HU_0954,Kisvaszar,234,42,0,0,34,0,0,0,6,0,1,1
HU_2640,Komló,23281,6611,92,0,3245,119,17,92,1743,810,124,369
HU_2422,Kovácshida,210,69,0,0,48,2,0,1,11,3,0,4
HU_1451,Kovácsszénája,56,31,0,0,18,1,0,0,6,3,2,1
HU_0633,Kozármisleny,4447,1442,10,0,848,21,4,9,189,192,57,112
HU_0811,Kórós,171,73,3,0,54,0,4,1,7,3,0,1
HU_2524,Köblény,219,51,0,0,28,2,0,1,15,3,1,1
HU_0354,Kökény,531,148,3,0,81,2,2,1,32,15,2,10
HU_1789,Kölked,875,250,3,0,180,3,8,1,37,9,3,6
HU_1553,Kővágószőlős,1341,371,5,0,203,10,6,2,62,48,9,26
HU_0647,Lapáncsa,168,65,0,0,52,0,0,1,9,1,1,1
HU_3333,Lánycsók,2179,730,8,0,550,4,2,2,79,61,5,19
HU_1760,Liget,331,56,0,0,29,1,0,1,12,9,1,3
HU_2297,Lippó,464,120,1,0,67,1,0,0,29,13,2,7
HU_1003,Liptód,194,43,1,0,24,1,0,1,6,4,1,5
HU_3138,Lothárd,229,74,1,0,41,4,0,2,8,7,2,9
HU_2462,Lovászhetény,227,42,0,0,29,0,0,0,5,4,0,4
HU_1886,Lúzsok,174,61,0,0,55,0,0,0,4,1,0,1
HU_2517,Magyarbóly,841,264,4,0,187,2,1,2,31,20,2,15
HU_2975,Magyaregregy,675,489,19,0,247,10,6,15,107,36,5,44
HU_0543,Magyarhertelend,574,190,1,0,107,3,2,3,42,19,5,8
HU_2354,Magyarlukafa,68,24,1,0,11,0,0,0,5,1,1,5
HU_0541,Magyarmecske,240,54,0,0,34,0,0,0,10,4,0,6
HU_2706,Magyarsarlós,267,73,2,0,57,2,0,0,3,9,0,0
HU_2260,Magyarszék,931,284,2,0,162,1,0,2,59,39,3,16
HU_0438,Magyartelek,179,45,0,0,24,0,0,0,18,2,1,0
HU_2786,Majs,844,217,4,0,149,5,0,0,29,21,0,9
HU_2992,Maráza,158,58,0,0,36,0,0,0,11,7,2,2
HU_1644,Markóc,50,17,1,0,13,0,1,0,0,0,1,1
HU_1521,Marócsa,87,47,3,0,22,0,15,1,5,0,0,1
HU_0222,Martonfa,174,64,1,0,26,2,2,0,13,7,8,5
HU_1505,Matty,301,98,1,0,70,1,0,0,10,13,0,3
HU_0681,Mágocs,2034,570,10,0,393,5,5,4,89,44,4,16
HU_3392,Mánfa,686,197,1,0,98,6,3,2,45,27,8,7
HU_0945,Márfa,180,66,0,0,45,1,0,0,10,1,0,9
HU_1448,Máriakéménd,423,115,1,0,74,2,1,4,18,7,4,4
HU_2065,Márok,400,180,2,0,141,3,2,5,8,9,1,9
HU_3375,Máza,1060,316,6,0,176,7,3,2,78,29,6,9
HU_1344,Mecseknádasd,1413,429,2,0,288,10,1,1,59,41,6,21
HU_1140,Mecsekpölöske,359,113,2,0,61,2,0,3,22,15,0,8
HU_3049,Mekényes,257,59,0,0,35,4,0,0,14,2,1,3
HU_0773,Merenye,239,75,2,0,60,0,0,1,4,5,0,3
HU_0347,Mezõd,114,36,0,0,21,0,0,1,9,4,1,0
HU_1628,Mindszentgodisa,715,204,6,0,125,4,15,0,39,11,2,2
HU_2395,Mohács,16026,5656,27,0,3678,93,6,50,862,644,89,207
HU_2952,Molvány,170,45,1,0,30,1,0,1,8,2,1,1
HU_1602,Monyoród,135,49,0,0,30,2,0,1,7,4,3,2
HU_2954,Mozsgó,681,154,1,0,104,2,0,1,23,16,1,6
HU_0398,Nagybudmér,174,64,0,0,54,0,0,1,4,5,0,0
HU_1811,Nagycsány,133,21,0,0,10,0,0,1,2,4,0,4
HU_3389,Nagydobsza,522,132,7,0,85,1,13,1,11,10,3,1
HU_1285,Nagyhajmás,294,86,0,0,64,0,0,1,2,12,1,6
HU_0265,Nagyharsány,1260,403,9,0,312,2,1,0,44,30,3,2
HU_1094,Nagykozár,1374,433,3,0,260,2,0,1,46,80,10,31
HU_1465,Nagynyárád,626,329,1,0,276,3,2,0,10,25,5,7
HU_1987,Nagypall,353,125,0,0,102,1,0,0,8,8,2,4
HU_2716,Nagypeterd,544,142,1,0,79,3,0,1,34,17,2,5
HU_2892,Nagytótfalu,305,114,0,0,79,2,0,0,8,19,0,6
HU_1419,Nagyváty,285,91,0,0,73,0,0,0,10,6,1,1
HU_1823,Nemeske,218,66,3,0,45,0,2,1,11,3,1,0
HU_2632,Nyugotszenterzsébet,176,32,0,0,19,0,0,0,8,2,1,2
HU_2068,Okorág,137,43,0,0,41,1,0,1,0,0,0,0
HU_0834,Okorvölgy,69,20,0,0,15,0,0,0,3,0,0,2
HU_1855,Olasz,514,164,1,0,93,0,0,2,33,14,4,17
HU_2170,Old,256,84,3,0,44,2,9,0,10,15,0,1
HU_1173,Orfû,790,271,4,0,132,10,6,1,57,29,14,18
HU_0448,Oroszló,265,77,0,0,50,4,1,1,9,8,0,4
HU_1264,Óbánya,126,52,0,0,31,1,0,0,9,8,3,0
HU_0378,Ócsárd,362,75,0,0,19,0,0,3,24,19,3,7
HU_1964,Ófalu,298,125,2,0,108,2,0,0,6,1,1,5
HU_1866,Ózdfalu,143,44,2,0,33,0,0,1,8,0,0,0
HU_2376,Palé,93,37,0,0,22,1,5,0,1,5,1,2
HU_0715,Palkonya,252,101,1,0,81,0,0,0,7,5,2,5
HU_1013,Palotabozsok,840,353,5,0,294,2,0,5,18,22,2,5
HU_1779,Patapoklosi,284,56,0,0,39,0,2,3,9,0,0,3
HU_0701,Páprád,155,61,0,0,28,1,0,1,5,21,2,3
HU_1611,Pellérd,1737,534,0,0,308,11,0,2,92,84,13,24
HU_1286,Pereked,135,54,0,0,30,0,2,2,5,13,0,2
HU_3242,Peterd,155,43,1,0,32,0,0,1,0,6,1,2
HU_2976,Pettend,103,37,0,0,18,0,16,0,1,1,0,1
HU_1941,Pécs,125049,43548,190,0,23989,865,83,384,8670,4920,1666,2781
HU_2151,Pécsbagota,86,29,0,0,18,1,0,1,7,0,0,2
HU_1538,Pécsdevecser,102,45,0,0,30,0,0,1,9,2,0,3
HU_2109,Pécsudvard,605,200,1,0,104,4,0,4,39,29,2,17
HU_1082,Pécsvárad,3288,1193,4,0,780,14,26,13,148,109,23,76
HU_2350,Piskó,185,70,1,0,62,3,0,1,3,0,0,0
HU_1724,Pogány,934,311,0,0,161,6,0,3,59,38,19,25
HU_2226,Pócsa,147,68,1,0,54,0,0,0,8,2,2,1
HU_1151,Rádfalva,176,66,5,0,46,0,0,0,12,3,0,0
HU_2529,Regenye,132,32,0,0,17,0,0,0,12,1,0,2
HU_2485,Romonya,374,126,0,0,45,2,0,4,21,31,4,19
HU_0451,Rózsafa,328,55,2,0,39,1,0,2,8,0,2,1
HU_1805,Sámod,173,76,0,0,36,2,5,0,32,0,1,0
HU_2086,Sárok,112,23,0,0,14,0,0,0,7,1,0,1
HU_3216,Sásd,2832,810,4,0,495,11,3,3,144,103,12,35
HU_3348,Sátorhely,547,212,3,0,140,4,0,2,32,16,4,11
HU_2874,Sellye,2473,604,10,0,369,9,1,11,127,45,5,27
HU_0551,Siklós,8203,2807,18,0,1631,31,1,17,607,329,32,141
HU_2320,Siklósbodony,98,39,0,0,24,0,2,2,9,2,0,0
HU_0880,Siklósnagyfalu,294,53,0,0,28,0,20,0,2,0,3,0
HU_2347,Somberek,1370,456,6,0,348,1,2,3,50,30,5,11
HU_2380,Somogyapáti,405,107,1,0,55,1,0,1,32,11,2,4
HU_2507,Somogyhatvan,283,39,0,0,17,0,0,2,11,9,0,0
HU_2914,Somogyhárságy,359,76,0,0,35,6,0,2,26,1,3,3
HU_2128,Somogyviszló,195,40,1,0,21,3,0,0,6,4,1,4
HU_3171,Sósvertike,138,86,0,0,77,0,0,0,8,0,0,1
HU_0254,Sumony,361,247,10,0,124,7,25,4,53,9,1,14
HU_1507,Szabadszentkirály,684,220,2,0,136,2,17,0,31,20,1,11
HU_0847,Szajk,689,293,2,0,237,2,0,1,19,21,3,8
HU_0900,Szalatnak,314,84,1,0,40,2,0,1,23,9,5,3
HU_2225,Szalánta,996,281,1,0,205,1,0,0,28,28,13,5
HU_3403,Szaporca,192,79,0,0,56,1,0,0,11,6,2,3
HU_3106,Szava,262,83,3,0,60,0,0,0,12,4,1,3
HU_2750,Szágy,136,83,4,0,60,2,1,1,9,4,0,2
HU_0736,Szárász,46,14,1,0,4,0,0,1,7,0,0,1
HU_3376,Szászvár,2150,538,1,0,309,15,0,5,137,41,3,27
HU_0301,Szebény,360,145,2,0,109,1,2,2,17,9,0,3
HU_0560,Szederkény,1523,529,2,0,376,4,1,1,58,49,11,27
HU_1698,Szellõ,132,54,1,0,38,1,1,0,9,2,0,2
HU_0930,Szemely,378,100,0,0,55,2,0,1,21,11,4,6
HU_3200,Szentdénes,268,50,1,0,35,0,0,1,5,6,2,0
HU_3361,Szentegát,324,64,3,0,27,1,0,0,29,1,0,3
HU_0980,Szentkatalin,91,42,0,0,24,0,1,1,7,4,0,5
HU_1635,Szentlászló,685,161,0,0,102,0,0,5,28,21,2,3
HU_1586,Szentlõrinc,5632,1531,14,0,933,16,49,12,218,174,42,73
HU_1677,Székelyszabar,552,191,1,0,146,2,0,2,17,17,2,4
HU_2657,Szigetvár,9056,2597,13,0,1502,39,4,22,606,251,43,117
HU_1983,Szilágy,248,75,0,0,48,1,0,0,14,9,0,3
HU_2471,Szilvás,130,55,0,0,49,0,0,0,2,2,0,2
HU_0552,Szörény,52,23,0,0,21,0,0,0,1,0,0,1
HU_2221,Szõke,114,30,0,0,17,0,2,0,5,4,0,2
HU_0769,Szõkéd,321,109,0,0,73,0,1,1,18,16,0,0
HU_1540,Szulimán,201,46,1,0,15,1,0,0,20,6,0,3
HU_1121,Szûr,256,90,1,0,67,2,1,3,9,6,0,1
HU_1563,Tarrós,100,40,3,0,7,5,0,3,17,4,0,1
HU_3207,Teklafalu,292,62,0,0,37,0,0,1,16,4,0,4
HU_1367,Tengeri,61,19,0,0,10,0,1,4,2,2,0,0
HU_2770,Tékes,222,32,0,0,16,0,0,1,10,3,0,2
HU_3274,Tésenfa,171,72,1,0,59,1,0,2,4,3,2,0
HU_2097,Téseny,239,49,2,0,33,0,0,0,5,8,0,1
HU_2242,Tormás,253,72,1,0,52,0,0,2,5,9,2,1
HU_0404,Tófû,118,61,0,0,44,1,0,0,6,8,0,2
HU_2699,Tótszentgyörgy,141,84,1,0,59,0,2,0,10,11,1,0
HU_0413,Töttös,455,115,1,0,80,0,0,0,19,11,0,4
HU_1858,Túrony,225,105,0,0,74,0,1,0,15,7,1,7
HU_0443,Udvar,141,81,0,0,63,1,1,0,13,1,0,2
HU_0606,Újpetre,886,182,3,0,118,3,0,0,26,23,3,6
HU_2853,Vajszló,1548,416,2,0,278,5,1,1,66,45,0,18
HU_2852,Varga,89,36,0,0,35,0,0,0,1,0,0,0
HU_0813,Várad,93,26,0,0,23,0,0,1,1,1,0,0
HU_2495,Vásárosbéc,132,32,1,0,16,0,0,0,7,3,2,3
HU_0226,Vásárosdombó,938,220,2,0,143,2,6,0,36,20,2,9
HU_0707,Vázsnok,116,36,1,0,18,0,9,0,6,0,1,1
HU_1851,Vejti,136,44,1,0,35,0,0,0,5,2,0,1
HU_2207,Velény,119,42,0,0,17,1,10,1,5,8,0,0
HU_1972,Versend,668,161,8,0,84,0,44,3,16,4,1,1
HU_2440,Vékény,122,39,1,0,29,1,0,0,3,1,1,3
HU_2027,Véménd,1258,477,6,0,331,1,0,7,68,32,8,24
HU_2802,Villány,2101,862,7,0,701,5,2,2,79,41,14,11
HU_0520,Villánykövesd,255,77,1,0,59,1,1,0,10,1,2,2
HU_0589,Vokány,738,207,2,0,151,5,0,1,27,16,0,5
HU_2512,Zaláta,236,92,1,0,77,1,0,2,4,3,3,1
HU_1774,Zádor,298,115,8,0,74,0,12,0,18,2,0,1
HU_1584,Zengõvárkony,361,146,1,0,105,3,1,1,15,13,3,4
HU_1220,Zók,240,81,0,0,54,0,0,0,23,3,1,0
HU_2194,Akasztó,2854,999,5,0,761,10,0,4,73,120,10,16
HU_2114,Apostag,1711,463,3,0,297,6,0,2,49,88,8,10
HU_1768,Ágasegyháza,1540,467,8,0,362,6,0,4,40,20,4,23
HU_0352,Baja,30629,11436,52,0,6872,207,24,113,1894,1436,209,629
HU_1340,Ballószög,2532,833,5,0,533,8,3,7,100,112,26,39
HU_2593,Balotaszállás,1271,284,2,0,162,5,6,4,50,34,5,16
HU_1071,Bácsalmás,5942,1494,17,0,895,19,2,26,299,163,19,54
HU_1018,Bácsbokod,2394,662,10,0,464,5,0,3,105,41,7,27
HU_2723,Bácsborsód,1026,272,3,0,184,2,0,9,38,25,1,10
HU_0869,Bácsszentgyörgy,152,86,2,0,64,0,0,0,8,10,0,2
HU_3015,Bácsszõlõs,310,83,3,0,61,1,0,5,10,2,0,1
HU_0365,Bátmonostor,1361,457,10,0,336,6,0,2,25,67,1,10
HU_1196,Bátya,1788,615,7,0,446,5,7,4,56,63,5,22
HU_1932,Borota,1173,347,8,0,244,0,1,3,55,21,0,15
HU_0830,Bócsa,1450,429,2,0,297,1,1,2,58,54,6,8
HU_3282,Bugac,2325,596,7,0,448,8,1,1,41,66,7,17
HU_3363,Bugacpusztaháza,246,53,1,0,28,1,0,1,9,9,2,2
HU_1047,Császártöltés,2174,787,4,0,574,5,0,7,90,82,2,23
HU_2647,Csátalja,1312,441,6,0,306,1,0,3,51,58,8,8
HU_1637,Csávoly,1630,431,5,0,271,2,0,5,71,57,3,17
HU_1234,Csengõd,1839,739,3,0,575,0,0,3,42,78,10,28
HU_1569,Csikéria,743,188,1,0,139,2,0,3,24,17,1,1
HU_1202,Csólyospálos,1392,319,0,0,193,4,0,1,39,64,5,13
HU_1053,Dávod,1776,496,6,0,357,2,1,3,57,48,7,15
HU_0752,Drágszél,308,132,2,0,84,1,4,1,23,13,2,2
HU_2106,Dunaegyháza,1235,273,3,0,145,2,1,2,35,68,7,10
HU_1256,Dunafalva,822,294,2,0,202,2,0,4,29,38,3,14
HU_0786,Dunapataj,2877,821,7,0,536,26,1,12,153,55,7,24
HU_1160,Dunaszentbenedek,725,186,2,0,117,0,3,12,10,28,0,14
HU_1476,Dunatetétlen,503,124,1,0,85,4,0,2,15,10,1,6
HU_0761,Dunavecse,3169,968,9,0,559,8,2,8,172,156,21,33
HU_0410,Dusnok,2618,1177,7,0,893,7,2,2,45,192,10,19
HU_1186,Érsekcsanád,2251,785,4,0,527,10,24,5,47,116,8,44
HU_3358,Érsekhalma,536,148,3,0,60,2,0,0,38,32,5,8
HU_0323,Fajsz,1534,518,2,0,356,4,4,8,37,88,5,14
HU_3359,Felsõlajos,776,269,1,0,203,2,0,8,24,19,3,9
HU_0295,Felsõszentiván,1600,399,5,0,226,8,1,5,61,85,1,7
HU_0214,Foktõ,1367,486,6,0,362,5,0,6,38,58,4,7
HU_3146,Fülöpháza,710,248,2,0,173,7,0,1,28,24,5,8
HU_3362,Fülöpjakab,888,300,3,0,229,1,0,2,26,23,3,13
HU_1405,Fülöpszállás,1943,568,3,0,364,13,1,4,57,111,5,10
HU_3184,Gara,1820,539,8,0,336,8,3,9,82,66,2,25
HU_2638,Gátér,828,254,1,0,151,4,0,8,51,23,6,10
HU_0357,Géderlak,890,311,4,0,195,1,5,1,46,53,3,3
HU_1875,Hajós,2696,910,3,0,628,2,0,3,48,178,5,43
HU_0835,Harkakötöny,728,230,5,0,145,1,0,4,32,34,4,5
HU_1845,Harta,3134,1076,7,0,640,25,6,3,248,67,18,62
