gisco_id,name,registered,turnout,invalid,blank,ΠA.ΣO.K,K.K.E.,ΣYN,ΛΑ.Ο.Σ.,Γυν.Ευρ.,Οικ.Πρασ.,Εν.Κεντρ.,Βεργής,Ελλ.Μετ.,ΜΕΡ.Α.,Δ.Π.Ε.,Αντ.Συμμ.,Πατ.Συμ.,M-Λ KKE,ΔΗΣΟΚ,ΑΣΚΕ,Οραμα,Ευρ.Συμπ,ΟΑΚΚΕ,Ουρ.Τόξο,Οικ.Εναλ.,Χριστ.,N.Δ.
EL_260108,Φαλωρείας,5576,3660,67,0,803,526,99,97,18,12,9,8,9,3,8,12,6,11,9,12,2,4,3,2,0,0,0
EL_260401,Φαρκαδόνας,8139,5347,107,0,1703,960,123,108,20,15,21,27,17,6,14,8,6,30,9,13,4,6,9,2,0,0,0
EL_260202,Ασπροποτάμου (Θεσσαλιας),2633,1362,17,0,388,89,30,42,6,3,7,1,2,5,3,10,1,3,0,1,1,0,1,2,0,0,0
EL_260304,Μυροφύλλου,954,385,5,0,120,24,13,9,0,2,0,0,1,0,0,2,0,2,1,1,1,1,0,0,0,0,0
EL_260305,Νεράιδας,1994,875,21,0,285,65,28,20,16,1,2,4,4,2,1,4,1,5,0,3,0,1,0,0,0,0,0
EL_270602,Αγίου Γεωργίου Τυμφρηστού,3455,2316,43,0,767,99,67,52,8,5,7,4,11,2,4,1,3,5,5,3,1,3,1,1,0,0,0
EL_270402,Αγίου Κωνσταντίνου (Στερεας Ελλαδας),2938,2300,32,0,866,108,48,52,3,14,3,2,8,2,8,20,2,6,1,1,1,0,5,0,0,0,0
EL_270202,Αμφίκλειας,4596,2942,55,0,970,232,113,148,12,18,10,10,24,8,4,2,5,9,5,5,2,1,1,3,0,0,0
EL_270501,Αταλάντης,8436,5929,134,0,2112,409,100,196,19,19,21,28,7,6,20,14,8,21,15,10,7,3,8,3,0,0,0
EL_270102,Γοργοποτάμου,4501,3297,53,0,1086,141,54,89,17,17,4,7,18,2,4,4,6,6,6,4,3,1,0,4,0,0,0
EL_270502,Δαφνουσίων,3394,2639,51,0,712,134,61,79,14,11,10,10,10,6,49,3,3,7,8,4,0,4,0,2,0,0,0
EL_270301,Δομοκού,7357,5370,82,0,1882,351,118,171,20,12,25,17,33,12,9,7,7,14,6,9,7,2,5,2,0,0,0
EL_270203,Ελάτειας,4217,2933,84,0,1077,231,84,114,15,8,4,18,8,6,0,6,2,8,6,6,1,3,3,1,0,0,0
EL_270702,Εχιναίων,3913,2944,47,0,845,171,65,129,11,13,10,3,18,2,4,6,4,8,7,1,2,0,3,1,0,0,0
EL_270302,Θεσσαλιώτιδος,4484,3278,46,0,1025,319,60,102,9,5,9,12,9,0,3,1,5,4,2,3,0,3,1,0,0,0,0
EL_270401,Καμένων Βούρλων,4343,3150,63,0,1000,173,65,145,15,13,6,12,5,5,8,9,3,15,5,5,2,1,1,0,0,0,0
EL_270101,Λαμιέων,47378,32729,830,0,10881,1901,1084,1400,298,268,144,171,322,63,83,73,75,89,72,58,33,24,28,19,5,0,0
EL_270103,Λειανοκλαδίου,2771,2076,25,0,692,80,28,74,10,13,8,5,10,4,3,4,4,5,2,5,0,2,0,0,0,0,0
EL_270603,Μακρακώμης,8187,4937,134,0,1467,368,113,219,27,17,14,15,18,4,1,6,2,12,5,1,5,4,3,4,0,0,0
EL_270503,Μαλεσίνης,4032,2971,50,0,1108,108,33,51,8,5,2,11,4,2,4,3,4,8,8,3,3,2,2,2,0,0,0
EL_270403,Μώλου,5657,3867,65,0,1330,225,84,176,26,17,15,17,13,5,8,4,4,13,8,11,2,2,4,0,0,0,0
EL_270303,Ξυνιάδος,4510,3070,51,0,1031,269,79,84,16,6,7,9,18,3,3,3,2,7,7,5,2,4,3,2,0,0,0
EL_270504,Οπουντίων,3406,2537,53,0,1012,271,45,33,10,5,12,12,8,6,3,2,7,12,8,2,0,2,5,1,0,0,0
EL_270703,Πελασγίας,2973,2274,39,0,764,265,47,44,6,7,4,4,3,5,8,3,1,3,5,3,0,3,1,0,0,0,0
EL_270601,Σπερχειάδος,9453,5928,95,0,1820,470,88,265,17,17,24,15,20,8,13,10,5,22,9,14,3,7,2,3,0,0,0
EL_270701,Στυλίδος,6631,4515,88,0,1688,374,175,137,17,26,10,28,14,18,11,13,5,13,12,18,5,3,6,4,0,0,0
EL_270201,Τιθορέας,4086,2718,45,0,1031,148,79,101,27,5,10,11,6,3,7,5,4,11,5,8,3,0,2,0,0,0,0
EL_270105,Υπάτης,6075,4432,79,0,1525,373,92,207,20,24,13,16,18,3,9,4,5,9,9,13,11,5,2,2,0,0,0
EL_270104,Παύλιανης,591,347,3,0,0,34,16,8,1,0,1,1,4,0,0,1,1,0,0,3,0,1,0,2,0,0,111
EL_270604,Τυμφρηστού,735,504,9,0,181,22,8,14,4,1,2,2,8,0,0,3,1,1,1,1,1,0,1,0,0,0,0
EL_170201,Αμυνταίου,10737,5793,160,0,1888,417,156,139,28,38,34,37,5,9,75,13,10,25,17,17,5,1,6,206,0,0,0
EL_170102,Κάτω Κλεινών,11000,3600,85,0,981,150,63,137,17,17,15,15,2,4,110,6,3,9,5,3,0,2,1,106,0,0,0
EL_170103,Μελίτης,11023,6039,169,0,2006,222,96,187,23,31,12,24,6,22,35,9,5,9,17,10,9,5,3,449,0,0,0
EL_170104,Περάσματος,11034,4880,122,0,1689,318,122,147,26,20,15,15,6,4,137,5,4,19,8,15,8,1,6,211,0,0,0
EL_170301,Πρεσπών,5979,1584,56,0,466,80,32,60,7,26,6,12,1,2,24,3,2,1,3,5,0,2,0,9,0,0,0
EL_170206,Φιλώτα,6435,4140,80,0,1333,222,100,140,17,22,14,19,5,7,95,6,43,9,7,5,4,5,1,7,2,0,0
EL_170101,Φλώρινας,19648,8391,242,0,2137,512,254,401,49,78,37,38,16,23,101,14,27,26,12,14,2,6,5,110,0,0,0
EL_170203,Βαρικού,977,603,23,0,0,54,24,11,4,4,5,4,1,1,1,1,0,1,0,2,0,1,0,41,0,0,171
EL_170302,Κρυσταλλοπηγής,1232,348,10,0,110,13,14,14,3,0,0,2,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0
EL_170204,Λεχόβου,1515,1057,34,0,370,52,23,19,5,12,3,3,0,2,6,6,1,5,0,4,0,0,3,0,0,0,0
EL_170205,Νυμφαίου,430,237,4,0,48,12,3,11,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
EL_310101,Αμφίσσης,8728,6074,187,0,1936,682,179,178,43,31,25,54,10,7,21,7,7,31,15,10,10,0,11,8,0,0,0
EL_310202,Βαρδουσίων,3207,864,14,0,285,30,20,27,4,1,3,3,2,2,8,1,0,1,1,0,0,0,1,1,0,0,0
EL_310102,Γαλαξιδίου,3004,2002,28,0,639,87,68,74,10,7,13,15,6,3,4,5,1,4,2,2,2,0,2,0,0,0,0
EL_310103,Γραβιάς,3029,2086,56,0,620,167,68,111,12,6,9,13,6,4,6,8,2,11,7,6,0,0,2,7,0,0,0
EL_310104,Δελφών,2043,1400,39,0,466,118,48,43,1,6,7,9,2,1,1,1,1,7,4,1,0,2,0,0,0,0,0
EL_310105,Δεσφίνας,2037,1455,51,0,313,172,43,46,4,10,11,10,3,5,0,4,1,8,1,3,2,0,0,1,0,0,0
EL_310203,Ευπαλίου,7790,4399,91,0,1335,311,121,96,24,11,8,20,6,12,9,9,5,10,13,10,1,0,4,5,0,0,0
EL_310106,Ιτέας,5573,3589,121,0,1220,370,130,119,20,31,14,21,11,19,6,5,7,9,8,10,4,0,4,2,0,3,0
EL_310107,Καλλιέων,1938,1096,12,0,317,60,37,66,4,2,2,4,3,2,1,0,0,1,4,0,1,0,0,0,0,0,0
EL_310201,Λιδωρικίου,6573,2829,52,0,876,160,59,81,13,3,9,9,4,0,8,5,2,6,7,3,1,0,1,1,0,0,19
EL_310108,Παρνασσού,2487,1621,49,0,441,117,89,79,8,9,7,6,9,0,4,4,2,9,3,4,1,1,0,0,0,0,0
EL_310204,Τολοφώνος,3292,2237,35,0,699,96,43,63,10,8,4,7,4,3,2,0,2,6,2,5,1,0,0,0,0,0,0
EL_130102,Ανθεμούντα,5029,3845,118,0,1083,282,141,178,20,27,19,17,10,1,15,2,4,23,9,9,6,0,3,3,3,0,0
EL_130202,Αρναίας,7195,5601,141,0,1437,329,244,204,28,39,34,24,9,7,18,14,11,8,14,6,9,0,3,1,0,0,0
EL_130103,Ζερβοχωρίων,3118,2590,68,0,876,152,86,81,12,11,11,7,2,1,9,4,5,6,7,6,3,0,0,1,0,0,0
EL_130402,Καλλικράτειας,8305,6645,151,0,2316,410,166,431,35,36,40,27,9,2,63,4,8,12,13,13,7,0,5,6,0,0,0
EL_130301,Κασσάνδρας,8859,6499,146,0,1821,457,242,305,32,50,30,26,16,11,31,10,9,15,9,12,6,0,1,5,0,0,0
EL_130401,Μουδανιών,14276,10634,373,0,3838,525,306,396,68,68,58,47,9,21,100,12,12,20,33,22,12,0,7,8,0,0,0
EL_130104,Ορμυλίας,4334,3024,71,0,832,357,149,142,26,15,6,14,8,3,30,5,3,39,7,12,1,1,2,1,0,0,0
EL_130203,Παναγίας,4134,3227,112,0,1158,155,108,84,10,20,21,13,2,4,9,3,3,4,7,5,6,0,1,2,0,0,0
EL_130101,Πολυγύρου,10237,7917,210,0,2328,446,308,265,48,60,41,20,9,9,17,26,7,17,18,15,9,0,6,5,0,0,0
EL_130501,Σιθωνίας,8223,6123,129,0,1918,359,215,235,38,70,28,35,15,9,23,7,5,14,21,14,7,3,4,6,0,0,0
EL_130201,Σταγίρων - Ακάνθου,9870,7165,204,0,2429,515,250,201,53,61,37,34,8,12,26,14,10,24,21,13,13,0,17,4,0,0,0
EL_130502,Τορώνης,3928,2946,67,0,838,156,92,86,7,21,16,10,5,8,9,3,4,12,9,9,2,3,4,2,0,0,0
EL_130403,Τρίγλιας,6387,4590,104,0,1504,233,150,142,24,36,23,13,6,16,25,6,2,16,8,11,7,0,2,2,0,0,0
EL_740102,Ακρωτηρίου,6636,4482,117,0,1621,238,172,124,36,45,16,27,5,7,25,10,5,7,18,7,5,2,1,5,0,0,0
EL_740402,Ανατολικού Σελίνου,2199,1313,21,0,0,48,45,22,6,3,3,3,0,0,6,0,3,3,5,0,0,0,1,0,0,0,570
EL_740202,Αρμένων,4317,2549,60,0,1004,248,116,41,12,11,5,2,3,4,8,3,3,6,4,4,1,2,0,4,1,0,0
EL_740204,Βάμου,3730,2076,46,0,0,268,98,37,23,16,6,6,1,4,5,1,6,11,7,6,0,0,1,1,0,0,651
EL_740602,Βουκολιών,4232,2444,53,0,0,350,135,26,10,12,6,9,2,8,5,4,5,5,7,4,0,0,1,5,0,0,775
EL_740205,Γεωργιουπόλεως,3064,1727,26,0,0,102,35,28,7,6,0,12,2,3,3,1,0,4,2,5,2,2,0,0,0,0,638
EL_740103,Ελευθερίου Βενιζέλου,6748,4317,115,0,0,348,168,114,43,30,12,24,4,8,15,7,3,18,11,5,0,4,2,4,0,0,1572
EL_740104,Θερίσου,4794,3205,71,0,0,269,125,68,18,21,8,16,1,3,5,7,1,5,4,10,4,1,1,1,0,0,1075
EL_740502,Ιναχωρίου,2266,1388,29,0,0,181,72,16,9,9,0,4,0,3,5,0,2,6,1,0,0,0,0,0,0,0,451
EL_740403,Καντάνου,1871,1097,17,0,0,106,53,8,9,10,5,4,2,3,0,6,1,0,0,0,1,1,0,0,0,0,381
EL_740105,Κεραμιών,2324,1454,32,0,0,110,34,19,10,9,2,5,3,6,2,1,0,7,4,2,1,0,2,1,0,0,589
EL_740501,Κισσάμου,6780,4351,75,0,1770,257,142,61,20,17,16,15,9,11,5,10,16,12,12,6,4,2,0,1,0,0,0
EL_740603,Κολυμβαρίου,6342,4002,87,0,0,253,134,83,21,21,7,17,0,5,15,1,3,17,17,8,8,6,3,2,0,0,1509
EL_740201,Κρυονερίδας,3582,1825,38,0,0,118,41,36,13,10,4,10,4,1,3,2,3,1,7,4,1,1,1,1,0,0,737
EL_740604,Μουσούρων,6183,3845,100,0,0,291,137,77,20,14,7,23,7,9,8,3,3,9,8,11,6,5,3,3,0,0,1479
EL_740503,Μυθήμνης,3831,2371,46,0,0,223,76,33,9,5,6,9,0,5,9,4,1,4,6,6,2,2,1,0,0,0,838
EL_740106,Νέας Κυδωνίας,5272,3461,77,0,0,319,184,96,38,20,6,23,7,12,9,5,2,13,7,6,2,0,2,0,0,0,1283
EL_740401,Πελεκάνου,3298,1894,21,0,0,111,49,22,8,11,3,8,4,4,8,6,1,6,8,6,1,4,2,0,0,0,750
EL_740601,Πλατανιά,5820,3602,64,0,0,348,146,75,22,26,5,11,3,4,9,4,5,7,7,7,0,2,1,3,1,0,1302
EL_740107,Σούδας,5762,4157,124,0,0,210,113,162,27,23,17,36,9,10,8,3,11,4,7,6,3,1,2,4,1,0,1646
EL_740700,Σφακίων,3112,1462,16,0,544,108,40,21,8,8,1,8,1,7,2,0,0,0,5,2,0,1,0,0,0,0,0
EL_740206,Φρε,1770,1187,24,0,490,77,31,17,13,4,0,4,4,5,3,0,2,2,3,2,1,1,0,1,0,0,0
EL_740101,Χανίων,43044,23547,581,0,8606,1981,1323,663,286,271,60,141,23,71,93,57,25,74,62,36,11,17,13,7,0,0,0
EL_740203,Ασή Γωνιάς,786,504,3,0,0,18,13,14,0,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,213
EL_740300,Γαύδου,126,44,3,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_570102,Αγίου Μηνά,2666,1821,69,0,0,115,61,18,4,6,3,5,2,4,2,6,4,4,11,1,1,2,0,1,0,0,593
EL_570103,Αμανής,3834,1323,23,0,490,52,30,21,7,4,5,11,1,0,1,1,2,5,3,4,2,4,0,0,0,0,0
EL_570104,Ιωνίας,5650,3144,63,0,1198,277,137,19,15,13,10,12,6,8,4,5,1,9,4,5,5,1,2,2,0,0,0
EL_570105,Καμποχώρων,4438,2390,59,0,943,127,53,51,16,7,11,20,4,4,2,4,2,9,5,1,1,2,3,1,0,0,0
EL_570106,Καρδαμύλων,6874,2037,45,0,773,86,68,34,8,3,9,10,1,0,2,3,2,8,4,3,1,0,1,3,0,0,0
EL_570107,Μαστιχοχωρίων,7019,3429,103,0,1430,102,78,35,14,11,14,23,7,2,3,6,4,5,7,4,4,2,1,6,0,0,0
EL_570300,Οινουσσών,1405,415,13,0,0,76,2,10,1,4,2,3,0,0,1,1,0,3,1,1,0,0,0,0,0,0,148
EL_570108,Ομηρούπολης,9767,5105,138,0,0,505,215,49,30,27,22,19,4,14,9,3,3,18,8,5,3,6,4,4,1,0,1944
EL_570101,Χίου,24248,12869,415,0,4786,830,569,173,95,59,43,89,14,21,21,13,18,32,16,17,14,14,6,7,0,0,0
EL_570200,Ψαρών,569,269,2,0,114,3,12,1,3,0,1,1,1,1,2,1,0,0,2,0,1,0,0,0,0,0,0
EL_ELZZ99,ΕΞΩΤΕΡΙΚΟΥ,34113,25546,480,0,9435,2619,905,1364,209,177,43,90,22,42,229,24,0,3,99,0,0,0,3,6,7,0,0
EL_ELYY99,Votes outside of any municipality,527857,335576,8782,0,555472,47562,16788,15089,3060,2196,2278,2130,967,761,2397,740,590,1310,584,552,279,175,271,246,18,3,2257827
