gisco_id,name,registered,turnout,invalid,blank,ΠA.ΣO.K,K.K.E.,ΣYN,ΛΑ.Ο.Σ.,Γυν.Ευρ.,Οικ.Πρασ.,Εν.Κεντρ.,Βεργής,Ελλ.Μετ.,ΜΕΡ.Α.,Δ.Π.Ε.,Αντ.Συμμ.,Πατ.Συμ.,M-Λ KKE,ΔΗΣΟΚ,ΑΣΚΕ,Οραμα,Ευρ.Συμπ,ΟΑΚΚΕ,Ουρ.Τόξο,Οικ.Εναλ.,Χριστ.,N.Δ.
EL_480200,Αγίου Δημητρίου (Αττικης),8989,5254,111,0,1883,241,186,126,38,17,8,50,9,5,22,16,5,23,17,12,2,0,4,0,0,0,0
EL_460200,Αγίας Παρασκευής (Αττικης),3603,1740,30,0,510,340,61,51,6,4,2,4,0,1,1,2,0,19,6,3,0,0,5,1,0,0,0
EL_470400,Αιγάλεω,66363,41513,1212,0,0,6446,2436,1900,325,241,307,333,129,94,205,72,99,182,60,45,40,19,20,27,2,0,13165
EL_480300,Αλίμου,25827,17587,416,0,5121,1762,1226,860,237,158,118,112,55,52,40,36,33,38,19,20,10,13,4,7,0,0,0
EL_460100,Αμαρουσίου,43134,29529,781,0,8929,2837,2206,1328,276,249,215,142,124,73,108,102,57,73,48,30,35,15,18,17,4,0,0
EL_480501,Αργυρούπολης,23290,16482,415,0,0,2086,994,773,162,132,101,113,55,36,62,26,36,49,20,21,18,2,7,4,0,1,5655
EL_460300,Βριλησσίων,15837,11495,298,0,3279,1087,919,492,142,109,64,66,37,27,42,38,23,17,13,8,2,11,5,3,0,0,0
EL_450200,Βύρωνος,47072,28796,746,0,8890,4166,1993,1325,321,252,223,185,112,109,136,99,67,93,28,42,24,19,15,21,2,0,0
EL_450300,Γαλατσίου,36229,25449,763,0,0,3422,1543,1005,287,190,183,168,67,82,52,65,58,72,39,36,28,12,12,5,1,0,8526
EL_480400,Γλυφάδας,52647,36218,896,0,10532,3617,2135,1817,349,342,216,215,137,69,172,71,56,70,42,34,40,13,18,24,0,0,0
EL_450401,Δάφνης,21801,12819,337,0,4111,1676,806,640,145,87,87,77,58,37,33,27,25,33,17,12,8,7,5,5,0,0,0
EL_480502,Ελληνικού,10755,7520,180,0,2329,1235,461,362,89,71,56,57,22,16,126,16,4,28,7,7,1,2,2,2,0,0,0
EL_450500,Ζωγράφου,53446,36168,960,0,10943,4201,2402,1703,463,336,251,228,118,112,138,117,76,81,66,38,22,16,28,10,4,1,0
EL_450600,Ηλιουπόλεως,57407,39864,1193,0,13110,5507,2673,1667,460,341,273,253,104,113,130,102,74,123,57,137,36,21,14,24,0,0,0
EL_460400,Ηρακλείου (Αττικης),97710,66707,1672,0,0,4580,2908,1118,496,385,150,271,43,90,261,73,36,176,562,76,44,23,21,29,0,0,22509
EL_470500,Ιλίου,47784,33226,1057,0,0,4652,1681,1509,312,211,246,265,72,107,82,69,71,123,53,59,17,15,13,29,0,0,10932
EL_450700,Καισαριανής,27642,16721,402,0,0,3091,1267,984,175,74,97,97,71,36,30,27,47,56,24,17,11,3,10,6,0,0,5044
EL_480100,Καλλιθέας (Αττικης),6861,5346,175,0,1750,192,133,172,25,15,24,36,8,3,7,6,6,15,8,8,5,0,6,3,0,0,0
EL_470302,Καματερού,15624,11381,334,0,0,1731,612,617,79,73,94,83,35,50,33,16,30,38,21,24,17,3,6,8,0,0,3564
EL_460501,Κηφισιάς,32963,21977,568,0,5488,1628,1262,1139,220,216,119,96,78,49,57,45,36,29,23,12,6,10,11,4,0,0,0
EL_460602,Λυκοβρύσεως,5782,4201,101,0,0,545,292,232,40,26,39,28,4,17,12,5,9,15,4,3,2,0,3,1,0,0,1410
EL_461001,Μελισσίων,11470,8051,191,0,2375,1038,645,316,95,56,53,51,30,13,51,14,6,17,10,8,4,0,2,2,0,0,0
EL_460700,Μεταμορφώσεως,17542,12271,360,0,0,1918,682,562,121,77,82,81,25,17,24,28,19,39,25,18,11,9,6,6,3,0,3988
EL_480601,Μοσχάτου,20695,12890,330,0,4445,1404,687,697,130,123,95,87,39,39,75,22,30,35,12,16,11,3,4,4,1,0,0
EL_460503,Νέας Ερυθραίας,10265,7133,156,0,0,681,425,297,79,50,53,34,26,6,38,17,10,11,13,9,3,3,1,4,0,0,2498
EL_460800,Νέας Ιωνίας (Αττικης),25762,17891,508,0,0,2863,842,697,181,155,114,138,48,27,99,40,24,134,35,40,23,14,34,12,0,0,5816
EL_480700,Νέας Σμύρνης,56366,33111,788,0,9804,3648,2527,1520,513,332,217,158,127,115,153,92,47,81,28,19,19,9,12,22,3,0,0
EL_450801,Νέας Φιλαδέλφειας,22932,14885,492,0,4822,2184,1098,676,148,107,101,100,29,55,36,33,26,47,22,18,10,3,12,3,0,0,0
EL_450802,Νέας Χαλκηδόνος,9122,6086,140,0,1996,713,335,295,67,46,29,46,15,17,23,21,16,15,10,9,4,3,0,4,0,0,0
EL_461102,Νέου Ψυχικού,10207,6671,177,0,1703,545,516,337,119,82,46,37,27,12,23,16,12,7,5,3,4,3,9,3,0,0,0
EL_480800,Παλαιού Φαλήρου,46818,29720,709,0,8256,2681,1842,1553,356,276,217,188,106,58,111,72,61,83,38,29,13,10,14,16,0,0,0
EL_460902,Παπάγου,12385,8669,204,0,1315,326,525,636,113,94,40,25,63,13,40,16,38,11,11,2,4,1,1,6,6,0,0
EL_470100,Περιστερίου,114076,70822,2185,0,0,11206,4112,3319,655,457,555,473,152,230,230,161,137,254,104,125,54,30,42,49,0,0,22442
EL_470600,Πετρουπόλεως,34297,23967,792,0,0,3950,1519,1160,275,172,185,185,55,84,67,74,56,59,35,28,18,10,10,8,4,0,7445
EL_460601,Πεύκης,13203,9684,245,0,3067,984,739,388,123,88,67,51,23,43,42,20,12,14,12,5,7,2,3,4,0,0,0
EL_480602,Ταύρου,18301,9545,304,0,0,1759,555,496,83,58,67,69,37,25,60,22,26,30,15,10,8,4,5,1,0,0,2812
EL_450402,Υμηττού,11590,7230,174,0,0,1007,524,273,84,68,42,45,18,21,19,20,23,29,13,4,1,0,2,4,2,0,2390
EL_470700,Χαϊδαρίου,32472,23020,685,0,7306,3318,1446,1169,165,190,98,194,54,95,75,27,37,50,29,25,14,2,9,7,0,0,0
EL_461200,Χαλανδρίου,48020,31981,763,0,9475,3305,2477,1485,397,310,218,173,84,100,97,89,48,82,39,44,17,12,20,14,0,0,0
EL_460901,Χολαργού,23753,16755,434,0,4651,1803,1312,785,175,182,105,88,65,48,61,64,43,40,19,9,11,7,6,10,0,0,0
EL_461101,Ψυχικού,9721,5939,128,0,1011,273,442,281,79,77,32,22,21,21,26,16,15,5,1,1,0,1,1,2,0,0,0
EL_460502,Εκάλης (Αττικης),3702,2421,38,0,331,90,109,93,29,28,14,13,3,4,6,7,1,1,1,0,0,1,1,0,0,0,0
EL_461002,Νέας Πεντέλης,4124,3017,99,0,824,342,263,133,38,33,31,21,14,5,12,11,2,14,5,2,1,2,3,0,0,0,0
EL_461003,Πεντέλης,3822,2678,77,0,664,197,191,164,40,36,22,15,14,3,6,15,5,7,4,4,3,2,2,4,0,0,0
EL_071302,Αγίου Αθανασίου,12643,10521,222,0,3167,684,245,796,52,76,70,25,19,8,56,14,12,34,25,9,13,3,11,10,0,0,0
EL_070302,Αγίου Γεωργίου (Κεντρικης Μακεδονιας),5784,3148,94,0,1121,383,138,64,28,17,21,13,1,6,23,3,5,14,12,12,4,4,4,2,0,0,0
EL_070402,Αξιού,6911,5685,164,0,1748,645,186,315,43,45,51,24,17,9,22,7,5,28,17,15,7,5,8,4,0,0,0
EL_070303,Απολλωνίας,5157,3834,69,0,1350,339,103,157,21,23,26,8,3,4,25,7,1,8,7,11,1,6,6,4,0,0,0
EL_070304,Αρέθουσας,6101,3971,88,0,1173,183,68,226,11,11,16,9,5,2,64,2,6,5,8,3,6,2,7,2,0,0,0
EL_070902,Ασσήρου,4548,3433,74,0,1113,273,65,216,13,16,14,14,3,4,12,7,4,18,5,12,3,4,3,1,0,0,0
EL_070602,Βασιλικών,8613,6836,174,0,1889,573,218,449,40,56,41,26,11,44,59,12,9,15,14,9,8,7,6,2,0,0,0
EL_070903,Βερτίσκου,4838,3634,85,0,1093,360,144,259,13,28,28,14,11,13,68,6,7,13,15,14,1,2,4,3,0,0,0
EL_070305,Εγνατίας (Κεντρικης Μακεδονιας),5014,2941,71,0,1130,177,81,51,17,17,8,19,12,15,19,7,4,19,15,23,8,0,4,13,0,0,0
EL_070502,Επανομής,7278,6010,134,0,1710,470,147,490,44,46,31,21,9,16,31,12,8,33,17,12,8,2,6,9,0,0,0
EL_070401,Εχεδώρου,17435,13983,395,0,4530,1398,430,947,94,86,81,61,42,17,89,22,37,57,34,29,21,9,10,4,0,0,0
EL_070501,Θερμαϊκού,9283,7193,225,0,2169,632,334,552,37,93,61,30,11,15,49,13,16,33,26,15,6,7,5,6,0,0,0
EL_070601,Θέρμης,11464,9306,221,0,2738,887,365,704,61,122,60,32,10,8,84,19,8,27,15,11,4,2,6,4,0,0,0
EL_070904,Καλλινδοίων,5648,4290,73,0,1220,423,161,181,21,20,46,9,6,2,21,7,4,19,5,8,4,4,1,2,0,0,0
EL_070905,Κορωνείας,5360,3720,72,0,1416,249,131,110,23,7,9,28,8,12,4,10,3,14,6,11,3,3,5,4,0,0,0
EL_071301,Κουφαλίων,10449,8161,168,0,2674,1003,211,431,41,47,64,33,6,7,123,30,8,24,28,17,13,3,13,3,0,0,0
EL_070901,Λαγκαδά,16217,12679,335,0,3514,652,280,836,78,76,98,55,18,10,173,20,26,39,26,29,14,15,19,3,0,0,0
EL_070906,Λαχανά,5740,4442,75,0,1248,266,96,349,25,26,31,12,10,1,128,4,5,22,14,5,2,6,1,7,0,0,0
EL_070306,Μαδύτου,3280,2628,52,0,851,276,91,113,8,25,10,6,3,6,15,9,4,11,3,5,1,1,5,1,0,0,0
EL_070503,Μηχανιώνας,7396,5924,158,0,1872,523,158,430,45,46,38,23,23,4,29,18,8,27,18,12,5,6,6,3,0,0,0
EL_070603,Μίκρας,7034,5879,131,0,1703,602,298,407,34,55,39,22,15,7,64,10,8,15,12,7,1,2,1,1,0,0,0
EL_071403,Μυγδονίας,7483,5503,148,0,1456,537,145,334,24,45,29,25,10,6,60,9,11,13,10,7,3,5,3,2,2,0,0
EL_071201,Πανοράματος,8888,6813,121,0,1507,470,339,414,60,128,34,20,9,7,97,9,5,15,6,3,3,2,5,2,0,0,0
EL_071202,Πυλαίας,10308,8159,256,0,2080,1055,452,554,83,109,70,37,18,17,69,21,14,16,22,14,6,5,4,7,4,0,0
EL_070301,Ρεντίνας,888,436,1,0,143,34,9,7,1,2,2,2,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0
EL_070907,Σοχού,8760,6460,142,0,1872,286,157,405,30,39,40,27,15,6,85,9,9,17,18,11,11,3,1,6,0,0,0
EL_070403,Χαλάστρας,8926,7226,204,0,2010,987,395,448,36,33,47,32,8,7,29,12,4,27,20,12,18,11,5,8,2,0,0
EL_071303,Χαλκηδόνος,9338,7559,183,0,2075,852,207,434,35,38,51,31,13,14,64,3,6,45,27,23,10,3,9,10,0,0,0
EL_071203,Χορτιάτη,10392,7992,227,0,2200,1061,317,493,71,69,62,36,14,22,115,13,12,31,12,8,7,5,5,4,0,0,0
EL_071401,Ωραιοκάστρου,7570,5903,140,0,1377,519,256,444,30,64,51,22,21,9,262,6,8,24,7,9,4,2,4,2,0,0,0
EL_510402,Αγίου Ιωάννου Ρέντη,13608,8631,255,0,0,1106,454,422,75,63,69,85,25,16,30,31,29,39,15,19,10,5,11,5,0,0,2808
EL_220502,Αμπελακίων (Θεσσαλιας),7343,5014,126,0,1711,342,165,290,43,34,24,22,8,3,9,10,17,11,11,9,3,2,10,4,0,0,0
EL_510202,Δραπετσώνας,15152,9538,284,0,0,1692,458,412,109,43,92,69,32,10,32,10,21,91,27,30,14,8,26,9,1,0,2511
EL_510201,Κερατσινίου,62450,38663,1098,0,0,5900,1841,1788,455,238,289,309,117,63,118,80,115,179,78,76,39,24,95,22,0,0,12166
EL_510300,Κορυδαλλού,50620,31873,825,0,79,4849,1820,1569,307,223,263,290,98,81,138,93,74,162,62,52,27,16,24,11,1,0,9869
EL_510401,Νικαίας,8012,6198,115,0,1970,641,168,198,17,28,21,17,15,13,8,8,4,24,5,6,7,1,2,3,1,1,0
EL_510500,Περάματος (Αττικης),5111,3682,136,0,1244,455,99,89,23,14,22,34,4,7,21,4,6,18,9,11,4,3,4,2,0,0,0
EL_520101,Σαλαμίνας,21696,15532,369,0,5037,905,394,1006,139,82,84,108,29,27,27,37,99,40,41,29,14,3,24,8,0,0,0
EL_280502,Ακραιφνίας,3139,2273,52,0,796,129,46,71,6,9,6,17,2,1,10,2,6,6,8,5,3,1,3,2,0,0,0
EL_280201,Αλιάρτου,6234,4388,111,0,0,314,136,188,30,22,20,17,7,9,14,11,3,27,11,12,10,9,9,1,0,0,1634
EL_280303,Αραχόβης,2764,2078,40,0,691,143,78,51,10,20,7,10,6,4,9,1,5,4,3,5,2,0,3,0,0,0,0
EL_280402,Βαγίων,3303,2236,43,0,814,142,63,147,15,8,10,14,4,7,8,7,5,3,11,1,7,4,2,4,0,0,0
EL_280102,Δαύλειας,2421,1764,38,0,626,99,45,70,7,6,10,18,4,0,8,4,6,8,4,2,2,0,0,2,0,0,0
EL_280602,Δερβενοχωρίων,2123,1575,32,0,496,64,31,55,5,6,3,11,7,2,1,2,4,6,6,4,1,4,0,2,0,0,0
EL_280301,Διστόμου,3200,2443,52,0,0,189,84,46,17,5,7,15,6,2,3,8,0,4,7,3,2,0,1,0,0,0,988
EL_280202,Θεσπιέων,5940,3892,73,0,1330,358,160,148,22,11,10,19,15,10,40,5,7,12,4,7,3,4,4,4,1,0,0
EL_280401,Θηβαίων,20317,12882,315,0,4401,1158,474,671,92,79,63,107,54,21,26,29,14,55,28,29,9,11,15,13,0,0,0
EL_280403,Θίσβης,4995,2799,64,0,0,495,97,85,20,14,10,21,4,12,5,8,4,7,9,6,3,0,4,0,0,0,959
EL_280101,Λεβαδέων,18491,12931,362,0,4218,1842,603,596,72,79,58,78,28,23,57,28,17,64,31,17,10,13,21,6,0,0,0
EL_280604,Οινοφύτων,4311,3325,74,0,1091,300,83,142,21,13,26,15,3,6,8,3,21,22,11,5,4,3,3,2,0,0,0
EL_280501,Ορχομενού,10838,7477,166,0,2803,572,256,258,39,35,33,52,13,19,20,18,9,25,23,28,13,2,14,8,1,0,0
EL_280404,Πλαταιών,5347,3633,153,0,1209,340,104,136,28,15,13,23,9,7,7,11,7,35,8,6,6,6,2,1,0,0,0
EL_280601,Σχηματαρίου,3549,2760,66,0,1023,227,85,107,15,7,16,11,6,0,4,3,17,6,5,4,2,0,3,2,0,0,0
EL_280605,Τανάγρας,3116,2336,41,0,806,102,43,83,17,5,9,8,6,3,7,2,0,1,7,2,3,4,1,1,0,0,0
EL_280105,Χαιρωνείας,2694,1833,46,0,663,106,59,70,5,3,2,8,1,2,12,1,3,2,9,7,0,2,0,3,0,0,0
EL_280302,Αντικύρας,1610,1308,20,0,0,92,46,22,10,8,6,8,0,9,4,2,2,2,3,6,4,0,2,0,0,0,523
EL_280104,Κυριακίου,2250,1632,21,0,501,210,55,38,13,7,7,13,4,3,8,4,0,6,3,8,4,3,4,1,0,0,0
EL_150104,Βεντζίου,4327,2953,63,0,1022,163,37,87,11,10,8,11,5,1,92,3,4,7,6,7,3,0,3,1,0,0,0
EL_150105,Γόργιανης,2368,1366,20,0,458,130,46,38,4,12,9,8,5,2,9,3,1,7,2,1,0,1,0,1,1,0,0
EL_150101,Γρεβενών,15174,9863,248,0,3152,808,334,399,36,58,61,48,21,21,171,16,16,24,11,20,6,4,3,2,0,0,0
EL_150201,Δεσκάτης,6158,4094,80,0,0,577,107,77,23,13,22,21,7,5,16,4,7,31,15,22,9,4,10,4,0,0,1362
EL_150107,Ηρακλεωτών,3935,2590,34,0,812,227,63,76,7,18,12,8,8,4,91,7,1,8,5,5,0,0,2,1,0,0,0
EL_150108,Θεόδωρου Ζιάκα,4796,2768,46,0,962,332,84,106,11,16,10,8,15,9,20,3,2,5,5,5,4,2,0,0,0,0,0
EL_150103,Αγίου Κοσμά,2872,1680,30,0,585,112,25,63,4,13,7,4,2,0,8,2,1,4,6,4,2,0,3,2,0,0,0
EL_150202,Χασίων (Δυτικης Μακεδονιας),6915,3899,81,0,1563,297,101,95,16,10,18,11,11,3,8,5,3,11,12,18,3,3,5,3,0,0,0
EL_150102,Αβδέλλας,605,188,0,0,66,16,8,8,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0
EL_150106,Δοτσικού,332,141,3,0,0,22,5,3,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,47
EL_150109,Μεσολουρίου,164,87,1,0,26,18,2,5,0,1,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
EL_150110,Περιβολίου,540,214,1,0,74,19,6,15,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EL_150111,Σαμαρίνας,739,283,1,0,74,19,7,8,0,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EL_150112,Σμίξης,621,293,4,0,0,41,11,9,3,2,2,1,1,2,1,0,0,0,0,2,1,2,0,0,0,0,98
EL_150113,Φιλιππαίων,465,255,6,0,0,41,3,4,0,3,2,2,2,0,2,0,2,0,0,1,1,0,0,0,0,0,78
EL_020202,Δοξάτου,13480,8339,205,0,3111,384,219,274,35,44,36,34,10,8,178,9,10,28,16,22,10,4,3,6,0,0,0
EL_020101,Δράμας,48303,32798,891,0,10290,1874,1104,1651,204,169,172,146,61,56,895,33,24,81,74,61,25,22,16,15,0,0,0
EL_020300,Κάτω Νευροκοπίου,12796,7324,108,0,2282,208,122,239,30,30,28,29,11,9,179,5,8,12,16,11,6,7,5,7,0,0,0
EL_020201,Καλαμπακίου,7673,5317,94,0,1690,289,126,203,25,25,23,16,12,5,71,12,3,19,22,11,12,1,5,3,0,0,0
EL_020402,Νικηφόρου,6444,3624,62,0,1042,108,50,157,15,11,15,8,2,6,80,3,4,2,6,4,0,2,1,0,0,0,0
EL_020401,Παρανεστίου,3196,1536,24,0,541,41,22,47,3,1,5,6,2,2,64,2,0,8,2,2,0,0,1,2,0,0,0
EL_020501,Προσοτσάνης,17141,9817,202,0,3023,384,265,396,46,59,53,43,13,16,159,15,8,28,14,19,11,10,6,7,0,0,0
EL_020502,Σιταγρών,7134,4622,83,0,1566,232,105,150,17,19,11,18,6,3,357,4,3,9,15,13,7,0,2,2,0,0,0
EL_020102,Σιδηρονέρου,1064,712,16,0,218,20,14,41,5,1,6,2,2,1,55,0,0,1,0,0,1,0,0,0,0,0,0
EL_690102,Αρχαγγέλου,6754,4347,135,0,0,293,138,56,24,20,8,12,5,3,11,2,4,10,6,7,4,0,0,2,0,0,1453
EL_610300,Αστυπαλαίας,1766,777,5,0,0,18,31,6,5,2,4,3,1,1,6,2,0,1,1,2,0,0,1,0,0,0,333
EL_690103,Αταβύρου,4652,2937,87,0,0,121,94,44,16,10,2,25,3,1,6,2,2,5,8,9,3,0,1,1,0,0,1000
EL_690104,Αφάντου,5515,4524,125,0,1901,103,85,85,24,14,23,33,3,2,9,4,12,11,6,5,4,1,3,1,2,0,0
EL_640102,Δικαίου,6150,3749,151,0,0,145,114,108,15,21,28,45,9,13,7,7,15,13,15,8,7,0,5,4,4,0,1247
EL_640103,Ηρακλειδών,6967,4655,119,0,0,277,162,95,15,12,20,25,6,9,10,4,11,7,9,11,2,0,6,2,0,0,1824
EL_690105,Ιαλυσού,5244,4041,136,0,1699,130,101,120,27,18,16,29,3,4,17,5,6,9,11,4,3,0,2,2,0,0,0
EL_610100,Καλυμνίων,19833,8568,260,0,3089,582,211,93,34,30,429,43,5,15,27,14,8,55,18,23,5,0,11,3,1,0,0
EL_690107,Καμείρου,5431,3924,126,0,0,298,151,80,16,25,11,12,4,3,6,2,4,9,4,1,9,0,2,1,0,0,1405
EL_620101,Καρπάθου,6954,3065,53,0,1299,77,114,52,19,6,14,16,7,2,22,7,1,7,9,3,5,0,1,4,1,0,0
EL_620200,Κάσου,1753,682,10,0,288,21,11,1,2,0,0,2,1,0,1,0,0,2,3,2,0,0,0,0,0,0,0
EL_640101,Κω,14697,9283,259,0,3643,459,473,329,56,52,31,48,12,13,41,14,12,30,23,28,5,0,7,4,2,1,0
EL_610400,Λειψών,1087,420,14,0,125,18,5,3,1,3,6,1,2,1,30,0,2,0,0,3,0,0,0,0,0,0,0
EL_610500,Λέρου,9480,4692,212,0,1793,155,112,84,35,24,21,46,9,11,11,7,11,20,15,11,16,0,8,5,0,0,0
EL_690108,Λινδίων,4600,2917,79,0,1234,92,85,95,15,7,8,22,2,4,2,1,1,6,6,3,4,0,3,1,0,0,0
EL_690200,Μεγίστης,1483,319,7,0,104,23,3,12,3,2,3,8,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
EL_640200,Νισύρου,2111,653,21,0,0,40,39,12,1,1,4,4,0,13,0,1,0,1,2,1,0,0,0,0,0,0,246
EL_690109,Νότιας Ρόδου,4927,2753,48,0,0,111,120,30,11,12,8,18,1,1,8,2,5,5,8,1,1,0,0,0,0,0,1176
EL_610600,Πάτμου,3232,1973,50,0,762,198,63,18,15,8,9,22,1,1,4,6,1,12,2,6,1,0,1,2,0,0,0
EL_690110,Πεταλούδων,10579,7860,261,0,3186,482,185,188,41,35,34,48,21,9,5,5,14,20,18,23,10,0,4,3,0,0,0
EL_690101,Ρόδου,38205,23910,685,0,8822,1225,858,844,177,168,113,158,33,34,42,20,27,62,47,42,26,1,13,20,0,0,0
EL_690300,Σύμης,4113,1702,52,0,0,58,47,29,8,12,4,14,1,1,1,3,4,4,5,3,2,0,1,0,0,0,641
EL_690400,Τήλου,950,467,14,0,0,66,9,9,1,3,2,4,0,0,2,0,0,3,1,3,0,0,1,0,0,0,159
EL_690500,Χάλκης,629,268,11,0,100,21,6,3,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
EL_610200,Αγαθονησίου,254,139,2,0,37,8,2,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
EL_620102,Ολύμπου (Νοτιου Αιγαιου),2298,306,5,0,0,8,6,0,1,0,0,1,0,0,2,0,0,0,3,1,0,0,1,0,0,0,80
EL_030101,Αλεξανδρούπολης,40960,28477,892,0,8980,1834,835,1253,170,174,167,199,67,40,1475,62,53,118,75,76,64,30,37,38,1,0,0
EL_030302,Βύσσας,10195,6305,135,0,2039,331,110,206,26,17,33,48,20,13,65,8,15,12,17,16,29,4,8,8,0,0,0
EL_030201,Διδυμοτείχου,25726,14021,327,0,4076,779,211,672,54,75,70,101,16,27,225,27,27,63,48,39,15,21,19,18,1,0,0
EL_030303,Κυπρίνου,3921,2603,49,0,1044,79,31,73,10,9,6,14,2,5,18,1,4,10,6,6,3,1,3,2,0,0,0
EL_030202,Μεταξάδων,8629,4526,73,0,1450,166,53,120,16,24,10,26,4,13,65,6,2,12,16,8,10,8,5,1,0,0,0
EL_030301,Ορεστιάδος,22778,13756,348,0,4321,483,253,588,68,78,54,102,22,17,154,19,15,45,35,45,41,20,25,14,0,0,0
EL_030502,Ορφέα,8110,4868,186,0,1487,269,59,128,26,18,19,30,15,17,52,10,10,56,21,33,8,9,8,14,0,0,0
EL_030400,Σαμοθράκης,4341,2369,88,0,0,88,53,51,14,18,16,12,5,10,30,6,4,6,9,12,3,5,0,1,0,0,952
EL_030501,Σουφλίου,9587,6062,172,0,1750,432,176,181,14,40,21,35,7,19,106,8,9,19,10,9,3,4,4,3,0,0,0
EL_030102,Τραϊανούπολης,4847,3315,71,0,1271,161,49,104,12,11,12,16,1,4,271,0,2,6,8,9,3,2,2,4,0,0,0
EL_030304,Τριγώνου,13547,6472,118,0,2790,172,103,148,29,30,23,35,14,5,79,9,11,16,19,30,9,9,7,7,0,0,0
EL_030503,Τυχερού,6641,4097,150,0,1322,156,83,149,19,17,23,23,5,3,57,4,5,5,6,7,5,0,2,3,1,0,0
EL_290402,Αιδηψού,6416,4572,100,0,0,447,200,156,25,19,16,37,8,6,13,8,25,25,6,5,4,1,6,2,0,0,1677
EL_290302,Αμαρυνθίων,6945,5012,101,0,1452,227,117,169,22,19,21,23,11,9,8,8,14,11,10,8,3,2,2,3,0,0,0
EL_290102,Ανθηδώνος,4057,2978,46,0,1064,174,89,115,25,16,19,14,5,7,3,6,4,4,7,5,5,0,4,1,0,0,0
EL_290403,Αρτεμισίου,4766,3254,92,0,1090,298,96,107,21,13,8,15,6,1,15,4,15,7,5,4,3,1,2,0,0,0,0
EL_290103,Αυλίδος,5790,4380,119,0,1492,347,166,190,20,19,28,22,10,3,13,10,6,15,5,8,2,1,4,2,0,0,0
EL_290202,Διρφύων,8004,5735,123,0,1870,312,136,171,25,16,26,37,7,6,13,4,4,20,8,9,3,5,2,1,0,0,0
EL_290603,Διστύων,5219,3860,74,0,0,271,79,64,23,9,15,30,3,5,10,2,3,6,9,10,5,1,1,4,0,0,1362
EL_290701,Ελυμνίων,5646,4009,176,0,0,343,179,109,21,22,18,16,5,11,9,3,6,12,7,13,4,1,2,7,0,0,1379
EL_290301,Ερέτριας,5147,3665,55,0,1212,228,117,174,23,29,26,32,5,5,17,3,10,12,14,7,5,0,1,4,0,0,0
EL_290401,Ιστιαίας,8123,5245,139,0,1928,491,140,167,24,24,40,22,6,12,14,15,6,15,20,16,3,1,7,5,0,0,0
EL_290501,Καρύστου,7825,4004,85,0,1359,386,119,217,28,9,17,25,3,16,7,5,4,20,15,12,3,3,5,3,2,0,0
EL_290702,Κηρέως,7467,5211,226,0,0,668,248,96,32,16,27,29,8,16,18,8,6,38,23,10,10,1,5,11,0,0,1605
EL_290604,Κονιστρών,5269,3532,43,0,0,284,106,54,11,15,9,25,2,5,5,5,4,11,11,2,4,2,5,2,0,0,1330
EL_290605,Κύμης,10650,6987,145,0,2853,436,215,184,36,27,47,35,11,9,12,10,5,18,12,13,7,1,4,11,0,0,0
EL_290104,Ληλαντίων,12822,9267,244,0,3309,786,238,402,82,44,49,66,19,4,18,9,13,45,21,22,8,4,11,9,0,0,0
EL_290503,Μαρμαρίου,4136,1947,44,0,436,119,36,62,11,2,6,8,4,2,0,3,0,7,1,2,4,2,0,1,0,0,0
EL_290201,Μεσσαπίων,12844,9172,248,0,3553,410,235,240,72,36,47,47,17,12,19,19,11,21,13,25,19,4,12,6,0,0,0
EL_290105,Νέας Αρτάκης,7088,4629,99,0,0,478,170,156,34,31,38,34,6,4,9,12,7,19,3,9,4,1,7,4,0,0,1633
EL_290703,Νηλέως,3677,2371,67,0,842,203,88,33,5,8,8,19,6,5,3,7,2,9,0,6,19,2,2,1,1,0,0
EL_290800,Σκύρου,3962,2131,49,0,0,114,73,70,16,13,9,25,3,0,6,1,8,10,7,3,0,1,2,3,0,0,802
EL_290504,Στυρέων,4348,2229,36,0,741,110,60,61,15,6,10,17,10,4,7,6,5,5,8,9,5,0,2,4,0,0,0
EL_290601,Ταμυνέων,9296,6936,169,0,0,552,309,123,29,26,36,54,10,11,23,11,3,20,19,12,7,4,6,4,0,0,2611
EL_290101,Χαλκιδέων,42882,27923,722,0,10152,2233,1088,1231,216,189,203,175,35,32,77,42,48,106,47,52,33,3,26,12,1,0,0
EL_290405,Ωρεών,4434,2846,37,0,887,430,90,116,15,11,9,13,2,3,6,4,3,14,6,7,1,1,4,2,0,0,0
EL_290502,Καφηρέως,763,402,14,0,123,11,16,5,2,0,4,1,2,1,0,1,1,1,2,3,0,0,5,0,0,0,0
EL_290404,Λιχάδος,961,716,14,0,296,19,42,20,4,2,0,6,5,1,0,0,1,1,3,1,0,0,0,2,0,0,0
