gisco_id,name,registered,turnout,invalid,blank,Arbeiderpartiet,Sosialistisk Venstreparti,Rødt,Senterpartiet,Kristelig Folkeparti,Venstre,Høyre,Fremskrittspartiet,AML,Demokratene i Norge,Kristent Samlingsparti,Kystpartiet,Miljøpartiet De Grønne,Pensjonistpartiet,ES,Det Liberale Folkepartiet,Norges Kommunistiske Parti,NRA,SAMT,Samfunnspartiet,VIGRID,NPAT,SALL,TPF
NO_1101,Eigersund,10015,7276,0,0,1901,218,24,404,807,552,1250,2038,0,1,18,15,11,32,0,2,3,0,0,0,0,0,0,0
NO_1102,Sandnes,44057,33879,0,0,8813,1540,155,1411,3632,1582,6860,9364,0,30,101,26,78,252,0,23,12,0,0,0,0,0,0,0
NO_1103,Stavanger,85342,65668,0,0,19959,4645,386,1377,4495,4028,15430,14501,0,28,97,43,225,400,0,37,17,0,0,0,0,0,0,0
NO_1106,Haugesund,24264,18012,0,0,5512,755,94,359,1087,705,3931,5179,0,31,42,27,53,217,0,12,8,0,0,0,0,0,0,0
NO_1111,Sokndal,2446,1881,0,0,465,49,2,105,371,64,222,557,0,0,23,3,9,8,0,1,2,0,0,0,0,0,0,0
NO_1112,Lund,2233,1728,0,0,423,29,4,168,319,64,180,512,0,1,13,2,2,9,0,1,1,0,0,0,0,0,0,0
NO_1114,Bjerkreim,1809,1451,0,0,207,22,3,374,333,63,191,243,0,0,4,0,9,2,0,0,0,0,0,0,0,0,0,0
NO_1119,Hå,10993,8386,0,0,1475,244,7,1168,1812,161,1140,2233,0,6,69,8,18,42,0,1,2,0,0,0,0,0,0,0
NO_1120,Klepp,11235,8548,0,0,1643,237,28,930,1205,273,1534,2605,0,3,25,9,20,28,0,5,3,0,0,0,0,0,0,0
NO_1121,Time,11271,8991,0,0,2291,382,20,908,1348,371,1543,2020,0,5,40,7,13,30,0,8,5,0,0,0,0,0,0,0
NO_1122,Gjesdal,6902,5400,0,0,1321,190,8,523,989,155,779,1391,0,1,13,4,15,9,0,1,1,0,0,0,0,0,0,0
NO_1124,Sola,15099,11986,0,0,2615,394,36,493,1108,510,2845,3822,0,6,19,6,32,93,0,7,0,0,0,0,0,0,0,0
NO_1127,Randaberg,6795,5468,0,0,1359,184,15,273,799,234,1148,1408,0,1,10,4,8,22,0,2,1,0,0,0,0,0,0,0
NO_1129,Forsand,806,636,0,0,109,35,1,78,149,13,75,167,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0
NO_1130,Strand,7891,5972,0,0,1370,249,13,363,1120,153,876,1733,0,3,41,4,17,28,0,0,2,0,0,0,0,0,0,0
NO_1133,Hjelmeland,1907,1479,0,0,202,49,4,432,266,60,181,257,0,1,11,7,3,5,0,1,0,0,0,0,0,0,0,0
NO_1134,Suldal,2837,2164,0,0,490,156,6,574,319,83,188,335,0,0,8,2,2,0,0,0,1,0,0,0,0,0,0,0
NO_1135,Sauda,3613,2732,0,0,1235,169,11,208,187,81,335,477,0,3,4,3,3,14,0,2,0,0,0,0,0,0,0,0
NO_1141,Finnøy,1995,1610,0,0,186,82,3,435,400,50,171,259,0,3,9,2,5,3,0,2,0,0,0,0,0,0,0,0
NO_1142,Rennesøy,2648,2206,0,0,449,71,7,260,270,84,465,585,0,0,4,0,3,6,0,2,0,0,0,0,0,0,0,0
NO_1144,Kvitsøy,384,321,0,0,89,9,0,17,92,12,34,62,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0
NO_1145,Bokn,599,480,0,0,103,13,2,114,57,9,65,110,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0
NO_1146,Tysvær,6830,5232,0,0,1281,152,12,551,597,177,901,1497,0,2,17,9,8,25,0,2,1,0,0,0,0,0,0,0
NO_1149,Karmøy,28264,20973,0,0,4660,595,59,587,3252,486,3308,7705,0,2,101,32,28,146,0,11,1,0,0,0,0,0,0,0
NO_1151,Utsira,161,149,0,0,61,7,1,25,11,4,21,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NO_1160,Vindafjord,5824,4269,0,0,926,133,7,1007,516,79,616,952,0,1,10,4,6,9,0,2,1,0,0,0,0,0,0,0
NO_1201,Bergen,186500,145956,0,0,46188,10181,4869,4204,7990,7931,33162,29494,0,169,234,116,747,421,0,0,103,0,0,0,0,0,147,0
NO_1211,Etne,2863,2088,0,0,490,60,16,410,227,57,275,518,0,1,13,6,2,7,0,0,1,0,0,0,0,0,5,0
NO_1216,Sveio,3516,2765,0,0,688,81,13,282,292,81,444,811,0,1,15,31,15,6,0,0,1,0,0,0,0,0,4,0
NO_1219,Bømlo,7865,6122,0,0,1346,143,49,343,1090,174,942,1939,0,7,39,27,7,10,0,0,5,0,0,0,0,0,1,0
NO_1221,Stord,12305,9426,0,0,3505,425,133,479,830,295,1448,2187,0,31,37,9,20,11,0,0,5,0,0,0,0,0,11,0
NO_1222,Fitjar,2109,1708,0,0,324,41,15,160,323,29,306,486,0,1,8,4,6,4,0,0,1,0,0,0,0,0,0,0
NO_1223,Tysnes,2110,1626,0,0,376,50,9,234,146,63,314,422,0,1,4,1,3,2,0,0,1,0,0,0,0,0,0,0
NO_1224,Kvinnherad,9741,7365,0,0,2024,284,114,717,644,293,1116,2093,0,0,19,8,22,20,0,0,3,0,0,0,0,0,8,0
NO_1227,Jondal,783,640,0,0,178,29,15,141,87,16,68,95,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0
NO_1228,Odda,5410,4022,0,0,1834,184,150,305,119,152,507,714,0,20,4,2,10,12,0,0,7,0,0,0,0,0,2,0
NO_1231,Ullensvang,2538,1975,0,0,413,86,33,616,88,113,339,262,0,1,4,0,7,5,0,0,2,0,0,0,0,0,6,0
NO_1232,Eidfjord,722,549,0,0,170,16,7,113,17,20,84,117,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0
NO_1233,Ulvik,835,654,0,0,178,53,22,135,16,98,49,91,0,1,3,0,4,2,0,0,2,0,0,0,0,0,0,0
NO_1234,Granvin,741,568,0,0,153,40,12,162,11,54,56,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO_1235,Voss,10493,7908,0,0,2789,461,233,1481,404,389,849,1226,0,12,20,5,17,14,0,0,2,0,0,0,0,0,6,0
NO_1238,Kvam,6238,4851,0,0,1291,200,88,715,521,275,711,1004,0,0,16,6,11,11,0,0,0,0,0,0,0,0,2,0
NO_1241,Fusa,2745,2170,0,0,472,81,33,350,262,74,334,536,0,0,3,4,14,5,0,0,0,0,0,0,0,0,2,0
NO_1242,Samnanger,1787,1388,0,0,517,34,21,132,141,33,189,304,0,0,8,1,5,3,0,0,0,0,0,0,0,0,0,0
NO_1243,Os (Hord.),11687,9082,0,0,2378,312,125,427,528,394,1891,2931,0,5,17,14,39,15,0,0,0,0,0,0,0,0,6,0
NO_1244,Austevoll,3211,2545,0,0,471,43,12,124,209,80,714,864,0,0,13,6,3,5,0,0,0,0,0,0,0,0,1,0
NO_1245,Sund,4264,3312,0,0,881,91,54,138,158,90,671,1200,0,8,5,4,7,4,0,0,1,0,0,0,0,0,0,0
NO_1246,Fjell,14828,11557,0,0,3152,312,121,313,1153,339,2447,3612,0,2,27,23,32,16,0,0,3,0,0,0,0,0,5,0
NO_1247,Askøy,17271,13386,0,0,4459,587,271,279,898,487,2785,3442,0,55,29,14,39,29,0,0,4,0,0,0,0,0,8,0
NO_1251,Vaksdal,3102,2367,0,0,1000,138,43,255,211,50,248,388,0,1,12,4,4,8,0,0,2,0,0,0,0,0,3,0
NO_1252,Modalen,257,201,0,0,52,10,6,47,18,5,24,34,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
NO_1253,Osterøy,5380,4212,0,0,1240,154,74,407,342,138,677,1126,0,0,16,9,13,11,0,0,1,0,0,0,0,0,4,0
NO_1256,Meland,4606,3563,0,0,953,146,60,266,473,130,657,839,0,1,14,6,11,5,0,0,0,0,0,0,0,0,2,0
NO_1259,Øygarden,3030,2462,0,0,633,58,7,62,333,48,396,895,0,2,10,5,4,9,0,0,0,0,0,0,0,0,0,0
NO_1260,Radøy,3488,2715,0,0,764,81,35,399,266,92,421,631,0,0,5,3,5,7,0,0,0,0,0,0,0,0,6,0
NO_1263,Lindås,10229,7940,0,0,1920,259,125,775,991,281,1381,2105,0,6,26,22,25,15,0,0,1,0,0,0,0,0,8,0
NO_1264,Austrheim,1942,1521,0,0,411,21,15,89,174,53,339,403,0,1,4,1,2,8,0,0,0,0,0,0,0,0,0,0
NO_1265,Fedje,455,378,0,0,110,5,4,13,73,6,73,79,0,5,2,3,2,3,0,0,0,0,0,0,0,0,0,0
NO_1266,Masfjorden,1270,1011,0,0,276,32,10,195,103,21,149,219,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0
NO_1401,Flora,8142,5947,0,0,1780,647,35,591,231,273,1099,1253,0,4,0,14,20,0,0,0,0,0,0,0,0,0,0,0
NO_1411,Gulen,1741,1372,0,0,283,47,5,420,167,36,202,211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NO_1412,Solund,655,468,0,0,94,18,2,115,29,11,86,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NO_1413,Hyllestad,1077,758,0,0,231,23,3,248,65,12,84,89,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
NO_1416,Høyanger,3197,2352,0,0,1026,108,54,451,100,25,215,359,0,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0
NO_1417,Vik,2103,1565,0,0,382,60,6,678,69,43,112,206,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0
NO_1418,Balestrand,954,720,0,0,182,33,11,185,98,38,94,75,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
NO_1419,Leikanger,1628,1299,0,0,435,109,12,401,51,60,99,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO_1420,Sogndal,5088,3918,0,0,1198,293,12,1029,260,105,365,651,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NO_1421,Aurland,1284,969,0,0,323,61,5,228,25,35,138,132,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
NO_1422,Lærdal,1632,1255,0,0,424,80,9,433,9,37,89,169,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
NO_1424,Årdal,4255,3217,0,0,2258,113,12,268,47,31,181,298,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
NO_1426,Luster,3698,2840,0,0,1037,107,7,841,270,49,179,345,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
NO_1428,Askvoll,2314,1726,0,0,422,57,10,562,140,69,203,241,0,3,0,17,2,0,0,0,0,0,0,0,0,0,0,0
NO_1429,Fjaler,1990,1509,0,0,420,99,11,516,77,66,171,137,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0
NO_1430,Gaular,2071,1560,0,0,339,74,2,579,174,12,193,179,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
NO_1431,Jølster,2170,1692,0,0,398,94,8,614,159,46,170,192,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0
NO_1432,Førde,8422,6360,0,0,1982,467,82,1246,515,225,932,891,0,1,0,8,11,0,0,0,0,0,0,0,0,0,0,0
NO_1433,Naustdal,2006,1545,0,0,399,127,19,431,115,26,219,204,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
NO_1438,Bremanger,2863,2115,0,0,576,145,16,456,142,49,265,459,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
NO_1439,Vågsøy,4453,3202,0,0,788,90,151,406,217,98,552,889,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0
NO_1441,Selje,2147,1573,0,0,304,37,14,255,181,35,185,552,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0
NO_1443,Eid,4313,3243,0,0,747,204,20,874,164,353,343,530,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0
NO_1444,Hornindal,869,690,0,0,129,20,5,280,25,36,136,57,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NO_1445,Gloppen,4261,3346,0,0,465,171,17,1567,389,90,304,333,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0
NO_1449,Stryn,4738,3465,0,0,753,134,13,1108,265,92,496,593,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0
NO_1502,Molde,18466,14064,0,0,4682,918,74,749,1077,650,2807,3022,0,9,45,15,16,0,0,0,0,0,0,0,0,0,0,0
NO_1504,Ålesund,31409,23515,0,0,6607,869,103,557,1946,864,4867,7550,0,19,77,22,34,0,0,0,0,0,0,0,0,0,0,0
NO_1503,Kristiansund,17340,12740,0,0,5782,465,145,347,317,404,1699,3515,0,6,17,22,21,0,0,0,0,0,0,0,0,0,0,0
NO_1511,Vanylven,2693,2035,0,0,525,59,2,310,215,55,236,592,0,2,10,28,1,0,0,0,0,0,0,0,0,0,0,0
NO_1514,Sande (Møre og Romsdal),1869,1432,0,0,303,31,3,169,153,51,262,446,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
NO_1515,Herøy (Møre og Romsdal),6229,4700,0,0,1058,77,5,179,670,98,986,1595,0,2,20,6,4,0,0,0,0,0,0,0,0,0,0,0
NO_1516,Ulstein,4994,3965,0,0,952,113,9,222,503,137,888,1110,0,1,21,5,4,0,0,0,0,0,0,0,0,0,0,0
NO_1517,Hareid,3503,2626,0,0,615,93,21,210,242,112,446,864,0,1,10,5,7,0,0,0,0,0,0,0,0,0,0,0
NO_1519,Volda,6254,4926,0,0,1243,366,34,582,655,242,650,1111,0,1,18,13,11,0,0,0,0,0,0,0,0,0,0,0
NO_1520,Ørsta,7702,5738,0,0,1565,278,20,757,531,235,734,1571,0,1,16,19,11,0,0,0,0,0,0,0,0,0,0,0
NO_1523,Ørskog,1580,1215,0,0,355,32,11,114,111,43,204,339,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0
NO_1524,Norddal,1301,950,0,0,205,55,8,276,70,29,90,205,0,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0
NO_1525,Stranda,3306,2454,0,0,605,71,11,369,224,135,348,675,0,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0
NO_1526,Stordal,691,498,0,0,128,10,7,73,28,4,113,133,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NO_1528,Sykkylven,5487,4054,0,0,936,146,11,360,409,191,726,1240,0,0,23,8,4,0,0,0,0,0,0,0,0,0,0,0
NO_1529,Skodje,2791,2139,0,0,495,59,21,153,231,63,364,745,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0
NO_1531,Sula,5643,4278,0,0,1098,111,9,92,557,110,739,1518,0,2,27,9,6,0,0,0,0,0,0,0,0,0,0,0
NO_1532,Giske,4934,3864,0,0,778,62,10,201,735,146,725,1168,0,0,24,7,8,0,0,0,0,0,0,0,0,0,0,0
NO_1534,Haram,6331,4824,0,0,1260,112,11,539,480,179,872,1328,0,2,33,4,4,0,0,0,0,0,0,0,0,0,0,0
NO_1535,Vestnes,4796,3524,0,0,875,131,16,429,278,112,514,1144,0,5,11,4,5,0,0,0,0,0,0,0,0,0,0,0
NO_1539,Rauma,5606,4045,0,0,1249,180,18,501,328,163,514,1075,0,4,4,2,7,0,0,0,0,0,0,0,0,0,0,0
NO_1543,Nesset,2356,1724,0,0,623,33,3,263,109,48,214,424,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0
NO_1545,Midsund,1363,986,0,0,221,24,1,121,80,54,183,298,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
NO_1546,Sandøy,963,740,0,0,210,12,5,55,75,41,167,169,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
NO_1547,Aukra,2292,1688,0,0,482,88,4,114,173,76,281,452,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0
NO_1548,Fræna,6856,4947,0,0,1284,142,14,528,424,152,737,1614,0,1,33,14,4,0,0,0,0,0,0,0,0,0,0,0
NO_1551,Eide,2448,1855,0,0,565,48,12,166,102,102,321,526,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0
NO_1554,Averøy,4064,2994,0,0,1019,87,10,276,206,260,298,825,0,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0
NO_1557,Gjemnes,1973,1523,0,0,437,49,3,331,169,60,135,323,0,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0
NO_1560,Tingvoll,2325,1782,0,0,658,81,4,348,100,69,173,331,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0
NO_1563,Sunndal,5580,4307,0,0,2466,196,17,417,119,113,327,637,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0
NO_1566,Surnadal,4568,3242,0,0,1361,94,4,905,134,51,205,475,0,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0
NO_1567,Rindal,1562,1154,0,0,449,25,4,417,59,22,72,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NO_1571,Halsa,1318,953,0,0,331,33,10,249,27,24,98,174,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0
NO_1573,Smøla,1682,1253,0,0,442,61,1,167,67,106,143,261,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
NO_1576,Aure,2700,1934,0,0,678,68,12,333,109,97,218,407,0,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0
NO_1601,Trondheim,125481,97157,0,0,40367,9561,1682,3121,2975,4064,15377,18172,0,167,104,102,674,721,0,0,70,0,0,0,0,0,0,0
NO_1612,Hemne,3171,2242,0,0,1043,68,5,343,93,42,226,406,0,0,2,2,4,8,0,0,0,0,0,0,0,0,0,0
NO_1613,Snillfjord,757,575,0,0,200,12,1,151,51,8,47,94,0,0,2,3,1,4,0,0,1,0,0,0,0,0,0,0
NO_1617,Hitra,3034,2066,0,0,647,123,16,154,82,39,303,668,0,2,7,8,10,4,0,0,3,0,0,0,0,0,0,0
NO_1620,Frøya,2987,2037,0,0,858,108,12,98,82,60,204,588,0,0,8,8,5,6,0,0,0,0,0,0,0,0,0,0
NO_1621,Ørland,3851,2798,0,0,892,102,13,387,91,68,471,715,0,4,3,13,1,36,0,0,2,0,0,0,0,0,0,0
NO_1622,Agdenes,1325,973,0,0,329,36,3,174,69,9,107,238,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0
NO_1624,Rissa,4763,3508,0,0,1180,153,17,573,236,93,395,802,0,6,8,10,11,22,0,0,2,0,0,0,0,0,0,0
NO_1627,Bjugn,3520,2422,0,0,890,94,14,301,125,53,234,651,0,1,5,14,14,25,0,0,1,0,0,0,0,0,0,0
NO_1630,Åfjord,2509,1822,0,0,576,81,5,395,182,34,174,351,0,0,9,6,2,5,0,0,2,0,0,0,0,0,0,0
NO_1632,Roan,791,551,0,0,156,21,8,104,47,16,58,131,0,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0
NO_1633,Osen,812,586,0,0,196,33,8,120,17,20,46,132,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0
NO_1634,Oppdal,4957,3638,0,0,1414,169,11,613,256,103,435,604,0,3,10,4,7,9,0,0,0,0,0,0,0,0,0,0
NO_1635,Rennebu,2058,1513,0,0,530,65,6,363,209,52,99,174,0,2,2,2,5,4,0,0,0,0,0,0,0,0,0,0
NO_1636,Meldal,3091,2252,0,0,1173,74,6,395,79,58,163,278,0,3,5,3,5,8,0,0,2,0,0,0,0,0,0,0
NO_1638,Orkdal,8434,6080,0,0,2801,278,29,605,234,248,542,1286,0,4,2,6,12,28,0,0,5,0,0,0,0,0,0,0
NO_1640,Røros,4292,3293,0,0,1600,307,57,310,46,107,364,464,0,0,2,5,10,18,0,0,3,0,0,0,0,0,0,0
NO_1644,Holtålen,1610,1305,0,0,590,79,6,324,23,20,57,190,0,0,1,0,3,12,0,0,0,0,0,0,0,0,0,0
NO_1648,Midtre Gauldal,4394,3175,0,0,1200,103,6,799,174,71,222,539,0,2,18,26,8,7,0,0,0,0,0,0,0,0,0,0
NO_1653,Melhus,10696,8234,0,0,3155,339,38,980,552,199,1002,1877,0,10,18,15,17,30,0,0,2,0,0,0,0,0,0,0
NO_1657,Skaun,4773,3685,0,0,1426,199,20,519,210,87,400,795,0,3,3,5,7,8,0,0,3,0,0,0,0,0,0,0
NO_1662,Klæbu,3950,3017,0,0,1150,216,30,192,136,96,406,759,0,2,6,2,8,9,0,0,5,0,0,0,0,0,0,0
NO_1663,Malvik,8874,6910,0,0,3149,464,45,310,165,251,993,1458,0,8,8,4,19,34,0,0,2,0,0,0,0,0,0,0
NO_1664,Selbu,3047,2180,0,0,903,141,14,347,53,55,228,404,0,1,3,6,6,16,0,0,3,0,0,0,0,0,0,0
NO_1665,Tydal,686,517,0,0,189,26,5,125,2,18,34,109,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0
NO_1702,Steinkjer,15968,11770,0,0,5441,693,67,2002,281,380,935,1925,0,7,7,13,19,0,0,0,0,0,0,0,0,0,0,0
NO_1703,Namsos,9349,6798,0,0,3192,625,37,396,266,199,647,1410,0,4,8,7,7,0,0,0,0,0,0,0,0,0,0,0
NO_1711,Meråker,1905,1314,0,0,623,95,9,153,31,41,88,272,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NO_1714,Stjørdal,15476,11707,0,0,4914,707,94,1360,455,345,1530,2191,0,11,48,15,37,0,0,0,0,0,0,0,0,0,0,0
NO_1717,Frosta,1859,1383,0,0,447,59,9,285,87,38,253,196,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0
NO_1718,Leksvik,2680,1961,0,0,698,92,8,361,111,39,223,419,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0
NO_1719,Levanger,13714,10317,0,0,4623,789,69,1336,704,269,910,1560,0,4,21,15,17,0,0,0,0,0,0,0,0,0,0,0
NO_1721,Verdal,10582,7628,0,0,3926,392,58,853,199,149,569,1451,0,4,7,11,9,0,0,0,0,0,0,0,0,0,0,0
NO_1723,Mosvik,639,492,0,0,184,19,4,112,47,17,43,59,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
NO_1724,Verran,1965,1398,0,0,666,43,6,169,50,76,68,308,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0
NO_1725,Namdalseid,1331,990,0,0,362,61,1,282,54,33,52,135,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0
NO_1729,Inderøy,4316,3436,0,0,1448,266,17,753,143,81,248,460,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0
NO_1736,Snåase - Snåsa,1692,1297,0,0,510,85,9,453,9,41,66,117,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
NO_1738,Lierne,1122,767,0,0,300,28,2,205,38,30,20,142,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NO_1739,Raarvihke - Røyrvik,387,303,0,0,136,9,1,67,17,9,14,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NO_1740,Namsskogan,725,523,0,0,229,57,2,84,34,7,22,86,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NO_1742,Grong,1796,1400,0,0,538,122,9,377,22,38,84,207,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
NO_1743,Høylandet,978,792,0,0,315,33,0,294,15,41,22,68,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
NO_1744,Overhalla,2681,2044,0,0,846,148,7,498,37,59,152,289,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0
NO_1748,Fosnes,530,407,0,0,157,18,8,125,26,4,14,53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NO_1749,Flatanger,850,643,0,0,217,45,7,94,30,47,70,128,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
NO_1750,Vikna,3038,2123,0,0,716,106,9,306,131,78,227,541,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0
NO_1751,Nærøy,3777,2553,0,0,861,165,13,560,128,89,193,526,0,1,2,13,2,0,0,0,0,0,0,0,0,0,0,0
NO_1755,Leka,470,359,0,0,117,28,1,134,2,9,15,49,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
NO_1804,Bodø,34646,26389,0,0,10384,2088,389,1150,908,738,3927,6568,0,11,25,85,91,0,0,0,9,0,0,9,0,0,0,7
NO_1805,Narvik,13727,10126,0,0,3732,929,91,337,345,211,1254,3145,0,6,18,19,18,0,0,0,10,0,0,7,0,0,0,4
NO_1811,Bindal,1278,1001,0,0,447,86,9,171,35,28,60,160,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
NO_1812,Sømna,1548,1163,0,0,399,66,17,320,54,19,75,198,0,1,1,7,4,0,0,0,1,0,0,0,0,0,0,1
NO_1813,Brønnøy,5643,3931,0,0,1529,278,39,455,117,92,481,897,0,2,4,18,9,0,0,0,1,0,0,0,0,0,0,9
NO_1815,Vega,992,768,0,0,336,68,8,148,18,16,52,112,0,0,1,4,0,0,0,0,1,0,0,3,0,0,0,1
NO_1816,Vevelstad,404,297,0,0,113,21,8,77,9,2,17,45,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
NO_1818,Herøy (Nordland),1276,836,0,0,332,47,11,85,19,22,80,216,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0
NO_1820,Alstahaug,5404,3723,0,0,1409,228,141,414,72,74,447,868,0,2,7,53,4,0,0,0,2,0,0,1,0,0,0,1
NO_1822,Leirfjord,1629,1161,0,0,424,75,34,212,25,22,71,274,0,1,3,8,2,0,0,0,3,0,0,6,0,0,0,1
NO_1824,Vefsn,10270,7540,0,0,3461,492,167,644,215,145,677,1689,0,2,12,14,13,0,0,0,3,0,0,3,0,0,0,3
NO_1825,Grane,1174,869,0,0,413,31,8,166,18,6,47,166,0,1,3,4,5,0,0,0,1,0,0,0,0,0,0,0
NO_1826,Aarborte - Hattfjelldal,1110,901,0,0,336,47,4,313,27,4,34,133,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NO_1827,Dønna,1091,740,0,0,253,53,19,143,24,4,64,145,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,1
NO_1828,Nesna,1289,961,0,0,323,101,14,145,35,38,81,200,0,0,1,18,2,0,0,0,0,0,0,2,0,0,0,1
NO_1832,Hemnes,3411,2574,0,0,1069,192,41,388,81,59,171,509,0,10,20,19,1,0,0,0,1,0,0,10,0,0,0,3
NO_1833,Rana,19182,14125,0,0,7027,1392,236,634,329,276,1198,2908,0,5,8,60,28,0,0,0,10,0,0,10,0,0,0,4
NO_1834,Lurøy,1445,1085,0,0,360,49,11,159,66,20,90,188,0,0,7,134,0,0,0,0,0,0,0,1,0,0,0,0
NO_1835,Træna,311,233,0,0,69,9,2,43,22,4,14,45,0,0,0,22,1,0,0,0,0,0,0,1,0,0,0,1
NO_1836,Rødøy,949,695,0,0,177,34,8,135,79,6,43,188,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0
NO_1837,Meløy,4987,3465,0,0,1270,178,22,230,278,80,446,910,0,2,15,23,6,0,0,0,2,0,0,2,0,0,0,1
NO_1838,Gildeskål,1617,1185,0,0,414,86,17,113,68,36,115,318,0,0,3,10,3,0,0,0,0,0,0,1,0,0,0,1
NO_1839,Beiarn,924,686,0,0,279,36,4,145,24,8,39,146,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1
NO_1840,Saltdal,3656,2705,0,0,1112,215,29,216,97,40,275,698,0,0,4,6,10,0,0,0,2,0,0,0,0,0,0,1
NO_1841,Fauske - Fuossko,7300,5349,0,0,2511,349,55,234,118,131,590,1327,0,5,3,8,8,0,0,0,6,0,0,2,0,0,0,2
