gisco_id,name,registered,turnout,invalid,blank,Arbeiderpartiet,SV - Sosialistisk Venstreparti,Rødt,Senterpartiet,Kristelig Folkeparti,Miljøpartiet De Grønne,Venstre,Høyre,Fremskrittspartiet,Alliansen - Alternativ for Norge,Demokratene,Folkeaksjonen Nei til mer bompenger,Helsepartiet,Industri- og Næringspartiet,Partiet De Kristne,Kystpartiet,Liberalistene,Norges Kommunistiske Parti,Piratpartiet,Pensjonistpartiet,Partiet Sentrum,Feministisk Initiativ,Generasjonspartiet,Redd Naturen,Pasientfokus
NO_3448,Nordre Land,5130,3795,0,20,1457,190,90,1114,42,39,50,346,350,1,38,0,5,5,10,0,1,0,1,12,4,0,0,0,0
NO_3449,Sør-Aurdal,2298,1743,2,11,494,52,24,616,61,27,26,167,209,0,22,0,3,3,3,0,3,0,1,5,3,0,0,0,0
NO_3450,Etnedal,985,747,0,6,184,16,18,303,22,13,16,66,77,0,11,1,1,0,3,0,0,0,0,1,3,0,0,0,0
NO_3451,Nord-Aurdal,4883,3618,7,14,966,158,84,1155,51,71,75,533,385,8,51,0,7,3,12,0,8,0,1,10,5,0,0,0,0
NO_3452,Vestre Slidre,1636,1257,2,6,247,45,37,553,14,17,22,134,133,1,25,0,0,2,5,0,0,0,0,6,2,0,0,0,0
NO_3453,Øystre Slidre,2420,1849,2,7,375,101,44,783,14,38,35,241,143,1,34,1,3,4,4,0,0,0,1,2,9,0,0,0,0
NO_3454,Vang,1117,888,0,1,206,44,31,390,4,34,9,102,55,0,5,0,0,0,2,0,1,0,0,1,2,0,0,0,0
NO_3801,Horten,20478,15666,4,123,5026,1174,972,1109,399,634,626,3317,1653,16,193,9,58,48,44,0,16,0,15,72,35,0,0,0,0
NO_3802,Holmestrand,18289,14097,20,95,3742,727,568,2063,455,422,415,3040,1928,12,239,10,42,33,49,0,27,0,11,72,32,0,0,0,0
NO_3803,Tønsberg,42124,33438,20,250,8626,2193,1421,3349,1289,1501,1525,8349,3676,20,347,22,78,75,176,0,50,0,32,102,87,0,0,0,0
NO_3804,Sandefjord,46321,34823,13,213,8602,1937,1351,3208,1296,1204,1438,9469,4481,57,530,17,98,132,196,0,54,0,39,141,134,0,0,0,0
NO_3805,Larvik,35558,26692,27,166,7449,1548,1053,3006,982,838,914,5879,3814,30,329,9,66,56,141,0,25,0,14,117,63,0,0,0,0
NO_3806,Porsgrunn,27662,20700,22,131,6877,1370,1017,1844,735,650,587,3821,2577,17,304,26,49,213,112,0,34,0,23,124,36,0,0,0,0
NO_3807,Skien,41437,30455,20,224,9597,2015,1460,3267,1509,909,731,5409,3860,35,440,26,59,162,215,0,38,0,32,142,81,0,0,0,0
NO_3808,Notodden,9762,7301,0,39,2311,367,401,1397,355,132,141,974,878,10,95,12,13,22,65,0,7,0,3,18,22,0,0,0,0
NO_3811,Færder,20222,16332,19,107,4073,1091,790,1040,440,829,853,4777,1719,11,188,4,41,59,56,0,26,0,14,58,30,0,0,0,0
NO_3812,Siljan,1784,1407,0,6,463,47,52,342,53,36,9,158,177,1,23,2,5,9,7,0,1,0,1,4,5,0,0,0,0
NO_3813,Bamble,10774,8122,22,58,2384,331,280,1020,444,137,178,1409,1433,9,105,8,13,81,74,0,11,0,9,31,27,0,0,0,0
NO_3814,Kragerø,8009,6070,1,45,1928,299,400,787,278,184,165,1025,699,6,74,1,17,24,33,0,3,0,3,32,21,0,0,0,0
NO_3815,Drangedal,3076,2338,2,10,742,111,73,697,116,45,24,166,283,1,33,0,0,4,14,0,3,0,2,0,2,0,0,0,0
NO_3816,Nome,4897,3636,0,11,1165,184,133,977,100,100,54,375,385,3,60,2,6,12,29,0,0,0,1,15,13,0,0,0,0
NO_3817,Midt-Telemark,7512,5609,6,34,1385,368,284,1395,207,252,143,632,675,7,85,4,9,10,27,0,5,0,2,18,27,0,0,0,0
NO_3818,Tinn,4330,3309,1,26,824,376,96,964,37,74,64,406,313,4,33,2,12,14,4,0,3,0,3,20,7,0,0,0,0
NO_3819,Hjartdal,1198,959,0,3,238,26,18,377,53,12,8,79,111,1,17,0,1,2,7,0,0,0,0,2,1,0,0,0,0
NO_3820,Seljord,2177,1685,0,13,427,80,50,412,71,44,24,228,262,5,19,2,2,4,14,0,3,0,3,4,5,0,0,0,0
NO_3821,Kviteseid,1916,1486,0,14,333,52,64,446,156,34,23,136,166,1,34,0,1,0,6,0,1,0,0,1,4,0,0,0,0
NO_3822,Nissedal,1044,865,1,4,206,24,19,266,102,14,6,79,114,3,6,1,3,1,5,0,0,0,0,3,4,0,0,0,0
NO_3823,Fyresdal,915,747,0,3,215,32,25,316,7,17,5,41,53,1,8,0,0,9,4,0,1,0,3,1,3,0,0,0,0
NO_3824,Tokke,1659,1329,1,10,377,52,40,524,51,44,7,86,90,2,12,0,0,15,6,0,0,0,0,1,1,0,0,0,0
NO_3825,Vinje,2808,2244,0,7,411,200,94,932,53,45,34,174,221,1,31,1,3,14,9,0,0,0,0,3,4,0,0,0,0
NO_4201,Risør,5235,3961,2,15,1188,187,203,456,172,127,135,837,491,6,41,0,6,23,22,0,4,0,4,21,6,0,0,0,0
NO_4202,Grimstad,16978,12899,4,76,2730,729,429,1281,1637,514,494,2861,1545,7,156,0,34,48,131,0,27,0,14,46,60,0,0,0,0
NO_4203,Arendal,33389,25322,40,132,6970,1635,1016,2492,1399,765,826,5172,3718,21,330,0,110,78,177,0,36,0,26,185,62,0,0,0,0
NO_4204,Kristiansand,81560,63067,73,410,13967,4102,2384,4209,8097,2530,2858,14489,6109,35,1844,46,101,120,451,0,101,0,54,367,310,0,0,0,0
NO_4205,Lindesnes,16798,13073,31,63,2651,501,319,1749,1384,361,419,2693,2208,6,281,7,22,68,119,0,15,0,4,55,54,0,0,0,0
NO_4206,Farsund,7104,5575,7,25,1083,207,136,680,581,84,140,1197,1129,3,120,3,15,36,66,0,6,0,2,12,18,0,0,0,0
NO_4207,Flekkefjord,6471,4996,7,32,776,206,137,683,628,82,101,940,1205,3,74,1,6,25,27,0,7,0,3,11,10,0,0,0,0
NO_4211,Gjerstad,1865,1382,3,10,345,47,52,368,80,16,21,217,171,1,16,0,0,7,6,0,2,0,1,5,4,0,0,0,0
NO_4212,Vegårshei,1562,1304,0,4,327,39,33,335,196,17,13,164,132,1,14,0,2,3,12,0,2,0,1,2,3,0,0,0,0
NO_4213,Tvedestrand,4609,3495,0,6,869,175,137,559,174,105,127,832,383,2,52,0,11,19,13,0,3,0,4,12,6,0,0,0,0
NO_4214,Froland,4407,3289,3,19,690,90,90,732,365,49,48,351,617,1,66,0,8,29,87,0,7,0,1,8,9,0,0,0,0
NO_4215,Lillesand,8185,6434,5,37,1336,431,240,528,647,243,302,1626,698,4,78,0,11,18,43,0,12,0,8,78,52,0,0,0,0
NO_4216,Birkenes,3715,2828,8,16,479,76,65,655,394,62,60,532,315,0,55,0,4,21,37,0,1,0,6,9,17,0,0,0,0
NO_4217,Åmli,1321,1019,0,3,279,41,53,313,70,9,20,78,112,0,16,0,0,10,4,0,2,0,1,3,2,0,0,0,0
NO_4218,Iveland,926,742,4,5,90,15,23,218,136,10,11,74,101,0,22,0,0,7,14,0,1,0,0,4,2,0,0,0,0
NO_4219,Evje og Hornnes,2645,1993,0,11,464,85,46,410,311,26,33,271,242,1,41,0,3,6,14,0,5,0,3,5,5,0,0,0,0
NO_4220,Bygland,899,706,0,4,147,35,35,222,55,6,9,89,70,1,12,0,1,6,7,0,0,0,1,0,2,0,0,0,0
NO_4221,Valle,915,698,0,2,134,24,17,207,74,11,12,105,94,0,9,0,0,3,2,0,0,0,0,2,0,0,0,0,0
NO_4222,Bykle,661,517,1,2,99,35,17,131,39,16,25,96,39,0,9,0,0,1,4,0,0,0,1,0,0,0,0,0,0
NO_4223,Vennesla,10735,8145,3,43,1658,327,179,1238,1731,118,137,1127,1095,3,184,4,9,27,138,0,16,0,7,22,36,0,0,0,0
NO_4224,Åseral,680,554,0,1,92,8,6,205,81,1,4,67,64,0,8,0,2,0,13,0,0,0,0,1,0,0,0,0,0
NO_4225,Lyngdal,7260,5710,0,28,763,142,111,865,1203,72,103,1141,988,1,86,1,8,40,75,0,9,0,1,14,31,0,0,0,0
NO_4226,Hægebostad,1242,1025,0,3,78,12,10,301,277,6,1,103,183,0,22,0,1,2,19,0,0,0,1,0,3,0,0,0,0
NO_4227,Kvinesdal,4375,3384,6,24,625,86,53,665,480,62,48,446,673,2,68,0,3,37,46,0,8,0,6,8,14,0,0,0,0
NO_4228,Sirdal,1259,1015,1,5,152,24,20,264,136,14,23,156,167,0,22,0,0,5,15,0,2,0,0,2,2,0,0,0,0
NO_4601,Bergen,206977,167112,340,1226,38859,18710,9583,8827,5817,8702,9619,43496,15409,113,1367,266,265,511,530,37,304,46,155,1339,308,0,57,0,0
NO_4602,Kinn,12266,9469,14,64,2447,542,585,1457,273,226,377,1774,1374,9,90,0,14,62,51,0,5,0,0,29,12,0,0,0,0
NO_4611,Etne,2908,2307,3,10,388,76,63,644,167,28,70,339,434,1,18,1,2,30,10,0,4,1,1,4,3,0,0,0,0
NO_4612,Sveio,4023,3244,0,13,559,153,86,594,202,68,74,694,607,8,65,5,9,29,24,4,13,0,1,17,6,0,0,0,0
NO_4613,Bømlo,8544,6901,2,34,1301,272,149,784,885,127,163,1522,1241,5,71,6,9,141,98,1,13,0,3,26,13,0,1,0,0
NO_4614,Stord,13535,10786,2,77,3086,711,338,966,685,220,270,2144,1736,11,132,2,26,85,66,3,15,1,19,52,60,0,2,0,0
NO_4615,Fitjar,2269,1870,0,11,300,70,34,300,281,22,21,362,376,2,31,0,1,11,15,2,3,0,1,6,9,0,1,0,0
NO_4616,Tysnes,2156,1779,4,13,298,139,45,313,79,48,31,454,284,0,19,0,3,11,6,0,2,0,4,11,2,0,0,0,0
NO_4617,Kvinnherad,9820,7511,11,51,1552,388,274,1378,340,165,119,1599,1288,8,53,2,18,128,44,3,5,1,3,25,5,0,0,0,0
NO_4618,Ullensvang,8246,6565,3,35,1669,355,375,1893,143,117,118,876,767,3,52,3,5,39,23,2,6,4,6,29,7,0,0,0,0
NO_4619,Eidfjord,670,535,0,1,130,35,16,167,16,6,5,93,50,0,5,1,0,4,2,0,1,0,0,2,0,0,0,0,0
NO_4620,Ulvik,774,643,1,4,115,66,36,252,9,20,27,53,43,0,2,1,1,0,0,1,0,1,0,0,5,0,2,0,0
NO_4621,Voss,11735,9300,13,57,2263,719,391,2942,241,311,257,1173,626,6,99,3,11,44,23,0,5,2,2,30,24,0,1,0,0
NO_4622,Kvam,6224,5090,5,18,1029,322,181,1137,360,154,126,782,769,1,33,1,5,61,48,2,4,0,2,17,15,0,0,0,0
NO_4623,Samnanger,1871,1528,4,14,374,73,62,285,93,31,24,210,273,0,11,0,1,28,12,0,0,1,0,12,6,0,0,0,0
NO_4624,Bjørnafjorden,17447,14174,8,83,2770,877,428,1651,577,461,460,3458,2867,4,144,10,12,108,50,3,17,4,5,75,18,0,1,0,0
NO_4625,Austevoll,3530,2937,2,21,392,112,64,201,184,46,50,1032,728,1,28,3,1,11,23,2,1,0,1,12,0,0,1,0,0
NO_4626,Øygarden,27198,21845,29,156,4124,1117,590,1763,1709,416,547,6001,4101,13,264,48,48,239,151,13,52,13,21,225,39,0,10,0,0
NO_4627,Askøy,20643,16453,20,141,3927,1242,575,1072,706,466,591,4342,2540,9,180,15,27,79,52,20,31,2,18,238,15,0,4,0,0
NO_4628,Vaksdal,2895,2363,8,21,694,188,105,449,108,47,29,320,276,2,36,1,2,17,14,2,3,1,2,15,2,0,0,0,0
NO_4629,Modalen,268,210,0,1,48,10,8,64,13,10,5,26,12,0,4,1,3,2,1,0,1,0,0,0,0,0,0,0,0
NO_4630,Osterøy,5828,4769,6,40,993,308,161,774,304,109,107,928,824,1,59,7,5,20,32,2,12,0,3,23,11,0,0,0,0
NO_4631,Alver,21103,17273,8,132,3375,875,524,2921,1615,336,399,3617,2621,16,173,25,29,109,148,7,28,0,15,122,39,0,7,0,0
NO_4632,Austrheim,2072,1688,3,9,392,43,34,248,85,18,33,463,294,0,16,1,3,18,6,2,6,0,0,1,4,0,0,0,0
NO_4633,Fedje,402,356,0,0,97,10,4,38,51,2,6,84,49,0,6,0,2,3,1,0,1,0,0,2,0,0,0,0,0
NO_4634,Masfjorden,1234,1051,4,3,210,30,24,318,54,10,12,214,137,2,8,1,2,10,5,1,0,0,0,3,0,0,0,0,0
NO_4635,Gulen,1644,1376,1,13,265,39,31,498,66,18,22,218,162,0,8,0,2,8,4,0,1,0,0,6,1,0,0,0,0
NO_4636,Solund,570,445,0,5,94,18,16,145,8,10,6,93,33,0,4,0,1,2,0,0,1,0,0,2,2,0,0,0,0
NO_4637,Hyllestad,978,804,0,5,227,27,35,300,33,8,8,74,57,1,12,0,2,6,2,0,1,0,0,1,0,0,0,0,0
NO_4638,Høyanger,3091,2431,3,9,846,134,214,609,44,31,31,224,192,6,19,0,0,41,5,0,2,0,0,10,2,0,0,0,0
NO_4639,Vik,1907,1504,1,10,444,57,19,691,26,11,19,105,91,1,8,0,0,3,4,0,0,0,0,4,0,0,0,0,0
NO_4640,Sogndal,8604,6975,3,33,1811,606,220,2059,318,258,235,840,450,7,37,0,13,14,11,0,1,0,0,11,15,0,0,0,0
NO_4641,Aurland,1245,1027,1,5,295,49,43,310,8,42,26,142,83,1,2,0,1,4,4,0,2,0,0,2,2,0,0,0,0
NO_4642,Lærdal,1569,1262,2,4,371,86,48,428,8,24,18,151,99,0,11,0,3,2,1,0,0,0,0,1,1,0,0,0,0
NO_4643,Årdal,3963,3190,9,13,1831,91,112,610,14,41,39,227,138,4,11,0,4,12,3,0,3,0,0,9,6,0,0,0,0
NO_4644,Luster,3837,3141,0,10,929,137,85,1163,157,71,62,269,192,1,16,0,2,3,17,0,0,0,0,10,7,0,0,0,0
NO_4645,Askvoll,2255,1792,1,7,327,110,48,607,110,24,51,255,193,2,16,0,1,4,14,0,4,0,0,6,5,0,0,0,0
NO_4646,Fjaler,1973,1553,1,3,359,120,62,527,46,53,52,174,121,0,7,0,2,11,1,0,1,0,0,6,4,0,0,0,0
NO_4647,Sunnfjord,15800,12860,13,69,3372,961,484,3295,524,421,401,2096,857,5,78,0,21,65,54,0,15,0,0,35,25,0,0,0,0
NO_4648,Bremanger,2584,2027,1,4,527,99,123,508,80,33,64,285,236,3,19,0,7,15,6,0,2,0,0,5,6,0,0,0,0
NO_4649,Stad,6946,5527,3,34,910,252,175,1619,281,108,466,644,858,0,51,0,7,32,25,0,3,0,0,10,15,0,0,0,0
NO_4650,Gloppen,4283,3535,0,15,629,224,93,1516,246,113,115,289,183,0,27,0,4,2,22,0,4,0,0,12,26,0,0,0,0
NO_4651,Stryn,4782,3854,3,14,742,123,96,1292,147,50,143,669,452,3,37,0,5,7,29,0,2,0,0,14,12,0,0,0,0
NO_5001,Trondheim,152037,121579,154,776,36350,13801,8256,9202,2221,7839,6876,21963,8875,124,863,0,216,268,158,0,163,45,159,2186,308,0,0,0,0
NO_5006,Steinkjer,18365,13952,20,70,4892,754,652,4147,149,258,308,1267,930,21,147,3,27,56,11,0,10,0,16,137,7,0,0,0,0
NO_5007,Namsos - Nåavmesjenjaelmie,11464,8582,19,32,2923,520,337,2301,229,148,159,934,669,5,74,4,25,64,25,0,12,0,5,49,16,0,0,0,0
NO_5014,Frøya,3191,2316,4,12,636,94,152,341,36,35,39,448,391,0,31,0,2,16,1,0,2,0,4,55,5,0,0,0,0
NO_5020,Osen,723,549,0,7,168,23,15,187,6,4,12,40,57,0,4,0,1,5,0,0,1,0,2,8,2,0,0,0,0
NO_5021,Oppdal,5217,4166,4,23,1114,228,100,1197,168,133,139,557,363,7,45,0,4,11,16,0,2,0,4,22,6,0,0,0,0
NO_5022,Rennebu,1892,1515,7,4,361,58,40,610,130,31,21,120,86,1,21,0,1,5,1,0,4,0,1,6,3,0,0,0,0
NO_5025,Røros,4335,3572,1,25,1218,384,183,888,26,76,77,414,165,5,26,0,5,16,1,0,5,1,1,28,2,0,0,0,0
NO_5026,Holtålen,1575,1346,0,6,411,49,36,629,2,7,7,66,76,1,25,0,1,6,0,0,0,0,1,13,4,0,0,0,0
NO_5027,Midtre Gauldal,4440,3489,9,16,928,128,89,1399,112,25,47,285,297,3,44,0,10,6,17,0,1,1,3,47,6,0,0,0,0
NO_5028,Melhus,12421,9734,40,39,2753,476,294,2438,427,174,192,1385,1072,10,95,0,17,45,33,0,10,4,9,160,22,0,0,0,0
NO_5029,Skaun,5904,4781,1,24,1304,284,171,1191,173,93,136,711,507,8,38,0,4,16,6,0,11,2,2,57,18,0,0,0,0
NO_5031,Malvik,10037,8178,9,56,2751,650,408,975,158,324,301,1396,775,9,62,0,19,49,7,0,8,1,5,144,15,0,0,0,0
NO_5032,Selbu,3122,2418,8,11,763,105,87,795,28,31,31,299,179,2,21,0,3,10,0,0,2,1,0,30,1,0,0,0,0
NO_5033,Tydal,626,526,0,1,116,14,15,281,0,7,7,30,41,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0
NO_5034,Meråker,1822,1361,1,9,449,82,94,397,10,16,31,105,109,0,18,1,4,3,2,0,0,0,1,18,2,0,0,0,0
NO_5035,Stjørdal,18095,14083,29,75,4656,828,584,2845,349,364,368,2031,1401,17,126,4,28,78,30,0,12,0,11,139,33,0,0,0,0
NO_5036,Frosta,1952,1571,6,7,451,56,39,445,55,26,43,262,126,1,10,1,5,2,1,0,5,0,2,18,3,0,0,0,0
NO_5037,Levanger,14902,11672,30,66,4081,818,419,2857,501,263,266,1213,756,10,89,5,21,36,36,0,4,0,10,99,26,0,0,0,0
NO_5038,Verdal,11532,8586,2,52,3170,405,303,2570,96,113,108,806,647,6,71,0,9,54,11,0,9,0,4,82,16,0,0,0,0
NO_5041,Snåase - Snåsa,1579,1325,2,6,333,76,69,657,3,18,10,71,40,4,17,1,2,3,1,0,0,0,0,4,2,0,0,0,0
NO_5042,Lierne,1021,771,0,6,243,9,8,379,14,4,11,38,41,0,1,0,2,1,0,0,2,0,0,6,0,0,0,0,0
NO_5043,Raarvihke - Røyrvik,343,291,0,2,81,13,5,128,12,2,3,15,16,1,6,0,0,0,4,0,0,0,0,1,0,0,0,0,0
NO_5044,Namsskogan,646,500,0,2,170,19,26,183,4,6,5,25,40,0,12,0,2,1,1,0,0,0,0,2,0,0,0,0,0
NO_5045,Grong,1747,1409,1,4,398,96,55,616,11,20,12,91,64,4,13,0,1,3,1,0,0,0,0,11,4,0,0,0,0
NO_5046,Høylandet,908,769,0,3,241,18,4,426,2,9,5,22,25,2,3,0,1,1,0,0,1,0,0,2,1,0,0,0,0
NO_5047,Overhalla,2745,2175,1,11,543,110,56,1077,11,24,18,142,135,1,12,1,1,12,2,0,0,0,1,5,1,0,0,0,0
NO_5049,Flatanger,855,684,1,3,165,57,36,179,16,11,8,103,82,0,10,0,1,3,2,0,0,0,0,4,0,0,0,0,0
NO_5052,Leka,433,343,0,1,96,15,10,171,1,3,0,15,21,4,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
NO_5053,Inderøy,5177,4243,5,16,1376,320,170,1332,109,83,60,396,216,2,40,1,5,16,29,0,2,0,1,36,12,0,0,0,0
NO_5054,Indre Fosen,7499,5694,14,20,1271,281,158,1771,159,102,79,713,711,6,73,0,7,33,12,0,3,0,4,248,9,0,0,0,0
NO_5055,Heim,4599,3498,3,20,1080,117,112,1129,71,48,56,396,344,3,34,0,5,33,5,0,3,0,0,15,4,0,0,0,0
NO_5056,Hitra,3513,2578,10,23,593,116,146,493,40,47,39,445,428,1,38,0,4,12,6,0,4,0,1,108,1,0,0,0,0
NO_5057,Ørland,7800,5774,13,62,1541,248,209,1368,97,94,103,931,724,10,110,0,10,78,5,0,11,0,6,81,11,0,0,0,0
NO_5058,Åfjord,3285,2535,7,16,555,91,83,787,125,33,40,323,377,4,24,0,4,10,5,0,2,0,4,24,5,0,0,0,0
NO_5059,Orkland,13786,10460,19,58,3350,446,268,2957,210,144,221,1223,1108,22,141,0,14,33,31,0,14,8,6,110,19,0,0,0,0
NO_5060,Nærøysund,7063,5247,12,31,1462,193,168,1379,154,56,142,585,828,1,104,2,9,26,23,0,3,0,4,29,5,0,0,0,0
NO_5061,Rindal,1587,1248,4,7,358,42,30,543,22,21,12,92,74,0,23,0,3,6,1,0,1,0,0,1,1,0,0,0,0
NO_5401,Tromsø,55703,43181,62,381,11093,6452,2682,5286,875,1872,1474,6116,5316,31,524,99,96,107,74,0,107,0,53,0,100,0,0,0,0
NO_5402,Harstad - Hárstták,18875,13913,40,110,4057,1067,567,2121,237,345,365,2444,2078,8,195,12,49,47,24,0,8,0,3,0,26,0,0,0,0
NO_5403,Alta,15073,10991,12,67,1385,422,542,813,256,332,225,530,1646,11,132,0,53,19,37,0,21,0,0,0,26,0,0,0,4395
NO_5404,Vardø,1436,1100,1,9,391,103,60,301,6,27,10,54,93,0,21,0,6,2,4,0,0,0,0,0,0,0,0,0,3
NO_5405,Vadsø,4310,3281,6,15,1363,208,194,802,52,96,41,243,160,2,25,0,8,16,5,0,8,0,0,0,8,0,0,0,14
NO_5406,Hammerfest - Hámmerfeasta,8092,5833,6,62,2828,406,238,725,107,119,42,444,505,16,134,0,14,82,13,0,12,0,0,0,2,0,0,0,16
NO_5411,Kvæfjord,2198,1622,0,12,443,157,63,386,24,28,44,193,233,1,12,0,3,3,2,0,0,0,2,0,4,0,0,0,0
NO_5412,Dielddanuorri - Tjeldsund,3252,2469,0,17,770,105,71,465,30,49,28,395,421,1,46,0,25,11,8,0,1,0,4,0,5,0,0,0,0
NO_5413,Ibestad,1051,762,0,3,210,21,21,207,10,6,9,132,110,0,16,0,2,10,1,0,0,0,0,0,1,0,0,0,0
NO_5414,Gratangen,805,590,0,5,136,38,23,198,12,5,4,47,106,0,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0
NO_5415,Loabák - Lavangen,777,598,3,3,192,14,19,199,10,4,3,68,60,1,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NO_5416,Bardu,3069,2462,0,30,711,116,53,862,17,51,53,286,212,0,24,0,0,4,2,0,5,0,0,0,6,0,0,0,0
NO_5417,Salangen,1623,1243,2,11,295,130,49,468,27,23,10,85,106,1,15,0,1,4,3,0,1,0,1,0,0,0,0,0,0
NO_5418,Målselv,5163,3928,2,38,1213,216,133,1360,32,53,84,315,345,4,53,3,5,15,7,0,10,0,2,0,0,0,0,0,0
NO_5419,Sørreisa,2616,1938,0,20,593,136,51,523,33,17,22,191,280,0,33,1,3,5,3,0,5,0,1,0,1,0,0,0,0
NO_5420,Dyrøy,881,698,5,8,158,65,12,209,6,7,4,61,113,0,31,2,1,2,6,0,0,0,0,0,0,0,0,0,0
NO_5421,Senja,10911,7923,15,62,2176,528,255,1842,220,123,97,1030,1216,12,162,3,17,51,18,0,17,0,4,0,13,0,0,0,0
NO_5422,Balsfjord,4300,3173,0,38,708,178,111,1016,57,42,24,275,564,2,64,2,5,19,20,0,7,0,2,0,1,0,0,0,0
NO_5423,Karlsøy,1687,1269,1,13,306,153,35,330,6,10,13,84,255,0,33,2,3,1,2,0,4,0,1,0,4,0,0,0,0
NO_5424,Lyngen,2208,1646,2,11,437,90,42,376,90,29,14,157,340,0,29,2,1,6,1,0,4,0,2,0,2,0,0,0,0
NO_5425,Storfjord - Omasvuotna - Omasvuono,1436,1142,0,5,259,71,53,351,21,31,11,118,173,4,22,2,1,4,1,0,5,0,0,0,5,0,0,0,0
NO_5426,Gáivuotna - Kåfjord - Kaivuono,1634,1168,2,6,305,81,72,331,73,22,6,60,172,0,16,0,3,4,6,0,3,0,0,0,0,0,0,0,0
NO_5427,Skjervøy,1994,1418,2,14,305,135,41,347,123,11,10,115,274,1,15,0,0,5,0,0,2,0,1,0,3,0,0,0,0
NO_5428,Nordreisa - Ráisa - Raisi,3682,2671,0,17,620,234,85,668,133,35,19,270,485,0,45,0,5,18,6,0,6,0,7,0,1,0,0,0,0
NO_5429,Kvænangen,926,655,1,7,181,42,17,153,26,5,4,51,139,0,12,2,3,2,0,0,1,0,0,0,2,0,0,0,0
NO_5430,Guovdageaidnu - Kautokeino,2138,1507,0,8,200,55,62,422,38,27,51,91,66,0,15,0,10,5,18,0,3,0,0,0,2,0,0,0,426
NO_5432,Loppa,661,479,0,1,172,29,21,76,5,9,3,55,74,2,16,0,0,2,0,0,3,0,0,0,0,0,0,0,10
NO_5433,Hasvik,642,474,0,6,155,22,21,133,6,4,4,28,69,1,11,0,1,1,1,0,0,0,0,0,1,0,0,0,4
NO_5434,Måsøy,839,569,2,6,240,11,19,151,3,5,3,64,42,0,10,0,0,3,0,0,0,0,0,0,1,0,0,0,3
NO_5435,Nordkapp,2242,1628,9,20,588,169,41,370,13,25,20,121,162,1,52,0,1,3,1,0,2,0,0,0,3,0,0,0,7
NO_5436,Porsanger - Porsángu - Porsanki,3119,2254,3,27,721,139,122,522,25,39,27,240,254,6,45,0,5,12,13,0,7,0,0,0,4,0,0,0,16
NO_5437,Kárášjohka - Karasjok,2053,1435,5,9,447,77,119,546,23,27,11,57,52,1,15,0,2,1,7,0,1,0,0,0,4,0,0,0,22
NO_5438,Lebesby,901,667,0,4,242,47,35,150,22,6,4,37,77,2,14,0,1,4,13,0,2,0,0,0,2,0,0,0,1
NO_5439,Gamvik,685,507,1,4,198,38,25,154,2,6,2,13,44,0,4,0,0,3,3,0,2,0,0,0,0,0,0,0,4
NO_5440,Berlevåg,685,473,2,5,204,49,14,90,1,2,2,44,47,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NO_5441,Deatnu - Tana,2226,1647,5,13,495,84,83,475,20,34,26,102,199,2,63,0,4,6,5,0,5,0,0,0,4,0,0,0,9
NO_5442,Unjárga - Nesseby,698,546,0,5,203,29,35,159,4,11,6,41,32,0,8,0,0,2,5,0,0,0,0,0,1,0,0,0,0
NO_5443,Båtsfjord,1371,914,1,12,334,27,31,229,4,11,11,78,128,2,22,0,2,3,1,0,1,0,0,0,2,0,0,0,3
NO_5444,Sør-Varanger,7446,5367,4,43,2062,500,297,1039,61,112,76,422,570,2,76,0,6,14,12,0,3,0,0,0,9,0,0,0,16
