gisco_id,name,registered,turnout,invalid,blank,MEMO,LMP,DK-MSZP-P,2RK,MKKP,Jobbik,FIDESZ-KDNP,TISZA,MHM
HU_33659,Újdombrád,509,361,9,0,1,3,8,0,10,14,204,75,37
HU_26611,Újfehértó,9919,6132,84,0,40,28,288,23,126,222,2849,1968,504
HU_10117,Újkenéz,751,525,18,0,2,3,26,0,4,8,346,78,40
HU_18591,Vaja,2699,1745,46,0,6,6,66,3,16,53,1197,246,106
HU_27100,Vasmegyer,1296,679,9,0,2,3,43,6,16,17,399,148,36
HU_06938,Vállaj,994,559,11,0,4,3,21,0,4,8,388,88,32
HU_27322,Vámosatya,444,303,6,0,1,2,14,3,3,8,186,55,25
HU_08934,Vámosoroszi,413,285,8,0,0,1,7,0,0,2,214,33,20
HU_18324,Vásárosnamény,6701,3555,46,0,7,9,213,17,62,77,1838,1105,181
HU_06275,Zajta,331,202,3,0,0,0,4,0,2,3,170,16,4
HU_16203,Záhony,3403,2075,39,0,5,12,209,6,56,66,741,834,107
HU_28750,Zsarolyán,317,210,6,0,0,0,19,2,4,3,138,24,14
HU_13037,Zsurk,547,342,6,0,3,3,33,2,10,17,160,85,23
HU_34388,Szorgalmatos,741,538,21,0,3,2,39,1,20,28,235,142,47
HU_29665,Alsónána,553,420,16,0,2,2,41,2,22,24,180,80,51
HU_11563,Alsónyék,552,371,7,0,1,3,25,4,16,14,189,62,50
HU_26125,Aparhant,803,550,16,0,3,2,23,1,16,10,322,113,44
HU_32735,Attala,611,384,12,0,2,4,20,3,6,10,218,76,33
HU_11712,Báta,1207,752,18,0,8,4,29,2,24,19,491,104,53
HU_28909,Bátaapáti,306,240,12,0,1,1,7,2,6,16,123,44,28
HU_08864,Bátaszék,5046,2950,89,0,15,28,227,13,120,96,1339,741,282
HU_28662,Belecska,212,138,0,0,1,1,8,0,6,5,70,30,17
HU_11970,Bikács,349,259,13,0,1,0,8,3,4,5,163,31,31
HU_03425,Bogyiszló,1694,718,23,0,1,2,29,4,16,16,453,122,52
HU_06497,Bonyhád,10014,6141,109,0,20,45,395,24,155,305,3080,1616,392
HU_14818,Bonyhádvarasd,362,227,3,0,0,0,10,0,3,7,140,44,20
HU_06558,Bölcske,2143,1245,32,0,8,13,61,7,52,44,679,235,114
HU_19284,Cikó,742,448,8,0,3,6,21,9,9,19,252,90,31
HU_11998,Csibrák,211,118,4,0,0,1,7,0,3,3,76,14,10
HU_30094,Csikóstőttős,642,260,9,0,0,2,18,1,6,7,140,59,18
HU_29230,Dalmand,915,522,13,0,2,3,42,3,9,14,310,91,35
HU_24989,Decs,3152,1809,37,0,7,10,97,3,47,33,1095,364,116
HU_11688,Diósberény,249,139,2,0,0,1,1,1,0,8,81,34,11
HU_07685,Dombóvár,14400,8000,129,0,28,53,794,37,210,220,3777,2185,567
HU_02565,Döbrököz,1477,752,16,0,1,5,40,4,12,17,437,114,106
HU_31501,Dunaföldvár,6667,3524,65,0,18,41,214,19,128,120,1646,932,341
HU_09539,Dunaszentgyörgy,1970,1284,53,0,3,13,63,4,39,33,682,279,115
HU_19202,Dúzs,198,130,3,0,1,0,11,0,4,4,75,21,11
HU_08448,Értény,514,312,11,0,1,1,1,3,2,7,267,10,9
HU_18980,Fadd,3193,1479,32,0,2,22,106,8,40,33,787,325,124
HU_24192,Fácánkert,563,305,3,0,1,1,28,4,10,13,172,47,26
HU_15820,Felsőnána,456,335,3,0,3,4,15,2,10,16,176,71,35
HU_17914,Felsőnyék,820,485,17,0,2,2,14,2,14,20,312,75,27
HU_17950,Fürged,499,190,4,0,1,3,6,0,4,6,121,31,14
HU_05731,Gerjen,969,493,13,0,0,7,25,1,8,15,292,106,26
HU_26727,Grábóc,131,86,0,0,0,1,0,2,3,0,68,6,6
HU_30289,Gyönk,1423,904,32,0,1,6,72,5,23,22,512,186,45
HU_25539,Györe,521,376,12,0,0,1,37,1,17,18,163,92,35
HU_12326,Györköny,791,536,20,0,3,4,14,1,25,27,256,140,46
HU_30359,Gyulaj,602,390,15,0,0,1,10,1,5,11,307,25,15
HU_14164,Harc,665,398,11,0,1,1,27,1,12,19,201,82,43
HU_26055,Hőgyész,2156,1366,52,0,11,17,80,12,32,46,697,320,99
HU_04701,Iregszemcse,1995,1078,38,0,9,9,76,3,27,45,445,292,134
HU_27711,Izmény,370,212,4,0,1,2,7,0,3,4,137,28,26
HU_09326,Jágónak,179,112,2,0,0,4,5,0,2,1,72,19,7
HU_14100,Kajdacs,853,354,10,0,1,2,22,5,10,10,192,82,20
HU_02033,Kakasd,1325,762,11,0,5,2,27,5,25,24,475,136,52
HU_23791,Kalaznó,102,77,9,0,1,0,2,0,0,2,42,9,12
HU_23296,Kapospula,683,397,10,0,4,1,13,1,11,6,223,104,24
HU_18962,Kaposszekcső,1268,680,18,0,3,6,70,3,24,19,287,165,85
HU_17640,Keszőhidegkút,151,93,1,0,0,1,9,0,1,3,65,12,1
HU_21731,Kéty,525,364,8,0,1,0,14,0,18,12,189,77,45
HU_17710,Kisdorog,573,379,6,0,0,2,17,1,6,11,248,69,19
HU_06512,Kismányok,273,212,11,0,0,3,11,0,7,13,100,37,30
HU_27766,Kisszékely,245,155,3,0,0,0,8,0,2,1,105,31,5
HU_03869,Kistormás,248,140,5,0,2,0,17,1,2,4,75,12,22
HU_31185,Kisvejke,274,188,5,0,0,2,15,2,6,8,112,16,22
HU_22433,Kocsola,918,632,29,0,5,10,44,2,20,22,378,92,30
HU_21184,Koppányszántó,248,172,5,0,0,1,2,0,3,3,121,21,16
HU_10463,Kölesd,1097,596,13,0,1,5,38,1,15,23,362,95,43
HU_20507,Kurd,875,482,23,0,4,6,9,0,7,6,255,105,67
HU_14605,Lápafő,107,82,7,0,0,1,14,0,1,6,44,5,4
HU_24411,Lengyel,382,251,11,0,4,2,25,1,9,7,122,45,25
HU_29337,Madocsa,1499,996,26,0,3,10,42,6,34,28,582,174,91
HU_06017,Magyarkeszi,805,462,12,0,3,5,16,1,17,23,261,97,27
HU_30562,Medina,583,387,13,0,1,5,29,0,11,10,214,67,37
HU_02811,Miszla,236,185,19,0,1,1,8,0,6,8,114,12,16
HU_20701,Mórágy,577,392,8,0,5,2,27,1,18,27,204,60,40
HU_33349,Mőcsény,265,192,6,0,0,2,11,1,9,6,116,23,18
HU_13620,Mucsfa,280,200,3,0,1,2,10,1,4,4,137,25,13
HU_07029,Mucsi,333,204,5,0,4,3,10,1,3,9,137,13,19
HU_18917,Murga,51,48,0,0,0,0,5,4,1,2,28,5,3
HU_18388,Nagydorog,2018,1204,55,0,6,5,53,1,22,35,677,250,100
HU_27182,Nagykónyi,806,410,11,0,0,4,19,1,14,8,249,69,35
HU_14030,Nagymányok,1803,1048,24,0,8,18,67,6,36,47,501,274,67
HU_06761,Nagyszékely,305,193,3,0,1,2,6,1,11,7,109,35,18
HU_13709,Nagyszokoly,652,461,9,0,0,2,16,3,7,18,294,81,31
HU_16452,Nagyvejke,123,101,0,0,0,0,4,0,2,3,70,18,4
HU_02796,Nak,410,255,4,0,3,4,4,0,4,7,148,49,32
HU_15006,Németkér,1314,671,20,0,3,7,33,2,20,17,359,151,59
HU_05661,Ozora,1220,750,8,0,1,2,21,0,19,15,553,94,37
HU_08961,Őcsény,1912,1146,26,0,5,15,99,7,40,34,549,284,87
HU_04862,Paks,14070,9104,124,0,45,91,638,57,310,371,3918,2933,617
HU_09371,Pálfa,1111,490,13,0,1,2,6,0,14,7,320,101,26
HU_19585,Pincehely,1764,1101,28,0,3,7,49,6,29,35,725,155,64
HU_33570,Pörböly,448,234,4,0,2,2,22,3,8,12,115,50,16
HU_19938,Pusztahencse,774,476,17,0,0,6,16,0,11,15,286,82,43
HU_15459,Regöly,835,512,19,0,1,2,24,1,17,21,297,90,40
HU_04747,Sárpilis,426,316,7,0,3,5,16,0,11,11,197,46,20
HU_20817,Sárszentlőrinc,829,537,22,0,0,4,21,0,7,12,378,65,28
HU_20783,Simontornya,3068,1687,33,0,6,25,129,7,46,97,799,424,121
HU_25645,Sióagárd,1026,663,22,0,1,1,22,0,26,21,388,145,37
HU_15316,Szakadát,159,113,3,0,0,2,4,1,2,0,77,19,5
HU_04464,Szakály,1023,608,24,0,3,1,36,3,15,18,330,120,58
HU_10083,Szakcs,629,364,12,0,5,5,15,3,5,13,222,50,34
HU_14711,Szálka,506,336,9,0,0,3,29,3,20,20,113,116,23
HU_18263,Szárazd,173,104,4,0,1,0,0,0,3,1,85,6,4
HU_16814,Szedres,1677,893,18,0,3,11,63,12,23,25,502,172,64
HU_22761,Szekszárd,24580,14880,145,0,34,115,1328,112,532,521,6448,4622,1023
HU_24563,Tamási,6272,3642,54,0,12,33,288,22,92,99,1723,1096,223
HU_06901,Tengelic,1735,738,21,0,3,5,55,2,23,17,389,155,68
HU_31459,Tevel,1049,518,13,0,3,5,29,1,14,22,256,133,42
HU_25274,Tolna,8850,4851,64,0,5,45,395,20,130,171,2394,1273,354
HU_11031,Tolnanémedi,788,457,16,0,1,4,23,0,16,22,248,79,48
HU_21360,Udvari,236,155,5,0,0,1,8,0,3,7,108,15,8
HU_20561,Újireg,210,163,5,0,0,5,13,0,6,8,74,38,14
HU_06637,Varsád,268,157,0,0,3,0,12,2,6,6,103,16,9
HU_32850,Váralja,624,436,20,0,1,3,25,0,11,15,269,64,28
HU_09414,Várdomb,934,595,13,0,1,10,73,3,20,18,265,132,60
HU_29124,Várong,98,83,3,0,1,0,4,0,3,3,49,14,6
HU_14304,Závod,203,126,3,0,0,1,9,0,3,2,68,21,19
HU_21625,Zomba,1625,1092,19,0,3,10,60,7,41,39,577,262,74
HU_09618,Pári,469,325,14,0,1,2,13,1,9,15,189,57,24
HU_07214,Acsád,525,330,11,0,3,3,14,3,13,12,195,65,11
HU_22549,Alsószölnök,286,181,1,0,2,1,5,1,8,3,99,54,7
HU_22725,Alsóújlak,433,272,8,0,1,3,14,3,7,2,182,41,11
HU_12317,Andrásfa,206,161,1,0,1,1,4,2,2,4,94,31,21
HU_08873,Apátistvánfalva,324,250,6,0,2,2,5,1,6,8,144,63,13
HU_17020,Bajánsenye,397,310,6,0,1,1,9,1,4,9,222,32,25
HU_05102,Balogunyom,928,578,7,0,1,9,48,4,23,15,285,134,52
HU_10384,Bejcgyertyános,360,227,3,0,0,1,7,0,6,6,140,52,12
HU_32124,Bérbaltavár,395,224,7,0,3,2,9,0,3,6,147,31,16
HU_29203,Boba,646,471,10,0,0,8,9,2,11,16,314,68,33
HU_03090,Borgáta,191,171,1,0,0,2,11,1,12,4,85,41,14
HU_05023,Bozsok,297,206,3,0,1,3,9,0,9,6,113,53,9
HU_06390,Bozzai,230,168,3,0,3,3,3,2,8,7,102,25,12
HU_11651,Bögöt,310,188,4,0,0,0,4,0,3,0,126,38,13
HU_07296,Bögöte,272,173,11,0,1,2,9,0,3,5,98,34,10
HU_05476,Bő,569,376,8,0,2,3,19,3,10,12,207,93,19
HU_32984,Bucsu,473,310,4,0,1,2,7,2,6,8,221,44,15
HU_02431,Bük,2756,1519,33,0,3,12,83,11,42,51,764,435,85
HU_08271,Cák,232,169,5,0,1,1,7,1,7,3,100,33,11
HU_27094,Celldömölk,8190,5012,102,0,10,29,464,21,150,104,2472,1287,373
HU_09876,Chernelházadamonya,156,89,3,0,1,0,6,0,2,1,50,21,5
HU_03911,Csákánydoroszló,1234,763,11,0,4,11,41,9,18,29,423,175,42
HU_26772,Csánig,294,239,5,0,2,0,4,2,6,8,152,29,31
HU_19488,Csehi,205,157,5,0,1,0,4,0,3,0,114,21,9
HU_12724,Csehimindszent,276,159,3,0,1,1,14,1,9,6,78,30,16
HU_23816,Csempeszkopács,280,210,6,0,2,3,17,2,11,13,101,48,7
HU_12140,Csepreg,2527,1425,35,0,6,8,77,13,44,33,833,302,74
HU_09070,Csénye,578,378,8,0,1,4,7,1,13,10,222,87,25
HU_26064,Csipkerek,288,220,2,0,0,3,11,1,6,6,131,50,10
HU_22390,Csönge,274,188,4,0,0,0,5,0,3,1,153,15,7
HU_04224,Csörötnek,681,306,3,0,0,0,12,2,20,5,182,71,11
HU_15990,Daraboshegy,81,69,4,0,0,0,1,0,2,2,44,12,4
HU_16151,Dozmat,248,201,2,0,0,1,8,0,10,7,92,68,13
HU_20695,Döbörhegy,127,105,3,0,0,0,3,0,2,1,66,22,8
HU_03036,Döröske,118,110,1,0,0,1,10,0,13,1,51,23,10
HU_02927,Duka,203,140,5,0,0,1,13,1,5,0,86,16,13
HU_28796,Egervölgy,292,157,3,0,1,1,2,4,1,3,104,31,7
HU_10232,Egyházashetye,253,190,3,0,0,0,3,0,7,7,123,31,16
HU_30429,Egyházashollós,460,321,4,0,0,2,5,0,6,8,228,44,24
HU_25946,Egyházasrádóc,1094,805,20,0,2,4,33,5,31,25,479,156,50
HU_13587,Felsőcsatár,398,220,5,0,1,2,7,7,2,8,125,53,10
HU_08013,Felsőjánosfa,157,136,5,0,1,1,5,1,11,2,86,20,4
HU_29841,Felsőmarác,210,168,2,0,0,1,9,2,6,7,92,41,8
HU_23287,Felsőszölnök,458,351,3,0,3,2,7,2,8,10,212,75,29
HU_30906,Gasztony,348,200,4,0,0,1,10,0,4,4,137,29,11
HU_24183,Gencsapáti,2165,1429,31,0,3,13,75,6,60,68,659,432,82
HU_30942,Gersekarát,566,388,7,0,1,3,17,0,7,7,225,86,35
HU_26152,Gérce,884,460,10,0,1,2,29,4,9,15,261,92,37
HU_11156,Gór,245,166,4,0,3,1,4,2,5,3,94,40,10
HU_27030,Gyanógeregye,129,85,1,0,1,0,0,2,5,3,50,18,5
HU_11943,Gyöngyösfalu,906,580,6,0,4,3,32,4,28,27,282,164,30
HU_09724,Győrvár,519,340,6,0,0,3,13,0,9,13,201,67,28
HU_29452,Halastó,72,62,0,0,0,2,2,0,1,0,42,6,9
HU_10676,Halogy,210,129,2,0,2,1,1,0,4,1,94,18,6
HU_05713,Harasztifalu,156,124,4,0,1,0,4,3,11,5,63,24,9
HU_32188,Hegyfalu,604,341,9,0,0,4,31,0,16,12,176,76,17
HU_14997,Hegyháthodász,126,98,0,0,0,1,0,1,2,4,61,21,8
HU_30216,Hegyhátsál,110,72,3,0,0,0,2,0,2,0,49,15,1
HU_18032,Hegyhátszentjakab,247,198,3,0,0,0,22,0,10,8,107,34,14
HU_21838,Hegyhátszentmárton,49,46,0,0,0,2,1,0,1,1,31,7,3
HU_08226,Hegyhátszentpéter,113,78,1,0,0,0,2,0,2,5,58,10,0
HU_12733,Horvátlövő,145,126,7,0,1,0,1,0,0,1,83,22,11
HU_16887,Horvátzsidány,620,386,4,0,2,6,28,0,16,10,228,77,15
HU_20880,Hosszúpereszteg,529,357,6,0,2,1,21,2,8,11,198,73,35
HU_11387,Ikervár,1330,859,12,0,3,8,52,1,26,25,409,251,72
HU_29504,Iklanberény,34,32,0,0,0,0,1,0,1,0,25,3,2
HU_07977,Ispánk,85,63,2,0,1,3,2,0,2,3,31,11,8
HU_31680,Ivánc,400,262,3,0,0,2,13,0,10,10,165,42,17
HU_13958,Ják,2069,1071,21,0,3,13,64,6,36,44,516,276,92
HU_06406,Jákfa,411,251,6,0,1,1,24,0,6,11,126,63,13
HU_11679,Jánosháza,1953,1058,18,0,3,9,57,8,28,38,528,304,65
HU_10913,Karakó,160,131,5,0,1,2,7,0,5,1,67,28,15
HU_26620,Katafa,277,219,2,0,0,0,9,2,0,8,143,36,19
HU_29957,Káld,839,509,17,0,0,2,16,2,17,14,242,141,58
HU_04640,Kám,365,290,5,0,1,3,22,1,8,7,163,60,20
HU_32036,Keléd,73,65,1,0,0,0,3,0,2,1,46,12,0
HU_16911,Kemeneskápolna,79,62,3,0,0,1,5,0,3,0,37,7,6
HU_12247,Kemenesmagasi,719,516,13,0,1,8,29,3,20,6,332,64,40
HU_13426,Kemenesmihályfa,414,246,6,0,0,1,12,1,5,4,159,37,21
HU_20996,Kemenespálfa,315,162,2,0,0,0,8,0,5,5,113,16,13
HU_24484,Kemenessömjén,428,274,7,0,0,4,13,1,4,4,163,60,18
HU_20084,Kemenesszentmárton,172,132,4,0,0,1,4,1,7,5,79,23,8
HU_22716,Kemestaródfa,183,120,2,0,0,0,9,1,2,3,74,23,6
HU_02574,Kenéz,213,139,2,0,1,2,3,0,1,4,91,30,5
HU_09937,Kenyeri,680,456,5,0,0,2,18,3,9,8,282,101,28
HU_26596,Kercaszomor,192,140,3,0,0,0,4,1,3,2,76,39,12
HU_19761,Kerkáskápolna,62,54,2,0,0,0,1,1,4,1,35,3,7
HU_19345,Kétvölgy,95,61,1,0,1,0,2,2,0,1,32,17,5
HU_11147,Kisrákos,141,121,3,0,0,1,12,1,4,5,73,13,9
HU_05953,Kissomlyó,189,131,4,0,1,3,3,1,14,7,50,40,8
HU_02501,Kisunyom,373,234,9,0,1,1,11,0,10,7,124,58,13
HU_15486,Kiszsidány,80,55,2,0,0,0,2,0,0,3,27,20,1
HU_13028,Kondorfa,417,316,12,0,1,2,16,1,11,6,186,58,23
HU_04190,Köcsk,231,180,5,0,1,0,6,0,7,2,109,43,7
HU_13532,Körmend,8621,5913,97,0,19,36,328,36,183,186,3265,1380,383
HU_16832,Kőszeg,9122,5285,57,0,15,33,289,28,191,258,2614,1519,281
HU_05740,Kőszegdoroszló,236,178,1,0,5,3,8,1,9,6,87,42,16
HU_26046,Kőszegpaty,160,100,3,0,0,0,2,1,6,3,68,10,7
HU_20109,Kőszegszerdahely,444,303,8,0,5,4,18,2,11,9,133,87,26
HU_29081,Lócs,92,64,1,0,0,0,6,0,1,1,37,12,6
HU_14021,Lukácsháza,885,598,10,0,3,4,18,1,26,19,326,144,47
HU_03221,Magyarlak,632,458,7,0,0,1,13,0,18,7,295,95,22
HU_27289,Magyarnádalja,209,144,3,0,0,0,0,0,3,4,84,44,6
HU_17288,Magyarszecsőd,340,246,5,0,1,2,8,3,6,4,166,36,15
HU_25423,Magyarszombatfa,205,172,4,0,0,1,7,1,7,6,96,33,17
HU_25760,Meggyeskovácsi,584,325,12,0,5,2,15,0,11,8,182,75,15
HU_30872,Megyehíd,269,164,4,0,1,2,7,2,14,6,75,41,12
HU_14809,Mersevát,473,338,11,0,0,4,20,1,5,10,194,70,23
HU_31875,Mesterháza,130,107,6,0,0,1,11,0,2,4,55,20,8
HU_15723,Mesteri,182,133,0,0,0,0,7,1,4,4,90,16,11
HU_32832,Meszlen,167,119,5,0,0,2,10,0,13,5,72,9,3
HU_30599,Mikosszéplak,249,189,3,0,0,1,9,2,3,1,145,19,6
HU_03294,Molnaszecsőd,350,185,2,0,1,0,4,4,11,3,117,30,13
HU_09283,Nagygeresd,211,150,4,0,0,1,15,0,5,2,77,39,7
HU_32920,Nagykölked,127,81,1,0,0,0,5,0,0,2,48,14,11
HU_15060,Nagymizdó,100,84,0,0,0,1,1,1,1,1,56,11,12
HU_29869,Nagyrákos,206,153,2,0,1,2,10,0,5,3,95,26,9
HU_26143,Nagysimonyi,756,515,7,0,1,4,28,3,20,18,301,91,42
HU_24837,Nagytilaj,114,87,3,0,0,0,1,0,0,5,58,14,6
HU_02042,Narda,376,256,5,0,0,3,6,1,6,7,168,48,12
HU_06716,Nádasd,1082,723,9,0,2,3,25,1,16,13,462,139,53
HU_17367,Nárai,1135,678,12,0,6,8,36,3,25,25,330,197,36
HU_24509,Nemesbőd,525,372,9,0,2,6,18,1,20,11,203,67,35
HU_23320,Nemescsó,253,167,5,0,1,1,8,1,5,3,100,34,9
HU_03674,Nemeskeresztúr,235,174,6,0,0,1,4,0,5,1,114,31,12
HU_02839,Nemeskocs,264,218,4,0,1,1,14,0,13,14,114,51,6
HU_24059,Nemeskolta,298,212,10,0,0,1,21,1,8,5,97,53,16
HU_26240,Nemesládony,123,114,18,0,0,1,7,0,5,4,55,15,9
HU_31556,Nemesmedves,26,20,1,0,0,0,0,0,1,1,14,2,1
HU_09672,Nemesrempehollós,219,136,8,0,1,0,10,0,4,5,82,19,7
HU_10843,Nick,439,318,5,0,2,1,13,1,10,4,212,48,22
HU_22318,Nyőgér,273,223,6,0,0,3,14,0,15,3,123,40,19
HU_19743,Olaszfa,320,192,4,0,1,1,4,0,11,3,147,18,3
HU_17093,Orfalu,66,50,1,0,0,0,2,0,6,0,19,16,6
HU_32629,Ostffyasszonyfa,624,353,5,0,3,5,15,1,11,9,189,84,31
HU_07667,Oszkó,501,301,8,0,1,0,12,1,11,13,174,65,16
HU_22044,Ólmod,80,50,1,0,0,0,1,0,3,1,30,9,5
HU_12043,Ölbő,554,366,8,0,3,8,31,3,9,10,184,87,23
HU_13453,Őrimagyarósd,172,139,0,0,0,2,2,1,2,0,89,32,11
HU_10630,Őriszentpéter,923,665,15,0,2,3,53,6,25,17,312,175,57
HU_23108,Pankasz,351,245,5,0,2,1,8,0,7,6,162,39,15
HU_07162,Pácsony,247,212,7,0,1,1,22,2,5,4,100,42,28
HU_14067,Pápoc,236,162,3,0,0,0,5,2,6,1,121,16,8
HU_14988,Pecöl,617,358,4,0,0,2,15,0,12,6,227,67,25
HU_13684,Perenye,519,400,8,0,2,7,20,4,19,11,240,69,20
HU_08882,Peresznye,365,269,1,0,2,1,3,0,9,10,173,51,19
HU_11572,Petőmihályfa,178,151,3,0,0,0,6,1,2,5,91,28,15
HU_06248,Pinkamindszent,133,94,3,0,0,1,2,0,4,2,61,15,6
HU_20367,Pornóapáti,277,215,6,0,0,0,11,0,11,2,104,63,18
HU_29896,Porpác,129,94,4,0,1,2,4,0,4,3,52,17,7
HU_15671,Pósfa,209,187,6,0,3,2,19,0,5,4,110,31,7
HU_10311,Pusztacsó,119,82,2,0,0,1,3,0,0,1,54,16,5
HU_07278,Püspökmolnári,705,486,4,0,3,5,9,0,16,15,308,92,34
HU_26736,Rábagyarmat,601,419,5,0,0,4,7,0,10,5,284,84,20
HU_03197,Rábahídvég,749,449,11,0,4,0,23,1,15,9,274,88,24
HU_26073,Rábapaty,1395,722,9,0,0,5,36,7,13,12,372,221,47
HU_17996,Rábatöttös,181,128,1,0,0,0,2,0,9,1,90,18,7
HU_07551,Rádóckölked,252,172,4,0,0,4,8,2,11,4,100,29,10
HU_23861,Rátót,188,130,2,0,0,2,8,0,5,6,81,18,8
HU_30881,Répcelak,2067,1375,14,0,5,8,94,14,47,44,795,285,69
HU_28626,Répceszentgyörgy,108,68,1,0,0,0,2,0,5,0,38,17,5
HU_26806,Rönök,309,204,4,0,0,2,4,0,2,6,140,28,18
HU_10597,Rum,957,497,12,0,1,5,24,2,29,11,252,126,35
HU_10579,Sajtoskál,245,201,5,0,0,0,4,0,5,3,138,32,14
HU_18883,Salköveskút,379,196,0,0,0,0,3,1,7,3,116,57,9
HU_09788,Sárfimizdó,67,51,4,0,0,0,2,0,1,0,39,4,1
HU_21306,Sárvár,11140,6766,75,0,16,66,483,35,203,198,3124,2171,395
HU_10278,Sé,1077,686,4,0,3,5,28,1,20,25,307,250,43
HU_26763,Simaság,417,256,2,0,1,2,9,1,5,4,185,31,16
HU_30748,Sitke,571,370,4,0,1,1,7,2,11,12,224,79,29
HU_07171,Sorkifalud,534,353,7,0,1,3,24,4,13,10,190,79,22
HU_27960,Sorkikápolna,192,116,0,0,0,1,4,0,3,4,74,19,11
HU_29692,Sorokpolány,643,437,4,0,3,2,27,4,24,22,241,83,27
HU_22983,Sótony,520,303,4,0,1,4,15,4,12,8,178,65,12
HU_24800,Söpte,623,456,9,0,2,7,37,1,17,10,195,132,46
HU_16504,Szaknyér,43,41,2,0,1,0,1,0,3,1,22,7,4
HU_20932,Szakonyfalu,298,214,7,0,1,2,4,0,5,6,136,48,5
HU_10223,Szalafő,194,164,9,0,1,0,3,2,10,4,71,51,13
HU_17729,Szarvaskend,189,157,4,0,0,0,2,1,3,2,117,18,10
HU_02440,Szatta,52,40,1,0,1,0,5,1,3,2,18,4,5
HU_33172,Szeleste,532,377,11,0,1,2,12,2,17,15,232,66,19
HU_27997,Szemenye,279,179,3,0,1,0,9,4,3,4,120,21,14
HU_31583,Szentgotthárd,6433,4315,78,0,12,34,204,25,190,164,2180,1196,232
HU_21254,Szentpéterfa,815,544,14,0,1,3,17,1,8,9,381,90,20
HU_27793,Szergény,244,172,0,0,0,1,13,1,4,4,122,14,13
HU_03009,Szombathely,60469,39408,458,0,159,454,4247,237,1540,1750,15943,12824,1796
HU_19521,Szőce,268,180,1,0,2,2,5,0,5,2,121,23,19
HU_16212,Tanakajd,637,452,8,0,1,6,24,2,20,18,215,133,25
HU_32045,Táplánszentkereszt,2106,1339,31,0,11,14,99,7,51,56,624,383,63
HU_29568,Telekes,384,283,6,0,1,0,15,0,6,9,195,34,17
HU_09229,Tokorcs,290,227,7,0,2,5,11,2,10,7,94,63,26
HU_12335,Tompaládony,253,223,8,0,0,0,3,0,3,5,140,46,18
HU_34087,Tormásliget,242,173,5,0,0,5,12,0,3,4,107,28,9
HU_29878,Torony,1582,918,26,0,7,6,43,0,32,34,477,235,58
HU_05166,Tömörd,242,202,11,0,0,0,10,0,11,8,113,39,10
HU_21537,Uraiújfalu,688,334,4,0,1,3,45,2,17,13,157,69,23
HU_02884,Vasalja,262,172,2,0,0,1,2,1,6,3,111,38,8
HU_20394,Vasasszonyfa,340,263,3,0,1,5,6,0,7,8,172,43,18
HU_15334,Vasegerszeg,290,187,3,0,0,5,12,0,3,3,119,37,5
HU_20349,Vashosszúfalu,303,234,3,0,0,3,22,0,2,4,128,53,19
HU_30702,Vaskeresztes,266,194,3,0,0,1,5,0,4,4,139,29,9
HU_25982,Vassurány,618,484,7,0,1,4,22,6,10,14,281,103,36
HU_11633,Vasszentmihály,283,211,5,0,1,1,11,1,6,6,118,48,14
HU_29373,Vasszécseny,1097,711,10,0,5,9,63,5,30,38,334,189,28
HU_12104,Vasszilvágy,336,239,0,0,0,3,14,2,13,14,129,45,19
HU_04695,Vasvár,3327,2029,37,0,4,17,114,10,56,64,1165,452,110
HU_31051,Vámoscsalád,251,198,7,0,1,3,9,1,5,9,126,28,9
HU_09195,Vásárosmiske,285,198,7,0,0,1,10,2,6,2,123,30,17
HU_02246,Vát,533,338,13,0,2,5,20,3,10,9,184,69,23
HU_26000,Velem,326,228,7,0,1,3,14,1,9,8,108,51,26
HU_18430,Velemér,72,59,1,0,1,3,1,0,2,2,32,13,4
HU_26426,Vép,2663,1521,36,0,9,13,72,5,48,53,821,373,91
HU_07940,Viszák,225,192,2,0,0,1,11,1,6,8,113,34,16
HU_03142,Vönöck,568,409,9,0,2,2,21,0,11,10,248,84,22
HU_12292,Zsennye,85,70,2,0,0,1,3,3,1,0,50,10,0
HU_21643,Zsédeny,181,139,4,0,1,0,7,1,2,3,65,43,13
HU_07302,Adásztevel,645,352,14,0,0,1,14,0,6,9,209,64,35
HU_31307,Adorjánháza,293,161,6,0,0,3,4,0,2,6,103,23,14
HU_06673,Ajka,22241,12151,166,0,31,92,1768,92,447,512,4725,3653,665
HU_30526,Alsóörs,1666,1106,14,0,2,12,68,6,54,30,471,400,49
HU_28370,Apácatorna,137,96,3,0,0,1,5,0,4,3,64,9,7
HU_07339,Aszófő,392,329,8,0,1,4,25,3,14,15,142,97,20
HU_04561,Ábrahámhegy,532,393,4,0,0,4,30,2,16,25,173,116,23
HU_22327,Badacsonytomaj,1862,1334,14,0,4,17,97,12,67,54,569,422,78
HU_03267,Badacsonytördemic,751,515,10,0,3,6,29,3,16,31,223,161,33
HU_23746,Bakonybél,936,646,12,0,1,5,20,4,22,10,337,180,55
HU_29513,Bakonyjákó,590,371,16,0,0,1,33,0,13,13,167,93,35
HU_07287,Bakonykoppány,173,145,9,0,0,4,9,1,2,4,86,23,7
HU_25991,Bakonynána,790,503,10,0,0,10,30,1,16,20,247,120,49
HU_30410,Bakonyoszlop,367,251,10,0,2,9,14,0,13,6,121,54,22
