gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,MSZP-EGYÜTT-DK-PM-MLP,LMP,Jobbik,SZDP,ÖP,SEM,4K!,KTI,FKGP,ZÖP,EGYÜTT,JESZ,AH,MP,MKSZU,SMS,MCP,FKGP-MIÉP,Ind.,ÚMP,UDP,EP,MCF,ERP,Élőlánc,AQP,MRP,MSZDP,A VÁLASZ,KMSZ,NÉ,HATMAP,MM2006,MGP,TEMPO,EGYIKSEM,SZMP,Rend,MDU,MACSEP,SZAVA,MAJP,SZEM-NŐPÁRT,TBP,NFP,MNP,NÉP,ÚGP,MEGÚJULÁSPÁRT,KALÓZPÁRT,NOP
HU_14340,Pilisvörösvár,11148,7102,64,0,3741,1555,356,1118,26,17,41,17,0,0,37,40,11,47,0,0,19,0,0,0,3,1,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06372,Pomáz,13227,8912,62,0,3919,2475,686,1348,45,21,44,33,0,0,70,47,39,30,0,0,58,0,0,0,6,7,12,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04905,Pócsmegyer,1655,1071,9,0,505,271,66,166,2,2,8,0,0,0,5,3,0,4,0,0,5,0,0,0,2,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23083,Pusztavacs,1126,557,5,0,237,113,12,177,0,0,4,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15583,Pusztazámor,886,508,4,0,221,157,23,90,0,0,2,0,0,1,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21388,Püspökhatvan,1125,735,5,0,472,79,23,128,4,0,2,0,1,0,2,0,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04303,Püspökszilágy,580,368,6,0,194,84,8,61,2,0,2,0,0,0,0,0,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17260,Ráckeve,7756,4497,33,0,2155,1057,178,939,9,21,39,0,0,0,0,23,8,0,0,0,19,0,0,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
HU_02370,Rád,1447,907,5,0,502,146,26,172,3,0,3,0,2,0,4,0,1,31,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07384,Solymár,8074,5960,61,0,3102,1484,596,565,22,0,0,0,0,0,0,18,0,22,0,0,25,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06840,Sóskút,2510,1554,17,0,649,439,74,327,0,0,6,3,0,2,16,0,4,0,0,0,9,0,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21713,Sülysáp,6381,3789,32,0,1941,698,147,835,5,6,0,0,15,13,0,0,8,57,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21458,Szada,3542,2354,25,0,1174,562,129,373,4,0,18,0,6,3,0,13,3,19,0,0,16,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17312,Százhalombatta,14892,9821,94,0,3719,3474,482,1705,18,30,87,0,30,0,0,39,49,0,0,0,61,0,0,0,3,3,0,1,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
HU_15440,Szentendre,21743,15622,131,0,6973,4457,1317,1944,52,41,105,81,0,0,129,82,89,79,0,0,89,0,0,0,17,7,6,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07542,Szentlőrinckáta,1518,719,7,0,381,121,16,166,0,3,0,0,7,1,0,0,2,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28653,Szentmártonkáta,3929,2040,29,0,807,479,81,594,6,2,0,0,3,2,0,0,3,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26259,Szigetbecse,1092,702,7,0,354,140,26,159,4,3,2,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07870,Szigetcsép,1942,1174,16,0,471,394,39,227,2,8,4,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13277,Szigethalom,13487,7589,69,0,2734,2459,289,1742,26,73,27,0,30,0,0,44,24,0,0,0,43,3,0,0,2,1,0,2,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_26213,Szigetmonostor,1927,1247,11,0,583,275,69,226,5,4,8,2,0,0,10,4,3,6,0,0,33,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15185,Szigetszentmárton,1791,1128,13,0,450,385,47,206,3,1,5,0,3,0,0,5,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_28954,Szigetszentmiklós,28352,17961,151,0,7218,5820,1133,3030,41,99,80,0,112,0,0,59,62,0,0,0,86,12,0,0,10,4,0,2,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
HU_22114,Szigetújfalu,1739,1069,9,0,402,408,45,176,3,1,4,0,2,0,0,3,4,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_24916,Szob,2217,1418,43,0,599,314,38,341,1,0,4,0,1,0,4,0,1,11,47,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06947,Szokolya,1416,790,5,0,376,146,26,197,0,2,5,0,1,0,8,0,2,9,5,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12690,Sződ,2796,1698,14,0,912,299,82,322,1,4,3,0,3,0,11,0,3,24,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28866,Sződliget,3563,2448,22,0,1020,708,123,463,10,3,12,0,2,0,22,0,4,9,9,1,26,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31963,Tahitótfalu,4503,2974,24,0,1597,619,134,454,32,2,15,6,0,0,16,15,7,16,0,0,18,0,0,0,1,0,1,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30720,Taksony,4994,3011,40,0,1385,722,178,550,6,32,26,0,0,0,0,18,7,0,0,0,32,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HU_27386,Tatárszentgyörgy,1431,710,20,0,378,91,14,182,0,0,2,0,2,0,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08332,Táborfalva,2648,1355,12,0,553,312,55,373,0,2,7,0,3,1,11,14,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15015,Tápióbicske,2801,1441,21,0,709,270,16,398,2,2,0,0,6,4,0,0,2,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17303,Tápiógyörgye,2676,1307,21,0,663,277,37,272,1,1,0,0,2,3,0,0,3,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09405,Tápióság,2148,1231,33,0,646,239,35,254,2,1,0,0,3,3,0,0,4,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31796,Tápiószecső,5044,2881,40,0,1335,587,99,754,3,6,0,0,7,2,0,0,6,23,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14146,Tápiószele,4786,2212,28,0,854,567,60,630,2,4,0,0,28,5,0,0,6,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14571,Tápiószentmárton,4364,2441,21,0,1612,296,23,447,2,9,0,0,1,4,0,0,5,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02769,Tápiószőlős,2411,1212,34,0,564,178,16,389,3,1,0,0,2,5,0,0,7,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04154,Tárnok,7180,4442,34,0,1928,1322,210,782,0,0,24,15,0,6,29,0,10,0,0,1,37,0,0,0,0,0,15,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0
HU_08280,Telki,2584,2081,10,0,1003,546,323,144,9,0,0,0,0,0,0,6,0,3,0,0,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19248,Tésa,77,55,0,0,26,22,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07108,Tinnye,1265,800,5,0,327,223,85,140,2,0,0,0,0,0,0,1,0,3,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21467,Tóalmás,2659,1360,15,0,605,292,27,389,2,2,0,0,6,0,0,0,6,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24527,Tök,1060,685,4,0,382,124,52,90,3,0,0,0,0,0,0,0,0,3,0,0,2,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29823,Tököl,8021,4799,66,0,1973,1524,215,843,6,55,15,0,17,0,0,13,15,0,0,0,25,1,0,0,5,2,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HU_06859,Törökbálint,10153,6843,73,0,3022,2192,465,852,0,0,31,21,0,19,59,0,7,0,0,2,51,0,0,0,0,0,9,0,0,12,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
HU_22008,Törtel,3404,1691,14,0,795,267,32,542,0,3,2,0,0,9,0,0,2,10,0,0,5,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09593,Tura,6250,3587,38,0,1713,910,117,686,9,7,0,0,9,11,0,0,10,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06293,Újhartyán,2225,1482,9,0,876,232,46,288,0,1,6,0,2,3,3,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_19682,Újlengyel,1420,873,17,0,500,116,20,190,0,2,2,0,0,4,6,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17808,Újszilvás,2160,1067,31,0,592,147,19,261,0,1,1,0,0,6,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28644,Úri,2009,1227,8,0,677,195,28,296,3,4,0,0,2,3,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12894,Üllő,9010,5251,43,0,2235,1462,195,1133,6,23,0,0,0,0,51,12,12,49,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0
HU_11934,Üröm,5357,3875,30,0,1578,1330,321,420,19,5,35,11,0,0,38,21,13,15,0,0,25,0,0,0,5,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17598,Valkó,1820,922,13,0,458,190,24,210,4,4,0,0,2,3,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22585,Vasad,1523,855,12,0,442,131,19,228,0,4,6,0,1,2,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24934,Vác,28207,18960,210,0,7897,5792,871,3386,48,25,79,0,43,0,150,0,25,76,92,16,160,0,0,0,9,0,0,0,0,0,0,30,0,0,28,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05917,Vácduka,1061,674,4,0,334,158,37,119,0,0,1,0,2,0,2,0,1,7,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30331,Vácegres,658,379,7,0,209,60,8,56,1,0,0,0,5,1,0,0,0,1,0,0,2,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19886,Váchartyán,1449,910,3,0,447,191,21,204,1,0,4,0,2,0,13,0,0,10,8,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05698,Váckisújfalu,385,225,1,0,112,49,8,46,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17668,Vácrátót,1418,875,6,0,417,171,40,200,4,2,4,0,2,0,6,0,1,4,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09104,Vácszentlászló,1653,940,12,0,495,135,34,239,1,6,0,0,1,2,0,0,3,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10737,Vámosmikola,1236,687,8,0,353,130,12,159,1,0,0,0,2,0,5,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26815,Vecsés,17201,11019,116,0,4899,3255,521,1839,17,24,0,0,0,0,91,51,35,78,0,0,0,0,0,0,6,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,49,0,0,0,0,0,0,0,0
HU_18342,Veresegyház,12198,8175,73,0,3472,2405,620,1267,22,0,88,25,25,0,0,0,44,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33729,Verőce,2790,1916,16,0,908,393,102,421,6,2,5,0,3,0,17,0,1,8,11,1,7,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22488,Verseg,1089,582,6,0,266,98,12,161,1,0,1,0,8,1,0,1,2,4,0,0,1,1,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28413,Visegrád,1394,946,17,0,453,224,58,147,13,3,10,1,0,0,6,4,1,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14960,Zebegény,996,691,4,0,362,160,24,105,3,13,2,0,1,0,2,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25034,Zsámbék,4012,2688,39,0,1260,521,215,398,7,0,0,0,0,0,0,9,0,12,0,0,9,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22035,Zsámbok,1890,1041,12,0,494,214,32,259,3,4,0,0,4,9,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34333,Csörög,1511,748,12,0,273,196,22,205,8,1,0,0,2,0,3,0,0,8,4,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34315,Remeteszőlős,540,413,4,0,177,123,59,38,2,0,0,0,0,0,0,3,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34397,Monorierdő,3448,1883,17,0,703,413,69,623,0,7,7,0,1,1,3,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_34184,Alsóbogát,221,136,2,0,62,59,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28714,Andocs,869,462,3,0,260,94,11,83,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06080,Ádánd,1755,890,7,0,446,163,42,201,0,0,2,0,1,2,0,0,2,7,0,0,6,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30474,Babócsa,1253,636,13,0,310,135,4,145,0,0,0,1,2,7,0,1,0,1,2,0,2,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_14395,Bakháza,158,74,1,0,30,14,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27377,Balatonberény,875,579,5,0,255,186,14,105,1,0,0,0,4,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33853,Balatonboglár,4875,3137,34,0,1414,793,159,612,3,5,0,0,31,10,0,0,4,41,0,0,20,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19460,Balatonendréd,1098,604,3,0,354,90,28,111,0,0,2,0,0,1,0,2,1,1,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HU_20729,Balatonfenyves,1728,1018,15,0,453,246,53,207,1,3,0,0,1,5,0,0,1,11,0,0,16,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07117,Balatonföldvár,1955,1330,8,0,593,448,66,164,0,0,3,0,2,1,0,8,1,7,0,0,9,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HU_07375,Balatonkeresztúr,1350,780,5,0,356,177,38,186,0,0,0,0,1,1,0,0,1,8,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33862,Balatonlelle,4040,2528,37,0,1168,600,96,551,3,0,0,0,16,7,0,0,5,7,0,0,22,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14562,Balatonmáriafürdő,605,371,3,0,161,97,16,81,1,2,0,0,0,1,0,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11916,Balatonőszöd,424,294,2,0,176,49,8,52,0,0,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16601,Balatonszabadi,2358,1325,11,0,591,264,44,331,0,0,3,0,3,2,0,1,0,11,0,0,26,0,0,0,1,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
HU_24907,Balatonszárszó,1774,1153,6,0,598,304,33,177,0,0,3,0,1,3,0,2,3,4,0,0,7,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22822,Balatonszemes,1438,978,9,0,502,205,40,183,0,0,5,0,2,1,0,7,0,11,0,1,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HU_21324,Balatonszentgyörgy,1313,832,6,0,354,256,30,169,3,1,0,0,2,0,0,0,0,7,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16470,Balatonújlak,419,256,5,0,129,44,6,64,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32799,Barcs,10048,5978,48,0,2253,1602,172,1530,7,5,0,13,75,30,0,20,4,15,38,0,30,102,0,0,21,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_32337,Baté,664,399,6,0,137,122,15,96,0,0,0,0,2,2,0,4,1,10,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28316,Bábonymegyer,660,317,7,0,120,69,40,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24457,Bálványos,450,196,4,0,78,33,15,58,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HU_03735,Bárdudvarnok,932,510,4,0,222,112,29,117,4,0,0,3,2,5,0,2,1,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20710,Bedegkér,322,158,3,0,101,26,2,20,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17127,Beleg,479,210,7,0,110,24,1,52,2,1,0,0,0,0,0,1,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30119,Berzence,1996,1084,13,0,612,197,10,225,1,1,0,2,0,5,0,2,0,1,5,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06910,Bélavár,320,193,1,0,107,34,0,42,0,0,0,1,0,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10506,Bodrog,342,216,4,0,108,25,8,62,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13994,Bolhás,359,208,10,0,84,30,2,33,0,0,0,0,0,0,0,1,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18120,Bolhó,603,277,5,0,147,31,4,77,0,0,0,0,2,0,0,0,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
