gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,MSZP-EGYÜTT-DK-PM-MLP,LMP,Jobbik,SZDP,ÖP,SEM,4K!,KTI,FKGP,ZÖP,EGYÜTT,JESZ,AH,MP,MKSZU,SMS,MCP,FKGP-MIÉP,Ind.,ÚMP,UDP,EP,MCF,ERP,Élőlánc,AQP,MRP,MSZDP,A VÁLASZ,KMSZ,NÉ,HATMAP,MM2006,MGP,TEMPO,EGYIKSEM,SZMP,Rend,MDU,MACSEP,SZAVA,MAJP,SZEM-NŐPÁRT,TBP,NFP,MNP,NÉP,ÚGP,MEGÚJULÁSPÁRT,KALÓZPÁRT,NOP
HU_11323,Mezőkeresztes,3169,1789,22,0,682,361,26,606,7,1,1,0,0,0,6,4,4,15,9,0,8,31,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_19433,Mezőkövesd,14732,10241,62,0,5076,2171,219,2499,7,10,21,0,0,15,15,11,8,42,22,0,30,1,8,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
HU_18379,Mezőnagymihály,876,557,5,0,350,91,6,98,0,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11749,Mezőnyárád,1337,840,6,0,296,194,14,290,0,1,2,0,0,2,4,1,0,3,3,0,6,1,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03443,Mezőzombor,1825,914,16,0,503,83,6,262,0,16,0,0,0,3,0,1,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_25618,Méra,1295,675,10,0,266,91,10,267,14,0,0,0,0,0,0,1,0,3,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24253,Mikóháza,444,311,7,0,114,72,9,102,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30456,Miskolc,134328,83738,701,0,26086,25821,2869,25076,190,201,326,0,0,109,564,142,0,433,567,0,0,507,0,0,24,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,82,0,0,0,0,15,0,0,0,0,0,0,0
HU_10968,Mogyoróska,63,45,1,0,23,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09016,Monaj,188,111,4,0,46,14,1,42,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_07825,Monok,1252,778,13,0,349,235,5,159,0,4,0,0,0,1,0,1,3,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_02158,Muhi,429,284,2,0,120,59,6,89,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21546,Múcsony,2565,1417,21,0,461,434,29,385,3,3,1,0,2,2,0,1,5,7,27,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,20,0,0,0,0,0,0,0
HU_29188,Nagybarca,696,408,4,0,167,116,1,111,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_05582,Nagycsécs,616,351,1,0,143,40,8,129,1,1,0,0,0,0,2,0,0,1,1,0,2,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15468,Nagyhuta,71,51,0,0,29,7,0,11,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26505,Nagykinizs,271,164,3,0,66,39,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33181,Nagyrozvágy,574,267,2,0,124,49,4,84,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28033,Nekézseny,648,365,2,0,132,76,11,125,2,0,1,0,0,3,0,1,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_05245,Nemesbikk,727,375,2,0,125,90,13,134,0,1,0,0,0,2,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24156,Négyes,240,168,4,0,77,52,2,19,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27191,Novajidrány,1075,509,15,0,200,65,11,175,0,0,0,0,0,4,0,1,0,2,0,0,1,29,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12885,Nyékládháza,4180,2466,20,0,893,671,86,682,1,11,6,0,0,5,18,8,2,19,18,0,9,1,6,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04419,Nyésta,40,32,1,0,20,1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26435,Nyíri,329,194,6,0,106,20,2,52,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04215,Nyomár,272,195,9,0,71,13,1,98,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31778,Olaszliszka,1278,658,6,0,301,119,7,190,0,0,0,0,0,0,0,1,2,2,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22558,Onga,3670,2252,30,0,871,420,59,803,1,2,9,0,0,6,0,9,2,12,17,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
HU_34069,Ormosbánya,1270,591,6,0,160,169,12,210,0,0,1,0,1,3,0,6,1,2,5,0,6,2,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02866,Oszlár,323,170,4,0,70,39,5,38,1,2,0,0,0,2,0,1,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22628,Ónod,1870,944,31,0,325,128,7,324,2,1,0,0,0,3,1,0,1,3,4,0,2,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14492,Ózd,29278,15382,134,0,5162,4433,239,4343,248,0,21,0,12,111,0,60,66,75,200,0,29,31,0,13,4,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0
HU_12371,Pamlény,39,23,1,0,6,4,0,4,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26745,Parasznya,971,532,11,0,177,153,12,153,4,1,2,0,0,1,5,0,0,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15893,Pácin,1142,543,27,0,227,148,5,115,1,0,0,0,0,2,0,0,0,4,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12362,Pálháza,911,590,4,0,258,150,9,154,3,4,0,0,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24730,Pányok,64,41,0,0,33,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24420,Pere,268,138,1,0,83,24,1,26,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32683,Perecse,29,18,4,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33419,Perkupa,697,374,6,0,146,59,0,150,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21272,Prügy,1880,1010,37,0,449,159,14,253,0,1,0,0,0,1,0,3,0,5,4,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,0
HU_17048,Pusztafalu,184,145,1,0,72,22,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15413,Pusztaradvány,164,86,7,0,44,9,1,7,7,0,0,0,0,0,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27410,Putnok,5129,2840,56,0,1215,603,46,778,13,0,9,0,4,6,0,16,13,6,28,0,6,19,0,4,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
HU_21193,Radostyán,514,282,5,0,93,77,2,98,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06053,Ragály,549,269,9,0,70,52,10,90,1,0,1,0,1,0,0,4,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29717,Rakaca,571,171,3,0,75,73,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16133,Rakacaszend,283,203,5,0,156,10,0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31909,Rásonysápberencs,434,246,3,0,103,30,2,93,0,0,0,0,0,0,0,0,0,2,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12469,Rátka,801,503,0,0,225,80,19,166,0,2,0,0,0,1,0,2,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08402,Regéc,84,64,1,0,37,6,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31884,Répáshuta,400,285,5,0,143,54,6,67,0,1,1,0,0,1,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09317,Révleányvár,409,177,5,0,91,21,1,53,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19220,Ricse,1260,677,11,0,141,440,1,82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23029,Rudabánya,2077,1060,13,0,427,223,11,358,0,0,2,0,1,1,0,2,1,2,13,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34120,Rudolftelep,597,276,9,0,69,112,1,80,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_03504,Sajóbábony,2228,1344,23,0,473,369,19,419,3,1,3,0,0,1,3,0,0,9,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27331,Sajóecseg,908,585,3,0,195,136,13,220,0,0,1,0,2,0,0,1,2,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_10171,Sajógalgóc,284,156,3,0,48,32,11,55,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03081,Sajóhídvég,776,480,10,0,225,90,4,133,1,0,0,0,0,0,1,0,3,0,3,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03212,Sajóivánka,522,352,4,0,93,114,10,106,1,2,4,0,1,0,0,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0
HU_14313,Sajókaza,2224,1099,14,0,362,216,17,446,2,0,2,0,0,2,0,3,1,2,16,0,7,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21670,Sajókápolna,329,200,4,0,61,38,3,78,1,2,1,0,2,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
HU_26949,Sajókeresztúr,1251,805,26,0,311,165,18,250,1,2,3,0,0,0,5,3,0,4,11,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27173,Sajólád,2346,1265,51,0,464,147,16,500,44,2,0,0,0,3,5,2,3,1,7,0,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22479,Sajólászlófalva,354,210,1,0,66,46,4,79,0,0,1,0,0,1,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15945,Sajómercse,188,110,3,0,32,31,1,39,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11332,Sajónémeti,387,187,5,0,52,51,0,66,4,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_08129,Sajóörös,1048,721,9,0,261,203,26,182,4,1,7,0,0,3,0,3,1,6,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
HU_18537,Sajópálfala,641,414,8,0,174,65,13,145,3,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16638,Sajópetri,1137,567,15,0,239,91,11,185,0,0,0,0,0,0,0,0,1,3,7,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23782,Sajópüspöki,412,223,8,0,61,72,7,69,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08970,Sajósenye,330,218,4,0,83,31,3,94,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16054,Sajószentpéter,10023,5192,61,0,1642,1625,84,1364,22,24,5,0,66,3,0,8,163,19,31,0,10,6,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0
HU_30340,Sajószöged,1859,1160,6,0,401,352,46,303,3,3,6,0,0,7,0,7,1,8,13,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_20738,Sajóvámos,1785,1063,10,0,404,174,15,423,2,1,2,0,1,1,0,4,2,8,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HU_27757,Sajóvelezd,639,329,5,0,117,74,5,114,0,0,0,0,0,1,0,3,0,2,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04729,Sály,1321,647,21,0,291,82,3,223,2,1,3,0,0,1,1,0,1,2,5,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20516,Sárazsadány,210,134,0,0,83,16,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27474,Sárospatak,10293,6093,50,0,2718,1534,197,1462,8,5,0,0,0,18,0,13,6,35,0,0,29,5,0,0,4,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02875,Sáta,958,433,5,0,127,72,4,185,1,0,0,0,2,5,0,2,0,1,4,0,2,17,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_05120,Sátoraljaújhely,14189,8723,170,0,3614,2285,287,2004,10,10,0,0,0,22,0,19,3,35,0,0,37,215,0,0,5,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25380,Selyeb,339,182,8,0,90,22,15,34,1,2,0,0,1,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23755,Semjén,371,175,10,0,42,81,1,25,1,0,0,0,0,1,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32531,Serényfalva,804,431,9,0,98,113,0,176,3,0,2,0,0,3,0,2,0,1,9,0,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23418,Sima,27,18,0,0,10,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13268,Sóstófalva,198,133,2,0,55,13,2,58,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32258,Szakácsi,88,54,5,0,36,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03805,Szakáld,397,249,3,0,117,22,3,90,0,2,1,0,0,0,0,0,0,1,5,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31015,Szalaszend,808,369,11,0,124,59,57,104,0,0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16753,Szalonna,742,370,8,0,129,69,4,146,0,0,1,0,0,0,0,0,1,1,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08147,Szászfa,105,60,1,0,23,13,0,17,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33817,Szegi,243,144,2,0,78,23,2,35,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31510,Szegilong,198,133,1,0,58,29,1,39,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09830,Szemere,264,133,3,0,58,28,2,26,7,0,0,0,0,0,0,1,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08077,Szendrő,3050,1708,12,0,748,291,18,581,1,0,1,0,1,0,0,3,2,3,1,0,11,25,0,4,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27456,Szendrőlád,1210,699,15,0,441,151,2,50,1,0,1,0,0,0,0,5,0,1,2,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
HU_22169,Szentistván,2028,1358,16,0,601,342,15,353,3,0,4,0,0,1,0,1,3,4,5,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08484,Szentistvánbaksa,224,152,3,0,71,23,1,48,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30739,Szerencs,7730,4945,37,0,1931,1272,144,1384,8,9,7,0,0,22,0,14,6,26,36,0,0,15,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0
HU_21351,Szikszó,4601,2776,28,0,1098,575,42,934,20,0,4,0,0,3,0,15,3,17,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
HU_20871,Szin,520,370,17,0,279,31,2,36,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11493,Szinpetri,187,104,4,0,39,14,2,41,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09496,Szirmabesenyő,3700,2386,8,0,731,609,89,857,9,7,9,0,0,3,17,7,0,18,11,0,0,2,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18892,Szomolya,1263,756,3,0,396,125,12,186,0,0,2,0,0,0,2,0,3,3,9,0,1,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16179,Szögliget,586,321,6,0,158,32,4,110,0,0,2,0,1,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07889,Szőlősardó,108,84,0,0,27,24,0,30,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03160,Szuhafő,142,100,0,0,35,19,6,31,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
