gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,MSZP,LMP,Jobbik,Ind.,FIDESZ-KDNP-VP
HU_0605,Ragály,554,219,1,0,101,40,0,0,77,0
HU_2971,Rakaca,566,301,8,0,159,61,0,0,73,0
HU_1613,Rakacaszend,281,188,0,0,143,10,0,0,35,0
HU_1246,Rátka,833,437,3,0,272,42,0,120,0,0
HU_3188,Répáshuta,422,203,1,0,117,49,0,36,0,0
HU_2302,Rudabánya,2161,995,10,0,290,176,0,0,519,0
HU_3412,Rudolftelep,591,213,11,0,78,73,0,0,51,0
HU_0350,Sajóbábony,2295,1224,7,0,490,263,0,464,0,0
HU_2733,Sajóecseg,890,430,0,0,217,85,0,128,0,0
HU_1017,Sajógalgóc,297,146,3,0,71,35,0,37,0,0
HU_0308,Sajóhídvég,739,355,2,0,206,38,0,109,0,0
HU_0321,Sajóivánka,497,246,0,0,101,65,0,80,0,0
HU_1431,Sajókaza,2288,1018,11,0,526,152,0,329,0,0
HU_2167,Sajókápolna,336,145,0,0,79,17,0,49,0,0
HU_2694,Sajókeresztúr,1286,587,1,0,285,134,0,167,0,0
HU_2717,Sajólád,2320,922,8,0,533,74,0,307,0,0
HU_2247,Sajólászlófalva,357,159,0,0,106,20,0,33,0,0
HU_1594,Sajómercse,207,102,2,0,52,15,0,33,0,0
HU_1133,Sajónémeti,418,199,2,0,94,29,0,74,0,0
HU_0812,Sajóörös,1031,508,6,0,217,124,0,161,0,0
HU_1853,Sajópálfala,677,359,0,0,226,53,0,80,0,0
HU_1663,Sajópetri,1142,435,1,0,278,40,0,116,0,0
HU_2378,Sajópüspöki,399,191,1,0,94,44,0,52,0,0
HU_0897,Sajósenye,324,175,0,0,104,16,0,55,0,0
HU_1605,Sajószentpéter,10146,4062,18,0,1920,1109,0,1015,0,0
HU_3034,Sajószöged,1890,833,6,0,405,181,0,241,0,0
HU_2073,Sajóvámos,1817,741,3,0,462,105,0,171,0,0
HU_2775,Sajóvelezd,654,377,1,0,153,63,0,160,0,0
HU_0287,Sáta,1008,382,1,0,201,56,0,124,0,0
HU_3253,Serényfalva,807,408,2,0,140,88,0,178,0,0
HU_2341,Sima,21,12,0,0,6,4,0,2,0,0
HU_1326,Sóstófalva,204,130,0,0,85,13,0,32,0,0
HU_3225,Szakácsi,93,72,2,0,49,6,0,0,15,0
HU_0380,Szakáld,412,170,3,0,88,11,0,68,0,0
HU_1675,Szalonna,768,350,1,0,146,48,0,0,155,0
HU_3381,Szegi,268,135,2,0,77,31,0,25,0,0
HU_3151,Szegilong,214,111,1,0,68,19,0,23,0,0
HU_0807,Szendrõ,3092,1530,17,0,483,366,0,0,664,0
HU_2745,Szendrõlád,1118,858,4,0,770,31,0,0,53,0
HU_3073,Szerencs,7990,4199,19,0,2302,858,0,1020,0,0
HU_2087,Szin,505,253,8,0,173,22,0,0,50,0
HU_1149,Szinpetri,198,88,2,0,24,16,0,0,46,0
HU_0949,Szirmabesenyõ,3832,1616,5,0,765,391,0,455,0,0
HU_1617,Szögliget,616,282,5,0,72,34,0,0,171,0
HU_0788,Szõlõsardó,124,84,2,0,10,39,0,0,33,0
HU_0316,Szuhafõ,148,83,3,0,30,16,0,0,34,0
HU_1111,Szuhakálló,840,374,0,0,163,101,0,110,0,0
HU_2460,Szuhogy,940,522,6,0,243,73,0,0,200,0
HU_0370,Taktabáj,427,221,3,0,114,66,0,38,0,0
HU_1824,Taktaharkány,2897,1385,4,0,690,220,0,471,0,0
HU_2878,Taktakenéz,883,388,4,0,228,44,0,112,0,0
HU_0313,Taktaszada,1474,463,5,0,209,76,0,173,0,0
HU_2174,Tarcal,2387,841,5,0,529,122,0,185,0,0
HU_1478,Tardona,926,391,2,0,211,76,0,102,0,0
HU_1221,Tállya,1667,690,1,0,287,191,0,211,0,0
HU_2863,Teresztenye,33,24,0,0,4,17,0,0,3,0
HU_0371,Tiszadorogma,376,170,0,0,77,28,0,65,0,0
HU_1397,Tiszakarád,1850,674,6,0,533,60,0,75,0,0
HU_1388,Tiszakeszi,2073,681,8,0,404,110,0,159,0,0
HU_1938,Tiszaladány,544,311,2,0,249,26,0,34,0,0
HU_2839,Tiszalúc,4111,1554,9,0,854,206,0,485,0,0
HU_0863,Tiszapalkonya,1171,451,1,0,238,88,0,124,0,0
HU_3029,Tiszatardos,205,120,1,0,90,11,0,18,0,0
HU_3037,Tiszatarján,1031,381,1,0,217,57,0,106,0,0
HU_2835,Tiszaújváros,14296,6488,27,0,2835,2095,0,1531,0,0
HU_1830,Tokaj,3382,1634,10,0,906,327,0,391,0,0
HU_1489,Tomor,205,133,4,0,99,4,0,0,26,0
HU_1690,Tornabarakony,19,15,0,0,10,2,0,0,3,0
HU_1037,Tornakápolna,25,18,0,0,4,5,0,0,9,0
HU_1880,Tornanádaska,312,208,5,0,144,44,0,0,15,0
HU_2783,Tornaszentandrás,214,93,0,0,30,33,0,0,30,0
HU_3051,Tornaszentjakab,194,100,4,0,20,12,0,0,64,0
HU_0491,Trizs,209,133,2,0,37,37,0,0,57,0
HU_1835,Uppony,307,139,0,0,62,42,0,35,0,0
HU_1248,Újcsanálos,646,274,1,0,172,32,0,69,0,0
HU_0722,Vadna,508,255,4,0,121,58,0,72,0,0
HU_2181,Varbó,952,396,0,0,191,86,0,119,0,0
HU_1014,Varbóc,55,35,1,0,6,3,0,0,25,0
HU_1514,Vámosújfalu,682,398,2,0,282,33,0,81,0,0
HU_0509,Viss,534,199,0,0,123,45,0,31,0,0
HU_0395,Viszló,71,57,2,0,15,2,0,0,38,0
HU_1561,Zalkod,238,159,3,0,109,32,0,15,0,0
HU_0306,Zádorfalva,340,162,1,0,100,29,0,0,32,0
HU_1927,Ziliz,291,144,1,0,48,26,0,69,0,0
HU_1910,Zubogy,479,214,0,0,46,48,0,0,120,0
HU_3424,Algyõ,4270,1800,9,0,946,540,0,305,0,0
HU_1619,Ambrózfalva,400,197,2,0,98,51,0,46,0,0
HU_1425,Apátfalva,2584,993,7,0,670,203,0,113,0,0
HU_0819,Bordány,2558,1114,3,0,728,271,0,112,0,0
HU_0212,Csanádalberti,387,208,1,0,136,39,0,32,0,0
HU_0537,Csanádpalota,2478,972,7,0,561,262,0,142,0,0
HU_2407,Deszk,2801,1392,3,0,757,535,0,97,0,0
HU_1899,Ferencszállás,554,199,3,0,89,88,0,19,0,0
HU_0921,Földeák,2640,1003,1,0,513,336,0,153,0,0
HU_1366,Királyhegyes,523,257,3,0,168,67,0,19,0,0
HU_2666,Kiszombor,3299,1239,5,0,664,375,0,195,0,0
HU_0825,Klárafalva,409,162,0,0,120,27,0,15,0,0
HU_0995,Kövegy,353,133,2,0,69,47,0,15,0,0
HU_1441,Kübekháza,1234,534,3,0,310,185,0,36,0,0
HU_0596,Magyarcsanád,1148,455,3,0,307,89,0,56,0,0
HU_0735,Makó,19867,9658,63,0,4813,3648,0,1134,0,0
HU_1051,Maroslele,1702,627,5,0,334,168,0,120,0,0
HU_2091,Nagyér,440,171,0,0,100,42,0,29,0,0
HU_1277,Nagylak,447,225,1,0,90,117,0,17,0,0
HU_0775,Óföldeák,413,149,3,0,78,52,0,16,0,0
HU_0628,Pitvaros,1237,589,4,0,303,166,0,116,0,0
HU_3336,Szeged,89671,44880,200,0,22410,20214,0,2056,0,0
HU_1696,Tiszasziget,1391,837,4,0,559,203,0,71,0,0
HU_1492,Újszentiván,1302,707,3,0,383,298,0,23,0,0
HU_2141,Üllés,2578,1069,8,0,699,216,0,146,0,0
HU_1776,Zsombó,2674,1227,4,0,753,348,0,122,0,0
HU_0311,Dunaújváros,40715,18067,125,0,9872,5479,0,2591,0,0
HU_1482,Székesfehérvár,41628,18302,66,0,11117,5440,0,1679,0,0
HU_2455,Abasár,2141,1157,9,0,539,379,0,230,0,0
HU_2324,Adács,2210,960,7,0,455,171,0,327,0,0
HU_0634,Aldebrõ,601,305,2,0,0,30,0,42,0,231
HU_1798,Andornaktálya,2274,1076,7,0,0,235,0,185,0,649
HU_0724,Apc,2116,868,3,0,348,274,0,243,0,0
HU_1609,Atkár,1435,775,3,0,311,300,0,161,0,0
HU_0650,Átány,1089,424,3,0,267,31,0,123,0,0
HU_2751,Besenyõtelek,2157,774,6,0,0,86,0,213,0,469
HU_2235,Boconád,1134,467,1,0,206,58,0,202,0,0
HU_0345,Boldog,2447,1116,12,0,692,145,0,267,0,0
HU_1684,Csány,1805,616,6,0,263,89,0,258,0,0
HU_0866,Demjén,530,281,3,0,0,51,0,36,0,191
HU_0920,Detk,952,368,3,0,196,62,0,107,0,0
HU_0751,Domoszló,1679,930,6,0,339,232,0,353,0,0
HU_3026,Dormánd,793,290,5,0,0,65,0,107,0,113
HU_1718,Ecséd,2731,1094,5,0,646,207,0,236,0,0
HU_0298,Egerfarmos,571,245,0,0,0,45,0,47,0,153
HU_2423,Erdõtelek,2651,855,8,0,436,129,0,282,0,0
HU_2011,Erk,672,227,1,0,145,34,0,47,0,0
