gisco_id,name,registered,turnout,invalid,blank,SZDSZ,FIDESZ-KDNP,MDF,MSZP,MSZP-SZDSZ,SZDSZ-MSZP,Ind.,MDF-FIDESZ-KDNP,Somogyért,Jobbik
HU_1862,Karancsalja,1306,840,3,0,0,357,0,480,0,0,0,0,0,0
HU_2554,Karancsberény,777,478,5,0,0,241,0,232,0,0,0,0,0,0
HU_0885,Karancskeszi,1561,902,5,0,0,455,0,442,0,0,0,0,0,0
HU_2104,Karancslapujtõ,2299,1466,12,0,0,726,0,728,0,0,0,0,0,0
HU_2689,Karancsság,897,474,7,0,0,251,0,216,0,0,0,0,0,0
HU_2838,Kazár,1710,937,6,0,0,312,0,619,0,0,0,0,0,0
HU_0864,Kálló,1129,561,7,0,0,0,0,219,0,0,0,335,0,0
HU_3141,Keszeg,575,377,4,0,0,218,0,155,0,0,0,0,0,0
HU_1184,Kétbodony,443,320,0,0,0,185,0,135,0,0,0,0,0,0
HU_2724,Kisbágyon,376,234,1,0,0,0,0,161,0,0,0,72,0,0
HU_2629,Kisbárkány,184,139,1,0,0,118,0,20,0,0,0,0,0,0
HU_3320,Kisecset,183,125,1,0,0,75,0,49,0,0,0,0,0,0
HU_3340,Kishartyán,493,345,1,0,0,149,0,195,0,0,0,0,0,0
HU_1384,Kozárd,163,141,2,0,0,0,0,78,0,0,0,61,0,0
HU_1945,Kutasó,85,72,0,0,0,36,0,36,0,0,0,0,0,0
HU_3039,Legénd,409,223,0,0,0,124,0,99,0,0,0,0,0,0
HU_0487,Litke,675,395,3,0,0,171,0,221,0,0,0,0,0,0
HU_2019,Lucfalva,480,320,3,0,0,175,0,142,0,0,0,0,0,0
HU_0277,Ludányhalászi,1005,542,6,0,0,316,0,220,0,0,0,0,0,0
HU_2696,Magyargéc,625,478,0,0,0,247,0,231,0,0,0,0,0,0
HU_3240,Magyarnándor,997,623,4,0,0,280,0,339,0,0,0,0,0,0
HU_1464,Márkháza,190,137,2,0,0,98,0,37,0,0,0,0,0,0
HU_2007,Mátramindszent,755,521,0,0,0,0,0,286,0,0,0,235,0,0
HU_1937,Mátranovák,1660,962,10,0,0,0,0,607,0,0,0,345,0,0
HU_2433,Mátraszele,855,551,4,0,0,237,0,310,0,0,0,0,0,0
HU_0433,Mátraszõlõs,1312,792,5,0,0,0,0,547,0,0,0,240,0,0
HU_3352,Mátraterenye,1568,975,4,0,0,0,0,636,0,0,0,335,0,0
HU_3010,Mátraverebély,1638,892,5,0,0,0,0,547,0,0,0,340,0,0
HU_1322,Mihálygerge,571,397,2,0,0,199,0,196,0,0,0,0,0,0
HU_2791,Mohora,770,437,0,0,0,215,0,222,0,0,0,0,0,0
HU_1639,Nagybárkány,521,308,2,0,0,188,0,118,0,0,0,0,0,0
HU_3428,Nagykeresztúr,230,155,0,0,0,84,0,71,0,0,0,0,0,0
HU_2110,Nagylóc,1345,783,7,0,0,389,0,387,0,0,0,0,0,0
HU_2398,Nagyoroszi,1698,963,3,0,0,528,0,432,0,0,0,0,0,0
HU_2758,Nemti,654,428,3,0,0,0,0,235,0,0,0,190,0,0
HU_0979,Nézsa,931,579,5,0,0,368,0,206,0,0,0,0,0,0
HU_0435,Nógrád,1245,850,4,0,0,464,0,382,0,0,0,0,0,0
HU_3230,Nógrádkövesd,603,390,0,0,0,180,0,210,0,0,0,0,0,0
HU_2983,Nógrádmarcal,443,258,0,0,0,173,0,85,0,0,0,0,0,0
HU_1213,Nógrádmegyer,1271,814,7,0,0,407,0,400,0,0,0,0,0,0
HU_0838,Nógrádsáp,775,569,4,0,0,388,0,177,0,0,0,0,0,0
HU_1949,Nógrádsipek,609,366,1,0,0,255,0,110,0,0,0,0,0,0
HU_2734,Nógrádszakál,497,339,1,0,0,162,0,176,0,0,0,0,0,0
HU_2942,Nõtincs,916,572,1,0,0,353,0,218,0,0,0,0,0,0
HU_0324,Õrhalom,913,619,6,0,0,353,0,260,0,0,0,0,0,0
HU_1931,Õsagárd,276,203,3,0,0,129,0,71,0,0,0,0,0,0
HU_0588,Palotás,1376,828,8,0,0,0,0,537,0,0,0,283,0,0
HU_0719,Patak,788,564,4,0,0,404,0,156,0,0,0,0,0,0
HU_3388,Patvarc,554,396,2,0,0,228,0,166,0,0,0,0,0,0
HU_0740,Pásztó,8052,5646,28,0,0,0,0,2514,0,0,0,3104,0,0
HU_1159,Piliny,495,342,0,0,0,175,0,167,0,0,0,0,0,0
HU_1786,Pusztaberki,119,90,0,0,0,50,0,40,0,0,0,0,0,0
HU_2382,Rétság,2343,1584,4,0,0,808,0,772,0,0,0,0,0,0
HU_2888,Rimóc,1431,806,6,0,0,544,0,256,0,0,0,0,0,0
HU_1219,Romhány,1895,1205,4,0,0,625,0,576,0,0,0,0,0,0
HU_2578,Salgótarján,35284,22385,136,0,0,8958,0,13291,0,0,0,0,0,0
HU_1252,Ságújfalu,784,471,4,0,0,209,0,258,0,0,0,0,0,0
HU_2457,Sámsonháza,215,143,0,0,0,98,0,45,0,0,0,0,0,0
HU_1488,Sóshartyán,645,355,4,0,0,231,0,120,0,0,0,0,0,0
HU_1979,Szalmatercs,384,266,8,0,0,154,0,104,0,0,0,0,0,0
HU_1375,Szanda,562,352,1,0,0,196,0,155,0,0,0,0,0,0
HU_1019,Szarvasgede,388,230,3,0,0,0,0,140,0,0,0,87,0,0
HU_1532,Szátok,394,252,2,0,0,185,0,65,0,0,0,0,0,0
HU_0450,Szendehely,1201,771,3,0,0,440,0,328,0,0,0,0,0,0
HU_0904,Szente,303,209,1,0,0,147,0,61,0,0,0,0,0,0
HU_2304,Szécsénke,210,176,4,0,0,132,0,40,0,0,0,0,0,0
HU_0662,Szécsény,5215,3525,19,0,0,1774,0,1732,0,0,0,0,0,0
HU_3301,Szécsényfelfalu,383,243,3,0,0,124,0,116,0,0,0,0,0,0
HU_0795,Szilaspogony,280,223,3,0,0,100,0,120,0,0,0,0,0,0
HU_2163,Szirák,871,477,8,0,0,0,0,207,0,0,0,262,0,0
HU_2819,Szuha,587,404,3,0,0,0,0,276,0,0,0,125,0,0
HU_1904,Szurdokpüspöki,1693,934,7,0,0,0,0,466,0,0,0,461,0,0
HU_1878,Szügy,1188,765,2,0,0,336,0,427,0,0,0,0,0,0
HU_3289,Tar,1631,1049,4,0,0,0,0,529,0,0,0,516,0,0
HU_2417,Tereske,576,333,4,0,0,205,0,124,0,0,0,0,0,0
HU_0484,Terény,360,247,1,0,0,173,0,73,0,0,0,0,0,0
HU_0638,Tolmács,628,414,5,0,0,224,0,185,0,0,0,0,0,0
HU_3091,Vanyarc,1068,595,3,0,0,0,0,265,0,0,0,327,0,0
HU_2949,Varsány,1372,839,2,0,0,527,0,310,0,0,0,0,0,0
HU_1032,Vizslás,1116,653,3,0,0,267,0,383,0,0,0,0,0,0
HU_2166,Zabar,440,225,1,0,0,99,0,125,0,0,0,0,0,0
HU_3436,Rákóczibánya,530,328,0,0,0,0,0,257,0,0,0,71,0,0
HU_2787,Abony,12048,7145,23,0,0,3575,176,3371,0,0,0,0,0,0
HU_1857,Acsa,1159,551,1,0,0,327,0,223,0,0,0,0,0,0
HU_3165,Albertirsa,9413,5605,29,0,0,2589,0,2987,0,0,0,0,0,0
HU_2319,Alsónémedi,3748,2253,10,0,0,1388,0,855,0,0,0,0,0,0
HU_3356,Apaj,952,516,3,0,0,196,0,317,0,0,0,0,0,0
HU_1618,Aszód,4672,3047,23,0,0,1376,0,1648,0,0,0,0,0,0
HU_1010,Áporka,917,607,3,0,0,264,0,340,0,0,0,0,0,0
HU_0913,Bag,3037,2027,10,0,0,1124,0,893,0,0,0,0,0,0
HU_1877,Bernecebaráti,752,513,2,0,0,384,0,127,0,0,0,0,0,0
HU_2509,Bénye,973,591,2,0,0,302,0,287,0,0,0,0,0,0
HU_0889,Biatorbágy,7819,5477,14,0,0,2912,0,2551,0,0,0,0,0,0
HU_0340,Budajenõ,1149,878,3,0,0,471,0,404,0,0,0,0,0,0
HU_2346,Budakalász,7941,5596,52,0,0,2877,0,2667,0,0,0,0,0,0
HU_1205,Budakeszi,10410,7855,34,0,0,4062,0,3759,0,0,0,0,0,0
HU_2327,Budaörs,20193,14812,73,0,0,6910,0,7829,0,0,0,0,0,0
HU_3202,Bugyi,4039,2382,9,0,0,1354,0,1019,0,0,0,0,0,0
HU_1134,Cegléd,30088,19424,102,0,0,9912,0,9410,0,0,0,0,0,0
HU_2064,Ceglédbercel,3653,2274,8,0,0,1068,0,1198,0,0,0,0,0,0
HU_0518,Csemõ,3107,1695,11,0,0,915,0,769,0,0,0,0,0,0
HU_0682,Csobánka,2267,1465,4,0,0,760,0,701,0,0,0,0,0,0
HU_3311,Csomád,828,509,5,0,0,230,0,274,0,0,0,0,0,0
HU_2280,Csömör,6135,4108,28,0,0,0,0,2171,0,0,0,1909,0,0
HU_2698,Csõvár,540,304,1,0,0,191,0,112,0,0,0,0,0,0
HU_3181,Dánszentmiklós,2172,1332,4,0,0,544,0,784,0,0,0,0,0,0
HU_1839,Dány,3417,2099,16,0,0,1351,0,732,0,0,0,0,0,0
HU_0997,Délegyháza,2137,1166,4,0,0,496,0,666,0,0,0,0,0,0
HU_2401,Diósd,5551,4138,9,0,0,1887,0,2242,0,0,0,0,0,0
HU_0480,Domony,1527,980,7,0,0,518,0,455,0,0,0,0,0,0
HU_2964,Dömsöd,4721,2650,11,0,0,1656,0,983,0,0,0,0,0,0
HU_2536,Dunabogdány,2452,1722,4,0,0,1186,0,532,0,0,0,0,0,0
HU_0958,Dunaharaszti,14158,9191,41,0,5309,3841,0,0,0,0,0,0,0,0
HU_1861,Dunakeszi,25732,17660,61,0,0,7442,0,10157,0,0,0,0,0,0
HU_2053,Dunavarsány,5133,3196,11,0,0,1221,0,1964,0,0,0,0,0,0
HU_2451,Ecser,2790,1939,16,0,0,901,0,1022,0,0,0,0,0,0
HU_1348,Erdõkertes,5144,2930,23,0,0,1192,0,1715,0,0,0,0,0,0
HU_3098,Érd,47860,32051,124,0,0,14303,0,17624,0,0,0,0,0,0
HU_0912,Farmos,2902,1544,11,0,0,806,0,727,0,0,0,0,0,0
HU_0603,Felsõpakony,2414,1348,3,0,0,589,0,756,0,0,0,0,0,0
HU_3261,Fót,13840,9114,25,0,0,3866,0,5223,0,0,0,0,0,0
HU_1329,Galgagyörk,824,467,1,0,0,273,0,193,0,0,0,0,0,0
HU_1950,Galgahévíz,2039,1297,4,0,0,730,0,563,0,0,0,0,0,0
HU_2712,Galgamácsa,1533,958,7,0,0,442,0,509,0,0,0,0,0,0
HU_0944,Gomba,2270,1297,6,0,0,621,0,670,0,0,0,0,0,0
HU_2364,Göd,13015,9203,24,0,0,4495,0,4684,0,0,0,0,0,0
HU_3255,Gödöllõ,24286,16374,109,0,0,0,0,7957,0,0,0,8308,0,0
HU_2562,Gyál,16971,10010,51,0,0,3900,0,6059,0,0,0,0,0,0
HU_2973,Gyömrõ,11493,7309,33,0,0,3028,0,4248,0,0,0,0,0,0
HU_0969,Halásztelek,6410,4166,13,0,2512,1641,0,0,0,0,0,0,0,0
HU_3355,Herceghalom,1232,833,4,0,0,352,0,477,0,0,0,0,0,0
HU_1394,Hévízgyörk,2415,1627,9,0,0,917,0,701,0,0,0,0,0,0
HU_0330,Iklad,1729,1110,5,0,0,428,0,677,0,0,0,0,0,0
HU_2809,Ipolydamásd,282,219,3,0,0,85,0,131,0,0,0,0,0,0
HU_0497,Ipolytölgyes,210,140,1,0,0,89,0,50,0,0,0,0,0,0
HU_0780,Isaszeg,8224,4794,31,0,0,0,0,2501,0,0,0,2262,0,0
HU_1100,Jászkarajenõ,2312,1338,10,0,0,773,26,529,0,0,0,0,0,0
HU_3069,Kartal,4606,2734,28,0,0,1284,0,1422,0,0,0,0,0,0
HU_2782,Káva,518,360,3,0,0,171,0,186,0,0,0,0,0,0
HU_2234,Kemence,873,599,4,0,0,419,0,176,0,0,0,0,0,0
HU_3416,Kerepes,7256,4727,38,0,0,0,0,2495,0,0,0,2194,0,0
HU_1081,Kiskunlacháza,7034,4073,14,0,0,1975,0,2084,0,0,0,0,0,0
HU_3373,Kismaros,1569,1186,6,0,0,632,0,548,0,0,0,0,0,0
HU_0522,Kisnémedi,564,327,1,0,0,168,0,158,0,0,0,0,0,0
HU_2985,Kisoroszi,678,520,0,0,0,306,0,214,0,0,0,0,0,0
HU_3415,Kistarcsa,7948,5181,30,0,0,0,0,2524,0,0,0,2627,0,0
HU_3277,Kocsér,1591,1015,22,0,0,615,97,281,0,0,0,0,0,0
HU_2768,Kosd,1840,1155,3,0,0,737,0,415,0,0,0,0,0,0
HU_3136,Kóka,3501,2019,6,0,0,1054,0,959,0,0,0,0,0,0
HU_2467,Kóspallag,581,352,3,0,0,163,0,186,0,0,0,0,0,0
HU_3297,Kõröstetétlen,696,543,2,0,0,284,7,250,0,0,0,0,0,0
HU_3080,Leányfalu,2390,1704,9,0,0,952,0,743,0,0,0,0,0,0
HU_2268,Letkés,871,580,0,0,0,299,0,281,0,0,0,0,0,0
HU_0914,Lórév,245,174,1,0,0,35,0,138,0,0,0,0,0,0
HU_1092,Maglód,8051,5164,20,0,0,2371,0,2773,0,0,0,0,0,0
HU_1075,Majosháza,1016,674,4,0,0,313,0,357,0,0,0,0,0,0
HU_0439,Makád,1008,585,5,0,0,303,0,277,0,0,0,0,0,0
HU_0457,Márianosztra,734,429,3,0,0,193,0,233,0,0,0,0,0,0
HU_0369,Mende,3345,1900,12,0,0,917,0,971,0,0,0,0,0,0
HU_2446,Mikebuda,584,277,5,0,0,124,0,148,0,0,0,0,0,0
HU_1778,Mogyoród,4269,2927,12,0,0,1750,0,1165,0,0,0,0,0,0
HU_1055,Monor,16919,10635,64,0,0,5927,0,4644,0,0,0,0,0,0
HU_1477,Nagybörzsöny,595,372,4,0,0,252,0,116,0,0,0,0,0,0
HU_1343,Nagykáta,10159,5999,25,0,0,3402,0,2572,0,0,0,0,0,0
HU_0999,Nagykovácsi,4247,3078,16,0,0,1606,0,1456,0,0,0,0,0,0
HU_1971,Nagykõrös,19687,11934,78,0,0,5676,433,5747,0,0,0,0,0,0
HU_3173,Nagymaros,3692,2607,14,0,0,1540,0,1053,0,0,0,0,0,0
HU_2340,Nagytarcsa,2494,1704,3,0,0,0,0,815,0,0,0,886,0,0
HU_2006,Nyársapát,1372,690,15,0,0,364,13,298,0,0,0,0,0,0
HU_0854,Õrbottyán,4640,2822,14,0,0,1428,0,1380,0,0,0,0,0,0
HU_2224,Pánd,1455,747,2,0,0,321,0,424,0,0,0,0,0,0
HU_1502,Páty,4637,3075,21,0,0,1507,0,1547,0,0,0,0,0,0
HU_1868,Penc,1110,643,5,0,0,419,0,219,0,0,0,0,0,0
HU_2818,Perbál,1640,1038,5,0,0,589,0,444,0,0,0,0,0,0
HU_0418,Perõcsény,321,228,2,0,0,164,0,62,0,0,0,0,0,0
HU_0405,Pécel,10727,6669,39,0,0,0,0,3290,0,0,0,3340,0,0
HU_2184,Péteri,1543,959,11,0,0,403,0,545,0,0,0,0,0,0
HU_2960,Pilisborosjenõ,2603,1888,9,0,0,833,0,1046,0,0,0,0,0,0
HU_0714,Piliscsaba,5056,3546,17,0,0,1754,0,1775,0,0,0,0,0,0
HU_3414,Pilisjászfalu,945,513,6,0,0,202,0,305,0,0,0,0,0,0
HU_0529,Pilisszántó,1844,1232,10,0,0,545,0,677,0,0,0,0,0,0
HU_1139,Pilisszentiván,3359,2347,11,0,0,1350,0,986,0,0,0,0,0,0
HU_1873,Pilisszentkereszt,1731,1183,10,0,0,632,0,541,0,0,0,0,0,0
HU_0845,Pilisszentlászló,806,470,3,0,0,279,0,188,0,0,0,0,0,0
HU_1434,Pilisvörösvár,10697,7195,31,0,0,3987,0,3177,0,0,0,0,0,0
HU_0637,Pomáz,12165,8349,44,0,0,4057,0,4248,0,0,0,0,0,0
HU_0490,Pócsmegyer,1200,797,2,0,0,431,0,364,0,0,0,0,0,0
HU_1558,Pusztazámor,816,508,1,0,0,252,0,255,0,0,0,0,0,0
HU_2138,Püspökhatvan,1200,752,6,0,0,499,0,247,0,0,0,0,0,0
HU_0430,Püspökszilágy,601,368,1,0,0,205,0,162,0,0,0,0,0,0
HU_1726,Ráckeve,7270,4574,17,0,0,2557,0,2000,0,0,0,0,0,0
HU_0237,Rád,1356,862,3,0,0,589,0,270,0,0,0,0,0,0
HU_0738,Solymár,7394,5671,26,0,0,3419,0,2226,0,0,0,0,0,0
HU_0684,Sóskút,2340,1540,3,0,0,666,0,871,0,0,0,0,0,0
HU_2171,Sülysáp,6250,3831,22,0,0,2013,0,1796,0,0,0,0,0,0
HU_2145,Szada,2924,1874,8,0,0,946,0,920,0,0,0,0,0,0
HU_1731,Százhalombatta,13654,9183,30,0,0,3509,0,5644,0,0,0,0,0,0
HU_1544,Szentendre,19216,13585,89,0,0,7132,0,6364,0,0,0,0,0,0
HU_0754,Szentlõrinckáta,1538,778,2,0,0,392,0,384,0,0,0,0,0,0
HU_2865,Szentmártonkáta,3877,2112,16,0,0,1002,0,1094,0,0,0,0,0,0
HU_2625,Szigetbecse,1072,716,3,0,0,374,0,339,0,0,0,0,0,0
HU_0787,Szigetcsép,1898,1212,3,0,0,491,0,718,0,0,0,0,0,0
HU_1327,Szigethalom,11736,6899,38,0,4566,2295,0,0,0,0,0,0,0,0
HU_2621,Szigetmonostor,1665,1141,5,0,0,651,0,485,0,0,0,0,0,0
HU_1518,Szigetszentmárton,1645,1077,2,0,0,416,0,659,0,0,0,0,0,0
HU_2895,Szigetszentmiklós,22276,14304,57,0,8691,5556,0,0,0,0,0,0,0,0
HU_2211,Szigetújfalu,1793,1177,6,0,0,425,0,746,0,0,0,0,0,0
HU_2491,Szob,2288,1492,4,0,0,722,0,766,0,0,0,0,0,0
HU_0694,Szokolya,1407,846,3,0,0,424,0,419,0,0,0,0,0,0
HU_1269,Szõd,2504,1498,8,0,0,904,0,586,0,0,0,0,0,0
HU_2886,Szõdliget,3324,2296,9,0,0,1071,0,1216,0,0,0,0,0,0
HU_3196,Tahitótfalu,4003,2763,14,0,0,1756,0,993,0,0,0,0,0,0
HU_3072,Taksony,4842,3014,18,0,1677,1319,0,0,0,0,0,0,0,0
HU_1501,Tápióbicske,2731,1439,5,0,0,722,0,712,0,0,0,0,0,0
HU_1730,Tápiógyörgye,2819,1493,8,0,0,818,0,667,0,0,0,0,0,0
HU_0940,Tápióság,2157,1270,4,0,0,651,0,615,0,0,0,0,0,0
HU_3179,Tápiószecsõ,4981,2910,14,0,0,1385,0,1511,0,0,0,0,0,0
HU_1414,Tápiószele,4672,2250,6,0,0,953,0,1291,0,0,0,0,0,0
HU_1457,Tápiószentmárton,4375,2662,17,0,0,1956,0,689,0,0,0,0,0,0
HU_0276,Tápiószõlõs,2428,1210,9,0,0,600,0,601,0,0,0,0,0,0
HU_0415,Tárnok,6501,4305,24,0,0,2073,0,2208,0,0,0,0,0,0
HU_0828,Telki,1914,1501,6,0,0,792,0,703,0,0,0,0,0,0
HU_1924,Tésa,89,53,4,0,0,17,0,32,0,0,0,0,0,0
HU_0710,Tinnye,1101,700,6,0,0,287,0,407,0,0,0,0,0,0
HU_2146,Tóalmás,2666,1350,6,0,0,626,0,718,0,0,0,0,0,0
HU_2452,Tök,1079,764,0,0,0,501,0,263,0,0,0,0,0,0
HU_2982,Tököl,7362,4531,16,0,2558,1957,0,0,0,0,0,0,0,0
HU_0685,Törökbálint,9658,6675,34,0,0,3096,0,3545,0,0,0,0,0,0
HU_2200,Törtel,3520,1910,9,0,0,1107,40,754,0,0,0,0,0,0
HU_0959,Tura,6379,3844,23,0,0,1720,0,2101,0,0,0,0,0,0
HU_1780,Újszilvás,2124,1121,1,0,0,583,0,537,0,0,0,0,0,0
HU_2864,Úri,2070,1305,5,0,0,793,0,507,0,0,0,0,0,0
HU_1289,Üllõ,7980,4774,24,0,0,1994,0,2756,0,0,0,0,0,0
HU_1193,Üröm,4431,3372,24,0,0,1289,0,2059,0,0,0,0,0,0
HU_1759,Valkó,1809,870,5,0,0,428,0,437,0,0,0,0,0,0
HU_2493,Vác,27163,18617,88,0,0,8348,0,10181,0,0,0,0,0,0
HU_0591,Vácduka,828,547,1,0,0,312,0,234,0,0,0,0,0,0
HU_3033,Vácegres,618,349,2,0,0,213,0,134,0,0,0,0,0,0
HU_1988,Váchartyán,1395,894,2,0,0,459,0,433,0,0,0,0,0,0
HU_0569,Váckisújfalu,374,243,1,0,0,130,0,112,0,0,0,0,0,0
HU_1766,Vácrátót,1354,780,5,0,0,418,0,357,0,0,0,0,0,0
HU_0910,Vácszentlászló,1625,887,3,0,0,470,0,414,0,0,0,0,0,0
HU_1073,Vámosmikola,1275,802,10,0,0,445,0,347,0,0,0,0,0,0
HU_2681,Vecsés,15303,9760,38,0,0,4280,0,5442,0,0,0,0,0,0
HU_1834,Veresegyház,9925,6598,22,0,0,3188,0,3388,0,0,0,0,0,0
HU_3372,Verõce,2554,1763,9,0,0,1047,0,707,0,0,0,0,0,0
HU_2248,Verseg,1147,576,0,0,0,250,0,326,0,0,0,0,0,0
HU_2841,Visegrád,1423,1064,13,0,0,613,0,438,0,0,0,0,0,0
HU_1496,Zebegény,1016,739,4,0,0,444,0,291,0,0,0,0,0,0
HU_2503,Zsámbék,3689,2649,17,0,0,1447,0,1185,0,0,0,0,0,0
HU_2203,Zsámbok,1932,1082,12,0,0,523,0,547,0,0,0,0,0,0
HU_3433,Csörög,1360,735,3,0,0,255,0,477,0,0,0,0,0,0
HU_3431,Remeteszőlős,393,311,2,0,0,160,0,149,0,0,0,0,0,0
HU_3418,Alsóbogát,205,146,0,0,0,46,0,100,0,0,0,0,0,0
HU_2871,Andocs,898,528,6,0,0,259,0,263,0,0,0,0,0,0
HU_0608,Ádánd,1813,907,6,0,0,457,0,444,0,0,0,0,0,0
HU_3047,Babócsa,1371,728,11,0,0,296,0,0,0,0,0,0,421,0
HU_1439,Bakháza,160,93,1,0,0,33,0,0,0,0,0,0,59,0
HU_2737,Balatonberény,970,649,4,0,0,272,28,345,0,0,0,0,0,0
HU_3385,Balatonboglár,5132,3619,14,0,0,1842,156,1607,0,0,0,0,0,0
HU_1946,Balatonendréd,1124,694,7,0,0,484,0,203,0,0,0,0,0,0
HU_2072,Balatonfenyves,1689,1128,10,0,0,571,52,495,0,0,0,0,0,0
HU_0711,Balatonföldvár,1890,1331,2,0,0,580,67,682,0,0,0,0,0,0
HU_0737,Balatonkeresztúr,1408,912,5,0,0,513,46,348,0,0,0,0,0,0
HU_3386,Balatonlelle,4229,2843,10,0,0,1614,103,1116,0,0,0,0,0,0
HU_1456,Balatonmáriafürdõ,565,365,1,0,0,174,10,180,0,0,0,0,0,0
HU_1191,Balatonõszöd,433,291,1,0,0,171,11,108,0,0,0,0,0,0
HU_1660,Balatonszabadi,2359,1436,7,0,0,803,0,626,0,0,0,0,0,0
HU_2490,Balatonszárszó,1822,1255,5,0,0,716,49,485,0,0,0,0,0,0
HU_2282,Balatonszemes,1480,1001,2,0,0,555,37,407,0,0,0,0,0,0
HU_2132,Balatonszentgyörgy,1299,894,2,0,0,401,38,453,0,0,0,0,0,0
HU_1647,Balatonújlak,462,285,4,0,0,163,8,110,0,0,0,0,0,0
HU_3279,Barcs,9453,5655,51,0,0,2452,0,0,0,0,0,0,3152,0
HU_3233,Baté,697,406,1,0,0,186,0,219,0,0,0,0,0,0
HU_2831,Bábonymegyer,688,380,0,0,0,188,0,192,0,0,0,0,0,0
HU_2445,Bálványos,472,260,1,0,0,108,9,142,0,0,0,0,0,0
HU_0373,Bárdudvarnok,921,551,1,0,0,251,0,299,0,0,0,0,0,0
HU_2071,Bedegkér,383,220,2,0,0,118,0,100,0,0,0,0,0,0
HU_1712,Beleg,485,268,4,0,0,139,0,0,0,0,0,0,125,0
HU_0691,Bélavár,354,187,4,0,0,59,0,0,0,0,0,0,124,0
HU_1050,Bodrog,359,226,2,0,0,107,0,117,0,0,0,0,0,0
HU_1399,Bolhás,406,232,8,0,0,58,0,0,0,0,0,0,166,0
HU_1812,Bolhó,636,302,10,0,0,152,0,0,0,0,0,0,140,0
HU_2267,Bonnya,229,150,1,0,0,68,0,81,0,0,0,0,0,0
HU_2627,Bõszénfa,431,242,0,0,0,95,0,147,0,0,0,0,0,0
HU_1735,Buzsák,1167,759,10,0,0,287,13,449,0,0,0,0,0,0
HU_0870,Büssü,277,162,2,0,0,78,0,82,0,0,0,0,0,0
HU_2568,Cserénfa,212,115,1,0,0,52,0,62,0,0,0,0,0,0
HU_0597,Csokonyavisonta,1279,744,15,0,0,304,0,0,0,0,0,0,425,0
HU_0804,Csoma,412,264,0,0,0,125,0,139,0,0,0,0,0,0
HU_0247,Csombárd,226,154,2,0,0,69,0,83,0,0,0,0,0,0
HU_2431,Csököly,788,449,5,0,0,356,0,88,0,0,0,0,0,0
HU_3135,Darány,738,472,10,0,0,223,0,0,0,0,0,0,239,0
HU_1361,Drávagárdony,107,66,0,0,0,36,0,0,0,0,0,0,30,0
HU_1588,Drávatamási,205,140,0,0,0,91,0,0,0,0,0,0,49,0
HU_1086,Ecseny,203,131,1,0,0,62,0,68,0,0,0,0,0,0
HU_0348,Edde,154,110,2,0,0,48,0,60,0,0,0,0,0,0
HU_1398,Felsõmocsolád,408,244,0,0,0,118,0,126,0,0,0,0,0,0
HU_3164,Fiad,143,97,0,0,0,24,0,73,0,0,0,0,0,0
HU_2202,Fonó,284,154,1,0,0,49,0,104,0,0,0,0,0,0
HU_1463,Fonyód,4451,2998,5,0,0,1486,112,1395,0,0,0,0,0,0
HU_2826,Gadács,112,75,0,0,0,49,0,26,0,0,0,0,0,0
HU_0645,Gamás,664,351,1,0,0,173,4,173,0,0,0,0,0,0
HU_0658,Gálosfa,245,121,1,0,0,79,0,41,0,0,0,0,0,0
HU_0917,Gige,255,152,0,0,0,93,0,59,0,0,0,0,0,0
HU_3057,Gölle,882,608,2,0,0,279,0,327,0,0,0,0,0,0
HU_1459,Görgeteg,884,488,14,0,0,250,0,0,0,0,0,0,224,0
HU_2390,Gyugy,213,131,1,0,0,74,0,56,0,0,0,0,0,0
HU_2583,Hajmás,189,111,1,0,0,73,0,37,0,0,0,0,0,0
HU_1863,Hács,322,171,1,0,0,94,7,69,0,0,0,0,0,0
HU_0883,Háromfa,647,341,4,0,0,141,0,0,0,0,0,0,196,0
HU_1672,Hedrehely,382,208,1,0,0,108,0,99,0,0,0,0,0,0
HU_0994,Hencse,315,169,1,0,0,77,0,91,0,0,0,0,0,0
HU_2484,Heresznye,231,137,2,0,0,34,0,0,0,0,0,0,101,0
HU_0992,Hetes,900,552,1,0,0,268,0,283,0,0,0,0,0,0
HU_0621,Hollád,223,119,0,0,0,69,7,43,0,0,0,0,0,0
HU_1915,Homokszentgyörgy,933,422,2,0,0,149,0,0,0,0,0,0,271,0
HU_1119,Igal,1008,637,1,0,0,316,0,320,0,0,0,0,0,0
HU_2133,Istvándi,416,240,13,0,0,94,0,0,0,0,0,0,133,0
HU_1727,Juta,1000,667,2,0,0,349,0,316,0,0,0,0,0,0
HU_2645,Kadarkút,2134,1175,5,0,0,552,0,618,0,0,0,0,0,0
HU_3339,Kapoly,571,304,0,0,0,174,0,130,0,0,0,0,0,0
HU_0909,Kaposfõ,1390,892,3,0,0,457,0,432,0,0,0,0,0,0
HU_2881,Kaposgyarmat,101,68,1,0,0,31,0,36,0,0,0,0,0,0
HU_2586,Kaposhomok,366,197,5,0,0,95,0,97,0,0,0,0,0,0
HU_1266,Kaposkeresztúr,266,109,6,0,0,54,0,49,0,0,0,0,0,0
HU_1822,Kaposmérõ,2063,1290,6,0,0,694,0,590,0,0,0,0,0,0
HU_0642,Kaposszerdahely,793,459,3,0,0,230,0,226,0,0,0,0,0,0
