gisco_id,name,registered,turnout,invalid,blank,MSZP,Jobbik,LMP,MDF,FIDESZ-KDNP,CM,ÖP,MSZDP,MP,MIÉP
HU_0956,Budapest_I.,21943,16708,120,0,3151,1173,2333,839,9092,0,0,0,0,0
HU_0317,Budapest_II.,69072,53813,293,0,11786,3411,7425,3052,27846,0,0,0,0,0
HU_1806,Budapest_III.,100607,72255,489,0,18618,7663,9584,3537,32364,0,0,0,0,0
HU_0546,Budapest_IV.,80450,54308,417,0,14475,6692,7065,2462,23197,0,0,0,0,0
HU_1339,Budapest_V.,21693,15991,159,0,3580,1189,2034,830,8199,0,0,0,0,0
HU_1658,Budapest_VI.,29699,19485,155,0,4687,1737,2902,963,9041,0,0,0,0,0
HU_2974,Budapest_VII.,45235,28311,256,0,6656,3016,4518,1361,12504,0,0,0,0,0
HU_2540,Budapest_VIII.,55568,32364,287,0,7404,3684,4288,1348,15353,0,0,0,0,0
HU_2958,Budapest_IX.,45461,29333,215,0,7008,3171,3997,1495,13447,0,0,0,0,0
HU_1070,Budapest_X.,60060,38996,372,0,11053,4910,4339,1622,16700,0,0,0,0,0
HU_1421,Budapest_XI.,107739,80887,602,0,20636,6612,10199,3578,39260,0,0,0,0,0
HU_2469,Budapest_XII.,47768,37341,248,0,7657,2359,4989,1988,20100,0,0,0,0,0
HU_2429,Budapest_XIII.,88968,60809,536,0,19602,5670,8624,3131,23246,0,0,0,0,0
HU_1633,Budapest_XIV.,93745,67404,499,0,18286,6480,9246,3384,29509,0,0,0,0,0
HU_1131,Budapest_XV.,65567,44565,363,0,12184,5947,4817,1597,19657,0,0,0,0,0
HU_0820,Budapest_XVI.,57111,42687,311,0,9370,5231,5061,2026,20688,0,0,0,0,0
HU_0211,Budapest_XVII.,68725,48638,337,0,10701,6015,5464,2076,24045,0,0,0,0,0
HU_2928,Budapest_XVIII.,79394,54876,362,0,13744,7234,6113,2500,24923,0,0,0,0,0
HU_0401,Budapest_XIX.,48656,33484,251,0,8784,4249,4060,1497,14643,0,0,0,0,0
HU_0602,Budapest_XX.,52472,34246,274,0,8936,4666,3875,1442,15053,0,0,0,0,0
HU_1318,Budapest_XXI.,62284,40490,284,0,10798,5845,4896,1703,16964,0,0,0,0,0
HU_1021,Budapest_XXII.,42132,30738,191,0,6974,3515,3606,1381,15071,0,0,0,0,0
HU_3413,Budapest_XXIII.,17186,11612,89,0,2582,1669,1279,453,5540,0,0,0,0,0
HU_1254,Abaliget,527,323,1,0,59,56,45,6,156,0,0,0,0,0
HU_0686,Adorjás,144,71,0,0,31,3,3,2,32,0,0,0,0,0
HU_1332,Almamellék,347,259,4,0,93,14,7,0,141,0,0,0,0,0
HU_2037,Almáskeresztúr,73,53,1,0,11,8,2,0,31,0,0,0,0,0
HU_1738,Alsómocsolád,303,166,0,0,10,22,10,1,123,0,0,0,0,0
HU_3327,Alsószentmárton,745,552,5,0,107,0,6,0,434,0,0,0,0,0
HU_2729,Apátvarasd,106,58,0,0,8,6,3,6,35,0,0,0,0,0
HU_0688,Aranyosgadány,277,134,2,0,19,18,10,2,83,0,0,0,0,0
HU_2581,Ág,139,81,0,0,6,9,0,0,66,0,0,0,0,0
HU_2858,Áta,167,87,0,0,14,19,6,3,45,0,0,0,0,0
HU_0540,Babarc,639,375,0,0,65,52,12,4,242,0,0,0,0,0
HU_0966,Babarcszõlõs,95,58,0,0,3,1,6,0,48,0,0,0,0,0
HU_0829,Bakonya,290,160,0,0,47,33,15,3,62,0,0,0,0,0
HU_2227,Bakóca,271,144,0,0,12,11,7,1,113,0,0,0,0,0
HU_0397,Baksa,648,294,0,0,88,48,21,5,132,0,0,0,0,0
HU_2046,Baranyahídvég,172,105,3,0,19,22,2,0,59,0,0,0,0,0
HU_2474,Baranyajenõ,382,173,0,0,30,19,9,6,109,0,0,0,0,0
HU_0548,Baranyaszentgyörgy,130,96,0,0,15,10,2,0,69,0,0,0,0,0
HU_1549,Basal,155,94,1,0,19,9,3,0,62,0,0,0,0,0
HU_0760,Bánfa,149,81,2,0,25,3,0,2,49,0,0,0,0,0
HU_2437,Bár,485,325,3,0,41,29,7,0,245,0,0,0,0,0
HU_1900,Belvárdgyula,347,166,2,0,43,21,5,2,93,0,0,0,0,0
HU_3192,Beremend,2187,1168,6,0,271,171,66,31,623,0,0,0,0,0
HU_1646,Berkesd,709,373,3,0,62,51,12,8,237,0,0,0,0,0
HU_3004,Besence,99,51,1,0,5,3,10,3,29,0,0,0,0,0
HU_1411,Bezedek,231,138,2,0,17,15,2,1,101,0,0,0,0,0
HU_1331,Bicsérd,822,463,3,0,93,53,41,13,260,0,0,0,0,0
HU_0489,Bikal,679,373,3,0,132,48,30,15,145,0,0,0,0,0
HU_0513,Birján,429,285,3,0,46,30,25,13,168,0,0,0,0,0
HU_2492,Bisse,202,113,0,0,13,18,5,6,71,0,0,0,0,0
HU_2089,Boda,371,207,1,0,38,33,18,6,111,0,0,0,0,0
HU_3300,Bodolyabér,215,117,1,0,19,13,5,1,78,0,0,0,0,0
HU_3215,Bogád,795,480,5,0,60,92,64,16,243,0,0,0,0,0
HU_2189,Bogádmindszent,350,198,1,0,21,12,12,1,151,0,0,0,0,0
HU_1069,Bogdása,253,128,1,0,17,18,1,5,86,0,0,0,0,0
HU_1311,Boldogasszonyfa,351,236,1,0,36,30,4,2,163,0,0,0,0,0
HU_0672,Borjád,351,216,1,0,24,54,17,4,116,0,0,0,0,0
HU_1436,Bosta,113,56,0,0,16,3,3,2,32,0,0,0,0,0
HU_1336,Botykapeterd,271,130,3,0,22,19,5,1,80,0,0,0,0,0
HU_3315,Bóly,3002,1987,12,0,348,156,155,69,1247,0,0,0,0,0
HU_2316,Bükkösd,953,525,8,0,74,80,30,9,324,0,0,0,0,0
HU_0753,Bürüs,74,32,0,0,0,3,0,0,29,0,0,0,0,0
HU_3061,Csarnóta,119,81,0,0,8,13,1,2,57,0,0,0,0,0
HU_1990,Csányoszró,595,298,4,0,48,30,9,6,201,0,0,0,0,0
HU_2159,Csebény,75,45,0,0,13,10,2,0,20,0,0,0,0,0
HU_2608,Cserdi,284,133,2,0,11,13,3,0,104,0,0,0,0,0
HU_0389,Cserkút,433,272,8,0,64,55,30,4,111,0,0,0,0,0
HU_1385,Csertõ,317,174,3,0,39,18,8,2,104,0,0,0,0,0
HU_2257,Csonkamindszent,140,87,1,0,9,16,2,0,59,0,0,0,0,0
HU_1108,Cún,185,119,1,0,11,9,2,0,96,0,0,0,0,0
HU_0777,Dencsháza,491,217,2,0,29,23,18,3,142,0,0,0,0,0
HU_1195,Dinnyeberki,67,42,0,0,6,2,3,2,29,0,0,0,0,0
HU_3237,Diósviszló,583,349,6,0,46,37,16,0,244,0,0,0,0,0
HU_2861,Drávacsehi,172,104,1,0,30,14,2,0,57,0,0,0,0,0
HU_2812,Drávacsepely,185,116,3,0,15,8,5,2,83,0,0,0,0,0
HU_1741,Drávafok,406,228,6,0,36,32,10,6,138,0,0,0,0,0
HU_3239,Drávaiványi,142,76,4,0,32,13,3,1,23,0,0,0,0,0
HU_0915,Drávakeresztúr,102,47,0,0,9,4,0,0,34,0,0,0,0,0
HU_2273,Drávapalkonya,208,99,2,0,29,20,2,4,42,0,0,0,0,0
HU_1238,Drávapiski,101,62,1,0,9,14,2,0,36,0,0,0,0,0
HU_2860,Drávaszabolcs,549,303,7,0,65,42,20,4,165,0,0,0,0,0
HU_3003,Drávaszerdahely,168,113,2,0,18,16,1,0,76,0,0,0,0,0
HU_2169,Drávasztára,389,198,2,0,31,29,5,1,130,0,0,0,0,0
HU_0918,Dunaszekcsõ,1700,995,8,0,158,152,36,19,622,0,0,0,0,0
HU_2891,Egerág,851,484,1,0,76,116,60,8,223,0,0,0,0,0
HU_1649,Egyházasharaszti,239,149,2,0,20,25,1,2,99,0,0,0,0,0
HU_2740,Egyházaskozár,689,404,6,0,126,73,36,8,155,0,0,0,0,0
HU_0609,Ellend,194,133,1,0,27,25,6,5,69,0,0,0,0,0
HU_2827,Endrõc,331,189,2,0,31,14,4,2,136,0,0,0,0,0
HU_2582,Erdõsmárok,74,47,0,0,11,8,1,0,27,0,0,0,0,0
HU_1870,Erdõsmecske,335,159,0,0,17,34,4,3,101,0,0,0,0,0
HU_1349,Erzsébet,261,140,1,0,8,35,2,3,91,0,0,0,0,0
HU_1783,Fazekasboda,181,100,0,0,4,14,9,8,65,0,0,0,0,0
HU_0454,Feked,169,133,2,0,25,9,14,3,80,0,0,0,0,0
HU_1328,Felsõegerszeg,119,61,0,0,13,8,2,0,38,0,0,0,0,0
HU_0881,Felsõszentmárton,870,523,6,0,187,36,17,13,264,0,0,0,0,0
HU_0756,Garé,244,149,4,0,42,42,11,3,47,0,0,0,0,0
HU_1275,Gerde,431,210,2,0,30,24,7,5,142,0,0,0,0,0
HU_0285,Geresdlak,707,414,5,0,50,36,9,72,242,0,0,0,0,0
HU_1334,Gerényes,182,93,4,0,21,4,5,1,58,0,0,0,0,0
HU_1833,Gilvánfa,236,111,3,0,5,2,3,0,98,0,0,0,0,0
HU_3308,Gordisa,204,92,1,0,11,6,3,0,71,0,0,0,0,0
HU_3323,Gödre,768,386,2,0,56,57,7,6,258,0,0,0,0,0
HU_3043,Görcsöny,1391,700,13,0,179,79,55,13,361,0,0,0,0,0
HU_0963,Görcsönydoboka,352,195,1,0,38,18,10,9,119,0,0,0,0,0
HU_1831,Gyód,543,335,2,0,73,50,22,11,177,0,0,0,0,0
HU_2840,Gyöngyfa,106,54,0,0,10,6,2,0,36,0,0,0,0,0
HU_2266,Gyöngyösmellék,227,132,0,0,16,7,6,3,100,0,0,0,0,0
HU_2152,Harkány,3323,2288,18,0,349,330,101,45,1445,0,0,0,0,0
HU_2788,Hásságy,256,180,0,0,29,8,9,5,129,0,0,0,0,0
HU_3095,Hegyhátmaróc,148,76,0,0,27,7,1,4,37,0,0,0,0,0
HU_2102,Hegyszentmárton,359,202,1,0,18,29,7,1,146,0,0,0,0,0
HU_1719,Helesfa,298,155,3,0,49,18,5,1,79,0,0,0,0,0
HU_0712,Hetvehely,389,240,2,0,47,26,16,5,144,0,0,0,0,0
HU_0679,Hidas,1798,1113,9,0,156,163,52,19,714,0,0,0,0,0
HU_2793,Himesháza,951,586,5,0,99,79,27,12,364,0,0,0,0,0
HU_0328,Hirics,160,80,0,0,5,15,0,1,59,0,0,0,0,0
HU_3393,Hobol,787,451,2,0,77,74,22,4,272,0,0,0,0,0
HU_2996,Homorúd,538,334,3,0,32,58,17,3,221,0,0,0,0,0
HU_2307,Horváthertelend,59,42,1,0,16,2,0,0,23,0,0,0,0,0
HU_3083,Hosszúhetény,2700,1676,19,0,283,201,229,50,894,0,0,0,0,0
HU_3143,Husztót,53,41,3,0,11,2,2,0,23,0,0,0,0,0
HU_3306,Ibafa,179,125,1,0,29,20,7,3,65,0,0,0,0,0
HU_3193,Illocska,201,102,1,0,45,5,0,2,49,0,0,0,0,0
HU_2994,Ipacsfa,183,115,0,0,12,16,6,3,78,0,0,0,0,0
HU_0333,Ivánbattyán,124,90,2,0,23,11,7,1,46,0,0,0,0,0
HU_0334,Ivándárda,204,132,2,0,42,12,10,2,64,0,0,0,0,0
HU_0429,Kacsóta,223,113,0,0,18,21,4,3,67,0,0,0,0,0
HU_0696,Katádfa,134,78,0,0,2,7,0,2,67,0,0,0,0,0
HU_0641,Kákics,185,96,1,0,5,18,0,1,71,0,0,0,0,0
HU_0599,Kárász,288,198,3,0,33,33,16,5,108,0,0,0,0,0
HU_1746,Kásád,285,157,2,0,16,23,6,3,107,0,0,0,0,0
HU_1913,Kátoly,290,172,4,0,44,16,9,9,90,0,0,0,0,0
HU_0678,Kemse,57,44,0,0,7,4,1,1,31,0,0,0,0,0
HU_0383,Keszü,963,692,1,0,139,101,86,21,344,0,0,0,0,0
HU_1680,Kékesd,152,99,0,0,16,10,3,1,69,0,0,0,0,0
HU_1054,Kémes,419,287,0,0,43,31,53,3,157,0,0,0,0,0
HU_0857,Kétújfalu,539,353,3,0,74,23,19,2,232,0,0,0,0,0
HU_2055,Királyegyháza,804,379,4,0,76,53,18,5,223,0,0,0,0,0
HU_1890,Kisasszonyfa,158,100,0,0,15,9,0,1,75,0,0,0,0,0
HU_0572,Kisbeszterce,70,35,0,0,3,8,0,1,23,0,0,0,0,0
HU_2286,Kisbudmér,86,52,0,0,6,7,0,2,37,0,0,0,0,0
HU_1118,Kisdér,96,61,0,0,10,6,7,1,37,0,0,0,0,0
HU_3390,Kisdobsza,191,124,2,0,10,18,1,1,92,0,0,0,0,0
HU_0683,Kishajmás,178,84,2,0,26,8,6,1,41,0,0,0,0,0
HU_2702,Kisharsány,440,259,4,0,36,24,19,9,167,0,0,0,0,0
HU_1697,Kisherend,169,85,1,0,19,12,4,3,46,0,0,0,0,0
HU_1284,Kisjakabfalva,133,80,0,0,9,13,4,1,53,0,0,0,0,0
HU_1991,Kiskassa,219,154,1,0,34,20,7,1,91,0,0,0,0,0
HU_2161,Kislippó,238,131,1,0,35,18,5,3,69,0,0,0,0,0
HU_3321,Kisnyárád,171,105,0,0,41,12,6,2,44,0,0,0,0,0
HU_0865,Kisszentmárton,200,146,4,0,25,18,4,2,93,0,0,0,0,0
HU_1235,Kistamási,99,53,0,0,5,3,0,0,45,0,0,0,0,0
HU_0315,Kistapolca,162,114,0,0,12,31,7,0,64,0,0,0,0,0
HU_1074,Kistótfalu,285,163,1,0,48,11,12,5,86,0,0,0,0,0
HU_0954,Kisvaszar,237,135,2,0,18,18,1,1,95,0,0,0,0,0
HU_2640,Komló,23129,12781,164,0,3575,1928,1031,386,5697,0,0,0,0,0
HU_2422,Kovácshida,219,137,0,0,24,18,13,3,79,0,0,0,0,0
HU_1451,Kovácsszénája,58,46,0,0,7,11,4,0,24,0,0,0,0,0
HU_0633,Kozármisleny,4518,3004,24,0,479,436,388,121,1556,0,0,0,0,0
HU_0811,Kórós,173,105,3,0,14,1,4,0,83,0,0,0,0,0
HU_2524,Köblény,214,117,0,0,38,15,4,2,58,0,0,0,0,0
HU_0354,Kökény,546,334,1,0,75,61,37,13,147,0,0,0,0,0
HU_1789,Kölked,866,493,2,0,80,31,20,11,349,0,0,0,0,0
HU_1553,Kővágószőlős,1346,756,12,0,123,110,60,19,432,0,0,0,0,0
HU_0647,Lapáncsa,169,104,1,0,12,6,0,0,85,0,0,0,0,0
HU_3333,Lánycsók,2142,1351,13,0,194,161,80,28,875,0,0,0,0,0
HU_1760,Liget,326,171,0,0,37,26,19,1,88,0,0,0,0,0
HU_2297,Lippó,448,258,4,0,68,29,14,8,135,0,0,0,0,0
HU_1003,Liptód,188,90,2,0,11,11,6,2,58,0,0,0,0,0
HU_3138,Lothárd,217,118,0,0,23,18,20,4,53,0,0,0,0,0
HU_2462,Lovászhetény,227,128,2,0,22,25,10,2,67,0,0,0,0,0
HU_1886,Lúzsok,174,96,1,0,7,6,0,1,81,0,0,0,0,0
HU_2517,Magyarbóly,829,542,9,0,105,50,18,9,351,0,0,0,0,0
HU_2975,Magyaregregy,668,446,3,0,76,79,23,15,250,0,0,0,0,0
HU_0543,Magyarhertelend,569,362,3,0,62,36,37,8,216,0,0,0,0,0
HU_2354,Magyarlukafa,69,34,1,0,4,2,4,3,20,0,0,0,0,0
HU_0541,Magyarmecske,238,158,1,0,24,24,4,2,103,0,0,0,0,0
HU_2706,Magyarsarlós,270,168,0,0,20,36,17,1,94,0,0,0,0,0
HU_2260,Magyarszék,936,571,1,0,153,85,44,16,272,0,0,0,0,0
HU_0438,Magyartelek,178,116,0,0,28,31,1,0,56,0,0,0,0,0
HU_2786,Majs,831,446,2,0,87,83,26,16,232,0,0,0,0,0
HU_2992,Maráza,160,96,1,0,18,3,0,2,72,0,0,0,0,0
HU_1644,Markóc,44,26,0,0,0,1,3,0,22,0,0,0,0,0
HU_1521,Marócsa,86,56,1,0,15,1,1,0,38,0,0,0,0,0
HU_0222,Martonfa,175,112,1,0,20,17,21,5,48,0,0,0,0,0
HU_1505,Matty,299,192,3,0,23,18,5,0,143,0,0,0,0,0
HU_0681,Mágocs,2027,1127,4,0,240,131,59,29,664,0,0,0,0,0
HU_3392,Mánfa,694,421,2,0,107,61,55,10,186,0,0,0,0,0
HU_0945,Márfa,182,123,0,0,12,15,8,1,87,0,0,0,0,0
HU_1448,Máriakéménd,426,249,3,0,52,47,6,5,136,0,0,0,0,0
HU_2065,Márok,392,296,4,0,29,23,16,6,218,0,0,0,0,0
HU_3375,Máza,1048,623,4,0,160,43,40,17,359,0,0,0,0,0
HU_1344,Mecseknádasd,1392,758,2,0,115,89,53,39,460,0,0,0,0,0
HU_1140,Mecsekpölöske,369,228,0,0,53,50,10,7,108,0,0,0,0,0
HU_3049,Mekényes,256,145,2,0,34,20,7,9,73,0,0,0,0,0
HU_0773,Merenye,242,124,0,0,8,14,7,1,94,0,0,0,0,0
HU_0347,Mezõd,111,62,0,0,18,11,3,1,29,0,0,0,0,0
HU_1628,Mindszentgodisa,703,397,3,0,80,49,20,7,238,0,0,0,0,0
HU_2395,Mohács,15948,9688,69,0,1776,1131,611,231,5870,0,0,0,0,0
HU_2952,Molvány,169,98,0,0,8,16,6,2,66,0,0,0,0,0
HU_1602,Monyoród,131,72,3,0,14,6,3,0,46,0,0,0,0,0
HU_2954,Mozsgó,694,348,7,0,60,55,20,10,196,0,0,0,0,0
HU_0398,Nagybudmér,170,106,1,0,9,18,2,1,75,0,0,0,0,0
HU_1811,Nagycsány,139,60,1,0,14,8,0,1,36,0,0,0,0,0
HU_3389,Nagydobsza,517,287,3,0,45,32,8,4,195,0,0,0,0,0
HU_1285,Nagyhajmás,284,166,6,0,17,28,6,4,105,0,0,0,0,0
HU_0265,Nagyharsány,1248,806,6,0,104,66,31,9,590,0,0,0,0,0
HU_1094,Nagykozár,1382,888,7,0,120,151,94,31,485,0,0,0,0,0
HU_1465,Nagynyárád,613,478,4,0,28,54,16,10,366,0,0,0,0,0
HU_1987,Nagypall,353,226,0,0,23,18,15,4,166,0,0,0,0,0
HU_2716,Nagypeterd,540,307,3,0,77,48,20,12,147,0,0,0,0,0
HU_2892,Nagytótfalu,309,207,1,0,11,32,9,3,151,0,0,0,0,0
HU_1419,Nagyváty,287,184,5,0,28,17,8,2,124,0,0,0,0,0
HU_1823,Nemeske,213,121,1,0,27,12,3,2,76,0,0,0,0,0
HU_2632,Nyugotszenterzsébet,178,97,0,0,16,24,4,2,51,0,0,0,0,0
HU_2068,Okorág,133,77,2,0,3,5,0,0,67,0,0,0,0,0
HU_0834,Okorvölgy,74,38,1,0,7,5,0,1,24,0,0,0,0,0
HU_1855,Olasz,513,314,3,0,56,30,35,16,174,0,0,0,0,0
HU_2170,Old,265,164,3,0,20,21,1,1,118,0,0,0,0,0
HU_1173,Orfû,803,518,3,0,107,54,79,16,259,0,0,0,0,0
HU_0448,Oroszló,260,157,3,0,31,30,8,2,83,0,0,0,0,0
HU_1264,Óbánya,122,68,0,0,10,3,9,1,45,0,0,0,0,0
HU_0378,Ócsárd,362,214,2,0,50,33,19,7,103,0,0,0,0,0
HU_1964,Ófalu,297,194,1,0,6,11,5,4,167,0,0,0,0,0
HU_1866,Ózdfalu,142,79,1,0,19,1,2,0,56,0,0,0,0,0
HU_2376,Palé,87,57,1,0,11,7,5,1,32,0,0,0,0,0
HU_0715,Palkonya,255,161,0,0,11,10,9,3,128,0,0,0,0,0
HU_1013,Palotabozsok,841,563,2,0,48,46,9,4,454,0,0,0,0,0
HU_1779,Patapoklosi,287,128,1,0,32,5,3,1,86,0,0,0,0,0
HU_0701,Páprád,154,96,2,0,11,23,4,4,52,0,0,0,0,0
HU_1611,Pellérd,1755,1025,8,0,204,174,120,28,491,0,0,0,0,0
HU_1286,Pereked,136,87,1,0,10,12,6,0,58,0,0,0,0,0
HU_3242,Peterd,150,86,1,0,6,19,3,1,56,0,0,0,0,0
HU_2976,Pettend,104,64,1,0,5,8,0,0,50,0,0,0,0,0
HU_1941,Pécs,124780,78213,563,0,17932,9171,9540,2734,38273,0,0,0,0,0
HU_2151,Pécsbagota,83,43,1,0,7,6,3,2,24,0,0,0,0,0
HU_1538,Pécsdevecser,94,60,0,0,12,4,4,2,38,0,0,0,0,0
HU_2109,Pécsudvard,610,394,4,0,100,55,54,12,169,0,0,0,0,0
HU_1082,Pécsvárad,3270,2129,16,0,308,257,185,55,1308,0,0,0,0,0
HU_2350,Piskó,181,125,1,0,2,4,2,0,116,0,0,0,0,0
HU_1724,Pogány,971,656,9,0,113,91,88,36,319,0,0,0,0,0
HU_2226,Pócsa,148,106,0,0,9,14,2,1,80,0,0,0,0,0
HU_1151,Rádfalva,178,113,5,0,22,7,9,0,70,0,0,0,0,0
HU_2529,Regenye,127,64,0,0,24,5,3,2,30,0,0,0,0,0
HU_2485,Romonya,372,238,2,0,47,35,41,10,103,0,0,0,0,0
HU_0451,Rózsafa,332,121,0,0,19,16,7,2,77,0,0,0,0,0
HU_1805,Sámod,179,133,1,0,50,1,1,2,78,0,0,0,0,0
HU_2086,Sárok,112,64,1,0,14,6,0,0,43,0,0,0,0,0
HU_3216,Sásd,2821,1587,7,0,364,277,85,45,809,0,0,0,0,0
HU_3348,Sátorhely,544,360,4,0,60,45,21,10,220,0,0,0,0,0
HU_2874,Sellye,2430,1265,8,0,305,182,92,15,663,0,0,0,0,0
HU_0551,Siklós,8216,5091,32,0,1212,848,370,103,2526,0,0,0,0,0
HU_2320,Siklósbodony,98,61,0,0,11,2,1,0,47,0,0,0,0,0
HU_0880,Siklósnagyfalu,293,186,1,0,32,3,5,0,145,0,0,0,0,0
HU_2347,Somberek,1354,843,8,0,111,85,33,12,594,0,0,0,0,0
HU_2380,Somogyapáti,409,228,4,0,81,28,10,6,99,0,0,0,0,0
HU_2507,Somogyhatvan,289,142,0,0,39,25,5,2,71,0,0,0,0,0
HU_2914,Somogyhárságy,354,174,2,0,62,25,5,2,78,0,0,0,0,0
HU_2128,Somogyviszló,192,103,1,0,29,7,1,1,64,0,0,0,0,0
HU_3171,Sósvertike,140,98,0,0,12,2,0,0,84,0,0,0,0,0
HU_0254,Sumony,372,161,2,0,33,25,2,0,99,0,0,0,0,0
HU_1507,Szabadszentkirály,673,430,4,0,75,72,25,5,249,0,0,0,0,0
HU_0847,Szajk,692,463,2,0,41,64,14,15,327,0,0,0,0,0
HU_0900,Szalatnak,320,161,2,0,36,15,9,5,94,0,0,0,0,0
HU_2225,Szalánta,990,582,5,0,76,83,62,8,348,0,0,0,0,0
HU_3403,Szaporca,199,131,0,0,12,14,5,0,100,0,0,0,0,0
HU_3106,Szava,263,147,1,0,25,15,5,0,101,0,0,0,0,0
HU_2750,Szágy,135,96,1,0,5,11,2,0,77,0,0,0,0,0
HU_0736,Szárász,44,22,0,0,15,1,1,0,5,0,0,0,0,0
HU_3376,Szászvár,2125,1139,7,0,367,108,86,26,545,0,0,0,0,0
HU_0301,Szebény,348,222,6,0,27,24,4,1,160,0,0,0,0,0
HU_0560,Szederkény,1512,874,2,0,113,114,59,31,555,0,0,0,0,0
HU_1698,Szellõ,125,67,1,0,14,3,2,0,47,0,0,0,0,0
HU_0930,Szemely,376,225,0,0,45,32,25,7,116,0,0,0,0,0
HU_3200,Szentdénes,264,125,2,0,17,19,4,3,80,0,0,0,0,0
HU_3361,Szentegát,325,155,1,0,48,11,6,2,87,0,0,0,0,0
HU_0980,Szentkatalin,92,58,1,0,8,11,0,1,37,0,0,0,0,0
HU_1635,Szentlászló,671,414,10,0,82,65,17,9,231,0,0,0,0,0
HU_1586,Szentlõrinc,5604,3281,17,0,607,527,225,73,1832,0,0,0,0,0
HU_1677,Székelyszabar,543,352,0,0,47,46,9,12,238,0,0,0,0,0
HU_2657,Szigetvár,9005,5184,45,0,1287,701,318,103,2730,0,0,0,0,0
HU_1983,Szilágy,248,134,3,0,20,34,3,2,72,0,0,0,0,0
HU_2471,Szilvás,132,83,0,0,10,8,2,1,62,0,0,0,0,0
HU_0552,Szörény,53,32,0,0,6,2,0,0,24,0,0,0,0,0
HU_2221,Szõke,112,54,5,0,13,4,1,0,31,0,0,0,0,0
HU_0769,Szõkéd,314,176,0,0,31,20,10,1,114,0,0,0,0,0
HU_1540,Szulimán,200,95,0,0,26,20,1,0,48,0,0,0,0,0
HU_1121,Szûr,258,157,2,0,15,17,10,0,113,0,0,0,0,0
HU_1563,Tarrós,102,63,3,0,28,12,2,0,18,0,0,0,0,0
HU_3207,Teklafalu,293,155,1,0,39,12,4,1,98,0,0,0,0,0
HU_1367,Tengeri,55,25,0,0,6,2,3,0,14,0,0,0,0,0
HU_2770,Tékes,216,93,1,0,25,5,4,1,57,0,0,0,0,0
HU_3274,Tésenfa,167,115,0,0,10,5,12,1,87,0,0,0,0,0
HU_2097,Téseny,240,129,1,0,13,18,3,1,93,0,0,0,0,0
HU_2242,Tormás,254,150,2,0,9,17,4,3,115,0,0,0,0,0
HU_0404,Tófû,107,78,0,0,10,9,2,1,56,0,0,0,0,0
HU_2699,Tótszentgyörgy,140,106,0,0,15,10,2,0,79,0,0,0,0,0
HU_0413,Töttös,455,237,1,0,30,29,10,4,163,0,0,0,0,0
HU_1858,Túrony,230,158,2,0,20,18,14,2,102,0,0,0,0,0
HU_0443,Udvar,137,100,0,0,23,5,1,1,70,0,0,0,0,0
HU_0606,Újpetre,891,471,7,0,81,76,30,11,266,0,0,0,0,0
HU_2853,Vajszló,1540,912,6,0,164,142,23,11,566,0,0,0,0,0
HU_2852,Varga,81,49,1,0,5,4,3,0,36,0,0,0,0,0
HU_0813,Várad,96,55,2,0,2,4,0,1,46,0,0,0,0,0
HU_2495,Vásárosbéc,132,80,1,0,15,8,3,4,49,0,0,0,0,0
HU_0226,Vásárosdombó,930,482,6,0,84,74,20,11,287,0,0,0,0,0
HU_0707,Vázsnok,114,57,0,0,22,7,1,0,27,0,0,0,0,0
HU_1851,Vejti,131,73,1,0,11,6,3,0,52,0,0,0,0,0
HU_2207,Velény,127,71,0,0,10,14,2,1,44,0,0,0,0,0
HU_1972,Versend,664,319,8,0,47,9,6,4,245,0,0,0,0,0
HU_2440,Vékény,121,78,2,0,21,8,5,0,42,0,0,0,0,0
HU_2027,Véménd,1237,742,11,0,105,70,23,25,508,0,0,0,0,0
HU_2802,Villány,2132,1460,1,0,215,162,63,27,992,0,0,0,0,0
HU_0520,Villánykövesd,259,166,1,0,23,20,14,0,108,0,0,0,0,0
HU_0589,Vokány,735,408,2,0,58,49,20,5,274,0,0,0,0,0
HU_2512,Zaláta,231,145,2,0,18,15,6,1,103,0,0,0,0,0
HU_1774,Zádor,286,178,2,0,24,18,4,1,129,0,0,0,0,0
HU_1584,Zengõvárkony,360,233,0,0,29,15,8,6,175,0,0,0,0,0
HU_1220,Zók,237,132,3,0,21,17,7,3,81,0,0,0,0,0
HU_2194,Akasztó,2819,1835,17,0,162,360,57,23,1199,17,0,0,0,0
HU_2114,Apostag,1706,996,6,0,135,213,41,23,568,10,0,0,0,0
HU_1768,Ágasegyháza,1536,881,11,0,90,100,38,19,618,5,0,0,0,0
HU_0352,Baja,30533,19451,88,0,3671,2235,1451,508,11136,362,0,0,0,0
HU_1340,Ballószög,2540,1615,11,0,158,313,72,46,995,20,0,0,0,0
HU_2593,Balotaszállás,1260,609,1,0,119,115,37,11,320,6,0,0,0,0
HU_1071,Bácsalmás,5899,3086,27,0,629,401,141,88,1770,30,0,0,0,0
HU_1018,Bácsbokod,2371,1289,8,0,249,158,54,22,790,8,0,0,0,0
HU_2723,Bácsborsód,1026,560,11,0,68,115,14,12,329,11,0,0,0,0
HU_0869,Bácsszentgyörgy,150,103,2,0,7,11,0,1,81,1,0,0,0,0
HU_3015,Bácsszõlõs,303,166,4,0,17,20,6,2,117,0,0,0,0,0
