gisco_id,name,registered,turnout,invalid,blank,MSZP,Jobbik,LMP,MDF,FIDESZ-KDNP,CM,ÖP,MSZDP,MP,MIÉP
HU_0512,Sátoraljaújhely,12982,7872,40,0,1612,1493,339,115,4152,0,33,56,19,13
HU_2538,Selyeb,355,234,3,0,15,35,3,1,147,0,29,1,0,0
HU_2375,Semjén,353,151,1,0,26,23,5,1,93,0,0,2,0,0
HU_3253,Serényfalva,808,467,0,0,131,166,20,5,139,0,1,2,3,0
HU_2341,Sima,22,15,0,0,4,5,0,1,5,0,0,0,0,0
HU_1326,Sóstófalva,204,147,3,0,18,52,3,1,68,0,1,0,0,1
HU_3225,Szakácsi,93,68,1,0,2,8,0,1,55,0,0,1,0,0
HU_0380,Szakáld,411,257,2,0,17,98,13,3,119,0,2,0,2,1
HU_3101,Szalaszend,820,453,2,0,72,110,12,3,252,0,0,1,1,0
HU_1675,Szalonna,768,419,3,0,75,120,13,5,200,0,1,1,0,1
HU_0814,Szászfa,124,73,1,0,10,17,3,1,41,0,0,0,0,0
HU_3381,Szegi,268,184,2,0,36,40,2,1,98,0,0,3,0,2
HU_3151,Szegilong,214,138,2,0,22,30,5,0,74,0,4,0,1,0
HU_0983,Szemere,273,130,0,0,26,25,3,1,75,0,0,0,0,0
HU_0807,Szendrõ,3085,1827,12,0,326,531,29,9,904,0,5,7,4,0
HU_2745,Szendrõlád,1125,819,9,0,67,76,10,4,644,0,2,3,3,1
HU_2216,Szentistván,2149,1464,13,0,289,358,49,20,703,0,15,9,4,4
HU_0848,Szentistvánbaksa,225,145,1,0,15,51,5,1,69,0,0,3,0,0
HU_3073,Szerencs,8010,5480,49,0,1052,1724,203,115,2214,0,87,19,7,10
HU_2135,Szikszó,4634,3062,17,0,436,881,87,43,1563,0,17,7,8,3
HU_2087,Szin,505,272,5,0,19,32,4,1,210,0,0,0,1,0
HU_1149,Szinpetri,198,104,0,0,14,34,5,0,48,0,0,2,1,0
HU_0949,Szirmabesenyõ,3835,2450,13,0,487,773,165,87,866,0,37,16,5,1
HU_1889,Szomolya,1293,888,9,0,116,223,27,5,493,0,2,5,2,6
HU_1617,Szögliget,624,365,5,0,35,101,9,3,208,0,1,0,3,0
HU_0788,Szõlõsardó,123,81,2,0,37,8,1,0,31,0,0,1,1,0
HU_0316,Szuhafõ,149,114,2,0,22,33,13,1,41,0,0,0,1,1
HU_1111,Szuhakálló,840,516,4,0,113,179,16,5,191,0,3,1,4,0
HU_2460,Szuhogy,942,570,5,0,54,155,6,7,338,0,2,3,0,0
HU_0370,Taktabáj,428,265,1,0,63,57,0,0,136,0,2,2,2,2
HU_1824,Taktaharkány,2893,1731,11,0,292,701,39,14,649,0,14,9,2,0
HU_2878,Taktakenéz,883,509,6,0,58,137,9,3,292,0,0,1,3,0
HU_0313,Taktaszada,1474,751,19,0,113,297,7,2,282,0,19,10,1,1
HU_2174,Tarcal,2393,1319,10,0,191,375,35,18,654,0,25,4,3,4
HU_0816,Tard,1156,762,3,0,86,138,16,11,501,0,3,2,1,1
HU_1478,Tardona,923,556,8,0,109,168,12,3,245,0,2,2,5,2
HU_1221,Tállya,1671,941,7,0,239,305,28,23,305,0,17,10,4,3
HU_1376,Telkibánya,536,350,2,0,50,48,13,8,226,0,0,2,0,1
HU_2863,Teresztenye,33,28,0,0,12,3,2,2,7,0,0,1,1,0
HU_3044,Tibolddaróc,1189,638,3,0,74,193,28,5,331,0,1,2,0,1
HU_0229,Tiszabábolna,347,247,5,0,27,45,7,1,160,0,0,1,1,0
HU_2913,Tiszacsermely,453,188,2,0,23,45,4,5,102,0,4,2,1,0
HU_0371,Tiszadorogma,375,237,1,0,44,97,9,2,77,0,2,3,2,0
HU_1397,Tiszakarád,1850,895,12,0,86,133,16,6,629,0,4,9,0,0
HU_1388,Tiszakeszi,2078,1171,15,0,141,347,20,13,609,0,10,4,10,2
HU_1938,Tiszaladány,543,375,2,0,35,63,3,3,261,0,8,0,0,0
HU_2839,Tiszalúc,4107,2031,19,0,286,793,85,26,794,0,6,14,8,0
HU_0863,Tiszapalkonya,1171,679,2,0,128,195,41,17,283,0,2,5,6,0
HU_3029,Tiszatardos,205,131,0,0,11,29,6,2,78,0,2,2,1,0
HU_3037,Tiszatarján,1030,487,1,0,57,177,12,4,229,0,1,3,3,0
HU_2835,Tiszaújváros,14325,9246,46,0,2535,2175,625,371,3270,0,59,39,109,17
HU_1097,Tiszavalk,298,222,1,0,43,79,5,1,82,0,5,2,3,1
HU_1830,Tokaj,3387,2159,37,0,391,553,89,34,993,0,45,10,3,4
HU_2805,Tolcsva,1497,1018,3,0,112,325,38,5,527,0,2,3,1,2
HU_1489,Tomor,205,146,3,0,6,13,1,0,121,0,0,0,1,1
HU_1690,Tornabarakony,19,15,0,0,3,2,0,0,10,0,0,0,0,0
HU_1037,Tornakápolna,25,19,0,0,9,6,0,0,4,0,0,0,0,0
HU_1880,Tornanádaska,312,148,2,0,16,8,3,1,115,0,0,2,0,1
HU_2783,Tornaszentandrás,214,128,1,0,27,28,2,0,69,0,0,1,0,0
HU_3051,Tornaszentjakab,197,131,2,0,13,43,0,0,72,0,0,1,0,0
HU_2905,Tornyosnémeti,401,278,3,0,22,52,6,2,191,0,0,1,1,0
HU_0491,Trizs,210,160,1,0,32,54,3,1,68,0,0,0,1,0
HU_1835,Uppony,308,179,1,0,39,53,2,1,78,0,1,0,4,0
HU_1248,Újcsanálos,645,376,1,0,49,110,5,2,195,0,9,3,1,1
HU_0722,Vadna,510,334,3,0,67,102,10,6,142,0,1,1,2,0
HU_3000,Vajdácska,990,565,6,0,47,136,10,1,362,0,0,1,2,0
HU_2181,Varbó,955,614,2,0,132,202,25,9,233,0,2,4,3,2
HU_1014,Varbóc,57,41,1,0,5,15,0,1,19,0,0,0,0,0
HU_3007,Vatta,756,475,2,0,51,138,19,10,255,0,0,0,0,0
HU_2915,Vágáshuta,77,61,0,0,9,4,4,2,41,0,0,0,1,0
HU_1514,Vámosújfalu,681,502,9,0,48,155,5,2,279,0,2,1,1,0
HU_1158,Vilmány,940,460,11,0,119,67,3,4,252,0,0,4,0,0
HU_1298,Vilyvitány,220,156,1,0,7,21,5,1,118,0,0,2,1,0
HU_0509,Viss,532,237,3,0,44,70,0,2,115,0,1,2,0,0
HU_0395,Viszló,72,61,1,0,4,4,1,0,50,0,1,0,0,0
HU_2108,Vizsoly,668,413,2,0,24,102,59,2,223,0,1,0,0,0
HU_1561,Zalkod,239,181,3,0,39,18,1,0,115,0,2,3,0,0
HU_0306,Zádorfalva,340,205,0,0,38,43,5,1,115,0,1,1,1,0
HU_3160,Zemplénagárd,632,327,1,0,27,55,5,4,233,0,1,1,0,0
HU_1927,Ziliz,292,203,3,0,27,98,6,1,66,0,1,1,0,0
HU_1102,Zsujta,148,91,2,0,8,12,3,0,66,0,0,0,0,0
HU_1910,Zubogy,482,298,6,0,70,77,11,3,124,0,3,1,2,1
HU_2096,Gibárt,294,209,0,0,27,58,3,1,110,0,7,2,0,1
HU_3424,Algyõ,4279,2476,21,0,480,497,217,60,1158,39,0,0,0,4
HU_1619,Ambrózfalva,400,236,2,0,33,62,22,2,109,5,0,0,0,1
HU_1425,Apátfalva,2582,1391,4,0,186,281,36,14,842,25,0,0,0,3
HU_1906,Árpádhalom,448,268,0,0,32,59,9,3,162,2,0,0,0,1
HU_1033,Ásotthalom,3241,1823,10,0,205,164,50,13,1261,115,0,0,0,5
HU_2910,Baks,1663,767,12,0,110,214,35,7,380,8,0,0,0,1
HU_2367,Balástya,2751,1520,13,0,171,261,83,37,872,76,0,0,0,7
HU_0819,Bordány,2557,1492,12,0,209,271,123,34,791,49,0,0,0,3
HU_0212,Csanádalberti,387,245,1,0,43,38,9,3,143,8,0,0,0,0
HU_0537,Csanádpalota,2486,1324,9,0,210,290,56,21,718,19,0,0,0,1
HU_2229,Csanytelek,2306,1163,11,0,147,270,42,10,665,16,0,0,0,2
HU_3228,Csengele,1553,875,7,0,41,118,21,8,663,15,0,0,0,2
HU_0511,Csongrád,14439,9436,71,0,1456,1774,349,171,5366,234,0,0,0,15
HU_0783,Derekegyház,1320,762,3,0,117,188,61,10,371,7,0,0,0,5
HU_2407,Deszk,2813,1797,32,0,452,234,186,53,790,46,0,0,0,4
HU_1338,Domaszék,3631,2252,12,0,255,251,159,48,1356,165,0,0,0,6
HU_3053,Dóc,605,334,4,0,26,112,8,4,176,3,0,0,0,1
HU_2299,Eperjes,501,279,0,0,30,58,14,4,169,4,0,0,0,0
HU_1997,Fábiánsebestyén,1791,990,2,0,182,207,42,26,515,13,0,0,0,3
HU_2264,Felgyõ,1056,663,2,0,73,100,28,9,429,22,0,0,0,0
HU_1899,Ferencszállás,555,295,3,0,87,62,16,6,116,5,0,0,0,0
HU_3302,Forráskút,1703,1033,7,0,86,119,49,52,689,29,0,0,0,2
HU_0921,Földeák,2646,1374,11,0,319,262,64,33,656,27,0,0,0,2
HU_0831,Hódmezõvásárhely,37935,25669,250,0,3341,5705,1566,569,13625,406,0,0,0,207
HU_1366,Királyhegyes,524,340,6,0,55,31,4,4,235,3,0,0,0,2
HU_3102,Kistelek,6016,3520,39,0,460,603,208,63,2016,123,0,0,0,8
HU_2666,Kiszombor,3295,1725,12,0,312,328,91,55,866,57,0,0,0,4
HU_0825,Klárafalva,409,215,3,0,21,31,14,9,134,3,0,0,0,0
HU_0995,Kövegy,353,171,1,0,33,29,10,3,89,6,0,0,0,0
HU_1441,Kübekháza,1231,654,5,0,160,74,29,13,356,15,0,0,0,2
HU_0596,Magyarcsanád,1148,560,5,0,90,76,15,14,352,7,0,0,0,1
HU_0735,Makó,19894,12012,111,0,2577,2179,622,315,5853,335,0,0,0,20
HU_1051,Maroslele,1701,921,7,0,137,201,30,22,503,19,0,0,0,2
HU_2573,Mártély,1046,726,1,0,82,194,46,23,366,9,0,0,0,5
HU_2155,Mindszent,5833,3792,25,0,355,993,160,58,2127,56,0,0,0,18
HU_0434,Mórahalom,4735,3335,36,0,345,316,124,59,2147,303,0,0,0,5
HU_2091,Nagyér,442,226,2,0,32,40,10,5,135,2,0,0,0,0
HU_1277,Nagylak,446,270,3,0,88,32,13,5,125,4,0,0,0,0
HU_1723,Nagymágocs,2526,1343,15,0,217,328,57,20,689,17,0,0,0,0
HU_2917,Nagytõke,377,183,2,0,27,46,7,4,92,5,0,0,0,0
HU_0775,Óföldeák,415,209,5,0,60,26,10,2,102,3,0,0,0,1
HU_1279,Ópusztaszer,1539,787,8,0,119,244,35,14,353,11,0,0,0,3
HU_3107,Öttömös,596,409,7,0,67,55,20,7,230,23,0,0,0,0
HU_0628,Pitvaros,1237,737,5,0,154,170,27,12,346,20,0,0,0,3
HU_0635,Pusztamérges,951,561,4,0,77,77,27,13,325,38,0,0,0,0
HU_2859,Pusztaszer,1214,706,8,0,106,94,30,13,431,23,0,0,0,1
HU_1316,Röszke,2613,1505,12,0,195,187,124,25,869,92,0,0,0,1
HU_0396,Ruzsa,2129,1318,21,0,146,112,70,33,832,102,0,0,0,2
HU_3170,Sándorfalva,6516,3580,16,0,719,594,254,89,1753,146,0,0,0,9
HU_1200,Szatymaz,3764,2013,5,0,322,380,106,42,1063,91,0,0,0,4
HU_3336,Szeged,131451,83577,516,0,23097,9324,8886,2666,37194,1750,0,0,0,144
HU_3248,Szegvár,3904,2479,17,0,242,452,86,26,1622,29,0,0,0,5
HU_1445,Szentes,23874,14955,126,0,2613,2944,1002,370,7601,264,0,0,0,35
HU_1226,Székkutas,1999,1292,10,0,189,278,78,22,686,18,0,0,0,11
HU_1696,Tiszasziget,1390,917,6,0,154,156,53,18,509,18,0,0,0,3
HU_2590,Tömörkény,1560,891,2,0,144,151,29,16,505,40,0,0,0,4
HU_1492,Újszentiván,1301,806,3,0,195,90,64,20,421,9,0,0,0,4
HU_2141,Üllés,2579,1433,14,0,157,276,100,29,804,53,0,0,0,0
HU_0554,Zákányszék,2258,1431,16,0,116,160,83,17,961,72,0,0,0,6
HU_1776,Zsombó,2674,1673,9,0,259,289,172,44,865,31,0,0,0,4
HU_1737,Aba,3555,2051,7,0,235,371,112,27,1271,28,0,0,0,0
HU_0892,Adony,3059,1868,9,0,445,251,91,52,987,33,0,0,0,0
HU_2682,Alap,1568,865,3,0,103,171,33,5,545,5,0,0,0,0
HU_1517,Alcsútdoboz,1153,789,6,0,74,67,27,5,601,9,0,0,0,0
HU_2528,Alsószentiván,514,298,1,0,54,66,1,4,170,2,0,0,0,0
HU_0873,Bakonycsernye,2529,1592,7,0,210,201,68,27,1045,34,0,0,0,0
HU_2315,Bakonykúti,110,91,0,0,17,11,19,1,41,2,0,0,0,0
HU_3110,Balinka,770,498,0,0,60,58,20,1,339,20,0,0,0,0
HU_0704,Baracs,2913,1746,14,0,402,261,139,68,811,51,0,0,0,0
HU_0858,Baracska,2171,1363,11,0,240,160,84,29,827,12,0,0,0,0
HU_0846,Beloiannisz,911,553,4,0,179,99,34,26,204,7,0,0,0,0
HU_1634,Besnyõ,1440,850,6,0,178,115,62,16,465,8,0,0,0,0
HU_1048,Bicske,8797,5734,38,0,904,728,317,148,3504,95,0,0,0,0
HU_1825,Bodajk,3334,2371,13,0,269,455,119,50,1414,51,0,0,0,0
HU_1162,Bodmér,196,161,0,0,37,33,4,3,82,2,0,0,0,0
HU_1315,Cece,2143,1397,6,0,88,299,34,6,957,7,0,0,0,0
HU_3054,Csabdi,964,648,7,0,55,88,41,8,436,13,0,0,0,0
HU_0536,Csákberény,982,713,5,0,56,136,44,15,449,8,0,0,0,0
HU_2000,Csákvár,4269,2803,18,0,403,370,169,52,1723,68,0,0,0,0
HU_2190,Csókakõ,1117,803,5,0,92,149,42,12,480,23,0,0,0,0
HU_0977,Csór,1449,937,9,0,109,177,53,16,554,19,0,0,0,0
HU_0673,Csõsz,795,447,3,0,29,119,13,10,271,2,0,0,0,0
HU_3275,Dég,1795,884,4,0,120,227,35,11,473,14,0,0,0,0
HU_0311,Dunaújváros,40842,26175,170,0,6584,4021,2485,876,11230,809,0,0,0,0
HU_2035,Elõszállás,1969,1168,9,0,148,231,84,32,647,17,0,0,0,0
HU_0280,Enying,5755,3277,26,0,525,974,104,53,1569,26,0,0,0,0
HU_2360,Ercsi,6707,3899,30,0,737,1003,199,67,1806,57,0,0,0,0
HU_0231,Etyek,3149,2114,16,0,315,223,189,72,1286,13,0,0,0,0
HU_3220,Fehérvárcsurgó,1582,1096,5,0,98,162,42,16,750,23,0,0,0,0
HU_2993,Felcsút,1421,1122,3,0,106,126,60,13,805,9,0,0,0,0
HU_0611,Füle,748,480,2,0,57,85,23,23,279,11,0,0,0,0
HU_1575,Gánt,480,352,0,0,29,45,20,3,244,11,0,0,0,0
HU_1029,Gárdony,8122,5495,48,0,1188,710,382,170,2875,122,0,0,0,0
HU_1591,Gyúró,971,682,6,0,68,83,62,14,445,4,0,0,0,0
HU_2342,Hantos,805,498,8,0,62,144,21,7,250,6,0,0,0,0
HU_1773,Igar,826,444,6,0,108,86,7,5,230,2,0,0,0,0
HU_3201,Iszkaszentgyörgy,1589,1026,9,0,145,241,88,24,484,35,0,0,0,0
HU_0220,Isztimér,757,499,5,0,53,122,26,7,275,11,0,0,0,0
HU_1346,Iváncsa,2272,1262,10,0,283,181,52,31,687,18,0,0,0,0
HU_1597,Jenõ,1028,579,8,0,44,107,25,7,377,11,0,0,0,0
HU_2134,Kajászó,851,557,3,0,48,92,23,27,362,2,0,0,0,0
HU_1668,Káloz,1935,1109,6,0,102,307,17,10,658,9,0,0,0,0
HU_2192,Kápolnásnyék,2890,1981,19,0,357,232,187,54,1091,41,0,0,0,0
HU_0234,Kincsesbánya,1253,835,3,0,146,178,55,27,413,13,0,0,0,0
HU_1263,Kisapostag,1195,855,8,0,118,145,77,27,458,22,0,0,0,0
HU_2899,Kisláng,2035,953,8,0,98,289,20,16,520,2,0,0,0,0
HU_3065,Kõszárhegy,1252,786,2,0,112,165,55,17,405,30,0,0,0,0
HU_3420,Kulcs,2130,1359,7,0,255,291,113,44,605,44,0,0,0,0
HU_0750,Lajoskomárom,1910,1091,7,0,218,156,35,26,638,11,0,0,0,0
HU_0726,Lepsény,2551,1403,6,0,186,328,83,38,744,18,0,0,0,0
HU_1911,Lovasberény,2211,1470,11,0,160,269,97,22,893,18,0,0,0,0
HU_2767,Magyaralmás,1284,924,2,0,74,117,38,25,647,21,0,0,0,0
HU_0465,Martonvásár,4501,3022,14,0,556,350,279,96,1665,62,0,0,0,0
HU_2349,Mány,1814,1092,7,0,141,118,57,11,737,21,0,0,0,0
HU_1694,Mátyásdomb,597,343,2,0,92,54,6,6,183,0,0,0,0,0
HU_1755,Mezõfalva,3918,2149,12,0,315,734,69,45,952,22,0,0,0,0
HU_0568,Mezõkomárom,793,428,3,0,57,78,18,2,267,3,0,0,0,0
HU_0657,Mezõszentgyörgy,1012,502,1,0,78,95,13,6,308,1,0,0,0,0
HU_2903,Mezõszilas,1796,821,10,0,144,135,40,12,474,6,0,0,0,0
HU_2571,Moha,417,308,0,0,32,46,29,7,179,15,0,0,0,0
HU_1848,Mór,11816,8360,47,0,1190,1304,476,209,4920,214,0,0,0,0
HU_2759,Nadap,417,305,1,0,50,41,20,11,179,3,0,0,0,0
HU_0700,Nagykarácsony,1156,676,4,0,71,109,20,8,456,8,0,0,0,0
HU_3236,Nagylók,892,480,3,0,57,117,25,3,271,4,0,0,0,0
HU_2358,Nagyveleg,529,368,4,0,27,37,19,10,260,11,0,0,0,0
HU_2613,Nagyvenyim,3426,2164,10,0,504,454,204,64,859,69,0,0,0,0
HU_1390,Nádasdladány,1463,832,5,0,128,187,59,11,431,11,0,0,0,0
HU_3430,Óbarok,610,359,6,0,47,59,25,7,213,2,0,0,0,0
HU_2575,Pákozd,2450,1743,34,0,237,239,120,58,1029,26,0,0,0,0
HU_2884,Pátka,1338,837,10,0,84,229,46,14,443,11,0,0,0,0
HU_2178,Pázmánd,1670,1090,11,0,167,119,65,26,685,17,0,0,0,0
HU_1935,Perkáta,3189,1611,21,0,276,288,72,25,910,19,0,0,0,0
HU_1752,Polgárdi,5115,2806,29,0,313,447,128,74,1786,29,0,0,0,0
HU_2901,Pusztaszabolcs,4980,2750,16,0,580,556,114,65,1363,56,0,0,0,0
HU_1777,Pusztavám,1907,1427,12,0,193,232,69,19,873,29,0,0,0,0
HU_0990,Rácalmás,3568,2358,15,0,514,475,195,76,987,96,0,0,0,0
HU_0201,Ráckeresztúr,2585,1506,6,0,229,389,84,18,765,15,0,0,0,0
HU_2369,Sárbogárd,10348,6630,45,0,1210,1400,216,134,3570,55,0,0,0,0
HU_0272,Sáregres,604,420,4,0,34,139,6,4,228,5,0,0,0,0
HU_3180,Sárkeresztes,1293,943,11,0,118,113,83,32,547,39,0,0,0,0
HU_2534,Sárkeresztúr,1713,730,7,0,131,152,10,7,417,6,0,0,0,0
HU_0269,Sárkeszi,468,259,4,0,30,56,14,20,126,9,0,0,0,0
HU_2514,Sárosd,2661,1339,13,0,176,269,46,32,789,14,0,0,0,0
HU_3153,Sárszentágota,1121,698,5,0,43,122,21,2,494,11,0,0,0,0
HU_1177,Sárszentmihály,2499,1579,11,0,238,287,112,44,827,60,0,0,0,0
HU_2020,Seregélyes,3647,2109,6,0,245,407,123,35,1267,26,0,0,0,0
HU_3332,Soponya,1553,919,6,0,81,211,26,12,576,7,0,0,0,0
HU_0289,Söréd,389,286,1,0,24,34,14,9,197,7,0,0,0,0
HU_1495,Sukoró,1065,786,2,0,158,82,55,25,440,24,0,0,0,0
HU_2870,Szabadbattyán,3769,2358,15,0,290,357,150,56,1423,67,0,0,0,0
HU_1325,Szabadegyháza,1796,1028,6,0,201,148,36,31,597,9,0,0,0,0
HU_1874,Szabadhídvég,703,389,5,0,61,40,24,4,251,4,0,0,0,0
HU_1954,Szár,1332,900,4,0,135,122,59,20,541,19,0,0,0,0
HU_1482,Székesfehérvár,82912,57703,349,0,11683,7624,5175,1976,29574,1322,0,0,0,0
HU_1446,Tabajd,761,527,4,0,38,46,18,7,408,6,0,0,0,0
HU_2926,Tác,1354,846,2,0,67,126,51,19,569,12,0,0,0,0
HU_2100,Tordas,1356,952,3,0,166,131,98,21,513,20,0,0,0,0
HU_1748,Újbarok,334,238,3,0,40,16,17,7,149,6,0,0,0,0
HU_1762,Úrhida,1782,1221,4,0,132,264,90,42,646,43,0,0,0,0
HU_0245,Vajta,718,434,1,0,64,77,8,4,275,5,0,0,0,0
HU_0582,Vál,1911,1331,5,0,119,171,56,24,938,18,0,0,0,0
HU_2501,Velence,4487,3105,18,0,736,329,224,96,1635,67,0,0,0,0
HU_0349,Vereb,656,397,1,0,70,44,20,8,248,6,0,0,0,0
HU_0275,Vértesacsa,1411,892,2,0,147,96,66,17,560,4,0,0,0,0
HU_1389,Vértesboglár,750,528,6,0,38,49,23,10,396,6,0,0,0,0
HU_3024,Zámoly,1864,1121,4,0,146,218,77,14,627,35,0,0,0,0
HU_3426,Zichyújfalu,795,450,3,0,83,63,9,10,279,3,0,0,0,0
HU_3434,Daruszentmiklós,1030,629,15,0,110,87,19,10,387,1,0,0,0,0
HU_1188,Abda,2515,1619,8,0,276,222,181,35,867,30,0,0,0,0
HU_3338,Acsalag,415,314,3,0,25,20,1,1,263,1,0,0,0,0
HU_2940,Agyagosszergény,719,493,2,0,55,56,15,12,347,6,0,0,0,0
HU_0488,Ágfalva,1598,985,6,0,133,152,67,36,573,18,0,0,0,0
HU_3224,Árpás,225,157,1,0,36,20,3,5,91,1,0,0,0,0
HU_2692,Ásványráró,1597,1062,8,0,152,142,42,16,693,9,0,0,0,0
HU_1504,Babót,975,657,4,0,74,79,21,6,470,3,0,0,0,0
HU_2893,Bakonygyirót,133,98,0,0,18,10,4,3,61,2,0,0,0,0
HU_2206,Bakonypéterd,219,144,5,0,18,26,4,0,91,0,0,0,0,0
HU_0594,Bakonyszentlászló,1525,926,6,0,109,130,41,6,622,12,0,0,0,0
HU_0619,Barbacs,595,342,2,0,39,34,11,5,247,4,0,0,0,0
HU_2876,Bágyogszovát,1089,705,1,0,83,68,19,12,516,6,0,0,0,0
HU_1058,Beled,2321,1534,7,0,239,185,80,22,987,14,0,0,0,0
HU_2980,Bezenye,1130,748,4,0,112,72,31,13,512,4,0,0,0,0
HU_1056,Bezi,410,260,0,0,18,28,5,5,189,15,0,0,0,0
HU_0622,Bodonhely,279,176,1,0,17,32,3,2,119,2,0,0,0,0
HU_0436,Bogyoszló,542,372,3,0,62,48,12,8,234,5,0,0,0,0
HU_0661,Börcs,984,587,1,0,112,62,62,18,325,7,0,0,0,0
HU_3395,Bõny,1772,942,8,0,178,159,42,24,525,6,0,0,0,0
HU_1550,Bõsárkány,1720,1151,2,0,141,79,23,17,873,16,0,0,0,0
HU_2708,Cakóháza,45,31,1,0,3,1,0,0,26,0,0,0,0,0
HU_1595,Cirák,493,330,3,0,31,40,7,4,240,5,0,0,0,0
HU_0856,Csapod,460,314,2,0,34,45,11,6,213,3,0,0,0,0
HU_1004,Csáfordjánosfa,192,145,2,0,24,9,0,2,108,0,0,0,0,0
HU_3019,Csér,31,23,0,0,5,6,0,0,12,0,0,0,0,0
HU_1350,Csikvánd,420,274,3,0,23,35,7,2,201,3,0,0,0,0
HU_0403,Csorna,8705,6254,21,0,854,550,200,117,4410,102,0,0,0,0
HU_2186,Darnózseli,1260,841,5,0,170,96,38,29,496,7,0,0,0,0
HU_3259,Dénesfa,317,200,0,0,29,23,4,0,141,3,0,0,0,0
HU_2191,Dör,492,340,5,0,25,20,6,5,275,4,0,0,0,0
HU_2773,Dunakiliti,1432,893,2,0,173,125,53,20,516,4,0,0,0,0
HU_0207,Dunaremete,212,166,5,0,26,22,10,3,99,1,0,0,0,0
HU_2107,Dunaszeg,1567,1034,3,0,101,132,73,31,675,19,0,0,0,0
HU_1587,Dunaszentpál,572,365,5,0,63,49,17,19,201,11,0,0,0,0
HU_1045,Dunasziget,1150,712,3,0,93,114,42,14,441,5,0,0,0,0
HU_2634,Ebergõc,112,94,1,0,12,12,3,3,62,1,0,0,0,0
HU_2244,Edve,112,87,1,0,11,15,3,0,56,1,0,0,0,0
HU_2028,Egyed,459,265,1,0,43,41,14,4,158,4,0,0,0,0
HU_1523,Egyházasfalu,707,517,3,0,37,53,10,7,401,6,0,0,0,0
HU_1503,Enese,1410,897,5,0,122,82,37,40,583,28,0,0,0,0
HU_1670,Écs,1497,1022,3,0,76,131,69,16,718,9,0,0,0,0
HU_3399,Farád,1631,1135,4,0,110,125,29,14,837,16,0,0,0,0
HU_0695,Fehértó,409,296,5,0,26,55,10,4,190,6,0,0,0,0
HU_3271,Feketeerdõ,389,263,0,0,50,35,11,14,150,3,0,0,0,0
HU_3325,Felpéc,693,437,7,0,56,93,15,5,257,4,0,0,0,0
HU_3067,Fenyõfõ,116,84,2,0,0,8,0,0,74,0,0,0,0,0
HU_1125,Fertõboz,222,158,1,0,20,23,7,7,99,1,0,0,0,0
HU_0988,Fertõd,2735,1881,11,0,230,271,64,37,1188,80,0,0,0,0
HU_0948,Fertõendréd,509,359,5,0,35,71,7,3,232,6,0,0,0,0
HU_1065,Fertõhomok,469,355,4,0,37,54,18,11,222,9,0,0,0,0
HU_1241,Fertõrákos,1814,1084,1,0,282,109,85,48,550,9,0,0,0,0
HU_1534,Fertõszentmiklós,3047,2213,10,0,275,264,87,47,1473,57,0,0,0,0
HU_3144,Fertõszéplak,991,683,2,0,63,73,25,13,436,71,0,0,0,0
HU_0206,Gönyû,2444,1344,9,0,243,162,99,40,763,28,0,0,0,0
HU_1796,Gyalóka,64,46,0,0,4,9,2,1,29,1,0,0,0,0
HU_2686,Gyarmat,1097,717,4,0,65,95,46,9,483,15,0,0,0,0
HU_2384,Gyóró,322,216,1,0,20,24,3,2,166,0,0,0,0,0
HU_2040,Gyömöre,1027,634,0,0,57,87,23,4,455,8,0,0,0,0
HU_2558,Gyõr,102452,68998,373,0,13769,8143,5050,2417,38067,1179,0,0,0,0
HU_0872,Gyõrasszonyfa,424,294,8,0,23,26,22,3,211,1,0,0,0,0
HU_1319,Gyõrladamér,1199,816,8,0,103,115,62,23,489,16,0,0,0,0
HU_3131,Gyõrság,1189,808,3,0,63,82,21,14,615,10,0,0,0,0
HU_1930,Gyõrsövényház,680,386,4,0,75,62,14,8,213,10,0,0,0,0
HU_1565,Gyõrszemere,2525,1415,10,0,142,240,100,23,872,28,0,0,0,0
HU_0748,Gyõrújbarát,4452,3216,21,0,440,321,280,123,1982,49,0,0,0,0
HU_3178,Gyõrújfalu,1084,823,2,0,67,84,72,27,558,13,0,0,0,0
HU_1522,Gyõrzámoly,1739,1230,2,0,128,189,111,33,749,18,0,0,0,0
HU_2679,Halászi,2426,1525,6,0,215,155,96,43,1002,8,0,0,0,0
HU_0764,Harka,1279,861,3,0,129,128,86,33,466,16,0,0,0,0
HU_1790,Hegyeshalom,2742,1614,4,0,319,212,93,43,926,17,0,0,0,0
HU_1840,Hegykõ,1097,875,4,0,65,113,20,16,648,9,0,0,0,0
HU_1230,Hédervár,909,577,4,0,115,74,29,18,330,7,0,0,0,0
HU_2337,Hidegség,280,195,1,0,27,20,13,7,124,3,0,0,0,0
HU_0402,Himod,552,348,2,0,37,49,15,2,240,3,0,0,0,0
HU_1002,Hövej,262,200,1,0,6,42,6,1,142,2,0,0,0,0
HU_2060,Ikrény,1428,845,6,0,102,139,77,33,457,31,0,0,0,0
HU_3163,Iván,1030,607,3,0,68,222,13,17,283,1,0,0,0,0
HU_2922,Jánossomorja,4793,2680,17,0,480,320,119,62,1644,38,0,0,0,0
HU_0664,Jobaháza,456,271,3,0,33,23,5,4,198,5,0,0,0,0
HU_1211,Kajárpéc,1104,730,5,0,51,79,35,12,543,5,0,0,0,0
