gisco_id,name,registered,turnout,invalid,blank,SZDSZ,FIDESZ-MDF,MSZP,Centrum,MIÉP,Ind.,FKGP,MSZDP-MSZP,MSZP-SZDSZ
HU_3124,Visonta,853,629,7,0,0,231,391,0,0,0,0,0,0
HU_0351,Visznek,1028,689,4,0,0,316,369,0,0,0,0,0,0
HU_2344,Zaránk,415,312,0,0,0,166,146,0,0,0,0,0,0
HU_1244,Abádszalók,3855,2379,21,0,0,1366,992,0,0,0,0,0,0
HU_2526,Alattyán,1625,1141,9,0,0,668,464,0,0,0,0,0,0
HU_3400,Berekfürdõ,807,633,3,0,0,340,290,0,0,0,0,0,0
HU_1130,Besenyszög,2809,1953,18,0,0,1210,725,0,0,0,0,0,0
HU_3417,Csataszög,246,194,1,0,0,104,89,0,0,0,0,0,0
HU_1664,Fegyvernek,5604,3451,37,0,0,1538,1876,0,0,0,0,0,0
HU_3405,Hunyadfalva,177,119,1,0,0,78,40,0,0,0,0,0,0
HU_2285,Jánoshida,2198,1569,19,0,0,907,643,0,0,0,0,0,0
HU_3071,Jászalsószentgyörgy,3056,2163,13,0,0,1253,897,0,0,0,0,0,0
HU_2220,Jászapáti,7333,5316,33,0,0,2756,2527,0,0,0,0,0,0
HU_2292,Jászágó,635,367,2,0,0,231,134,0,0,0,0,0,0
HU_2210,Jászárokszállás,6769,4666,48,0,0,2584,2034,0,0,0,0,0,0
HU_1820,Jászberény,23259,17195,125,0,0,8168,8902,0,0,0,0,0,0
HU_1581,Jászboldogháza,1529,1180,11,0,0,823,346,0,0,0,0,0,0
HU_1797,Jászdózsa,1855,1314,15,0,0,676,623,0,0,0,0,0,0
HU_2357,Jászfelsõszentgyörgy,1381,841,10,0,0,508,323,0,0,0,0,0,0
HU_2333,Jászfényszaru,4635,2991,25,0,0,1259,1707,0,0,0,0,0,0
HU_2408,Jászivány,363,305,2,0,0,128,175,0,0,0,0,0,0
HU_2518,Jászjákóhalma,2461,1785,14,0,0,1017,754,0,0,0,0,0,0
HU_2279,Jászkisér,4573,2987,27,0,0,1540,1420,0,0,0,0,0,0
HU_2111,Jászladány,4667,3109,27,0,0,1427,1655,0,0,0,0,0,0
HU_1351,Jászszentandrás,2309,1656,9,0,0,1026,621,0,0,0,0,0,0
HU_2313,Jásztelek,1312,892,5,0,0,461,426,0,0,0,0,0,0
HU_0492,Karcag,17319,12414,138,0,0,7033,5243,0,0,0,0,0,0
HU_1714,Kenderes,4070,2544,28,0,0,1598,918,0,0,0,0,0,0
HU_0741,Kengyel,3127,2102,10,0,0,952,1140,0,0,0,0,0,0
HU_1981,Kétpó,644,504,8,0,0,224,272,0,0,0,0,0,0
HU_2591,Kisújszállás,10039,7369,42,0,0,3572,3755,0,0,0,0,0,0
HU_1123,Kõtelek,1457,1017,8,0,0,485,524,0,0,0,0,0,0
HU_0525,Kuncsorba,609,442,4,0,0,252,186,0,0,0,0,0,0
HU_2256,Kunhegyes,6892,4481,37,0,0,2152,2292,0,0,0,0,0,0
HU_2317,Kunmadaras,4378,2731,30,0,0,1429,1272,0,0,0,0,0,0
HU_3023,Mesterszállás,684,577,6,0,0,354,217,0,0,0,0,0,0
HU_2628,Mezõhék,341,249,3,0,0,118,128,0,0,0,0,0,0
HU_0426,Mezõtúr,15577,11254,86,0,0,4862,6306,0,0,0,0,0,0
HU_2168,Nagyiván,1023,843,7,0,0,490,346,0,0,0,0,0,0
HU_1557,Nagykörû,1402,974,8,0,0,504,462,0,0,0,0,0,0
HU_2938,Örményes,968,666,8,0,0,253,405,0,0,0,0,0,0
HU_1524,Pusztamonostor,1402,912,5,0,0,523,384,0,0,0,0,0,0
HU_1420,Rákóczifalva,4589,3283,26,0,0,1361,1896,0,0,0,0,0,0
HU_1242,Rákócziújfalu,1514,903,5,0,0,348,550,0,0,0,0,0,0
HU_0587,Szajol,3216,2278,21,0,0,996,1261,0,0,0,0,0,0
HU_0577,Szászberek,766,544,5,0,0,237,302,0,0,0,0,0,0
HU_2785,Szolnok,61698,46752,248,0,0,18344,28160,0,0,0,0,0,0
HU_1077,Tiszabõ,1158,786,6,0,0,509,271,0,0,0,0,0,0
HU_2277,Tiszabura,1827,1308,8,0,0,924,376,0,0,0,0,0,0
HU_1623,Tiszaderzs,1048,689,5,0,0,380,304,0,0,0,0,0,0
HU_2972,Tiszafüred,11384,7956,74,0,0,3834,4048,0,0,0,0,0,0
HU_3030,Tiszagyenda,905,602,10,0,0,205,387,0,0,0,0,0,0
HU_2869,Tiszaigar,780,496,6,0,0,303,187,0,0,0,0,0,0
HU_2934,Tiszajenõ,1308,960,2,0,0,651,307,0,0,0,0,0,0
HU_1578,Tiszaörs,1210,858,3,0,0,515,340,0,0,0,0,0,0
HU_0337,Tiszapüspöki,1593,1083,4,0,0,430,649,0,0,0,0,0,0
HU_2018,Tiszaroff,1611,1117,11,0,0,537,569,0,0,0,0,0,0
HU_1769,Tiszasüly,1447,912,7,0,0,412,493,0,0,0,0,0,0
HU_2278,Tiszaszentimre,1923,1222,12,0,0,607,603,0,0,0,0,0,0
HU_0962,Tiszatenyõ,1449,950,6,0,0,414,530,0,0,0,0,0,0
HU_3186,Tiszavárkony,1365,1009,4,0,0,561,444,0,0,0,0,0,0
HU_0955,Tomajmonostora,622,430,6,0,0,215,209,0,0,0,0,0,0
HU_0749,Tószeg,3750,2625,26,0,0,1326,1273,0,0,0,0,0,0
HU_2731,Törökszentmiklós,18162,12687,69,0,0,5890,6728,0,0,0,0,0,0
HU_2822,Túrkeve,8051,5033,55,0,0,2135,2843,0,0,0,0,0,0
HU_1529,Újszász,5377,3756,37,0,0,1897,1822,0,0,0,0,0,0
HU_2115,Vezseny,583,437,6,0,0,236,195,0,0,0,0,0,0
HU_1483,Zagyvarékas,2949,1966,18,0,0,893,1055,0,0,0,0,0,0
HU_3234,Almásfüzitõ,1915,1531,4,0,0,620,907,0,0,0,0,0,0
HU_3422,Annavölgy,769,545,0,0,0,175,370,0,0,0,0,0,0
HU_0442,Ács,5649,3722,22,0,0,1861,1839,0,0,0,0,0,0
HU_2921,Baj,2028,1586,7,0,0,756,823,0,0,0,0,0,0
HU_1674,Bajna,1624,1216,0,0,0,686,530,0,0,0,0,0,0
HU_2935,Bajót,1145,890,3,0,0,501,386,0,0,0,0,0,0
HU_1892,Csolnok,2755,1982,4,0,0,892,1086,0,0,0,0,0,0
HU_2291,Dág,760,638,0,0,0,452,186,0,0,0,0,0,0
HU_1049,Dorog,10109,7534,22,0,0,2337,5175,0,0,0,0,0,0
HU_0659,Dömös,859,631,5,0,0,363,263,0,0,0,0,0,0
HU_3383,Dunaalmás,1182,893,5,0,0,430,458,0,0,0,0,0,0
HU_2410,Dunaszentmiklós,338,286,3,0,0,194,89,0,0,0,0,0,0
HU_2963,Epöl,527,395,3,0,0,250,142,0,0,0,0,0,0
HU_2513,Esztergom,23238,17740,71,0,0,9827,7842,0,0,0,0,0,0
HU_0652,Gyermely,1016,793,8,0,0,486,299,0,0,0,0,0,0
HU_1189,Héreg,825,598,1,0,0,343,254,0,0,0,0,0,0
HU_2957,Kesztölc,1997,1473,11,0,0,673,789,0,0,0,0,0,0
HU_0251,Kocs,2126,1517,17,0,0,903,597,0,0,0,0,0,0
HU_0544,Komárom,15779,12138,54,0,0,5782,6302,0,0,0,0,0,0
HU_3055,Környe,3535,2667,6,0,0,1164,1497,0,0,0,0,0,0
HU_1525,Lábatlan,4396,3124,22,0,0,1286,1816,0,0,0,0,0,0
HU_2548,Leányvár,1361,1047,3,0,0,469,575,0,0,0,0,0,0
HU_2263,Máriahalom,494,368,1,0,0,178,189,0,0,0,0,0,0
HU_2693,Mocsa,1853,1357,17,0,0,872,468,0,0,0,0,0,0
HU_2825,Mogyorósbánya,687,520,3,0,0,244,273,0,0,0,0,0,0
HU_2707,Nagysáp,1186,880,11,0,0,514,355,0,0,0,0,0,0
HU_2016,Naszály,1867,1340,14,0,0,526,800,0,0,0,0,0,0
HU_3382,Neszmély,1159,858,9,0,0,480,369,0,0,0,0,0,0
HU_1535,Nyergesújfalu,6212,4618,20,0,0,1929,2669,0,0,0,0,0,0
HU_2187,Piliscsév,1842,1312,1,0,0,749,562,0,0,0,0,0,0
HU_1466,Pilismarót,1470,1066,9,0,0,577,480,0,0,0,0,0,0
HU_2690,Sárisáp,2332,1701,4,0,0,622,1075,0,0,0,0,0,0
HU_0868,Süttõ,1660,1216,4,0,0,477,735,0,0,0,0,0,0
HU_3349,Szárliget,1646,1237,15,0,0,411,811,0,0,0,0,0,0
HU_2142,Szomor,835,666,1,0,0,376,289,0,0,0,0,0,0
HU_2261,Szomód,1605,1235,5,0,0,639,591,0,0,0,0,0,0
HU_3022,Tardos,1277,931,4,0,0,419,508,0,0,0,0,0,0
HU_1893,Tarján,2171,1675,14,0,0,967,694,0,0,0,0,0,0
HU_2012,Tata,19362,14958,59,0,0,6639,8260,0,0,0,0,0,0
HU_1815,Tatabánya,57474,41183,275,0,0,12474,28434,0,0,0,0,0,0
HU_0875,Tát,4447,3282,18,0,0,1458,1806,0,0,0,0,0,0
HU_1415,Tokod,3471,2555,13,0,0,1113,1429,0,0,0,0,0,0
HU_3402,Tokodaltáró,2326,1645,11,0,0,599,1035,0,0,0,0,0,0
HU_2763,Úny,523,401,0,0,0,221,180,0,0,0,0,0,0
HU_1725,Várgesztes,432,350,2,0,0,174,174,0,0,0,0,0,0
HU_1528,Vértessomló,1070,854,1,0,0,437,416,0,0,0,0,0,0
HU_3126,Vértesszõlõs,2147,1693,11,0,0,686,996,0,0,0,0,0,0
HU_2962,Vértestolna,403,319,3,0,0,170,146,0,0,0,0,0,0
HU_1642,Alsópetény,539,403,3,0,0,197,203,0,0,0,0,0,0
HU_0762,Alsótold,214,170,0,0,0,103,67,0,0,0,0,0,0
HU_1365,Balassagyarmat,14282,11242,68,0,0,5125,6049,0,0,0,0,0,0
HU_2434,Bánk,593,494,2,0,0,298,194,0,0,0,0,0,0
HU_2004,Bárna,902,681,2,0,0,214,465,0,0,0,0,0,0
HU_3353,Bátonyterenye,12141,8520,36,0,0,2711,5773,0,0,0,0,0,0
HU_1201,Becske,532,400,4,0,0,261,135,0,0,0,0,0,0
HU_0238,Bercel,1611,1102,9,0,0,699,394,0,0,0,0,0,0
HU_0903,Berkenye,467,364,8,0,0,271,85,0,0,0,0,0,0
HU_3291,Bér,359,239,1,0,0,174,64,0,0,0,0,0,0
HU_0384,Bokor,119,100,0,0,0,70,30,0,0,0,0,0,0
HU_0989,Borsosberény,771,489,2,0,0,274,213,0,0,0,0,0,0
HU_1423,Buják,1846,1223,10,0,0,654,559,0,0,0,0,0,0
HU_0366,Cered,1080,705,2,0,0,328,375,0,0,0,0,0,0
HU_2193,Cserháthaláp,339,269,2,0,0,153,114,0,0,0,0,0,0
HU_2259,Cserhátsurány,725,545,2,0,0,375,168,0,0,0,0,0,0
HU_3231,Cserhátszentiván,156,131,4,0,0,75,52,0,0,0,0,0,0
HU_2014,Csesztve,295,241,0,0,0,167,74,0,0,0,0,0,0
HU_3027,Csécse,807,524,3,0,0,219,302,0,0,0,0,0,0
HU_0505,Csitár,377,277,1,0,0,172,104,0,0,0,0,0,0
HU_0732,Debercsény,90,79,1,0,0,66,12,0,0,0,0,0,0
HU_1251,Dejtár,1170,934,8,0,0,555,371,0,0,0,0,0,0
HU_0674,Diósjenõ,2250,1635,5,0,0,1142,488,0,0,0,0,0,0
HU_2443,Dorogháza,1042,797,6,0,0,315,476,0,0,0,0,0,0
HU_0815,Drégelypalánk,1259,923,1,0,0,699,223,0,0,0,0,0,0
HU_0425,Ecseg,989,637,7,0,0,245,385,0,0,0,0,0,0
HU_1765,Egyházasdengeleg,421,288,6,0,0,133,149,0,0,0,0,0,0
HU_0598,Egyházasgerge,638,468,4,0,0,222,242,0,0,0,0,0,0
HU_2549,Endrefalva,865,534,8,0,0,244,282,0,0,0,0,0,0
HU_2265,Erdõkürt,476,371,2,0,0,257,112,0,0,0,0,0,0
HU_2179,Erdõtarcsa,509,316,3,0,0,143,170,0,0,0,0,0,0
HU_1537,Etes,1181,851,8,0,0,318,525,0,0,0,0,0,0
HU_2158,Érsekvadkert,3035,2350,6,0,0,1698,646,0,0,0,0,0,0
HU_2432,Felsõpetény,569,449,3,0,0,319,127,0,0,0,0,0,0
HU_3331,Felsõtold,155,138,0,0,0,61,77,0,0,0,0,0,0
HU_2566,Galgaguta,628,432,2,0,0,296,134,0,0,0,0,0,0
HU_1849,Garáb,78,71,0,0,0,48,23,0,0,0,0,0,0
HU_0532,Herencsény,583,469,5,0,0,331,133,0,0,0,0,0,0
HU_0399,Héhalom,856,587,5,0,0,328,254,0,0,0,0,0,0
HU_3324,Hollókõ,335,290,3,0,0,188,99,0,0,0,0,0,0
HU_1320,Hont,479,337,3,0,0,244,90,0,0,0,0,0,0
HU_1371,Horpács,160,127,1,0,0,59,67,0,0,0,0,0,0
HU_1687,Hugyag,727,529,6,0,0,292,231,0,0,0,0,0,0
HU_2683,Iliny,160,136,0,0,0,114,22,0,0,0,0,0,0
HU_0332,Ipolytarnóc,402,318,2,0,0,224,92,0,0,0,0,0,0
HU_2931,Ipolyvece,655,502,2,0,0,372,128,0,0,0,0,0,0
HU_0871,Jobbágyi,1745,1194,11,0,0,466,717,0,0,0,0,0,0
HU_1862,Karancsalja,1282,954,8,0,0,395,551,0,0,0,0,0,0
HU_2554,Karancsberény,795,600,2,0,0,324,274,0,0,0,0,0,0
HU_0885,Karancskeszi,1598,1106,8,0,0,569,529,0,0,0,0,0,0
HU_2104,Karancslapujtõ,2240,1608,10,0,0,736,862,0,0,0,0,0,0
HU_2689,Karancsság,849,562,5,0,0,290,267,0,0,0,0,0,0
HU_2838,Kazár,1736,1094,9,0,0,304,781,0,0,0,0,0,0
HU_0864,Kálló,1060,728,10,0,0,480,238,0,0,0,0,0,0
HU_3141,Keszeg,571,404,4,0,0,249,151,0,0,0,0,0,0
HU_1184,Kétbodony,449,348,6,0,0,195,147,0,0,0,0,0,0
HU_2724,Kisbágyon,377,279,2,0,0,87,190,0,0,0,0,0,0
HU_2629,Kisbárkány,188,145,0,0,0,125,20,0,0,0,0,0,0
HU_3320,Kisecset,189,146,0,0,0,89,57,0,0,0,0,0,0
HU_3340,Kishartyán,504,392,0,0,0,173,219,0,0,0,0,0,0
HU_1384,Kozárd,164,144,2,0,0,90,52,0,0,0,0,0,0
HU_1945,Kutasó,91,73,0,0,0,35,38,0,0,0,0,0,0
HU_3039,Legénd,448,304,3,0,0,194,107,0,0,0,0,0,0
HU_0487,Litke,687,509,10,0,0,233,266,0,0,0,0,0,0
HU_2019,Lucfalva,489,381,3,0,0,241,137,0,0,0,0,0,0
HU_0277,Ludányhalászi,1021,663,6,0,0,387,270,0,0,0,0,0,0
HU_2696,Magyargéc,615,506,2,0,0,278,226,0,0,0,0,0,0
HU_3240,Magyarnándor,1014,717,7,0,0,378,332,0,0,0,0,0,0
HU_1464,Márkháza,196,156,0,0,0,95,61,0,0,0,0,0,0
HU_2007,Mátramindszent,768,580,1,0,0,266,313,0,0,0,0,0,0
HU_1937,Mátranovák,1710,1231,5,0,0,406,820,0,0,0,0,0,0
HU_2433,Mátraszele,835,561,2,0,0,221,338,0,0,0,0,0,0
HU_0433,Mátraszõlõs,1333,919,3,0,0,388,528,0,0,0,0,0,0
HU_3352,Mátraterenye,1647,1215,5,0,0,442,768,0,0,0,0,0,0
HU_3010,Mátraverebély,1654,1195,8,0,0,468,719,0,0,0,0,0,0
HU_1322,Mihálygerge,579,486,0,0,0,240,246,0,0,0,0,0,0
HU_2791,Mohora,755,574,0,0,0,287,287,0,0,0,0,0,0
HU_1639,Nagybárkány,520,381,1,0,0,242,138,0,0,0,0,0,0
HU_3428,Nagykeresztúr,232,183,2,0,0,97,84,0,0,0,0,0,0
HU_2110,Nagylóc,1385,988,4,0,0,527,457,0,0,0,0,0,0
HU_2398,Nagyoroszi,1675,1179,8,0,0,595,576,0,0,0,0,0,0
HU_2758,Nemti,657,495,6,0,0,249,240,0,0,0,0,0,0
HU_0979,Nézsa,937,691,12,0,0,500,179,0,0,0,0,0,0
HU_0435,Nógrád,1243,989,3,0,0,595,391,0,0,0,0,0,0
HU_3230,Nógrádkövesd,609,432,0,0,0,224,208,0,0,0,0,0,0
HU_2983,Nógrádmarcal,433,313,1,0,0,210,102,0,0,0,0,0,0
HU_1213,Nógrádmegyer,1310,1032,8,0,0,458,566,0,0,0,0,0,0
HU_0838,Nógrádsáp,759,618,4,0,0,412,202,0,0,0,0,0,0
HU_1949,Nógrádsipek,631,482,5,0,0,341,136,0,0,0,0,0,0
HU_2734,Nógrádszakál,481,362,1,0,0,135,226,0,0,0,0,0,0
HU_2942,Nõtincs,937,690,10,0,0,456,224,0,0,0,0,0,0
HU_0324,Õrhalom,875,704,6,0,0,425,273,0,0,0,0,0,0
HU_1931,Õsagárd,284,237,1,0,0,176,60,0,0,0,0,0,0
HU_0588,Palotás,1397,1029,12,0,0,460,557,0,0,0,0,0,0
HU_0719,Patak,817,671,6,0,0,466,199,0,0,0,0,0,0
HU_3388,Patvarc,526,431,8,0,0,265,158,0,0,0,0,0,0
HU_0740,Pásztó,8068,6247,44,0,0,3286,2917,0,0,0,0,0,0
HU_1159,Piliny,501,389,3,0,0,194,192,0,0,0,0,0,0
HU_1786,Pusztaberki,112,102,1,0,0,68,33,0,0,0,0,0,0
HU_2382,Rétság,2320,1738,3,0,0,956,779,0,0,0,0,0,0
HU_2888,Rimóc,1438,1068,7,0,0,797,264,0,0,0,0,0,0
HU_1219,Romhány,1896,1372,15,0,0,736,621,0,0,0,0,0,0
HU_2578,Salgótarján,36846,26582,189,0,0,9012,17381,0,0,0,0,0,0
HU_1252,Ságújfalu,791,523,2,0,0,206,315,0,0,0,0,0,0
HU_2457,Sámsonháza,236,185,2,0,0,111,72,0,0,0,0,0,0
HU_1488,Sóshartyán,619,477,0,0,0,299,178,0,0,0,0,0,0
HU_1979,Szalmatercs,393,310,1,0,0,172,137,0,0,0,0,0,0
HU_1375,Szanda,592,475,4,0,0,298,173,0,0,0,0,0,0
HU_1019,Szarvasgede,403,265,2,0,0,115,148,0,0,0,0,0,0
HU_1532,Szátok,371,264,1,0,0,195,68,0,0,0,0,0,0
HU_0450,Szendehely,1105,892,6,0,0,564,322,0,0,0,0,0,0
HU_0904,Szente,311,248,0,0,0,181,67,0,0,0,0,0,0
HU_2304,Szécsénke,234,203,3,0,0,157,43,0,0,0,0,0,0
HU_0662,Szécsény,5319,4140,21,0,0,2175,1944,0,0,0,0,0,0
HU_3301,Szécsényfelfalu,410,300,1,0,0,131,168,0,0,0,0,0,0
HU_0795,Szilaspogony,290,247,4,0,0,102,141,0,0,0,0,0,0
HU_2163,Szirák,896,579,7,0,0,294,278,0,0,0,0,0,0
HU_2819,Szuha,632,526,5,0,0,192,329,0,0,0,0,0,0
HU_1904,Szurdokpüspöki,1690,1215,15,0,0,664,536,0,0,0,0,0,0
HU_1878,Szügy,1129,879,1,0,0,397,481,0,0,0,0,0,0
HU_3289,Tar,1670,1259,5,0,0,613,641,0,0,0,0,0,0
HU_2417,Tereske,586,391,10,0,0,222,159,0,0,0,0,0,0
HU_0484,Terény,376,289,3,0,0,202,84,0,0,0,0,0,0
HU_0638,Tolmács,628,471,4,0,0,269,198,0,0,0,0,0,0
HU_3091,Vanyarc,1076,697,7,0,0,416,274,0,0,0,0,0,0
HU_2949,Varsány,1382,1103,7,0,0,675,421,0,0,0,0,0,0
HU_1032,Vizslás,1111,749,1,0,0,265,483,0,0,0,0,0,0
HU_2166,Zabar,458,299,2,0,0,138,159,0,0,0,0,0,0
HU_2787,Abony,11925,7998,59,0,0,4268,3671,0,0,0,0,0,0
HU_1857,Acsa,1177,771,8,0,0,500,263,0,0,0,0,0,0
HU_3165,Albertirsa,9072,6384,46,0,0,3159,3179,0,0,0,0,0,0
HU_2319,Alsónémedi,3747,2708,19,0,0,1744,945,0,0,0,0,0,0
HU_3356,Apaj,918,638,3,0,0,290,345,0,0,0,0,0,0
HU_1618,Aszód,4572,3463,20,0,0,1658,1785,0,0,0,0,0,0
HU_1010,Áporka,901,680,5,0,0,307,368,0,0,0,0,0,0
HU_0913,Bag,3074,2351,19,0,0,1409,923,0,0,0,0,0,0
HU_1877,Bernecebaráti,776,619,4,0,0,478,137,0,0,0,0,0,0
HU_2509,Bénye,939,646,6,0,0,335,305,0,0,0,0,0,0
HU_0889,Biatorbágy,6715,5332,27,0,0,2858,2447,0,0,0,0,0,0
HU_0340,Budajenõ,984,819,8,0,0,437,374,0,0,0,0,0,0
HU_2346,Budakalász,7383,5832,22,0,0,3022,2788,0,0,0,0,0,0
HU_1205,Budakeszi,10230,8397,48,0,0,4233,4116,0,0,0,0,0,0
HU_2327,Budaörs,18849,15051,75,0,0,6768,8208,0,0,0,0,0,0
HU_3202,Bugyi,3996,2817,18,0,0,1674,1125,0,0,0,0,0,0
HU_1134,Cegléd,29837,22087,114,0,0,11346,10627,0,0,0,0,0,0
HU_2064,Ceglédbercel,3674,2783,14,0,0,1477,1292,0,0,0,0,0,0
HU_0518,Csemõ,3068,1995,14,0,0,1236,745,0,0,0,0,0,0
HU_1847,Csévharaszt,1389,920,3,0,0,537,380,0,0,0,0,0,0
HU_0682,Csobánka,2075,1602,8,0,0,910,684,0,0,0,0,0,0
HU_3311,Csomád,645,444,0,0,0,258,186,0,0,0,0,0,0
HU_2280,Csömör,5528,4296,17,0,0,2185,2094,0,0,0,0,0,0
HU_2698,Csõvár,557,409,5,0,0,292,112,0,0,0,0,0,0
HU_0924,Dabas,12239,8823,53,0,0,5273,3497,0,0,0,0,0,0
HU_3181,Dánszentmiklós,2116,1542,14,0,0,611,917,0,0,0,0,0,0
HU_1839,Dány,3295,2621,5,0,0,1826,790,0,0,0,0,0,0
HU_0997,Délegyháza,1891,1286,8,0,0,602,676,0,0,0,0,0,0
HU_2401,Diósd,4730,3818,11,0,0,1762,2045,0,0,0,0,0,0
HU_0480,Domony,1455,1117,11,0,0,671,435,0,0,0,0,0,0
HU_2964,Dömsöd,4604,3176,41,0,0,2090,1045,0,0,0,0,0,0
HU_2536,Dunabogdány,2333,1832,6,0,0,1304,522,0,0,0,0,0,0
HU_0958,Dunaharaszti,13245,9707,64,0,5258,4385,0,0,0,0,0,0,0
HU_1861,Dunakeszi,23595,18397,88,0,0,8020,10289,0,0,0,0,0,0
HU_2053,Dunavarsány,4624,3266,29,0,0,1433,1804,0,0,0,0,0,0
HU_2451,Ecser,2609,2079,8,0,0,1009,1062,0,0,0,0,0,0
HU_1348,Erdõkertes,4560,3155,18,0,0,1380,1757,0,0,0,0,0,0
HU_3098,Érd,44888,33852,139,0,0,15798,17915,0,0,0,0,0,0
HU_0912,Farmos,2851,1920,10,0,0,1091,819,0,0,0,0,0,0
HU_0603,Felsõpakony,2189,1448,10,0,0,710,728,0,0,0,0,0,0
HU_3261,Fót,12762,9864,50,0,0,4518,5296,0,0,0,0,0,0
HU_1329,Galgagyörk,821,581,3,0,0,348,230,0,0,0,0,0,0
HU_1950,Galgahévíz,2026,1492,12,0,0,883,597,0,0,0,0,0,0
HU_2712,Galgamácsa,1528,1089,4,0,0,569,516,0,0,0,0,0,0
HU_0944,Gomba,2146,1456,11,0,0,671,774,0,0,0,0,0,0
HU_2364,Göd,12254,9739,43,0,0,4941,4755,0,0,0,0,0,0
HU_3255,Gödöllõ,23724,18812,84,0,0,9561,9167,0,0,0,0,0,0
HU_2562,Gyál,16084,10901,56,0,0,4579,6266,0,0,0,0,0,0
HU_2973,Gyömrõ,10696,7841,56,0,0,3473,4312,0,0,0,0,0,0
HU_0969,Halásztelek,5742,4244,7,0,2393,1844,0,0,0,0,0,0,0
HU_3355,Herceghalom,1081,893,3,0,0,396,494,0,0,0,0,0,0
HU_0984,Hernád,2773,1729,7,0,0,831,891,0,0,0,0,0,0
HU_1394,Hévízgyörk,2345,1774,4,0,0,1017,753,0,0,0,0,0,0
HU_0330,Iklad,1713,1291,7,0,0,607,677,0,0,0,0,0,0
HU_3210,Inárcs,3115,2190,11,0,0,1190,989,0,0,0,0,0,0
HU_2809,Ipolydamásd,297,248,6,0,0,111,131,0,0,0,0,0,0
HU_0497,Ipolytölgyes,225,172,1,0,0,115,56,0,0,0,0,0,0
HU_0780,Isaszeg,7797,5584,30,0,0,2911,2643,0,0,0,0,0,0
HU_1100,Jászkarajenõ,2357,1571,20,0,0,1011,540,0,0,0,0,0,0
HU_3223,Kakucs,2056,1368,7,0,0,869,492,0,0,0,0,0,0
HU_3069,Kartal,4415,3110,14,0,0,1781,1315,0,0,0,0,0,0
HU_2782,Káva,520,376,3,0,0,195,178,0,0,0,0,0,0
HU_2234,Kemence,903,758,8,0,0,547,203,0,0,0,0,0,0
HU_3416,Kerepes,6640,5032,26,0,0,2249,2757,0,0,0,0,0,0
HU_1081,Kiskunlacháza,6805,4775,34,0,0,2447,2294,0,0,0,0,0,0
HU_3373,Kismaros,1524,1234,5,0,0,709,520,0,0,0,0,0,0
HU_0522,Kisnémedi,548,403,4,0,0,234,165,0,0,0,0,0,0
HU_2985,Kisoroszi,602,503,4,0,0,293,206,0,0,0,0,0,0
HU_3415,Kistarcsa,7399,5628,17,0,0,3060,2551,0,0,0,0,0,0
HU_3277,Kocsér,1609,1157,17,0,0,807,333,0,0,0,0,0,0
HU_2768,Kosd,1749,1322,9,0,0,890,423,0,0,0,0,0,0
HU_3136,Kóka,3308,2360,11,0,0,1359,990,0,0,0,0,0,0
HU_2467,Kóspallag,579,455,10,0,0,221,224,0,0,0,0,0,0
HU_3297,Kõröstetétlen,681,513,7,0,0,256,250,0,0,0,0,0,0
HU_3080,Leányfalu,2017,1622,4,0,0,897,721,0,0,0,0,0,0
HU_2268,Letkés,880,674,7,0,0,409,258,0,0,0,0,0,0
HU_0914,Lórév,248,207,3,0,0,46,158,0,0,0,0,0,0
HU_1092,Maglód,7464,5514,26,0,0,2621,2867,0,0,0,0,0,0
HU_1075,Majosháza,953,732,3,0,0,343,386,0,0,0,0,0,0
HU_0439,Makád,1025,755,7,0,0,450,298,0,0,0,0,0,0
HU_0457,Márianosztra,744,560,2,0,0,282,276,0,0,0,0,0,0
HU_0369,Mende,3224,2266,18,0,0,1126,1122,0,0,0,0,0,0
HU_2446,Mikebuda,588,368,1,0,0,198,169,0,0,0,0,0,0
HU_1778,Mogyoród,3652,2924,7,0,0,1920,997,0,0,0,0,0,0
HU_1055,Monor,16423,11732,64,0,0,6841,4827,0,0,0,0,0,0
HU_1477,Nagybörzsöny,642,487,6,0,0,369,112,0,0,0,0,0,0
HU_1343,Nagykáta,9931,7126,54,0,0,4031,3041,0,0,0,0,0,0
HU_0999,Nagykovácsi,3953,3249,15,0,0,1561,1673,0,0,0,0,0,0
HU_1971,Nagykõrös,19809,13537,73,0,0,8085,5379,0,0,0,0,0,0
HU_3173,Nagymaros,3601,2799,13,0,0,1677,1109,0,0,0,0,0,0
HU_2340,Nagytarcsa,2155,1753,4,0,0,944,805,0,0,0,0,0,0
HU_2303,Nyáregyháza,2723,1786,17,0,0,860,909,0,0,0,0,0,0
HU_2006,Nyársapát,1274,790,13,0,0,502,275,0,0,0,0,0,0
HU_0407,Ócsa,6853,4834,42,0,0,2915,1877,0,0,0,0,0,0
HU_0528,Örkény,3620,2337,28,0,0,1342,967,0,0,0,0,0,0
HU_0854,Õrbottyán,4040,2881,19,0,0,1602,1260,0,0,0,0,0,0
HU_2224,Pánd,1388,926,8,0,0,410,508,0,0,0,0,0,0
HU_1502,Páty,4067,3114,21,0,0,1595,1498,0,0,0,0,0,0
HU_1868,Penc,1082,797,9,0,0,568,220,0,0,0,0,0,0
HU_2818,Perbál,1560,1230,4,0,0,717,509,0,0,0,0,0,0
