gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,EGYÜTT-PM,Jobbik,MSZP,LMP,DK,SMS,AH
HU_25441,Benk,352,167,0,0,91,4,55,14,0,1,1,1
HU_28246,Beregdaróc,698,290,1,0,229,5,24,20,8,1,1,1
HU_20677,Beregsurány,654,213,3,0,167,1,20,15,2,5,0,0
HU_07472,Berkesz,656,235,1,0,147,1,29,47,2,7,0,1
HU_13639,Besenyőd,530,177,1,0,128,0,30,13,1,2,0,2
HU_21227,Beszterec,808,82,1,0,41,0,21,7,1,9,2,0
HU_02945,Biri,1151,202,2,0,100,3,29,39,3,19,2,5
HU_22239,Botpalád,526,131,0,0,80,0,16,27,0,8,0,0
HU_11299,Bököny,2495,504,1,0,396,3,73,19,2,9,0,1
HU_19707,Buj,1834,470,2,0,309,7,70,52,7,18,3,2
HU_09681,Cégénydányád,549,213,2,0,151,2,22,24,7,5,0,0
HU_12928,Csaholc,411,240,3,0,197,3,23,14,0,0,0,0
HU_29416,Csaroda,490,183,2,0,144,2,19,10,0,6,0,0
HU_09715,Császló,297,76,0,0,49,0,10,15,0,2,0,0
HU_26107,Csegöld,546,221,1,0,166,0,27,20,1,5,1,0
HU_30641,Csenger,4066,977,6,0,595,21,141,130,14,66,3,1
HU_24095,Csengersima,614,157,1,0,102,0,30,17,4,3,0,0
HU_26851,Csengerújfalu,677,280,0,0,232,0,30,15,1,0,2,0
HU_18795,Darnó,138,42,0,0,29,2,7,1,2,1,0,0
HU_17756,Demecser,3361,660,6,0,363,15,99,121,9,42,3,2
HU_14508,Dombrád,3073,671,4,0,399,4,169,69,4,18,3,1
HU_03647,Döge,1718,245,1,0,139,5,69,20,3,7,1,0
HU_32328,Encsencs,1441,248,0,0,98,0,53,93,1,2,1,0
HU_18528,Eperjeske,908,212,1,0,141,3,34,23,3,7,0,0
HU_10852,Érpatak,1311,167,1,0,90,7,52,7,1,8,1,0
HU_23250,Fábiánháza,1417,273,2,0,194,1,33,34,1,5,1,2
HU_18971,Fehérgyarmat,6644,2127,8,0,1374,66,289,227,30,113,5,15
HU_22415,Fényeslitke,1989,537,2,0,347,15,111,36,6,16,1,3
HU_10791,Fülesd,367,105,0,0,65,2,14,14,1,9,0,0
HU_14377,Fülpösdaróc,242,110,0,0,83,0,12,12,0,3,0,0
HU_13727,Gacsály,594,119,0,0,82,1,15,12,0,9,0,0
HU_04996,Garbolc,115,83,0,0,73,1,4,4,0,0,0,1
HU_05801,Gávavencsellő,2830,749,3,0,473,13,153,56,8,37,3,3
HU_04613,Gelénes,483,127,0,0,94,0,16,11,0,5,1,0
HU_13000,Gemzse,651,220,3,0,159,0,49,8,0,1,0,0
HU_28893,Geszteréd,1437,336,2,0,246,2,48,19,8,7,2,2
HU_03629,Géberjén,452,161,1,0,105,0,24,24,3,4,0,0
HU_05670,Gégény,1571,221,1,0,128,10,32,28,6,10,2,4
HU_29443,Gulács,722,152,3,0,109,4,14,12,2,6,1,1
HU_28945,Győröcske,94,34,0,0,15,0,8,5,4,0,1,1
HU_10126,Győrtelek,1213,264,2,0,122,1,31,98,3,6,0,1
HU_07676,Gyulaháza,1599,182,0,0,97,7,25,38,3,10,2,0
HU_19558,Gyügye,235,72,0,0,59,0,7,6,0,0,0,0
HU_33774,Gyüre,967,207,0,0,141,6,40,10,4,4,2,0
HU_12061,Hermánszeg,222,105,1,0,71,5,7,15,2,3,1,0
HU_05616,Hetefejércse,251,60,0,0,49,1,4,6,0,0,0,0
HU_13019,Hodász,2423,493,14,0,169,5,39,256,5,5,0,0
HU_25636,Ibrány,5352,1096,3,0,671,34,138,165,15,66,4,0
HU_09654,Ilk,935,212,1,0,151,0,31,12,4,8,5,0
HU_17075,Jánd,630,122,1,0,87,0,18,11,1,3,0,1
HU_07843,Jánkmajtis,1349,305,3,0,169,7,78,35,2,11,0,0
HU_17589,Jármi,1048,244,0,0,135,3,53,36,4,12,1,0
HU_13143,Jéke,614,98,1,0,48,4,31,10,0,3,0,1
HU_31404,Kállósemjén,3060,572,2,0,358,10,106,59,11,21,3,2
HU_27225,Kálmánháza,1539,376,1,0,242,2,78,27,5,18,2,1
HU_02671,Kántorjánosi,1609,396,8,0,213,1,42,122,7,2,0,1
HU_19992,Kemecse,3821,1318,10,0,915,12,173,97,24,70,9,8
HU_28431,Kék,1517,258,1,0,165,2,47,32,4,6,0,1
HU_14359,Kékcse,1225,247,3,0,166,0,44,22,1,11,0,0
HU_32869,Kérsemjén,249,88,0,0,61,0,16,4,2,5,0,0
HU_19424,Kisar,855,188,0,0,129,1,27,13,1,16,0,1
HU_08509,Kishódos,49,31,0,0,24,2,1,2,2,0,0,0
HU_28477,Kisléta,1353,294,0,0,175,3,70,39,1,5,0,1
HU_16036,Kisnamény,243,91,0,0,70,2,10,5,2,2,0,0
HU_29300,Kispalád,451,166,1,0,134,1,12,14,1,3,0,0
HU_09751,Kisszekeres,445,99,0,0,54,0,21,14,2,7,1,0
HU_12672,Kisvarsány,852,239,1,0,166,0,45,19,4,4,0,0
HU_09265,Kisvárda,13968,3268,15,0,1623,162,489,551,94,297,21,16
HU_07445,Kocsord,2371,448,2,0,266,5,124,22,6,22,1,0
HU_22336,Komlódtótfalu,106,43,0,0,36,0,7,0,0,0,0,0
HU_27146,Komoró,1579,301,2,0,179,7,57,32,6,18,0,0
HU_23728,Kótaj,3608,694,1,0,452,15,81,68,20,52,3,2
HU_16665,Kölcse,1069,268,1,0,173,11,23,38,3,18,1,0
HU_21290,Laskod,806,144,0,0,96,2,25,12,1,5,3,0
HU_30979,Levelek,2315,466,4,0,231,3,77,131,5,13,1,1
HU_26091,Lónya,702,160,0,0,93,0,25,14,2,25,0,1
HU_07995,Lövőpetri,418,103,0,0,76,0,14,9,4,0,0,0
HU_29984,Magosliget,205,92,1,0,80,1,7,1,0,2,0,0
HU_16629,Magy,749,161,2,0,82,5,19,37,4,6,0,6
HU_02088,Mánd,232,56,0,0,37,0,12,5,0,2,0,0
HU_17826,Mándok,3358,657,5,0,372,11,177,60,13,15,1,3
HU_19655,Máriapócs,1763,432,3,0,271,7,71,59,5,14,1,1
HU_33224,Márokpapi,436,135,1,0,114,1,15,2,0,1,1,0
HU_18874,Mátészalka,13988,3816,21,0,2034,111,694,522,106,296,20,12
HU_20668,Mátyus,229,56,0,0,39,0,10,1,0,6,0,0
HU_32656,Mezőladány,841,195,3,0,129,3,34,21,2,3,0,0
HU_29799,Méhtelek,576,139,2,0,102,2,16,7,3,5,1,1
HU_07463,Mérk,1749,467,1,0,337,1,58,50,6,11,2,1
HU_31750,Milota,724,134,2,0,95,1,15,15,3,3,0,0
HU_04710,Nagyar,531,141,1,0,105,0,17,13,2,1,2,0
HU_22743,Nagycserkesz,1328,237,0,0,147,6,45,24,6,6,3,0
HU_21485,Nagydobos,1611,335,1,0,224,1,58,38,1,5,1,6
HU_06488,Nagyecsed,5142,759,2,0,485,7,121,96,17,28,2,1
HU_27155,Nagyhalász,4591,723,3,0,452,6,120,83,11,46,1,1
HU_26976,Nagyhódos,107,56,0,0,43,1,8,3,0,1,0,0
HU_24785,Nagykálló,7842,1541,7,0,666,42,343,293,46,130,8,6
HU_27988,Nagyszekeres,452,120,1,0,83,1,12,16,3,4,0,0
HU_33783,Nagyvarsány,1215,292,1,0,216,3,44,18,7,2,1,0
HU_08420,Napkor,3042,499,2,0,329,23,70,36,8,22,3,6
HU_19211,Nábrád,763,192,1,0,114,2,36,23,1,13,0,2
HU_27119,Nemesborzova,81,30,0,0,15,1,6,3,2,3,0,0
HU_14845,Nyírbátor,9755,3232,14,0,1041,22,385,1645,34,81,5,5
HU_15802,Nyírbéltek,2216,466,0,0,281,8,96,66,2,12,1,0
HU_31158,Nyírbogát,2548,1200,10,0,808,4,193,156,9,12,2,6
HU_28802,Nyírbogdány,2363,444,2,0,240,15,73,68,7,36,3,0
HU_07904,Nyírcsaholy,1770,366,2,0,268,4,59,15,6,10,2,0
HU_25973,Nyírcsászári,989,243,4,0,157,2,39,36,2,2,0,1
HU_05041,Nyírderzs,497,144,0,0,103,2,19,17,0,3,0,0
HU_17206,Nyíregyháza,95426,27184,101,0,12402,1812,4205,4409,1105,2701,279,170
HU_28440,Nyírgelse,897,210,1,0,116,6,62,14,3,6,0,2
HU_09238,Nyírgyulaj,1574,275,1,0,141,2,53,74,2,2,0,0
HU_14696,Nyíribrony,898,239,0,0,120,7,17,83,2,10,0,0
HU_31477,Nyírjákó,714,315,0,0,190,11,57,41,4,11,0,1
HU_18290,Nyírkarász,1856,322,0,0,223,5,44,37,3,5,2,3
HU_32452,Nyírkáta,1427,568,7,0,400,0,48,110,0,3,0,0
HU_25928,Nyírkércs,647,214,6,0,129,0,34,27,5,13,0,0
HU_11095,Nyírlövő,564,102,1,0,57,1,27,16,0,0,0,0
HU_11271,Nyírlugos,2279,585,3,0,330,3,82,127,9,20,5,6
HU_12274,Nyírmada,3599,558,3,0,238,17,94,152,5,42,2,5
HU_23269,Nyírmeggyes,2210,431,1,0,247,16,82,60,5,18,0,2
HU_26365,Nyírmihálydi,1419,282,2,0,172,0,62,32,5,8,1,0
HU_10807,Nyírparasznya,730,269,2,0,207,0,33,25,1,1,0,0
HU_33145,Nyírpazony,2856,655,0,0,371,36,124,53,30,33,5,3
HU_03878,Nyírpilis,507,173,1,0,143,0,7,22,0,0,0,0
HU_28060,Nyírtass,1635,223,2,0,135,2,42,20,4,16,1,1
HU_13550,Nyírtelek,5700,1010,1,0,543,35,194,114,24,83,7,9
HU_09256,Nyírtét,903,92,0,0,65,1,11,11,0,4,0,0
HU_12098,Nyírtura,1480,526,2,0,325,16,105,40,9,23,1,5
HU_16522,Nyírvasvári,1602,349,0,0,187,1,47,109,1,2,1,1
HU_11129,Olcsva,541,157,1,0,102,0,25,19,4,6,0,0
HU_10834,Olcsvaapáti,260,92,0,0,48,0,29,10,1,3,1,0
HU_22284,Ófehértó,2020,481,3,0,302,2,93,60,8,11,0,2
HU_27924,Ópályi,2256,381,2,0,214,4,90,54,2,14,1,0
HU_31769,Ököritófülpös,1425,275,0,0,187,0,36,34,2,14,2,0
HU_26550,Ömböly,366,98,0,0,58,0,23,15,0,0,0,2
HU_09025,Őr,1140,303,8,0,171,1,57,38,1,26,1,0
HU_29559,Panyola,522,151,1,0,97,1,24,18,1,9,0,0
HU_27748,Pap,1558,239,3,0,139,1,47,37,1,11,0,0
HU_32577,Papos,673,142,2,0,89,2,31,7,0,8,0,3
HU_31972,Paszab,966,227,2,0,162,2,35,18,2,3,2,1
HU_12186,Pátroha,2246,532,1,0,367,3,108,25,9,16,3,0
HU_23685,Pátyod,567,144,1,0,117,0,16,7,2,1,0,0
HU_17084,Penészlek,814,205,2,0,143,0,32,19,3,4,2,0
HU_32692,Penyige,633,176,2,0,102,4,35,24,3,6,0,0
HU_17224,Petneháza,1448,295,1,0,211,3,43,21,5,10,0,1
HU_03391,Piricse,1304,296,5,0,142,2,49,86,0,9,2,1
HU_17215,Porcsalma,2002,470,2,0,315,0,81,49,3,15,1,4
HU_11244,Pócspetri,1359,306,0,0,177,1,76,47,3,1,1,0
HU_13860,Pusztadobos,1091,293,2,0,216,7,45,13,1,6,0,3
HU_14739,Rakamaz,3826,1155,3,0,678,16,263,99,23,70,2,1
HU_31857,Ramocsaháza,1189,187,0,0,120,1,33,16,3,6,0,8
HU_09061,Rápolt,104,38,1,0,22,0,7,8,0,0,0,0
HU_21573,Rétközberencs,805,113,0,0,78,0,30,5,0,0,0,0
HU_24581,Rohod,971,443,4,0,323,3,36,56,2,19,0,0
HU_17428,Rozsály,562,162,0,0,124,0,22,10,3,3,0,0
HU_04491,Sényő,1164,174,0,0,107,3,34,20,1,4,0,5
HU_23889,Sonkád,626,171,0,0,106,5,21,27,2,10,0,0
HU_19169,Szabolcs,312,122,0,0,54,3,28,26,3,8,0,0
HU_22053,Szabolcsbáka,963,129,1,0,77,1,30,15,4,1,0,0
HU_03586,Szabolcsveresmart,1236,162,0,0,91,1,31,28,2,7,2,0
HU_04774,Szakoly,2249,448,3,0,235,14,66,108,5,15,2,0
HU_18005,Szamosangyalos,418,64,0,0,46,0,9,8,0,0,0,1
HU_22017,Szamosbecs,337,66,0,0,51,1,5,5,1,3,0,0
HU_16300,Szamoskér,356,123,0,0,78,0,34,8,0,2,1,0
HU_10436,Szamossályi,614,250,2,0,121,37,42,43,0,5,0,0
HU_13046,Szamosszeg,1563,397,1,0,290,6,64,21,2,12,0,1
HU_30085,Szamostatárfalva,238,90,0,0,65,0,6,12,0,6,0,1
HU_31273,Szamosújlak,354,106,1,0,76,0,14,13,1,1,0,0
HU_31237,Szatmárcseke,1154,370,27,0,290,4,21,14,0,13,1,0
HU_31088,Székely,806,194,1,0,115,1,48,15,2,9,0,3
HU_04312,Tarpa,1728,443,4,0,328,6,49,39,1,16,0,0
HU_29911,Tákos,304,146,0,0,126,0,11,3,1,5,0,0
HU_33358,Terem,542,107,0,0,77,1,11,15,1,0,2,0
HU_08952,Tiborszállás,872,221,0,0,144,0,18,49,2,6,0,2
HU_24475,Timár,1001,222,2,0,101,10,89,11,2,6,0,1
HU_09423,Tiszaadony,481,202,1,0,124,0,35,15,0,27,0,0
HU_17817,Tiszabecs,1028,311,4,0,225,7,37,30,1,5,0,2
HU_03850,Tiszabercel,1417,471,6,0,346,1,65,33,4,11,1,4
HU_20172,Tiszabezdéd,1466,286,3,0,174,6,57,36,0,7,0,3
HU_24448,Tiszacsécse,196,75,0,0,55,0,8,9,0,2,1,0
HU_06433,Tiszadada,1737,422,1,0,264,3,77,45,5,26,0,1
HU_12593,Tiszadob,2152,419,9,0,255,10,74,48,5,15,0,3
HU_09113,Tiszaeszlár,1950,379,8,0,159,8,152,31,5,13,1,2
HU_08554,Tiszakanyár,1254,203,3,0,125,2,39,24,2,8,0,0
HU_04446,Tiszakerecseny,744,127,0,0,101,0,18,3,0,5,0,0
HU_08794,Tiszakóród,614,163,4,0,92,1,29,28,0,8,1,0
HU_23524,Tiszalök,4453,1009,6,0,491,31,195,183,26,67,4,6
HU_11907,Tiszamogyorós,512,119,0,0,59,1,44,9,2,4,0,0
HU_27252,Tiszanagyfalu,1535,344,5,0,191,7,87,26,6,17,2,3
HU_10205,Tiszarád,400,84,1,0,64,0,13,5,0,1,0,0
HU_13541,Tiszaszalka,799,203,1,0,140,4,18,31,2,6,0,1
HU_27544,Tiszaszentmárton,945,117,0,0,49,1,37,14,2,10,1,3
HU_14447,Tiszatelek,1175,160,0,0,90,2,25,29,2,11,0,1
HU_07597,Tiszavasvári,10033,2017,12,0,944,71,487,294,57,127,10,15
HU_33747,Tiszavid,386,82,0,0,50,0,13,16,1,2,0,0
HU_27261,Tisztaberek,479,116,0,0,93,0,8,11,2,2,0,0
HU_20260,Tivadar,165,65,4,0,39,1,8,11,0,2,0,0
HU_16957,Tornyospálca,2164,395,5,0,221,4,76,71,6,12,0,0
HU_13213,Tunyogmatolcs,1970,494,1,0,316,12,119,29,6,10,1,0
HU_09919,Tuzsér,2501,479,4,0,242,8,166,38,3,16,0,2
HU_13602,Túristvándi,598,156,3,0,116,0,20,6,1,9,1,0
HU_08998,Túrricse,512,218,1,0,158,2,32,13,5,7,0,0
HU_31398,Tyukod,1577,308,2,0,196,3,63,32,2,8,1,1
HU_28981,Ura,517,261,2,0,202,0,35,17,1,0,0,4
HU_31820,Uszka,268,164,0,0,30,122,5,5,0,2,0,0
HU_33659,Újdombrád,542,97,0,0,58,2,18,14,4,1,0,0
HU_26611,Újfehértó,10287,1617,4,0,958,38,305,159,44,96,6,7
HU_10117,Újkenéz,796,225,3,0,135,4,59,15,1,4,4,0
HU_18591,Vaja,2806,480,0,0,279,11,111,47,5,25,1,1
HU_27100,Vasmegyer,1296,245,0,0,149,6,44,28,5,12,0,1
HU_06938,Vállaj,917,311,3,0,243,3,37,15,6,3,0,1
HU_27322,Vámosatya,457,100,0,0,56,0,26,15,2,0,1,0
HU_08934,Vámosoroszi,433,190,1,0,142,0,21,17,1,6,1,1
HU_18324,Vásárosnamény,7220,1870,6,0,1115,61,319,212,24,119,10,4
HU_06275,Zajta,318,119,2,0,99,1,8,8,0,0,1,0
HU_16203,Záhony,3621,998,2,0,383,46,184,239,31,101,3,9
HU_28750,Zsarolyán,348,103,0,0,75,0,16,6,2,4,0,0
HU_13037,Zsurk,621,204,0,0,144,3,27,15,1,14,0,0
HU_34388,Szorgalmatos,810,129,0,0,62,4,51,4,2,4,1,1
HU_29665,Alsónána,600,157,0,0,97,3,14,17,6,20,0,0
HU_11563,Alsónyék,608,141,1,0,71,5,32,14,3,11,1,3
HU_26125,Aparhant,868,267,1,0,188,5,46,14,8,3,1,1
HU_32735,Attala,675,151,1,0,99,3,33,12,2,1,0,0
HU_11712,Báta,1402,388,2,0,292,4,40,27,3,17,0,3
HU_28909,Bátaapáti,348,66,0,0,32,4,8,15,4,1,1,1
HU_08864,Bátaszék,5463,1308,7,0,760,49,202,134,53,90,5,8
HU_28662,Belecska,273,45,0,0,25,0,12,3,1,4,0,0
HU_11970,Bikács,382,111,0,0,87,0,12,7,2,2,0,1
HU_03425,Bogyiszló,1836,380,3,0,210,11,93,30,12,18,0,3
HU_06497,Bonyhád,11355,3385,12,0,1967,185,379,347,143,327,11,14
HU_14818,Bonyhádvarasd,384,123,0,0,95,0,11,9,2,6,0,0
HU_06558,Bölcske,2216,509,1,0,332,11,75,57,7,25,1,0
HU_19284,Cikó,787,184,1,0,112,15,30,20,4,0,1,1
HU_11998,Csibrák,276,43,0,0,21,2,7,6,0,7,0,0
HU_30094,Csikóstőttős,692,132,0,0,85,4,15,9,2,15,0,2
HU_29230,Dalmand,1089,177,1,0,89,2,31,22,3,25,0,4
HU_24989,Decs,3317,594,5,0,327,10,120,56,20,52,0,4
HU_11688,Diósberény,309,82,1,0,67,3,2,3,2,3,1,0
HU_07685,Dombóvár,16029,4250,15,0,2116,243,725,497,149,468,15,22
HU_02565,Döbrököz,1598,326,3,0,184,1,86,30,2,17,2,1
HU_31501,Dunaföldvár,7092,1731,7,0,999,67,290,148,57,149,2,12
HU_09539,Dunaszentgyörgy,2131,512,4,0,321,9,80,50,3,39,2,4
HU_19202,Dúzs,211,47,0,0,33,1,4,5,1,2,0,1
HU_08448,Értény,513,131,0,0,105,0,18,5,1,1,0,1
HU_18980,Fadd,3353,714,4,0,386,15,142,90,21,49,2,5
HU_24192,Fácánkert,568,104,0,0,51,2,18,9,7,15,0,2
HU_15820,Felsőnána,531,101,0,0,59,7,19,10,1,3,1,1
HU_17914,Felsőnyék,839,186,0,0,142,4,22,5,7,2,2,2
HU_17950,Fürged,542,73,0,0,33,0,31,7,0,2,0,0
HU_05731,Gerjen,1029,185,2,0,114,3,22,17,4,21,0,2
HU_26727,Grábóc,158,55,0,0,29,0,12,8,0,6,0,0
HU_30289,Gyönk,1615,444,1,0,315,6,31,36,20,33,2,0
HU_25539,Györe,551,143,0,0,79,2,16,29,4,12,0,1
HU_12326,Györköny,819,170,4,0,95,5,36,13,9,5,2,1
HU_30359,Gyulaj,685,100,2,0,65,1,17,7,3,5,0,0
HU_14164,Harc,765,153,0,0,58,4,51,18,3,17,1,1
HU_26055,Hőgyész,2427,582,0,0,259,33,108,89,22,70,0,1
HU_04701,Iregszemcse,2176,492,1,0,268,18,109,39,5,45,2,5
HU_27711,Izmény,406,69,0,0,50,1,8,6,0,2,0,2
HU_09326,Jágónak,195,47,0,0,31,0,10,5,0,1,0,0
HU_14100,Kajdacs,999,167,0,0,99,6,36,16,0,8,0,2
HU_02033,Kakasd,1447,414,0,0,327,2,43,26,8,6,0,2
HU_23791,Kalaznó,126,53,0,0,40,1,5,5,0,1,1,0
HU_23296,Kapospula,703,218,2,0,129,10,38,11,8,16,1,3
HU_18962,Kaposszekcső,1235,232,3,0,94,16,43,38,7,26,0,5
HU_17640,Keszőhidegkút,181,57,0,0,31,1,3,14,4,4,0,0
HU_21731,Kéty,589,140,1,0,91,2,25,13,0,5,1,2
HU_17710,Kisdorog,633,133,2,0,99,2,5,16,1,7,0,1
HU_06512,Kismányok,282,71,1,0,44,3,18,2,0,2,0,1
HU_27766,Kisszékely,266,90,0,0,62,0,12,6,3,6,1,0
HU_03869,Kistormás,290,54,1,0,25,0,8,5,2,12,0,1
HU_31185,Kisvejke,296,60,0,0,25,0,18,5,1,10,0,1
HU_22433,Kocsola,988,132,0,0,74,2,27,19,1,9,0,0
HU_21184,Koppányszántó,278,73,1,0,40,0,20,5,1,4,1,1
HU_10463,Kölesd,1203,204,1,0,133,4,29,17,3,15,1,1
HU_20507,Kurd,1002,170,0,0,108,3,36,10,5,8,0,0
HU_14605,Lápafő,140,32,0,0,17,2,2,6,0,5,0,0
HU_24411,Lengyel,485,126,0,0,63,6,27,16,4,9,1,0
HU_29337,Madocsa,1625,473,1,0,326,10,77,38,2,17,1,1
HU_06017,Magyarkeszi,928,110,0,0,58,2,32,6,3,7,2,0
HU_30562,Medina,669,147,0,0,85,4,26,11,9,12,0,0
HU_02811,Miszla,262,96,1,0,67,0,12,2,3,10,0,1
HU_20701,Mórágy,609,145,0,0,89,7,12,16,5,14,0,2
HU_33349,Mőcsény,282,73,0,0,49,1,4,7,1,9,1,1
HU_13620,Mucsfa,322,98,0,0,68,1,13,10,0,5,1,0
HU_07029,Mucsi,355,78,0,0,51,1,13,5,2,5,1,0
HU_18917,Murga,61,21,0,0,11,0,6,1,1,1,0,1
HU_18388,Nagydorog,2183,411,2,0,245,14,79,38,11,19,0,3
HU_27182,Nagykónyi,906,191,2,0,111,4,40,18,9,4,1,2
HU_14030,Nagymányok,1973,510,2,0,292,21,70,59,12,47,3,4
HU_06761,Nagyszékely,366,114,0,0,76,4,12,4,12,5,1,0
HU_13709,Nagyszokoly,701,123,0,0,83,2,23,9,2,4,0,0
HU_16452,Nagyvejke,141,45,0,0,32,2,6,3,0,0,0,2
HU_02796,Nak,471,117,0,0,51,3,47,5,2,9,0,0
HU_15006,Németkér,1424,333,1,0,220,12,52,14,7,23,2,2
HU_05661,Ozora,1319,304,1,0,177,4,87,22,4,9,0,0
HU_08961,Őcsény,2067,442,1,0,224,15,86,50,19,42,2,3
HU_04862,Paks,15993,4784,13,0,2615,250,787,537,150,384,13,35
HU_09371,Pálfa,1190,198,4,0,134,11,19,17,3,7,0,3
HU_19585,Pincehely,1904,457,0,0,326,6,54,35,5,30,0,1
HU_33570,Pörböly,473,122,0,0,62,3,21,19,4,12,0,1
HU_19938,Pusztahencse,818,132,1,0,79,1,27,13,1,9,1,0
HU_15459,Regöly,942,262,1,0,179,7,48,8,3,14,0,2
HU_04747,Sárpilis,537,88,0,0,52,0,24,5,2,5,0,0
HU_20817,Sárszentlőrinc,909,237,0,0,147,3,44,22,2,18,1,0
HU_20783,Simontornya,3532,660,3,0,314,26,114,85,26,83,4,5
HU_25645,Sióagárd,1081,405,4,0,263,16,58,35,9,18,1,1
HU_15316,Szakadát,210,66,0,0,47,1,6,9,3,0,0,0
HU_04464,Szakály,1116,261,0,0,148,6,50,30,10,14,3,0
HU_10083,Szakcs,762,136,0,0,88,2,33,5,0,5,2,1
HU_14711,Szálka,513,161,2,0,73,9,19,22,14,19,2,1
HU_18263,Szárazd,200,63,0,0,46,0,4,6,1,3,1,2
HU_16814,Szedres,1935,415,2,0,279,16,56,34,12,16,0,0
HU_22761,Szekszárd,27929,9041,31,0,4403,637,1251,1186,545,917,26,45
HU_24563,Tamási,7002,1753,10,0,878,98,246,244,56,198,7,16
HU_06901,Tengelic,1887,391,2,0,232,17,42,50,15,28,0,5
HU_31459,Tevel,1195,257,1,0,136,5,40,39,9,21,0,6
HU_25274,Tolna,9656,2269,15,0,1140,109,325,331,80,259,5,5
HU_11031,Tolnanémedi,882,201,3,0,114,2,39,28,8,5,1,1
HU_21360,Udvari,286,65,0,0,45,3,5,7,0,4,0,1
HU_20561,Újireg,236,61,1,0,36,1,14,5,0,4,0,0
HU_06637,Varsád,314,103,0,0,78,1,11,9,2,2,0,0
HU_32850,Váralja,709,153,1,0,82,7,28,16,7,11,1,0
HU_09414,Várdomb,1037,287,3,0,153,8,46,28,14,33,2,0
HU_29124,Várong,136,46,0,0,29,1,10,4,0,0,0,2
HU_14304,Závod,242,100,0,0,68,1,20,7,0,4,0,0
HU_21625,Zomba,1788,496,2,0,288,23,78,47,13,37,4,4
HU_09618,Pári,513,136,2,0,94,1,17,15,2,4,0,1
HU_07214,Acsád,526,138,2,0,76,9,12,17,8,14,0,0
HU_22549,Alsószölnök,307,90,0,0,64,0,11,5,3,6,1,0
HU_22725,Alsóújlak,493,166,1,0,129,3,17,11,2,1,1,1
HU_12317,Andrásfa,205,52,0,0,34,1,14,1,1,1,0,0
HU_08873,Apátistvánfalva,344,106,0,0,82,1,16,3,1,3,0,0
HU_17020,Bajánsenye,432,151,0,0,121,2,10,4,8,6,0,0
HU_05102,Balogunyom,973,295,2,0,175,22,36,33,16,10,1,0
HU_10384,Bejcgyertyános,388,120,0,0,86,3,21,5,3,2,0,0
HU_32124,Bérbaltavár,408,74,0,0,51,0,19,4,0,0,0,0
HU_29203,Boba,698,206,0,0,134,2,42,10,8,7,1,2
HU_03090,Borgáta,118,39,0,0,20,0,7,6,1,5,0,0
HU_05023,Bozsok,304,135,0,0,88,6,11,9,12,9,0,0
HU_06390,Bozzai,262,58,0,0,43,1,8,2,4,0,0,0
HU_11651,Bögöt,317,99,0,0,67,1,23,4,2,2,0,0
HU_07296,Bögöte,260,63,0,0,36,3,8,6,1,8,1,0
HU_05476,Bő,527,227,2,0,163,1,29,15,5,8,1,3
HU_32984,Bucsu,488,179,1,0,150,3,6,4,4,10,1,0
HU_02431,Bük,2743,781,3,0,480,39,112,64,19,59,3,2
HU_08271,Cák,225,90,0,0,59,6,11,5,2,6,0,1
HU_27094,Celldömölk,9165,2615,8,0,1532,73,293,366,81,252,2,8
HU_09876,Chernelházadamonya,156,76,1,0,58,2,11,2,2,0,0,0
HU_03911,Csákánydoroszló,1247,310,1,0,181,18,44,24,7,26,9,0
HU_26772,Csánig,308,142,0,0,101,3,26,4,2,4,1,1
HU_19488,Csehi,206,102,1,0,79,0,19,2,1,0,0,0
HU_12724,Csehimindszent,291,88,0,0,49,2,9,13,4,11,0,0
HU_23816,Csempeszkopács,251,76,1,0,41,3,13,6,6,6,0,0
HU_12140,Csepreg,2636,725,5,0,465,30,126,43,20,32,1,3
HU_09070,Csénye,530,119,1,0,83,0,21,5,2,7,0,0
HU_26064,Csipkerek,293,92,0,0,68,1,7,4,1,11,0,0
HU_22390,Csönge,327,96,0,0,75,0,15,4,0,2,0,0
HU_04224,Csörötnek,716,206,2,0,145,4,30,8,8,7,1,1
HU_15990,Daraboshegy,87,34,0,0,21,0,6,0,0,4,3,0
HU_16151,Dozmat,174,81,0,0,49,3,14,4,7,3,0,1
HU_20695,Döbörhegy,129,53,0,0,37,2,7,5,1,1,0,0
HU_03036,Döröske,84,52,0,0,39,1,4,5,0,3,0,0
HU_02927,Duka,221,66,0,0,43,0,11,4,0,7,1,0
HU_28796,Egervölgy,304,74,1,0,54,2,9,2,3,1,0,2
HU_10232,Egyházashetye,303,79,0,0,47,1,21,6,1,3,0,0
HU_30429,Egyházashollós,482,133,1,0,101,0,21,0,5,5,0,0
HU_25946,Egyházasrádóc,1072,360,1,0,260,6,53,9,6,18,2,5
HU_13587,Felsőcsatár,378,111,0,0,85,2,15,1,6,2,0,0
HU_08013,Felsőjánosfa,171,72,0,0,49,0,16,2,2,3,0,0
HU_29841,Felsőmarác,216,92,0,0,72,1,9,5,2,3,0,0
HU_23287,Felsőszölnök,483,170,2,0,141,4,13,5,3,1,1,0
HU_30906,Gasztony,366,123,2,0,81,1,20,9,1,7,0,2
