gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,EGYÜTT-PM,Jobbik,MSZP,LMP,DK,SMS,AH
HU_24183,Gencsapáti,2192,758,1,0,474,52,99,53,50,25,3,1
HU_30942,Gersekarát,555,132,2,0,93,1,28,4,1,3,0,0
HU_26152,Gérce,935,215,3,0,139,9,34,14,4,12,0,0
HU_11156,Gór,229,96,0,0,69,2,12,6,6,1,0,0
HU_27030,Gyanógeregye,124,47,1,0,36,0,7,0,2,0,1,0
HU_11943,Gyöngyösfalu,888,296,1,0,165,28,40,31,20,10,0,1
HU_09724,Győrvár,538,126,0,0,69,5,23,20,3,6,0,0
HU_29452,Halastó,84,35,0,0,28,0,2,2,1,2,0,0
HU_10676,Halogy,227,86,0,0,58,0,17,6,2,3,0,0
HU_05713,Harasztifalu,125,74,1,0,44,1,17,4,5,2,0,0
HU_32188,Hegyfalu,650,225,3,0,146,17,15,21,11,12,0,0
HU_14997,Hegyháthodász,140,51,0,0,30,0,19,0,2,0,0,0
HU_30216,Hegyhátsál,123,59,0,0,44,0,10,1,2,2,0,0
HU_18032,Hegyhátszentjakab,247,73,0,0,45,3,8,9,0,7,0,1
HU_21838,Hegyhátszentmárton,56,41,0,0,26,3,7,2,0,2,1,0
HU_08226,Hegyhátszentpéter,124,52,0,0,40,3,7,2,0,0,0,0
HU_12733,Horvátlövő,159,90,1,0,82,0,5,2,0,0,0,0
HU_16887,Horvátzsidány,661,228,1,0,156,10,22,18,8,11,2,0
HU_20880,Hosszúpereszteg,608,143,0,0,88,7,22,10,8,7,0,1
HU_11387,Ikervár,1460,376,2,0,223,24,67,31,13,15,1,0
HU_29504,Iklanberény,36,20,0,0,15,0,3,0,2,0,0,0
HU_07977,Ispánk,97,58,0,0,29,2,13,7,4,1,1,1
HU_31680,Ivánc,417,130,0,0,85,2,17,6,9,5,4,2
HU_13958,Ják,2035,406,1,0,274,13,51,28,18,19,2,0
HU_06406,Jákfa,451,111,2,0,55,5,17,15,4,11,2,0
HU_11679,Jánosháza,2113,446,1,0,257,8,83,29,22,42,1,3
HU_10913,Karakó,174,52,0,0,17,2,21,7,0,5,0,0
HU_26620,Katafa,295,105,1,0,79,4,16,4,0,0,0,1
HU_29957,Káld,915,201,2,0,113,6,54,16,2,7,1,0
HU_04640,Kám,365,107,1,0,73,5,6,14,1,6,1,0
HU_32036,Keléd,70,20,0,0,11,0,3,3,1,2,0,0
HU_16911,Kemeneskápolna,79,35,0,0,26,0,3,6,0,0,0,0
HU_12247,Kemenesmagasi,746,166,1,0,102,3,35,11,4,9,1,0
HU_13426,Kemenesmihályfa,444,92,2,0,58,3,12,4,2,11,0,0
HU_20996,Kemenespálfa,348,92,0,0,62,0,22,2,1,5,0,0
HU_24484,Kemenessömjén,494,112,0,0,77,4,11,10,2,6,1,1
HU_20084,Kemenesszentmárton,171,48,1,0,30,0,4,4,3,5,1,0
HU_22716,Kemestaródfa,186,86,0,0,61,1,8,2,3,11,0,0
HU_02574,Kenéz,224,62,0,0,45,1,10,3,2,0,1,0
HU_09937,Kenyeri,740,220,0,0,168,1,25,15,5,5,1,0
HU_26596,Kercaszomor,194,85,0,0,60,1,11,7,3,3,0,0
HU_19761,Kerkáskápolna,72,43,0,0,36,0,5,0,0,2,0,0
HU_19345,Kétvölgy,106,52,0,0,36,0,9,2,5,0,0,0
HU_11147,Kisrákos,195,92,0,0,62,0,18,1,3,5,1,2
HU_05953,Kissomlyó,190,56,0,0,30,5,10,5,4,1,0,1
HU_02501,Kisunyom,366,115,0,0,77,5,10,7,1,15,0,0
HU_15486,Kiszsidány,75,31,0,0,22,0,4,3,1,1,0,0
HU_13028,Kondorfa,470,180,4,0,121,0,25,4,4,20,1,1
HU_04190,Köcsk,220,58,0,0,36,0,7,10,1,4,0,0
HU_13532,Körmend,9585,3142,15,0,1963,107,516,242,93,176,6,24
HU_16832,Kőszeg,9191,2859,10,0,1854,138,266,244,127,200,8,12
HU_05740,Kőszegdoroszló,214,90,0,0,65,1,16,7,1,0,0,0
HU_26046,Kőszegpaty,167,55,1,0,31,4,7,1,5,6,0,0
HU_20109,Kőszegszerdahely,408,153,0,0,78,1,24,33,5,11,0,1
HU_29081,Lócs,102,43,0,0,28,4,7,2,0,2,0,0
HU_14021,Lukácsháza,887,282,0,0,200,13,32,9,16,10,1,1
HU_03221,Magyarlak,625,202,1,0,144,3,27,11,9,3,3,1
HU_27289,Magyarnádalja,185,79,0,0,54,3,11,2,5,0,4,0
HU_17288,Magyarszecsőd,383,112,0,0,81,1,10,9,4,6,1,0
HU_25423,Magyarszombatfa,221,75,0,0,47,2,9,10,6,1,0,0
HU_25760,Meggyeskovácsi,547,111,1,0,53,5,26,12,5,7,1,1
HU_30872,Megyehíd,252,91,2,0,61,1,19,5,3,0,0,0
HU_14809,Mersevát,497,168,1,0,106,5,16,16,7,17,0,0
HU_31875,Mesterháza,137,50,1,0,24,1,10,11,0,3,0,0
HU_15723,Mesteri,211,51,0,0,36,2,6,4,2,1,0,0
HU_32832,Meszlen,181,98,0,0,66,3,13,8,1,7,0,0
HU_30599,Mikosszéplak,279,72,0,0,48,2,9,9,2,2,0,0
HU_03294,Molnaszecsőd,340,97,0,0,65,1,26,3,1,1,0,0
HU_09283,Nagygeresd,250,65,0,0,36,0,7,13,0,9,0,0
HU_32920,Nagykölked,122,44,2,0,21,0,12,2,2,5,0,0
HU_15060,Nagymizdó,104,56,0,0,46,1,2,0,3,3,0,1
HU_29869,Nagyrákos,236,74,0,0,46,3,12,9,1,2,1,0
HU_26143,Nagysimonyi,825,209,1,0,126,2,43,20,5,10,0,2
HU_24837,Nagytilaj,104,24,0,0,22,0,1,0,1,0,0,0
HU_02042,Narda,403,145,2,0,115,6,10,5,3,4,0,0
HU_06716,Nádasd,1090,290,1,0,206,19,31,19,8,3,2,1
HU_17367,Nárai,997,258,0,0,189,5,30,18,10,5,1,0
HU_24509,Nemesbőd,542,165,1,0,101,6,24,18,7,6,1,1
HU_23320,Nemescsó,250,69,0,0,54,6,5,2,0,1,1,0
HU_03674,Nemeskeresztúr,242,70,0,0,50,0,9,5,4,1,1,0
HU_02839,Nemeskocs,275,95,1,0,56,3,20,9,4,2,0,0
HU_24059,Nemeskolta,300,113,2,0,61,4,18,8,6,13,1,0
HU_26240,Nemesládony,110,29,0,0,15,3,5,5,1,0,0,0
HU_31556,Nemesmedves,17,8,0,0,7,0,1,0,0,0,0,0
HU_09672,Nemesrempehollós,233,58,0,0,38,0,12,4,3,1,0,0
HU_10843,Nick,448,146,0,0,108,2,17,10,2,6,0,1
HU_22318,Nyőgér,260,88,1,0,63,4,11,5,2,2,0,0
HU_19743,Olaszfa,313,84,0,0,67,1,10,3,0,3,0,0
HU_17093,Orfalu,65,30,0,0,20,0,4,1,5,0,0,0
HU_32629,Ostffyasszonyfa,685,171,0,0,103,5,36,15,4,8,0,0
HU_07667,Oszkó,545,129,0,0,94,5,16,5,6,2,0,1
HU_22044,Ólmod,90,45,0,0,32,3,8,2,0,0,0,0
HU_12043,Ölbő,634,127,0,0,61,8,32,8,5,11,0,2
HU_13453,Őrimagyarósd,195,80,1,0,57,2,11,5,2,2,0,0
HU_10630,Őriszentpéter,1006,358,1,0,200,24,41,33,31,26,1,1
HU_23108,Pankasz,367,120,3,0,77,1,24,11,1,3,0,0
HU_07162,Pácsony,242,89,0,0,54,2,17,6,4,6,0,0
HU_14067,Pápoc,259,109,2,0,92,0,6,5,2,2,0,0
HU_14988,Pecöl,665,158,1,0,109,6,19,12,5,5,1,0
HU_13684,Perenye,575,195,1,0,149,4,16,11,6,8,0,0
HU_08882,Peresznye,435,194,0,0,156,2,16,7,9,2,1,1
HU_11572,Petőmihályfa,182,62,0,0,43,1,15,0,1,2,0,0
HU_06248,Pinkamindszent,135,58,0,0,38,2,12,2,1,2,1,0
HU_20367,Pornóapáti,305,127,2,0,85,5,16,6,5,4,1,3
HU_29896,Porpác,117,31,2,0,17,0,6,3,0,2,1,0
HU_15671,Pósfa,238,99,1,0,56,5,12,21,1,3,0,0
HU_10311,Pusztacsó,126,50,1,0,43,0,2,4,0,0,0,0
HU_07278,Püspökmolnári,731,283,2,0,226,4,16,11,9,11,3,1
HU_26736,Rábagyarmat,651,198,1,0,162,3,20,6,3,2,0,1
HU_03197,Rábahídvég,822,183,0,0,114,2,34,14,7,11,0,1
HU_26073,Rábapaty,1377,289,1,0,189,4,24,39,14,18,0,0
HU_17996,Rábatöttös,203,89,0,0,69,2,12,2,1,3,0,0
HU_07551,Rádóckölked,230,79,0,0,49,5,12,10,2,0,0,1
HU_23861,Rátót,202,72,0,0,50,1,8,4,2,3,1,3
HU_30881,Répcelak,2291,702,0,0,434,26,71,106,31,31,1,2
HU_28626,Répceszentgyörgy,87,43,0,0,27,2,1,8,2,2,0,1
HU_26806,Rönök,355,76,0,0,49,0,18,4,1,4,0,0
HU_10597,Rum,913,218,0,0,148,5,26,15,7,15,2,0
HU_10579,Sajtoskál,235,97,0,0,68,0,19,5,3,2,0,0
HU_18883,Salköveskút,399,130,0,0,96,3,17,5,6,2,1,0
HU_09788,Sárfimizdó,83,42,0,0,31,0,6,4,1,0,0,0
HU_21306,Sárvár,12472,3462,11,0,1985,155,422,411,157,299,12,10
HU_10278,Sé,1103,310,0,0,196,18,36,24,10,21,1,4
HU_26763,Simaság,466,134,1,0,96,1,16,15,1,4,0,0
HU_30748,Sitke,574,133,0,0,98,0,15,8,6,6,0,0
HU_07171,Sorkifalud,526,160,1,0,87,12,33,12,7,8,0,0
HU_27960,Sorkikápolna,220,72,1,0,49,1,11,6,2,2,0,0
HU_29692,Sorokpolány,671,146,2,0,92,4,26,7,3,7,4,1
HU_22983,Sótony,521,161,0,0,115,1,27,12,3,3,0,0
HU_24800,Söpte,680,165,0,0,83,11,22,19,10,18,1,1
HU_16504,Szaknyér,44,32,0,0,27,0,4,0,1,0,0,0
HU_20932,Szakonyfalu,290,108,1,0,90,1,8,2,2,4,0,0
HU_10223,Szalafő,185,69,0,0,44,0,13,7,1,3,0,1
HU_17729,Szarvaskend,187,91,0,0,79,1,9,1,0,0,1,0
HU_02440,Szatta,75,46,0,0,23,2,13,3,2,3,0,0
HU_33172,Szeleste,557,127,0,0,93,1,22,6,1,3,1,0
HU_27997,Szemenye,261,59,0,0,44,1,5,6,0,2,1,0
HU_31583,Szentgotthárd,6747,2102,7,0,1344,100,269,166,79,129,7,1
HU_21254,Szentpéterfa,835,305,0,0,253,8,25,10,4,5,0,0
HU_27793,Szergény,291,97,0,0,62,0,16,5,4,9,0,1
HU_03009,Szombathely,63765,20676,70,0,11099,1654,2044,2542,1171,1949,89,58
HU_19521,Szőce,303,114,1,0,88,1,17,2,3,2,0,0
HU_16212,Tanakajd,599,193,2,0,106,8,26,13,17,21,0,0
HU_32045,Táplánszentkereszt,2089,567,2,0,362,30,60,47,30,32,2,2
HU_29568,Telekes,415,94,1,0,53,2,28,6,0,3,0,1
HU_09229,Tokorcs,282,90,0,0,47,5,19,7,4,6,1,1
HU_12335,Tompaládony,266,76,2,0,50,2,17,4,0,1,0,0
HU_34087,Tormásliget,281,77,0,0,47,1,14,11,1,2,0,1
HU_29878,Torony,1545,299,1,0,181,12,49,27,8,19,2,0
HU_05166,Tömörd,232,92,0,0,62,1,21,6,1,1,0,0
HU_21537,Uraiújfalu,726,158,0,0,59,9,35,30,9,14,0,2
HU_02884,Vasalja,287,99,2,0,78,1,14,1,3,0,0,0
HU_20394,Vasasszonyfa,318,137,1,0,97,4,21,7,4,3,0,0
HU_15334,Vasegerszeg,330,120,3,0,83,1,22,9,1,1,0,0
HU_20349,Vashosszúfalu,327,117,0,0,74,3,10,12,3,15,0,0
HU_30702,Vaskeresztes,290,128,0,0,104,2,15,0,3,4,0,0
HU_25982,Vassurány,686,147,1,0,93,4,18,16,8,4,3,0
HU_11633,Vasszentmihály,294,102,0,0,70,3,11,3,1,10,2,2
HU_29373,Vasszécseny,1126,288,1,0,142,15,57,32,16,25,0,0
HU_12104,Vasszilvágy,335,84,0,0,52,4,14,5,3,3,0,3
HU_04695,Vasvár,3733,1082,5,0,703,24,141,98,32,70,4,5
HU_31051,Vámoscsalád,276,95,1,0,63,1,15,6,3,6,0,0
HU_09195,Vásárosmiske,285,115,0,0,85,0,21,5,1,3,0,0
HU_02246,Vát,564,116,0,0,60,6,20,17,7,5,0,1
HU_26000,Velem,282,138,3,0,89,4,20,5,7,9,1,0
HU_18430,Velemér,64,36,0,0,25,1,7,0,2,0,0,1
HU_26426,Vép,2799,604,2,0,400,28,71,43,22,34,1,3
HU_07940,Viszák,231,73,1,0,44,1,15,4,1,5,0,2
HU_03142,Vönöck,625,167,0,0,91,1,41,21,3,9,1,0
HU_12292,Zsennye,90,46,0,0,34,0,3,1,4,2,2,0
HU_21643,Zsédeny,163,54,0,0,40,1,7,1,2,3,0,0
HU_07302,Adásztevel,722,156,0,0,122,1,17,6,2,8,0,0
HU_31307,Adorjánháza,313,61,0,0,32,1,24,3,0,1,0,0
HU_06673,Ajka,25090,6608,15,0,3184,378,773,1149,242,827,15,25
HU_30526,Alsóörs,1555,723,1,0,411,67,68,65,34,77,0,0
HU_28370,Apácatorna,146,33,0,0,21,3,6,2,0,0,0,1
HU_07339,Aszófő,370,179,0,0,104,10,24,11,5,21,1,3
HU_04561,Ábrahámhegy,566,302,1,0,161,23,45,29,15,26,1,1
HU_22327,Badacsonytomaj,2062,637,2,0,362,20,86,80,21,57,7,2
HU_03267,Badacsonytördemic,817,259,2,0,139,8,52,22,15,19,1,1
HU_23746,Bakonybél,1065,313,0,0,166,12,76,18,22,17,2,0
HU_29513,Bakonyjákó,569,221,1,0,147,6,29,12,13,8,3,2
HU_07287,Bakonykoppány,189,62,0,0,42,0,11,5,2,1,0,1
HU_25991,Bakonynána,824,165,2,0,105,5,25,17,4,7,0,0
HU_30410,Bakonyoszlop,378,120,1,0,79,2,19,8,4,7,0,0
HU_06327,Bakonypölöske,328,83,1,0,42,0,17,13,1,9,0,0
HU_29902,Bakonyság,57,25,0,0,22,0,1,0,0,2,0,0
HU_23922,Bakonyszentiván,189,58,0,0,39,0,12,1,4,2,0,0
HU_22813,Bakonyszentkirály,714,177,1,0,124,3,20,15,5,8,0,1
HU_26417,Bakonyszücs,280,117,0,0,89,0,15,10,0,2,1,0
HU_24129,Bakonytamási,534,123,0,0,92,2,20,4,3,2,0,0
HU_25308,Balatonakali,666,283,0,0,172,11,32,27,14,25,2,0
HU_05838,Balatonalmádi,8082,3014,9,0,1729,254,348,240,162,248,9,15
HU_03072,Balatoncsicsó,193,81,0,0,46,2,12,6,7,6,0,2
HU_12238,Balatonederics,917,269,2,0,161,3,45,36,8,10,0,4
HU_29461,Balatonfőkajár,1119,253,4,0,161,8,44,16,5,14,0,1
HU_21175,Balatonfüred,11819,3910,11,0,2196,288,484,364,165,369,16,17
HU_02219,Balatonfűzfő,3855,1329,4,0,618,125,175,165,67,162,3,10
HU_03638,Balatonhenye,109,39,0,0,24,0,5,3,4,2,0,1
HU_05148,Balatonkenese,3207,1219,5,0,715,70,148,101,50,118,1,11
HU_33844,Balatonrendes,149,88,0,0,53,5,12,8,3,7,0,0
HU_17154,Balatonszepezd,475,247,1,0,137,18,30,20,17,22,0,2
HU_28501,Balatonszőlős,509,109,1,0,41,10,33,11,11,1,0,1
HU_15565,Balatonudvari,385,196,1,0,120,16,18,13,10,18,0,0
HU_15778,Barnag,123,58,0,0,47,1,2,2,4,2,0,0
HU_07427,Bazsi,354,79,0,0,50,2,8,5,5,9,0,0
HU_14173,Bánd,556,206,5,0,112,8,31,17,16,12,1,4
HU_33127,Berhida,4704,842,7,0,410,50,160,91,22,93,4,5
HU_22901,Béb,204,74,1,0,47,1,14,3,5,3,0,0
HU_27058,Békás,171,60,1,0,45,0,10,1,0,3,0,0
HU_04321,Bodorfa,87,22,0,0,14,1,4,1,1,1,0,0
HU_04765,Borszörcsök,313,110,1,0,76,1,27,4,0,0,1,0
HU_30252,Borzavár,609,150,3,0,95,7,23,7,8,5,1,1
HU_30924,Csabrendek,2427,403,2,0,228,13,83,40,8,22,4,3
HU_16072,Csajág,698,136,1,0,75,3,32,8,8,8,0,1
HU_20251,Csehbánya,240,66,1,0,46,1,9,2,5,1,1,0
HU_24642,Csesznek,430,110,1,0,80,1,9,9,4,5,1,0
HU_31699,Csetény,1505,311,1,0,170,14,66,27,11,19,0,3
HU_02185,Csopak,1812,744,1,0,442,55,69,59,40,74,2,2
HU_32878,Csót,835,207,1,0,132,4,35,21,3,10,1,0
HU_32814,Csögle,542,135,1,0,87,13,12,13,1,7,1,0
HU_17172,Dabronc,391,76,0,0,50,1,11,7,3,4,0,0
HU_28237,Dabrony,298,54,1,0,22,1,20,5,1,2,1,1
HU_20154,Dáka,342,105,1,0,61,2,14,13,2,10,2,0
HU_32276,Devecser,3699,811,8,0,364,28,233,100,13,64,0,1
HU_10870,Doba,424,122,0,0,93,3,16,6,1,3,0,0
HU_29470,Döbrönte,206,79,0,0,47,4,10,12,3,2,1,0
HU_06363,Dörgicse,260,109,2,0,65,12,11,3,8,8,0,0
HU_02936,Dudar,1411,348,0,0,194,19,46,40,15,31,3,0
HU_33871,Egeralja,195,72,1,0,55,0,10,2,0,4,0,0
HU_10445,Egyházaskesző,402,97,1,0,54,1,24,5,0,12,0,0
HU_33941,Eplény,451,121,0,0,76,3,12,12,7,9,0,2
HU_10250,Farkasgyepű,323,108,0,0,58,6,21,10,2,10,0,1
HU_24369,Felsőörs,1318,443,2,0,276,31,51,28,27,22,3,3
HU_12742,Ganna,239,99,0,0,60,3,18,9,5,4,0,0
HU_09292,Gecse,347,75,1,0,39,0,26,5,3,0,1,0
HU_16717,Gic,298,55,0,0,38,0,8,4,1,3,0,1
HU_18193,Gógánfa,646,124,0,0,72,1,35,8,2,5,0,1
HU_28671,Gyepükaján,282,65,0,0,45,0,14,4,0,2,0,0
HU_09520,Gyulakeszi,575,111,1,0,49,7,39,9,3,3,0,0
HU_15361,Hajmáskér,2424,411,5,0,182,18,91,36,33,44,2,0
HU_07898,Halimba,943,194,0,0,107,4,45,22,7,8,0,1
HU_25566,Hárskút,569,185,0,0,139,2,16,13,7,6,0,2
HU_02422,Hegyesd,142,69,0,0,52,2,9,2,4,0,0,0
HU_25803,Hegymagas,243,84,0,0,51,8,12,8,1,2,1,1
HU_23658,Herend,2890,731,2,0,450,39,96,53,38,41,2,10
HU_15088,Hetyefő,76,30,1,0,18,4,6,0,1,0,0,0
HU_20756,Hidegkút,357,87,0,0,39,8,17,13,6,3,1,0
HU_27818,Homokbödöge,598,159,0,0,99,2,33,9,6,10,0,0
HU_07250,Hosztót,65,36,0,0,28,0,5,2,0,1,0,0
HU_28015,Iszkáz,278,89,0,0,71,2,13,2,1,0,0,0
HU_17437,Jásd,628,174,1,0,135,3,23,7,4,1,0,0
HU_19141,Kamond,271,83,1,0,52,3,14,7,3,3,0,0
HU_14553,Kapolcs,311,83,0,0,56,7,3,10,2,3,1,1
HU_08749,Karakószörcsök,243,67,0,0,46,2,13,5,1,0,0,0
HU_14270,Káptalanfa,684,114,0,0,75,4,11,6,5,11,0,2
HU_05634,Káptalantóti,408,97,1,0,47,9,17,12,6,3,2,0
HU_19734,Kemeneshőgyész,388,110,0,0,69,1,11,14,3,12,0,0
HU_12478,Kemenesszentpéter,548,116,2,0,75,0,17,9,0,11,1,1
HU_25654,Kerta,534,127,0,0,80,4,24,7,1,11,0,0
HU_26037,Kékkút,85,37,0,0,18,4,8,3,3,1,0,0
HU_05421,Királyszentistván,406,84,0,0,28,10,11,17,2,12,3,1
HU_07931,Kisapáti,298,88,1,0,57,6,15,6,2,1,0,0
HU_29072,Kisberzseny,83,46,0,0,36,0,6,2,0,2,0,0
HU_23700,Kiscsősz,111,41,2,0,26,1,7,2,0,3,0,0
HU_30173,Kislőd,1036,212,2,0,120,2,56,21,4,5,1,1
HU_04288,Kispirit,79,36,1,0,27,0,7,1,0,0,0,0
HU_23001,Kisszőlős,107,28,0,0,21,1,3,0,0,2,1,0
HU_30182,Kolontár,600,131,0,0,74,7,30,15,3,2,0,0
HU_25858,Köveskál,341,94,2,0,56,3,15,11,4,2,0,1
HU_23454,Kővágóörs,751,210,0,0,115,18,30,17,15,13,1,1
HU_26541,Kup,400,103,0,0,40,2,33,13,6,8,1,0
HU_16142,Külsővat,614,117,0,0,61,2,25,15,8,6,0,0
HU_04066,Küngös,428,85,1,0,39,6,14,17,1,7,0,0
HU_17570,Lesencefalu,257,74,1,0,44,0,16,6,2,5,0,0
HU_21962,Lesenceistvánd,806,165,0,0,100,1,32,18,3,9,0,2
HU_17871,Lesencetomaj,802,161,0,0,98,1,31,15,6,10,0,0
HU_04552,Litér,1765,422,0,0,200,30,63,48,21,54,3,3
HU_05564,Lovas,394,170,0,0,94,14,31,7,11,11,1,1
HU_05087,Lovászpatona,942,195,2,0,123,5,26,18,4,16,0,1
HU_18856,Lókút,351,103,0,0,74,2,15,1,8,2,1,0
HU_26374,Magyargencs,449,101,3,0,52,5,13,16,1,5,3,3
HU_20437,Magyarpolány,1077,274,1,0,154,15,34,22,17,30,1,0
HU_03610,Malomsok,429,109,1,0,78,2,15,8,2,3,0,0
HU_29294,Marcalgergelyi,344,64,1,0,48,0,7,6,1,1,0,0
HU_22220,Marcaltő,642,156,0,0,92,0,24,22,5,13,0,0
HU_32212,Márkó,1011,316,2,0,187,28,40,17,19,18,2,3
HU_04987,Megyer,33,13,0,0,6,1,0,1,1,2,0,2
HU_27137,Mencshely,222,71,1,0,50,2,9,7,1,1,0,0
HU_23560,Mezőlak,808,201,0,0,128,5,38,17,5,6,1,1
HU_04668,Mihályháza,629,121,0,0,81,1,25,8,2,2,1,1
HU_04534,Mindszentkálla,239,59,0,0,40,2,9,2,1,4,1,0
HU_24040,Monostorapáti,913,208,4,0,115,3,55,20,6,4,0,1
HU_22512,Monoszló,125,60,0,0,28,12,13,1,3,3,0,0
HU_23551,Nagyacsád,546,125,1,0,56,4,27,13,2,21,0,1
HU_27979,Nagyalásony,399,122,1,0,83,3,22,10,1,2,0,0
HU_10001,Nagydém,305,67,0,0,47,0,7,9,0,4,0,0
HU_23180,Nagyesztergár,999,195,1,0,134,6,23,21,3,7,0,0
HU_08262,Nagygyimót,475,136,0,0,108,4,12,2,1,8,1,0
HU_21403,Nagypirit,249,90,0,0,63,2,18,2,4,1,0,0
HU_25201,Nagytevel,463,163,0,0,100,6,28,20,5,3,0,1
HU_19196,Nagyvázsony,1482,339,1,0,195,15,56,26,26,17,1,2
HU_05652,Nemesgörzsöny,569,169,1,0,111,5,21,6,4,19,1,1
HU_02787,Nemesgulács,833,170,0,0,108,4,22,15,8,12,0,1
HU_05555,Nemeshany,330,101,0,0,68,5,12,6,2,5,0,3
HU_21759,Nemesszalók,764,144,0,0,98,3,22,12,3,4,1,1
HU_02194,Nemesvámos,2235,668,2,0,423,30,97,50,21,34,1,10
HU_28422,Nemesvita,320,95,0,0,65,8,10,4,4,3,1,0
HU_10409,Németbánya,85,52,0,0,29,6,9,6,2,0,0,0
HU_14757,Noszlop,824,138,0,0,78,2,26,16,5,8,1,2
HU_26523,Nóráp,183,87,0,0,67,0,12,4,2,1,0,1
HU_29009,Nyárád,740,224,1,0,147,8,28,16,8,15,1,0
HU_24004,Nyirád,1538,319,2,0,194,17,61,28,5,12,0,0
HU_26514,Olaszfalu,886,239,0,0,169,11,23,15,11,8,1,1
HU_16595,Oroszi,117,44,0,0,34,0,8,2,0,0,0,0
HU_23913,Óbudavár,42,28,0,0,18,1,1,0,6,2,0,0
HU_28112,Öcs,175,46,0,0,23,0,10,8,2,0,2,1
HU_10092,Örvényes,152,87,1,0,57,2,12,5,5,3,1,1
HU_25450,Öskü,1897,436,0,0,272,24,65,27,15,30,1,2
HU_24068,Ősi,1718,367,3,0,228,6,67,23,9,27,0,4
HU_17011,Paloznak,449,195,0,0,121,13,16,21,10,13,0,1
HU_07348,Papkeszi,1295,258,1,0,137,8,54,31,7,19,1,0
HU_31945,Pápa,25497,7413,18,0,4089,297,1047,856,228,826,27,25
HU_19868,Pápadereske,221,51,0,0,37,0,7,2,1,4,0,0
HU_11855,Pápakovácsi,482,163,1,0,119,0,29,8,3,2,0,1
HU_21607,Pápasalamon,281,42,1,0,24,1,5,6,1,4,0,0
HU_31255,Pápateszér,964,207,1,0,131,6,35,21,0,12,0,1
HU_22451,Pécsely,489,173,0,0,116,3,30,8,7,7,2,0
HU_15547,Pénzesgyőr,298,70,0,0,52,1,9,1,5,2,0,0
HU_34254,Pétfürdő,3965,889,6,0,416,69,127,118,33,104,13,3
HU_23515,Porva,375,108,0,0,76,0,20,4,1,3,3,1
HU_11420,Pula,182,59,0,0,38,10,8,2,1,0,0,0
HU_28972,Pusztamiske,307,46,1,0,30,2,10,3,0,0,0,0
HU_03948,Raposka,204,80,0,0,53,2,10,7,1,7,0,0
HU_05625,Révfülöp,1130,497,1,0,254,38,60,65,26,49,1,3
HU_25849,Rigács,166,38,0,0,22,0,11,3,1,0,0,1
HU_30793,Salföld,82,40,0,0,20,8,3,3,6,0,0,0
HU_13772,Sáska,228,66,0,0,39,0,7,14,3,2,0,1
HU_05157,Somlójenő,252,61,1,0,41,2,9,3,1,3,0,1
HU_25779,Somlószőlős,549,119,1,0,71,4,23,8,3,8,0,1
HU_26569,Somlóvásárhely,926,171,3,0,101,4,48,7,1,6,1,0
HU_14243,Somlóvecse,82,33,3,0,16,0,10,1,1,2,0,0
HU_03601,Sóly,386,128,1,0,68,10,18,12,5,9,2,3
HU_25593,Sümeg,5229,1361,7,0,797,67,203,141,36,96,5,9
HU_05388,Sümegprága,531,92,0,0,62,1,21,3,1,3,0,1
HU_16489,Szápár,424,108,0,0,56,1,27,9,4,9,2,0
HU_03568,Szentantalfa,361,81,0,0,46,6,14,8,2,4,0,1
HU_07092,Szentbékkálla,201,101,2,0,59,4,14,9,9,3,0,1
HU_07922,Szentgál,2256,452,1,0,292,13,53,45,14,31,2,1
HU_10065,Szentimrefalva,177,49,0,0,25,1,20,1,2,0,0,0
HU_11545,Szentjakabfa,90,42,0,0,28,5,6,0,2,0,1,0
HU_16267,Szentkirályszabadja,1673,381,1,0,206,28,56,23,29,36,0,2
HU_24891,Szigliget,861,309,1,0,178,15,32,25,24,34,0,0
HU_16692,Szőc,348,94,0,0,69,1,12,7,4,0,0,1
HU_17039,Tagyon,88,45,0,0,22,5,6,9,3,0,0,0
HU_13125,Takácsi,738,154,0,0,104,5,26,8,1,9,0,1
HU_17321,Taliándörögd,567,130,3,0,75,3,27,11,8,2,1,0
HU_29434,Tapolca,13543,3776,14,0,1944,123,725,517,103,319,16,15
HU_20570,Tés,709,181,0,0,126,9,18,14,0,14,0,0
HU_30465,Tihany,1267,523,3,0,332,28,57,21,26,45,7,4
HU_02714,Tótvázsony,1049,250,0,0,164,17,35,18,14,2,0,0
HU_04631,Tüskevár,483,120,1,0,66,3,33,8,2,5,0,2
HU_24767,Ugod,1163,227,1,0,131,7,55,14,5,14,0,0
HU_23010,Ukk,278,46,0,0,30,0,8,1,1,6,0,0
HU_34218,Uzsa,296,95,0,0,22,5,16,46,3,3,0,0
HU_20853,Úrkút,1774,337,0,0,192,9,48,45,12,27,2,2
HU_21777,Vanyola,454,114,0,0,83,2,20,5,2,2,0,0
HU_26648,Vaszar,1261,308,3,0,221,4,53,13,4,9,0,1
HU_26204,Várkesző,163,65,0,0,36,2,13,4,3,7,0,0
HU_07065,Városlőd,1164,289,2,0,175,17,36,24,10,22,0,3
HU_11439,Várpalota,17040,4223,19,0,1996,324,619,508,209,506,11,31
HU_16656,Vászoly,214,106,1,0,75,7,8,8,4,3,0,0
