gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,LMP,Jobbik,MSZP-PM,MM,DK,MKKP,EGYÜTT,MIÉP,CP,SEM,MP,REP,SZEM,KN2018,MCP,ERDJDP,NP,MEP,KÖSSZ,ÖP,IP,TAM
HU_13578,Budapest,1323949,997487,7006,0,377864,107349,128039,178880,56968,85724,27637,16315,1445,1363,1206,2530,228,341,437,247,134,136,138,421,143,298,376
HU_12548,Abaliget,543,376,1,0,143,32,91,49,12,18,14,4,0,1,1,3,0,1,0,0,0,0,0,0,0,0,2
HU_06868,Adorjás,153,82,0,0,54,2,9,12,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HU_13329,Almamellék,319,231,0,0,134,5,30,24,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20376,Almáskeresztúr,68,51,0,0,20,0,13,13,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_17385,Alsómocsolád,248,150,0,0,93,9,28,8,2,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_33279,Alsószentmárton,824,503,18,0,342,4,3,21,1,25,1,0,0,0,0,0,0,0,1,17,1,0,0,0,0,1,0
HU_27298,Apátvarasd,108,77,1,0,42,10,17,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
HU_06886,Aranyosgadány,293,175,2,0,91,14,30,13,2,4,4,2,0,0,0,2,0,1,3,0,1,0,0,0,0,0,0
HU_25812,Ág,137,92,0,0,57,8,14,6,0,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_28583,Áta,160,108,2,0,53,6,24,8,2,3,2,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1
HU_05403,Babarc,577,369,16,0,160,5,44,14,0,16,5,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0
HU_09663,Babarcszőlős,84,45,0,0,28,2,3,6,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08299,Bakonya,287,176,5,0,65,4,57,12,2,13,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_22275,Bakóca,239,115,5,0,81,5,9,8,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03975,Baksa,634,408,4,0,154,26,123,45,7,19,4,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0
HU_20464,Baranyahídvég,157,104,3,0,74,1,11,7,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_24749,Baranyajenő,348,214,2,0,119,7,40,33,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05485,Baranyaszentgyörgy,103,78,0,0,60,0,4,8,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
HU_15495,Basal,147,94,1,0,53,3,18,11,0,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_07603,Bánfa,142,77,0,0,37,2,10,15,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
HU_24378,Bár,432,286,1,0,134,11,55,22,2,10,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
HU_19008,Belvárdgyula,330,197,4,0,108,15,25,18,1,17,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
HU_31927,Beremend,2020,1280,10,0,596,78,306,165,16,62,12,5,0,2,2,8,0,1,3,0,0,1,0,4,1,0,2
HU_16461,Berkesd,685,399,27,0,191,12,63,20,6,23,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30049,Besence,89,54,1,0,31,2,5,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14119,Bezedek,197,136,1,0,86,4,9,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13310,Bicsérd,795,541,2,0,268,44,109,58,12,27,9,3,0,2,2,1,0,1,1,0,1,0,0,0,0,0,1
HU_04899,Bikal,594,416,2,0,118,36,113,49,6,30,9,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
HU_05139,Birján,408,294,11,0,122,13,53,27,3,12,3,0,1,3,1,0,0,0,1,0,0,0,0,0,1,1,0
HU_24925,Bisse,193,119,2,0,76,7,18,8,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
HU_20899,Boda,344,229,2,0,123,10,44,23,4,14,2,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1
HU_33002,Bodolyabér,175,123,9,0,55,1,20,13,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32151,Bogád,843,582,1,0,251,42,144,46,21,44,17,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1
HU_21892,Bogádmindszent,334,202,1,0,123,12,22,23,1,8,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
HU_10694,Bogdása,215,161,77,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13116,Boldogasszonyfa,317,235,1,0,153,6,32,17,4,10,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
HU_06725,Borjád,322,195,7,0,107,11,27,5,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0
HU_14368,Bosta,107,67,0,0,32,4,8,13,0,1,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0
HU_13365,Botykapeterd,247,161,2,0,77,3,50,10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33154,Bóly,2827,2001,27,0,920,128,311,185,51,86,25,4,4,5,4,2,1,1,3,0,0,1,0,0,0,1,2
HU_23162,Bükkösd,882,507,11,0,262,28,90,39,4,13,6,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_07533,Bürüs,69,42,2,0,25,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30614,Csarnóta,118,87,0,0,46,6,21,3,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
HU_19901,Csányoszró,520,301,9,0,151,23,44,30,7,13,7,2,1,1,1,2,0,0,2,0,0,0,0,0,1,0,0
HU_21591,Csebény,72,48,0,0,27,3,8,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HU_26082,Cserdi,284,143,29,0,39,4,29,15,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
HU_03896,Cserkút,490,333,0,0,142,32,67,43,12,23,5,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_13851,Csertő,313,199,2,0,116,12,34,17,1,10,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HU_22576,Csonkamindszent,124,88,0,0,66,0,14,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11086,Cún,167,114,0,0,90,3,9,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07773,Dencsháza,463,244,2,0,151,10,30,29,4,7,5,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
HU_11952,Dinnyeberki,65,41,0,0,30,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32373,Diósviszló,559,317,3,0,210,11,54,20,3,4,2,0,0,1,1,2,0,0,1,4,0,0,0,1,0,0,0
HU_28617,Drávacsehi,154,90,5,0,41,3,18,14,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
HU_28121,Drávacsepely,179,111,2,0,67,7,18,3,1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17419,Drávafok,397,233,15,0,112,7,34,14,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_32391,Drávaiványi,139,86,2,0,62,1,8,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_09159,Drávakeresztúr,105,70,0,0,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22734,Drávapalkonya,211,121,12,0,52,4,27,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12380,Drávapiski,69,40,0,0,28,2,2,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_28608,Drávaszabolcs,535,336,14,0,169,16,67,30,1,14,4,2,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0
HU_30030,Drávaszerdahely,143,88,1,0,45,6,21,6,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0
HU_21698,Drávasztára,339,207,7,0,98,9,48,12,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_09186,Dunaszekcső,1541,901,31,0,453,22,122,57,4,44,12,5,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1
HU_28918,Egerág,796,550,3,0,229,48,141,59,15,32,10,3,0,1,1,3,0,0,1,1,0,0,0,1,0,0,0
HU_16498,Egyházasharaszti,242,150,4,0,108,5,19,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_27401,Egyházaskozár,613,423,2,0,164,22,100,50,8,42,8,4,0,1,1,4,0,0,0,0,0,0,1,0,0,0,2
HU_06099,Ellend,174,131,1,0,67,11,18,10,3,15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
HU_28273,Endrőc,298,194,16,0,95,0,31,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_25821,Erdősmárok,60,48,1,0,37,0,3,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_18704,Erdősmecske,291,187,7,0,79,8,22,8,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13499,Erzsébet,246,152,1,0,75,12,36,12,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_17835,Fazekasboda,157,107,7,0,42,5,19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_04543,Feked,154,123,8,0,29,4,14,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_13286,Felsőegerszeg,115,76,0,0,52,1,11,5,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_08819,Felsőszentmárton,711,441,12,0,166,16,50,60,3,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07560,Garé,228,172,1,0,73,9,48,29,7,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
HU_12751,Gerde,401,234,4,0,138,8,43,18,5,6,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HU_02857,Geresdlak,620,395,3,0,193,15,36,31,2,20,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HU_13347,Gerényes,164,81,2,0,54,3,6,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
HU_18333,Gilvánfa,249,147,8,0,89,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33084,Gordisa,211,132,13,0,75,0,7,7,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_33233,Gödre,679,435,28,0,245,17,53,26,2,10,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
HU_30438,Görcsöny,1266,783,11,0,354,53,167,80,12,40,15,5,0,3,3,6,0,4,0,0,0,0,1,0,0,1,1
HU_09636,Görcsönydoboka,309,193,6,0,73,4,31,12,0,10,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
HU_18315,Gyód,548,377,6,0,182,32,66,34,4,24,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_28404,Gyöngyfa,109,64,1,0,50,0,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22664,Gyöngyösmellék,226,120,10,0,65,2,14,10,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
HU_21528,Harkány,3462,2383,54,0,1251,143,466,185,25,117,36,5,2,4,2,5,1,1,1,0,0,0,0,0,0,1,1
HU_27881,Hásságy,236,182,9,0,61,6,21,9,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_30951,Hegyhátmaróc,119,82,3,0,31,9,23,10,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_21023,Hegyszentmárton,341,206,3,0,112,5,50,15,1,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
HU_17190,Helesfa,289,173,14,0,86,10,26,19,0,12,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
HU_07126,Hetvehely,366,241,4,0,111,11,36,29,2,8,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_06798,Hidas,1683,1101,9,0,574,58,240,82,18,48,5,2,0,4,1,4,1,0,1,1,1,0,0,0,0,1,0
HU_27933,Himesháza,848,573,35,0,210,21,62,42,1,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HU_03285,Hirics,179,96,6,0,69,0,4,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_33932,Hobol,761,495,4,0,202,17,140,94,7,16,4,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1
HU_29966,Homorúd,471,317,7,0,196,12,64,13,2,10,6,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1
HU_23074,Horváthertelend,41,31,1,0,19,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30836,Hosszúhetény,2634,1822,34,0,753,163,381,188,56,89,47,9,4,5,2,9,0,0,2,0,2,0,0,1,0,1,0
HU_31431,Husztót,49,24,0,0,15,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33066,Ibafa,172,93,0,0,50,3,19,13,0,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HU_31936,Illocska,215,124,0,0,79,5,14,13,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HU_29948,Ipacsfa,175,121,0,0,73,10,19,12,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
HU_03337,Ivánbattyán,102,64,3,0,28,1,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_03346,Ivándárda,191,136,2,0,54,8,30,11,0,15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HU_04297,Kacsóta,213,144,0,0,85,2,31,8,1,10,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1
HU_06965,Katádfa,123,71,2,0,58,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HU_06415,Kákics,168,108,5,0,74,3,15,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05999,Kárász,258,170,3,0,71,17,24,15,12,17,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
HU_17464,Kásád,262,171,8,0,101,4,36,9,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_19132,Kátoly,259,171,4,0,77,8,19,7,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_06789,Kemse,49,39,0,0,27,0,3,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_03832,Keszü,1034,804,7,0,254,88,193,101,40,40,24,6,0,2,1,2,1,1,3,0,1,0,0,0,1,0,1
HU_16805,Kékesd,138,97,0,0,69,3,9,7,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0
HU_10542,Kémes,369,251,1,0,143,18,39,37,0,5,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_08572,Kétújfalu,546,345,13,0,182,12,61,40,0,10,8,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0
HU_20552,Királyegyháza,728,416,6,0,217,23,88,48,8,16,1,2,0,0,0,2,0,3,0,0,0,0,0,1,0,0,1
HU_18908,Kisasszonyfa,162,95,6,0,42,1,13,7,1,15,3,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0
HU_05722,Kisbeszterce,62,44,0,0,21,2,9,4,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HU_22868,Kisbudmér,87,46,2,0,29,0,1,8,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_11183,Kisdér,98,68,2,0,44,0,10,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33905,Kisdobsza,189,106,0,0,80,2,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06831,Kishajmás,154,79,3,0,41,10,6,10,0,4,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
HU_27021,Kisharsány,401,246,1,0,137,12,54,18,3,9,6,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1
HU_16975,Kisherend,172,106,5,0,54,5,29,6,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
HU_12849,Kisjakabfalva,112,68,0,0,45,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19910,Kiskassa,199,137,2,0,50,2,36,13,0,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_21616,Kislippó,240,155,0,0,84,6,40,16,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_33215,Kisnyárád,139,83,4,0,15,2,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08651,Kisszentmárton,199,129,9,0,74,6,10,14,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_12353,Kistamási,102,64,4,0,48,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03151,Kistapolca,172,111,1,0,49,2,43,6,4,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
HU_10746,Kistótfalu,252,158,0,0,70,4,34,32,1,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HU_09548,Kisvaszar,250,148,1,0,109,0,20,11,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
HU_26408,Komló,21479,13098,87,0,5194,1052,2817,1940,175,1292,175,66,13,42,12,36,2,11,8,9,5,2,1,10,3,8,15
HU_24226,Kovácshida,205,126,1,0,71,10,20,13,2,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_14517,Kovácsszénája,54,46,1,0,30,7,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06336,Kozármisleny,4593,3504,44,0,1418,383,748,375,119,188,62,32,6,15,4,8,1,1,2,2,0,2,0,0,1,1,3
HU_08110,Kórós,163,108,7,0,73,2,7,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
HU_25247,Köblény,179,113,1,0,70,10,15,9,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_03540,Kökény,535,379,5,0,149,28,88,43,8,17,9,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_17899,Kölked,815,446,5,0,300,15,25,43,3,25,3,3,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1
HU_15538,Kővágószőlős,1303,766,17,0,403,71,120,58,12,51,9,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2
HU_06479,Lapáncsa,153,106,0,0,87,2,7,0,0,2,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
HU_33330,Lánycsók,2011,1349,16,0,742,64,211,116,19,45,14,3,0,3,2,3,4,1,0,0,1,1,1,1,0,2,2
HU_17604,Liget,316,209,3,0,74,20,66,14,0,6,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_22974,Lippó,409,270,7,0,116,16,30,26,1,10,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
HU_10038,Liptód,165,99,9,0,33,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_31389,Lothárd,201,119,1,0,51,7,21,18,3,5,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_24624,Lovászhetény,230,138,0,0,79,4,38,5,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_18865,Lúzsok,156,83,7,0,53,8,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25177,Magyarbóly,778,469,8,0,291,19,56,32,4,18,1,1,0,2,4,1,0,0,0,1,1,0,0,0,0,0,0
HU_29753,Magyaregregy,614,408,15,0,164,33,81,39,7,20,3,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3
HU_05430,Magyarhertelend,527,377,12,0,149,23,81,47,2,14,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
HU_23542,Magyarlukafa,62,50,2,0,31,0,4,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_05412,Magyarmecske,247,144,12,0,78,4,21,11,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_27067,Magyarsarlós,254,178,9,0,98,12,29,14,2,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_22600,Magyarszék,816,611,7,0,240,42,133,73,4,46,5,3,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0
HU_04385,Magyartelek,145,99,0,0,67,5,22,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
HU_27863,Majs,776,504,3,0,297,18,81,46,1,18,2,2,0,1,1,2,0,0,1,3,0,0,0,1,0,0,0
HU_29920,Maráza,155,95,6,0,39,3,8,9,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16443,Markóc,48,34,0,0,24,0,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15219,Marócsa,69,57,0,0,47,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02228,Martonfa,166,142,2,0,45,21,45,11,5,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HU_15051,Matty,276,186,11,0,106,4,34,7,1,7,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_06813,Mágocs,1883,1154,9,0,530,74,236,110,17,113,12,1,0,2,2,4,1,1,0,1,2,1,0,1,0,0,6
HU_33923,Mánfa,609,413,10,0,142,75,88,34,5,28,10,2,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0
HU_09450,Márfa,158,113,0,0,75,2,22,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14483,Máriakéménd,413,234,0,0,114,10,39,20,1,16,6,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,2
HU_20659,Márok,351,254,20,0,104,5,30,7,3,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HU_33756,Máza,942,603,15,0,209,25,116,71,6,64,8,6,2,2,2,2,0,1,0,3,0,0,0,2,0,1,1
HU_13444,Mecseknádasd,1289,879,22,0,348,43,100,71,14,37,5,1,0,4,2,2,0,1,0,0,0,0,0,0,0,0,0
HU_11402,Mecsekpölöske,348,226,2,0,108,16,61,25,1,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HU_30492,Mekényes,221,143,3,0,72,7,12,21,1,16,3,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,2
HU_07737,Merenye,205,122,2,0,70,4,25,14,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03470,Meződ,93,61,0,0,31,3,11,7,0,5,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
HU_16285,Mindszentgodisa,650,407,64,0,204,6,38,52,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
HU_23959,Mohács,16956,11519,259,0,5828,818,1735,1124,363,519,213,36,25,24,50,42,0,5,11,4,2,2,1,2,1,4,6
HU_29522,Molvány,143,100,3,0,58,3,15,11,0,4,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
HU_16027,Monyoród,123,84,1,0,39,0,18,6,2,6,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
HU_29540,Mozsgó,700,414,7,0,226,16,103,32,7,14,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
HU_03984,Nagybudmér,149,96,1,0,55,2,12,2,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
HU_18111,Nagycsány,109,77,1,0,38,5,19,5,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_33899,Nagydobsza,479,260,3,0,152,10,36,34,2,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12858,Nagyhajmás,253,164,13,0,70,6,27,6,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
HU_02653,Nagyharsány,1187,713,5,0,438,23,104,71,8,33,5,8,0,0,3,1,0,1,1,3,1,0,1,1,1,0,2
HU_10940,Nagykozár,1496,1134,16,0,461,94,221,90,44,68,32,4,1,2,0,1,1,0,1,0,0,0,1,2,1,0,2
HU_14650,Nagynyárád,566,428,12,0,253,12,48,17,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19877,Nagypall,318,205,1,0,122,12,33,11,2,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
HU_27164,Nagypeterd,547,371,17,0,139,8,119,63,2,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28927,Nagytótfalu,275,182,1,0,127,9,29,10,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14191,Nagyváty,248,184,6,0,119,4,32,12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_18236,Nemeske,202,139,1,0,71,5,24,31,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_26329,Nyugotszenterzsébet,191,121,1,0,65,5,30,12,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_20686,Okorág,127,71,0,0,50,0,13,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HU_08341,Okorvölgy,66,41,0,0,22,2,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18555,Olasz,491,355,5,0,149,27,61,21,6,22,4,3,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0
HU_21704,Old,244,155,8,0,104,0,9,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HU_11730,Orfű,814,585,5,0,238,56,106,78,18,47,17,7,1,1,3,3,0,0,0,0,0,0,1,2,0,0,0
HU_04482,Oroszló,231,162,8,0,66,5,46,18,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HU_12645,Óbánya,114,80,3,0,31,4,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03780,Ócsárd,344,233,3,0,115,14,43,20,1,22,1,3,0,2,4,2,0,0,0,2,0,0,0,0,0,0,1
HU_19646,Ófalu,271,201,3,0,71,4,21,11,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
