gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,LMP,Jobbik,MSZP-PM,MM,DK,MKKP,EGYÜTT,MIÉP,CP,SEM,MP,REP,SZEM,KN2018,MCP,ERDJDP,NP,MEP,KÖSSZ,ÖP,IP,TAM
HU_32531,Serényfalva,781,466,4,0,145,11,219,41,2,21,9,2,1,0,0,4,1,0,1,1,0,0,1,1,0,1,1
HU_23418,Sima,31,27,0,0,10,1,9,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13268,Sóstófalva,178,121,1,0,63,3,46,3,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
HU_32258,Szakácsi,88,69,0,0,66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03805,Szakáld,371,263,2,0,147,6,85,10,3,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HU_31015,Szalaszend,765,383,4,0,164,6,135,43,3,11,2,0,0,1,1,5,0,0,2,3,0,0,0,0,1,0,0
HU_16753,Szalonna,728,396,12,0,188,6,92,38,5,27,3,3,0,1,0,1,0,0,0,14,0,0,0,4,1,0,0
HU_08147,Szászfa,97,54,0,0,28,0,9,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HU_33817,Szegi,238,166,2,0,84,10,52,11,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31510,Szegilong,195,134,0,0,63,9,43,11,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HU_09830,Szemere,266,144,4,0,95,11,18,8,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HU_08077,Szendrő,2929,1719,48,0,904,26,429,151,8,44,3,3,1,0,0,4,0,2,0,24,2,0,1,0,0,0,2
HU_27456,Szendrőlád,1298,704,8,0,551,8,33,63,0,7,2,0,1,0,3,0,0,0,0,3,0,1,0,1,0,1,2
HU_22169,Szentistván,1928,1418,20,0,675,91,372,132,13,88,10,2,2,2,1,2,0,0,1,0,0,0,0,2,1,1,3
HU_08484,Szentistvánbaksa,219,143,4,0,84,4,32,16,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
HU_30739,Szerencs,7325,5260,38,0,2436,197,1347,718,86,246,45,16,13,6,7,13,2,7,1,5,0,1,2,0,0,2,2
HU_21351,Szikszó,4376,2853,29,0,1360,76,789,345,39,118,39,5,4,1,2,6,0,1,3,12,0,1,0,0,0,1,3
HU_20871,Szin,537,404,13,0,319,4,33,18,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0
HU_11493,Szinpetri,169,131,5,0,82,3,35,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_09496,Szirmabesenyő,3486,2565,14,0,934,146,832,367,47,150,27,8,5,11,5,12,1,0,4,0,0,1,1,0,0,0,0
HU_18892,Szomolya,1207,805,16,0,417,30,207,70,6,25,8,3,1,4,0,6,0,0,0,9,0,0,0,0,0,0,1
HU_16179,Szögliget,530,343,1,0,222,11,60,21,4,10,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HU_07889,Szőlősardó,106,87,1,0,41,4,26,9,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03160,Szuhafő,121,93,1,0,55,1,19,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11110,Szuhakálló,766,452,2,0,202,18,114,64,7,24,4,5,1,2,2,4,1,1,0,0,0,0,0,0,0,1,0
HU_24606,Szuhogy,850,505,17,0,261,6,138,28,0,10,4,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0
HU_03708,Taktabáj,402,252,6,0,187,2,35,9,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2
HU_18245,Taktaharkány,2723,1771,26,0,991,47,453,136,12,63,15,4,0,3,0,4,1,1,6,5,0,2,0,0,0,0,1
HU_28787,Taktakenéz,865,512,17,0,370,1,66,28,0,4,1,6,0,1,0,0,0,1,1,11,1,0,0,0,0,0,4
HU_03133,Taktaszada,1422,840,25,0,571,7,126,43,0,22,5,4,0,1,0,2,4,0,0,22,0,0,1,0,0,0,0
HU_21740,Tarcal,2241,1488,43,0,708,49,453,137,6,65,9,1,1,4,1,2,0,0,0,6,1,0,0,0,0,0,1
HU_08165,Tard,945,717,5,0,451,23,158,37,9,14,8,0,3,1,0,1,0,1,2,0,0,0,2,1,1,0,0
HU_14784,Tardona,826,561,22,0,193,14,227,67,5,16,11,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_12210,Tállya,1434,889,31,0,282,59,306,134,4,51,4,2,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1
HU_13763,Telkibánya,456,312,3,0,179,14,59,28,5,14,3,0,0,0,1,2,1,1,1,0,0,0,0,1,0,0,0
HU_28635,Teresztenye,19,16,0,0,6,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30447,Tibolddaróc,1093,700,2,0,360,27,212,53,1,18,11,4,1,2,2,6,1,0,0,0,0,0,0,0,0,0,0
HU_02291,Tiszabábolna,284,209,0,0,127,2,60,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_29133,Tiszacsermely,384,172,5,0,116,3,38,1,3,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1
HU_03717,Tiszadorogma,326,244,0,0,139,4,63,30,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
HU_13976,Tiszakarád,1781,828,37,0,496,13,134,47,3,30,3,2,0,1,0,0,0,0,0,54,0,0,0,0,1,0,3
HU_13888,Tiszakeszi,2037,1286,23,0,779,25,267,111,17,21,11,4,3,3,3,8,0,2,0,5,0,0,2,1,0,0,0
HU_19381,Tiszaladány,509,378,2,0,240,9,74,35,3,9,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_28398,Tiszalúc,3899,2114,68,0,961,52,681,172,18,70,29,7,6,7,1,6,2,4,1,9,1,0,0,0,0,0,3
HU_08633,Tiszapalkonya,1152,714,21,0,319,23,211,90,13,28,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2
HU_30298,Tiszatardos,176,132,2,0,83,0,30,7,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,1
HU_30377,Tiszatarján,1034,669,10,0,431,16,134,50,4,5,1,1,2,1,0,5,0,1,0,4,0,0,0,0,1,0,2
HU_28352,Tiszaújváros,15948,11551,80,0,3756,821,3035,2443,439,534,206,61,22,30,24,42,3,4,8,3,0,2,2,2,1,6,6
HU_10977,Tiszavalk,252,205,1,0,113,14,51,13,1,7,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_18306,Tokaj,3022,2109,22,0,963,97,575,261,43,79,21,9,7,3,1,4,3,4,4,2,1,0,0,2,1,0,5
HU_28051,Tolcsva,1366,909,16,0,392,115,236,77,6,14,5,5,0,2,0,3,0,0,1,1,0,0,0,0,1,1,0
HU_14890,Tomor,181,128,2,0,93,2,9,10,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
HU_16902,Tornabarakony,17,13,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10375,Tornakápolna,27,22,0,0,13,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18801,Tornanádaska,383,272,6,0,244,0,5,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
HU_27836,Tornaszentandrás,161,113,6,0,54,1,27,20,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HU_30517,Tornaszentjakab,153,105,2,0,69,0,20,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_29054,Tornyosnémeti,323,201,3,0,135,3,48,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
HU_04914,Trizs,178,135,1,0,64,7,37,17,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18351,Uppony,258,162,1,0,68,7,52,20,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HU_12487,Újcsanálos,664,380,3,0,228,12,106,18,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HU_07223,Vadna,471,320,2,0,121,19,119,34,3,12,3,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0
HU_30003,Vajdácska,938,552,11,0,305,25,154,28,1,12,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1
HU_21810,Varbó,900,669,1,0,222,34,223,145,12,20,5,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1
HU_10144,Varbóc,51,37,0,0,19,0,9,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30076,Vatta,678,512,0,0,292,18,145,28,7,12,3,0,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0
HU_29151,Vágáshuta,75,57,4,0,13,2,7,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_15149,Vámosújfalu,601,445,6,0,229,22,107,35,2,10,3,1,0,0,1,2,0,0,5,0,0,0,0,0,1,0,2
HU_11581,Vilmány,962,511,28,0,310,3,62,59,3,16,3,0,0,0,2,1,0,1,0,11,0,0,0,0,1,11,0
HU_12982,Vilyvitány,209,127,1,0,82,3,33,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05096,Viss,478,214,5,0,113,13,38,26,1,12,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0
HU_03957,Viszló,54,42,0,0,30,2,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21087,Vizsoly,604,411,2,0,257,8,91,27,3,18,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0
HU_15617,Zalkod,157,113,2,0,57,3,24,21,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HU_03063,Zádorfalva,350,180,1,0,103,0,39,17,3,6,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
HU_31608,Zemplénagárd,549,287,7,0,181,11,43,16,5,6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_19275,Ziliz,297,212,3,0,94,6,72,25,2,3,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1
HU_11022,Zsujta,138,89,3,0,61,3,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19105,Zubogy,432,304,5,0,107,14,93,51,3,23,0,1,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0
HU_20969,Gibárt,283,216,0,0,106,5,79,15,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34245,Algyő,4312,3036,19,0,1281,294,722,380,80,130,70,21,2,4,2,6,3,2,6,0,1,0,2,1,4,0,4
HU_16197,Ambrózfalva,379,258,2,0,103,16,96,18,2,12,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
HU_14252,Apátfalva,2381,1562,33,0,1000,32,280,133,14,28,15,2,5,2,1,8,1,1,4,0,0,0,0,1,0,1,1
HU_19062,Árpádhalom,404,270,2,0,149,14,59,28,3,10,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
HU_10339,Ásotthalom,3209,1999,28,0,1088,76,504,173,29,35,31,2,3,5,1,10,2,4,2,1,1,0,0,0,1,2,1
HU_29106,Baks,1565,895,12,0,400,9,323,90,13,20,5,1,2,0,0,5,0,0,0,2,1,0,0,0,0,0,1
HU_23676,Balástya,2693,1688,13,0,1015,90,316,105,32,49,31,8,4,2,1,7,1,1,5,0,0,0,1,2,2,0,3
HU_08192,Bordány,2566,1667,20,0,891,119,269,221,42,30,38,10,0,5,3,3,2,2,6,0,0,0,1,1,2,1,1
HU_02121,Csanádalberti,332,234,2,0,167,1,35,16,1,6,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
HU_05379,Csanádpalota,2295,1489,35,0,828,40,335,141,17,38,14,2,1,5,1,6,1,3,3,0,0,0,0,0,2,1,1
HU_22293,Csanytelek,2107,1229,12,0,668,38,309,104,22,55,5,1,0,4,0,4,1,1,0,0,0,0,0,0,0,1,4
HU_32285,Csengele,1531,1080,24,0,755,32,162,41,16,17,11,1,4,2,2,0,2,1,3,0,0,0,1,2,1,0,3
HU_05111,Csongrád,13114,8879,194,0,4852,403,1837,911,132,278,135,29,6,18,4,28,4,9,11,4,0,3,1,3,0,4,11
HU_07834,Derekegyház,1158,798,11,0,385,36,182,99,14,28,16,3,1,3,3,13,0,2,1,0,0,0,0,1,0,0,0
HU_24077,Deszk,2967,2128,19,0,836,195,392,402,66,101,65,18,4,4,4,7,1,1,1,0,0,0,0,3,1,0,0
HU_13383,Domaszék,3938,2719,33,0,1494,174,445,351,69,62,53,10,5,5,4,2,0,1,4,1,0,0,1,1,0,2,2
HU_30535,Dóc,583,381,7,0,235,14,85,16,4,7,4,1,2,0,1,2,0,0,0,0,0,1,0,1,0,1,0
HU_22992,Eperjes,417,261,4,0,137,11,73,17,2,6,1,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2
HU_19974,Fábiánsebestyén,1615,1120,11,0,563,47,323,90,16,27,19,2,4,1,2,5,1,0,1,0,0,0,1,0,0,2,5
HU_22646,Felgyő,1012,665,15,0,389,26,140,41,8,27,10,1,1,2,0,3,0,0,1,0,0,0,0,0,0,1,0
HU_18999,Ferencszállás,515,353,4,0,163,21,65,57,4,19,13,2,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0
HU_33020,Forráskút,1666,1154,8,0,709,76,171,112,21,21,19,6,0,2,4,1,1,0,1,0,0,0,0,1,0,0,1
HU_09210,Földeák,2475,1705,26,0,1002,75,320,146,22,57,23,1,3,4,5,9,0,1,5,0,0,0,1,1,0,1,3
HU_08314,Hódmezővásárhely,37581,27866,214,0,12930,2086,6788,2740,924,1055,643,113,46,75,50,82,8,13,20,2,3,9,6,14,10,7,20
HU_13666,Királyhegyes,479,355,2,0,258,5,53,23,1,5,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
HU_31024,Kistelek,5864,3858,58,0,1965,226,956,322,94,104,70,16,5,9,2,11,1,4,5,2,3,0,2,0,1,1,1
HU_26666,Kiszombor,3106,1993,30,0,986,88,510,211,32,78,28,6,0,4,3,7,0,2,1,1,0,0,2,1,0,0,2
HU_08253,Klárafalva,423,230,0,0,119,18,34,32,0,8,10,1,0,2,1,2,0,1,1,0,0,0,0,1,0,0,0
HU_09955,Kövegy,320,222,4,0,146,3,38,15,4,7,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_14410,Kübekháza,1207,755,16,0,306,40,163,130,10,43,24,7,0,0,1,3,0,1,1,1,0,0,0,0,0,1,0
HU_05962,Magyarcsanád,1119,713,10,0,504,14,103,29,3,21,9,0,0,1,1,11,0,0,0,1,0,0,0,0,0,0,1
HU_07357,Makó,18598,13315,175,0,6827,653,3115,1405,204,495,208,37,17,29,26,43,4,8,12,2,0,5,2,5,5,3,15
HU_10515,Maroslele,1639,1073,12,0,656,25,201,77,25,41,18,2,2,3,0,6,0,0,0,0,0,0,0,1,0,0,4
HU_25733,Mártély,1019,789,12,0,458,38,166,56,15,19,15,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
HU_21555,Mindszent,5357,3518,40,0,1827,137,971,206,58,130,54,16,18,15,1,17,1,1,5,13,0,1,1,1,0,1,4
HU_04349,Mórahalom,4965,3713,63,0,2197,180,536,409,82,108,67,26,6,3,10,6,0,1,7,0,0,2,0,2,2,1,4
HU_20914,Nagyér,403,232,2,0,131,4,53,25,1,9,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
HU_12779,Nagylak,405,281,6,0,167,13,43,26,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
HU_17233,Nagymágocs,2351,1438,39,0,726,59,385,129,11,42,16,7,4,2,2,8,1,1,1,0,0,0,2,0,0,2,1
HU_29179,Nagytőke,363,227,2,0,143,2,53,15,0,1,6,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
HU_07755,Óföldeák,398,275,6,0,176,6,34,37,2,3,4,0,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0
HU_12797,Ópusztaszer,1574,934,20,0,424,47,278,77,19,28,13,2,2,2,0,6,2,3,4,0,1,0,0,1,0,0,5
HU_31079,Öttömös,572,394,7,0,198,24,58,69,7,16,5,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,2
HU_06284,Pitvaros,1118,818,5,0,397,37,217,101,6,19,10,5,2,1,0,7,0,0,0,1,0,0,0,0,0,0,1
HU_06354,Pusztamérges,861,564,8,0,322,20,83,96,13,10,5,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
HU_28592,Pusztaszer,1158,759,12,0,425,35,157,74,16,16,11,2,1,1,1,2,0,0,2,0,0,1,0,0,1,0,2
HU_13161,Röszke,2866,1829,25,0,1046,108,271,195,44,70,30,12,1,6,2,7,0,0,3,2,1,0,0,1,2,1,1
HU_03966,Ruzsa,2032,1344,40,0,850,48,217,110,23,22,13,2,2,1,3,4,1,0,1,1,0,0,0,2,0,1,3
HU_31705,Sándorfalva,6579,4406,72,0,1724,316,1069,644,131,255,101,35,7,14,3,17,1,1,4,1,0,1,1,4,1,2,2
HU_12007,Szatymaz,3915,2561,33,0,1209,156,588,313,37,96,66,20,3,7,3,13,3,0,1,0,2,1,1,2,0,2,5
HU_33367,Szeged,133181,95081,739,0,34915,9939,14604,20972,4272,4746,2957,846,118,238,96,188,21,58,59,19,2,9,15,56,19,42,55
HU_32489,Szegvár,3572,2471,39,0,1460,93,570,147,33,54,36,6,7,4,1,9,0,4,1,0,0,0,0,2,1,1,2
HU_14456,Szentes,24333,17663,259,0,8083,1320,4186,1826,613,679,339,108,30,43,24,78,10,2,10,1,3,7,1,5,2,9,16
HU_12265,Székkutas,1731,1297,14,0,633,75,354,127,15,26,12,7,3,2,5,13,0,2,0,0,0,0,0,4,1,2,2
HU_16966,Tiszasziget,1432,1025,7,0,531,59,169,129,27,46,25,4,0,7,3,6,0,0,1,11,0,0,0,0,0,0,0
HU_25900,Tömörkény,1409,924,15,0,511,27,208,86,5,43,8,1,1,1,3,3,0,1,5,0,0,0,0,0,0,2,4
HU_14924,Újszentiván,1538,1063,9,0,483,87,203,167,24,32,25,9,0,7,1,2,0,0,4,2,0,0,0,0,0,0,3
HU_21412,Üllés,2528,1675,26,0,908,92,301,208,37,33,40,8,2,2,2,3,1,0,4,1,0,0,2,1,0,1,3
HU_05546,Zákányszék,2235,1557,23,0,1050,62,193,115,37,27,25,5,0,9,3,2,2,0,1,0,0,0,1,1,1,0,0
HU_17765,Zsombó,2772,1927,32,0,896,169,317,271,92,75,56,10,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0
HU_17376,Aba,3625,2187,17,0,1247,105,544,136,26,57,19,11,2,3,5,6,0,2,0,0,0,2,1,0,0,1,3
HU_08925,Adony,3039,2031,10,0,904,101,552,187,44,144,24,8,2,4,5,6,1,1,1,4,0,1,2,0,0,0,4
HU_26824,Alap,1501,915,5,0,563,31,188,55,11,34,11,7,0,4,0,3,0,0,1,0,0,0,1,0,0,0,1
HU_15176,Alcsútdoboz,1105,827,18,0,574,37,101,55,15,11,6,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HU_25283,Alsószentiván,482,303,3,0,175,6,58,28,3,17,3,2,1,2,1,2,0,0,0,0,0,0,0,1,0,1,0
HU_08730,Bakonycsernye,2446,1796,7,0,1037,88,391,132,26,30,17,8,5,8,2,5,0,3,2,0,0,0,2,1,1,2,1
HU_23153,Bakonykúti,115,89,0,0,35,7,15,17,4,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31103,Balinka,742,507,9,0,261,19,117,46,6,17,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_07047,Baracs,2826,1943,32,0,822,103,504,192,36,188,29,10,5,1,4,6,1,1,3,0,1,0,0,2,0,0,2
HU_08581,Baracska,2188,1466,10,0,782,87,285,151,28,68,22,8,5,1,1,4,1,1,1,2,0,0,0,0,0,1,3
HU_08466,Beloiannisz,886,589,11,0,253,39,103,82,19,38,8,2,2,1,1,10,2,0,0,0,0,0,0,2,0,0,5
HU_16346,Besnyő,1408,941,8,0,468,55,214,86,24,50,15,3,0,2,1,5,0,2,0,1,0,0,1,0,0,0,6
HU_10481,Bicske,10913,8309,92,0,3950,658,1634,894,440,338,179,39,8,7,6,4,3,11,2,5,0,1,1,1,1,0,7
HU_18254,Bodajk,3208,2393,12,0,1284,123,582,176,51,75,35,6,6,8,1,5,2,0,3,0,2,4,0,0,4,1,0
HU_11624,Bodmér,200,166,0,0,76,9,48,19,5,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_13152,Cece,2058,1366,18,0,925,46,260,49,15,32,7,3,1,1,0,1,0,1,0,0,2,0,0,2,0,1,2
HU_30544,Csabdi,976,723,2,0,423,32,143,56,22,14,13,3,4,2,1,1,0,3,0,1,0,1,0,0,0,0,1
HU_05360,Csákberény,935,712,3,0,467,33,116,43,16,15,10,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0
HU_20002,Csákvár,4143,2939,23,0,1602,140,609,299,86,91,45,6,4,5,7,6,1,2,3,0,0,1,0,2,0,2,2
HU_21908,Csókakő,1137,903,78,0,533,52,136,71,8,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09779,Csór,1463,978,6,0,531,65,211,64,16,40,16,7,4,4,0,3,0,1,3,0,0,2,1,1,0,2,0
HU_06734,Csősz,798,521,7,0,264,15,176,22,2,15,11,3,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0
HU_32753,Dég,1760,1028,20,0,642,36,197,67,9,20,11,6,0,4,1,8,0,0,0,0,0,0,0,3,0,1,3
HU_03115,Dunaújváros,39216,27987,229,0,10184,1819,8239,3417,910,2203,425,136,28,40,65,94,5,10,10,8,11,8,14,19,12,6,41
HU_20358,Előszállás,1831,1137,10,0,577,49,288,96,33,56,7,4,4,4,1,3,1,1,0,0,0,0,0,1,0,1,1
HU_02802,Enying,5374,3306,46,0,1715,101,933,237,40,138,21,13,5,6,0,22,0,1,4,3,0,1,3,2,1,0,14
HU_23603,Ercsi,6391,4096,61,0,2085,225,924,389,59,241,49,13,3,3,5,10,0,0,4,2,2,0,0,0,1,1,12
HU_02316,Etyek,3186,2291,19,0,1008,201,423,325,84,86,43,10,2,4,2,7,1,5,1,1,0,1,0,0,2,0,3
HU_32203,Fehérvárcsurgó,1612,1179,16,0,658,68,255,81,25,35,16,0,2,7,5,5,0,1,1,1,0,1,0,0,0,0,1
HU_29939,Felcsút,1453,1188,20,0,798,76,137,75,22,37,7,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,4
HU_06114,Füle,699,491,4,0,258,27,129,33,10,18,4,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0
HU_15750,Gánt,492,368,5,0,187,15,55,27,9,8,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HU_10296,Gárdony,8874,6537,33,0,2853,557,1244,866,255,450,147,42,24,13,8,8,3,8,5,3,1,3,1,4,5,0,3
HU_15918,Gyúró,980,726,5,0,408,44,140,65,23,16,13,2,0,1,1,3,0,2,1,1,0,0,0,0,0,0,0
HU_23427,Hantos,739,467,6,0,193,21,162,37,16,15,7,0,2,1,1,2,0,0,1,1,1,0,0,0,0,0,1
HU_17738,Igar,768,445,4,0,284,10,81,31,3,13,7,0,0,2,1,1,0,0,1,1,1,0,0,0,0,1,4
HU_32018,Iszkaszentgyörgy,1646,1193,8,0,525,88,314,103,46,62,18,6,0,8,3,6,2,0,0,0,0,0,0,1,0,0,2
HU_02200,Isztimér,748,520,9,0,269,37,83,31,9,14,9,0,1,4,1,1,0,1,0,0,0,0,0,0,2,0,1
HU_13462,Iváncsa,2230,1400,13,0,697,61,412,87,32,62,13,2,1,2,4,1,0,2,1,0,0,1,1,1,0,0,5
HU_15972,Jenő,1024,633,2,0,406,22,129,35,9,13,5,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,2
HU_21342,Kajászó,855,600,7,0,339,29,127,41,16,13,16,2,1,2,0,2,1,0,0,0,0,0,0,1,1,0,1
HU_16683,Káloz,1879,1159,8,0,687,40,314,43,15,19,9,5,3,0,1,10,0,0,2,0,0,1,0,0,0,0,2
HU_21926,Kápolnásnyék,3017,2234,9,0,1053,216,448,219,73,125,46,16,7,2,4,6,1,5,1,0,0,0,0,1,0,1,0
HU_02343,Kincsesbánya,1223,863,2,0,438,59,184,88,19,40,15,3,3,4,0,1,0,1,1,0,0,0,1,0,0,1,3
HU_12636,Kisapostag,1168,878,2,0,410,47,229,70,37,55,10,10,1,0,2,1,0,3,0,0,0,0,0,0,1,0,0
HU_28990,Kisláng,1958,1021,5,0,666,26,200,55,12,22,8,8,3,6,1,2,1,1,2,0,1,0,0,1,0,0,1
HU_30650,Kőszárhegy,1240,907,5,0,476,75,181,71,24,45,19,3,0,1,0,1,2,0,0,0,0,0,1,1,0,1,1
HU_34209,Kulcs,2461,1682,19,0,675,95,504,142,46,129,34,11,2,4,7,6,0,0,1,1,0,0,0,1,0,1,3
HU_07506,Lajoskomárom,1771,1167,10,0,655,50,243,102,26,44,11,3,4,4,3,2,0,2,1,2,0,0,0,2,0,0,3
HU_07269,Lepsény,2474,1599,20,0,940,52,366,100,23,56,13,8,6,6,1,4,1,1,0,0,0,0,0,0,0,0,1
HU_19114,Lovasberény,2130,1522,5,0,862,88,303,133,53,35,19,6,1,3,1,2,0,2,2,0,0,1,0,1,1,0,2
HU_27678,Magyaralmás,1269,954,6,0,560,47,172,85,30,28,13,4,2,3,0,1,0,0,1,0,0,0,0,0,0,0,2
HU_04659,Martonvásár,4390,3231,24,0,1536,267,515,407,129,183,84,16,9,12,5,20,2,4,1,1,0,2,0,4,2,0,6
HU_23490,Mány,1860,1259,22,0,645,56,189,77,26,45,12,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,2
HU_16948,Mátyásdomb,572,344,4,0,181,12,91,32,4,10,2,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,1
HU_17552,Mezőfalva,3756,2281,66,0,920,85,797,163,38,116,19,8,3,2,1,2,1,1,2,0,0,1,1,1,1,0,1
HU_05689,Mezőkomárom,755,474,1,0,311,15,92,24,5,15,1,2,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0
HU_06576,Mezőszentgyörgy,1010,538,15,0,321,20,122,24,3,21,5,0,0,1,0,2,0,0,0,2,1,0,0,1,0,0,0
HU_29036,Mezőszilas,1672,920,8,0,567,28,190,54,12,27,10,2,1,1,4,4,0,2,3,1,1,0,1,2,0,0,2
HU_25715,Moha,430,307,1,0,164,17,67,20,11,15,4,2,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0
HU_18485,Mór,11236,8562,84,0,4451,480,1927,803,220,285,96,25,11,21,5,16,4,1,7,1,0,2,4,1,2,4,7
HU_27599,Nadap,449,379,3,0,183,34,55,41,24,23,9,1,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0
HU_07001,Nagykarácsony,1129,738,11,0,403,30,211,43,2,25,5,1,0,1,1,0,0,2,1,0,1,0,0,1,0,0,0
