gisco_id,name,registered,turnout,invalid,blank,CDU,SPD,CSU,GRÜNE,PDS,FDP,REP,Die Tierschutzpartei,GRAUE,NPD,DIE FRAUEN,ödp,PBC,CM,BP,BüSo,ZENTRUM,FAMILIE,Deutschland,Unabhängige Kandidaten,AUFBRUCH,DKP,DP,PSG
DEA2A,Oberbergischer Kreis,211720,87529,1348,0,43176,19718,0,9122,1308,6779,742,932,942,494,295,213,434,242,0,41,102,619,355,161,84,132,237,53
DEA2B,Rheinisch-Bergischer Kreis,212235,99215,1029,0,44828,20982,0,14177,1573,10229,771,1094,1296,451,404,178,401,163,0,61,92,652,300,193,72,93,140,36
DEA2C,Rhein-Sieg-Kreis,431224,194132,2360,0,93355,39326,0,26298,3234,17910,1227,2126,2187,998,720,347,509,244,0,82,241,1047,896,361,138,114,316,96
DEA31,"Bottrop, Stadt",91350,37062,1000,0,13790,12612,0,3149,842,1747,660,536,503,245,200,572,32,37,0,21,50,353,175,62,43,325,77,31
DEA32,"Gelsenkirchen, Stadt",195849,66964,1961,0,22151,23882,0,5919,2044,3224,1955,1026,1360,720,429,90,153,155,0,56,107,658,436,144,80,138,203,73
DEA33,"Münster, Stadt",203203,101049,938,0,42145,19621,0,23635,1957,7937,524,687,910,358,312,534,71,98,0,30,142,428,223,172,68,104,103,52
DEA34,Borken,264510,115217,1247,0,71320,20202,0,9145,1074,6812,814,808,701,374,433,140,130,148,0,31,195,737,303,206,72,128,144,53
DEA35,Coesfeld,164768,76542,908,0,42828,13824,0,8553,928,5601,502,615,598,233,226,216,59,92,0,19,113,601,241,114,51,43,131,46
DEA36,Recklinghausen,491555,192016,3728,0,75909,62025,0,18370,4828,10725,3354,2569,2791,1249,1023,246,348,313,0,135,262,1671,891,381,203,333,490,172
DEA37,Steinfurt,327325,142083,1840,0,74043,34605,0,13874,1705,9177,867,1071,1079,628,477,170,162,96,0,46,253,957,400,188,89,83,213,60
DEA38,Warendorf,207964,94176,1315,0,50772,19739,0,9180,1115,6657,928,812,761,413,370,160,95,158,0,29,140,670,309,203,96,62,156,36
DEA41,"Bielefeld, Stadt",239975,107574,1786,0,41052,28156,0,20352,2860,6497,752,1016,1210,733,373,180,444,159,0,63,77,580,486,181,82,139,291,105
DEA42,Gütersloh,255193,106905,1450,0,55593,22548,0,12301,1355,7185,756,880,1062,644,393,342,327,169,0,38,122,705,438,158,97,69,213,60
DEA43,Herford,195282,72978,1134,0,31551,22374,0,7346,1257,4596,873,638,675,423,250,71,248,152,0,38,77,436,366,127,61,45,182,58
DEA44,Höxter,117335,52369,920,0,32266,9198,0,3342,526,3044,453,315,319,286,195,172,111,115,0,14,63,489,237,87,42,33,113,29
DEA45,Lippe,276085,116180,2182,0,48144,35153,0,12636,2026,7829,1136,991,966,617,430,177,1464,177,0,59,88,774,539,221,84,91,298,98
DEA46,Minden-Lübbecke,247334,97785,1657,0,40929,29671,0,9438,1377,7762,1618,806,790,504,357,215,637,120,0,57,80,689,428,188,87,115,191,69
DEA47,Paderborn,215835,90184,1203,0,54454,14367,0,8643,1053,5436,916,561,554,364,302,167,198,200,0,37,115,711,384,155,68,68,180,48
DEA51,"Bochum, Stadt",290074,120947,2768,0,38643,40699,0,17628,4036,6286,1355,1943,2257,1153,688,197,164,200,0,99,147,1140,563,241,145,214,277,104
DEA52,"Dortmund, Stadt",427536,163534,1547,0,54095,53846,0,24888,6118,10025,2024,2080,3036,1089,805,272,333,238,0,107,176,926,644,342,148,332,332,131
DEA53,"Hagen, Stadt",144903,53334,827,0,21038,16365,0,5257,1550,3519,1167,886,714,408,221,88,105,105,0,25,45,390,274,70,55,57,125,43
DEA54,"Hamm, Stadt",130191,50218,875,0,22178,15304,0,4353,939,2735,1065,519,581,234,269,45,60,81,0,29,64,388,202,72,57,54,80,34
DEA55,"Herne, Stadt",122177,43935,1266,0,14607,15920,0,3951,1413,1789,1324,747,808,407,250,43,115,64,0,48,54,487,275,96,48,73,101,49
DEA56,Ennepe-Ruhr-Kreis,264905,109589,2204,0,38498,34952,0,14226,2581,8092,1184,1837,1633,918,507,177,345,150,0,63,111,845,441,221,110,174,208,112
DEA57,Hochsauerlandkreis,211171,94467,1051,0,59268,17895,0,5593,915,4835,941,676,680,395,294,106,107,157,0,45,118,628,341,118,68,42,147,47
DEA58,Märkischer Kreis,324763,124191,1913,0,60233,30118,0,10516,2044,8635,2016,1452,1670,1275,583,154,544,239,0,72,192,977,674,240,133,124,311,76
DEA59,Olpe,103345,46272,524,0,31046,7446,0,2648,371,1998,593,269,259,171,116,61,41,56,0,10,70,259,135,44,35,30,68,22
DEA5A,Siegen-Wittgenstein,219198,80066,1254,0,38037,20003,0,7400,1294,4993,1474,826,721,496,274,292,1019,225,0,61,88,556,377,189,97,84,255,51
DEA5B,Soest,229686,100322,1472,0,52181,22758,0,8963,1401,7303,1066,914,917,426,409,132,198,244,0,63,125,740,425,142,88,93,192,70
DEA5C,Unna,315208,129628,2379,0,48955,43315,0,13869,2852,8124,1702,1704,1878,912,626,167,207,160,0,80,113,1007,622,273,140,114,315,114
DE711,"Darmstadt, Stadt",97150,41074,835,0,12962,8500,0,11246,1210,3225,492,490,494,202,241,88,124,55,0,50,30,274,157,120,49,100,97,33
DE712,"Frankfurt am Main, Stadt",385689,153653,2707,0,52916,29155,0,37710,5135,12170,3256,2259,2218,1257,837,338,281,229,0,118,170,780,556,339,175,414,492,141
DE713,"Offenbach am Main, Stadt",67489,23559,695,0,8986,4903,0,3990,719,1487,756,418,334,413,164,34,34,53,0,25,32,134,149,43,34,61,65,30
DE714,"Wiesbaden, Landeshauptstadt",186573,70231,1317,0,27559,15339,0,12478,1240,6117,2149,778,763,326,355,152,199,118,0,107,63,352,261,155,77,106,164,56
DE715,Bergstraße,198240,71019,1826,0,31058,16235,0,8769,851,4978,2159,1142,848,505,392,124,277,190,0,40,123,595,283,183,92,116,180,53
DE716,Darmstadt-Dieburg,209604,81882,2548,0,30188,20170,0,13573,1490,6141,1632,1196,949,532,510,180,422,148,0,57,78,702,397,247,125,290,227,80
DE717,Groß-Gerau,170413,61899,1807,0,22288,16678,0,8869,1312,3883,2421,883,857,386,341,106,239,93,0,59,57,500,374,212,90,161,226,57
DE718,Hochtaunuskreis,163826,71965,1158,0,33012,12008,0,10904,1195,7864,1648,918,766,302,319,188,147,137,0,33,89,450,262,154,74,93,200,44
DE719,Main-Kinzig-Kreis,296193,108823,3644,0,45241,25512,0,12941,2149,7226,3849,1754,1221,810,684,225,355,253,0,85,132,986,718,280,165,177,311,105
DE71A,Main-Taunus-Kreis,162077,71860,1532,0,32585,12180,0,10997,979,7299,1260,1009,1006,356,342,126,117,146,0,48,59,492,283,128,68,87,714,47
DE71B,Odenwaldkreis,73645,26108,1000,0,9992,7061,0,3038,469,1532,1081,434,219,153,151,63,137,50,0,21,21,235,159,66,56,45,99,26
DE71C,"Offenbach, Landkreis",236705,90386,2619,0,41667,17489,0,12588,1521,6672,1634,1175,1076,589,471,215,188,185,0,48,103,659,472,230,102,133,459,91
DE71D,Rheingau-Taunus-Kreis,137428,56843,1408,0,24360,12208,0,8487,713,4919,1422,750,535,248,281,117,158,81,0,39,81,391,209,137,67,54,141,37
DE71E,Wetteraukreis,218670,82167,2338,0,33703,19394,0,10855,1398,6301,1463,1157,768,1719,486,137,315,140,0,51,96,663,443,204,112,88,267,69
DE721,Gießen,189558,66210,1638,0,24549,17655,0,9760,1727,5191,1178,814,533,481,317,186,386,128,0,44,114,424,333,133,92,139,331,57
DE722,Lahn-Dill-Kreis,194383,60289,1233,0,26575,15365,0,5812,1085,3834,1433,667,454,829,257,117,991,187,0,44,83,469,290,124,75,106,205,54
DE723,Limburg-Weilburg,131479,48945,1522,0,24660,10890,0,4375,562,2961,845,582,508,304,249,94,118,100,0,36,79,376,254,109,64,47,177,33
DE724,Marburg-Biedenkopf,183501,67211,1533,0,25692,17360,0,10611,2203,3837,1427,737,582,468,360,224,476,214,0,55,72,479,317,119,76,146,174,49
DE725,Vogelsbergkreis,91944,31742,1063,0,13403,8224,0,3074,476,2357,921,381,236,295,179,52,127,57,0,20,55,263,197,73,53,59,145,32
DE731,"Kassel, Stadt",138804,51674,1874,0,15945,12928,0,11642,2039,3185,567,618,736,261,271,96,144,87,0,35,58,309,249,122,79,132,224,73
DE732,Fulda,165295,61976,1734,0,35744,9261,0,5250,695,3630,1426,572,478,370,337,281,197,255,0,37,112,546,400,128,106,86,279,52
DE733,Hersfeld-Rotenburg,100940,36713,1422,0,13464,12596,0,2831,663,2136,714,432,349,569,219,50,188,82,0,22,28,349,229,99,57,55,133,26
DE734,Kassel,192690,73832,3740,0,23518,26777,0,8224,1438,4219,836,901,957,366,420,86,246,133,0,38,72,638,433,167,100,84,383,56
DE735,Schwalm-Eder-Kreis,150019,59392,3252,0,19130,21307,0,5331,1049,4141,946,678,497,731,350,76,200,110,0,27,49,534,376,116,73,81,277,61
DE736,Waldeck-Frankenberg,129910,44004,1289,0,18645,12032,0,4020,622,3579,846,439,442,366,235,84,280,93,0,26,46,369,248,79,48,40,133,43
DE737,Werra-Meißner-Kreis,88643,33221,1762,0,11473,11285,0,3144,631,2173,549,392,340,219,202,41,70,78,0,20,30,284,204,99,39,31,124,31
DEB11,"Koblenz, Stadt",81862,39836,635,0,18865,10066,0,4486,596,2523,333,414,470,303,201,154,105,62,0,23,41,208,135,75,31,20,61,29
DEB12,Ahrweiler,99311,56528,2044,0,31553,9669,0,4904,514,3831,532,771,549,289,250,243,93,91,0,30,70,463,281,121,68,40,91,31
DEB13,Altenkirchen (Westerwald),103451,58017,2605,0,29224,14041,0,3743,657,3352,666,702,461,278,242,87,583,144,0,30,67,461,261,107,84,35,137,50
DEB14,Bad Kreuznach,121319,72110,3578,0,28479,20636,0,6300,835,5562,1150,1268,706,712,400,231,246,158,0,25,50,745,475,144,114,85,156,55
DEB15,Birkenfeld,70807,37294,2034,0,14828,11001,0,2358,448,3018,819,591,341,314,256,76,79,44,0,17,27,431,240,90,61,87,99,35
DEB16,Cochem-Zell,52594,34808,2297,0,20132,6288,0,1586,211,1959,370,407,269,179,138,48,86,68,0,11,28,310,173,92,41,31,55,29
DEB17,Mayen-Koblenz,164582,94389,3986,0,48619,22535,0,6656,839,5034,1035,1328,885,531,440,197,198,129,0,34,70,825,460,186,127,71,150,54
DEB18,Neuwied,138845,75443,3023,0,36040,19270,0,6130,1020,4266,802,1071,741,405,368,154,430,111,0,31,76,633,335,166,89,63,163,56
DEB19,Rhein-Hunsrück-Kreis,81747,53302,2657,0,24971,12965,0,3928,530,4199,655,744,410,276,245,141,285,98,0,25,51,478,287,121,54,43,93,46
DEB1A,Rhein-Lahn-Kreis,99972,59337,2996,0,24722,17740,0,4719,638,3506,805,918,547,329,279,115,222,92,0,36,78,632,392,139,83,42,249,58
DEB1B,Westerwaldkreis,153770,91009,4602,0,44855,21267,0,6440,1002,5127,1240,1303,816,663,449,133,591,170,0,39,98,948,619,192,111,91,184,69
DEB21,"Trier, Stadt",76177,34519,1023,0,14965,7523,0,6028,557,1901,358,491,343,245,151,152,72,47,0,7,35,265,107,85,31,59,38,36
DEB22,Bernkastel-Wittlich,90069,56640,3393,0,29880,10552,0,3973,460,3913,702,839,450,371,290,94,63,100,0,56,62,652,327,148,96,52,101,66
DEB23,Bitburg-Prüm,74729,49710,3194,0,26927,9658,0,3067,312,2927,504,726,369,291,243,78,61,93,0,30,54,576,256,102,78,46,80,38
DEB24,Daun,50064,31952,1881,0,18287,5510,0,1885,230,1730,376,421,318,167,147,56,62,57,0,10,28,360,165,124,37,26,51,24
DEB25,Trier-Saarburg,108797,69292,4080,0,34319,15687,0,5855,648,3269,773,1060,590,543,416,153,97,87,0,20,60,819,286,192,91,92,90,65
DEB31,"Frankenthal (Pfalz), Stadt",34309,18093,616,0,8614,4430,0,1404,225,911,761,260,170,95,105,27,58,26,0,6,13,155,81,29,27,24,39,17
DEB32,"Kaiserslautern, Stadt",72347,33226,1091,0,12964,9445,0,3674,432,2037,773,606,400,281,232,70,99,66,0,22,31,412,229,114,58,53,75,62
DEB33,"Landau in der Pfalz, Stadt",31770,16888,597,0,6712,4068,0,2469,259,1111,339,244,161,116,125,69,133,35,0,13,16,188,100,28,39,23,24,19
DEB34,"Ludwigshafen am Rhein, Stadt",103633,50895,1613,0,19689,14337,0,4085,908,2479,3798,913,663,456,356,66,149,62,0,33,40,559,287,96,67,64,131,44
DEB35,"Mainz, Stadt",128923,71260,1788,0,26931,16147,0,12495,1193,4859,3947,705,641,145,256,1022,109,89,0,44,40,364,144,101,63,60,75,42
DEB36,"Neustadt an der Weinstraße, Stadt",41677,23295,757,0,11116,4758,0,2728,238,1531,538,347,257,95,117,75,118,38,0,8,26,233,113,62,36,28,55,21
DEB37,"Pirmasens, Stadt",34918,17233,843,0,7408,3855,0,1007,373,761,1735,309,175,80,120,21,47,22,0,8,18,181,123,47,33,17,27,23
DEB38,"Speyer, Stadt",36497,18717,555,0,7559,4304,0,2443,309,1001,959,296,247,68,131,282,64,23,0,19,20,203,92,35,32,24,26,25
DEB39,"Worms, Stadt",58890,26920,1154,0,10952,7754,0,2402,538,1587,620,424,264,244,132,42,91,36,0,18,21,236,158,81,40,43,59,24
DEB3A,"Zweibrücken, Stadt",27943,12548,561,0,4659,3664,0,1003,251,932,285,225,124,128,105,89,39,18,0,6,8,190,100,70,20,19,31,21
DEB3B,Alzey-Worms,95442,58627,2895,0,21935,17406,0,5066,695,4152,1793,1044,487,624,323,141,271,57,0,34,50,739,380,149,99,61,179,47
DEB3C,Bad Dürkheim,104552,65763,2294,0,28057,17191,0,5640,637,4416,2544,1242,605,443,398,152,254,107,0,33,49,868,363,128,94,67,123,58
DEB3D,Donnersbergkreis,60291,37603,2040,0,13301,11620,0,2790,444,2681,1114,715,352,722,266,99,117,54,0,24,38,606,259,93,75,43,95,55
DEB3E,Germersheim,90695,55541,2258,0,25297,12713,0,4269,490,3324,2643,936,457,430,359,467,235,102,0,22,41,683,353,138,87,47,133,57
DEB3F,Kaiserslautern,83444,53944,2707,0,23587,14608,0,3434,502,2656,1795,1008,488,520,410,124,191,107,0,25,40,836,424,121,106,46,148,61
DEB3G,Kusel,61829,37998,2541,0,12225,13043,0,2400,465,1987,1848,804,353,382,278,95,99,83,0,14,38,646,254,126,81,64,116,56
DEB3H,Südliche Weinstraße,85834,57422,2723,0,25772,12779,0,5189,562,3749,1587,1173,476,634,394,175,335,125,0,30,60,787,371,155,126,49,117,54
DEB3I,"Ludwigshafen, Landkreis",113732,70476,2586,0,30956,17162,0,6221,704,4590,3112,1226,748,397,449,215,198,102,0,25,65,805,340,179,124,70,145,57
DEB3J,Mainz-Bingen,150646,93079,3507,0,38678,23736,0,10956,1147,6768,2172,1498,832,419,420,450,207,148,0,51,95,864,506,206,115,82,177,45
DEB3K,Südwestpfalz,82658,56202,3705,0,26259,11916,0,2992,624,3302,2444,1088,504,525,406,147,178,127,0,25,51,930,412,171,126,68,149,53
DE111,"Stuttgart, Stadtkreis",359727,186982,3190,0,68784,38920,0,40652,3414,14148,6006,2464,2803,398,946,1040,759,194,0,148,114,1090,670,510,244,211,168,109
DE112,Böblingen,249380,136903,3665,0,61698,25948,0,20171,1303,10263,3634,1674,1194,464,871,598,1884,227,0,61,92,1390,769,535,150,67,165,80
DE113,Esslingen,352765,196921,5121,0,85103,38980,0,29243,1750,13217,9473,2539,2449,574,1228,1053,1421,362,0,81,127,1881,919,778,230,108,200,84
DE114,Göppingen,180321,93564,3249,0,42199,19599,0,10845,798,6212,3374,1283,815,564,640,508,615,151,0,42,77,1071,546,467,194,68,190,57
DE115,Ludwigsburg,346244,190854,5078,0,80534,39266,0,28277,2163,13271,7154,2675,3543,660,1420,798,1493,326,0,79,123,1802,928,646,197,131,194,96
DE116,Rems-Murr-Kreis,288651,155225,4332,0,67733,30550,0,20252,1489,12390,5990,2030,1500,599,1049,1059,2064,264,0,102,113,1630,875,617,204,105,188,90
DE117,"Heilbronn, Stadt",77530,36857,998,0,15828,9135,0,3618,485,2599,2083,320,296,173,221,285,142,39,0,6,18,223,144,79,32,21,91,21
DE118,Heilbronn,231215,124755,4666,0,57130,26939,0,11374,1107,9205,5147,1519,838,883,741,1079,1010,234,0,37,80,1235,681,321,128,77,279,45
DE119,Hohenlohekreis,80032,43253,1605,0,21091,8050,0,3621,336,3640,1267,524,296,442,318,181,554,86,0,25,36,486,313,187,62,18,85,30
DE11A,Schwäbisch Hall,138620,69789,3004,0,29978,13925,0,8165,643,5572,1968,890,487,540,617,925,1106,132,0,24,52,812,396,244,94,46,127,42
DE11B,Main-Tauber-Kreis,104539,61171,2902,0,32904,9909,0,5206,427,3337,1620,672,434,703,461,588,426,128,0,16,40,617,300,201,78,43,115,44
DE11C,Heidenheim,97196,48727,1724,0,22240,11000,0,4979,399,2413,1741,539,419,228,308,496,450,75,0,21,39,459,311,151,55,253,385,42
DE11D,Ostalbkreis,229514,120841,4944,0,62455,22835,0,12107,968,5626,4235,1156,849,487,990,395,914,207,0,42,81,1177,582,330,124,70,205,62
DE121,"Baden-Baden, Stadtkreis",40125,18973,561,0,8836,3217,0,2922,216,1680,270,269,177,115,96,50,68,31,0,6,24,179,139,50,13,17,27,10
DE122,"Karlsruhe, Stadtkreis",197232,90620,2246,0,33137,19812,0,18582,1888,7806,1032,1096,894,521,456,554,488,79,0,46,55,691,390,329,102,121,229,66
DE123,Karlsruhe,312973,171860,8291,0,81623,34121,0,18328,1398,11216,4452,2489,1407,899,1002,386,1227,416,0,80,150,1913,1038,564,341,119,278,122
DE124,Rastatt,165459,83294,4070,0,42026,15304,0,8563,639,4875,1947,1311,636,440,548,208,252,122,0,23,147,975,503,247,115,76,205,62
DE125,"Heidelberg, Stadtkreis",93521,49037,984,0,16280,10096,0,13868,1048,3957,398,484,334,176,221,289,121,50,0,13,36,233,170,96,32,62,59,30
DE126,"Mannheim, Stadtkreis",199179,87327,2371,0,32403,24564,0,12506,1717,4980,2107,1292,1217,782,563,130,316,89,0,49,71,801,542,237,110,215,203,62
DE127,Neckar-Odenwald-Kreis,110455,63691,3449,0,35610,11210,0,4478,449,2715,1437,741,423,361,396,267,339,123,0,27,53,693,420,198,92,43,117,50
DE128,Rhein-Neckar-Kreis,387787,219676,10228,0,95106,48134,0,28397,2159,14766,4159,3396,2320,2121,1328,585,896,361,0,96,208,2302,1400,597,232,188,529,168
DE129,"Pforzheim, Stadtkreis",79102,32599,1035,0,15238,6043,0,3656,389,2358,1273,501,367,204,224,75,160,36,0,15,35,305,263,209,60,29,101,23
DE12A,Calw,109374,59869,2452,0,28993,9658,0,6412,521,4217,1707,804,624,440,406,195,1122,237,0,33,97,814,539,284,88,39,140,47
DE12B,Enzkreis,139182,75315,3546,0,32259,15722,0,9187,612,5153,2313,1152,707,393,442,213,1124,164,0,32,72,955,582,336,94,45,157,55
DE12C,Freudenstadt,87130,45537,1842,0,23188,7380,0,4266,357,3045,1591,581,366,234,279,151,697,151,0,12,37,647,381,144,63,26,70,29
DE131,"Freiburg im Breisgau, Stadtkreis",142000,72860,1430,0,21422,12958,0,26303,1741,3739,644,942,693,226,543,410,200,92,0,31,67,560,253,164,113,154,92,83
DE132,Breisgau-Hochschwarzwald,181517,106270,4275,0,47353,18252,0,19244,905,6847,1514,1613,1030,405,674,404,543,268,0,43,83,1320,667,374,161,83,133,79
DE133,Emmendingen,115984,63864,3140,0,26765,13210,0,10281,568,3843,1009,1239,567,319,426,174,250,192,0,23,62,802,471,217,88,59,113,46
DE134,Ortenaukreis,307032,161180,8434,0,79737,28728,0,18294,1517,8582,3385,2281,1321,823,1245,376,757,373,0,65,163,2305,1339,564,306,94,335,156
DE135,Rottweil,103277,54530,3159,0,27658,8489,0,4606,354,3529,1162,702,523,348,409,1214,428,151,0,32,52,753,494,200,98,27,98,44
DE136,Schwarzwald-Baar-Kreis,150893,75726,3467,0,37681,12822,0,7988,616,5286,1418,1041,814,585,537,315,777,182,0,37,72,865,592,283,94,47,149,58
DE137,Tuttlingen,94715,51285,2616,0,27913,7612,0,4472,305,3599,989,615,430,477,313,167,280,98,0,25,59,572,381,147,61,40,81,33
DE138,Konstanz,192162,94937,3672,0,42376,16248,0,16140,1239,6853,1280,1242,1073,452,681,319,471,172,0,57,117,1113,567,405,153,91,150,66
DE139,Lörrach,156808,76881,3618,0,30228,17090,0,11865,1053,5148,1683,1131,873,361,497,201,768,158,0,28,78,875,480,401,117,51,132,45
DE13A,Waldshut,117055,62436,2934,0,30677,10525,0,7634,485,3625,1795,831,622,222,442,499,501,134,0,23,42,693,341,177,92,29,64,49
DE141,Reutlingen,195041,102936,3710,0,47078,18125,0,14786,1142,8037,2284,1282,838,655,570,348,666,268,0,41,387,1113,764,363,145,82,195,57
DE142,Tübingen,145022,82300,2185,0,31300,14611,0,19369,2109,5164,2488,777,533,222,492,514,515,190,0,24,101,745,360,333,71,84,66,47
DE143,Zollernalbkreis,140120,71156,3223,0,36912,11378,0,6209,490,4372,2207,1024,646,562,613,201,601,189,0,40,91,935,715,289,152,55,191,61
DE144,"Ulm, Stadtkreis",78757,38664,919,0,15609,8213,0,7430,587,2569,541,461,375,247,240,241,130,66,0,29,26,357,257,131,85,36,81,34
DE145,Alb-Donau-Kreis,134395,79272,3042,0,43274,11913,0,8390,526,3821,2321,904,582,610,508,441,498,221,0,39,73,945,509,276,132,45,142,60
DE146,Biberach,136736,79360,3215,0,46867,8545,0,7342,358,3910,3128,784,450,570,873,728,272,281,0,47,60,981,382,263,97,44,117,46
DE147,Bodenseekreis,147059,80666,2418,0,39814,12528,0,11868,717,5285,1073,1211,797,470,647,744,404,198,0,36,92,979,511,478,125,38,165,68
DE148,Ravensburg,195571,104747,3454,0,57004,13119,0,14031,706,5079,1849,1332,817,463,700,2275,566,309,0,52,122,1303,654,406,175,66,191,74
DE149,Sigmaringen,95714,54702,2579,0,32130,6425,0,4602,395,2729,1671,671,490,412,350,227,193,108,0,22,66,695,384,243,85,40,152,33
DE211,"Ingolstadt, Stadt",85221,25592,275,0,0,3946,13726,3013,340,1141,829,169,157,80,88,1064,105,34,200,8,20,139,104,59,31,15,40,9
DE212,"München, Landeshauptstadt",835708,324737,2177,0,0,60674,134512,75317,5153,19444,3798,3659,2844,983,1145,5971,523,460,2332,323,207,1356,1209,761,854,404,505,126
DE213,"Rosenheim, Stadt",41202,15400,149,0,0,2100,8179,1970,171,564,850,170,116,27,51,530,39,36,177,16,16,81,61,30,24,12,26,5
DE214,Altötting,82873,32049,342,0,0,3717,21042,2121,147,1007,966,271,173,194,113,870,33,77,359,71,24,207,146,62,34,19,36,18
DE215,Berchtesgadener Land,73284,28141,283,0,0,3007,17793,2636,174,923,905,308,161,84,77,712,161,128,264,15,38,161,100,50,34,20,86,21
DE216,Bad Tölz-Wolfratshausen,87400,40270,515,0,0,4620,24859,4587,240,1672,465,367,235,113,139,856,76,62,768,26,21,233,138,94,79,31,55,19
DE217,Dachau,94987,37689,399,0,0,4822,22340,4587,286,1550,560,345,231,94,103,1132,59,63,425,39,26,267,119,64,60,20,83,15
DE218,Ebersberg,89172,41274,387,0,0,5521,23061,6342,351,1888,455,421,254,102,113,977,61,87,503,24,25,260,138,112,97,33,44,18
DE219,Eichstätt,90502,38925,387,0,0,5526,24354,3082,276,1176,768,260,115,147,132,1486,81,79,410,14,36,221,146,83,58,18,53,17
DE21A,Erding,88178,34863,306,0,0,3771,20870,3718,278,1412,1232,312,156,94,120,1417,38,75,503,21,19,235,96,76,49,15,30,20
DE21B,Freising,110136,45659,410,0,0,5342,26023,6436,380,2153,774,433,264,229,166,1474,68,86,615,11,20,315,163,116,59,45,55,22
DE21C,Fürstenfeldbruck,146807,66051,584,0,0,9988,34911,10922,534,3043,950,716,580,148,191,1154,123,111,688,22,51,424,251,163,236,41,183,37
DE21D,Garmisch-Partenkirchen,64732,26100,261,0,0,2090,17540,2266,110,1090,253,240,157,60,75,1149,55,41,320,11,21,114,85,39,48,9,55,11
DE21E,Landsberg a. Lech,80887,33365,265,0,0,3714,18979,4980,231,1759,397,307,175,103,130,817,134,62,666,22,40,198,123,107,61,16,62,17
DE21F,Miesbach,69533,29568,340,0,0,3246,18673,3351,164,1284,573,305,145,60,95,483,40,48,354,14,31,124,90,58,38,16,29,7
DE21G,Mühldorf a. Inn,82993,30012,360,0,0,2894,19651,2355,175,981,802,297,135,162,85,858,54,95,499,30,32,182,150,81,48,22,44,20
DE21H,München,219666,101615,745,0,0,15826,52097,16726,891,6747,1183,1058,788,223,295,2263,135,121,897,59,63,464,348,245,181,66,144,50
DE21I,Neuburg-Schrobenhausen,68038,26185,236,0,0,3197,17666,1810,154,884,544,189,114,97,112,382,42,31,301,8,26,160,92,47,23,19,40,11
DE21J,Pfaffenhofen a.d. Ilm,85211,32760,265,0,0,4170,20251,3012,253,1323,767,236,166,88,107,1074,83,55,404,15,21,183,107,54,48,25,37,16
DE21K,Rosenheim,178572,75247,644,0,0,7691,46277,8344,465,2827,2426,695,420,161,232,2278,129,166,1064,115,64,447,279,200,127,55,111,30
DE21L,Starnberg,93875,45995,341,0,0,5734,24345,8284,287,3419,376,482,271,115,122,1026,48,41,400,29,21,218,133,100,94,23,68,18
DE21M,Traunstein,128468,51868,704,0,0,5800,32125,5379,333,1789,1022,488,305,201,131,1476,147,134,994,52,34,262,177,126,79,34,61,15
DE21N,Weilheim-Schongau,96368,38685,381,0,0,4993,22311,4527,310,1524,716,357,211,106,107,1610,95,72,578,19,41,227,147,123,71,24,118,17
DE221,"Landshut, Stadt",45571,19626,336,0,0,2511,11233,2421,173,791,359,267,129,87,83,533,31,34,219,11,17,116,121,50,25,31,38,10
DE222,"Passau, Stadt",38613,13800,108,0,0,1792,7280,1633,127,848,343,109,73,38,38,1082,21,14,108,3,5,54,63,12,19,6,19,5
DE223,"Straubing, Stadt",34081,10518,119,0,0,1225,6591,588,86,310,267,115,63,98,29,715,28,12,109,4,4,45,50,25,14,3,15,3
DE224,Deggendorf,89363,27494,295,0,0,3194,17661,1717,140,856,1150,212,135,225,110,777,61,73,413,14,24,151,147,36,29,13,48,13
DE225,Freyung-Grafenau,64047,16285,152,0,0,1821,10518,749,87,488,492,110,89,82,52,929,41,30,387,3,16,72,83,21,19,7,33,4
DE226,Kelheim,84079,37120,754,0,0,5082,23498,2334,196,1175,777,300,116,197,147,1319,49,59,495,17,26,239,161,52,41,20,53,13
DE227,Landshut,110627,42547,388,0,0,4065,28134,3211,255,1608,883,432,169,240,146,1324,53,83,734,20,36,315,204,68,74,29,55,21
DE228,Passau,145556,45365,530,0,0,5526,29740,2463,247,1403,861,384,224,178,157,2144,62,99,548,25,37,279,232,64,54,23,62,23
DE229,Regen,63851,16864,163,0,0,2012,10842,771,89,497,557,119,97,114,52,885,22,23,318,5,10,93,80,30,20,15,39,11
DE22A,Rottal-Inn,91254,29141,286,0,0,2809,20074,1676,163,821,524,208,123,234,77,1096,17,78,464,51,19,156,132,36,35,13,38,11
DE22B,Straubing-Bogen,73854,28544,290,0,0,2324,19529,949,115,851,609,207,111,300,99,2290,21,35,437,7,23,124,97,36,31,15,35,9
DE22C,Dingolfing-Landau,69560,24392,306,0,0,2636,16195,1125,126,640,790,180,96,170,84,1225,31,33,354,13,16,129,96,43,43,11,41,9
DE231,"Amberg, Stadt",33803,11466,140,0,0,1976,6405,1003,111,415,230,96,83,63,43,510,39,21,89,6,16,52,61,48,12,6,39,2
DE232,"Regensburg, Stadt",96510,35188,276,0,0,5466,17153,5992,522,1441,437,291,240,169,109,2078,55,47,339,21,28,163,120,63,44,39,85,10
DE233,"Weiden i.d. OPf., Stadt",33492,10947,182,0,0,2143,6050,874,109,399,195,86,58,64,35,295,14,20,76,7,9,76,55,136,17,16,20,11
